"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","continentOcean","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","order","imagecode","infraspecificEpithet","typeStatus","class"
"52","2017-09-14 11:46:05-03","MBML","MBML-HERBARIO","32286",NA,"Plantae","Heliconiaceae","Heliconia",NA,"Heliconia",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10067","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032286",NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas disticas laranjas. Frutos e flores amarelados.","355","355",NA,"MBML032286_1 MBML032286_2",NA,NA,NA
"53","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32281",NA,"Plantae","Sterculiaceae","Helicteres","brevispira","Helicteres brevispira",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10068","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032281",NA,NA,"M.T.R. Costa/07-03-2016",NA,NA,NA,NA,NA,"Arbusto 2m no sol. Sépalas verdes, pétalas púrpuras.","355","355",NA,NA,NA,NA,NA
"54","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32616",NA,"Plantae","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10078","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032616",NA,NA,"A. Indriunas/07-XII-2009",NA,NA,NA,NA,NA,"Erva 1m na sombra. Brácteas vináceas, flores brancas com lóbulo lilás.","355","355",NA,"MBML032616",NA,NA,NA
"55","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32280",NA,"Plantae","Acanthaceae","Justicia","wittigiana","Justicia wittigiana",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10073","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032280",NA,NA,"A. Indriúnas & E.M.Aoyama/2015",NA,NA,NA,NA,NA,"Erva 2m na sombra. Flores verdes.","355","355",NA,"MBML032280",NA,NA,NA
"56","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32282",NA,"Plantae","Bignoniaceae","Mansoa","difficilis","Mansoa difficilis",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10070","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032282",NA,NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,NA,NA,"Liana no sol. Flores lilás, odoríferas.","355","355",NA,"MBML032282",NA,NA,NA
"57","2020-02-19 14:09:56-03","MBML","MBML-HERBARIO","32287",NA,"Plantae","Melastomataceae","Miconia","atlantica","Miconia atlantica",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10080","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032287",NA,NA,"L. Bacci/2015",NA,NA,NA,NA,NA,"Arvoreto 3m. Flores brancas.","355","355",NA,"MBML032287",NA,NA,NA
"58","2020-02-19 14:10:05-03","MBML","MBML-HERBARIO","32284",NA,"Plantae","Melastomataceae","Mouriri",NA,"Mouriri",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10076","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032284",NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreto 8m na meia sombra, frutos velhos.","355","355",NA,"MBML032284",NA,NA,NA
"59","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32613",NA,"Plantae","Asclepiadaceae","Oxypetalum","pilosum","Oxypetalum pilosum",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10081","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032613",NA,NA,"M.B. Goes/18-02-2009",NA,NA,NA,NA,NA,"Erva rupestre no sol. Flores verdes.","810","810",NA,"MBML032613",NA,NA,NA
"60","2018-07-20 09:37:30-03","MBML","MBML-HERBARIO","32602",NA,"Plantae","Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10057","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032602",NA,NA,NA,NA,NA,NA,NA,NA,"Erva no sol.","355","355",NA,"MBML032602",NA,NA,NA
"61","2017-09-14 11:47:30-03","MBML","MBML-HERBARIO","12967",NA,"Plantae","Malvaceae","Pavonia","malacophylla","Pavonia malacophylla",NA,"G. Hatschbach; et al","58598","1992","10","13","Brasil","Espírito Santo","João Neiva","Rod. BR-101, 5km S de João Neiva","-40.385278","-19.7575","40W23'7","19S45'27","MBML012967",NA,NA,"A. Krapovickas/1998",NA,NA,NA,NA,NA,"Arbusto, 2m, flor rosada. Base de paredões rochosos. EX HERB MBM",NA,NA,NA,"MBML012967",NA,NA,NA
"62","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32624",NA,"Plantae","Malvaceae","Pavonia","multiflora","Pavonia multiflora",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10062","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032624",NA,NA,"L. Kollmann/04-10-2007",NA,NA,NA,NA,NA,"Arbusto 2m na meia sombra. Brácteas rosa choque, pétalas vináceas preta.","355","355",NA,"MBML032624",NA,NA,NA
"63","2017-09-14 11:50:08-03","MBML","MBML-HERBARIO","40225",NA,"Plantae","Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis",NA,"A. P. Fontana; K.A. Brahim","2151","2006","06","06","Brasil","Espírito Santo","João Neiva","Cavalinhos. Torres de Transmissão. Floresta Ombrófila Densa, mata de encosta.","-40.398333","-19.711944","40W23'54","19S42'43","MBML040225",NA,NA,"V.B. Sarnaglia Jr./Abril-2013",NA,NA,NA,NA,NA,"Epífita. Caule avermelhado. Folhas verdes. Espada verde","660","660",NA,NA,NA,NA,NA
"64","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32599",NA,"Plantae","Piperaceae","Piper","caldense","Piper caldense",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10054","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032599",NA,NA,"Elsie F. Guimarães/2009",NA,NA,NA,NA,NA,"Arbusto 2m.","355","355",NA,NA,NA,NA,NA
"65","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32597",NA,"Plantae","Piperaceae","Piper","mollicomum","Piper mollicomum",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10052","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032597",NA,NA,"D. Monteiro/Março-2008",NA,NA,NA,NA,NA,"Arbusto 2m na meia sombra. Espiga branca.","355","355",NA,NA,NA,NA,NA
"66","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32603",NA,"Plantae","Piperaceae","Piper","ovatum","Piper ovatum",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10060","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032603",NA,NA,"D. Monteiro/20-06-2012",NA,NA,NA,NA,NA,"Erva 1m na sombra, espiga branca.","355","355",NA,NA,NA,NA,NA
"67","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32607",NA,"Plantae","Piperaceae","Piper","ovatum","Piper ovatum",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10065","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032607",NA,NA,"D. Monteiro/20-06-2012",NA,NA,NA,NA,NA,"Arbusto 1m na sombra. Espiga verde.","355","355",NA,NA,NA,NA,NA
"68","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32278",NA,"Plantae","Piperaceae","Piper","vicosanum","Piper vicosanum",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10072","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032278",NA,NA,"E. F. Guimarães/Jan.2008",NA,NA,NA,NA,NA,"Arbusto 1m na meia sombra, espiga verde.","355","355",NA,NA,NA,NA,NA
"69","2017-09-14 11:50:35-03","MBML","MBML-HERBARIO","32600",NA,"Plantae","Pteridaceae","Pteris",NA,"Pteris",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10055","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032600",NA,NA,NA,NA,NA,NA,NA,NA,"Barranco na beira da estrada.","355","355",NA,"MBML032600",NA,NA,NA
"70","2019-08-12 16:59:19-03","MBML","MBML-HERBARIO","32610",NA,"Plantae","Araceae","Rhodospatha","latifolia","Rhodospatha latifolia",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10061","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.481944","-19.7475","40W28'55","19S44'51","MBML032610",NA,NA,"L.S.B. Calazans & R.T. Valadares/28-06-2012",NA,NA,NA,NA,NA,"Erva na sombra, espigas verdes.",NA,NA,NA,"MBML032610_1 MBML032610_2",NA,NA,NA
"71","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","32623",NA,"Plantae","Selaginellaceae","Selaginella",NA,"Selaginella",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10074","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032623",NA,NA,NA,NA,NA,NA,NA,NA,"Erva na sombra, caule avermelhado.","355","355",NA,"MBML032623",NA,NA,NA
"72","2017-09-14 11:51:45-03","MBML","MBML-HERBARIO","32611",NA,"Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10083","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032611",NA,NA,"L. Kollmann/04-10-2007",NA,NA,NA,NA,NA,"Erva rupestre no sol.","810","810",NA,"MBML032611",NA,NA,NA
"73","2017-09-14 11:45:41-03","MBML","MBML-HERBARIO","45985",NA,"Plantae","Gesneriaceae","Sinningia","brasiliensis","Sinningia brasiliensis",NA,"L. Kollmann; A.P.Fontana","12698","2013","05","09","Brasil","Espírito Santo","João Neiva","Morro Negro","-40.383889","-19.773889","40W23'2","19S46'26","MBML045985",NA,NA,NA,NA,NA,NA,NA,NA,"Erva rupícola ao sol, flores verdes","180","180",NA,"MBML045985",NA,NA,NA
"74","2017-09-14 11:46:06-03","MBML","MBML-HERBARIO","32625",NA,"Plantae","Hernandiaceae","Sparattanthelium",NA,"Sparattanthelium",NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10056","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032625",NA,NA,NA,NA,NA,NA,NA,NA,"Planta escandente na beira da estrada. Fruto verde.","355","355",NA,"MBML032625",NA,NA,NA
"75","2018-01-30 15:46:39-02","MBML","MBML-HERBARIO","52461",NA,"Plantae","Marantaceae","Stromanthe","thalia","Stromanthe thalia",NA,"A. P. Fontana; K. Brahim","2158","2006","06","06","Brasil","Espírito Santo","João Neiva","Cavalinhos. Torres de Transmissão.","-40.398333","-19.711944","40W23'54","19S42'43","MBML052461",NA,NA,"S. Vieira/XII-2006",NA,NA,NA,NA,NA,"Herbácea, terrestre ca. 1,5m. Inflorescência com brácteas e flores vermelhas. Projeto CORES.","660","660",NA,"MBML052461",NA,NA,NA
"76","2017-10-10 08:11:07-03","MBML","MBML-HERBARIO","15731",NA,"Plantae","Turneraceae","Turnera","lucida","Turnera lucida",NA,"G. Hatschbach; et al","58009","1992","10","13","Brasil","Espírito Santo","João Neiva","Rod. BR-101, 5km S de João Neiva","-40.385278","-19.7575","40W23'7","19S45'27","MBML015731",NA,NA,"M. M. Arbo/2000",NA,NA,NA,NA,NA,"Sublenhosa, 50cm, flor amarela. Capoeira. EX HERB MBM.",NA,NA,NA,NA,NA,NA,NA
"77","2017-09-14 11:52:06-03","MBML","MBML-HERBARIO","32598",NA,"Plantae","Urticaceae",NA,NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10053","2007","10","04","Brasil","Espírito Santo","João Neiva","Alto Bergamo","-40.482167","-19.747722","40W28'55,8","19S44'51,8","MBML032598",NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto 1,50m. Flores verdes.","355","355",NA,NA,NA,NA,NA
"78","2018-03-14 14:29:25-03","MBML","MBML-HERBARIO","42851",NA,"Plantae","Bromeliaceae","Aechmea","orlandiana","Aechmea orlandiana",NA,"T.S. Coser; N. Coser","546","2012","01","26","Brasil","Espírito Santo","João Neiva","Monte Negro","-40.3856010437012","-19.7574996948242",NA,NA,"MBML042851","16286","auto","T.S. Coser",NA,NA,NA,NA,NA,"Epífita ca 25m, heliófila, população com cerca de 15 indivíduos , interligados por candelabros proeminentes, folhas amarelo-esverdeado, com manchas vináceas, ápice vináceo-escuro. Bainhas vináceas em ambas as faces, com maculas proemin",NA,NA,NA,"MBML042851",NA,NA,NA
"79","2017-09-14 11:43:15-03","MBML","MBML-HERBARIO","42846",NA,"Plantae","Bromeliaceae","Aechmea","purpureorosea","Aechmea purpureorosea",NA,"T.S. Coser; N. Coser","537","2012","01","23","Brasil","Espírito Santo","João Neiva","Monte Negro","-40.3856010437012","-19.7574996948242",NA,NA,"MBML042846","16286","auto","T.S. Coser",NA,NA,NA,NA,NA,"Planta epífita, cerca de 15m, população muito adensada. Folhas amarelada quando exposta ao sol, espinho castanho-vináceo, escapo vermelho, levemente alvo-flocoso, brácteas escapais paleáceas, raqui, ovário e sépalas vermelhas. Fruto",NA,NA,NA,"MBML042846",NA,NA,NA
"80","2017-09-14 11:43:15-03","MBML","MBML-HERBARIO","42848",NA,"Plantae","Bromeliaceae","Aechmea","purpureorosea","Aechmea purpureorosea",NA,"T.S. Coser; N. Coser","539","2012","01","23","Brasil","Espírito Santo","João Neiva","Monte Negro","-40.3856010437012","-19.7574996948242",NA,NA,"MBML042848","16286","auto","T.S. Coser",NA,NA,NA,NA,NA,"Planta epífita, cerca de 15m, população muito adensada. Folhas amarelada quando exposta ao sol, espinho castanho-vináceo, escapo vermelho, levemente alvo-flocoso, brácteas escapais paleáceas, raqui, ovário e sépalas vermelhas. Fruto",NA,NA,NA,"MBML042848",NA,NA,NA
"81","2017-09-14 11:43:41-03","MBML","MBML-HERBARIO","42853",NA,"Plantae","Bromeliaceae","Vriesea","ensiformis","Vriesea ensiformis",NA,"T.S. Coser; N. Coser","543","2012","01","23","Brasil","Espírito Santo","João Neiva","Monte Negro","-40.3856010437012","-19.7574996948242",NA,NA,"MBML042853","16286","auto","T.S. Coser",NA,NA,NA,NA,NA,"Planta terrestre, isolada, folhas verdes, brácteas escapal, floral e raqui vermelho, sépalas verde-amarelada",NA,NA,NA,"MBML042853",NA,NA,NA
"82","2018-03-14 14:29:26-03","MBML","MBML-HERBARIO","42850",NA,"Plantae","Bromeliaceae","Alcantarea","extensa","Alcantarea extensa",NA,"T.S. Coser; N. Coser","534","2012","01","23","Brasil","Espírito Santo","João Neiva","Monte Negro","-40.3856010437012","-19.7574996948242",NA,NA,"MBML042850","16286","auto","T.S. Coser",NA,NA,NA,NA,NA,"Planta saxícola, folhas verdes com bainhas castanhas, brácteas escapais primárias castanho-vináceas, raqui verde. Brácteas florais verde com margens castanho-vináceas, sépalas verdes com ápice vinho, pétalas verde amareladas",NA,NA,NA,"MBML042850_1 MBML042850_2",NA,NA,NA
"83","2019-12-19 11:18:39-03","UFG","UFG","62612","S","Plantae","Euphorbiaceae",NA,NA,NA,"Mill.","Kollmann, L.; et al.","10051","2007","10","04","Brasil","Espirito Santo","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"UFG0062612","16286","auto",NA,NA,NA,NA,NA,NA,"Arbusto 4m. Flores verdes, estamess brancos.","145","145",NA,NA,NA,NA,NA
"84","2020-01-31 13:34:56-03","CVRD","CVRD","13763","PreservedSpecimen","Plantae","Primulaceae","Myrsine","coriacea","Myrsine coriacea","(Sw.) R.Br. ex Roem. & Schult.","Folli, D.A.","6858","2012","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD013763","16286","auto","Domingos A. Folli","2012","05","18","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Pau chumbo","530","530","Ericales","CVRD013763",NA,NA,"Magnoliopsida"
"85","2020-01-31 11:24:12-03","CVRD","CVRD","9167","PreservedSpecimen","Plantae","Euphorbiaceae","Euphorbia","adenoptera","Euphorbia adenoptera","Bertol.","Reis, R.","56","2005","07","08","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009167","16286","auto","Silva, O. L. M.","2014","06","11","Magnoliophyta","América do Sul","Pátio de J. Neiva, linha 4 <ll>dwc_commonname:</ll> Falso quebra pedra",NA,NA,"Euphorbiales",NA,NA,NA,"Magnoliopsida"
"86","2020-01-31 11:23:45-03","CVRD","CVRD","12139","PreservedSpecimen","Plantae","Poaceae","Eleusine","indica","Eleusine indica","(L.) Gaertn.","Reis, R.","134","2005","11","08","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012139","16286","auto","Geovane S. Siqueira","2009","04","17","Magnoliophyta","América do Sul","Pátio de Piraqueaçú Km 75+027 <ll>dwc_commonname:</ll> Capim pé de galinha",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"87","2020-01-31 11:23:53-03","CVRD","CVRD","12138","PreservedSpecimen","Plantae","Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Reis, R.","132","2005","11","08","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012138","16286","auto","Geovane S. Siqueira","2009","04","17","Magnoliophyta","América do Sul","Pátio de Piraqueaçú Km 75+027 <ll>dwc_commonname:</ll> Cabeça de prego",NA,NA,"Asterales",NA,NA,NA,"Magnoliopsida"
"88","2020-01-31 11:25:39-03","CVRD","CVRD","12131","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","cairica","Ipomoea cairica","(L. )Sweet","Reis, R.","166","2006","06","28","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012131","16286","auto","Rosangela Simão-Bianchini","2010","07","28","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Batata de mina",NA,NA,"Solanales",NA,NA,NA,"Magnoliopsida"
"89","2020-01-31 13:35:23-03","CVRD","CVRD","12130","PreservedSpecimen","Plantae","Malvaceae","Malvastrum","americanum","Malvastrum americanum","(L.) Torr.","Reis, R.","163","2006","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012130","16286","auto","Victor M. Gonçalez","2011","11","01","Magnoliophyta","América do Sul","EFVM - Km 115+200 <ll>dwc_commonname:</ll> Guaxumba redonda",NA,NA,"Malvales",NA,NA,NA,"Magnoliopsida"
"90","2020-01-31 11:23:45-03","CVRD","CVRD","12137","PreservedSpecimen","Plantae","Poaceae","Digitaria","bicornis","Digitaria bicornis","(Lam.) Roem. & Schult.","Reis, R.","133","2005","11","08","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012137","16286","auto","Geovane S. Siqueira","2009","03","04","Magnoliophyta","América do Sul","Pátio de Piraqueaçú Km 75+027 , próximo a estação <ll>dwc_commonname:</ll> Capim pé de pato",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
"91","2020-01-31 11:24:26-03","CVRD","CVRD","9612","PreservedSpecimen","Plantae","Fabaceae","Vataireopsis","araroba","Vataireopsis araroba","(Aguiar) Ducke","Luz, A.A. da","336","2006","07","03","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009612","16286","auto","Domingos A. Folli","2006","07","12","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Angelim amargoso",NA,NA,"Fabales",NA,NA,NA,"Magnoliopsida"
"92","2020-01-31 11:25:05-03","CVRD","CVRD","13764","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","porophylla","Passiflora porophylla","Vell.","Folli, D.A.","6859","2012","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD013764","16286","auto","Domingos A. Folli","2012","05","18","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Maracujá pintado","630","630","Malpighiales","CVRD013764",NA,NA,"Magnoliopsida"
"93","2020-01-31 11:25:13-03","CVRD","CVRD","9611","PreservedSpecimen","Plantae","Melastomataceae","Miconia","mirabilis","Miconia mirabilis","(Aubl.) L.O.Williams","Luz, A.A. da","335","2006","07","03","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009611","16286","auto","Domingos A. Folli","2006","07","03","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Quaresma branca",NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida"
"94","2020-01-31 13:35:07-03","CVRD","CVRD","7006","PreservedSpecimen","Plantae","Fabaceae","Pseudopiptadenia","warmingii","Pseudopiptadenia warmingii","(Benth.) G. P. Lewis & M. P. Lima","Luz, A.A. da","20","2001","08","10","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD007006","16286","auto","Gwilym P. Lewis","2005","10","21","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Angico facão",NA,NA,"Fabales",NA,NA,NA,"Magnoliopsida"
"95","2020-03-09 10:32:42-03","CVRD","CVRD","9168","PreservedSpecimen","Plantae","Verbenaceae","Lantana","camara","Lantana camara","L.","Reis, R.","47","2005","07","07","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009168","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","linha 1, Km 85+900 <ll>dwc_commonname:</ll> Mal-me-quer amarelo",NA,NA,"Lamiales",NA,NA,NA,"Magnoliopsida"
"96","2020-01-31 11:23:54-03","CVRD","CVRD","12140","PreservedSpecimen","Plantae","Asteraceae","Pectis","brevipedunculata","Pectis brevipedunculata","(Gardner) Sch.Bip.","Reis, R.","135","2005","11","08","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD012140","16286","auto","Aristônio M. Teles","2015","08","12","Magnoliophyta","América do Sul","Pátio de Piraqueaçú Km 75+027 linha 4, Planta com odor agradavel, lembra citronela. <ll>dwc_commonname:</ll> Muchiguinha",NA,NA,"Asterales",NA,NA,NA,"Magnoliopsida"
"97","2020-01-31 11:25:15-03","CVRD","CVRD","13766","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","estrellensis","Tibouchina estrellensis","(Raddi) Cogn.","Folli, D.A.","6861","2012","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD013766","16286","auto","Geovane S. Siqueira","2014","04","24","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Quaresma fundão","635","635","Myrtales","CVRD013766 CVRD013766_1",NA,NA,"Magnoliopsida"
"98","2020-01-31 11:25:20-03","CVRD","CVRD","13767","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","miersiana","Myrceugenia miersiana","(Gardner) D.Legrand & Kausel","Folli, D.A.","6862","2012","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD013767","16286","auto","Marcelo C. Souza","2015","07","02","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Batinga da montanha","635","635","Myrtales","CVRD013767",NA,NA,"Magnoliopsida"
"99","2020-03-09 10:32:44-03","CVRD","CVRD","15336","PreservedSpecimen","Plantae","Lauraceae","Aniba","firmula","Aniba firmula","(Nees & C. Mart.) Mez","Folli, D.A.","7389","2015","08","06","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD015336","16286","auto","Geovane S. Siqueira","2017","05","16","Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Canela rosa","123","123","Laurales",NA,NA,NA,"Magnoliopsida"
"100","2020-01-31 13:34:56-03","CVRD","CVRD","13765","PreservedSpecimen","Plantae","Primulaceae","Myrsine","sp.","Myrsine sp.",NA,"Folli, D.A.","6860","2012","05","18","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD013765","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","<ll>dwc_commonname:</ll> Pororoca da pedra","635","635","Ericales","CVRD013765",NA,NA,"Magnoliopsida"
"101","2020-01-31 11:24:12-03","CVRD","CVRD","9170","PreservedSpecimen","Plantae","Euphorbiaceae","Euphorbia","hirta","Euphorbia hirta","L.","Reis, R.","45","2005","07","07","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009170","16286","auto","Silva, O. L. M.","2014","06","11","Magnoliophyta","América do Sul","Km 79+900 <ll>dwc_commonname:</ll> Erva santa luzia",NA,NA,"Euphorbiales",NA,NA,NA,"Magnoliopsida"
"102","2020-01-31 11:23:53-03","CVRD","CVRD","9161","PreservedSpecimen","Plantae","Asteraceae","Emilia","fosbergii","Emilia fosbergii","Nicolson","Reis, R.","49","2005","07","07","BRASIL","ES","João Neiva",NA,"-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009161","16286","auto",NA,NA,NA,NA,"Magnoliophyta","América do Sul","Linha 1, Km 85+900 <ll>dwc_commonname:</ll> Serralha branca",NA,NA,"Asterales",NA,NA,NA,"Magnoliopsida"
"103","2020-01-31 11:23:46-03","CVRD","CVRD","9165","PreservedSpecimen","Plantae","Poaceae","Rottboellia","cochinchinensis","Rottboellia cochinchinensis","(Lour) Cloyton","Reis, R.","58","2005","07","08","BRASIL","ES","João Neiva","0,5 m fora da linha","-40.3856010437012","-19.7574996948242",NA,NA,"CVRD009165","16286","auto","Geovane S. Siqueira","2009","04","15","Magnoliophyta","América do Sul","Pátio de J.Neiva, linha 1 <ll>dwc_commonname:</ll> Capim espiga",NA,NA,"Poales",NA,NA,NA,"Liliopsida"
