"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","coordinatePrecision","geoFlag","occurrenceRemarks","infraspecificEpithet","continentOcean","class","order","relatedCatalogItem"
"132","2019-11-13 11:31:00-03","USP","SPF","133953","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","A.St.-Hil.","Pirani, JR","2010",NA,NA,"Badini, J","s.n.","1971","01","29","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"SPF00133953",NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:31:02-03","USP","SPF","133954","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","(Machado) Kaastra","Skorupa, LA","1999","02",NA,"Badini, J","s.n.","1971","03","29","Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"SPF00133954",NA,NA,"16300","auto",NA,"lealii",NA,NA,NA,NA
"134","2019-10-07 09:20:54-03","UEFS","HUEFS","118749","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","montana","Eleocharis montana","(Kunth) Roem. & Schult.",NA,NA,NA,NA,"Tameirão Neto, E.","3637","2003","10","20","Brasil","Minas Gerais","Guaraciaba do Norte","Jurumirim, Rio Piranga.",NA,NA,NA,NA,"HUEFS0118749","HUEFS0118749","Angiospermae",NA,NA,NA,NA,NA,"Lilianae","Poales",NA
"135","2019-10-07 09:20:55-03","UEFS","HUEFS","118748","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Michx.",NA,NA,NA,NA,"Tameirão Neto, E.","3639","2003","10","20","Brasil","Minas Gerais","Guaraciaba do Norte","Jurumirim, Rio Piranga.",NA,NA,NA,NA,"HUEFS0118748","HUEFS0118748","Angiospermae",NA,NA,NA,NA,NA,"Lilianae","Poales",NA
"136","2019-10-07 09:16:57-03","UEFS","HUEFS","141550","PreservedSpecimen","Plantae","Verbenaceae","Bouchea","pseudogervao","Bouchea pseudogervao","(A.St.-Hil.) Cham.",NA,NA,NA,NA,"Badini, J.",NA,"1971",NA,NA,"Brasil","Minas Gerais","Guaraciaba",NA,"-43.0074996948242","-20.57080078125",NA,NA,"HUEFS0141550","HUEFS0141550","Angiospermae","16300","auto","Mata.",NA,NA,"Asteranae","Lamiales",NA
"137","2018-12-03 11:02:50-02","CEPLAC","CEPEC","119467","S","Plantae","Amaranthaceae","Pfaffia",NA,"Pfaffia",NA,"Sem Informação",NA,NA,NA,"E. T. Neto","3640","2003","10","20","Brasil","Minas Gerais","GUARACIABA","Jurumirim, Rio Piranga.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"138","2018-12-03 11:04:20-02","CEPLAC","CEPEC","119226","S","Plantae","Apocynaceae","Secondatia","densiflora","Secondatia densiflora",NA,"E. T. Neto",NA,NA,NA,"E. T. Neto","3641","2003","10","20","Brasil","Minas Gerais","GUARACIABA","UHE Jurumirim, Rio Piranga.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,"30/12/2003"
"139","2018-12-03 11:21:25-02","CEPLAC","CEPEC","121168","S","Plantae","Malpighiaceae","Heteropterys",NA,"Heteropterys",NA,"Sem Informação",NA,NA,NA,"E. T. Neto","3636","2003","10","20","Brasil","Minas Gerais","GUARACIABA","UHE Jurumirim, Rio Piranga.","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"140","2019-10-16 14:13:10-03","UEL","FUEL","3210","PreservedSpecimen","Plantae","Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Dias, MC",NA,NA,NA,"Ramalho, RS; J.T. da S. Oliveira","3431","1986","11","06","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore abundante 13,4m e 24,5m de DAP.",NA,NA,NA,"Magnoliales",NA
"141","2019-10-16 14:13:10-03","UEL","FUEL","3215","PreservedSpecimen","Plantae","Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Dias, MC",NA,NA,NA,"Ramalho, RS; J.T. da S. Oliveira","3435","1986","11","11","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore 16,4m de altura e 26,1 de DAP.",NA,NA,NA,"Magnoliales",NA
"142","2019-10-16 14:13:08-03","UEL","FUEL","3213","PreservedSpecimen","Plantae","Annonaceae","Annona",NA,"Annona",NA,NA,NA,NA,NA,"Ramalho, RS; J.T. da S. Oliveira","s.n.","1986","11","28","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore 6m de altura e 20cm de DAP.",NA,NA,NA,"Magnoliales",NA
"143","2019-10-16 14:13:10-03","UEL","FUEL","3214","PreservedSpecimen","Plantae","Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Dias, MC",NA,NA,NA,"Ramalho, RS; J.T. da S. Oliveira","3434","1986","11","11","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore 12,4m de altura e 23,1 de DAP.",NA,NA,NA,"Magnoliales",NA
"144","2019-10-16 14:13:10-03","UEL","FUEL","3212","PreservedSpecimen","Plantae","Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Dias, MC","1987",NA,NA,"Ramalho, RS; J.T. da S. Oliveira","3432","1986","11","06","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore 12,6m de altura e 24,2 de DAP.",NA,NA,NA,"Magnoliales",NA
"145","2019-10-16 14:13:10-03","UEL","FUEL","3211","PreservedSpecimen","Plantae","Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Dias, MC",NA,NA,NA,"Ramalho, RS; J.T. da S. Oliveira","3433","1986","11","11","Brasil","Minas Gerais","Guaraciaba","Fazenda Tanque Grande","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,"Tracheophyta","16300","auto","Árvore 14,4m de altura e 24,2 de DAP.",NA,NA,NA,"Magnoliales",NA
"146","2019-10-03 10:03:43-03","UFSCar","SORO","2343","PreserveSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,NA,NA,NA,NA,"3646","2003","10","20","Brasil","Minas Gerais","Guaraciaba","UHE Jurumirim, Rio Piranga","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:18:15-03","IBt","SP","397207","S","Plantae","Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,NA,NA,NA,"Tameirão Neto, E","3631","2003","10","20","Brasil","Minas Gerais","Guaraciaba","UHE Jurumirim, Rio Piranga","-43.0074996948242","-20.57080078125",NA,NA,NA,NA,NA,"16300","auto",NA,NA,NA,NA,NA,NA
