"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","order","typeStatus","individualCount","relatedCatalogItem","sex"
"49","2019-10-02 14:52:18-03","UFMG","BHCB","124902","PreservedSpecimen","Plantae","Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"2010","09","22","Pizziolo, RM","178","1984","07","10","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte, Propriedade do Vitorino Cortellette","-40.8908004760742","-18.7549991607666","36480","BHCB020139","auto",NA,NA,"Trepadeira. Frutos jovens; Solo escuro.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-24 17:19:33-03","UFMG","BHCB","190325","PreservedSpecimen","Plantae","Anacardiaceae","Tapirira",NA,"Tapirira",NA,NA,"2013",NA,NA,"Kollmann, L; Bausen, E; Andrade, AE","3482","2000","12","12","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho. Terreno de Alfredo Bassi.","-40.8908004760742","-18.7549991607666","36480","BHCB190325","auto","235","235","Árvore 20m, DAP 45cm. Fuste 10m. Flores brancas.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-10-02 14:56:30-03","UFMG","BHCB","87564","PreservedSpecimen","Plantae","Malvaceae","Quararibea","turbinata","Quararibea turbinata","(Sw.) Poir.",NA,"2018",NA,NA,"Kollmann, L; Bausen, E; Andrade, AE","3494","2000","12","12","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Cabeceira do córrego do Engenho, terreno de Alfredo Bassi","-40.8908004760742","-18.7549991607666","36480","BHCB046311","auto","235","235","Arvoreto 5m, frutos verdes","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-10-02 15:00:10-03","UFMG","BHCB","173974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","oblongata","Eugenia oblongata","O.Berg",NA,"2011",NA,NA,"Kollmann, L; Bausen, E","3542","2000","12","13","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia, Fazenda Santa Cruz","-40.8908004760742","-18.7549991607666","36480","BHCB019290","auto",NA,NA,"Rupícola no sol. Arbusto 5m. Botões verdes","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-02 14:55:30-03","UFMG","BHCB","96156","PreservedSpecimen","Plantae","Lauraceae","Rhodostemonodaphne","macrocalyx","Rhodostemonodaphne macrocalyx","(Meisn.) Rohwer ex Madriñán",NA,NA,NA,NA,"Kollmann, L; et al.","3404","2000","11","23","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.8908004760742","-18.7549991607666","36480",NA,"auto",NA,NA,"Arvoreto 10m. Frutos verdes, receptáculo vermelho, flores brancas.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-02 15:04:08-03","UFMG","BHCB","87675","PreservedSpecimen","Plantae","Solanaceae","Solanum","capsicoides","Solanum capsicoides","All.",NA,"2011","03","30","Kollmann, L; Bausen, E; Clóves","3308","2000","11","21","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.8908004760742","-18.7549991607666","36480","BHCB023776","auto","230","230","Planta 40cm no sol. Frutos laranjas.; Planta 40 cm no sol, frutos laranjas.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-10-02 14:51:38-03","UFMG","BHCB","87767","PreservedSpecimen","Plantae","Boraginaceae","Cordia",NA,"Cordia",NA,NA,NA,NA,NA,"Kollmann, L; Bausen, E","3507","2000","12","12","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.8908004760742","-18.7549991607666","36480",NA,"auto","230","230","Arbusto 3m. Flores brancas. Frutos verdes.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-02 15:04:03-03","UFMG","BHCB","87786","PreservedSpecimen","Plantae","Solanaceae","Solanum","asperum","Solanum asperum","Rich.",NA,"2010","10",NA,"Kollmann, L; Bausen, E; Clóves","3302","2000","11","21","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.8908004760742","-18.7549991607666","36480","BHCB023606","auto","230","230","Arbusto, 1m. Flores brancas. Frutos verdes; Brejo","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-02 15:04:05-03","UFMG","BHCB","87569","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","Vell.",NA,"2013",NA,NA,"Kollmann, L; Bausen, E; Andrade, EA","3352","2000","11","22","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde, Terreno de Sr. René.","-40.8908004760742","-18.7549991607666","36480","BHCB004457","auto","230","230","Trepadeira; frutos amarelos.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-31 18:27:25-03","UFMG","BHCB","190334","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kollmann, K; Bausen, E; Andrade, AE","3347","2000","11","22","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde, Terreno de Sr. René.","-40.8908004760742","-18.7549991607666","36480","BHCB190334","auto","230","230","Árvore 10m. Fuste 9m. DAP 18cm. Botões verdes.","Angiosperma","BHCB190334",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-02 15:03:15-03","UFMG","BHCB","174202","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,NA,NA,NA,"Kollmann, L; Bausen, E","3354","2000","11","22","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde, Terreno do Sr. René","-40.8908004760742","-18.7549991607666","36480","BHCB019814","auto","230","230","Arbusto, 3 metros. Frutos verdes; Sombra.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-02 14:49:06-03","UFMG","BHCB","172286","PreservedSpecimen","Plantae","Asteraceae",NA,NA,NA,"Bercht. & J.Presl",NA,NA,NA,NA,"Kollmann, L; Bausen, E; Clóves","3304","2000","11","21","Southern America","Brasil","Espírito Santo","Barra de São Francisco","Parque Sombra da Tarde","-40.8908004760742","-18.7549991607666","36480","BHCB017232","auto","230","230","Planta 35cm. Flor lilás.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-10-11 11:21:20-03","UFPR","UPCB","58439","PreservedSpecimen","Plantae","Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","Sw.",NA,NA,NA,NA,"Kollmann, L.","3337","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","BLOQUEADO",NA,NA,NA,"UPCB0000459",NA,"230","230","Planta ereta 1m, folhas verdes azuladas, face adaxial, soros marrons..","Polypodiophyta","UPCB0000459",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"62","2020-03-09 08:19:58-03","UFPR","UPCB","53367","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) D.Don","Goldenberg, R.","2005","01","01","Kollmann, R.L.","3500","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","BLOQUEADO",NA,NA,NA,"UPCB0011906",NA,"230","230","Arbusto 1m, flor branca..",NA,"UPCB0011906",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"63","2020-03-09 08:19:58-03","UFPR","UPCB","53368","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) D.Don","Goldenberg, R.","2005","01","01","Kollmann, R.L.","3319","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","BLOQUEADO",NA,NA,NA,"UPCB0011905",NA,"230","230","Arbusto 1m, botões verdes, na sombra..",NA,"UPCB0011905",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"64","2019-10-11 11:19:02-03","UFPR","UPCB","46354","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","foetida","Passiflora foetida","L.","Cervi, A.C.","2002","11","26","Kollmann, R.L.","3297","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","BLOQUEADO",NA,NA,NA,NA,NA,NA,NA,"Trepadeira, frutos verdes, sombra..",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"65","2019-10-11 11:19:02-03","UFPR","UPCB","46359","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","mallacophylla","Passiflora mallacophylla","Mast.","Cervi, A.C.","2002","11","26","Kollmann, R.L.","3456","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","BLOQUEADO",NA,NA,NA,NA,NA,NA,NA,"Trepadeira no sol, sépalas verdes, pétalas brancas..",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"66","2020-03-09 08:20:37-03","UFPR","UPCB","82877","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","marinana","Pleroma marinana","P.J.F.Guim. & Fraga","Goldenberg, R.","2015",NA,NA,"Kollmann, L.","11787","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","Estrada Ecopóranga/Barra de São Francisco","-40.817","-18.539",NA,"UPCB0036696",NA,NA,NA,"Arbusto 2m rupícola ao sol, frutos verdes..",NA,"UPCB0036696",NA,"-40.817","-18.539",NA,NA,NA,NA,NA,NA
"67","2019-10-11 11:18:29-03","UFPR","UPCB","80990","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","cf. rufipes","Myrcia cf. rufipes","DC.","Lima, D.F.","2016","07",NA,"Kollmann, L.","3346","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde. Terreno de Sr. Réné.","-40.8908004760742","-18.7549991607666","36480","UPCB0031426","auto","230","230","Arbusto 3m. Frutos avermelhaados, preto maduro..",NA,"UPCB0031426",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-09-03 16:08:41-03","UNESP-IBILCE","SJRP","34150","S","Plantae","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.","Sampaio, D.","2019","08",NA,"Kollmann,L., Bausen, E. & Clóves","3331","2000","11","21","América do Sul","Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.8908004760742","-18.7549991607666","36480",NA,"auto",NA,NA,"Geografia:Árvora de 7 metros, fuste de 2 metros, DAP 40 centímetros. Frutos verdes. Beira de água.","Tracheophyta",NA,NA,NA,NA,"Magnoliopsida","Oxalidales",NA,NA,NA,NA
"69","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","14338",NA,"Plantae","Leguminosae Mimosoideae","Abarema",NA,"Abarema",NA,NA,NA,NA,NA,"L. Kollmann; et al","3370","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014338",NA,NA,NA,"Árvore 5m. Fuste 50cm vagens verdes.",NA,"MBML014338",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"70","2017-09-14 11:48:17-03","MBML","MBML-HERBARIO","14410",NA,"Plantae","Menispermaceae","Abuta","convexa","Abuta convexa",NA,"J.S. Sousa/14-09-2015",NA,NA,NA,"L. Kollmann; et al","3359","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014410",NA,NA,NA,"Trepadeira. Sol. Frutos laranjas.",NA,"MBML014410",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"71","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","2702",NA,"Plantae","Leguminosae Mimosoideae","Acacia",NA,"Acacia",NA,NA,NA,NA,NA,"R. M. Pizziolo","175","1984","07","16",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002702",NA,NA,NA,"Trepadeira com frutos jovens.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"72","2017-09-14 11:45:08-03","MBML","MBML-HERBARIO","14178",NA,"Plantae","Euphorbiaceae","Acalypha","brasiliensis","Acalypha brasiliensis",NA,"A.A.C. Sousa/29-09-2016",NA,NA,NA,"L. Kollmann; et al","3483","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Cabeceira Córrego do Engenho","-40.890833","-18.755",NA,"MBML014178",NA,NA,NA,"Erva 1m. Flores verdes.",NA,"MBML014178",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"73","2017-09-14 11:41:15-03","MBML","MBML-HERBARIO","14169",NA,"Plantae","Acanthaceae",NA,NA,NA,NA,NA,NA,NA,NA,"L. Kollmann; et al","3525","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014169",NA,NA,NA,"Erva na sombra. Flores lilás.",NA,"MBML014169",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"74","2017-09-14 11:51:43-03","MBML","MBML-HERBARIO","39369",NA,"Plantae","Scrophulariaceae","Achetaria","crenata","Achetaria crenata",NA,"André Vito Scatigna/Março-2016",NA,NA,NA,"L. Kollmann; & E. Leme","11794","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039369",NA,NA,NA,"Erva rupícola ao sol, flores lilás.",NA,NA,NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"75","2017-09-14 11:50:30-03","MBML","MBML-HERBARIO","14417",NA,"Plantae","Pteridaceae","Adiantum",NA,"Adiantum",NA,NA,NA,NA,NA,"L. Kollmann; et al","3317","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014417",NA,NA,NA,"Terrestre na sombra. Folhas verdes escuras.",NA,"MBML014417",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"76","2019-06-13 08:40:34-03","MBML","MBML-HERBARIO","14457",NA,"Plantae","Bignoniaceae","Adenocalymma","neoflavidum","Adenocalymma neoflavidum",NA,"A.R. Zuntini/20-01-2010",NA,NA,NA,"L. Kollmann; et al","3365","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014457",NA,NA,NA,"Trepadeira. Flores amarelas.",NA,"MBML014457",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"77","2017-09-14 11:42:48-03","MBML","MBML-HERBARIO","14174",NA,"Plantae","Bignoniaceae","Adenocalymma","scansile","Adenocalymma scansile",NA,"M. Kaehler/18-07-2007",NA,NA,NA,"L. Kollmann; et al","3509","2000","12","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014174",NA,NA,NA,"Trepadeira no sol. Flores alaranjadas.",NA,"MBML014174",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"78","2017-09-14 11:50:34-03","MBML","MBML-HERBARIO","14330",NA,"Plantae","Pteridaceae","Adiantum","deflectens","Adiantum deflectens",NA,"A. Salino/XII-2006",NA,NA,NA,"L. Kollmann; et al","3389","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014330",NA,NA,NA,"Terrestre. Sombra. Folhas e soros verdes.",NA,"MBML014330",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"79","2017-09-14 11:50:34-03","MBML","MBML-HERBARIO","14334",NA,"Plantae","Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum",NA,"T.E.Almeida & A.Salino/XI-2006",NA,NA,NA,"L. Kollmann; et al","3373","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML014334",NA,NA,NA,"Terrestre na sombra, soros marrons.",NA,"MBML014334",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"80","2017-09-14 11:50:34-03","MBML","MBML-HERBARIO","14419",NA,"Plantae","Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum",NA,"T.E.Almeida/XI-2006",NA,NA,NA,"L. Kollmann; et al","3337","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014419",NA,NA,NA,"Planta ereta de 1m. Folhas verde azulada, face adaxial, soros marrons.",NA,"MBML014419",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"81","2017-09-14 11:52:11-03","MBML","MBML-HERBARIO","14044",NA,"Plantae","Verbenaceae","Aegiphila","integrifolia","Aegiphila integrifolia",NA,"F. França/Nov.-2002",NA,NA,NA,"L. Kollmann; et al","3368","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014044",NA,NA,NA,"Arvoreto 5m. Flores brancas.",NA,"MBML014044",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"82","2017-09-14 11:43:15-03","MBML","MBML-HERBARIO","14280",NA,"Plantae","Bromeliaceae","Alcantarea","aff. extensa","Alcantarea aff. extensa",NA,"L. Versieux (SP)/2009",NA,NA,NA,"L. Kollmann; et al","3538","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014280",NA,NA,NA,"Rupícola no sol. Flores brancas. Planta toda verde.",NA,"MBML014280_1 MBML014280_2 MBML014280_3 MBML014280_4",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"83","2017-09-14 11:51:18-03","MBML","MBML-HERBARIO","13982",NA,"Plantae","Sapindaceae","Allophylus",NA,"Allophylus",NA,NA,NA,NA,NA,"L. Kollmann; et al","3391","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013982",NA,NA,NA,"Arvoreto 4m. Botões verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"84","2017-09-14 11:51:15-03","MBML","MBML-HERBARIO","14117",NA,"Plantae","Rutaceae","Almeidea","lilacina","Almeidea lilacina",NA,"J.R.Pirani/Jan.2002",NA,NA,NA,"L. Kollmann; et al","3520","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014117",NA,NA,NA,"Arbusto 4m. Flores lilás.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"85","2020-02-19 14:10:20-03","MBML","MBML-HERBARIO","3870",NA,"Plantae","Verbenaceae","Aloysia","gratissima","Aloysia gratissima",NA,"M. Sobral/2008",NA,NA,NA,"R. M. Pizziolo","190","1984","07","12",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML003870",NA,NA,NA,"Arbusto de 3m, flor branca, perfumada, solo arenoso.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"86","2017-09-14 11:50:50-03","MBML","MBML-HERBARIO","13970",NA,"Plantae","Rubiaceae","Alseis",NA,"Alseis",NA,NA,NA,NA,NA,"L. Kollmann; et al","3278","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013970",NA,NA,NA,"Arvoreto 5m. Frutos velhos.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"87","2017-09-14 11:16:45-03","MBML","MBML-HERBARIO","2611",NA,"Plantae","Amaranthaceae","Amaranthus",NA,"Amaranthus",NA,NA,NA,NA,NA,"R. M. Pizziolo","197","1984","07","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML002611",NA,NA,NA,"Arbusto de 3m, flores brancas, melífera, solo arenoso.",NA,"MBML002611",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"88","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","39412",NA,"Plantae","Leguminosae Mimosoideae","Anadenanthera",NA,"Anadenanthera",NA,NA,NA,NA,NA,"L. Kollmann; & E. Leme","11788","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039412",NA,NA,NA,"Arvore 6 m, frutos marrons.",NA,"MBML039412",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"89","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","14306",NA,"Plantae","Leguminosae Faboideae","Andira",NA,"Andira",NA,NA,NA,NA,NA,"L. Kollmann; et al","3474","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014306",NA,NA,NA,"Árvore 11m. DAP 60cm. Fuste 5m. Frutos verdes.",NA,"MBML014306",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"90","2017-09-14 11:51:38-03","MBML","MBML-HERBARIO","39409",NA,"Plantae","Schizaeaceae","Anemia",NA,"Anemia",NA,NA,NA,NA,NA,"L. Kollmann; & E. Leme","11785","2009","09","10",NA,"Brasil","Espírito Santo","Barra de São Francisco","estrada Ecopóranga/Barra de São Francisco","-40.816944","-18.539167",NA,"MBML039409",NA,NA,NA,"Erva ao sol.",NA,"MBML039409",NA,"40W49'1","18S32'21",NA,NA,NA,NA,NA,NA
"91","2017-09-14 11:51:16-03","MBML","MBML-HERBARIO","13964",NA,"Plantae","Rutaceae","Angostura","bracteata","Angostura bracteata",NA,"J. R. Pirani/2003",NA,NA,NA,"L. Kollmann; et al","3376","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013964",NA,NA,NA,"Arvoreto 5m. Frutos verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"92","2017-09-14 11:51:16-03","MBML","MBML-HERBARIO","14104",NA,"Plantae","Rutaceae","Angostura","bracteata","Angostura bracteata",NA,"J.R.Pirani/Jan.2002",NA,NA,NA,"L. Kollmann; et al","3518","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Esperança","-40.890833","-18.755",NA,"MBML014104",NA,NA,NA,"Arvoreto 3m. Frutos verdes.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"93","2017-09-14 11:41:40-03","MBML","MBML-HERBARIO","14275",NA,"Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"A. Lobão/Agosto-2006",NA,NA,NA,"L. Kollmann; et al","3462","2000","12","11",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014275",NA,NA,NA,"Árvore 15m, DAP 25cm, fuste 10m. Flores verdes.",NA,"MBML014275",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"94","2017-09-14 11:42:06-03","MBML","MBML-HERBARIO","14020",NA,"Plantae","Araceae","Anthurium","solitarium","Anthurium solitarium",NA,"M. Nadruz/10-04-2003",NA,NA,NA,"L. Kollmann; et al","3353","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML014020",NA,NA,NA,"Epífita caída, espiga marrom.",NA,"MBML014020",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"95","2017-09-14 11:25:58-03","MBML","MBML-HERBARIO","3867",NA,"Plantae","Polygonaceae","Antigonon",NA,"Antigonon",NA,NA,NA,NA,NA,"R. M. Pizziolo","195","1984","07","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Boa Sorte","-40.890833","-18.755",NA,"MBML003867",NA,NA,NA,"Trepadeira, melífera, flor rosa, solo arenoso.",NA,NA,NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"96","2017-09-14 11:41:16-03","MBML","MBML-HERBARIO","13989",NA,"Plantae","Acanthaceae","Aphelandra",NA,"Aphelandra",NA,NA,NA,NA,NA,"L. Kollmann; et al","3381","2000","11","23",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego das Palmas","-40.890833","-18.755",NA,"MBML013989",NA,NA,NA,"Erva rasteira na sombra. Folhas verdes escuras com nervuras brancas, flores laranjas.",NA,"MBML013989",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"97","2017-09-14 11:42:19-03","MBML","MBML-HERBARIO","14175",NA,"Plantae","Aristolochiaceae","Aristolochia","gracilipedunculata","Aristolochia gracilipedunculata",NA,"F. Gonzalez/2010",NA,NA,NA,"L. Kollmann; et al","3537","2000","12","13",NA,"Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia","-40.890833","-18.755",NA,"MBML014175",NA,NA,NA,"Trepadeira na meia sombra. Flores brancas amareladas com listras marrons.",NA,"MBML014175",NA,"40W53'27","18S45'18",NA,NA,"PARATIPO",NA,NA,NA
"98","2017-09-14 11:42:19-03","MBML","MBML-HERBARIO","13978",NA,"Plantae","Aristolochiaceae","Aristolochia","nevesarmondiana","Aristolochia nevesarmondiana",NA,"J. Freitas/10-01-2013",NA,NA,NA,"L. Kollmann; et al","3325","2000","11","22",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013978",NA,NA,NA,"Arvoreto 6m. Fuste 3m, DAP 9cm. Frutos verdes.",NA,"MBML013978",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"99","2017-09-14 11:44:14-03","MBML","MBML-HERBARIO","13943",NA,"Plantae","Compositae","Baccharis","cinerea","Baccharis cinerea",NA,"G. Heiden/16-01-2008",NA,NA,NA,"L. Kollmann; et al","3290","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.755",NA,"MBML013943",NA,NA,NA,"Arbusto 1m. Sol. Flores brancas.",NA,"MBML013943",NA,"40W53'27","18S45'18",NA,NA,NA,NA,NA,NA
"100","2017-09-14 11:49:51-03","MBML","MBML-HERBARIO","6494",NA,"Plantae","Palmae","Bactris","bahiensis","Bactris bahiensis",NA,"H. Q. Boudet Fernandes",NA,NA,NA,"H. Q. Boudet Fernandes; et al","3147","1994","03","09",NA,"Brasil","Espírito Santo","Barra de São Francisco","Ponte do Bagaçu","-40.890833","-18.755",NA,"MBML006494",NA,NA,NA,"Arbustiva, 1,7m de altura, touceira com poucos estipes, frutos verdes, 1,5cm de diâmetro, com bico desenvolvido.",NA,"MBML006494_1 MBML006494_2",NA,"40W53'27","18S45'18",NA,NA,"PARATIPO","1",NA,NA
