"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet","dayIdentified","recordedBy","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","class","previousCatalogNumber","relatedCatalogItem","sex"
"803","2019-12-06 14:45:18-03","MBM","MBM","194129","S","Plantae",NA,NA,"Euphorbiaceae","Pera","parvifolia","Pera parvifolia","(Kl.) Muell. Arg.","Cordeiro, I.",NA,NA,"1984","02","Brazil","Minas Gerais","Caratinga","Fazenda Mntes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, P.M.; et al.; et al.","206","24","Southern America",NA,NA,NA,NA,NA,"MBM194129","MBM194129",NA,NA,NA,NA,NA
"804","2019-12-06 14:24:27-03","MBM","MBM","422219","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glomerata","Pfaffia glomerata","(Spreng.) Pedersen","Felitto, G.","2019",NA,"2018","09","Brazil","Minas Gerais","Caratinga",NA,"-42.478333","-19.481111",NA,NA,NA,NA,NA,NA,"Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","01","Southern America","-42.478333","-19.481111","216","216",NA,"MBM422219",NA,NA,NA,NA,NA,NA
"805","2019-12-06 15:24:11-03","MBM","MBM","418774","S","Plantae",NA,NA,"Urticaceae","Pilea","microphylla","Pilea microphylla","(L.) Liebm.","Felitto, G.","2019","01","2018","10","Brazil","Minas Gerais","Caratinga","Lagoa Santa Clara","-42.478333","-19.480833",NA,NA,NA,NA,NA,"21","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","17","Southern America","-42.478333","-19.480833","216","216",NA,"MBM418774",NA,NA,NA,NA,NA,NA
"806","2019-12-06 15:13:46-03","MBM","MBM","421387","S","Plantae",NA,NA,"Plantaginaceae","Plantago","major","Plantago major","L.","Cafofo, E.","2019",NA,"2018","09","Brazil","Minas Gerais","Caratinga","Lagoa Santa Clara","-42.478611","-19.481111",NA,NA,NA,NA,NA,NA,"Cafofo, E.; Felitto, G.; Felitto, G.","511","01","Southern America","-42.478611","-19.481111","240","240",NA,"MBM421387",NA,NA,NA,NA,NA,NA
"807","2019-12-06 15:19:16-03","MBM","MBM","210232","S","Plantae",NA,NA,"Rubiaceae","Psychotria","platypoda","Psychotria platypoda","DC.","Oliveira, J.A.","2019","02","1984","12","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,"22","Lopes, M.A.; Andrade, P.M.; Andrade, P.M.","709","21","Southern America",NA,NA,NA,NA,NA,"MBM210232","MBM210232",NA,NA,NA,NA,NA
"808","2019-12-06 15:19:20-03","MBM","MBM","210196","S","Plantae",NA,NA,"Rubiaceae","Psychotria","tetraphylla","Psychotria tetraphylla","Müll. Arg.","Cf.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.; et al.; et al.","422",NA,"Southern America",NA,NA,NA,NA,NA,"MBM210196","MBM210196",NA,NA,NA,NA,NA
"809","2019-12-06 14:25:12-03","MBM","MBM","276900","S","Plantae",NA,NA,"Annonaceae","Rollinia","dolabripetala","Rollinia dolabripetala","(Raddi) St. Hil.","Silva, R.M.",NA,NA,"2001","11","Brazil","Minas Gerais","Caratinga","Mata do Jaó","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Nogueira, C.P.","s.n.","28","Southern America",NA,NA,NA,NA,NA,"MBM276900","MBM276900",NA,NA,NA,NA,NA
"810","2019-12-06 15:19:34-03","MBM","MBM","210185","S","Plantae",NA,NA,"Rubiaceae","Rudgea","symplocoides","Rudgea symplocoides","Muell. Arg.","Cf.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, I.R.; et al.; et al.","279",NA,"Southern America",NA,NA,NA,NA,NA,"MBM210185","MBM210185",NA,NA,NA,NA,NA
"811","2019-12-06 15:19:34-03","MBM","MBM","210183","S","Plantae",NA,NA,"Rubiaceae","Rudgea","symplocoides","Rudgea symplocoides","Muell. Arg.","Jung-Mencaçolli, S.L.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Loes, M.A.; et al.; et al.","580",NA,"Southern America",NA,NA,NA,NA,NA,"MBM210183","MBM210183",NA,NA,NA,NA,NA
"812","2019-12-06 15:07:23-03","MBM","MBM","172277","S","Plantae",NA,NA,"Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gaudich.","Carauta, J.P.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, P.M.; et al.; et al.","442",NA,"Southern America",NA,NA,NA,NA,NA,"MBM172277","MBM172277",NA,NA,NA,NA,NA
"813","2019-12-06 15:23:02-03","MBM","MBM","194159","S","Plantae",NA,NA,"Styracaceae","Styrax","glaber","Styrax glaber","Sw.","Monteiro, R.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.; et al.; et al.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194159","MBM194159",NA,NA,NA,NA,NA
"814","2019-12-06 14:51:25-03","MBM","MBM","199211","S","Plantae",NA,NA,"Fabaceae","Tachigali","rugosa","Tachigali rugosa","(Mart. ex Benth.) Zarucchi & Pipoly","Lima, H.C. de",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros, Mata Jaó","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Lopes, M.A.; et al.; et al.","103",NA,"Southern America",NA,NA,NA,NA,NA,"MBM199211","MBM199211",NA,NA,NA,NA,NA
"815","2019-12-06 14:24:53-03","MBM","MBM","387938","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","(Benth.) J.D. Mitcck.","Assis, L.C.S.","2003",NA,"2002","09","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Pivari, M.O.D.; Soares, L.G.S.; Soares, L.G.S.","150","22","Southern America",NA,NA,NA,NA,NA,"MBM387938",NA,NA,NA,NA,NA,NA
"816","2019-12-06 14:38:53-03","MBM","MBM","226267","S","Plantae",NA,NA,"Celastraceae","Tontelea","corcovadensis","Tontelea corcovadensis","A.C. Smith",NA,NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Horta, M.B.; et al.; et al.","313",NA,"Southern America",NA,NA,NA,NA,NA,"MBM226267","MBM226267",NA,NA,NA,NA,NA
"817","2019-12-06 14:38:53-03","MBM","MBM","226263","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.","183",NA,"Southern America",NA,NA,NA,NA,NA,"MBM226263","MBM226263",NA,NA,NA,NA,NA
"818","2019-12-06 14:38:53-03","MBM","MBM","226264","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.","271",NA,"Southern America",NA,NA,NA,NA,NA,"MBM226264","MBM226264",NA,NA,NA,NA,NA
"819","2019-12-06 14:38:53-03","MBM","MBM","226265","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Lopes, M.A.; et al.; et al.","484",NA,"Southern America",NA,NA,NA,NA,NA,"MBM226265","MBM226265",NA,NA,NA,NA,NA
"820","2019-12-06 14:38:53-03","MBM","MBM","226266","S","Plantae",NA,NA,"Celastraceae","Tontelea","leptophylla","Tontelea leptophylla","A.C. Sm.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, P.M.; et al.; et al.","484A",NA,"Southern America",NA,NA,NA,NA,NA,"MBM226266","MBM226266",NA,NA,NA,NA,NA
"821","2019-12-06 14:59:33-03","MBM","MBM","421435","S","Plantae",NA,NA,"Linderniaceae","Torenia","thouarsii","Torenia thouarsii","(Cham. & Schltdl.) Kuntze","Felitto, G.",NA,NA,"2018","09","Brazil","Minas Gerais","Caratinga",NA,"-42.478611","-19.481111",NA,NA,NA,NA,NA,NA,"Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","01","Southern America","-42.478611","-19.481111","240","240",NA,"MBM421435",NA,NA,NA,NA,NA,NA
"822","2019-12-06 15:06:31-03","MBM","MBM","194165","S","Plantae",NA,NA,"Meliaceae","Trichilia","hirta","Trichilia hirta","L.",NA,NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, P.M.; et al.; et al.","537",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194165","MBM194165",NA,NA,NA,NA,NA
"823","2019-12-06 15:20:00-03","MBM","MBM","172257","S","Plantae",NA,NA,"Rutaceae","Zanthoxylum","warmingianum","Zanthoxylum warmingianum","Engl.","Pirani, J.R.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.; et al.; et al.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM172257","MBM172257",NA,NA,NA,NA,NA
"824","2019-12-06 14:51:46-03","MBM","MBM","194151","S","Plantae",NA,NA,"Fabaceae","Zollernia","latifolia","Zollernia latifolia","Benth.","Mansano, V.V.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,"=172287","auto",NA,NA,"Andrade, P.M.; et al.; et al.","431",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194151","MBM194151",NA,NA,NA,NA,NA
"825","2019-12-06 14:51:46-03","MBM","MBM","172287","S","Plantae",NA,NA,"Fabaceae","Zollernia","latifolia","Zollernia latifolia","Benth.","Mansano, V.V.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,"=194151","auto",NA,NA,"Andrade, P.M.; et al.; et al.","431",NA,"Southern America",NA,NA,NA,NA,NA,"MBM172287","MBM172287",NA,NA,NA,NA,NA
"826","2019-12-06 14:24:53-03","MBM","MBM","387938","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","(Benth.) J.D. Mitcck.","Assis, L.C.S.","2003",NA,"2002","09","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Pivari, M.O.D.; Soares, L.G.S.; Soares, L.G.S.","150","22","Southern America",NA,NA,NA,NA,NA,"MBM387938",NA,NA,NA,NA,NA,NA
"827","2019-12-06 15:05:19-03","MBM","MBM","345943","S","Plantae",NA,NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis","(Bonpl.) Triana","Goldenberg, R.","2004",NA,"2002","05","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,"Arbusto ca. 3m, presente em borda de trilha, local sombreado. Botões florais verdes","auto",NA,NA,"Pivari, M.O.D.; et al.; et al.","48","19","Southern America",NA,NA,NA,NA,NA,"MBM345943","MBM345943",NA,NA,NA,NA,NA
"828","2019-12-06 14:44:15-03","MBM","MBM","346477","S","Plantae",NA,NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","Cordeiro, I.","2004","03","2002","06","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,"Árvore ca. 5m, presente em borda de mata, local de muita luminosidade. Frutos imaturos de cor verde e estigma amarelado","auto",NA,NA,"Pivari, M.O.D.; et al.; et al.","105","14","Southern America",NA,NA,NA,NA,NA,"MBM346477","MBM346477",NA,NA,NA,NA,NA
"829","2019-12-06 14:45:06-03","MBM","MBM","342769","S","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Pivari, M.O.D.","2003",NA,"2002","06","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,"Árvore ca. 10m; presente no interior da mata, local sombreado. Frutos densamente cobertos por indumento ferrugíneo, o mesmo ocorrendo na região mediana da face abaxial das folhas. Presença de látex","auto",NA,NA,"Pivari, M.O.D.; et al.; et al.","38574","28","Southern America",NA,NA,NA,NA,NA,"MBM342769","MBM342769",NA,NA,NA,NA,NA
"830","2019-12-06 15:05:01-03","MBM","MBM","342738","S","Plantae",NA,NA,"Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","Goldenberg, R.","2004",NA,"2002","09","Brazil","Minas Gerais","Caratinga","APA LAgoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,"Arbusto, ca. 3m; presente no interior da mata, local sombreado. Face abaxial das folhas creme e frutso vináceos envoltos por hipanto pardo.","auto",NA,NA,"Pivari, M.O.D.; et al.; et al.","144","22","Southern America",NA,NA,NA,NA,NA,"MBM342738","MBM342738",NA,NA,NA,NA,NA
"831","2019-12-06 14:50:45-03","MBM","MBM","178544","S","Plantae",NA,NA,"Fabaceae","Senna","tenuifolia","Senna tenuifolia","(VogelVogel) IrwinIrwin & Barneby & Barneby","Mendonça, C.V.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.; et al.; et al.","155",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178544","MBM178544",NA,NA,NA,NA,NA
"832","2019-12-06 15:15:25-03","MBM","MBM","418742","S","Plantae",NA,NA,"Poaceae","Setaria","setosa","Setaria setosa","(Swartz) P. Beauv.","Marinero, F.","2019","03","2018","10","Brazil","Minas Gerais","Caratinga","Lagoa Santa Clara","-42.4775","-19.481111",NA,NA,NA,NA,NA,"27","Cafofo, E.; Fellito, G.; Fellito, G.","s.n.","15","Southern America","-42.4775","-19.481111","240","240",NA,"MBM418742",NA,NA,NA,NA,NA,NA
"833","2019-12-06 15:06:54-03","MBM","MBM","194187","S","Plantae",NA,NA,"Monimiaceae","Siparuna","arianae","Siparuna arianae","Pereira","Pereira, V.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, P.M.; et al.; et al.","393",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194187","MBM194187",NA,NA,NA,NA,NA
"834","2019-12-06 15:06:57-03","MBM","MBM","194191","S","Plantae",NA,NA,"Monimiaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.","Renner, S.S.",NA,NA,"1987","11","Brazil","Minas Gerais","Caratinga","Estação Ecológica Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, I.R.; et al.; et al.","287","28","Southern America",NA,NA,NA,NA,NA,"MBM194191","MBM194191",NA,NA,NA,NA,NA
"835","2019-12-06 15:22:11-03","MBM","MBM","341963","S","Plantae",NA,NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","Feliciano, E.A.","2007","11","2002","06","Brazil","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","49886",NA,"Subarbusto, ca. 1m; presente em borda de trilha, local de muita luminosidade. Cálice verde, pétalas alvas e estames amarelos.","auto",NA,"20","Pivari, M.O.D.; et al.; et al.","116","28","Southern America",NA,NA,NA,NA,NA,"MBM341963","MBM341963",NA,NA,NA,NA,NA
"836","2019-12-06 15:22:15-03","MBM","MBM","418815","S","Plantae",NA,NA,"Solanaceae","Solanum","cernuum","Solanum cernuum","Vell.","Marinero, F.","2019","01","2018","11","Brazil","Minas Gerais","Caratinga","Rio Doce","-42.488056","-19.496389",NA,NA,NA,NA,NA,"21","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1075","22","Southern America","-42.488056","-19.496389","245","245",NA,"MBM418815",NA,NA,NA,NA,NA,NA
"837","2019-12-06 14:50:07-03","MBM","MBM","178495","S","Plantae",NA,NA,"Fabaceae","Platymiscium","floribundum","Platymiscium floribundum","Vogel","Klitgaard, B.B.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.; et al.; et al.","128",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178495","MBM178495",NA,NA,NA,NA,NA
"838","2019-12-06 14:50:07-03","MBM","MBM","194152","S","Plantae",NA,NA,"Fabaceae","Platymiscium","pubescens","Platymiscium pubescens","Micheli","Klitgaard, B.B.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.; et al.; et al.","135",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194152","MBM194152",NA,NA,NA,NA,NA
"839","2019-12-06 14:50:27-03","MBM","MBM","178536","S","Plantae",NA,NA,"Fabaceae","Senna","cernua","Senna cernua","(Balb.) Irwin & Barneby","C.V. Mendonça f.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.; et al.; et al.","141",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178536","MBM178536",NA,NA,NA,NA,NA
"840","2019-12-06 15:22:11-03","MBM","MBM","214437","S","Plantae",NA,NA,"Solanaceae","Solanum","alternato-pinnatum","Solanum alternato-pinnatum","Steud.","Stehmann, J.R.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Stehmann, J.R.; et al.; et al.","19535",NA,"Southern America",NA,NA,NA,NA,NA,"MBM214437","MBM214437",NA,NA,NA,NA,NA
"841","2019-12-06 14:46:47-03","MBM","MBM","194181","S","Plantae",NA,NA,"Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","(Mart. ex Benth.) Lima ex G.P. Lewis","Lima, H.C. de",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.; et al.; et al.","136",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194181","MBM194181",NA,NA,NA,NA,NA
"842","2019-12-06 15:20:13-03","MBM","MBM","227950","S","Plantae",NA,NA,"Sapindaceae","Cupania","hispida","Cupania hispida","Radlk.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Toledo, F.; et al.; et al.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM227950","MBM227950",NA,NA,NA,NA,NA
"843","2019-12-06 15:18:40-03","MBM","MBM","227945","S","Plantae",NA,NA,"Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Cham. & Schltdl.","et al.; J.A. Lombardi",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Toledo, F.; et al.; et al.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM227945","MBM227945",NA,NA,NA,NA,NA
"844","2019-12-06 15:09:41-03","MBM","MBM","187991","S","Plantae",NA,NA,"Myrtaceae","Myrcia","oocarpa","Myrcia oocarpa","Cambess.","Sobral, M.",NA,NA,"1991","11","Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Braga, P.I.S.","19436","23","Southern America",NA,NA,NA,NA,NA,"MBM187991","MBM187991",NA,NA,NA,NA,NA
"845","2019-12-06 15:21:36-03","MBM","MBM","227952","S","Plantae",NA,NA,"Smilacaceae","Smilax","stenophylla","Smilax stenophylla","DC.","et al.; J.A. Lombardi",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Stehmann, J.R.; et al.; et al.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM227952","MBM227952",NA,NA,NA,NA,NA
"846","2019-12-06 15:20:47-03","MBM","MBM","227949","S","Plantae",NA,NA,"Sapindaceae","Thinouia","scandens","Thinouia scandens","(Cambess.) Triana & Planch.","Lombardi, J.A.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Stehmann, J.R.","s.n.",NA,"Southern America",NA,NA,NA,NA,NA,"MBM227949","MBM227949",NA,NA,NA,NA,NA
"847","2019-12-06 14:40:42-03","MBM","MBM","227906","S","Plantae",NA,NA,"Cucurbitaceae","Wilbrandia","hibiscoides","Wilbrandia hibiscoides","Manso","Zappi, D.",NA,NA,"1995","01","Brazil","Minas Gerais","Caratinga","CEMIG","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Trameirão Neto, E.; et al.; et al.","1419","05","Southern America",NA,NA,NA,NA,NA,"MBM227906","MBM227906",NA,NA,NA,NA,NA
"848","2019-12-06 14:47:26-03","MBM","MBM","178491","S","Plantae",NA,NA,"Fabaceae","Crotalaria","breviflora","Crotalaria breviflora","DC.","Filliettaz, A.M.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Entre Caratinga e Piedade","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"C.V. Mendonça f.","10191",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178491","MBM178491",NA,NA,NA,NA,NA
"849","2019-12-06 14:50:30-03","MBM","MBM","178538","S","Plantae",NA,NA,"Fabaceae","Senna","macranthera","Senna macranthera macranthera","(DC. ex Collad.) Irwin & Barneby","Ribas, O.S.","2009","03",NA,NA,"Brazil","Minas Gerais","Caratinga","Entre Caratinga e Piedade","-42.1391983032227","-19.7896995544434","49886",NA,"Ruderal, flores. Arbóreo 4m. Mata atlântica","auto","macranthera",NA,"Mendonça f, C.V.; et al.; et al.","144",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178538","MBM178538",NA,NA,NA,NA,NA
"850","2019-12-06 14:39:08-03","MBM","MBM","188033","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Prance, G.T.",NA,NA,"1988","06","Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, I.R.; et al.; et al.","127",NA,"Southern America",NA,NA,NA,NA,NA,"MBM188033","MBM188033",NA,NA,NA,NA,NA
"851","2019-12-06 15:18:25-03","MBM","MBM","227951","S","Plantae",NA,NA,"Rubiaceae","Faramea","multiflora","Faramea multiflora","A. Rich. ex DC.","Lombardi, J.A.","1998","08",NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Bilógica de Caratinga","-42.1391983032227","-19.7896995544434","49886",NA,"Fruto com pedúnculo azul. Arbusto 2m, Floresta Atlântica","auto",NA,NA,"Sposito","50",NA,"Southern America",NA,NA,NA,NA,NA,"MBM227951","MBM227951",NA,NA,NA,NA,NA
"852","2019-12-06 14:39:11-03","MBM","MBM","188032","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","sprucei","Hirtella sprucei","Benth. ex Hook. f.","Prance, G.T.",NA,NA,"1987","10","Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, I.R.; et al.; et al.","253","31","Southern America",NA,NA,NA,NA,NA,"MBM188032","MBM188032",NA,NA,NA,NA,NA
"853","2019-12-06 14:38:36-03","MBM","MBM","270296","S","Plantae",NA,NA,"Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","(Miers) A.C. Smith","Lombardi, J.A.",NA,NA,"1991","12","Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Noguiera, C.P.","s.n.","10","Southern America",NA,NA,NA,NA,NA,"MBM270296","MBM270296",NA,NA,NA,NA,NA
"854","2019-12-06 14:47:40-03","MBM","MBM","194149","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vel.) Allem. ex Benth.",NA,NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Andrade, M.; et al.; et al.","738",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194149","MBM194149",NA,NA,NA,NA,NA
"855","2019-12-06 14:50:30-03","MBM","MBM","178539","S","Plantae",NA,NA,"Fabaceae","Senna","multijuga","Senna multijuga","(L. Rich.) Irwin & Barneby","Mendonça, C.V.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Rimoli, J.","147",NA,"Southern America",NA,NA,NA,NA,NA,"MBM178539","MBM178539",NA,NA,NA,NA,NA
"856","2019-12-06 15:06:54-03","MBM","MBM","194190","S","Plantae",NA,NA,"Monimiaceae","Siparuna","arianae","Siparuna arianae","Pereira",NA,NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434","49886",NA,NA,"auto",NA,NA,"Costa, L.V.; et al.; et al.","362",NA,"Southern America",NA,NA,NA,NA,NA,"MBM194190","MBM194190",NA,NA,NA,NA,NA
