"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","infraspecificEpithet","dayIdentified","recordedBy","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","class","previousCatalogNumber","relatedCatalogItem","sex"
"1","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","2758","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","Yuri Fernandes Gouvea","2012","11","2012","11","Brasil","Minas Gerais","Caratinga","Estação ecologica de Caratinga","-42.1391983032227","-19.7896995544434","49886","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 17:27:30-03","NYBG","NYBG","605538","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Platymiscium","pubescens","Platymiscium pubescens pubescens","Micheli","B. B. Klitgaard","1996","02","1993","11","Brazil","Minas Gerais","Caratinga","Km 7.6 on rd. BR 116, Caratinga-Ipatinga.","-42.13","-19.8",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"pubescens","01","B. B. Klitgaard","15","10","South America","-42.13","-19.80","500","550","sheet","NY00605538","NY00605538",NA,NA,NA,NA,NA
"3","2019-12-16 16:37:25-03","NYBG","NYBG","01835348","PreservedSpecimen","Plantae","Bryophyta",NA,"Polytrichaceae","Polytrichum","commune","Polytrichum commune",NA,"G. L. Smith",NA,NA,"1976","03","Brazil","Minas Gerais","Caratinga","along BR-116, Km 380, near Santa Rita village","-42.1391983032227","-19.7896995544434","49886",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2107935 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"D. M. Vital","5855","27","South America",NA,NA,NA,NA,"packeted","NY01835348","NY01835348",NA,NA,NA,NA,NA
"4","2019-12-16 18:14:15-03","NYBG","NYBG","00996776","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum","(Cav.) A.Robyns","J. A. Kallunki","1985",NA,"1983","01","Brazil","Minas Gerais","Caratinga","Estação Biologica de Caratinga. Atlantic forest.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117322 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","511","07","South America","-41.83","-19.67",NA,NA,"sheet","NY00996776","NY00996776",NA,NA,NA,NA,NA
"5","2019-12-16 16:56:54-03","NYBG","NYBG","00859267","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Ramisia","brasiliensis","Ramisia brasiliensis","Oliv.","J. A. Kallunki","1985",NA,"1984","04","Brazil","Minas Gerais","Caratinga","Estaçao Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956999 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1484","03","South America","-41.83","-19.67",NA,NA,"sheet","NY00859267","NY00859267",NA,NA,NA,NA,NA
"6","2019-12-16 18:58:34-03","NYBG","NYBG","00995757","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Serjania","lethalis","Serjania lethalis","A.St.-Hil.","P. Acevedo-Rodríguez","1986",NA,"1983","09","Brazil","Minas Gerais","Caratinga","Atlantic forest. Estacao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1167","19","South America","-41.83","-19.67",NA,NA,"sheet","NY00995757","NY00995757",NA,NA,NA,NA,NA
"7","2019-12-16 19:04:07-03","NYBG","NYBG","669145","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","graveolens","Solanum graveolens","Bunbury","M. H. Nee","1994",NA,"1984","01","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","740","29","South America","-41.83","-19.67",NA,NA,"sheet","NY00669145","NY00669145",NA,NA,NA,NA,NA
"8","2019-12-16 19:04:24-03","NYBG","NYBG","00700953","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","jussiaei","Solanum jussiaei","Dunal","M. H. Nee","1997",NA,"1983","08","Brazil","Minas Gerais","Caratinga","Atlantic forest, Caratinga. Estacao Biologica de Caratinga","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=838814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1064","22","South America","-41.83","-19.67",NA,NA,"sheet","NY00700953","NY00700953",NA,NA,NA,NA,NA
"9","2019-12-16 18:52:33-03","NYBG","NYBG","447503","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Spondias","venulosa","Spondias venulosa","Mart. ex Engl.","J. D. Mitchell",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","EBC.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=601499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"J. Rimoli","17681",NA,"South America","-42.1392","-19.7897",NA,NA,"sheet","NY00447503","NY00447503",NA,NA,NA,NA,NA
"10","2019-12-16 17:19:38-03","NYBG","NYBG","00983875","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.","J. G. Kuhlmann",NA,NA,"1928","07","Brazil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434","49886",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"J. G. Kuhlmann","52","26","South America",NA,NA,NA,NA,"sheet","NY00983875","NY00983875",NA,NA,NA,NA,NA
"11","2020-01-27 14:49:50-03","NYBG","NYBG","1835163","PreservedSpecimen","Plantae","Bryophyta",NA,"Polytrichaceae","Polytrichadelphus","pseudo-polytrichum","Polytrichadelphus pseudo-polytrichum","(Raddi) G.L.Sm.","D. F. Peralta","2008","01","1976","03","Brazil","Minas Gerais","Caratinga","Along BR 116, km 381.","-42.1391983032227","-19.7896995544434","49886",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2106970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"09","Collector unspecified","DV-5858","27","South America",NA,NA,NA,NA,"packeted","NY01835163","NY01835163",NA,NA,NA,NA,NA
"12","2019-12-16 16:55:31-03","NYBG","NYBG","02460984","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla",NA,NA,NA,"1984","05","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434","49886",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2688487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"P. M. Andrade","237","26","South America",NA,NA,NA,NA,"sheet","NY02460984","NY02460984",NA,NA,NA,NA,NA
"13","2019-12-16 18:13:41-03","NYBG","NYBG","00968854","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Melochia","spicata","Melochia spicata","(L.) Fryxell",NA,NA,NA,"1967","02","Brazil","Minas Gerais","Caratinga","Vincinity of Caratinga.","-42","-19.33",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1049299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"J. C. Lindeman","4583","05","South America","-42","-19.33",NA,NA,"sheet","NY00968854","NY00968854",NA,NA,NA,NA,NA
"14","2019-12-16 17:36:53-03","NYBG","NYBG","945200","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Strychnos",NA,"Strychnos",NA,NA,NA,NA,"1987","11","Brazil","Minas Gerais","Caratinga","EBC.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"L. V. Costa","368","14","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00945200","NY00945200",NA,NA,NA,NA,NA
"15","2019-12-16 18:57:10-03","NYBG","NYBG","02431570","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae",NA,NA,NA,NA,NA,NA,NA,"1983","08","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1068","22","South America","-41.83","-19.67",NA,NA,"sheet","NY02431570","NY02431570",NA,NA,NA,NA,NA
"16","2019-12-16 18:01:46-03","NYBG","NYBG","870083","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha",NA,"Acalypha","L.","M. J. Huft",NA,NA,"1983","09","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1197","20","South America","-41.83","-19.67",NA,NA,"sheet","NY00870083","NY00870083",NA,NA,NA,NA,NA
"17","2019-12-16 18:01:47-03","NYBG","NYBG","870075","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","prunifolia","Acalypha prunifolia","Kunth","M. J. Huft",NA,NA,"1984","03","Brazil","Minas Gerais","Caratinga","Est. Biol. de Caratinga. Matão","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"M. A. Lopes","7661","22","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00870075","NY00870075",NA,NA,NA,NA,NA
"18","2019-12-16 18:01:47-03","NYBG","NYBG","870076","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","prunifolia","Acalypha prunifolia","Kunth","M. J. Huft",NA,NA,"1984","03","Brazil","Minas Gerais","Caratinga","Est. Biol. de Caratinga. Matão","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"M. A. Lopes","7661","22","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00870076","NY00870076",NA,NA,NA,NA,NA
"19","2019-12-16 17:32:36-03","NYBG","NYBG","00856473","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Acanthocladus","dichromus","Acanthocladus dichromus",NA,NA,NA,NA,"1983","10","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1232","15","South America","-41.83","-19.67",NA,NA,"sheet","NY00856473","NY00856473",NA,NA,NA,NA,NA
"20","2019-12-16 17:32:36-03","NYBG","NYBG","00856474","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Acanthocladus","dichromus","Acanthocladus dichromus",NA,NA,NA,NA,"1983","10","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1232","15","South America","-41.83","-19.67",NA,NA,"sheet","NY00856474","NY00856474",NA,NA,NA,NA,NA
"21","2019-12-16 18:57:10-03","NYBG","NYBG","985174","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus",NA,"Allophylus","L.","P. Acevedo-Rodríguez",NA,NA,"1983","09","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1156","18","South America","-41.83","-19.67",NA,NA,"sheet","NY00985174","NY00985174",NA,NA,NA,NA,NA
"22","2019-12-16 18:57:11-03","NYBG","NYBG","985125","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","leucocladus","Allophylus leucocladus","Radlk.","P. Acevedo-Rodríguez","2019",NA,"1984","03","Brazil","Minas Gerais","Caratinga","Estação Ecológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1475","03","South America","-41.83","-19.67",NA,NA,"sheet","NY00985125","NY00985125",NA,NA,NA,NA,NA
"23","2019-12-16 17:13:34-03","NYBG","NYBG","00917642","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina",NA,NA,NA,NA,"1929","09","Brazil","Minas Gerais","Caratinga","Caratinga, Vargem Alegre, Estrada da Faz. Udolapitao Joanico","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"I. Kuhlmann","40","21","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00917642","NY00917642",NA,NA,NA,NA,NA
"24","2019-12-16 19:17:05-03","NYBG","NYBG","921509","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,"2000","03","Brazil","Minas Gerais","Caratinga","Estação Biológica de Cratinga, Jaó.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"A. Salino","5124","24","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00921509","NY00921509",NA,NA,NA,NA,NA
"25","2019-12-16 19:17:06-03","NYBG","NYBG","844146","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","hirsuta","Anemia hirsuta","Sw.","A. Salino","2000","03","2000","03","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Matão, Rafael.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"A. Salino","5168","25","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00844146","NY00844146 NY00844146_01",NA,NA,NA,NA,NA
"26","2019-12-16 19:17:06-03","NYBG","NYBG","921494","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","luetzelburgii","Anemia luetzelburgii","Rosenst.",NA,NA,NA,"2000","03","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Matão.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"A. Salino","5140","24","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00921494","NY00921494",NA,NA,NA,NA,NA
"27","2019-12-16 19:17:22-03","NYBG","NYBG","921660","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","raddiana","Anemia raddiana","Link",NA,NA,NA,"2000","03","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Matão Rafael.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"A. Salino","5169","25","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00921660","NY00921660",NA,NA,NA,NA,NA
"28","2019-12-16 18:02:04-03","NYBG","NYBG","870153","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","J. A. Kallunki",NA,NA,"1983","11","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1285","13","South America","-41.83","-19.67",NA,NA,"sheet","NY00870153","NY00870153",NA,NA,NA,NA,NA
"29","2019-12-16 18:02:04-03","NYBG","NYBG","870152","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","J. A. Kallunki",NA,NA,"1983","11","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1308","14","South America","-41.83","-19.67",NA,NA,"sheet","NY00870152","NY00870152",NA,NA,NA,NA,NA
"30","2019-12-16 18:28:54-03","NYBG","NYBG","579610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","schlechtendaliana","Campomanesia schlechtendaliana schlechtendaliana","(O.Berg) Nied.","L. R. Landrum","1983",NA,"1983","08","Brazil","Minas Gerais","Caratinga","Caratinga. Estaçao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=338042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"schlechtendaliana",NA,"K. B. Strier","1085","22","South America","-41.83","-19.67",NA,NA,"sheet","NY00579610","NY00579610",NA,NA,NA,NA,NA
"31","2019-12-16 17:37:59-03","NYBG","NYBG","1033487","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson","P. G. Delprete","2007",NA,"1989","11","Brazil","Minas Gerais","Caratinga","Vale do Jao - Reserva Biologica de Caratinga.","-42.15","-19.77",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"L. A. Skorupa","753","02","South America","-42.15","-19.77","410","410","sheet","NY01033487","NY01033487",NA,NA,NA,NA,NA
"32","2019-12-16 17:57:10-03","NYBG","NYBG","00896991","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","J. A. Kallunki",NA,NA,"1983","12","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","1360","13","South America","-41.83","-19.67",NA,NA,"sheet","NY00896991","NY00896991",NA,NA,NA,NA,NA
"33","2019-12-16 16:55:32-03","NYBG","NYBG","02461006","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,"1984","02","Brazil","Minas Gerais","Caratinga","Faz. Montes Claros.","-42.1391983032227","-19.7896995544434","49886",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2689800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"P. M. Andrade","119","19","South America",NA,NA,NA,NA,"sheet","NY02461006","NY02461006",NA,NA,NA,NA,NA
"34","2019-12-16 18:50:17-03","NYBG","NYBG","01021575","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Ulmaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","M. H. Nee",NA,NA,"1987","10","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"I. Andrade","241","11","South America","-41.83","-19.67",NA,NA,"sheet","NY01021575","NY01021575",NA,NA,NA,NA,NA
"35","2019-12-16 18:50:18-03","NYBG","NYBG","02429056","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Ulmaceae","Celtis","orthacanthos","Celtis orthacanthos","G.Planch.",NA,NA,NA,"1984","03","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2649386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","613","27","South America","-41.83","-19.67",NA,NA,"sheet","NY02429056","NY02429056",NA,NA,NA,NA,NA
"36","2019-12-16 18:50:18-03","NYBG","NYBG","02429057","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Ulmaceae","Celtis","orthacanthos","Celtis orthacanthos","G.Planch.",NA,NA,NA,"1984","03","Brazil","Minas Gerais","Caratinga","Estacao Biologica de Caratinga.","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2649387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","836","25","South America","-41.83","-19.67",NA,NA,"sheet","NY02429057","NY02429057",NA,NA,NA,NA,NA
"37","2019-12-16 16:55:32-03","NYBG","NYBG","00837890","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. H. Nee","1995",NA,"1984","05","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P. M. Andrade","234","26","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00837890",NA,NA,NA,NA,NA,NA
"38","2019-12-16 16:55:32-03","NYBG","NYBG","00837891","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","M. H. Nee","1995",NA,"1985","01","Brazil","Minas Gerais","Caratinga","Est. Biol. de Caratinga. Matão","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P. M. Andrade","618","19","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00837891",NA,NA,NA,NA,NA,NA
"39","2019-12-16 17:10:43-03","NYBG","NYBG","00685874","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","viride","Chrysophyllum viride",NA,NA,NA,NA,"1989","09","Brazil","Minas Gerais","Caratinga","E.B.C. Caratinga. [probably = Estação Biologica de Caratinga].","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"L. V. Costa","T3-3156","10","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00685874","NY00685874",NA,NA,NA,NA,NA
"40","2019-12-16 17:52:09-03","NYBG","NYBG","01131929","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","caratingae","Cinnamomum caratingae","Vattimo-Gil","F. G. Lorea-Hernández",NA,NA,"1929","09","Brazil","Minas Gerais","Caratinga","Fazenda Silva.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285017 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"I. Kuhlmann","27","18","South America","-42.1392","-19.7897",NA,NA,"sheet","NY01131929","NY01131929","isotype",NA,NA,NA,NA
"41","2019-12-16 18:48:22-03","NYBG","NYBG","00897686","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Cissampelos",NA,"Cissampelos",NA,NA,NA,NA,"1986","03","Brazil","Minas Gerais","Caratinga","Est. Biol. de Caratinga. Matão, estrada.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"P. M. Andrade","757","25","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00897686","NY00897686",NA,NA,NA,NA,NA
"42","2019-12-16 18:48:22-03","NYBG","NYBG","00897522","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Cissampelos","glaberrima","Cissampelos glaberrima","A.St.-Hil.",NA,NA,NA,"1991","01","Brazil","Minas Gerais","Caratinga","Faz. Montes Claros, mata do Jaó, junto à estrada, próximo ao Rio Manhuaçu.","-42.1392","-19.7897",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"J. R. Stehmann","s.n.","09","South America","-42.1392","-19.7897",NA,NA,"sheet","NY00897522","NY00897522",NA,NA,NA,NA,NA
"43","2019-12-16 18:18:14-03","NYBG","NYBG","477907","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","debilis","Clidemia debilis","Crueg.","J. J. Wurdack","1985",NA,"1983","12","Brazil","Minas Gerais","Caratinga","Atlantic forest. Estacao Biologica de Caratinga","-41.83","-19.67",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"K. B. Strier","658","17","South America","-41.83","-19.67",NA,NA,"sheet","NY00477907","NY00477907",NA,NA,NA,NA,NA
