"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"1","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2227","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Pseudolaelia","corcovadensis","Pseudolaelia corcovadensis","Porto & Brade","Carlos A. Ferreira Jr.","Antônio Massensini Junior;","2008","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","EPDA Peti","-43.3622016906738","-19.826099395752","43°22#?#1110","19° 53#?# 23 33","17525","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:20:15-03","NYBG","NYBG","01874622","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Melastomataceae","Leandra","cogniauxii","Leandra cogniauxii","Ule","M. Reginato","J. Coffani Nunes","1994","02","22","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","2014","s.n.","South America","sheet","NY01874622","NY01874622",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 17:36:52-03","NYBG","NYBG","00979038","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gentianales","Loganiaceae","Strychnos",NA,"Strychnos",NA,NA,"J. A. Lombardi","2002","04","23","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti- Cemig, trilha partindo da Barragem até o Bom Será","-43.3619","-19.8261","-43.3619","-19.8261",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"4666","South America","sheet","NY00979038","NY00979038",NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 19:17:05-03","NYBG","NYBG","02514563","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Kunth",NA,"P. H. Labiak E.","2013","02","06","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.37","-19.896","-43.370","-19.896",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2807069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"5445","South America","sheet","NY02514563","NY02514563","750","750",NA,NA,NA,NA,NA,NA
"5","2019-12-16 19:17:22-03","NYBG","NYBG","02554096","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","presliana","Anemia presliana","Prantl",NA,"P. H. Labiak E.","2013","02","06","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.37","-19.896","-43.370","-19.896",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"5444","South America","sheet","NY02554096","NY02554096","750","750",NA,NA,NA,NA,NA,NA
"6","2019-12-16 19:17:22-03","NYBG","NYBG","02064250","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","retroflexa","Anemia retroflexa","Brade","J. T. Mickel","K. M. Redden","2002","04","23","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estac?o de Pesquisa Ambiental de PETI","-43.3653","-19.8925","-43.3653","-19.8925",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2450564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2009","7979","South America","sheet","NY02064250","NY02064250",NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 19:17:22-03","NYBG","NYBG","02554144","PreservedSpecimen","Plantae","Pteridophyta",NA,"Schizaeales","Anemiaceae","Anemia","retroflexa","Anemia retroflexa","Brade",NA,"P. H. Labiak E.","2013","02","06","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.37","-19.896","-43.370","-19.896",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"5446","South America","sheet","NY02554144","NY02554144","750","750",NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:28:54-03","NYBG","NYBG","02703879","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Campomanesia","simulans","Campomanesia simulans","M.L.Kawas.",NA,"T. N. da C. Vasconcelos","2014","11","02","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estrada entre Monlevade e São Gonçalo do Rio Abaixo","-43.3228","-19.8392","-43.3228","-19.8392",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"472","South America","sheet","NY02703879","NY02703879","765","765",NA,NA,NA,NA,NA,NA
"9","2019-12-16 19:13:26-03","NYBG","NYBG","883809","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Dennstaedtiaceae","Hypolepis","repens","Hypolepis repens","(L.) C.Presl","A. Salino","A. Salino","2002","09","26","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental de PETI, próximo a Casa de Força.","-43.3622","-19.8261","-43.3622","-19.8261",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2002","8051","South America","sheet","NY00883809","NY00883809",NA,NA,"09",NA,NA,NA,NA,NA
"10","2019-12-16 18:20:49-03","NYBG","NYBG","01874483","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Melastomataceae","Leandra","umbellata","Leandra umbellata","DC.","M. Reginato","M. Reginato","2013","02","05","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Reserva da PETI-CEMIG. Estrada para o Bom Será.","-43.364883","-19.890197","-43.364883","-19.890197",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2014","1420","South America","sheet","NY01874483","NY01874483",NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 18:31:42-03","NYBG","NYBG","02707116","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand",NA,"T. N. da C. Vasconcelos","2014","11","02","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti.","-43.37","-19.8897","-43.3700","-19.8897",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"479","South America","sheet","NY02707116","NY02707116","750","750",NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:26:34-03","NYBG","NYBG","01874472","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtales","Melastomataceae","Ossaea","cogniauxii","Ossaea cogniauxii","Glaz. ex D'El Rei Souza","M. Reginato","M. Reginato","2013","02","05","Brazil","Minas Gerais","São Gonçalo do Rio Abaixo","Reserva da PETI-CEMIG. Estrada para o Bom Será.","-43.364883","-19.890197","-43.364883","-19.890197",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2014","1419","South America","sheet","NY01874472","NY01874472",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:57-03","UFBA","ALCB","37605","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Moquiniastrum","paniculatum","Moquiniastrum paniculatum","(Less.) G. Sancho","Roque, N","Pedralli, G; Stehmann, JR; Perdigão","1988","10","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Reserva de Peti. Fora da área.","-43.3622016906738","-19.826099395752",NA,NA,"17525","Capoeira.","auto","2015","s.n.","Southern America",NA,"ALCB033033","ALCB033033",NA,NA,"12",NA,NA,NA,NA,NA
"14","2019-02-22 15:12:16-03","ESALQ","ESA","85725","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Lepidaploa","argyrotrichia","Lepidaploa argyrotrichia","(Sch.-Bip. ex Bamer) H.Rob.","Robinson, H.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4693",NA,NA,"ESA085725","ESA085725",NA,NA,"08",NA,NA,NA,NA,NA
"15","2019-02-22 15:12:16-03","ESALQ","ESA","85734","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Lepidaploa","argyrotrichia","Lepidaploa argyrotrichia","(Sch. Bip. ex Baker) H. Rob.","Robinson, H.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4733",NA,NA,"ESA085734","ESA085734",NA,NA,"08",NA,NA,NA,NA,NA
"16","2019-07-11 08:48:38-03","ESALQ","ESA","57024","S","Plantae",NA,NA,NA,"Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","(Poir.) H. Hara","Sousa, N.X.M.","Lombardi, J.A.","2003","10","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2018","5613",NA,NA,"ESA057024","ESA057024",NA,NA,"08",NA,NA,NA,NA,NA
"17","2019-07-11 08:48:38-03","ESALQ","ESA","57025","S","Plantae",NA,NA,NA,"Onagraceae","Ludwigia","nervosa","Ludwigia nervosa","(Poir.) H. Hara","Sousa, N.X.M.","Lombardi, J.A.","2003","10","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2018","5613",NA,NA,"ESA057025","ESA057025",NA,NA,"08",NA,NA,NA,NA,NA
"18","2019-07-11 08:48:38-03","ESALQ","ESA","57029","S","Plantae",NA,NA,NA,"Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis",NA,"Sousa, N.X.M.","Lombardi, J.A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2018","4893",NA,NA,"ESA057029","ESA057029",NA,NA,"08","01",NA,NA,NA,NA
"19","2019-07-11 08:48:38-03","ESALQ","ESA","57027","S","Plantae",NA,NA,NA,"Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H. Raven","Sousa, N.X.M.","Lombardi, J.A.","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2018","4938",NA,NA,"ESA057027","ESA057027",NA,NA,"08",NA,NA,NA,NA,NA
"20","2019-02-22 15:12:01-03","ESALQ","ESA","85718","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Eremanthus","crotonoides","Eremanthus crotonoides","(DC.) Sch. Bip.","Robinson, H.","Lombardi, J.A. Salino, A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4905",NA,NA,"ESA085718","ESA085718",NA,NA,"08",NA,NA,NA,NA,NA
"21","2019-07-11 08:56:48-03","ESALQ","ESA","84330","S","Plantae","Magnoliophyta",NA,NA,"Plantaginaceae","Mecardonia","serpylloides","Mecardonia serpylloides","(Cham. & Schltdl.) Pennell","Souza, V.C.","Lombardi, J.A. Salino, A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4920",NA,NA,"ESA084330",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-07-11 08:54:26-03","ESALQ","ESA","101216","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis",NA,"Raggi, F.","Raggi, F.","2004","08","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,NA,NA,NA,"ESA101216","ESA101216",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-07-11 08:54:26-03","ESALQ","ESA","101214","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis",NA,"Raggi, F.","Raggi, F.","2004","08","04","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"8",NA,NA,"ESA101214","ESA101214",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-07-11 08:54:26-03","ESALQ","ESA","101215","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Miconia","ibaguensis","Miconia ibaguensis",NA,"Raggi, F.","Raggi, F.","2004","08","04","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,NA,NA,NA,"ESA101215","ESA101215",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-07-11 08:50:03-03","ESALQ","ESA","85720","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.","Holmes, W.C.","Lombardi, J.A. Salino, A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4911",NA,NA,"ESA085720","ESA085720",NA,NA,"08",NA,NA,NA,NA,NA
"26","2019-07-11 08:55:30-03","ESALQ","ESA","89026","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Myrcia","mischophylla","Myrcia mischophylla","Kiaersk.","Sobral, M.","Lombardi, J.A. Salino, A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4921",NA,NA,"ESA089026","ESA089026",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-07-11 08:53:22-03","ESALQ","ESA","56153","S","Plantae","Magnoliophyta",NA,NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya","(Meisn.) Mez","Gissi, D.S.","Raggi, F.","2004","08","30","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2011","18",NA,NA,"ESA056153",NA,NA,NA,"02","10",NA,NA,NA,NA
"28","2019-07-11 08:54:42-03","ESALQ","ESA","81673","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Ossaea","cogniauxii","Ossaea cogniauxii","Glaz. ex D'El Rei Souza","Goldenberg, R.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4684",NA,NA,"ESA081673","ESA081673",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-02-22 15:19:02-03","ESALQ","ESA","85755","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae","Platypodium","elegans","Platypodium elegans","Vogel",NA,"Lombardi, J.A. et al.","2003","07","31","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","5258",NA,NA,"ESA085755","ESA085755",NA,NA,"07",NA,NA,NA,NA,NA
"30","2019-07-11 08:54:30-03","ESALQ","ESA","81671","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Miconia","tristis","Miconia tristis","Spring ex Mart.","Goldenberg, R.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2002","4658",NA,NA,"ESA081671","ESA081671",NA,NA,"09",NA,NA,NA,NA,NA
"31","2019-07-11 10:13:39-03","ESALQ","ESA","85780","S","Plantae","Magnoliophyta",NA,NA,"Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Taylor, C.M.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2002","4659",NA,NA,"ESA085780","ESA085780",NA,NA,"01","01",NA,NA,NA,NA
"32","2019-07-11 08:53:00-03","ESALQ","ESA","89000","S","Plantae","Magnoliophyta",NA,NA,"Gesneriaceae","Sinningia","aggregata","Sinningia aggregata","(Mer Gawl.) Wiehler","Chautems, A.","Lombardi, J.A. et al.","2003","01","29","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2004","4989",NA,NA,"ESA089000","ESA089000",NA,NA,"03",NA,NA,NA,NA,NA
"33","2019-02-22 15:08:33-03","ESALQ","ESA","131895","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Lombardi, J.A. et al.","2003","07","31","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"5261",NA,NA,"ESA131895",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-22 15:21:14-03","ESALQ","ESA","101696","S","Plantae","Magnoliophyta",NA,NA,"Loganiaceae","Buddleja",NA,"Buddleja",NA,NA,"Lombardi, J.A.","2002","07","09","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4966",NA,NA,"ESA101696","ESA101696",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-07-11 08:49:52-03","ESALQ","ESA","85719","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Chromolaena","odorata","Chromolaena odorata","(L.)R.M.King & H. Rob.","Robinson, H.","Lombardi, J.A. Salino, A.","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4909",NA,NA,"ESA085719","ESA085719",NA,NA,"08",NA,NA,NA,NA,NA
"36","2019-07-11 10:14:07-03","ESALQ","ESA","101277","S","Plantae","Magnoliophyta",NA,NA,"Sapotaceae","Chrysophyllum",NA,"Chrysophyllum",NA,NA,"Stehmann, J.R.","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"3429",NA,NA,"ESA101277",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-22 15:22:56-03","ESALQ","ESA","81672","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","Valente, B.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2018","4663",NA,NA,"ESA081672","ESA081672",NA,NA,"03","06",NA,NA,NA,NA
"38","2019-07-11 10:10:36-03","ESALQ","ESA","81647","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"4686",NA,NA,"ESA081647","ESA081647",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-22 15:12:40-03","ESALQ","ESA","85726","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Stevia","urticaefolia","Stevia urticaefolia","(Balb.) Thunb.","Robinson, H.","Lombardi, J.A. et al.","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto","2003","4734",NA,NA,"ESA085726","ESA085726",NA,NA,"08",NA,NA,NA,NA,NA
"40","2019-07-11 10:14:32-03","ESALQ","ESA","85797","S","Plantae","Magnoliophyta",NA,NA,"Trigoniaceae","Trigonia","paniculata","Trigonia paniculata","Warm.","Stehmann, J.R.","Stehmann, J.R. et al.","2003","03","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"3426",NA,NA,"ESA085797",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:46:12-02","IPA","IPA","86744","S","Plantae","Plantae",NA,NA,"Myrtaceae","Campomanesia",NA,"Campomanesia",NA,NA,"Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de PETI-CEMIG","-43.369444","-19.886944","-43.369444","-19.886944",NA,"Árvore ca. 8m de altura; frutos imaturos verdes.; Floresta Ombrófila. Solo argiloso, relevo plano.",NA,NA,"967","Southern America",NA,"IPA0086744",NA,"742","742",NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:46:13-02","IPA","IPA","86723","S","Plantae","Plantae",NA,NA,"Myrtaceae","Campomanesia","rufa","Campomanesia rufa","(O. Berg) Nied.","Faria, J.E.Q.","Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","2010","11","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","margem da BR-381, entre João Monlevade e São Gonçalo do Rio Abaixo.","-43.3225","-19.838889","-43.3225","-19.838889",NA,"Árvore ca. 8m de altura, ritidoma escamoso, soltando placas, botão floral verde, bracteolas verdes (material para DNA).; Floresta Ombrófila antropizada. Solo argiloso, relevo acidentado.",NA,"2010","1001","Southern America",NA,"IPA0086723",NA,"755","755","11",NA,NA,NA,NA,NA
"43","2019-02-15 11:44:38-02","IPA","IPA","86745","S","Plantae","Plantae",NA,NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,"Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de PETI-CEMIG","-43.369444","-19.886944","-43.369444","-19.886944",NA,"Arbusto ca. 0,4m de altura; flores rosa-claro.; Floresta Ombrófila. Solo argiloso, relevo plano.",NA,NA,"970","Southern America",NA,"IPA0086745",NA,"742","742",NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:44:38-02","IPA","IPA","86746","S","Plantae","Plantae",NA,NA,"Lythraceae","Cuphea",NA,"Cuphea",NA,NA,"Faria, J.E.Q.; Villarroel, D.; Villarroel, D.","2010","11","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de PETI-CEMIG, margem do Rio Santa Bárbara, próximo ao laboratório de pesquisa e da barragem. Coletada sobre rocha.","-43.369444","-19.886944","-43.369444","-19.886944",NA,"Arbusto ca. 0,3m de altura; flores rosa.",NA,NA,"971","Southern America",NA,"IPA0086746",NA,"742","742",NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:44:53-03","UFJF","CESJ","44711","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.",NA,"J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti, Lat.:19º53'33,2S, Lon.: 43º21'55,2W","-43.365333","-19.892556","-43.365333","-19.892556",NA,"Árvore no subosque da mata, próximo à ponte pensil.",NA,NA,"3469","América do Sul",NA,"CESJ044711",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:44:53-03","UFJF","CESJ","45625","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Salicaceae","Casearia","guianensis","Casearia guianensis","(Aubl.) Urb.",NA,"J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental do Peti, Lat.:19º53'33,2 S, Lon.: 43º21'55,2 W","-43.365333","-19.892556","-43.365333","-19.892556",NA,"Árvore, no subosque da mata, próximo à ponte pensil.",NA,NA,"3470","América do Sul",NA,"CESJ045625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:48:06-03","UFJF","CESJ","28591","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","F.R.G. Salimena","J.R. Sthemann; F.R.N.Toledo","1992","03","21","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525","Flores brancas","auto","2012","s.n.","América do Sul",NA,"CESJ028591",NA,NA,NA,"04",NA,NA,NA,NA,NA
"48","2019-11-21 14:48:06-03","UFJF","CESJ","44093","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Verbenaceae","Lippia","origanoides","Lippia origanoides","Kunth","F.R.G. Salimena","J.R. Stehmann; F.R.N.Toledo","1992","03","21","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,"17525","Capeira. Trepadeira. Flores brancas.","auto","2010","s.n.","América do Sul",NA,"CESJ044093",NA,NA,NA,"10",NA,NA,NA,NA,NA
"49","2019-11-21 14:30:41-03","UFJF","CESJ","45211","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Apocynaceae","Mandevilla","tenuifolia","Mandevilla tenuifolia","(J.C.Mikan) Woodson","J.R. Stehmann","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estaçao Ambiental de Peti","-43.3622016906738","-19.826099395752",NA,NA,"17525","Trepadeira, herbácea, no Morro do Cruzeiro (Mirante); flores violáceas.","auto",NA,"3483","América do Sul",NA,"CESJ045211","CESJ045211",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:30:07-03","UFJF","CESJ","45210","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","J.C.Lopes","J.R. Stehmann","2003","12","12","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árvore, 7m de altura, na Floresta Estacional Semidecidual; flores verde-amareladas.&nf;Lat.: 19º53'33,2S, Lon.: 43º21'55,2W","auto","2011","3480","América do Sul",NA,"CESJ045210","CESJ045210",NA,NA,NA,NA,NA,NA,NA,NA
