"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","individualCount","relatedCatalogItem"
"1258","2019-12-20 18:46:41-03","UFSJ","HUFSJ","5786","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg","Sobral, M","Faria, JEQ","2012","03","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Margem da BR-381, entre São Gonçalo do Rio Abaixo e João Monlevade, próximo à primeira","-43.321389","-19.839444","-43.321389","-19.839444",NA,"Árvore ca. 6 m de altura, caule rugoso esbranquiçado, fruto imaturo verde",NA,"2013","2464",NA,NA,"HUFSJ005786",NA,"756","756",NA,NA,NA,NA,NA,NA
"1259","2019-12-20 18:46:38-03","UFSJ","HUFSJ","1477","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,"Lombardi, JA; Salino, A; Mota, RC; Viana, PL","2002","07","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto, do alojamento a cachoeira dos Criolos e de volta ao alojamento, pelo camping.","-43","-18","-43","-18",NA,"Cerrado. Arbusto, ca. 1,5m, folhas cartáceas, frutos imaturos verdes.",NA,NA,"4847",NA,NA,"HUFSJ001477",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","2019-12-20 18:46:42-03","UFSJ","HUFSJ","8355","S","Plantae",NA,NA,NA,"Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de PETI/CEMIG, na estrada para o mirante do Cruzeiro. Cerrado denso.","-43.364444","-19.889722","-43.364444","-19.889722",NA,"Árvore, ca. 5m de altura. Fruto imaturo verde.",NA,"2014","4256",NA,NA,"HUFSJ008355",NA,"778","778","11",NA,NA,NA,NA,NA
"1261","2019-12-20 18:46:42-03","UFSJ","HUFSJ","5776","S","Plantae",NA,NA,NA,"Myrtaceae","Marlierea","obscura","Marlierea obscura","O.Berg","Sobral, M","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti","-43.3675","-19.881944","-43.3675","-19.881944",NA,"Árvore ca. 8 m de altura, caule liso avermelhado, fruto imaturo verde e maduro negro",NA,"2013","2441",NA,NA,"HUFSJ005776",NA,"674","674",NA,NA,NA,NA,NA,NA
"1262","2019-12-20 18:46:45-03","UFSJ","HUFSJ","8345","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.","-43.368333","-19.890278","-43.368333","-19.890278",NA,"Árvore, ca. 10m de altura. Fruto imaturo verde.",NA,"2014","4251",NA,NA,"HUFSJ008345",NA,"815","815","11",NA,NA,NA,NA,NA
"1263","2019-12-20 18:46:45-03","UFSJ","HUFSJ","5777","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","mischophylla","Myrcia mischophylla","Kiaersk.","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti","-43.3675","-19.881944","-43.3675","-19.881944",NA,"Árvore ca. 4 m de altura, botão floral creme",NA,"2012","2442",NA,NA,"HUFSJ005777",NA,"674","674","02",NA,NA,NA,NA,NA
"1264","2019-12-20 18:46:45-03","UFSJ","HUFSJ","8356","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","mischophylla","Myrcia mischophylla","Kiaersk.","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de PETI/CEMIG, na estrada para o mirante do Cruzeiro. Cerrado denso.","-43.364444","-19.889722","-43.364444","-19.889722",NA,"Arvoreta, ca. 2,7m de altura. Fruto imaturo verde.",NA,"2014","4255",NA,NA,"HUFSJ008356",NA,"778","778","11",NA,NA,NA,NA,NA
"1265","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5746","S","Plantae",NA,NA,NA,"Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","19","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, trilha do Vinhático","-43.371111","-19.8825","-43.371111","-19.8825",NA,"Árvore ca. 6 m de altura, botões florais verdes, flores brancas e flores senescentes",NA,"2012","2377",NA,NA,"HUFSJ005746",NA,"704","704","02",NA,NA,NA,NA,NA
"1266","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5750","S","Plantae",NA,NA,NA,"Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, estrada para o mirante do cruzeiro","-43.368333","-19.889444","-43.368333","-19.889444",NA,"Árvore ca. 8 m de altura, caule liso (coletado material em sílica gel)",NA,"2012","2390",NA,NA,"HUFSJ005750",NA,"818","818","02",NA,NA,NA,NA,NA
"1267","2019-12-20 18:46:48-03","UFSJ","HUFSJ","8342","S","Plantae",NA,NA,NA,"Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Margem da rodovia entre João Monvelade e São Gonçalo do Rio Abaixo. Mata antropizada.","-43.3225","-19.838889","-43.3225","-19.838889",NA,"Arvoreta, ca. 2,5m de altura. Fruto imaturo verde claro.",NA,"2014","4248",NA,NA,"HUFSJ008342",NA,"755","755","11",NA,NA,NA,NA,NA
"1268","2019-12-20 18:46:48-03","UFSJ","HUFSJ","8346","S","Plantae",NA,NA,NA,"Myrtaceae","Myrciaria","glanduliflora","Myrciaria glanduliflora","(Kiaersk.) Mattos & D.Legrand","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.","-43.368333","-19.890278","-43.368333","-19.890278",NA,"Arvoreta, ca. 3,5m de altura. Botões verdes. Fruto imaturo verde.",NA,"2014","4253",NA,NA,"HUFSJ008346",NA,"815","815","11",NA,NA,NA,NA,NA
"1269","2019-12-20 18:46:35-03","UFSJ","HUFSJ","1476","S","Plantae",NA,NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Lombardi, JA; Salino, A; Mota, RC; Viana, PL","2002","07","15","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto, próximo ao córrego da Lapa.","-43","-18","-43","-18",NA,"Mata ciliar. Arbusto, ca. 1,5m, folhas cartáceas, frutos imaturos verdes.",NA,NA,"4879",NA,NA,"HUFSJ001476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5755","S","Plantae",NA,NA,NA,"Myrtaceae","Pimenta","pseudocaryophyllus","Pimenta pseudocaryophyllus","(Gomes) Landrum","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, saída do mirante do cruzeiro","-43.367778","-19.89","-43.367778","-19.89",NA,"Árvore ca. 10 m de altura, caule fissurado, fruto imaturo verde (coletado material em sílica gel)",NA,"2012","2397",NA,NA,"HUFSJ005755",NA,"810","810","02",NA,NA,NA,NA,NA
"1271","2019-12-20 18:46:48-03","UFSJ","HUFSJ","8343","S","Plantae",NA,NA,NA,"Myrtaceae","Pimenta","pseudocaryophyllus","Pimenta pseudocaryophyllus","(Gomes) Landrum","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica do Peti/Cemig, próximo a afloramento rochoso. Cerrado próximo a afloramento rochoso.","-43.368333","-19.890278","-43.368333","-19.890278",NA,"Árvore, ca. 10m de altura. Fruto imaturo verde.",NA,"2014","4249",NA,NA,"HUFSJ008343",NA,"815","815","11",NA,NA,NA,NA,NA
"1272","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5748","S","Plantae",NA,NA,NA,"Myrtaceae","Psidium",NA,"Psidium","(Spring) Burret","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, estrada para o mirante do cruzeiro","-43.366944","-19.885833","-43.366944","-19.885833",NA,"Árvore ca. 6 m de altura, caule liso, fruto imaturo verde",NA,"2012","2388",NA,NA,"HUFSJ005748",NA,"736","736","02",NA,NA,NA,NA,NA
"1273","2019-12-20 18:46:48-03","UFSJ","HUFSJ","5749","S","Plantae",NA,NA,NA,"Myrtaceae","Psidium",NA,"Psidium","(Spring) Burret","Faria, JEQ","Faria, JEQ; Silva Júnior, MC; Miranda, SC; Bredt, A","2012","02","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de Peti, estrada para o mirante do cruzeiro","-43.366944","-19.885833","-43.366944","-19.885833",NA,"Árvore ca. 6 m de altura, caule liso, botão floral verde (Coletado material em sílica gel)",NA,"2012","2389",NA,NA,"HUFSJ005749",NA,"736","736","02",NA,NA,NA,NA,NA
"1274","2019-12-20 18:46:48-03","UFSJ","HUFSJ","8372","S","Plantae",NA,NA,NA,"Myrtaceae","Siphoneugena","densiflora","Siphoneugena densiflora","O.Berg","Faria, JEQ","Faria, JEQ; Vasconcelos, TNC","2014","11","02","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ecológica de PETI/CEMIG, próximo a afloramento rochoso. Cerradão próximo a afloramento rochoso.","-43.368333","-19.890278","-43.368333","-19.890278",NA,"Árvore, ca. 14m de altura. Fruto imaturo verde passando do vermelho ao vináceo quando maduro. Embrião verde com cotilédones livres.",NA,"2014","4252",NA,NA,"HUFSJ008372",NA,"815","815","11",NA,NA,NA,NA,NA
"1275","2019-12-20 18:46:38-03","UFSJ","HUFSJ","1475","S","Plantae",NA,NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,"Sobral, M","Alves, TMA; Sobral, M","2003","10","14","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Paarque Estadual Rio Preto.","-43.3622016906738","-19.826099395752",NA,NA,"17525",NA,"auto",NA,"205",NA,NA,"HUFSJ001475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","2019-12-20 18:46:38-03","UFSJ","HUFSJ","3049","S","Plantae",NA,NA,NA,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","Sobral, M; et al.","2003","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto 1,5 m, em campo rupestre; flores creme.","auto","2011","14509",NA,NA,"HUFSJ003049",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2019-12-20 18:46:38-03","UFSJ","HUFSJ","3051","S","Plantae",NA,NA,NA,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","(Kunth) O.Berg","Sobral, M","Sobral, M; et al.","2003","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto 1-2,5 m, em campo rupestre; casca rugosa; flores creme.","auto","2011","14511",NA,NA,"HUFSJ003051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2019-12-20 18:46:45-03","UFSJ","HUFSJ","3052","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","guianensis","Myrcia guianensis","(Aubl.) DC.","Sobral, M","Sobral, M; et al.","2003","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto","-43.3622016906738","-19.826099395752",NA,NA,"17525","Arbusto 1,5 m, em campo rupestre; flores creme.","auto","2011","14512",NA,NA,"HUFSJ003052",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","2019-12-20 18:46:45-03","UFSJ","HUFSJ","3050","S","Plantae",NA,NA,NA,"Myrtaceae","Myrcia","mutabilis","Myrcia mutabilis","(O.Berg) N.Silveira","Sobral, M","Sobral, M; et al.","2003","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Parque Estadual do Rio Preto","-43.3622016906738","-19.826099395752",NA,NA,"17525","Árvore 3 m, em beira de mata; flores em botão.","auto","2011","14510",NA,NA,"HUFSJ003050",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","2019-11-07 11:17:15-03","UFMG","BHCB-SL","74236","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Abrodictyum","rigidum","Abrodictyum rigidum","(Sw.) Ebihara & Dubuisson","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,"Crescendo entre rochas em local úmido no interior da floresta.",NA,"2010","8003","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1281","2019-11-07 11:19:17-03","UFMG","BHCB-SL","74238","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","(L.) Fée",NA,"Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-22.8925","-43.365278","-22.8925",NA,"Terrestre no interior da floresta em fundo de vale",NA,"2002","8005","América",NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"1282","2019-11-07 11:19:28-03","UFMG","BHCB-SL","74964","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Handro","Salino, A","Carvalho, FA","2002","08","01","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental.","-43.369556","-19.883889","-43.369556","-19.883889",NA,"terrestre no interior de mata",NA,NA,"119","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","2019-11-07 11:19:31-03","UFMG","BHCB-SL","74210","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","raddianum","Adiantum raddianum","C.Presl","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-22.8925","-43.365278","-22.8925",NA,"Rupícola a margem de rio",NA,"2002","7974","América",NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"1284","2019-11-07 11:19:31-03","UFMG","BHCB-SL","74965","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","raddianum","Adiantum raddianum","C.Presl","Carvalho, FA","Carvalho, FA","2002","08","01","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental.","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Rupícola em beira de rio",NA,NA,"120","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","2020-02-11 18:26:40-03","UFMG","BHCB-SL","74736","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","amambayensis","Amauropelta amambayensis","(Christ) Salino & A.R.Sm.","Salino, A","Salino, A","2002","10","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti., Floresta Estacional Semidecidual Montana","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Terrestre em área alagada ao lado do riacho",NA,"2002","8052","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1286","2019-11-07 11:21:03-03","UFMG","BHCB-SL","74734","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","pachyrhachis","Amauropelta pachyrhachis","(Mett.) Salino & T.E.Almeida","Paixão, LC","Salino, A","2002","10","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental de, Floresta Estacional Semidecidual Montana","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Terrestre em área alagada ao lado de riacho",NA,"2012","8050","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1287","2020-03-04 20:43:43-03","UFMG","BHCB-SL","74239","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","retusa","Amauropelta retusa","(Sw.) Pic.Serm.","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,"Crescendo entre rochas em local úmido no interior de floresta",NA,"2003","8006","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1288","2020-03-04 20:43:43-03","UFMG","BHCB-SL","74728","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","retusa","Amauropelta retusa","(Sw.) Pic.Serm.","Salino, A","Salino, A","2002","09","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental de, Floresta Estacional Semidecidual Montana","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Barranco de estrada na borda de floresta",NA,"2002","8044","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1289","2020-03-04 20:43:43-03","UFMG","BHCB-SL","74971","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","retusa","Amauropelta retusa","(Sw.) Pic.Serm.","Carvalho, FA","Carvalho, FA","2002","08","01","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental","-43.369556","-19.883889","-43.369556","-19.883889",NA,"Rupícola em beira de rio",NA,NA,"126","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","2020-03-04 20:43:43-03","UFMG","BHCB-SL","74972","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","retusa","Amauropelta retusa","(Sw.) Pic.Serm.","Carvalho, FA","Carvalho, FA","2002","08","01","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental","-43.369556","-19.883889","-43.369556","-19.883889",NA,"Terrestre em beira de rio",NA,NA,"127","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","2020-03-04 20:43:43-03","UFMG","BHCB-SL","74973","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","retusa","Amauropelta retusa","(Sw.) Pic.Serm.","Carvalho, FA","Carvalho, FA","2002","08","01","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental.","-43.369556","-19.883889","-43.369556","-19.883889",NA,"Terrestre em beira de rio",NA,NA,"128","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","2019-11-07 11:21:09-03","UFMG","BHCB-SL","74737","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Amauropelta","rivularioides","Amauropelta rivularioides","(Fée) Salino & T.E.Almeida","Salino, A","Salino, A","2002","10","26","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa e Desenvolvimento Ambiental de, Floresta Estacional Semidecidual Montana","-43.369556","-19.883389","-43.369556","-19.883389",NA,"Terrestre em área alagada ao lado de riacho e borda de floresta. Folha escandente e apoiante",NA,"2002","8053","América",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"1293","2019-11-07 11:13:41-03","UFMG","BHCB-SL","149496","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia",NA,"Anemia","Sw.",NA,"Carmo, FF do","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito",NA,NA,"5466","América",NA,NA,NA,"815","815",NA,NA,NA,NA,NA,NA
"1294","2019-11-07 11:19:35-03","UFMG","BHCB-SL","74338","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","Sw.","Salino, A","Salino, A","2002","06","20","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.614661","-19.8925","-43.614661","-19.8925",NA,"Terrestre no interior de floresta",NA,"2003","8037","América",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"1295","2019-12-19 16:20:56-03","UFMG","BHCB-SL","82349","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Handro","Salino, A","Salino, A","2003","07","31","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti., Na área da Bonserá","-43.614661","-19.8925","-43.614661","-19.8925",NA,"Terrestre; na borda de mata",NA,"2003","8844","América",NA,"BHCB002116","BHCB002116",NA,NA,"08",NA,NA,NA,NA,NA
"1296","2019-11-07 11:19:02-03","UFMG","BHCB-SL","156691","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pleopeltis","minarum","Pleopeltis minarum","(Weath.) Salino","Assis, FC","Carmo, FF do","2011","02","28","Brasil","Minas Gerais","São Gonçalo Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5437","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
"1297","2020-02-11 18:26:21-03","UFMG","BHCB-SL","156692","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","recurvata","Pecluma recurvata","(Kaulf.) M.G.Price","Assis, FC","Carmo, FF do","2011","02","28","Brasil","Minas Gerais","São Gonçalo Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5438","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
"1298","2020-02-11 18:26:21-03","UFMG","BHCB-SL","156688","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","recurvata","Pecluma recurvata","(Kaulf.) M.G.Price","Assis, FC","Carmo, FF do","2010","10","28","Brasil","Minas Gerais","São Gonçalo Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5214","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
"1299","2019-11-07 11:18:55-03","UFMG","BHCB-SL","156687","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Assis, FC","Carmo, FF do","2010","10","28","Brasil","Minas Gerais","São Gonçalo Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5213","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
"1300","2019-11-07 11:18:55-03","UFMG","BHCB-SL","156690","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","(Cav.) Lellinger","Assis, FC","Carmo, FF do","2011","02","28","Brasil","Minas Gerais","São Gonçalo Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito.",NA,"2012","5434","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
"1301","2019-12-19 16:18:50-03","UFMG","BHCB-SL","149495","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea","Humb. & Bonpl. ex Kunth","Salino, A","Carmo, FF","2011","02","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.386139","-19.889944","-43.386139","-19.889944",NA,"Coletado em afloramento de granito",NA,NA,"5464","América",NA,NA,NA,"815","815",NA,NA,NA,NA,NA,NA
"1302","2019-11-07 11:13:46-03","UFMG","BHCB-SL","74232","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,NA,NA,"2002","7998","América",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"1303","2019-11-07 11:13:54-03","UFMG","BHCB-SL","74221","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,"Terrestre em barranco na borda de floresta",NA,"2002","7986","América",NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"1304","2020-02-11 18:25:30-03","UFMG","BHCB-SL","74224","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","raddiana","Anemia raddiana","Link","Salino, A","Salino, A","2002","04","23","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação de Pesquisa Ambiental de Peti.","-43.365278","-19.8925","-43.365278","-19.8925",NA,NA,NA,"2002","7989","América",NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"1305","2019-11-07 11:13:58-03","UFMG","BHCB-SL","149494","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","retroflexa","Anemia retroflexa","Brade","Assis, FC","Carmo, FF do","2010","10","28","Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","PETI/GR","-43.386389","-19.889944","-43.386389","-19.889944",NA,"Coletado em afloramento de granito",NA,"2012","5242","América",NA,NA,NA,"815","815","04","11",NA,NA,NA,NA
