"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"1","2019-12-05 15:33:24-03","UNESC","CRI","15064","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","theezans","Ilex theezans","Mart. ex Reissek","Silvana Menezes","2007","03","07","P. Occhiani","5314","1972","11","24","Brasil","Minas Gerais","Rio Vermelho","Estrada Barra da Lagoa.","-43.0092010498047","-18.2936000823975","26996","Arbusto de flores brancas.","CRI014499","CRI014499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:36:02-03","NYBG","NYBG","03044801","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"D. Monteiro","614","2012","03","07","Brazil","Minas Gerais","Rio Vermelho","Parna do Caparaó, margem da estrada próximo a portaria de Pedra Menina.","-41.8211111","-20.4963889",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03044801","NY03044801",NA,"Magnoliophyta","Piperales","South America","-41.8211111","-20.4963889","1537","1537","sheet",NA,NA,NA,NA,NA
"3","2019-12-16 18:53:25-03","NYBG","NYBG","929417","PreservedSpecimen","Plantae","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","J. R. Pirani","1985",NA,NA,"J. R. Pirani","CFCR5499","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem da Angélica. Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00929417","NY00929417",NA,"Magnoliophyta","Sapindales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"4","2019-12-16 18:53:25-03","NYBG","NYBG","929418","PreservedSpecimen","Plantae","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","J. R. Pirani","1987",NA,NA,"T. B. Cavalcanti","CFCR10216","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio. Espigão do Meio. Faz. Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00929418","NY00929418",NA,"Magnoliophyta","Sapindales","South America","-43.0594","-18.1422","830","830","sheet",NA,NA,NA,NA,NA
"5","2019-12-16 18:40:30-03","NYBG","NYBG","00938475","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","elatior","Rhynchospora elatior brevispiculosa","(Kük.) A.C.Araújo","A. C. Araújo","2004","08",NA,"M. Meguro","5436","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Faz. Vargem do Anjo - Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008339 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938475","NY00938475",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet","brevispiculosa",NA,NA,NA,NA
"6","2019-12-16 18:41:18-03","NYBG","NYBG","00939142","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","speciosa","Rhynchospora speciosa","(Kunth) Boeckeler",NA,NA,NA,NA,"J. R. Pirani","7840","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939142","NY00939142",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"7","2019-12-16 18:09:08-03","NYBG","NYBG","00972695","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","lagevianae","Sauvagesia lagevianae","D.B.O.S.Cardoso","D. B. O. S. Cardoso",NA,NA,NA,"R. de Mello-Silva","CFCR-10237","1986","09","09","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Platô Pedra Menina.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00972695","NY00972695",NA,"Magnoliophyta","Malpighiales","South America","-43.0092","-18.2936","1460","1460","sheet",NA,NA,NA,NA,NA
"8","2019-12-16 18:09:08-03","NYBG","NYBG","1842997","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","lagevianae","Sauvagesia lagevianae","D.B.O.S.Cardoso",NA,NA,NA,NA,"P. L. Viana","4436 = Herb. BHCB 13","2009","10","30","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra da Pedra Menina","-43.1397","-18.1136",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01842997","NY01842997",NA,"Magnoliophyta","Malpighiales","South America","-43.1397","-18.1136","1503","1503","sheet",NA,"isotype",NA,NA,NA
"9","2019-12-16 16:42:01-03","NYBG","NYBG","1145214","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","2009",NA,NA,"P. Fiaschi","419","2000","08","01","Brazil","Minas Gerais","Rio Vermelho","Estrada para a Vila de Pedra Menina. Ramificação à esquerda, ca. 4 km após a vila.","-43.13","-18.1",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307168 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145214","NY01145214",NA,"Magnoliophyta","Apiales","South America","-43.13","-18.10","1400","1400","sheet",NA,NA,NA,NA,NA
"10","2019-12-16 16:42:01-03","NYBG","NYBG","1145224","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","2009",NA,NA,"R. de Mello-Silva","CFCR7866","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio, Espigão do Meio.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145224","NY01145224 NY01145224_01",NA,"Magnoliophyta","Apiales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"11","2019-12-16 16:42:01-03","NYBG","NYBG","1145225","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","2009",NA,NA,"T. B. Cavalcanti","CFCR10244","1986","09","09","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Platô Pedra Menina","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145225","NY01145225 NY01145225_01",NA,"Magnoliophyta","Apiales","South America","-43.0092","-18.2936","1460","1460","sheet",NA,NA,NA,NA,NA
"12","2019-12-16 16:42:01-03","NYBG","NYBG","1145229","PreservedSpecimen","Plantae","Araliaceae","Schefflera","vinosa","Schefflera vinosa","(Cham. & Schltdl.) Frodin & Fiaschi","P. Fiaschi","2009",NA,NA,"R. M. Harley","CFCR4465","1984","07","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Morro do Ambrósio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145229","NY01145229",NA,"Magnoliophyta","Apiales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"13","2019-12-16 18:59:09-03","NYBG","NYBG","984940","PreservedSpecimen","Plantae","Simaroubaceae","Simarouba","amara","Simarouba amara","Aubl.","J. R. Pirani","1984","07",NA,"R. M. Harley","CFCR4472","1984","07","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Morro do Ambrósio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00984940","NY00984940",NA,"Magnoliophyta","Sapindales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"14","2019-12-16 19:04:41-03","NYBG","NYBG","00700520","PreservedSpecimen","Plantae","Solanaceae","Solanum","leptostachys","Solanum leptostachys","Dunal","M. H. Nee","1991",NA,NA,"M. S. Menandro","129","1988","09","04","Brazil","Minas Gerais","Rio Vermelho","Fazenda Portão","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00700520","NY00700520",NA,"Magnoliophyta","Solanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"15","2019-12-16 19:07:02-03","NYBG","NYBG","00701486","PreservedSpecimen","Plantae","Solanaceae","Solanum","stenandrum","Solanum stenandrum","Sendtn.","M. H. Nee","1986",NA,NA,"R. M. Silva","s.n.","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrosio, Fazenda Vargem do Anjo, Espigão do Meio","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=840854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00701486","NY00701486",NA,"Magnoliophyta","Solanales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"16","2019-12-16 17:28:54-03","NYBG","NYBG","1746006","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA,NA,NA,NA,"G. M. Magalhaes","18918","1963","03","18","Brazil","Minas Gerais","Rio Vermelho","30 km S de Rio Vermelho. Terrenos em baixada com declives desde Rio Vermelho até Itambé","-43.0092010498047","-18.2936000823975","26996","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01746006","NY01746006","auto","Magnoliophyta","Fabales","South America",NA,NA,NA,NA,"sheet","macranthera",NA,NA,NA,NA
"17","2019-12-16 17:00:50-03","NYBG","NYBG","00943054","PreservedSpecimen","Plantae","Ericaceae","Agarista","coriifolia","Agarista coriifolia coriifolia","(Thunb.) Hook.f. ex Nied.","W. S. Judd","1989",NA,NA,"N. L. de Menezes","CFCR10224","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio. Espigão do Meio. Faz. Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00943054","NY00943054",NA,"Magnoliophyta","Ericales","South America","-43.0594","-18.1422","830","830","sheet","coriifolia",NA,NA,NA,NA
"18","2019-12-16 17:00:50-03","NYBG","NYBG","00943055","PreservedSpecimen","Plantae","Ericaceae","Agarista","coriifolia","Agarista coriifolia coriifolia","(Thunb.) Hook.f. ex Nied.","W. S. Judd","1989",NA,NA,"I. Cordeiro","CFCR10201","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio, Espigão do Meio. Faz. Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00943055","NY00943055",NA,"Magnoliophyta","Ericales","South America","-43.0594","-18.1422","830","830","sheet","coriifolia",NA,NA,NA,NA
"19","2019-12-16 17:00:50-03","NYBG","NYBG","00943056","PreservedSpecimen","Plantae","Ericaceae","Agarista","coriifolia","Agarista coriifolia coriifolia","(Thunb.) Hook.f. ex Nied.","W. S. Judd","1989",NA,NA,"N. L. de Menezes","CFCR7687","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Morro do Ambrósio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00943056","NY00943056",NA,"Magnoliophyta","Ericales","South America","-43.044518","-18.106432",NA,NA,"sheet","coriifolia",NA,NA,NA,NA
"20","2019-12-16 17:00:50-03","NYBG","NYBG","00943057","PreservedSpecimen","Plantae","Ericaceae","Agarista","coriifolia","Agarista coriifolia coriifolia","(Thunb.) Hook.f. ex Nied.","W. S. Judd","1989",NA,NA,"R. M. Harley","CFCR4495","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Pedra Monina, Morro do Ambrosio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00943057","NY00943057",NA,"Magnoliophyta","Ericales","South America","-43.044518","-18.106432",NA,NA,"sheet","coriifolia",NA,NA,NA,NA
"21","2019-12-16 17:00:50-03","NYBG","NYBG","00943063","PreservedSpecimen","Plantae","Ericaceae","Agarista","eucalyptoides","Agarista eucalyptoides","(Cham. & Schltdl.) G.Don","W. S. Judd","1989",NA,NA,"A. M. Giulietti","CFCR7780","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina Serra do Ambrósio, Morro do Ananazero.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00943063","NY00943063",NA,"Magnoliophyta","Ericales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"22","2019-12-16 18:52:15-03","NYBG","NYBG","1030644","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","nelson-rosae","Astronium nelson-rosae","Santin","D. A. Santin","1991",NA,NA,"M. S. Menandro","126","1988","09","04","Brazil","Minas Gerais","Rio Vermelho","Fazenda Várgem do Machado.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01030644",NA,NA,"Magnoliophyta","Sapindales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"23","2019-12-16 19:00:30-03","NYBG","NYBG","1280805","PreservedSpecimen","Plantae","Solanaceae","Aureliana","velutina","Aureliana velutina","Sendtn.",NA,NA,NA,NA,"E. Isejima","CFRC5511","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrosio, Fazenda Vargem da Angélica--Morro da Virada do Mato Virgem","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621321 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01280805","NY01280805",NA,"Magnoliophyta","Solanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"24","2019-12-16 18:34:18-03","NYBG","NYBG","898662","PreservedSpecimen","Plantae","Velloziaceae","Barbacenia","vandellii","Barbacenia vandellii","Pohl ex Seub.","R. de Mello-Silva","1987","08",NA,"R. de Mello-Silva","CFCR5454","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Faz. Vargem do Anjo-Morro Espigao do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898662","NY00898662",NA,"Magnoliophyta","Pandanales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"25","2019-12-16 17:37:43-03","NYBG","NYBG","396526","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","P. G. Delprete","1999",NA,NA,"M. S. Menandro","136","1988","09","06","Brazil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00396526","NY00396526",NA,"Magnoliophyta","Gentianales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"26","2019-12-16 18:38:16-03","NYBG","NYBG","00938988","PreservedSpecimen","Plantae","Cyperaceae","Bulbostylis","conspicua","Bulbostylis conspicua","(Boeckeler) H.Pfeiff.","A. P. do N. Prata","2007","08",NA,"N. L. de Menezes","7692","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina Morro do Ambrósio.","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938988",NA,NA,"Magnoliophyta","Poales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
"27","2019-12-16 19:00:47-03","NYBG","NYBG","911156","PreservedSpecimen","Plantae","Solanaceae","Cestrum","gardneri","Cestrum gardneri","Sendtn.","T. R. S. Silva; J. R. Pirani","1989",NA,NA,"R. de Mello-Silva","CFCR10202","1986","09","08","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Serra do Ambrósio. Espigão do Meio. Faz. Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00911156","NY00911156",NA,"Magnoliophyta","Solanales","South America","-43.0594","-18.1422","830","830","sheet",NA,NA,NA,NA,NA
"28","2019-12-16 19:00:47-03","NYBG","NYBG","911120","PreservedSpecimen","Plantae","Solanaceae","Cestrum","obovatum","Cestrum obovatum","Sendtn.","M. H. Nee","1986",NA,NA,"R. de Mello-Silva","CFCR7834","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00911120","NY00911120",NA,"Magnoliophyta","Solanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"29","2019-12-16 19:00:47-03","NYBG","NYBG","911121","PreservedSpecimen","Plantae","Solanaceae","Cestrum","obovatum","Cestrum obovatum","Sendtn.","M. H. Nee","1986",NA,NA,"R. de Mello-Silva","CFCR7890","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Espigão do Meio.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00911121","NY00911121",NA,"Magnoliophyta","Solanales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"30","2019-12-16 17:18:11-03","NYBG","NYBG","02423405","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","ramosa","Chamaecrista ramosa erythrocalyx","(Mart. ex Benth.) H.S.Irwin & Barneby","J. G. Rando","2014",NA,NA,"L. M. Borges","471","2010","11","20","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, platô Pedra Menina","-43.14058","-18.10742",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2680058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423405","NY02423405",NA,"Magnoliophyta","Fabales","South America","-43.14058","-18.10742","1517","1517","sheet","erythrocalyx",NA,NA,NA,NA
"31","2019-12-16 17:18:13-03","NYBG","NYBG","00960866","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","rotundata","Chamaecrista rotundata interstes","H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"R. M. Harley","CFCR4506","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina, Morro do Ambrosio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960866","NY00960866",NA,"Magnoliophyta","Fabales","South America","-43.044518","-18.106432",NA,NA,"sheet","interstes",NA,NA,NA,NA
"32","2019-12-16 17:18:13-03","NYBG","NYBG","00960939","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","rotundata","Chamaecrista rotundata interstes","H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"E. Isejima","CFCR5409","1984","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho-Pedra Menina. Faz. Vargem do Anjo-Morro Espigao do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960939","NY00960939",NA,"Magnoliophyta","Fabales","South America","-43.0594","-18.1422",NA,NA,"sheet","interstes",NA,NA,NA,NA
"33","2019-12-16 17:18:13-03","NYBG","NYBG","00960891","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","rotundata","Chamaecrista rotundata rotundata","(Vogel) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"R. M. Harley","CFCR4506","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina, Morro do Ambrosio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960891","NY00960891",NA,"Magnoliophyta","Fabales","South America","-43.044518","-18.106432",NA,NA,"sheet","rotundata",NA,NA,NA,NA
"34","2019-12-16 18:48:23-03","NYBG","NYBG","00897512","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","pareira","Cissampelos pareira","L.","M. L. Kawasaki","1985","07","02","R. de Mello-Silva","CFCR5512","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem da Angélica Morro da Virada.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897512","NY00897512",NA,"Magnoliophyta","Ranunculales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"35","2019-12-16 18:41:52-03","NYBG","NYBG","00898358","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","brasiliana","Comanthera brasiliana","(Giul.) L.R.Parra & Giul.","L. Echternacht","2011",NA,NA,"E. Isejima","CFRC5471","1981","10","13","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho- Pedra Menina, Faz. Vargem do Anjo- Espigão do Meio","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898358","NY00898358",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"36","2019-12-16 18:41:53-03","NYBG","NYBG","00898532","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","suberosa","Comanthera suberosa","(Giul.) L.R.Parra & Giul.","L. Echternacht","2011",NA,NA,"R. de Mello-Silva","417","1991","06","10","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina Fazenda Vargem do Anjo. Morro Espigão do Meio.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00898532","NY00898532",NA,"Magnoliophyta","Poales","South America","-43.0594","-18.1422",NA,NA,"sheet",NA,NA,NA,NA,NA
"37","2019-12-16 18:57:27-03","NYBG","NYBG","1145308","PreservedSpecimen","Plantae","Sapindaceae","Cupania","vernalis","Cupania vernalis","Cambess.","P. Acevedo-Rodríguez","2008",NA,NA,"M. S. Menandro","249","1990","07","30","Brazil","Minas Gerais","Rio Vermelho","Fazenda Vargem do Machado. Árvore vizinha a parc. D2 do Ensaio de Manejo Florestal.","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01145308","NY01145308",NA,"Magnoliophyta","Sapindales","South America","-43.0092","-18.2936",NA,NA,"sheet",NA,NA,NA,NA,NA
"38","2019-12-16 18:16:12-03","NYBG","NYBG","00940286","PreservedSpecimen","Plantae","Lythraceae","Diplusodon","helianthemifolius","Diplusodon helianthemifolius pemphoides","(DC.) Koehne","T. B. Cavalcanti","1997","04","24","T. B. Cavalcanti","2287","1997","04","25","Brazil","Minas Gerais","Rio Vermelho","Serra do Ambrósio. Fazenda Vargem do Anjo.","-43.0594","-18.1422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1012206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00940286","NY00940286",NA,"Magnoliophyta","Myrtales","South America","-43.0594","-18.1422","1015","1015","sheet","pemphoides",NA,NA,NA,NA
"39","2019-12-16 16:49:55-03","NYBG","NYBG","00863098","PreservedSpecimen","Plantae","Asteraceae","Disynaphia","praeficta","Disynaphia praeficta","(B.L.Rob.) R.M.King & H.Rob.","J. N. Nakajima","1998",NA,NA,"T. B. Cavalcanti","CFCR10241","1986","09","09","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Platô Pedra Menina","-43.0092","-18.2936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00863098","NY00863098",NA,"Magnoliophyta","Asterales","South America","-43.0092","-18.2936","1460","1460","sheet",NA,NA,NA,NA,NA
"40","2019-12-16 17:48:07-03","NYBG","NYBG","00498748","PreservedSpecimen","Plantae","Lamiaceae","Eriope","parvifolia","Eriope parvifolia","Mart. ex Benth.","R. M. Harley","1985","10","10","R. M. Harley","CFCR4524","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina. Morro do Ambrósio","-43.044518","-18.106432",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00498748","NY00498748",NA,"Magnoliophyta","Lamiales","South America","-43.044518","-18.106432",NA,NA,"sheet",NA,NA,NA,NA,NA
