"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","phylum","order","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"557","2020-01-31 13:35:09-03","CVRD","CVRD","2856","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","barbatimam","Stryphnodendron barbatimam","(Vell.) Mart.","Domingos A. Folli","1993","05","14","Menandro, M.S.","236","1990","07","29","BRASIL","MG","Rio Vermelho","Parcela B2-A5.","-43.0092010498047","-18.2936000823975","26996","Folíolos discolores com face inf. mais clara, botões florais grená, flores com corola grená, estames brancos avermelhados, frutos imaturos, novos, amarelo-avermelhados. <ll>dwc_commonname:</ll> Barbatimão","CVRD002856",NA,"auto","Magnoliophyta","Fabales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"558","2020-01-31 11:24:05-03","CVRD","CVRD","2857","PreservedSpecimen","Plantae","Dilleniaceae","Davilla","rugosa","Davilla rugosa","Poir.","Claudio N. Fraga","2019","11","13","Menandro, M.S.","237","1990","07","29","BRASIL","MG","Rio Vermelho","Parcela B2 - F3 do Ensaio de Manejo Florestal.","-43.0092010498047","-18.2936000823975","26996","Folhas concolores com face superior áspera. <ll>dwc_commonname:</ll> Cipó caboclo","CVRD002857",NA,"auto","Magnoliophyta","Dilleniales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"559","2020-01-31 11:24:20-03","CVRD","CVRD","2874","PreservedSpecimen","Plantae","Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","Haroldo C. de Lima","1990","07","30","Menandro, M.S.","256","1990","07","30","BRASIL","MG","Rio Vermelho","Parcela C4 do Ensaio de Manejo Florestal.","-43.0092010498047","-18.2936000823975","26996","Cipó folíolos, com face inferior mais pilosa a mais clara, flores com cálice vermelho e corola liláz. Frutos imaturos pilosos, verde nigrescentes. <ll>dwc_commonname:</ll> Cipó cacho rosado","CVRD002874",NA,"auto","Magnoliophyta","Fabales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"560","2020-01-31 11:25:03-03","CVRD","CVRD","2865","PreservedSpecimen","Plantae","Lacistemataceae","Lacistema","sp.","Lacistema sp.",NA,"Geovane S. Siqueira","2008","10","15","Menandro, M.S.","247","1990","07","30","BRASIL","MG","Rio Vermelho","Parcela D4 - I3 do Ensaio de manejo florestal.","-43.0092010498047","-18.2936000823975","26996","Flores quase concolores, com face inf. pouco mais clara, inflorescência amarelo-avermelhado. <ll>dwc_commonname:</ll> Cega machado","CVRD002865",NA,"auto","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"561","2020-01-31 11:25:37-03","CVRD","CVRD","2864","PreservedSpecimen","Plantae","Sapindaceae","Serjania","cf. pyramidata","Serjania cf. pyramidata","Radlk.","Pedro Acevedo Rodriguez","1990","09","12","Menandro, M.S.","246","1990","07","30","BRASIL","MG","Rio Vermelho","Parcela D4-I5 do ensaio de manejo florestal.","-43.0092010498047","-18.2936000823975","26996","Lactescente, folíolos discolores, com face superior mais escura e brilhante. Ramos mais grossos, flores com cálice verde e corola amarelada. <ll>dwc_commonname:</ll> Cipó de vargem","CVRD002864",NA,"auto","Magnoliophyta","Sapindales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"562","2020-01-31 11:25:05-03","CVRD","CVRD","3925","PreservedSpecimen","Plantae","Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Cav.","André M. Amorim","2002","06","24","Souza, V.D.","360","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Cipó moreira","CVRD003925",NA,"auto","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"563","2020-01-31 11:23:56-03","CVRD","CVRD","3921","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","polyanthes","Vernonanthura polyanthes","(Spreng.) A.J. Vega & M. Dematteis","Aristônio M. Teles","2015","08","12","Souza, V.D.","356","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Assapeixe","CVRD003921",NA,"auto","Magnoliophyta","Asterales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"564","2020-01-31 11:23:57-03","CVRD","CVRD","3926","PreservedSpecimen","Plantae","Amaranthaceae","Hebanthe","eriantha","Hebanthe eriantha","(Poir.) Pedersen","Geovane S. Siqueira","2016","09","12","Souza, V.D.","361","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Cura tombo","CVRD003926",NA,"auto","Magnoliophyta","Caryophyllales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"565","2020-03-09 10:32:42-03","CVRD","CVRD","3927","PreservedSpecimen","Plantae","Scrophulariaceae","Buddleja","sp.","Buddleja sp.",NA,NA,NA,NA,NA,"Souza, V.D.","362","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Budeja","CVRD003927",NA,"auto","Magnoliophyta","Lamiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"566","2020-03-09 10:32:38-03","CVRD","CVRD","3920","PreservedSpecimen","Plantae","Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","(Ker Gawl.) Miers","Lúcia G. Lohmann","2007","05","23","Souza, V.D.","355","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Cipó macambira laranja","CVRD003920",NA,"auto","Magnoliophyta","Lamiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"567","2020-01-31 11:25:03-03","CVRD","CVRD","3923","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","William R. Anderson","1998","12","22","Souza, V.D.","358","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Murici do brejo","CVRD003923",NA,"auto","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"568","2020-01-31 11:23:53-03","CVRD","CVRD","3924","PreservedSpecimen","Plantae","Asteraceae","Baccharis","calvescens","Baccharis calvescens","DC.","Aristônio M. Teles","2015","08","12","Souza, V.D.","359","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Alicrim machado","CVRD003924",NA,"auto","Magnoliophyta","Asterales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"569","2020-01-31 11:23:56-03","CVRD","CVRD","3922","PreservedSpecimen","Plantae","Asteraceae","Trixis","antimenorrhoea","Trixis antimenorrhoea","(Schrank) Kuntze","Marcelo Monge","2011","08","17","Souza, V.D.","357","1992","08","24","BRASIL","MG","Rio Vermelho","Próximo a casa do guarda.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Cipó cabeludo","CVRD003922",NA,"auto","Magnoliophyta","Asterales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"570","2020-01-31 11:24:24-03","CVRD","CVRD","2863","PreservedSpecimen","Plantae","Fabaceae","Platypodium","elegans","Platypodium elegans","Vog.","Haroldo C. de Lima","1990","07","29","Menandro, M.S.","244","1990","07","29","BRASIL","MG","Rio Vermelho","Próximo à casa do guarda.","-43.0092010498047","-18.2936000823975","26996","Folíolos discolores, com face inferior mais clara. Frutos de vez, verdes, com núcleo semênifero mais escuro. <ll>dwc_commonname:</ll> Uruvalheira","CVRD002863",NA,"auto","Magnoliophyta","Fabales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"571","2020-01-31 11:25:15-03","CVRD","CVRD","2838","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.) Cong.","Baumgratz, J.F.A.","1992","03","27","Menandro, M.S.","217","1990","07","28","BRASIL","MG","Rio Vermelho","Próximo a curso d'água.","-43.0092010498047","-18.2936000823975","26996","Folhas discolores com face ventral mais clara, flores com corola branca, estames grená e corolas amarelas. A madeira dá boas estacas de cerca, tipo candeia. <ll>dwc_commonname:</ll> Quaresma de rio","CVRD002838",NA,"auto","Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"572","2020-01-31 11:25:03-03","CVRD","CVRD","2869","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","Domingos A. Folli","1993","05","14","Menandro, M.S.","251","1990","07","30","BRASIL","MG","Rio Vermelho","Próximo ao Bloco D do Ensaio de manejo florestal.","-43.0092010498047","-18.2936000823975","26996","Folhas disc., com face inferior mais clara, pubescente, amarelados, ramos mais novos averm., flores com pétalas amarelas. tendendo para vermelho. <ll>dwc_commonname:</ll> Murici do brejo","CVRD002869",NA,"auto","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"573","2020-01-31 13:35:07-03","CVRD","CVRD","2030","PreservedSpecimen","Plantae","Fabaceae","Senegalia","polyphylla","Senegalia polyphylla","(DC.) Britton & Rose","Pétala G. Ribeiro","2013","05","03","Menandro, M.S.","117","1988","08","30","BRASIL","MG","Rio Vermelho","Próximo a sede. árvore em floresta secundária, bastante frequente.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Angico preto","CVRD002030",NA,"auto","Magnoliophyta","Fabales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"574","2020-01-31 11:25:13-03","CVRD","CVRD","3934","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hispida","Miconia hispida","Cogn.","Domingos A. Folli","2004","09","16","Souza, V.D.","369","1992","08","25","BRASIL","MG","Rio Vermelho","Tratamento C.2, Bloco C.","-43.0092010498047","-18.2936000823975","26996","<ll>dwc_commonname:</ll> Piúna","CVRD003934",NA,"auto","Magnoliophyta","Myrtales","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"575","2018-10-26 11:54:52-03","Cenargen","CEN","27042","S","Plantae","Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.","T. B. Cavalcanti & S. Graham",NA,NA,NA,"Taciana Barbosa Cavalcanti","2289","1997","04","25","Brasil","MG","RIO VERMELHO","Serra do Ambrósio. Fazenda Vargem do Anjo. Na subida do morro, após a mata.","-43.0525","-18.14194",NA,"Subarbusto muito viscoso, crescendo em areial branco e abundante. Tubo floral avermelhado. Guias de néctar amarelas.","CEN00027042","CEN00027042",NA,NA,NA,NA,"-43.05250","-18.14194","842","842","Exsicatas",NA,NA,NA,"7",NA
"576","2018-10-26 11:55:28-03","Cenargen","CEN","27041","S","Plantae","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","T. B. Cavalcanti",NA,NA,NA,"Taciana Barbosa Cavalcanti","2288","1997","04","25","Brasil","MG","RIO VERMELHO","Serra do Ambrósio. Fazenda Vargem do Anjo.","-43.05944","-18.14222",NA,"Tubo floral vináceo. Pétalas lavanda.","CEN00027041","CEN00027041",NA,NA,NA,NA,"-43.05944","-18.14222","1015","1015","Exsicatas",NA,NA,NA,"6",NA
"577","2018-10-26 11:56:07-03","Cenargen","CEN","27040","S","Plantae","Lythraceae","Diplusodon","helianthemifolius","Diplusodon helianthemifolius var. pemphoides","DC.","T. B. Cavalcanti",NA,NA,NA,"Taciana Barbosa Cavalcanti","2287","1997","04","25","Brasil","MG","RIO VERMELHO","Serra do Ambrósio. Fazenda Vargem do Anjo.","-43.059444","-18.142222",NA,"Ramos cilíndricos, os bens jovens quadrangulares, com longos tricomas. Flores rosa-choque, as mais velhas arroxeadas. Apêndices patentes, vináceos. Tubo floral esverdeado. 12 estames. Apêndices patentes a deflexos.","CEN00027040","CEN00027040",NA,NA,NA,NA,"-43,059444","-18,142222","1015","1015","Exsicatas","var. pemphoides",NA,NA,"6",NA
"578","2019-06-27 15:36:23-03","Cenargen","CEN","105471","S","Plantae","Fabaceae Mimosoideae","Mimosa","pogocephala","Mimosa pogocephala","Benth.","M. Simon","2018","10",NA,"Leonardo Maurici Borges","467","2010","11","20","Brasil","MG","RIO VERMELHO","Pedra Menina. Platô Pedra Menina.","-43.141944","-18.103055",NA,"Área antropizada regenerando após queimada. Arvoreta flexuosa. Ramos delgados, pardos com estrias levemente avermelhadas. Raques verde-claras. Folhas discolores, face adaxial verde-escura, abaxial verde-clara. periano creme. Filet","CEN00105471","CEN00105471",NA,NA,NA,NA,"-43,141944","-18,103055","1460","1460","Exsicatas",NA,NA,NA,"1",NA
"579","2019-06-27 15:38:15-03","Cenargen","CEN","18977","S","Plantae","Lythraceae","Diplusodon","uninervius","Diplusodon uninervius","Koehne","T. B. Cavalcanti","1986","04",NA,"Renato de Mello-Silva","s/n","1984","10","14","Brasil","MG","RIO VERMELHO","Fazenda Vargem da Angélica. Morro da Virada do Mato Virgem.","-43.0092010498047","-18.2936000823975","26996","Arbusto no carrascal. Doação do Departamento de Botânica da Universidade de São Paulo - SPF (35294). CFCR (5494). Flora de Campos Rupestres.","CEN00018977","CEN00018977","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"580","2018-10-26 11:56:27-03","Cenargen","CEN","14141","S","Plantae","Lythraceae","Diplusodon","uninervius","Diplusodon uninervius","Koehne","T. B. Cavalcanti",NA,NA,NA,"Renato de Mello-Silva","416","1991","06","10","Brasil","MG","RIO VERMELHO","Fazenda Vargem do Anjo. Morro Espigão do Meio.","-43.0092010498047","-18.2936000823975","26996","Arbusto no carrasco. Hipanto amarelado com apêndices intersepálicos verdes. Corola rosa. 12 estames. Frutos. Doação da Universidade de São Paulo - Herbário SPF.","CEN00014141","CEN00014141","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"581","2019-06-27 15:37:38-03","Cenargen","CEN","14142","S","Plantae","Lythraceae","Cuphea","adenophylla","Cuphea adenophylla","T.B.Cavalc.","T. B. Cavalcanti","1991","08",NA,"Renato de Mello-Silva","423","1991","06","10","Brasil","MG","RIO VERMELHO","Fazenda Vargem do Anjo. Morro Espigão do Meio.","-43.0092010498047","-18.2936000823975","26996","Subarbusto no carrascal. Corola rosa com estrias cor-de vinho. Folhas e flores com tricomas glandulosos.Doação da Universidade de São Paulo - Herbário SPF.","CEN00014142","CEN00014142","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"582","2019-06-27 15:38:15-03","Cenargen","CEN","29270","S","Plantae","Lythraceae","Diplusodon","uninervius","Diplusodon uninervius","Koehne","T. B. Cavalcanti","1993",NA,NA,"Ana Maria Giulietti","s/n","1985","03","31","Brasil","MG","RIO VERMELHO","Morro do Ambrósio.","-43.0092010498047","-18.2936000823975","26996","Cálice alvo com ápice listrado de rosa, corola rosa com nervura principal rosa-escuro.Doação do Instituto de Botânica - SP (221658). São Paulo. CFCR (7681).","CEN00029270","CEN00029270","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"583","2019-06-27 15:42:18-03","Cenargen","CEN","55536","S","Plantae","Polygonaceae","Coccoloba","brasiliensis","Coccoloba brasiliensis","Nees & Mart.","E. Melo","1994","09",NA,"Ana Maria Giulietti","s/n","1984","07","15","Brasil","MG","RIO VERMELHO","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","Doação Instituto de Botânica de São Paulo - SP - Brasil","CEN00055536","CEN00055536","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"584","2018-10-26 12:01:55-03","Cenargen","CEN","92710","S","Plantae","Pentaphyllacaceae","Ternstroemia","alnifolia","Ternstroemia alnifolia","Wawra",NA,NA,NA,NA,"Raymond Mervyn Harley - CFCR","4512","1984","07","15","Brasil","MG","RIO VERMELHO","Pedra Menina. Morro do Ambrósio.","-43.0092010498047","-18.2936000823975","26996","Sépala creme. Departamento de Botânica - Doação Universidade de São Paulo. Flora de Campos Rupestres.","CEN00092710","CEN00092710","auto",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA
"585","2018-10-26 12:09:11-03","Cenargen","CEN","96841","S","Plantae","Turneraceae","Turnera","revoluta","Turnera revoluta","Urb.","G. M. Antar",NA,NA,NA,"Leonardo Maurici Borges","478","2010","11","20","Brasil","MG","RIO VERMELHO","Pedra Menina. Platô Pedra Menina. 18°06'26.7S 43°08'26.1W.","-43.0092010498047","-18.2936000823975","26996","Arbusto ca. 30 cm. Ramos acinzentados. Folhas cartáceas, discolores, verde-escuras na face adaxial, verde claras na face abaxial. Cálice verde claro. Corola amarela. Doação da Universidade de São Paulo. Herbário SPF.","CEN00096841","CEN00096841","auto",NA,NA,NA,NA,NA,"1515","1515","Exsicatas",NA,NA,NA,"1",NA
"586","2018-10-26 11:59:39-03","Cenargen","CEN","99587","S","Plantae","Myrtaceae","Myrcia","retorta","Myrcia retorta","Cambess.","M. F. Santos","2007",NA,NA,"Inês Cordeiro - CFCR","10214","1986","09","08","Brasil","MG","RIO VERMELHO","Pedra Menina, Serra do Ambósio, Espigão do Meio. faz. Vargem do Anjo","-43.0092010498047","-18.2936000823975","26996","Sépalas verdes pétalas alvas, estiletes e filetes alvos, anteras amarelo-claras, Doação Departamento de Botânica - Universidade de São Paulo. Flora de Campos Rupestres. SPF nº 44679","CEN00099587","CEN00099587","auto",NA,NA,NA,NA,NA,"830","830","Exsicatas",NA,NA,NA,"1",NA
"587","2018-10-26 11:44:59-03","Cenargen","CEN","106746","S","Plantae","Combretaceae","Terminalia","glabrescens","Terminalia glabrescens","Mart.","J. R. Pirani","1990",NA,NA,"Taciana Barbosa Cavalcanti - CFCR","10203","1986","09","08","Brasil","MG","RIO VERMELHO","Serra do Ambrósio, Espigão do Meio, faz. Vargem do Anjo.","-43.0092010498047","-18.2936000823975","26996","Frutos com ala verde-vinácea. Doação da Universidade de São Paulo - Departamento de Botânica - SPF (44668) - Flora de Campos Rupestres.","CEN00106746","CEN00106746","auto",NA,NA,NA,NA,NA,"830","830","Exsicatas",NA,NA,NA,"1",NA
"588","2019-07-24 16:07:05-03","SMITHSONIAN","US","3147246","PreservedSpecimen","Plantae","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.",NA,NA,NA,NA,"M. Menandro",NA,"1986","05","10","Brazil","Minas Gerais","Rio Vermelho","Fazenda Portão","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/365087bce-3e86-4e58-9871-79c5973a83ae target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,"900","900",NA,NA,NA,"Dicotyledonae",NA,NA
"589","2019-07-24 16:07:05-03","SMITHSONIAN","US","3241231","PreservedSpecimen","Plantae","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.",NA,NA,NA,NA,"V. C. Souza",NA,"1992","08","25","Brazil","Minas Gerais","Rio Vermelho","Tratamento C2, bloco C FRDSA.","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/313a7d2fa-e625-41fb-b259-da6a38064e28 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"590","2019-07-24 16:07:13-03","SMITHSONIAN","US","3301261","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","graveolens","Microlicia graveolens","DC.",NA,NA,NA,NA,"N. L. Menezes, M. Sajo, M. Wanderley, M. Sajo & M. Meguro",NA,"1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Pedraenina. Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/31b1c9677-eea1-448a-82c4-445b5addb46c target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,"1300","1300",NA,NA,NA,"Dicotyledonae",NA,NA
"591","2019-07-24 16:07:14-03","SMITHSONIAN","US","3301262","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","jungermannioides","Microlicia jungermannioides","DC.",NA,NA,NA,NA,"N. L. Menezes, M. Sajo, M. G. L. Wanderley, M. Sajo & M. Meguro","7693","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Pedraenina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/367c7171c-7a44-4c01-82ee-0740bf43dae3 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"592","2019-07-24 16:02:48-03","SMITHSONIAN","US","2447838","PreservedSpecimen","Plantae","Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia",NA,NA,NA,NA,NA,"M. Magalhães","18916","1963","03","18","Brazil","Minas Gerais","Rio Vermelho","40km S. da Cidade","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/38c0bfd51-1f6b-40b3-9425-a5f83dedd36e target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Laurales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"593","2019-07-24 16:07:31-03","SMITHSONIAN","US","3210385","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","alpestris","Pterolepis alpestris","Triana",NA,NA,NA,NA,"T. Cavalcante, I. Cordeiro, R. Mello-Silva, N. Menezes & J. C. Goncalves","CFCR 10257","1986","09","09","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Platô Pedra Menina","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/3743c89a8-94a3-4a66-945a-af09b0d4705f target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,"1460","1460",NA,NA,NA,"Dicotyledonae",NA,NA
"594","2019-07-24 16:07:59-03","SMITHSONIAN","US","3204482","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trinervia","Tibouchina trinervia","Cogn.",NA,NA,NA,NA,"R. Varanda, A. Giulietti, A. Furlan, R. M. Harley & M. Wanderley","4503","1984","07","15","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/3b62f2c83-acb2-48cb-a66f-7ae5fd803540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"595","2019-07-24 16:07:59-03","SMITHSONIAN","US","3210424","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trinervia","Tibouchina trinervia","Cogn.",NA,NA,NA,NA,"N. L. Menezes, A. Giulietti, M. G. L. Wanderley, M. Sajo & M. Meguro","7682","1985","03","31","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho. Pedra Menina Morro do Ambrosio","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/3897b260f-9955-4033-8199-91849755acae target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"596","2019-07-24 16:07:59-03","SMITHSONIAN","US","3210422","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trinervia","Tibouchina trinervia","Cogn.",NA,NA,NA,NA,"R. Mello-Silva, J. R. Pirani & M. Meguro","7878","1985","08","01","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/35f3e9f18-682a-461e-9dcb-6a141560affc target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"597","2019-07-24 16:08:05-03","SMITHSONIAN","US","3210423","PreservedSpecimen","Plantae","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D. Don) Cogn.",NA,NA,NA,NA,"R. Mello-Silva, J. R. Pirani & M. Meguro","7836","1985","07","31","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrósio, Morro da Virada do Mato Virgem","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/338f599f0-05bc-41b8-8949-75cf079d881d target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"598","2019-07-24 16:29:57-03","SMITHSONIAN","US","1443690","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","minima","Vellozia minima","Pohl",NA,NA,NA,NA,"R. Mello-Silva, J. R. Pirani, M. Meguro & E. Isejima","2176","1984","10","14","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina, Fazenda Vargem da Angélica. Morro da Virada do Mato Virgem.","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/3ea8d0951-6cfd-4175-9fbd-f5e3de7f7093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Liliales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"599","2019-07-24 16:07:53-03","SMITHSONIAN","US","2438336","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","rigidula","Tibouchina rigidula","(Naudin) Wurdack & Mart.",NA,NA,NA,NA,"M. Magalhães","18920","1963","03","18","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho 15 km S","-43.0092010498047","-18.2936000823975","26996","<a href=http://n2t.net/ark:/65665/36a6768e4-cab1-4584-88d7-d71136b95420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"auto",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
