"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","preparationType","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType"
"290","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG2176","S","Plantae","Lamiaceae",NA,NA,"Creuza",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas opostas, alternas, glabras.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG2171","S","Plantae",NA,NA,NA,"Thaís",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas alternas com tricomas na face abaxial, caule glabro.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG2115","S","Plantae",NA,NA,NA,"Thaís",NA,"2013","12","08","Brasil","Minas Gerais","Serro","Báu","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas opostas, tricomas na face abaxial e caule com tricomas x655769 y 7952508, 1011 m.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG2170","S","Plantae","Bignoniaceae",NA,NA,"Juliana Lima Passos Rezende",NA,"2013","12","15","Brasil","Minas Gerais","Serro","Baú","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Trindade. 55. Raiz é medicinal.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG2149","S","Plantae","Fabaceae",NA,NA,"Juliana Lima Passos Rezende",NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Caule lenhoso, folha composta (4 foliolos) pilosos, parimpenado fruto vagem aproximadamente 12 cm. x 655318 y 7954056.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-01-28 13:10:51-03","MCN-PUC-MINAS","HPUC-MG","ANG2158","S","Plantae",NA,NA,NA,"Juliana Lima Passos Rezende",NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"x 655327 y 7954583.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-03-20 11:46:54-03","MCN-PUC-MINAS","HPUC-MG","ANG2118","S","Plantae",NA,NA,NA,"Thaís",NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folha miúda, caule lenhoso, folhas pequenas e glabas, fruto verde, e roxo ''fofo'' com 2 apêndices laterais.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG2140","S","Plantae","Annonaceae",NA,NA,NA,NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Caule lenhoso, folhas e caules lisos, folhas alternas x655320 y 7954542.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG2130","S","Plantae","Fabaceae",NA,NA,"Juliana Lima Passos Rezende",NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Arbusto aproximadamente 2m, tronco com aculeos, folha composta, imparipenada, aspero em cima, piloso na face abaxial, caule lenhoso com pêlos dourados, aveludado.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG2151","S","Plantae","Asteraceae",NA,NA,NA,NA,"2013","07","09","Brasil","Minas Gerais","Serro","Baú Mato Grosso","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Caule verde com tricomas glandulares, folhas opostas com tricomas glandulares, inflorescência com petalas rosas.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG2128","S","Plantae",NA,NA,NA,"Juliana Lima Passos Rezende",NA,"2013","07","07","Brasil","Minas Gerais","Serro","Cabeceira da cachoeira do Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Caule glabo, folhas glabas e alternas, x 65º95'63'' y 79º50'903'' aproximadamente 4 metros.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG4392","S","Plantae",NA,NA,NA,"Menezes Tauane","1",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"906","906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, bordas lisas, textura coriácea, filotaxia verticilada. UTM: 7959902 x; 654640 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG4407","S","Plantae","Myrtaceae",NA,NA,"JLPR",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"28","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, textura membranosa, filotaxia oposta. Jabuticaba nativa. UTM: 7959641 x; 654224 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG4388","S","Plantae","Bignoniaceae",NA,NA,"Ludivanelem A. S.","7",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"913","913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas compostas, textura membranosa. Raiz com cheiro de cumarina. UTM: 7959944 x; 654791 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG3951","S","Plantae","Orchidaceae",NA,NA,"JLPR","76",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Usada para venda, em geral para jardins.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG4857","S","Plantae","Calophyllaceae",NA,NA,"JLPR",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Presença de Látex nas folhas. Flores chamativas. Filotaxia verticilada. Textura coriácea","auto",NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-01-28 13:11:20-03","MCN-PUC-MINAS","HPUC-MG","ANG4364","S","Plantae","Lauraceae Cf.",NA,NA,"JLPR",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, filotaxia oposta. Textura membranosa. Usada para cerca e para construção em casa. UTM: 7959448 x; 654406 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG4534","S","Plantae",NA,NA,NA,"Ludivanelem A. S.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz - Quilombo","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Bordas levemente serrilhadas, textura membranosa. Planta com muito látex branco.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG4370","S","Plantae","Lamiaceae",NA,NA,"JLPR","77",NA,NA,NA,"Brasil","Minas Gerais","Serro","São Gonçalo","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas com bordas serrilhadas, textura membranácea, pêlos glândulares, cheiro refrescante de menta.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG2132","S","Plantae","Asteraceae","Achillea","Achillea millefolium","Creuza",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"millefolium",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas pinadas opostas, caule glabro.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG2201","S","Plantae","Asteraceae","Achyrocline","Achyrocline satureioides","Thaís",NA,"2013","12","08","Brasil","Minas Gerais","Serro","Baú","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"satureioides",NA,"Jimi Nakajima","2016","03","01","-18.604700088501","37754",NA,"Caule e folhas com tricomas brancos.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3957","S","Plantae","Asteraceae","Achyrocline","Achyrocline vargasiana","Tarso N.C.","16",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.488889","43°29'20''W","18°25'15''S","918","918",NA,NA,NA,NA,"vargasiana",NA,"Jimi Nakajima","2016","03","01","-18.420833",NA,NA,"Folhas alternas, simples, bordas simples. Planta medicinal. UTM: 655122x; 7959814y.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG2131","S","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus ciliatus","Juliana Lima Passos Rezende",NA,"2013","10","14","Brasil","Minas Gerais","Serro","Báu","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"ciliatus",NA,"Lívia Echternacht","2015","03","25","-18.604700088501","37754",NA,"Folhas em roseta, pêlo branco na base da folha, Pecíolo piloso, inflorecência branca, 3 estames, sepalas brancas, petalas sem pelo x 0657006 y 7948852.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG3851","S","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus incanus","J. Rezende",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473",NA,NA,"871","871",NA,NA,NA,NA,"incanus",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Vendido para artesanato em época de flor. UTM / Latitude 7959179 - Longitude 654153","auto",NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3960","S","Plantae","Asteraceae","Ageratum","Ageratum fastigiatum","JLPR","95",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.537222","43°32'14''W","18°26'42''S","826","826",NA,NA,NA,NA,"fastigiatum",NA,"Jimi Nakajima","2016","03","01","-18.445",NA,NA,"Flores em capítulos roxas e brancas. Planta usada como repelente.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3952","S","Plantae","Asteraceae","Ageratum","Ageratum fastigiatum","Ludivanelem A. S.","2",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"910","910",NA,NA,NA,NA,"fastigiatum",NA,"Jimi Nakajima","2016","03","01","-18.604700088501","37754",NA,"Folhas opostas, compostas, bordas serrilhadas, textura membranosa. Possui tricomas. UTM: 654771x; 7959914y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG2198","S","Plantae","Rubiaceae","Alibertia","Alibertia","Thaís",NA,"2013","07","07","Brasil","Minas Gerais","Serro","Ausente - Carrasco","-43.3793983459473",NA,NA,"1.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"X 657438 Y 7950775. Árvore +-3m. Caule glabro. Folhas glabras, alternas. Fruto taga, amargo com muito tanino, doce e preto quando maduro.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG4377","S","Plantae","Amaranthaceae","Alternanthera Cf.","Alternanthera Cf.","Menezes Tauane","6",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"884","884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, textura coriácea. Planta em quintal. UTM: 7960362 x; 653695 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG2159","S","Plantae","Anacardiaceae","Anacardium","Anacardium humile","Juliana Lima Passos Rezende",NA,"2013","12","14","Brasil","Minas Gerais","Ausente Serro","Ausente","-43.378889","43°22'44'' W","18°36'12'' S","811","811",NA,NA,NA,NA,"humile",NA,NA,NA,NA,NA,"-18.603333",NA,NA,"Ponto 20. Proximo a estrada Milho Verde / Serro, folhas opostas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG2161","S","Plantae","Annonaceae","Annona","Annona","Juliana Lima Passos Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Campo dos Pequis,19 com fruto, folha pilosa, alterna .","auto",NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-09-30 12:43:27-03","MCN-PUC-MINAS","HPUC-MG","CARP069","S","Plantae","Annonaceae","Annona","Annona crassiflora","Juliana Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.378889","43° 22' 44''W","18° 36' 12''S","811","811",NA,NA,NA,NA,"crassiflora",NA,"M.F.V.Starling & CUNHA, J.S",NA,NA,NA,"-18.603333",NA,NA,"Fruto Múltiplo Estrobiliforme. Área de pequi próximo a rodovia Milho Verde. Material da Juliana - nº 4.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","CARP065","S","Plantae","Aristolochiaceae","Aristolochia","Aristolochia","Juliana Rezende",NA,"2013","12","12","Brasil","Minas Gerais","Serro","Ausente","-43.378889","43º 22' 44''W","18º 36' 12''S","811","811",NA,NA,NA,NA,NA,NA,"M.F.V.Starling & CUNHA, J.S",NA,NA,NA,"-18.603333",NA,NA,"Fruto simples - Cápsula Septicida. Fruto utilizado para remédio. Material da Juliana - nº 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG2153","S","Plantae","Aristolochiaceae","Aristolochia","Aristolochia","Juliana Lima Passos Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Ponto 11, Margem do Rio Jequitinhonha, flor roxa com fruto em cesta, usado para remédio.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-09-30 12:43:28-03","MCN-PUC-MINAS","HPUC-MG","CARP066","S","Plantae","Aristolochiaceae","Aristolochia","Aristolochia labiata","Juliana Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.378889","43º 22' 44''W","18º 36' 12''S","811","811",NA,NA,NA,NA,"labiata",NA,"M.F.V.Starling & CUNHA, J.S",NA,NA,NA,"-18.603333",NA,NA,"Fruto simples - Cápsula Septicida. Fruto utilizado para remédio. Material da Juliana - nº 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-01-28 13:11:30-03","MCN-PUC-MINAS","HPUC-MG","ANG4382","S","Plantae","Polygalaceae","Asemeia","Asemeia cf. violacea","Menezes Tauane","5",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"911","911",NA,NA,NA,NA,"cf. violacea",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, bordas simples, textura membranosa. UTM: 7459876 x; 654934 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG2126","S","Plantae","Apocynaceae","Aspidosperma","Aspidosperma",NA,NA,"2013","07","06","Brasil","Minas Gerais","Serro",NA,"-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Árvore aproximadamente 10 m, arvore serve para ferramenta, caule liso, lenhoso, folhas lisas, linha de casa, marco de porta.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG4358","S","Plantae","Apocynaceae","Aspidosperma","Aspidosperma","JLPR","82",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas com textura membranácea, bordas simples. Planta com fruto. Usada na construção. UTM: 7959448 x; 654406 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG4530","S","Plantae","Apocynaceae","Aspidosperma","Aspidosperma cf. cylindrocarpon","JLPRezende","100",NA,NA,NA,"Brasil","Minas Gerais","Serro","Localizada na beira do Rio Jequitinhonha","-43.517778","43°31'4W","18°26'6S","858","858",NA,NA,NA,NA,"cf. cylindrocarpon",NA,NA,NA,NA,NA,"-18.435",NA,NA,"Folhas simples, bordas inteiras e lisas, textura coriácea. Botões esbranquiçados. Usada para contrução.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG5291","S","Plantae","Apocynaceae Cf.","Aspidosperma Cf.","Aspidosperma Cf.","Swerts","5",NA,NA,NA,"Brasil","Minas Gerais","Serro","Samambaia","-43.560278","43°33'37 W","18°26'46 S","883","883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.446111",NA,NA,"Usado para lenha e construção de cerca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3956","S","Plantae","Asteraceae","Baccharis","Baccharis crispa","Tarso N.C.","17",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.488889","43°29'20''W","18°25'15''S","934","934",NA,NA,NA,NA,"crispa",NA,"Jimi Nakajima","2016","03","01","-18.420833",NA,NA,"Folhas com textura coriácea. Caule alado. UTM: 65588x; 7959624y.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-01-28 13:11:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3949","S","Plantae","Asteraceae","Baccharis","Baccharis dracunculifolia","JLPR","94",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"dracunculifolia",NA,"Jimi Nakajima","2016","03","01","-18.604700088501","37754",NA,"Folhas simpes, bordas simpes. Planta utilizada para benzer.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-01-28 13:11:34-03","MCN-PUC-MINAS","HPUC-MG","ANG4856","S","Plantae","Velloziaceae","Barbacenia","Barbacenia","Menezes Tauane",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"904","904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"UTM: 604639 x; 7959904 y","auto",NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG4539","S","Plantae","Fabaceae","Bauhinia","Bauhinia cf. longifolia","JLPRezende","105",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Companhia, São Gonçalo","-43.484444","43°29'4W","18°23'3S","857","857",NA,NA,NA,NA,"cf. longifolia",NA,NA,NA,NA,NA,"-18.384167",NA,NA,"Folhas simples, bordas lisas, textura coriácea, Fruto em vagem, sem flores. Área de Mata de Galeria .",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5289","S","Plantae","Fabaceae","Bauhinia","Bauhinia cf. longifolia","Ludivanelem A.S","27",NA,NA,NA,"Brasil","Minas Gerais","Serro","Santa Cruz","-43.446111","43°26'46 W","18°26'46 S","880","880",NA,NA,NA,NA,"cf. longifolia",NA,NA,NA,NA,NA,"-18.446111",NA,NA,"Folhas pilosas abaxialmente. Usado para lenha. Arbusto com cerca de 1.60 m",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG4363","S","Plantae","Bixaceae","Bixa","Bixa orellana","Tarso N.C.","9",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.3793983459473",NA,NA,"926","926",NA,NA,NA,NA,"orellana",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas simples, bordas simples, textura membranosa. UTM: 7459874 x; 654944 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG2150","S","Plantae","Rubiaceae","Borreria","Borreria verticillata",NA,NA,"2013","07","06","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"verticillata",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Caule glabro, folhas opostas cruzadas lisas, petalas brancas, sepalas verdes, flores pequenas.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG2155","S","Plantae","Fabaceae","Bowdichia","Bowdichia virgilioides","JulianaJuliana Lima Passos Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"virgilioides",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folha composta, pilosa na face abaxial, fruto vagem vermelho, usado para poste, ponto 21.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG4359","S","Plantae","Fabaceae","Bowdichia","Bowdichia virgilioides","JLPR","105",NA,NA,NA,"Brasil","Minas Gerais","Serro","Sapateiro - Vila Nova","-43.3793983459473",NA,NA,"1174","1174",NA,NA,NA,NA,"virgilioides",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas compostas, bordas simples, textura membranácea. Usada para poste e lenha. UTM: 7963464 x; 659923 y.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG4366","S","Plantae","Malpighiaceae","Byrsonima","Byrsonima","Ludivanelem A. S.","13",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.536944","43°32'13W","18°26'43S","894","894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-18.445278",NA,NA,"Folhas com textura membranosa. Flores com 5 pétalas unguladas. Possui néctario extra floral.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG4538","S","Plantae","Malpighiaceae","Byrsonima","Byrsonima cf. intermedia","Ludivanelem A. S.","21",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz - Quilombo","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"cf. intermedia",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"Folhas com textura coriácea, verde clara adaxial, esbranquiçado aveludada abaxial. Flores com sépalas amarelas e laranjas, flores no pote com álcool. Frutos comestíveis.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG2192","S","Plantae","Malpighiaceae","Byrsonima","Byrsonima intermedia","Juliana Lima Passos Rezende",NA,"2013","12","13","Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473",NA,NA,NA,NA,NA,NA,NA,NA,"intermedia",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"11. Arbusto aproximadamente 1,5m. Folhas opostas, pilosas na face abaxial, inflorescencia em botões, pétalas amarelas.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG4380","S","Plantae","Fabaceae","Cajanus","Cajanus cf. cajan","Ludivanelem A. S.","11",NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Santa Cruz","-43.538889","43°32'20W","18°26'40S","892","892",NA,NA,NA,NA,"cf. cajan",NA,NA,NA,NA,NA,"-18.444444",NA,NA,"Folhas compostas, bordas lisas, textura membranosa. Flores alaranjadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
