"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","preparationType","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType"
"1","2020-03-04 15:25:13-03","UNESC","CRI","9110","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","Tibouchina","A.L. de Gasper","2833","2011","04","10","Brasil","Minas Gerais","Serro","Estrada entre Milho Verde e São Gonçalo do Rio das Pedras.","-43.493367","43º29'602''W","18º26'2505''S","1181","1181","CRI004460","CRI004460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:41-03","FZB-BH","CVJBFZB","3228","S","Plantae","Bromeliaceae","Billbergia","Billbergia porteana","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Poales","porteana","Brongn. ex Beer","Lucas Assis","2013","10","07","-18.604700088501","37754","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2001","S","Plantae","Orchidaceae","Cattleya","Cattleya sp.","Telma Sueli Mesquita Grandi;",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asparagales","sp.",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3231","S","Plantae","Orchidaceae","Encyclia","Encyclia cf. patens","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asparagales","cf. patens","Hook.","Lucas Assis","2013","10","07","-18.604700088501","37754",NA,"254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3230","S","Plantae","Orchidaceae","Ionopsis","Ionopsis utricularioides","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asparagales","utricularioides","(Sw.) Lindl.","Lucas Assis","2013","10","07","-18.604700088501","37754",NA,"254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","3233","S","Plantae","Polypodiaceae","Pleopeltis","Pleopeltis macrocarpa","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Pteridophyta",NA,"macrocarpa","(Bory ex Willd.) Kaulf.","Lucas Assis","2013","10","07","-18.604700088501","37754",NA,"254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3232","S","Plantae","Orchidaceae","Polystachya","Polystachya sp.","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asparagales","sp.",NA,"Lucas Assis","2013","10","07","-18.604700088501","37754",NA,"254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","1371","S","Plantae","Cactaceae","Rhipsalis","Rhipsalis cf. lindbergiana","Rubens Custodio;",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","cf. lindbergiana","K.Schum.","Nygel Taylor",NA,NA,NA,"-18.604700088501","37754","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","3229","S","Plantae","Cactaceae","Rhipsalis","Rhipsalis russellii","Lucas Assis; Kelen Soares",NA,"2013","10","04","Brasil","Minas Gerais","Serro","Margem da estrada que liga Serro a Diamantina","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","russellii","Britton & Rose","Lucas Assis","2013","10","07","-18.604700088501","37754","2","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","1368","S","Plantae","Cactaceae","Rhipsalis","Rhipsalis russellii","Rubens Custódio;",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","russellii","Britton & Rose","Rubens Custódio Mota",NA,NA,NA,"-18.604700088501","37754","2","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 18:08:02-03","NYBG","NYBG","00916197","PreservedSpecimen","Plantae","Malpighiaceae","Peixotoa","Peixotoa glabra","G. G. Hatschbach","28921","1972","01","19","Brazil","Minas Gerais","Serro","Rod. MG-2, entre Serro e Datas","-43.3792","-43.3792","-18.6047",NA,NA,"NY00916197","NY00916197","Magnoliophyta","Malpighiales","glabra","A.Juss.","W. R. Anderson","1974",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"12","2019-12-16 16:39:42-03","NYBG","NYBG","921333","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","Phlegmariurus intermedius","N. Hensold","601","1982","04","05","Brazil","Minas Gerais","Serro","Along foot trail from Sto. Antônio do Itambé.","-43.3794","-43.3794","-18.6047","1700","2000","NY00921333","NY00921333","Lycopodiophyta","Lycopodiales","intermedius","(Trevis.) B.Øllg.","W. L. Testo","2017","11",NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"13","2019-12-16 18:51:42-03","NYBG","NYBG","01022305","PreservedSpecimen","Plantae","Santalaceae","Phoradendron","Phoradendron crassifolium","L. O. Williams","6879","1945","05","04","Brazil","Minas Gerais","Serro","Serra da Bocaina, 10 km. northwest of Sêrro.","-43.3792","-43.3792","-18.6047",NA,NA,"NY01022305","NY01022305","Magnoliophyta","Santalales","crassifolium","(Pohl ex DC.) Eichler",NA,NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"14","2019-12-16 16:52:01-03","NYBG","NYBG","798021","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","Piptocarpha notata","L. O. Williams","7915","1945","10","06","Brazil","Minas Gerais","Serro","Boca da Mata","-43.3792","-43.3792","-18.6047","1400","1400","NY00798021","NY00798021","Magnoliophyta","Asterales","notata",NA,"G. L. Smith","1984",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"15","2020-01-06 12:45:23-03","NYBG","NYBG","3910192","PreservedSpecimen","Plantae","Melastomataceae","Pterolepis","Pterolepis alpestris","F. Almeda","7806","1998","06","06","Brazil","Minas Gerais","Serro","Estrada para o Distrito de Milho Verde, ca 6km da cidade de Serro","-43.36666667","-43.36666667","-18.63333333",NA,NA,"NY03910192",NA,"Magnoliophyta","Myrtales","alpestris","(DC.) Triana",NA,NA,NA,NA,"-18.63333333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451205 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","Sheet",NA,NA,NA,NA,NA
"16","2019-12-16 18:26:39-03","NYBG","NYBG","3909694","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","Rhynchanthera grandiflora","F. Almeda","9084","2005","09","18","Brazil","Minas Gerais","Serro","3-6 km beyond the church in Capivarí enroute to Milho Verde.","-43.43631744","-43.43631744","-18.45643425","1000","1500","NY03909694",NA,"Magnoliophyta","Myrtales","grandiflora","(Aubl.) DC.",NA,NA,NA,NA,"-18.45643425",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","Sheet",NA,NA,NA,NA,NA
"17","2019-12-16 18:40:12-03","NYBG","NYBG","02710377","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","Rhynchospora","G. Martinelli","18963","2016","01","28","Brazil","Minas Gerais","Serro","Distrito de São Gonçalo do Rio das Pedras. Trilha para o Pico do Raio, campos rupestres. Campos Rupestres.","-43.475278","-43.475278","-18.432778",NA,NA,"NY02710377","NY02710377","Magnoliophyta","Poales",NA,NA,NA,"2019",NA,NA,"-18.432778",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"18","2019-12-16 18:40:30-03","NYBG","NYBG","00938485","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","Rhynchospora elatior brevispiculosa","G. M. Magalhaes","2114","1942","05","05","Brazil","Minas Gerais","Serro","Alto do Pico do Itambé.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00938485","NY00938485","Magnoliophyta","Poales","elatior","(Kük.) A.C.Araújo","A. C. Araújo","2004","08",NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","brevispiculosa",NA,NA,NA,NA
"19","2019-12-16 18:41:02-03","NYBG","NYBG","00938944","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","Rhynchospora pilosa pilosa","L. O. Williams","6909","1945","05","03","Brazil","Minas Gerais","Serro","Serra da Pedra Redonda, 4 km west of Sêrro.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00938944","NY00938944","Magnoliophyta","Poales","pilosa","(Kunth) Boeckeler",NA,NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","pilosa",NA,NA,NA,NA
"20","2019-12-16 18:41:03-03","NYBG","NYBG","00938963","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora","Rhynchospora recurvata","G. M. Magalhaes","2144","1942","05","06","Brazil","Minas Gerais","Serro","Pico do Itambé.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00938963","NY00938963","Magnoliophyta","Poales","recurvata",NA,NA,NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"21","2019-12-16 16:47:33-03","NYBG","NYBG","910860","PreservedSpecimen","Plantae","Orchidaceae","Sacoila","Sacoila hassleri","G. G. Hatschbach","28907","1972","01","19","Brazil","Minas Gerais","Serro","Rod. MG-2, entre Serro e Datas","-43.3792","-43.3792","-18.6047",NA,NA,"NY00910860","NY00910860","Magnoliophyta","Asparagales","hassleri","(Cogn.) Garay",NA,NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"22","2019-12-16 18:52:32-03","NYBG","NYBG","438051","PreservedSpecimen","Plantae","Anacardiaceae","Schinus","Schinus terebinthifolia rhoifolius","L. O. Williams","6990","1945","05","02","Brazil","Minas Gerais","Serro","Serra de Condado, 10-12 km N of Serro.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00438051","NY00438051","Magnoliophyta","Sapindales","terebinthifolia","(Mart.) Engl.","J. de D. Muñoz",NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","rhoifolius",NA,NA,NA,NA
"23","2019-12-16 17:30:17-03","NYBG","NYBG","00981271","PreservedSpecimen","Plantae","Fabaceae","Senna","Senna silvestris silvestris","G. G. Hatschbach","67381","1997","11","21","Brazil","Minas Gerais","Serro","Pedro Lessa","-43.3792","-43.3792","-18.6047",NA,NA,"NY00981271","NY00981271","Magnoliophyta","Fabales","silvestris","(Vell.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet","silvestris",NA,NA,NA,NA
"24","2019-12-16 18:26:54-03","NYBG","NYBG","1145263","PreservedSpecimen","Plantae","Melastomataceae","Siphanthera","Siphanthera arenaria","F. Almeda","9070","2005","09","17","Brazil","Minas Gerais","Serro","Distrito of Milho Verde. About 2 km from Milho Verde on the road to Capivari.","-43.49894","-43.49894","-18.48425","1040","1040","NY01145263","NY01145263","Magnoliophyta","Myrtales","arenaria",NA,"F. Almeda; O. Robinson","2008",NA,NA,"-18.48425",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"25","2019-12-16 18:26:54-03","NYBG","NYBG","1145262","PreservedSpecimen","Plantae","Melastomataceae","Siphanthera","Siphanthera paludosa","F. Almeda","9067","2005","09","17","Brazil","Minas Gerais","Serro","Distrito of Milho Verde. About 2 km from Milho Verde on the road to Capivari.","-43.49894","-43.49894","-18.48425","1040","1040","NY01145262","NY01145262","Magnoliophyta","Myrtales","paludosa","(DC.) Cogn.","F. Almeda; O. Robinson","2008",NA,NA,"-18.48425",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"26","2020-01-06 12:45:23-03","NYBG","NYBG","3909972","PreservedSpecimen","Plantae","Melastomataceae","Siphanthera","Siphanthera paludosa","F. Almeda","7810","1998","06","06","Brazil","Minas Gerais","Serro","Estada para o Distrito de Milho Verde, ca. 6km da cidade de Serro.","-43.36666667","-43.36666667","-18.63333333","1372","1372","NY03909972",NA,"Magnoliophyta","Myrtales","paludosa","(DC.) Cogn.",NA,NA,NA,NA,"-18.63333333",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451206 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","Sheet",NA,NA,NA,NA,NA
"27","2019-12-16 19:04:07-03","NYBG","NYBG","00700356","PreservedSpecimen","Plantae","Solanaceae","Solanum","Solanum granulosoleprosum","L. O. Williams","6835","1945","05","11","Brazil","Minas Gerais","Serro","Cruzeiro, near Sêrro","-43.3792","-43.3792","-18.6047",NA,NA,"NY00700356","NY00700356","Magnoliophyta","Solanales","granulosoleprosum","Dunal","K. E. Roe","1969",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"28","2019-12-16 17:51:36-03","NYBG","NYBG","01068233","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","Stachytarpheta mexiae","L. O. Williams","7920","1945","10","06","Brazil","Minas Gerais","Serro","Boca da Mata","-43.3792","-43.3792","-18.6047","1400","1400","NY01068233","NY01068233","Magnoliophyta","Lamiales","mexiae","Moldenke","S. Atkins","2000",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"29","2019-12-16 17:51:37-03","NYBG","NYBG","00956660","PreservedSpecimen","Plantae","Verbenaceae","Stachytarpheta","Stachytarpheta reticulata","G. G. Hatschbach","30152","1972","08","10","Brazil","Minas Gerais","Serro","Rod. MG-2, prox. a Pedro Less.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00956660","NY00956660","Magnoliophyta","Lamiales","reticulata","Mart. ex Schauer","S. Atkins",NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"30","2019-12-16 18:20:49-03","NYBG","NYBG","01874618","PreservedSpecimen","Plantae","Melastomataceae","Leandra","Leandra umbellata","C. Kameyama","31","1993","03","18","Brazil","Minas Gerais","Serro","Corrego do Aguapé. Chácara do Amolar, ca. 1,0 km de Serro. Mata perterbada.","-43.3793983459473",NA,NA,NA,NA,"NY01874618","NY01874618","Magnoliophyta","Myrtales","umbellata","DC.","M. Reginato","2014",NA,NA,"-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"31","2019-12-16 18:42:27-03","NYBG","NYBG","02707150","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","Paepalanthus polygonus","M. L. O. Trovó","486","2010","04","22","Brazil","Minas Gerais","Serro","Estrada para Capivari, 6,3 km do entroncamento","-43.3793983459473",NA,NA,NA,NA,"NY02707150","NY02707150","Magnoliophyta","Poales","polygonus","Körn.",NA,NA,NA,NA,"-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"32","2019-12-16 19:11:59-03","NYBG","NYBG","02607946","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","Trichomanes cristatum","A. P. Duarte","9099","1965","02","17","Brazil","Minas Gerais","Serro","Fazenda Bocaina. Campo rupestre, afloramentos rochosos.","-43.3793983459473",NA,NA,NA,NA,"NY02607946","NY02607946","Pteridophyta","Hymenophyllales","cristatum",NA,NA,NA,NA,NA,"-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2919673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"33","2019-12-16 17:57:28-03","NYBG","NYBG","2701710","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","Kielmeyera","G. G. Hatschbach","31688","1975","02","15","Brazil","Minas Gerais","Serro","Prox. a Pedro Less.","-43.3793983459473",NA,NA,NA,NA,"NY02701710","NY02701710","Magnoliophyta","Malpighiales",NA,"Mart.",NA,NA,NA,NA,"-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"34","2019-12-16 18:30:53-03","NYBG","NYBG","1552376","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","Myrcia laruotteana","G. G. Hatschbach","69744","1999","10","25","Brazil","Minas Gerais","Serro","Rio do Peixe","-43.3793983459473",NA,NA,NA,NA,"NY01552376","NY01552376","Magnoliophyta","Myrtales","laruotteana","Cambess.","M. L. Kawasaki","2000",NA,NA,"-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"35","2019-12-16 18:16:12-03","NYBG","NYBG","00941148","PreservedSpecimen","Plantae","Lythraceae","Diplusodon","Diplusodon glaucescens","T. B. Cavalcanti","2284","1997","04","24","Brazil","Minas Gerais","Serro","Rodovia Serro-Diamantina, km. 23.","-43.3793983459473",NA,NA,"1250","1250","NY00941148","NY00941148","Magnoliophyta","Myrtales","glaucescens","DC.","T. B. Cavalcanti","1997","04","24","-18.604700088501","37754",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"South America","sheet",NA,NA,NA,NA,NA
"36","2019-12-16 19:11:42-03","NYBG","NYBG","920496","PreservedSpecimen","Plantae","Gleicheniaceae","Sticherus","Sticherus longipes","A. Salino","5109","2000","02","26","Brazil","Minas Gerais","Serro","Distrito de Milho Verde, Lago Azul.","-43.3792","-43.3792","-18.6047",NA,NA,"NY00920496","NY00920496","Pteridophyta","Gleicheniales","longipes","(Fée) Copel.","R. C. Moran","2004",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"37","2019-12-16 16:39:58-03","NYBG","NYBG","1039716","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","Selaginella marginata","J. Prado","2100","2010","01","14","Brazil","Minas Gerais","Serro","Serra do Espinhaço; between Serro and Milho Verde, off of Estrada Real, about 10 km SE of Milho Verde and about 10 km NW of Serro.","-43.72","-43.72","-18.88","1010","1010","NY01039716",NA,"Lycopodiophyta","Selaginellales","marginata","(Humb. & Bonpl. ex Willd.) Spring","J. Prado",NA,NA,NA,"-18.88",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"38","2019-12-16 18:38:00-03","NYBG","NYBG","1039309","PreservedSpecimen","Plantae","Cyperaceae",NA,NA,"R. de Mello-Silva","2962","2007","11","15","Brazil","Minas Gerais","Serro","Estrada Serro - Milho Verde, 10.2 km. do início da estrada.","-43.4494","-43.4494","-18.5247","998","998","NY01039309","NY01039309","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"-18.5247",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"39","2019-12-16 18:41:52-03","NYBG","NYBG","00898039","PreservedSpecimen","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus ciliatus","N. Hensold","331","1981","12","03","Brazil","Minas Gerais","Serro","Just north of Milho Verde","-43.4889","-43.4889","-18.4611","1100","1100","NY00898039","NY00898039","Magnoliophyta","Poales","ciliatus","(Bong.) Sano","M. L. O. Trovó","2015",NA,NA,"-18.4611",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"40","2019-12-16 18:41:52-03","NYBG","NYBG","00860369","PreservedSpecimen","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus coutoensis","G. M. Magalhaes","2075","1942","05","05","Brazil","Minas Gerais","Serro","Alto do Pico do Itambé","-43.3792","-43.3792","-18.6047",NA,NA,"NY00860369","NY00860369","Magnoliophyta","Poales","coutoensis","(Moldenke) Sano","M. L. O. Trovó","2015",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"41","2019-12-16 18:41:52-03","NYBG","NYBG","00860677","PreservedSpecimen","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus polyanthus","N. Hensold","616","1982","04","06","Brazil","Minas Gerais","Serro","Serra do Espinhaço. Along trail from Sto. Antônio do Itambé to Pico Itambé.","-43.3306","-43.3306","-18.4056","1600","1600","NY00860677","NY00860677","Magnoliophyta","Poales","polyanthus","(Bong.) Sano",NA,NA,NA,NA,"-18.4056",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"42","2019-12-16 18:41:52-03","NYBG","NYBG","01185548","PreservedSpecimen","Plantae","Eriocaulaceae","Actinocephalus","Actinocephalus verae","M. L. O. Trovó","374","2007","04","25","Brazil","Minas Gerais","Serro","Estrada para Capivari, 6,8 km depois da bufurcaçao para Diamantina","-43.3794","-43.3794","-18.6047",NA,NA,"NY01185548","NY01185548","Magnoliophyta","Poales","verae","Sano",NA,NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1404419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"isotype",NA,NA,NA
"43","2019-12-16 17:50:18-03","NYBG","NYBG","00955543","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","Aegiphila obducta","L. O. Williams","7914","1945","10","06","Brazil","Minas Gerais","Serro","Boca da Mata","-43.3792","-43.3792","-18.6047","1400","1400","NY00955543","NY00955543","Magnoliophyta","Lamiales","obducta","Vell.","H. L. de M. Barreto",NA,NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"44","2019-12-16 19:17:05-03","NYBG","NYBG","921514","PreservedSpecimen","Plantae","Anemiaceae","Anemia","Anemia ciliata","G. G. Hatschbach","31620","1973","02","15","Brazil","Minas Gerais","Serro","Rod. Serro-Datas Km 10","-43.3792","-43.3792","-18.6047",NA,NA,"NY00921514","NY00921514","Pteridophyta","Schizaeales","ciliata","C.Presl","A. Sehnem","1973",NA,NA,"-18.6047",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
