"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag"
"1","2019-12-06 14:26:21-03","MBM","MBM","347345","S","Plantae","Apocynaceae","Landolphia","sapida","Landolphia sapida","Kuhlm.","SINTYPE","Kuhlmann, J.G.","6447","1943","11","13","Southern America","Brazil","Minas Gerais","Tarumirim","São Vicente do Rio Doce, São Vicente do Rio Doce (Vila) Goitacases.","-42.0066986083984","-19.2807998657227","32368","Liana, flores alvas.","MBM347345","MBM347345","auto"
