"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","continentOcean","typeStatus","order","individualCount","class","infraspecificEpithet","preparationType"
"22","2020-02-18 10:02:09-03","UFRRJ","RBR","2161","S","Plantae","Malvaceae","Pavonia","ridifolia","Pavonia ridifolia","Gurke","Esteves, GL","Peixoto, A","5125","1989","09","22","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","RBR00002161","auto","1997","02",NA,"Ferrovia Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-07-17 14:33:37-03","UFRRJ","RBR","8766","S","Plantae","Asteraceae","Blainvillea","rhomboidea","Blainvillea rhomboidea","Cass.",NA,"Peixoto, A.; et al.","5127","1989","09","22","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","RBR00008766","auto",NA,NA,NA,"Ferrovia Vitória",NA,"RBR00008766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-18 10:01:41-03","UFRRJ","RBR","24974","S","Plantae","Fabaceae","Desmodium",NA,"Desmodium",NA,NA,"Pace, LB; et al.","100","1989","09","22","Brasil","Minas Gerais","Conselheiro Pena","-41.4721984863281","-19.1721992492676","46509","RBR00024974","auto",NA,NA,NA,"Km 251 da Ferrovia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-06 14:59:08-03","MBM","MBM","421075","S","Plantae","Lecythidaceae","Lecythis","lurida","Lecythis lurida","(Miers) Mori","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2352","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.391389","-19.236111",NA,"MBM421075",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.391389","-19.236111","436","436",NA,"Southern America",NA,NA,NA,NA,NA,NA
"26","2019-12-06 14:32:15-03","MBM","MBM","418632","S","Plantae","Asteraceae","Lepidaploa",NA,"Lepidaploa",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2378","2019","03","10","Brazil","Minas Gerais","Conselheiro Pena","-41.391111","-19.239444",NA,"MBM418632",NA,NA,NA,NA,NA,NA,NA,"-41.391111","-19.239444","389","389",NA,"Southern America",NA,NA,NA,NA,NA,NA
"27","2019-12-06 15:00:49-03","MBM","MBM","420839","S","Plantae","Lygodiaceae","Lygodium","venustum","Lygodium venustum","Sw.","Pujals, A.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","22","Brazil","Minas Gerais","Conselheiro Pena","-41.484722","-19.118889",NA,"MBM420839",NA,"2019","03","25",NA,NA,NA,"-41.484722","-19.118889","132","132",NA,"Southern America",NA,NA,NA,NA,NA,NA
"28","2019-12-06 14:45:06-03","MBM","MBM","421304","S","Plantae","Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2383","2019","03","07","Brazil","Minas Gerais","Conselheiro Pena","-41.390556","-19.235556",NA,"MBM421304",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.390556","-19.235556","409","409",NA,"Southern America",NA,NA,NA,NA,NA,NA
"29","2019-12-06 15:03:16-03","MBM","MBM","418884","S","Plantae","Malvaceae","Malvastrum","coromandelianum","Malvastrum coromandelianum","(L.) Garcke","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1144","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418884",NA,"2019","03","25","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"30","2019-12-06 15:03:16-03","MBM","MBM","420745","S","Plantae","Malvaceae","Malvastrum","coromandelianum","Malvastrum coromandelianum","(L.) Garcke","Marinero, F.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Brazil","Minas Gerais","Conselheiro Pena","-41.389167","-19.218611",NA,"MBM420745",NA,"2019","04","23","São Roque",NA,NA,"-41.389167","-19.218611","179","179",NA,"Southern America",NA,NA,NA,NA,NA,NA
"31","2019-12-06 14:45:09-03","MBM","MBM","421361","S","Plantae","Euphorbiaceae","Manihot",NA,"Manihot",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2380","2019","03","07","Brazil","Minas Gerais","Conselheiro Pena","-41.387222","-19.24",NA,"MBM421361",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.387222","-19.24","382","382",NA,"Southern America",NA,NA,NA,NA,NA,NA
"32","2019-12-06 14:56:34-03","MBM","MBM","418890","S","Plantae","Lamiaceae","Marsypianthes","chamaedrys","Marsypianthes chamaedrys","(Vahl) Kuntze","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1150","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418890",NA,"2019","04","29","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"33","2019-12-06 15:20:31-03","MBM","MBM","421078","S","Plantae","Sapindaceae","Matayba","guianensis","Matayba guianensis","Aubl.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2359","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.391389","-19.236111",NA,"MBM421078",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.391389","-19.236111","488","488",NA,"Southern America",NA,NA,NA,NA,NA,NA
"34","2019-12-06 14:37:43-03","MBM","MBM","421119","S","Plantae","Cactaceae","Melocactus","concinnus","Melocactus concinnus","Buining & Brederoo","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2351","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.390833","-19.234722",NA,"MBM421119",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.390833","-19.234722","438","438",NA,"Southern America",NA,NA,NA,NA,NA,NA
"35","2019-12-06 14:38:12-03","MBM","MBM","421084","S","Plantae","Capparaceae","Mesocapparis","lineata","Mesocapparis lineata","(Dombey ex Pers.) Cornejo & Iltis","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2372","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.391389","-19.236111",NA,"MBM421084",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.391389","-19.236111","382","382",NA,"Southern America",NA,NA,NA,NA,NA,NA
"36","2019-12-06 14:56:37-03","MBM","MBM","420746","S","Plantae","Lamiaceae","Mesosphaerum","suaveolens","Mesosphaerum suaveolens","(L.) Kuntze","Marinero, F.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Brazil","Minas Gerais","Conselheiro Pena","-41.389444","-19.217778",NA,"MBM420746",NA,"2019","04","23","São Roque",NA,NA,"-41.389444","-19.217778","179","179",NA,"Southern America",NA,NA,NA,NA,NA,NA
"37","2019-12-06 14:45:15-03","MBM","MBM","421122","S","Plantae","Euphorbiaceae","Microstachys",NA,"Microstachys",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2364","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.390556","-19.235833",NA,"MBM421122",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.390556","-19.235833","486","486",NA,"Southern America",NA,NA,NA,NA,NA,NA
"38","2019-12-06 15:06:48-03","MBM","MBM","421117","S","Plantae","Microteaceae","Microtea","celosioides","Microtea celosioides","Moq. ex Sennikov & Sukhor.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2355","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.390833","-19.235",NA,"MBM421117",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.390833","-19.235","488","488",NA,"Southern America",NA,NA,NA,NA,NA,NA
"39","2019-12-06 15:06:50-03","MBM","MBM","421124","S","Plantae","Molluginaceae","Mollugo","verticillata","Mollugo verticillata","L.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2357","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.390556","-19.236111",NA,"MBM421124",NA,"2019","03","23","Parque Estadual de Sete Salões",NA,NA,"-41.390556","-19.236111","487","487",NA,"Southern America",NA,NA,NA,NA,NA,NA
"40","2019-12-06 15:05:45-03","MBM","MBM","422222","S","Plantae","Melastomataceae","Mouriri","pusa","Mouriri pusa","Gardn.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2367","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.386944","-19.236389",NA,"MBM422222",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.386944","-19.236389","537","537",NA,"Southern America",NA,NA,NA,NA,NA,NA
"41","2019-12-06 15:10:06-03","MBM","MBM","421074","S","Plantae","Myrtaceae","Myrciaria",NA,"Myrciaria",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2346","2019","03","02","Brazil","Minas Gerais","Conselheiro Pena","-41.388889","-19.234722",NA,"MBM421074",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.388889","-19.234722","423","423",NA,"Southern America",NA,NA,NA,NA,NA,NA
"42","2019-12-06 15:14:51-03","MBM","MBM","420720","S","Plantae","Poaceae","Olyra","ciliatifolia","Olyra ciliatifolia","Raddi","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4180","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.438333","-19.174444",NA,"MBM420720",NA,"2019","02","01",NA,NA,NA,"-41.438333","-19.174444","185","185",NA,"Southern America",NA,NA,NA,NA,NA,NA
"43","2019-12-06 15:12:14-03","MBM","MBM","418911","S","Plantae","Oxalidaceae","Oxalis",NA,"Oxalis",NA,NA,"Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2019","01","26","Brazil","Minas Gerais","Conselheiro Pena","-41.4775","-19.136389",NA,"MBM418911",NA,NA,NA,NA,NA,NA,NA,"-41.4775","-19.136389","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"44","2019-12-06 15:12:14-03","MBM","MBM","421081","S","Plantae","Oxalidaceae","Oxalis",NA,"Oxalis",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2368","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.386389","-19.236389",NA,"MBM421081",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.386389","-19.236389","489","489",NA,"Southern America",NA,NA,NA,NA,NA,NA
"45","2019-12-06 15:15:02-03","MBM","MBM","420718","S","Plantae","Poaceae","Panicum","trichoides","Panicum trichoides","Sw.","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4178","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.438333","-19.174444",NA,"MBM420718",NA,"2019","02","01",NA,NA,NA,"-41.438333","-19.174444","191","191",NA,"Southern America",NA,NA,NA,NA,NA,NA
"46","2019-12-06 15:15:02-03","MBM","MBM","420713","S","Plantae","Poaceae","Pappophorum","mucronulatum","Pappophorum mucronulatum","Nees","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4193","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.465278","-19.161667",NA,"MBM420713",NA,"2019","02","01",NA,NA,NA,"-41.465278","-19.161667","130","130",NA,"Southern America",NA,NA,NA,NA,NA,NA
"47","2019-12-06 15:03:33-03","MBM","MBM","420753","S","Plantae","Malvaceae","Pavonia","sidifolia","Pavonia sidifolia","Kunth","Felitto, G.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Brazil","Minas Gerais","Conselheiro Pena","-41.389444","-19.217778",NA,"MBM420753",NA,NA,NA,NA,"São Roque",NA,NA,"-41.389444","-19.217778","179","179",NA,"Southern America",NA,NA,NA,NA,NA,NA
"48","2019-12-06 15:12:43-03","MBM","MBM","421127","S","Plantae","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M. Johnst.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2377","2019","03","06","Brazil","Minas Gerais","Conselheiro Pena","-41.390556","-19.239444",NA,"MBM421127",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.390556","-19.239444","550","550",NA,"Southern America",NA,NA,NA,NA,NA,NA
"49","2019-12-06 15:22:04-03","MBM","MBM","420749","S","Plantae","Solanaceae","Physalis","angulata","Physalis angulata","L.","Felitto, G.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Brazil","Minas Gerais","Conselheiro Pena","-41.361256","-19.227122",NA,"MBM420749",NA,NA,NA,NA,"São Roque",NA,NA,"-41.361256","-19.227122","109","109",NA,"Southern America",NA,NA,NA,NA,NA,NA
"50","2019-12-06 14:37:44-03","MBM","MBM","421113","S","Plantae","Cactaceae","Pilosocereus",NA,"Pilosocereus",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2342","2019","03","02","Brazil","Minas Gerais","Conselheiro Pena","-41.388889","-19.235278",NA,"MBM421113",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.388889","-19.235278","518","518",NA,"Southern America",NA,NA,NA,NA,NA,NA
"51","2019-12-06 15:16:03-03","MBM","MBM","418897","S","Plantae","Polygonaceae","Polygonum","hispidum","Polygonum hispidum","Kunth","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1157","2019","02","12","Brazil","Minas Gerais","Conselheiro Pena","-41.516667","-19.107222",NA,"MBM418897",NA,"2019","04","05","Rio Doce",NA,NA,"-41.516667","-19.107222","122","122",NA,"Southern America",NA,NA,NA,NA,NA,NA
"52","2019-12-06 15:20:56-03","MBM","MBM","421126","S","Plantae","Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2348","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.386389","-19.236111",NA,"MBM421126",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.386389","-19.236111","438","438",NA,"Southern America",NA,NA,NA,NA,NA,NA
"53","2019-12-06 14:50:13-03","MBM","MBM","421121","S","Plantae","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P. Lewis & M.P. Lima","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2345","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.390833","-19.234167",NA,"MBM421121",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.390833","-19.234167","422","422",NA,"Southern America",NA,NA,NA,NA,NA,NA
"54","2019-12-06 15:10:17-03","MBM","MBM","421086","S","Plantae","Myrtaceae","Psidium",NA,"Psidium",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2375","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.386389","-19.236389",NA,"MBM421086",NA,"2019","04","24","Parque Estadual de Sete Salões",NA,NA,"-41.386389","-19.236389","382","382",NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2019-12-06 14:28:09-03","MBM","MBM","420663","S","Plantae","Araceae","Spathicarpa","hastifolia","Spathicarpa hastifolia","Kook.","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4205","2019","01","26","Brazil","Minas Gerais","Conselheiro Pena","-41.405","-19.199722",NA,"MBM420663",NA,"2019","02","01",NA,NA,NA,"-41.405","-19.199722","134","134",NA,"Southern America",NA,NA,NA,NA,NA,NA
"56","2019-12-06 15:15:31-03","MBM","MBM","420754","S","Plantae","Poaceae","Sporobolus","indicus","Sporobolus indicus","(L.) R. Br.","Marinero, F.","Felitto, G.; Cafofo, E.; Cafofo, E.","s.n.","2019","02","01","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.159722",NA,"MBM420754",NA,"2019","04","24","Lajão",NA,NA,"-41.471111","-19.159722","113","113",NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2019-12-06 15:15:31-03","MBM","MBM","420716","S","Plantae","Poaceae","Steinchisma","laxum","Steinchisma laxum","(Sw.) Zuloaga","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2019","01","26","Brazil","Minas Gerais","Conselheiro Pena","-41.484444","-19.118889",NA,"MBM420716",NA,"2019","02","01",NA,NA,NA,"-41.484444","-19.118889","132","132",NA,"Southern America",NA,NA,NA,NA,NA,NA
"58","2019-12-06 14:51:21-03","MBM","MBM","421114","S","Plantae","Fabaceae","Stylosanthes","scabra","Stylosanthes scabra","Vogel","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2344","2019","03","02","Brazil","Minas Gerais","Conselheiro Pena","-41.388889","-19.235",NA,"MBM421114",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.388889","-19.235","557","557",NA,"Southern America",NA,NA,NA,NA,NA,NA
"59","2019-12-06 14:23:51-03","MBM","MBM","420767","S","Plantae","Acanthaceae","Ruellia","elegans","Ruellia elegans","Poir.","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4184","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.438611","-19.174167",NA,"MBM420767",NA,"2019","02","01",NA,NA,NA,"-41.438611","-19.174167","180","180",NA,"Southern America",NA,NA,NA,NA,NA,NA
"60","2019-12-06 15:04:01-03","MBM","MBM","420801","S","Plantae","Marantaceae","Maranta","cordata","Maranta cordata","Körn.","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4189","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.438611","-19.174167",NA,"MBM420801",NA,"2019","02","01",NA,NA,NA,"-41.438611","-19.174167","183","183",NA,"Southern America",NA,NA,NA,NA,NA,NA
"61","2019-12-06 14:37:17-03","MBM","MBM","421306","S","Plantae","Bromeliaceae","Tillandsia",NA,"Tillandsia",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2386","2019","03","07","Brazil","Minas Gerais","Conselheiro Pena","-41.387222","-19.239722",NA,"MBM421306",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.387222","-19.239722","92","92",NA,"Southern America",NA,NA,NA,NA,NA,NA
"62","2019-12-06 14:37:18-03","MBM","MBM","421031","S","Plantae","Bromeliaceae","Tillandsia","loliacea","Tillandsia loliacea","Mart. ex Schult f.","Molina, J.M.P.","Molina, J.M.P.; Pujals, A.; Pujals, A.","342","2019","01","21","Brazil","Minas Gerais","Conselheiro Pena","-41.484722","-19.118889",NA,"MBM421031",NA,"2019","01","21",NA,NA,NA,"-41.484722","-19.118889","115","115",NA,"Southern America",NA,NA,NA,NA,NA,NA
"63","2019-12-06 14:37:21-03","MBM","MBM","421030","S","Plantae","Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata","(L.) L.","Molina, J.M.P.","Molina, J.M.P.; Pujals, A.; Pujals, A.","341","2019","01","22","Brazil","Minas Gerais","Conselheiro Pena","-41.484722","-19.118889",NA,"MBM421030",NA,"2019","01","22",NA,NA,NA,"-41.484722","-19.118889","115","115",NA,"Southern America",NA,NA,NA,NA,NA,NA
"64","2019-12-06 15:23:55-03","MBM","MBM","418893","S","Plantae","Turneraceae","Turnera","orientalis","Turnera orientalis","(Urban) Arbo","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1153","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418893",NA,"2019","04","26","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"65","2019-12-06 15:15:34-03","MBM","MBM","418886","S","Plantae","Poaceae","Urochloa","fusca","Urochloa fusca","(Sw.) B.F. Hansen & Wunderlin","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1146","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418886",NA,"2019","04","04","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"66","2019-12-06 15:24:21-03","MBM","MBM","421123","S","Plantae","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2365","2019","03","04","Brazil","Minas Gerais","Conselheiro Pena","-41.390556","-19.235833",NA,"MBM421123",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.390556","-19.235833","487","487",NA,"Southern America",NA,NA,NA,NA,NA,NA
"67","2019-12-06 14:57:08-03","MBM","MBM","421112","S","Plantae","Lamiaceae","Vitex",NA,"Vitex",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2341","2019","03","02","Brazil","Minas Gerais","Conselheiro Pena","-41.388889","-19.235278",NA,"MBM421112",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.388889","-19.235278","401","401",NA,"Southern America",NA,NA,NA,NA,NA,NA
"68","2019-12-06 15:03:55-03","MBM","MBM","418891","S","Plantae","Malvaceae","Waltheria","indica","Waltheria indica","L.","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1151","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418891",NA,"2019","04","09","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"69","2019-12-06 14:50:23-03","MBM","MBM","420909","S","Plantae","Fabaceae","Schnella","trichosepala","Schnella trichosepala","(Queiroz) Wunderlin","Pujals, A.","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","22","Brazil","Minas Gerais","Conselheiro Pena","-41.438333","-19.174167",NA,"MBM420909",NA,"2019","01","05",NA,NA,NA,"-41.438333","-19.174167","196","196",NA,"Southern America",NA,NA,NA,NA,NA,NA
"70","2019-12-06 15:22:07-03","MBM","MBM","421118","S","Plantae","Solanaceae","Schwenckia","americana","Schwenckia americana","Rooyen ex L.","Campos-Rocha, A.","Campos-Rocha, A.; Comin, M.; Comin, M.","2353","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.390833","-19.235",NA,"MBM421118",NA,"2019","04","22","Parque Estadual de Sete Salões",NA,NA,"-41.390833","-19.235","439","439",NA,"Southern America",NA,NA,NA,NA,NA,NA
"71","2019-12-06 15:21:21-03","MBM","MBM","420999","S","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4192","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena","-41.465","-19.161667",NA,"MBM420999",NA,"2019","02","01",NA,NA,NA,"-41.465","-19.161667","132","132",NA,"Southern America",NA,NA,NA,NA,NA,NA
"72","2019-12-06 15:22:31-03","MBM","MBM","418888","S","Plantae","Solanaceae","Solanum","palinacanthum","Solanum palinacanthum","Dunal","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1148","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418888",NA,"2019","03","07","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"73","2019-12-06 14:50:33-03","MBM","MBM","418889","S","Plantae","Fabaceae","Senna","obtusifolia","Senna obtusifolia","(L.) H.S. Irwin & Barneby","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1149","2019","02","11","Brazil","Minas Gerais","Conselheiro Pena","-41.471111","-19.14",NA,"MBM418889",NA,"2019","03","13","Rio Doce, Rodovia BR-259",NA,NA,"-41.471111","-19.14","121","121",NA,"Southern America",NA,NA,NA,NA,NA,NA
"74","2019-12-06 15:20:37-03","MBM","MBM","421080","S","Plantae","Sapindaceae","Serjania",NA,"Serjania",NA,NA,"Campos-Rocha, A.; Comin, M.; Comin, M.","2361","2019","03","03","Brazil","Minas Gerais","Conselheiro Pena","-41.391389","-19.236111",NA,"MBM421080",NA,NA,NA,NA,"Parque Estadual de Sete Salões",NA,NA,"-41.391389","-19.236111","486","486",NA,"Southern America",NA,NA,NA,NA,NA,NA
