"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","order","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode"
"102","2020-03-10 08:30:59-03","UFV","VIC","25259","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lantana","fucata","Lantana fucata","Lindl","Salimena, F.R.","2001","09",NA,"Teixeira, E.W.","s.n.","2000","11","14",NA,"Brasil","Minas Gerais","Paula Cândido","Sítio Dejair","-42.9803009033203","-20.8742008209229","13722","Planta ca. De 1,5 m de altura, flor laranja e vermelha, odor forte, sem secreção. Planta 04","auto",NA,NA,NA,NA,NA,"VIC025259","VIC025259"
"103","2019-11-14 13:52:06-03","IAP","PACA-AGP","90223","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Schizaeaceae","Anemia",NA,"Anemia",NA,"M. Almeida Neto","1997","03","28","M. Almeida-Neto","139","1997","03","28",NA,"Brasil","MG","Paula Cândido","Povoado de Airões.","-42.980278","-20.874167",NA,"HASU 13115 Habitat: Capoeira em morro. Terrestre no interior da mata.",NA,"Polypodiales","42º58'49.0W","20º52'27.0S","400","400","PACA090223",NA
"104","2019-11-14 13:52:06-03","IAP","PACA-AGP","90360","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Schizaeaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","M. Almeida-Neto","1997","03","28","M. Almeida-Neto","126","1997","03","28",NA,"Brasil","MG","Paula Cândido","povoado de Airões","-42.980278","-20.874167",NA,"HASU 13025. Capoeira em morro. Terrestre. Habitat: interior de mata",NA,"Polypodiales","42º58'49.0W","20º52'27.0S","400","400","PACA090360",NA
"105","2019-11-14 13:52:05-03","IAP","PACA-AGP","88449","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Dryopteridaceae","Lastreopsis","effusa","Lastreopsis effusa","(Sw.) Tindale","A.L. de Gasper","2011","08",NA,"M. Almeida-Neto","143","1997","03","28",NA,"Brasil","MG","Paula Cândido","Povoado de Airões","-42.980278","-20.874167",NA,"Solo com muita materia orgânica em decomposição.&nf;HASU 13116 Habitat: Capoeira em morro. Barranco beirando regato em local sombreado.",NA,"Polypodiales","42º58'49W","20º52'27S","400","400","PACA088449",NA
"106","2019-11-14 13:52:06-03","IAP","PACA-AGP","90199","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Schizaeaceae","Lygodium","volubile","Lygodium volubile","Sw.","M. Almeida-Neto","1997","03","28","M. Almeida-Neto","135","1997","03","28",NA,"Brasil","MG","Paula Cândido","Povoado de Airões.","-42.980278","-20.874167",NA,"HASU 13027 Habitat: Capoeira em morro. Trepadeira de árvore beirando regato.",NA,"Polypodiales","42º58'49.0W","20º52'27.0S","400","400","PACA090199",NA
"107","2019-11-14 13:52:06-03","IAP","PACA-AGP","89414","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Pteridaceae","Pteris",NA,"Pteris",NA,"M. Almeida-Neto","1997","03","28","M. Almeida-Neto","137","1997","03","28",NA,"Brasil","MG","Paula Cândido","povoado de Airões","-42.980278","-20.874167",NA,"Capoeira em morro; terrestre. HASU 13088. Habitat: interior de mata",NA,"Polypodiales","42º58'49.0W","20º52'27.0S","400","400","PACA089414",NA
"108","2019-11-14 13:52:06-03","IAP","PACA-AGP","90874","PreservedSpecimen","Plantae","Pteridophyta","Filicopsida","Thelypteridaceae","Thelypteris",NA,"Thelypteris",NA,"M. Almeida-Neto","1997","03","28","M. Almeida-Neto","145","1997","03","28",NA,"Brasil","MG","Paula Cândido","Povoado de Airões.","-42.980278","-20.874167",NA,"HASU 13127&nf;cont habitat: próximo ao regato. Habitat: Terrestre em ambiente aberto, coberto de gramíneas e vegetação secundária...",NA,"Polypodiales","42º58'49.0W","20º52'27.0S","400","400","PACA090874",NA
"109","2019-08-20 10:15:07-03","UNICAMP","UEC","119613","S","Plantae","Magnoliopsida",NA,"Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Mart.","Scalon, VR","2008","02","06","Teixeira, EW","s.n.","2001","02","06",NA,"Brazil","Minas Gerais","Paula Cândido",NA,"-42.9803009033203","-20.8742008209229","13722","Arbóreo ca. de 10m alt. Sem secreção e sem odor. Flor vinho.","auto",NA,NA,NA,NA,NA,"UEC146618","UEC146618"
"110","2019-12-06 15:05:36-03","MBM","MBM","419417","S","Plantae",NA,NA,"Melastomataceae","Miconia","trianae","Miconia trianae","Cogn.","Motta, J.T.","2013",NA,NA,"Queiroz, D.L.","564","2013","08","22","Southern America","Brazil","Minas Gerais","Paula Cândido","Experimentos agrosilvopastoril Maira","-42.983333","-20.808333",NA,NA,NA,NA,"-42.983333","-20.808333","782","782","MBM419417",NA
"111","2019-10-07 09:16:29-03","UEFS","HUEFS","54415","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Lamiaceae","Ocimum","americanum","Ocimum americanum","L.","R.M.Harley","2001","04",NA,"Teixeira, E.W.","VIC25559","2001","01","02",NA,"Brasil","Minas Gerais","Paula Cândido",NA,"-42.9803009033203","-20.8742008209229","13722",NA,"auto","Lamiales",NA,NA,NA,NA,"HUEFS0054415","HUEFS0054415"
"112","2019-05-06 11:52:35-03","UFU","HUFU","25702","S","Plantae",NA,NA,"Asteraceae","Baccharis","dracunculifolia","Baccharis dracunculifolia","DC.","Nakajima, J.N.","2001","08",NA,"Teixeira, E.W.","s.n.","2000","12","05",NA,"Brasil","Minas Gerais","Paula Cândido",NA,"-42.9803009033203","-20.8742008209229","13722","Planta, ca. 2 m. Flor branca.","auto",NA,NA,NA,NA,NA,"HUFU00042984","HUFU00042984"
"113","2019-05-06 11:52:43-03","UFU","HUFU","25693","S","Plantae",NA,NA,"Asteraceae","Bidens","pilosa","Bidens pilosa","L.","Nakajima, J.N.","2001","08",NA,"Teixeira, E.W.","s.n.","2000","12","05",NA,"Brasil","Minas Gerais","Paula Cândido",NA,"-42.9803009033203","-20.8742008209229","13722","Plnta, ca. 0,8 m. Flor amarela.","auto",NA,NA,NA,NA,NA,"HUFU00043428","HUFU00043428"
"114","2019-05-06 11:53:04-03","UFU","HUFU","25707","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Nakajima, J.N.","2016","03",NA,"Teixeira, E.W.","3","2010","11","14",NA,"Brasil","Minas Gerais","Paula Cândido",NA,"-42.9803009033203","-20.8742008209229","13722","Planta com ca. de 80 cm de altura, sem secreção, flor branca.","auto",NA,NA,NA,NA,NA,"HUFU00045167","HUFU00045167"
