"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount"
"172","2019-10-02 15:07:09-03","UFMG","BHCB","78199","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Maranta","leuconeura","Maranta leuconeura","E.Morren","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5218","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.887778","-19.957583",NA,"357","357",NA,"Erva, folhas papiráceas, verde-arroxeadas na face abaxial, verdes na face adaxial, mais escuras no centro , brácteas verdes, flores brancas.; Mata pluvial, vale entre morros.","BHCB011046",NA,NA,"-40.887778","-19.957583",NA,"2013","11",NA,NA,NA,NA,NA
"173","2019-10-02 15:00:33-03","UFMG","BHCB","78194","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","plusiantha","Myrcia plusiantha","Kiaersk.","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5213","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda De Frederico Sadler.","-40.911083","-20.0135",NA,"786","786",NA,"Árvore, ca. 4m, folhas cartáceas, frutos imaturos verdes; Borda de mata pluvial, alto de morro, beira de estrada","BHCB032985",NA,NA,"-40.911083","-20.0135",NA,"2014",NA,NA,NA,NA,NA,NA
"174","2019-10-02 15:08:28-03","UFMG","BHCB","132675","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Olyra",NA,"Olyra",NA,"Salino, A; Megale, M; Arruda, AJ","14477","2009","08","26","Southern America","Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda do Sr. Stur.","-40.885722","-19.958444",NA,"274","274",NA,"Terrestre; Floresta Estacional Semidecidual. No interior da mata.","BHCB032040",NA,NA,"-40.885722","-19.958444",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-10-02 14:52:04-03","UFMG","BHCB","78186","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Peritassa","sadleri","Peritassa sadleri","Lombardi","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5205","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Alto Jatiboca, Fazenda de Frederico Sadler","-40.911083","-20.0135",NA,"786","786",NA,"Borda de mata pluvial, alto de morro, beira da estrada.; Arvoreta vergada, ca. 4 m, folhas cartáceas, flores verdes, frutos imaturos verdes; Borda de mata pluvial","BHCB000168","BHCB000168 BHCB000168_01",NA,"-40.911083","-20.0135",NA,"2004","10",NA,NA,"Holotypus",NA,NA
"176","2019-10-02 14:56:37-03","UFMG","BHCB","70377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Mello, RS","1581",NA,NA,NA,"Southern America","Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-10-02 15:06:17-03","UFMG","BHCB","78201","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra",NA,"Dichorisandra",NA,"Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5220","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Mata pluvial, vale entre morros. Erva, folhas carnosas, inflorescência roxa, flores lilases",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-10-02 15:01:53-03","UFMG","BHCB","78200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Clavija","spinosa","Clavija spinosa","(Vell.) Mez","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5219","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Mata pluvial, vale entre morros. Arbusto, ca. 1.2 m, folhas cartáceas, frutos imaturos verdes",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-10-02 14:59:40-03","UFMG","BHCB","78203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5222","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Mata pluvial, vale entre morros. Erva, folhas papiráceas, pedúnculo arroxeado, receptáculo verde, ce",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-10-02 14:59:40-03","UFMG","BHCB","78202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","conceptionis","Dorstenia conceptionis","Carauta","Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","5221","2003","02","26","Southern America","Brasil","Espírito Santo","Itarana","Barra de Jatiboca, Fazenda do Stuhr","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Mata pluvial, vale entre morros. Erva, folhas cartáceas, marrom-avermelhadas na face abaxial, recept",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-10-11 11:20:28-03","UFPR","UPCB","77457","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea var. ferruginea","Kunth","Forzza, R.C. | Amaral, J.A. | Pellegrini, M.O.O.","7534","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça, Inselbergue.","-40.812778","-19.895833",NA,NA,NA,NA,"Rupícola sobre tapete de musgo..","UPCB0000659","UPCB0000659",NA,"-40.812778","-19.895833","Labiak, P.H.","2014","08",NA,"var. ferruginea",NA,NA,NA
"182","2019-10-11 11:20:31-03","UFPR","UPCB","77455","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","retroflexa","Anemia retroflexa","Brade","Forzza, R.C. | Amaral, J.A. | Pellegrini, M.O.O.","7536","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça, Inselbergue.","-40.812778","-19.895833",NA,NA,NA,NA,"Rupícola sobre tapete de musgo..","UPCB0000943","UPCB0000943",NA,"-40.812778","-19.895833","Labiak, P.H.","2014","08",NA,NA,NA,NA,NA
"183","2019-10-11 11:17:11-03","UFPR","UPCB","88764","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambedessia","eichleri","Cambedessia eichleri","Cogn.","Forzza, R.C. et al.","7528","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Inselbergue","-40.812778","-19.895833",NA,"892","892",NA,"Rupícola, pouco frequente. Flores com hipanto e sépalas verdes; pétalas amarelas com ápice alaranjado..","UPCB0032023","UPCB0032023",NA,"-40.812778","-19.895833","Goldenberg, R.","2014",NA,NA,NA,NA,NA,NA
"184","2020-03-09 08:20:01-03","UFPR","UPCB","88763","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia",NA,"Huberia",NA,"Forzza, R.C. et al.","7524","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre, Pedra da Onça. Inselbergue","-40.812778","-19.895833",NA,"892","892",NA,"Arbusto ca. 3m alt. Pouco frequente. Flores com cálice e hipanto verdes; corola alva; estames amarelos. Frutos verdes..","UPCB0032020","UPCB0032020",NA,"-40.812778","-19.895833",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-03-09 08:20:16-03","UFPR","UPCB","83914","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","budlejoides","Miconia budlejoides","Triana","Sarnaglia Júnior, V.B.","32","2009","04","18",NA,"Brasil","Espírito Santo","Itarana","Limoeiro de Santo Antônio: Mata Atlântica. Sitio Sarnaglia. Acima de 700m de altitude. Borda de trilha.","-40.8753","-19.8742",NA,NA,NA,NA,"Árvore quebrada com 3m de altura, frutos marrons, nome vulgar: casca-preta.","UPCB0016732","UPCB0016732",NA,"-40.8753","-19.8742","Goldenberg, R.","2013",NA,NA,NA,NA,NA,NA
"186","2019-10-11 11:19:06-03","UFPR","UPCB","50848","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","vellozii","Passiflora vellozii","Gardner","Lombardi, J.A.","5214","2003","02","26",NA,"Brasil","Espírito Santo","Itarana","BLOQUEADO",NA,NA,NA,NA,NA,NA,"Liana, folhas papiráceas, frutos imaturos verde-amarelados..",NA,NA,NA,"9999","9999","Bernacci, L.C.","2016","04","20",NA,NA,NA,NA
"187","2020-03-09 08:20:46-03","UFPR","UPCB","83443","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parciflora","Trembleya parciflora",NA,"Kollmann, L.","12029","2010","08","30",NA,"Brasil","Espírito Santo","Itarana","perto da Pedra Bela Vista","-40.86","-19.989",NA,"950","950",NA,"Arbusto 3m ao sol, frutos verdes.","UPCB0022921","UPCB0022921",NA,"-40.860","-19.989",NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-03-09 08:20:52-03","UFPR","UPCB","53443","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.","Kollmann, R.L.","7830","2005","06","12",NA,"Brasil","Espírito Santo","Itarana","BLOQUEADO",NA,NA,NA,NA,NA,NA,"Arbusto 1,5m, flor branca, no sol..","UPCB0023001","UPCB0023001",NA,"9999","9999","Goldenberg, R.","2005","01","01",NA,NA,NA,NA
"189","2019-10-11 11:18:40-03","UFPR","UPCB","83213","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","pectinata","Acianthera pectinata","(Lindl.) Pridgeon & M.W.Chase","Toscano de Brito, A.L.V.","3089","2012","06","07",NA,"Brasil","Espírito Santo","Itarana",NA,"-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Flores amarelas; ovário e pedicelo verdes; sépalas levemente esverdeadas próximo à base; pétalas amarelo-esverdeadas; labelo maculado de vermelho-purpúreo no terço basal.. Coletada e cultivada pelo Orquidário Caliman, Espírito Santo, fl. cult. 07/06/2012",NA,NA,"auto",NA,NA,"Toscano de Brito, A.L.V.","2015","07","17",NA,NA,NA,NA
"190","2019-10-11 11:21:19-03","UFPR","UPCB","58614","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Adiantum","ornithopodum","Adiantum ornithopodum","C.Presl","Kollmann, L. et al.","5700","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr.","-40.875301361084","-19.8738994598389","23320",NA,NA,NA,"Terrestre na sombra, soros marrons..","UPCB0000241","UPCB0000241","auto",NA,NA,"Prado, J.","2016",NA,NA,NA,NA,NA,NA
"191","2020-03-09 08:20:12-03","UFPR","UPCB","82869","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,"Kollmann, L.","12469","2012","09","05",NA,"Brasil","Espírito Santo","Itarana","São Sebastião","-40.875301361084","-19.8738994598389","23320","1130","1130",NA,"Arvoreto 4m, frutos verdes..","UPCB0015313","UPCB0015313","auto",NA,NA,"Goldenberg, R.","2015",NA,NA,NA,NA,NA,NA
"192","2020-03-09 08:20:39-03","UFPR","UPCB","84940","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aparicioi","Tibouchina aparicioi","Brade","Kollmann, L | Fontana, A.P.","12468","2012","09","05",NA,"Brasil","Espírito Santo","Itarana","São Sebastião","-40.875301361084","-19.8738994598389","23320","1130","1900",NA,"Arvoreta 3m, frutos secos..",NA,NA,"auto",NA,NA,"Goldenberg, R.","2015",NA,NA,NA,NA,NA,NA
"193","2018-09-12 14:48:06-03","UNIOESTE","UNOP","6310","S","Plantae",NA,NA,"Chrysobalanaceae","Hirtella",NA,"Hirtella",NA,"Lombardi, J.A.; Salino, A.; Mota, R.C.; Carvalho, F.A.; Salino, A.; Mota, R.C.; Carvalho, F.A.","5212","2003","02","26",NA,"Brasil","Espírito Santo","Itarana","Fazenda de Frederico Sadler.","-40.911083","-20.0135",NA,"786","786",NA,"Borda de mata pluvial, alto do morro, beira da estrada. Árvore, ca. 7m, folhas cartáceas, frutos imaturos verdes.",NA,NA,NA,"-40.911083","-20.0135",NA,NA,NA,NA,NA,NA,NA,NA
"194","2018-03-14 14:29:45-03","MBML","MBML-HERBARIO","24174",NA,"Plantae",NA,NA,"Euphorbiaceae","Acalypha",NA,"Acalypha",NA,"L. Kollmann; et al","7826","2005","06","12",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro","-40.875278","-19.874167",NA,NA,NA,NA,"Erva 30cm. Na somba, flores verdes.","MBML024174","MBML024174",NA,"40W52'31","19S52'27",NA,NA,NA,NA,NA,NA,NA,NA
"195","2018-01-16 07:34:21-02","MBML","MBML-HERBARIO","17085",NA,"Plantae",NA,NA,"Euphorbiaceae","Acalypha","cuneata","Acalypha cuneata",NA,"L. Kollmann; et al","5707","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Planta 1,5m na sombra. Flores verdes.","MBML017085","MBML017085",NA,"40W52'31","19S56'34","A.A.C. Sousa/29-09-2016",NA,NA,NA,NA,NA,NA,NA
"196","2018-03-14 14:29:13-03","MBML","MBML-HERBARIO","23767",NA,"Plantae",NA,NA,"Acanthaceae",NA,NA,NA,NA,"L. Kollmann; et al","7134","2004","10","26",NA,"Brasil","Espírito Santo","Itarana","Jatiboca","-40.875278","-19.942778",NA,NA,NA,NA,"Erva 15cm, Folhas verdes escuras, flores laranjas. Floração em cultivo.","MBML023767","MBML023767",NA,"40W52'31","19S56'34",NA,NA,NA,NA,NA,NA,NA,NA
"197","2017-09-14 11:41:16-03","MBML","MBML-HERBARIO","41814",NA,"Plantae",NA,NA,"Acanthaceae",NA,NA,NA,NA,"A. M. Assis; L. F. S. Magnago","1660","2008","05","15",NA,"Brasil","Espírito Santo","Itarana","Alto Bom Destino - Fragmento à esquerda da estrada Itarana x Joatuba. Prox. Faz. Ventania.","-40.949083","-19.8655",NA,"320","320",NA,"Arbusto 1,5 m. Corola vermelha e verde. Interior de mata preservada","MBML041814","MBML041814",NA,"40W56'56,7","19S51'55,8",NA,NA,NA,NA,NA,NA,NA,NA
"198","2017-09-14 11:41:16-03","MBML","MBML-HERBARIO","45313",NA,"Plantae",NA,NA,"Acanthaceae",NA,NA,NA,NA,"L. Kollmann; A.P. Fontana","12463","2012","09","05",NA,"Brasil","Espírito Santo","Itarana","São Sebastião","-40.859722","-19.992778",NA,"1130","1130",NA,"Erva na sombra flores brancas, calice verde.","MBML045313","MBML045313",NA,"40W51'35","19S59'34",NA,NA,NA,NA,NA,NA,NA,NA
"199","2018-01-16 07:34:04-02","MBML","MBML-HERBARIO","17070",NA,"Plantae",NA,NA,"Bignoniaceae","Adenocalymma","salmoneum","Adenocalymma salmoneum",NA,"L. Kollmann; et al","5694","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Trepadeira na sombra. Flores laranjas.","MBML017070","MBML017070",NA,"40W52'31","19S56'34","L.H.M. Fonseca/09-09-2013",NA,NA,NA,NA,NA,NA,NA
"200","2018-01-16 07:35:35-02","MBML","MBML-HERBARIO","17050",NA,"Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"L. Kollmann; et al","5700","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Terrestre na sombra. Soros marrons.","MBML017050","MBML017050",NA,"40W52'31","19S56'34","L. Sylvestre/30-09-2002",NA,NA,NA,NA,NA,NA,NA
"201","2018-01-16 07:35:35-02","MBML","MBML-HERBARIO","17058",NA,"Plantae",NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum",NA,"L. Kollmann; et al","5674","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Terrestre na sombra. Soros marrons.","MBML017058","MBML017058",NA,"40W52'31","19S56'34",NA,NA,NA,NA,NA,NA,NA,NA
"202","2018-01-16 07:35:35-02","MBML","MBML-HERBARIO","17088",NA,"Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum",NA,"L. Kollmann; et al","5683","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Terrestre na sombra.","MBML017088","MBML017088",NA,"40W52'31","19S56'34","A. Salino/24-02-2003",NA,NA,NA,NA,NA,NA,NA
"203","2018-01-16 07:34:04-02","MBML","MBML-HERBARIO","17084",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei",NA,"L. Kollmann; et al","5671","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Terrestre na sombra. Brácteas escapais vermelhas, brácteas florais cinzas. Pétalas amarelas.","MBML017084","MBML017084",NA,"40W52'31","19S56'34","R.F. Monteiro & R.C. Forzza/Agosto-2009",NA,NA,NA,NA,NA,NA,NA
"204","2017-09-14 11:43:15-03","MBML","MBML-HERBARIO","42441",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea","phanerophlebia","Aechmea phanerophlebia",NA,"T.S. Coser; V.B. Sarnaglia-Junior","484","2011","06","09",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro. Propriedade V.B. Sarnaglia-Junior. Mata Ciliar","-40.828889","-19.943333",NA,NA,NA,NA,"Planta epífita, 1m. Escapo castanho-vináceo. Brácteas escapais vermelhas, as florias, ovário e sépalas vermelho, pétalas lilases","MBML042441","MBML042441_1 MBML042441_2",NA,"40W49'44","19S56'36",NA,NA,NA,NA,NA,NA,NA,NA
"205","2018-01-16 07:34:03-02","MBML","MBML-HERBARIO","17051",NA,"Plantae",NA,NA,"Alstroemeriaceae","Alstroemeria",NA,"Alstroemeria",NA,"L. Kollmann; et al","5699","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Erva 40cm. Flores vermelhas com pintas pretas.","MBML017051","MBML017051",NA,"40W52'31","19S56'34",NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-05-09 14:19:57-03","MBML","MBML-HERBARIO","42339",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Anadenanthera",NA,"Anadenanthera",NA,"A. M. Assis; L. F. S. Magnago","1662","2008","05","15",NA,"Brasil","Espírito Santo","Itarana","Estrada Itarana x Joatuba.","-40.907278","-19.846889",NA,"175","175",NA,"Árvore 15 m. DAP 60 cm. Frutos marrons. Isolada na beira da estrada.","MBML042339","MBML042339",NA,"40W54'26,2","19S50'48,8",NA,NA,NA,NA,NA,NA,NA,NA
"207","2018-01-30 15:45:42-02","MBML","MBML-HERBARIO","20076",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra",NA,"Aphelandra",NA,"L. Kollmann; et al","6034","2003","03","12",NA,"Brasil","Espírito Santo","Itarana","Jatiboca","-40.875278","-19.942778",NA,NA,NA,NA,"Erva 10cm, na sombra. Brácteas marrons escuro. Flores laranjas.","MBML020076","MBML020076",NA,"40W52'31","19S56'34",NA,NA,NA,NA,NA,NA,NA,NA
"208","2018-01-30 15:47:32-02","MBML","MBML-HERBARIO","22563",NA,"Plantae",NA,NA,"Schizaeaceae","Anemia","villosa","Anemia villosa",NA,"R. L. Teixeira; et al",NA,"2004","07","25",NA,"Brasil","Espírito Santo","Itarana","Pedra da Onça","-40.814722","-19.897778",NA,NA,NA,NA,"Planta heliófila. No sol.","MBML022563","MBML022563",NA,"40W48'53","19S53'52","A. Salino/XII-2006",NA,NA,NA,NA,NA,NA,NA
"209","2018-01-16 07:34:03-02","MBML","MBML-HERBARIO","17087",NA,"Plantae",NA,NA,"Araceae","Anthurium","longifolium","Anthurium longifolium",NA,"L. Kollmann; et al","5675","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Rupícola na meia sombra. Espigas vináceas.","MBML017087","MBML017087",NA,"40W52'31","19S56'34","M. Nadruz/10-04-2003",NA,NA,NA,NA,NA,NA,NA
"210","2017-09-14 11:42:06-03","MBML","MBML-HERBARIO","45316",NA,"Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens",NA,"L. Kollmann; A.P. Fontana","12466","2012","09","05",NA,"Brasil","Espírito Santo","Itarana","São Sebastião","-40.859722","-19.992778",NA,"1130","1130",NA,"Epifita na sombra, frutos verdes.","MBML045316","MBML045316",NA,"40W51'35","19S59'34","L. Kollmann",NA,NA,NA,NA,NA,NA,NA
"211","2018-01-16 07:34:03-02","MBML","MBML-HERBARIO","17071",NA,"Plantae",NA,NA,"Araceae","Anthurium","solitarium","Anthurium solitarium",NA,"L. Kollmann; et al","5708","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Rupícola na sombra. Espiga verde.","MBML017071","MBML017071_1 MBML017071_2",NA,"40W52'31","19S56'34","M. Nadruz/16-IX-2002",NA,NA,NA,NA,NA,NA,NA
"212","2017-09-14 11:41:16-03","MBML","MBML-HERBARIO","31414",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra",NA,"Aphelandra",NA,"J. Rossini; L. C. Rossini","664","2007","07","26",NA,"Brasil","Espírito Santo","Itarana","Limoeiro do Caravaggio, estrada para Varzea Alegre (Santa Teresa), propriedade da Sr. Elza Reisen","-40.875278","-19.874167",NA,NA,NA,NA,"Subarbusto de 1m. Cálice verde, corola vermelha. Ao lado da estrada.","MBML031414","MBML031414",NA,"40W52'31","19S52'27",NA,NA,NA,NA,NA,NA,NA,NA
"213","2018-03-14 14:29:13-03","MBML","MBML-HERBARIO","24175",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","blanchetiana","Aphelandra blanchetiana",NA,"L. Kollmann; et al","7828","2005","06","12",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro","-40.875278","-19.874167",NA,NA,NA,NA,"Erva 40cm na sombra, bracteas verde alaranjadas, frutos verdes, folhas verde com nervura central mais clara.","MBML024175","MBML024175",NA,"40W52'31","19S52'27","Sheila R. Profice/Agosto-2009",NA,NA,NA,NA,NA,NA,NA
"214","2018-01-16 07:34:03-02","MBML","MBML-HERBARIO","17090",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana",NA,"L. Kollmann; et al","5696","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Arbusto 1,50m. Botões vermelhos.","MBML017090","MBML017090",NA,"40W52'31","19S56'34","S.R. Profice/Set./2008",NA,NA,NA,NA,NA,NA,NA
"215","2018-01-16 07:34:04-02","MBML","MBML-HERBARIO","17076",NA,"Plantae",NA,NA,"Aspleniaceae","Asplenium","balansae","Asplenium balansae",NA,"L. Kollmann; et al","5709","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Terrestre na sombra. Soros marrons.","MBML017076","MBML017076",NA,"40W52'31","19S56'34","L. Sylvestre/2011",NA,NA,NA,NA,NA,NA,NA
"216","2018-01-16 07:34:20-02","MBML","MBML-HERBARIO","17053",NA,"Plantae",NA,NA,"Compositae","Austroeupatorium","inulifolium","Austroeupatorium inulifolium",NA,"L. Kollmann; et al","5685","2002","08","07",NA,"Brasil","Espírito Santo","Itarana","Jatiboca, Fazenda Stuhr","-40.875278","-19.942778",NA,NA,NA,NA,"Erva 1,50m. Flores brancas.","MBML017053","MBML017053",NA,"40W52'31","19S56'34","G. Heiden/06-04-2016",NA,NA,NA,NA,NA,NA,NA
