"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","phylum","class","order","scientificNameAuthorship","yearIdentified","monthIdentified","recordNumber","dayIdentified","continentOcean","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"49","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3492","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"50","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3500","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"51","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3502","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"52","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3507","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","03","15","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"53","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3508","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2011","10","14","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"54","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3509","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2011","11","10","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.435556","-20.198611","43°26'08''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"55","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3511","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","04","27","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"56","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3515","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"57","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3518","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2011","10","14","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"58","2019-03-20 11:46:55-03","MCN-PUC-MINAS","HPUC-MG","ANG3533","S","Plantae",NA,NA,NA,NA,NA,"Gontijo, F.D.","2011","07","12","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"59","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG3506","S","Plantae","Poaceae",NA,NA,NA,NA,"Gontijo, F.D.","2012","06","28","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Sul","-43.435833","-20.225278","43°26'09''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°13'31''S",NA,NA,NA,NA,NA,NA,NA
"60","2019-03-20 11:47:10-03","MCN-PUC-MINAS","HPUC-MG","ANG3513","S","Plantae","Fabaceae","Anadenanthera",NA,"Anadenanthera",NA,"Gontijo, F.D.","2012","01","19","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Leste","-43.4375","-20.199444","43°26'15''W",NA,"1","1",NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'58''S",NA,NA,NA,NA,NA,NA,NA
"61","2019-03-20 11:47:11-03","MCN-PUC-MINAS","HPUC-MG","ANG3524","S","Plantae","Fabaceae","Andira","fraxinifolia","Andira fraxinifolia","F.S. Souza","Gontijo, F.D.","2011","10","07","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"62","2019-03-20 11:47:19-03","MCN-PUC-MINAS","HPUC-MG","ANG3514","S","Plantae","Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius",NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"63","2019-03-20 11:47:17-03","MCN-PUC-MINAS","HPUC-MG","ANG3520","S","Plantae","Marantaceae","Calathea",NA,"Calathea",NA,"Gontijo, F.D.","2012","01","10","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Dique Santa Rita","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"64","2019-03-20 11:47:11-03","MCN-PUC-MINAS","HPUC-MG","ANG3530","S","Plantae","Fabaceae","Calliandra","cf. fasciculata","Calliandra cf. fasciculata",NA,"Gontijo, F.D.","2011","11","30","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.435556","-20.198056","43°26'08''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'53''S",NA,NA,NA,NA,NA,NA,NA
"65","2019-03-20 11:47:17-03","MCN-PUC-MINAS","HPUC-MG","ANG3529","S","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","F.S. Souza","Gontijo, F.D.","2012","03","15","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"66","2019-03-20 11:47:24-03","MCN-PUC-MINAS","HPUC-MG","ANG3519","S","Plantae","Rubiaceae","Coccocypselum","lanceolatum","Coccocypselum lanceolatum","F.S. Souza","Gontijo, F.D.","2012","01","19","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Leste","-43.434722","-20.201389","43°26'05''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,"2012","03",NA,NA,NA,"20°12'05''S",NA,NA,NA,NA,NA,NA,NA
"67","2019-03-20 11:47:08-03","MCN-PUC-MINAS","HPUC-MG","ANG3535","S","Plantae","Dilleniaceae","Davilla",NA,"Davilla",NA,"Gontijo, F.D.","2012","02","02","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Dique Santa Rita","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"68","2019-03-20 11:47:08-03","MCN-PUC-MINAS","HPUC-MG","ANG3521","S","Plantae","Dioscoreaceae","Dioscorea","laxiflora","Dioscorea laxiflora","F. Gontijo","Gontijo, F.D.","2012","01","17","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","07",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"69","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3469","S","Plantae","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Machado, T.M.","Santos, A.","2011","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"70","2019-03-20 11:47:10-03","MCN-PUC-MINAS","HPUC-MG","ANG3517","S","Plantae","Erythroxylaceae","Erythroxylum","umbu","Erythroxylum umbu","F.S. Souza","Gontijo, F.D.","2011","10","14","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"71","2019-03-20 11:47:18-03","MCN-PUC-MINAS","HPUC-MG","ANG3465","S","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,"2012","01","19","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Leste","-43.435833","-20.1975","43°26'09''W",NA,"1.1","1.1",NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'51''S",NA,NA,NA,NA,NA,NA,NA
"72","2019-03-20 11:47:18-03","MCN-PUC-MINAS","HPUC-MG","ANG3510","S","Plantae","Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia",NA,"Gontijo, F.D.","2011","09","12","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"73","2019-03-20 11:47:18-03","MCN-PUC-MINAS","HPUC-MG","ANG3504","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","F.S. Souza","Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"74","2019-03-20 11:47:18-03","MCN-PUC-MINAS","HPUC-MG","ANG3526","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana",NA,"Gontijo, F.D.","2012","02","02","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Sul","-43.4375","-20.199444","43°26'15''W",NA,"1","1",NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'58''S",NA,NA,NA,NA,NA,NA,NA
"75","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG3523","S","Plantae","Myrtaceae","Myrcia","hebepetala","Myrcia hebepetala",NA,"Gontijo, F.D.","2011","11","30","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Dique Santa Rita","-43.439167","-20.188889","43°26'21''W",NA,"893","893",NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'20''S",NA,NA,NA,NA,NA,NA,NA
"76","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG3512","S","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora",NA,"Gontijo, F.D.","2011","10","26","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.435278","-20.198889","43°26'07''W",NA,"1.1","1.1",NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'56''S",NA,NA,NA,NA,NA,NA,NA
"77","2019-03-20 11:47:15-03","MCN-PUC-MINAS","HPUC-MG","ANG3532","S","Plantae","Lauraceae","Ocotea",NA,"Ocotea",NA,"Gontijo, F.D.","2011","11","30","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Dique Santa Rita","-43.439167","-20.188889","43°26'21''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'20''S",NA,NA,NA,NA,NA,NA,NA
"78","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG3531","S","Plantae","Poaceae","Parodiolyra",NA,"Parodiolyra",NA,"Gontijo, F.D.","2011","11","10","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.435556","-20.198611","43°26'08''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"79","2019-03-20 11:47:17-03","MCN-PUC-MINAS","HPUC-MG","ANG3522","S","Plantae","Malvaceae","Pavonia","communis","Pavonia communis","F.S. Souza","Gontijo, F.D.","2012","03","08","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Leste","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","09",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"80","2020-01-28 13:11:24-03","MCN-PUC-MINAS","HPUC-MG","ANG3525","S","Plantae","Melastomataceae","Pleroma","candolleanum","Pleroma candolleanum",NA,"Gontijo, F.D.","2011","11","10","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.435556","-20.198889","43°26'08''W",NA,"1","1",NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'56''S",NA,NA,NA,NA,NA,NA,NA
"81","2019-03-20 11:47:01-03","MCN-PUC-MINAS","HPUC-MG","ANG3528","S","Plantae","Araliaceae","Schefflera","calva","Schefflera calva","F.S. Souza","Morta, R.C.","2011","07","12","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,"2012","08",NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"82","2020-01-28 13:11:39-03","MCN-PUC-MINAS","HPUC-MG","BRI735","S","Plantae","Sphagnaceae","Sphagnum",NA,"Sphagnum","Maria de Fátima Vieira Starling; Olga Yano","Freitas; Pedralli; Santos; Lopes","2001","09","18","Brasil","Minas Gerais","Mariana","Tanque da Fazenda Antônio Pereira","-43.415","-20.365","43°24'54'' W",NA,"721","721",NA,NA,NA,"Bryophyta",NA,NA,NA,NA,NA,NA,NA,NA,"20°21'54'' S",NA,NA,NA,NA,NA,NA,NA
"83","2019-03-20 11:47:15-03","MCN-PUC-MINAS","HPUC-MG","ANG3534","S","Plantae","Loranthaceae","Struthanthus",NA,"Struthanthus",NA,"Gontijo, F.D.","2012","01","31","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Portaria Santa Rita Durão","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"84","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3516","S","Plantae","Combretaceae","Terminalia",NA,"Terminalia",NA,"Gontijo, F.D.","2011","11","30","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Cava Norte","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma. Resgate da Informação Científica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"85","2019-03-20 11:47:27-03","MCN-PUC-MINAS","HPUC-MG","ANG3503","S","Plantae","Vochysiaceae","Vochysia",NA,"Vochysia",NA,"Gontijo, F.D.","2011","10","14","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"86","2019-09-10 12:23:18-03","MCN-PUC-MINAS","HPUC-MG","ANG3464","S","Plantae","Annonaceae","Xylopia",NA,"Xylopia",NA,"Gontijo, F.D.","2012","09","16","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611","43°26'00''W",NA,NA,NA,NA,"Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20°11'55''S",NA,NA,NA,NA,NA,NA,NA
"87","2020-02-04 14:15:40-03","UNESP-IBB","BOTU","10219","PreservedSpecimen","Plantae","Annonaceae","Guatteria",NA,"Guatteria",NA,"Duarte, A.P.","1964","11","26","Brasil","Minas Gerais","Mariana","Serra.","-43.4160995483398","-20.377799987793",NA,"33524",NA,NA,NA,"Pequena árvore de formação secundária.","auto",NA,NA,NA,NA,NA,NA,"8606",NA,NA,NA,NA,"BOTU010219","BOTU010219",NA,NA,NA,NA
"88","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4793","S","Plantae","Asteraceae","Trichogonia","salviifolia","Trichogonia salviifolia",NA,"Kamilla Castelan","2018","04","20","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43Wº 27' 03.3''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 17' 05.5''",NA,"POL004793",NA,NA,NA,NA,NA
"89","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4776","S","Plantae","Acanthaceae","Ruellia","brevifolia","Ruellia brevifolia",NA,"Kamilla Castelan","2018","04","20","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43W° 27' 07.4","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 17' 06.3''",NA,"POL004776",NA,NA,NA,NA,NA
"90","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4872","S","Plantae","Asteraceae","Sonchus","oleraceus","Sonchus oleraceus",NA,"Kamilla Castelan","2017","11","04","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43Wº 25' 01.5''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 14' 15.9''",NA,"POL004872",NA,NA,NA,NA,NA
"91","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4752","S","Plantae","Lamiaceae","Vitex",NA,"Vitex",NA,"Kamilla Castelan","2017","11","02","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43Wº 25' 04.4''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 14' 01.6''",NA,"POL004752",NA,NA,NA,NA,NA
"92","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4732","S","Plantae","Convolvulaceae","Ipomoea","ramosissima","Ipomoea ramosissima",NA,"Kamilla Castelan","2017","11","04","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43Wº 25' 01.5''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 14' 15.9''",NA,"POL004732",NA,NA,NA,NA,NA
"93","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4728","S","Plantae","Asteraceae","Vernonia","polyanthes","Vernonia polyanthes",NA,"Kamilla Castelan","2018","03","19","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43Wº 25' 10.5''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 14' 04.6''",NA,"POL004728",NA,NA,NA,NA,NA
"94","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4888","S","Plantae","Asteraceae","Vernonia","polyanthes","Vernonia polyanthes",NA,"Kamilla Castelan","2018","07","30","Brasil","MG","Mariana","Bento Rodrigues","-43.4160995483398","-20.377799987793","43W°25'10.5''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20S°14'04.6''",NA,"POL004888",NA,NA,NA,NA,NA
"95","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4830","S","Plantae","Malpighiaceae","Banisteriopsis","adenopoda","Banisteriopsis adenopoda",NA,"Kamilla Castelan","2018","04","21","Brasil","MG","Mariana","Camargos","-43.4160995483398","-20.377799987793","43Wº 24' 02.3''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 18' 29.9''",NA,"POL004830",NA,NA,NA,NA,NA
"96","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4851","S","Plantae","Onagraceae","Ludwigia","peruviana","Ludwigia peruviana",NA,"Kamilla Castelan","2018","04","21","Brasil","MG","Mariana","Camargos","-43.4160995483398","-20.377799987793","43Wº 24' 08.2''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 16' 34.1''",NA,"POL004851",NA,NA,NA,NA,NA
"97","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4837","S","Plantae","Malvaceae","Gossypium","herbaceum","Gossypium herbaceum",NA,"Kamilla Castelan","2017","11","03","Brasil","MG","Mariana","Estrada Antiga Bento","-43.4160995483398","-20.377799987793","43Wº 25' 39.4''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 15' 00.1''",NA,"POL004837",NA,NA,NA,NA,NA
"98","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4805","S","Plantae","Convolvulaceae","Merremia","macrocalyx","Merremia macrocalyx",NA,"Kamilla Castelan","2018","04","20","Brasil","MG","Mariana","Estrada Bento - Nova Bento","-43.4160995483398","-20.377799987793","43Wº 26' 59.9''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 17' 21.9''",NA,"POL004805",NA,NA,NA,NA,NA
"99","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4838","S","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba",NA,"Kamilla Castelan","2018","04","20","Brasil","MG","Mariana","Estrada Bento - Nova Bento","-43.4160995483398","-20.377799987793","43Wº 26' 59.9''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20Sº 17' 21.9''",NA,"POL004838",NA,NA,NA,NA,NA
"100","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4850","S","Plantae","Onagraceae","Ludwigia","nervosa","Ludwigia nervosa",NA,"Kamilla Castelan","2018","07","31","Brasil","MG","Mariana","Estrada Camargos","-43.4160995483398","-20.377799987793","43W°23'57.3''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20S°16'53.7''",NA,"POL004850",NA,NA,NA,NA,NA
"101","2019-09-10 12:24:57-03","FUNED","FUNED-POL","4791","S","Plantae","Asteraceae","Baccharis","retusa","Baccharis retusa",NA,"Kamilla Castelan","2018","07","31","Brasil","MG","Mariana","Estrada Camargos","-43.4160995483398","-20.377799987793","43W°23'57.3''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20S°16'53.7''",NA,"POL004791",NA,NA,NA,NA,NA
"102","2019-09-10 12:24:58-03","FUNED","FUNED-POL","4840","S","Plantae","Melastomataceae","Miconia","albicans","Miconia albicans",NA,"Kamilla Castelan","2018","07","31","Brasil","MG","Mariana","Estrada Camargos","-43.4160995483398","-20.377799987793","43W°23'57.3''","33524",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20S°16'53.7''",NA,"POL004840",NA,NA,NA,NA,NA
