"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"47","2019-09-23 10:16:57-03","UNICAMP","UEC","205002","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","Vahl","Gonçalves, DJP","Gonçalves, DJP; Kotovski, ER; Belinello, R","475","2011","02","27",NA,"Brazil","Minas Gerais","Itamarandiba","Brasil:Minas Gerais, Itamarandiba, Parque Estadual de Serra Negra, Fazenda Sr.José Gidilina, pelo espinhaço da serra.","-44.471361","-18.124506","-44.471361","-18.124506","1405","1405",NA,"Arbusto ca.1,5m.Flores e botões amarelos.; Campo rupestre de carrasco, solo c/areia branca.","UEC024271","UEC024271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:21:58-03","UNICAMP","UEC","167687","S","Plantae","Magnoliopsida",NA,"Ochnaceae","Luxemburgia",NA,"Luxemburgia","A.St.-Hil.",NA,"Teixeira, EM; Brina, AE","s.n.","1991","03","21",NA,"Brazil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Arbusto.; Cerrado.","UEC035891","UEC035891",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"49","2019-08-20 10:06:26-03","UNICAMP","UEC","165868","S","Plantae","Magnoliopsida",NA,"Asteraceae","Porophyllum",NA,"Porophyllum",NA,"Semir, J; Volet, DP","Gonçalves, DJP; et al.","424","2012","01","26",NA,"Brazil","Minas Gerais","Itamarandiba","Parque Estadual de Serra Negra, Fazenda Sr. José Gidilina, indo pelo espinhaço da serra.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Arbusto ca. 0,5m corola amarela esverdeada, estilete enegrecido, anteras creme e enegrecidas, odor de arnica.","UEC024502","UEC024502","2017",NA,NA,"39586","auto","03",NA,NA,NA,NA
"50","2019-08-20 10:07:26-03","UNICAMP","UEC","165873","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","scorpioides","Vernonia scorpioides","(Lam.) Pers.","Semir, J","Gonçalves, DJP; et al.","433","2012","01","26",NA,"Brazil","Minas Gerais","Itamarandiba","Parque Estadual de Serra Negra. Fazenda Sr José Gidilina , indo pelo espinhaço da serra.","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,"Subarbusto ca. 1m, brácteas involucrais verde c/ ápice enegrecido, corola lilás, estilete lilás mais claro.; Cerrado rupestre, carrasco, solo c/ pedras brancas.","UEC024510","UEC024510",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"51","2019-11-06 10:13:52-03","UFOP","OUPR","29373","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","delicatus","Actinocephalus delicatus","Sano",NA,"Echternacht, L.; Bastos, T.V.; Almeida, T.E. & Santos, A.M.O.","2140","2010","04","01",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, No alto da Serra, na estrada que vai de Itamarandiba até a antena, em afloramentos rochosos antes da antena.","-42.729639","-18.008806","-42.729639","-18.008806","1477","1477",NA,"Erva rupícola. Rosetas de ca. de 5 a 15 cm de diâmetro, às vezes densamente agrupadas. Paracládios de 2 a muitos (mais de 10) por roseta, secos.; Em fendas de rochas quartzíticas. Local sobreado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-06 10:13:54-03","UFOP","OUPR","29374","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera",NA,"Comanthera",NA,NA,"Echternacht, L.; Bastos, T.V.; Almeida, T.E. & Santos, A.M.O.","2141","2010","04","01",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, No alto da Serra, na estrada que vai de Itamarandiba até a antena, aleste da Serra.","-42.717417","-18.004306","-42.717417","-18.004306","1229","1229",NA,"Erva. Caule sobterrâneo ramificado e espessado, com rosetas no ápice. Bainha das folhas persistentes, folhas caducas. Espatas verdes glaucescens, com estrias. Escapos prateados, densamente seríceos, sobretudo os jovens. Brácteas involucrais nos botõe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-06 10:13:55-03","UFOP","OUPR","29386","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","albidus","Paepalanthus albidus","Gardn.","Echternacht, L.","Echternacht, L.; Sano, P.T.; Gonella, P.; Kubo, M. & Corredor, B.A.D.","2311","2013","06","22",NA,"Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Em afloramento na borda da estrada de quartzito que sobe para o alto da Serra.","-42.718017","-18.004042","-42.718017","-18.004042","126","126",NA,"Coordenadas GPS em GMS, Datum SAD69.; Campo de areia branca, vegetação herbáceo-arbustiva, solo arenoso groso, bem drenado. Planta rupícula, em sombra de afloramento arenítico.",NA,NA,"2013",NA,NA,NA,NA,"06","22",NA,NA,NA
"54","2013-04-01 09:16:27-03","IPT","BCTW","879","S","Plantae","Magnoliophyta",NA,NA,"Corymbia","citriodora","Corymbia citriodora","Hook.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","plantios ArcelorMittal Jequitinhonha","-42.786111","-17.697222","42W47'10","17S41'50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"55","2013-04-01 09:17:07-03","IPT","BCTW","881","S","Plantae","Magnoliophyta",NA,NA,"Eucalyptus","camaldulensis x grandis","Eucalyptus camaldulensis x grandis",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","plantios ArcelorMittal Jequitinhonha","-42.9225","-17.846944","42W55'21","17S50'49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"56","2013-04-01 09:17:07-03","IPT","BCTW","880","S","Plantae","Magnoliophyta",NA,NA,"Eucalyptus","cloeziana","Eucalyptus cloeziana","F.Muell.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","plantios ArcelorMittal Jequitinhonha","-42.790833","-17.698611","42W47'27","17S41'55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"57","2013-04-01 09:17:17-03","IPT","BCTW","882","S","Plantae","Magnoliophyta",NA,NA,"Eucalyptus","urophylla x sp.","Eucalyptus urophylla x sp.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Itamarandiba","plantios ArcelorMittal Jequitinhonha","-42.924167","-17.856111","42W55'27","17S51'22",NA,NA,NA,"cruzamento natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"58","2019-07-11 11:06:37-03","MBM","MBM","263460","S","Plantae",NA,NA,"Fabaceae","Mimosa","dumetorum","Mimosa dumetorum","St. Hil.","Mello Barreto","Mello Barreto","9963","1937","11","22","Southern America","Brazil","Minas Gerais","Itamarandiba","Penha de França","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"MBM263460","MBM263460",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"59","2019-12-06 14:43:16-03","MBM","MBM","255598","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","hispida","Gaylussacia hispida","Meisn.","Standley, P.C.","Barreto, M.","9992","1937","11","25","Southern America","Brazil","Minas Gerais","Itamarandiba","Serra do Ambrósio","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"MBM255598","MBM255598",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"60","2019-12-06 14:23:11-03","MBM","MBM","348352","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Mota, N.F.O.; et al.; et al.","1330","2008","08","24","Southern America","Brazil","Minas Gerais","Itamarandiba","Entorno Parque Estadual da Serra Negra. estrada que vai pra torre","-42.8588981628418","-17.8572006225586",NA,NA,"1135","1135",NA,"Arvoreta 4-5 m com flores creme-amareladas. Planta armazenada em álcool. Área antropizada. Próximo a plantação de Eucalyptus","MBM348352","MBM348352",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"61","2019-12-06 14:23:11-03","MBM","MBM","348342","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","2734","2007","03","22","Southern America","Brazil","Minas Gerais","Itamarandiba","Parque Estadual da Serra negra","-42.8588981628418","-17.8572006225586",NA,NA,"1400","1400",NA,"Arbusto com frutos negros em campo rupestre","MBM348342","MBM348342",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"62","2019-12-06 14:23:11-03","MBM","MBM","348334","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,"Viana, P.L.; et al.; et al.","2736","2007","03","22","Southern America","Brazil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.8588981628418","-17.8572006225586",NA,NA,"1420","1420",NA,"Arbusto 2m de altura em campo rupestre. Flores rosas","MBM348334","MBM348334",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"63","2019-12-06 14:45:52-03","MBM","MBM","127960","S","Plantae",NA,NA,"Fabaceae","Acacia","martiusiana","Acacia martiusiana","Burkart","Barneby, R.","Stannard, B.","6651",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Itamarandiba","Ca. 7km SE de Itamarandiba","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"MBM127960",NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"64","2019-12-06 14:28:16-03","MBM","MBM","138965","S","Plantae",NA,NA,"Arecaceae","Allagoptera","campestris","Allagoptera campestris","(Mart.) Kuntze","Dransfield, J.","Stannard, B.; et al.; et al.","6670","1984","12","01","Southern America","Brazil","Minas Gerais","Itamarandiba","7km sudoeste de Itamarandiba","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,NA,NA,"MBM138965","MBM138965 MBM138965_1",NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA
"65","2019-10-02 15:07:11-03","UFMG","BHCB","105867","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb) Pridgeon & M.W.Chase",NA,"Mota, RC da; et al.","3367","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724417","-18.005944","-42.724417","-18.005944","1300","1300",NA,"Planta; erva epífita; flores verde-acastanhadas.; coletada em mata de galeria","BHCB000995","BHCB000995","2007",NA,NA,NA,NA,"03",NA,NA,NA,NA
"66","2019-10-02 15:07:11-03","UFMG","BHCB","119722","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb) Pridgeon & M.W.Chase",NA,"Batista, JAN; Mota, RC da; Mota, NFO; Viana, PL; Teles, AM","2042","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, parte de cima da serra, após as torres de transmissão.","-42.742361","-18.010667","-42.742361","-18.010667","1562","1562",NA,"Erva epífita, em mata nebular.; Erva epífita em mata nebular","BHCB005034",NA,"2013",NA,NA,NA,NA,"02","05",NA,NA,NA
"67","2019-10-02 15:06:41-03","UFMG","BHCB","105111","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Actinocephalus","delicatus","Actinocephalus delicatus","Sano",NA,"Mota, RC da; Fontana, AP; Brahim, KA","3089","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724469","-18.005611","-42.724469","-18.005611",NA,NA,NA,"Erva rupícola, capítulos brancos.; Em paredão rochoso.","BHCB5526",NA,"2011",NA,"Paratypus",NA,NA,NA,NA,NA,NA,NA
"68","2019-10-02 15:06:41-03","UFMG","BHCB","137985","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Actinocephalus","delicatus","Actinocephalus delicatus","Sano",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","2140","2010","04","01","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., No alto da Serra, na estrada que vai de Itamarandiba até a antena, em afloramentos rochosos antes da antena.","-42.729639","-18.008806","-42.729639","-18.008806","1477","1477",NA,"Erva rupícola. Rosetas de ca. de 5 a 15 cm de diâmetro, às vezes densamente agrupadas. Paracládios de 2 a muitos (mais de 10) por roseta, secos.; Em fendas de rochas quartzíticas. Local sobreado.","BHCB5259",NA,"2011",NA,"Paratypus",NA,NA,"08",NA,NA,NA,NA
"69","2019-10-02 14:52:44-03","UFMG","BHCB","105118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","hispidula","Agarista hispidula","(DC.) Hook. ex Nied.",NA,"Mota, RC da; Fontana, AP; Brahim, KA","3096","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724469","-18.005561","-42.724469","-18.005561",NA,NA,NA,"Arbusto; corola rosa-avermelhada.; Campo rupestre.","BHCB011272",NA,"2013",NA,NA,NA,NA,"11","13",NA,NA,NA
"70","2019-10-02 14:49:12-03","UFMG","BHCB","42553","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acritopappus","confertus","Acritopappus confertus","(Gardner) R.M.King & H.Rob.",NA,"Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Meguro, M","3952","1998","01","13","Southern America","Brasil","Minas Gerais","Itamarandiba","Santa Joana., Estrada Coluna-Itamarandiba. A W da rodovia.","-42.865","-18.230833","-42.865","-18.230833",NA,NA,NA,"Carrascal. Arbusto laxamente ramificado, 1m. Heliófilo. Inflorescência viscosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-01-28 18:42:55-03","UFMG","BHCB","105135","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Alternanthera",NA,"Alternanthera",NA,NA,"Mota, RC da; Fontana, AP; Brahim, KA","3113","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724694","-18.005611","-42.724694","-18.005611",NA,NA,NA,"Erva, inflorescências brancas.; Campo limpo","BHCB054119","BHCB054119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-02 15:01:36-03","UFMG","BHCB","105134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plantaginaceae","Angelonia","eriostachys","Angelonia eriostachys","Benth.",NA,"Mota, RC da; Fontana, AP; Brahim, KA","3112","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724469","-18.005611","-42.724469","-18.005611",NA,NA,NA,"Erva, flores arroxeadas.; Campo rupestre.","BHCB010620",NA,"2013",NA,NA,NA,NA,"07","29",NA,NA,NA
"73","2019-10-02 15:01:36-03","UFMG","BHCB","105874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plantaginaceae","Angelonia","eriostachys","Angelonia eriostachys","Benth.",NA,"Mota, RC da","3374","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724469","-18.005611","-42.724469","-18.005611","1300","1300",NA,"Erva terrestre, corola arroxeada.; Campo arenoso.","BHCB010621",NA,"2013",NA,NA,NA,NA,"07","29",NA,NA,NA
"74","2019-10-02 15:05:51-03","UFMG","BHCB","100964","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Anthurium",NA,"Anthurium","Schott.",NA,"Salino, A; Almeida, TE; Heringer, G","11343","2006","07","05","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra, Na região conhecida como Trombra D'Anta","-42.907667","-18.028472","-42.907667","-18.028472","920","920",NA,"Prensado em álcool. Projeto Riqueza, Distribuição Geográfica e Conservação das Pteridófitas do Estado de Minas Gerais, Brasil; Área de Floresta Estacional Semidecidual Montana em vale com riacho; margem de riacho; presença marcante","BHCB037124","BHCB037124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-02 15:07:14-03","UFMG","BHCB","105869","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bifrenaria","stefanae","Bifrenaria stefanae","V.P.Castro",NA,"Mota, RC da; et al.","3369","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.724417","-18.005944","-42.724417","-18.005944","1300","1300",NA,"Planta coletada em mata de galeria; erva epífita; pétalas e sépalas laranja-esverdeadas; labelo vináceo com margem apical branca, calosidade amarelada e guias vináceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-02 15:07:17-03","UFMG","BHCB","105121","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","jongheana","Cattleya jongheana","(Rchb) Van den Berg",NA,"Mota, RC da; et al.","3099","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","P.E. da Serra Negra","-42.724694","-18.005611","-42.724694","-18.005611",NA,NA,NA,"planta coletada em campo rupestre; erva epífita em Vellozia auriculata; sépalas e pétalas róseas, labelo róseo com cristas amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-02 15:07:19-03","UFMG","BHCB","105124","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","rupestris","Cattleya rupestris","(Lindl.) Van den Berg",NA,"Mota, RC da; et al.","3102","2006","09","13","Southern America","Brasil","Minas Gerais","Itamarandiba","P.E. da Serra Negra","-42.724694","-18.005611","-42.724694","-18.005611",NA,NA,NA,"Planta coletada em campo rupestre; erva rupícola; sépalas e pétalas magenta, labelo magenta com cristas cremes.","BHCB026036",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-02 15:08:14-03","UFMG","BHCB","107808","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea",NA,"Chusquea",NA,NA,"Viana, PL; Teles, AM; Batista, JAN; Mota, RC da","2742","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.73985","-18.100278","-42.73985","-18.100278","1380","1380",NA,"Planta com colmos escandentes; Em mata nebular","BHCB031320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-02 15:08:14-03","UFMG","BHCB","107799","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea",NA,"Chusquea",NA,NA,"Viana, PL; Teles, AM; Batista, JAN; Mota, RC da","2733","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.73985","-18.014058","-42.73985","-18.014058","1400","1400",NA,"Bambu escandente, lâminas das folhas de colmo eretas. Planta estéril; Em interior de matinha nebular","BHCB031316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-02 15:08:14-03","UFMG","BHCB","107807","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea",NA,"Chusquea",NA,NA,"Viana, PL; Teles, AM; Batista, JAN; Mota, RC da","2741","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.73985","-18.014058","-42.73985","-18.014058","1400","1400",NA,"Individuo jovem, com colmos eretos ca. 2m altura; Em interior de matinha nebular","BHCB031319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-02 15:06:44-03","UFMG","BHCB","137993","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","bisulcata","Comanthera bisulcata","(Körn.) L.R.Parra & Giul.",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","2148","2010","04","01","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., No alto da Serra, na porção leste, na antena entre a antena e o Barro Preto.","-42.751028","-18.016056","-42.751028","-18.016056","1607","1607",NA,"Fendas de rochas. Erva. Folhas verdes glaucescens. Brácteas involucrais externas castanhas, internas creme. Plantas do Brasil. Duplicatas: SPF, P; Erva em fendas de rochas. Folhas verdes glaucescens. Brácteas involucrais externas castanhas, internas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-02 15:06:44-03","UFMG","BHCB","137986","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","brunnea","Comanthera brunnea","Echtern.",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","2141","2010","04","01","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., No alto da Serra, na estrada que vai de Itamarandiba até a antena, aleste da Serra.","-42.717417","-18.004306","-42.717417","-18.004306","1229","1229",NA,"Erva. Caule sobterrâneo ramificado e espessado, com rosetas no ápice. Bainha das folhas persistentes, folhas caducas. Espatas verdes glaucescens, com estrias. Escapos prateados, densamente seríceos, sobretudo os jovens. Brácteas involuc","BHCB5261",NA,"2011",NA,"Paratypus",NA,NA,NA,NA,NA,NA,NA
"83","2019-10-02 15:06:44-03","UFMG","BHCB","137984","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","suberosa","Comanthera suberosa","(Giul.) L.R.Parra & Giul.",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","2139","2010","04","01","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., Na borda da estrada que segue para a antena, a leste da Serra","-42.70125","-17.991389","-42.70125","-17.991389","1094","1094",NA,"NULL; Erva. Caule espessado, ca. 3 a 4 cm larg., ramificado ou não. Espatas esbranqui~cadas com estrias castanhas. Escapos verdes. Brácteas involucrais externas castanhas, internas cremes. População abundante por toda a Serra; Campo l","BHCB022362",NA,"2015",NA,NA,NA,NA,"02",NA,NA,NA,NA
"84","2019-10-02 15:06:44-03","UFMG","BHCB","137995","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Comanthera","suberosa","Comanthera suberosa","(Giul.) L.R.Parra & Giul.",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","2150","2010","04","01","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra., No alto da Serra, na porção leste, próximo à antena, na direção do Barro Preto.","-42.741472","-18.008806","-42.741472","-18.008806","1556","1556",NA,"Folhas verdes, ciliadas. Espatas glaucescens. Pedúnculos esverdeados com pilosidade levemente serícea. Brácteas involucrais castanhas; Folhas verdes, ciliadas. Espatas glaucescens. Pedúnculos esverdeados com pilosidade levemente serícea. Brácteas inv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
