"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","dayIdentified","infraspecificEpithet","individualCount","relatedCatalogItem"
"44","2019-12-16 16:39:42-03","NYBG","NYBG","1017036","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Lycopodium","magellanicum","Lycopodium magellanicum","(P.Beauv.) Sw.",NA,NA,NA,"D. M. Vital","11794","1984","09","16","South America","Brazil","Espírito Santo","Iúna","Parque Nacional do Caparao, along trail from Terreirão to the summit of Pico da Bandeira.","-41.72","-20.42","-41.72","-20.42","2350","2890","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01017036","NY01017036",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 19:15:00-03","NYBG","NYBG","1017019","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Melpomene","peruviana","Melpomene peruviana",NA,"M. Lehnert","2006",NA,"D. M. Vital","11763","1984","09","16","South America","Brazil","Espírito Santo","Iúna","Parque Nacional do Caparão, along trail from Terreirão to the summit of Pico da Bandeira.","-41.72","-20.42","-41.72","-20.42","2350","2890","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01017019","NY01017019",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 18:25:33-03","NYBG","NYBG","02361493","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","valentinensis","Miconia valentinensis","Bacci & R.Goldenb.",NA,"2015",NA,"L. F. Bacci","129","2013","12","01","South America","Brazil","Espírito Santo","Iuna","Serra do Valentim - trilha para a torre","-41.2758","-20.225","-41.2758","-20.2250","1561","1561","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2640503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02361493","NY02361493",NA,NA,NA,"isotype",NA,NA,NA,NA
"47","2019-12-16 18:25:33-03","NYBG","NYBG","02361534","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","valentinensis","Miconia valentinensis","Bacci & R.Goldenb.",NA,NA,NA,"L. F. Bacci","129","2013","12","01","South America","Brazil","Espírito Santo","Iuna","Serra do Valentim. Trilha para a torre","-41.2758","-20.225","-41.2758","-20.2250","1561","1561","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2646438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02361534","NY02361534",NA,NA,NA,"isotype",NA,NA,NA,NA
"48","2019-12-16 16:25:54-03","NYBG","NYBG","01197351","PreservedSpecimen","Fungi","Ascomycota","Lecanorales","Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,NA,NA,NA,"D. M. Vital","11793","1984","09","16","South America","Brazil","Espírito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirao to the summit of Pico da Bandeira","-41.72","-20.42","-41.72","-20.42","2350","2890","packeted","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01197351",NA,NA,NA,"Lecanoromycetes",NA,NA,NA,NA,NA
"49","2019-12-16 18:09:26-03","NYBG","NYBG","1579577","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","organensis","Passiflora organensis","Gardner","A. C. Cervi",NA,NA,"G. G. Hatschbach","31348","1973","02","07","South America","Brazil","Espírito Santo","Iúna",NA,"-41.529023","-20.344181","-41.529023","-20.344181","800","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1786713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01579577","NY01579577",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 16:54:41-03","NYBG","NYBG","484503","PreservedSpecimen","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Tournefortia","villosa","Tournefortia villosa","Salzm. ex DC.","G. G. Hatschbach","1973","05","G. G. Hatschbach","31335","1973","02","07","South America","Brazil","Espírito Santo","Iúna","Iúna","-41.529023","-20.344181","-41.529023","-20.344181","800","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00484503","NY00484503",NA,NA,NA,NA,"01",NA,NA,NA
"51","2019-12-16 16:36:18-03","NYBG","NYBG","2120923","PreservedSpecimen","Plantae","Bryophyta",NA,"Orthotrichaceae","Zygodon","reinwardtii","Zygodon reinwardtii","(Hornsch.) A.Braun",NA,NA,NA,"D. M. Vital","11753","1984","09","16","South America","Brazil","Espírito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirão to the summit of Pico da Bandeira.","-41.72","-20.42","-41.72","-20.42","2350","2890","packeted","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02120923","NY02120923",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-04 10:45:28-03","UFRJ","RFA","42456","Preservedecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","piperifolia","Dioscorea piperifolia","Humb. & Bonpl. ex Willd.","R. Couto","2015","01","J.P.F. Zorzanelli; C. Pereira","1186","2015","01","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Trilha para o Colossus","-41.476944","-20.336111","41º28'37''W","20º20'10''S",NA,NA,NA,"Trepadeira com inflorescência verde-clara. Anteras alvas","RFA36829",NA,NA,NA,NA,NA,"12",NA,NA,NA
"53","2019-11-04 10:45:24-03","UFRJ","RFA","42454","Preservedecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea",NA,"Dioscorea",NA,NA,NA,NA,"J.P.F. Zorzanelli","918","2014","01","17",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Estrada para as torres de comunicação. Na beira da estrada","-41.5358009338379","-20.3458003997803","41º58'97''W","21º53'78''S",NA,NA,NA,"Trepadeira com flores verdes","RFA36831",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"54","2019-09-24 10:34:37-03","EAO","IAN","139339","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","gardneri","Picramnia gardneri","G.Planch.","Pirani, JR","1988",NA,"Heringer, EP","11911","1969","10","22","Southern America","Brasil","Espírito Santo","Iuna","Fazenda da Laranjeira da Terra .","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Arbusto do subtrato da mata virgem.","IAN139339",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"55","2019-12-12 15:31:44-03","UFABC","HUFABC","000195","PreservedSpecimen","Plantae","Angiospermas",NA,"Gesneriaceae","Nematanthus","crassifolius","Nematanthus crassifolius","(Schott) Wiehler",NA,NA,NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","289","2014","10","07",NA,"Brasil","Espirito Santo","Iúna","prox. a uma plantação de café, epífita em local muito úmido com muito Euterpe edulis.","-41.791764","-20.610561","-41.791764","-20.610561",NA,NA,NA,"Erva epifítica, corola vermelha, calice verde.","HUFABC000195","HUFABC000195",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-12 15:31:44-03","UFABC","HUFABC","000194","PreservedSpecimen","Plantae","Angiospermas",NA,"Gesneriaceae","Nematanthus","lanceolatus","Nematanthus lanceolatus","(Poir.) Chautems",NA,NA,NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","288","2014","10","07",NA,"Brasil","Espirito Santo","Iúna","prox. a uma plantação de café, epífita.","-41.789278","-20.609794","-41.789278","-20.609794",NA,NA,NA,"Erva epifítica pendente, corola alaranjada, lobos amarelos, cálice vermelho, pecíolo vinoso.","HUFABC000194","HUFABC000194",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-12 15:31:44-03","UFABC","HUFABC","000196","PreservedSpecimen","Plantae","Angiospermas",NA,"Gesneriaceae","Nematanthus","wiehleri","Nematanthus wiehleri","Chautems & M.Peixoto",NA,NA,NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","290","2014","10","07",NA,"Brasil","Espirito Santo","Iúna","prox. a uma plantação de café, trilha para o topo da serra, epífita na mata nebular.","-41.789431","-20.614381","-41.789431","-20.614381",NA,NA,NA,"Erva epifítica, apenas botões, calice verde.","HUFABC000196","HUFABC000196",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-12 15:31:34-03","UFABC","HUFABC","001518","PreservedSpecimen","Plantae",NA,NA,"Meteoriaceae","Pilotrichella","flexilis","Pilotrichella flexilis","(Hedw.) Aongstr.",NA,NA,NA,"Vital, DM; Buck, WR","11779","1984","09","16",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó","-41.43","-20.26","-41.43","-20.26","2350","2890",NA,"Along trail From Terreirão to the summit of Pico da Bandeira; dry, rocky hillsides along Rio José Preto with scattered shrubs and small trees.","HUFABC001518",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-07-24 15:42:20-03","UMICH","MICH","533766","PreservedSpecimen","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","brachycaulon","Sphagnum brachycaulon","Müll. Hal. ex Warnst.","H. Crum",NA,NA,"D.M. Vital & W.R. Buck","11771","1984","09","16",NA,"Brazil","Espirito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirão to the summit of Pico da Bandeira.","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"Habitat: Dry, rocky hillsides with small streams, shrubs and small trees.",NA,NA,"32198","auto","Sphagnopsida",NA,NA,NA,NA,NA
"60","2019-07-24 15:42:20-03","UMICH","MICH","533762","PreservedSpecimen","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","brachycaulon","Sphagnum brachycaulon","Müll. Hal. ex Warnst.","H. Crum",NA,NA,"D.M. Vital & W.R. Buck","11819","1984","09","16",NA,"Brazil","Espirito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirão to the summit of Pico da Bandeira.","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"Habitat: Dry, rocky hillside with small streams, shrubs and small trees.",NA,NA,"32198","auto","Sphagnopsida",NA,NA,NA,NA,NA
"61","2019-07-24 15:42:20-03","UMICH","MICH","533761","PreservedSpecimen","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","brachycaulon","Sphagnum brachycaulon","Müll. Hal. ex Warnst.","H. Crum",NA,NA,"D.M. Vital & W.R. Buck","11761","1984","09","16",NA,"Brazil","Espirito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirão to the summit of Pico da Bandeira.","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"Habitat: Rocky hillsides with small streams, shrubs and and small trees.",NA,NA,"32198","auto","Sphagnopsida",NA,NA,NA,NA,NA
"62","2019-07-24 15:42:20-03","UMICH","MICH","533763","PreservedSpecimen","Plantae","Bryophyta","Sphagnales","Sphagnaceae","Sphagnum","brachycaulon","Sphagnum brachycaulon","Müll. Hal. ex Warnst.","H. Crum",NA,NA,"D.M. Vital & W.R. Buck","11815","1984","09","16",NA,"Brazil","Espirito Santo","Iúna","Parque Nacional do Caparaó, along trail from Terreirão to the summit of Pico da Bandeira.","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"Habitat: Dry, rocky hillside with small streams, shrubs and small trees.",NA,NA,"32198","auto","Sphagnopsida",NA,NA,NA,NA,NA
"63","2019-08-27 12:07:29-03","IAP","PACA-BRYOPHYTES","117527","PreservedSpecimen","Plantae",NA,NA,"Sphagnaceae","Sphagnum","palustre","Sphagnum palustre","L.","Peralta, D. F.","2017","12","Vital, D.M.","11819","1984","09","16",NA,"Brasil","ES","Iúna","Parque nacional do caparaó","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"duplicata sp206178 Habitat: Along trail from terreirão, to the summit of Pico da Bandeira; dry rocky hillsides alongo Rio José Preto with scattered shrubs and small trees","PACA117527",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"64","2019-08-27 12:07:29-03","IAP","PACA-BRYOPHYTES","117544","PreservedSpecimen","Plantae",NA,NA,"Sphagnaceae","Sphagnum","subsecundum","Sphagnum subsecundum","Nees","sine determiner",NA,NA,"Vital, D.M.","11761","1984","09","16",NA,"Brasil","ES","Iúna","Parque nacional do caparaó. Along trail from terreirão to summit of pico da bandeira","-41.5358009338379","-20.3458003997803",NA,NA,"2350","2890",NA,"duplicata sp206147 Habitat: dry, rocky hillsides along Rio José preto with acattered shrubs and small trees","PACA117544",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"65","2019-07-11 10:12:38-03","ESALQ","ESA","64508","S","Plantae","Magnoliophyta",NA,"Poaceae","Danthonia",NA,"Danthonia",NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23351","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro). Campo de altitude.","-41.4829","-20.2436","-41.4829","-20.2436",NA,NA,NA,"Erva; espiguetas vináceas. Brejo","ESA064508","ESA064508_1 ESA064508_2",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-07-11 10:15:10-03","ESALQ","ESA","64586","S","Plantae","Pteridophyta",NA,"Grammitidaceae","Leucotrichum","organense","Leucotrichum organense",NA,"Dittrich, V.A.O.","2014","09","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23431","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Arrozal. Mata Ciliar do Rio Claro","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Epífita","ESA064586",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"67","2019-07-11 10:13:23-03","ESALQ","ESA","64470","S","Plantae","Magnoliophyta",NA,"Rubiaceae","Declieuxia","coerulea","Declieuxia coerulea","Gardner","Oliveira, J.A.","2012","09","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23313","2000","02","17",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre Terreirão e a Virada dos Balaios","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Subarbusto; flores violeta","ESA064470","ESA064470 ESA064470_1","32198","auto",NA,NA,NA,NA,NA,NA
"68","2019-07-11 10:06:56-03","ESALQ","ESA","64588","S","Plantae","Magnoliophyta",NA,"Convolvulaceae","Dichondra",NA,"Dichondra",NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23433","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Rastejante; flores alvas","ESA064588","ESA064588","32198","auto",NA,NA,NA,NA,NA,NA
"69","2019-07-11 10:06:57-03","ESALQ","ESA","64565","S","Plantae","Magnoliophyta",NA,"Cunoniaceae","Weinmannia",NA,"Weinmannia",NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23409","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Arrozal e o Rancho dos Cabritos. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Árvore, ca. 5m alt.; flores creme. Capão de mata","ESA064565",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"70","2019-07-11 10:15:10-03","ESALQ","ESA","64570","S","Plantae","Pteridophyta",NA,"Lycopodiaceae","Diphasiastrum","thyoides","Diphasiastrum thyoides",NA,"Gissi, D.S.","2014","07","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23414","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Rancho dos Cabritos e o Terreirão","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Erva, estróbilos verdes","ESA064570",NA,"32198","auto",NA,NA,"04",NA,NA,NA
"71","2019-07-11 10:04:58-03","ESALQ","ESA","64543","S","Plantae","Magnoliophyta",NA,"Apocynaceae","Ditassa","leonii","Ditassa leonii",NA,"Rapini, A.","2008",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23387","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Subarbusto prostrado; flores alvas","ESA064543","ESA064543","32198","auto",NA,NA,NA,NA,NA,NA
"72","2019-07-11 10:05:44-03","ESALQ","ESA","64512","S","Plantae","Magnoliophyta",NA,"Asteraceae","Leptostelma","maximum","Leptostelma maximum","D. Don","Hattori, E.K.O.","2015","03","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23355","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro). Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Erva; 60-80cm alt.; flores do raio alvas, flores do disco amarelas","ESA064512",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"73","2019-07-11 10:09:41-03","ESALQ","ESA","64538","S","Plantae","Magnoliophyta",NA,"Linaceae","Linum",NA,"Linum",NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23382","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Subarbusto, flores amarelas","ESA064538","ESA064538","32198","auto",NA,NA,NA,NA,NA,NA
"74","2019-02-22 15:21:13-03","ESALQ","ESA","69460","S","Plantae","Magnoliophyta",NA,"Linaceae","Linum","litoralle","Linum litoralle",NA,NA,NA,NA,"Souza, V.C. et al.","23328","2000","02","18",NA,"Brasil","Espírito Santo","Iúna",NA,"-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"ESA069460","ESA069460","32198","auto",NA,NA,NA,NA,NA,NA
"75","2019-07-11 10:09:41-03","ESALQ","ESA","64485","S","Plantae","Magnoliophyta",NA,"Linaceae","Linum","litoralle","Linum litoralle","A.St.-Hil.","Souza, V.C. & Lima, M.I.R.G.",NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23328","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Arrozal (arredores do Rio Claro). Campo de altitude. 20o24'36,1S; 41o48'29,6W.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"Erva, até 40cm alt.; flores amarelas","ESA064485",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"76","2019-07-11 10:11:25-03","ESALQ","ESA","122738","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Lima, D.F.","2016",NA,"Flores, T.B.","1609","2012","10","26",NA,"Brasil","Espírito Santo","Iúna","Estrada entre os povoados de Santa Clara e Pouso Alto (em direção a Rodovia BR #?# 262).","-41.5358009338379","-20.3458003997803",NA,NA,"783","783",NA,"Árvore, ca. 8m de alt. Flores alvas.","ESA122738",NA,"32198","auto",NA,NA,NA,NA,NA,NA
"77","2019-07-11 08:56:49-03","ESALQ","ESA","64290","S","Plantae","Magnoliophyta",NA,"Plantaginaceae","Plantago","commersoniana","Plantago commersoniana",NA,NA,NA,NA,"Souza, J.P. et al.","3098","2000","02","18",NA,"Brasil","Espírito Santo","Iúna",NA,"-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"ESA064290","ESA064290","32198","auto",NA,NA,NA,NA,NA,NA
"78","2019-02-22 15:13:41-03","ESALQ","ESA","16395","S","Plantae","Magnoliophyta",NA,"Boraginaceae","Tournefortia","villosa","Tournefortia villosa","Salz. ex DC.","Hatschbach, G.",NA,NA,"Hatschbach, G. et al.","59706","1993","11","07",NA,"Brasil","Espírito Santo","Iúna",NA,"-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"ESA016395","ESA016395","32198","auto",NA,NA,NA,NA,NA,NA
