"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class"
"101","2020-03-04 11:49:23-03","UFRJ","RFA","26114","Preservedecimen","Plantae",NA,NA,"Fabaceae","Platymiscium","pubescens","Platymiscium pubescens","Micheli","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.522222","-22.2125",NA,NA,"Árvore, 20 m de altura, 18 cm de DAP, folha verde, flor marrom, comum no local","RFA40424",NA,NA,"42º31'20''W","22º12'45''S","475","475","H. C. de Lima & L. F. G. da Silva","2001","11","08",NA,NA
"102","2020-03-04 11:50:01-03","UFRJ","RFA","26100","Preservedecimen","Plantae",NA,NA,"Polygonaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519444","-20.206667",NA,NA,"Trepadeira, folha verde, flor verde, comum no local","RFA42656",NA,NA,"42º31'10''W","20º12'24''S","560","560",NA,NA,NA,NA,NA,NA
"103","2020-03-04 11:50:14-03","UFRJ","RFA","26123","Preservedecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","F. M. de B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-41.525556","-20.209722",NA,NA,"Arbusto, 3 m de altura, 4 cm de DAP, folha verde, fruto amarelo, rara no local","RFA48613",NA,NA,"41º31'32''W","20º12'35''S","480","480","M. H. D. A. Monteiro","2006","07","03",NA,NA
"104","2020-03-04 11:50:08-03","UFRJ","RFA","26105","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","cephalantha","Psychotria cephalantha","(Müll. Arg.) Standl.","F. M. B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519444","-20.206667",NA,NA,"Árvore, 6m de altura, 10cm de DAP, folha verde, fruto verde, comum no local. Cheiro forte de amendoim","RFA29171",NA,NA,"42º31'10''W","20º12'24''S","570","570","M. Gomes","2001","03","13",NA,NA
"105","2019-11-04 10:48:56-03","UFRJ","RFA","25921","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Richardia","grandiflora","Richardia grandiflora","(Cham. & Schltdl.) Steud.","A.Quinet","31","2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5225","-20.203611",NA,NA,"Flores brancas, folha verde discolor Habito: Erva","RFA29264",NA,NA,"42º31'21''W","20º12'13''S",NA,NA,"M.Gomes","2001","03","16",NA,NA
"106","2020-03-04 11:50:13-03","UFRJ","RFA","26092","Preservedecimen","Plantae",NA,NA,"Rutaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.523889","-20.194722",NA,NA,"5m de altura, 7cm de DAP, folha verde, flor branca, rara no local","RFA29383",NA,NA,"42º31'26''W","20º11'41''S","467","467",NA,NA,NA,NA,NA,NA
"107","2020-03-04 11:50:13-03","UFRJ","RFA","26135","Preservedecimen","Plantae",NA,NA,"Rutaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","17",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.506389","-22.233333",NA,NA,"8m de altura, 12cm de DAP, folha verde, flor amarela forte perfume agradável. Rara no local","RFA29381",NA,NA,"42º30'23''W","22º14'0''S","519","519",NA,NA,NA,NA,NA,NA
"108","2020-03-04 11:50:13-03","UFRJ","RFA","26079","Preservedecimen","Plantae",NA,NA,"Sapindaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.522778","-22.193889",NA,NA,"Árvore, 16m de altura, 18cm de DAP, folha verde, fruto verde, rara no local","RFA29518",NA,NA,"42º31'22''W","22º11'38''S","556","556",NA,NA,NA,NA,NA,NA
"109","2020-03-04 11:50:14-03","UFRJ","RFA","26071","Preservedecimen","Plantae",NA,NA,"Sapotaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.356944","-22.192778",NA,NA,"Arbusto, 4m de altura, 7cm de DAP, folha verde, abundante no local","RFA29551",NA,NA,"42º21'25''W","22º11'34''S","534","534",NA,NA,NA,NA,NA,NA
"110","2020-03-04 11:50:14-03","UFRJ","RFA","25904","Preservedecimen","Plantae",NA,NA,"Sapotaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Arbusto, 5m de altura, 12cm de DAP, flores amarelas, folha verde discolor, comum no local","RFA29553",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"111","2020-03-04 11:50:14-03","UFRJ","RFA","25934","Preservedecimen","Plantae",NA,NA,"Sapotaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.526667","-20.201111",NA,NA,"Árvore, 7m de altura, 13cm de DAP, flores verdes, folha verde discolor, comum no local","RFA29552",NA,NA,"42º31'36''W","20º12'4''S","508","508",NA,NA,NA,NA,NA,NA
"112","2020-03-04 11:50:14-03","UFRJ","RFA","26099","Preservedecimen","Plantae",NA,NA,"Sapotaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519444","-20.206667",NA,NA,"Árvore, 5m de altura, 8cm de DAP, folha verde, fruto verde, flor marrom, comum no local","RFA29558",NA,NA,"42º31'10''W","20º12'24''S","563","563",NA,NA,NA,NA,NA,NA
"113","2020-03-04 11:49:23-03","UFRJ","RFA","25941","Preservedecimen","Plantae",NA,NA,"Fabaceae","Senna","macranthera","Senna macranthera nervosa","(Vogel) H.S.Irwin & Barneby","Alexandre Quinet",NA,"2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.530556","-20.209167",NA,NA,"Arbusto, 3m de altura, 11cm de DAP, flores amarelas, folha verde discolor, comum no local.","RFA39295",NA,NA,"42º31'50''W","20º12'33''S","505","505","C. M. Vieira & F. C. P. Tatagiba","2001","05","30","nervosa",NA
"114","2020-03-04 11:49:23-03","UFRJ","RFA","25909","Preservedecimen","Plantae",NA,NA,"Fabaceae","Senna","obtusifolia","Senna obtusifolia","(L.) H.S.Irwin & Barneby","Alexandre Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Herbáceo, flor amarela, folha verde discolor, abundante no local.","RFA39331",NA,NA,"42º31'40''W","20º12'78''S","492","492","L. F. G. da Silva & H. C. Lima","2001","05","30",NA,NA
"115","2020-03-04 11:49:41-03","UFRJ","RFA","26063","Preservedecimen","Plantae",NA,NA,"Malvaceae","Sida","linifolia","Sida linifolia","Cav.","F.M.B. Pereira","21033","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.513889","-22.201944",NA,NA,"Herbácea. Folha verde; flor amarela. abundante no local","RFA37067",NA,NA,"42º30'50''W","22º12'7''S","414","414","M.G. Bovini","2001","05","20",NA,NA
"116","2020-03-04 11:50:13-03","UFRJ","RFA","26061","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Simira",NA,"Simira",NA,"F. M. B. Pereira","20972","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.514722","-22.201111",NA,NA,"Árvore, 6m de altura, 5cm de DAP, folha verde, fruto verde, rara no local. Muito utilizada para fazer cantil, caneca, cangalha, arreio etc Habito: Árvore","RFA29293",NA,NA,"42º30'53''W","22º12'4''S","423","423",NA,NA,NA,NA,NA,NA
"117","2020-03-04 11:49:03-03","UFRJ","RFA","26101","Preservedecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","garckeana","Sloanea garckeana","K.Schum.","F.M.B.Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519722","-20.2075",NA,NA,"Arbusto, 4m de altura, 9cm de DAP, folha verde, flor palha, rara no local","RFA29842",NA,NA,"42º31'11''W","20º12'27''S","575","575","M. Nadruz","2001","12","05",NA,NA
"118","2020-03-04 11:50:18-03","UFRJ","RFA","25931","Preservedecimen","Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.202222",NA,NA,"Arbusto, 5m de altura, 8cm de DAP, flores verdes, folhas verdes discolor","RFA29733",NA,NA,"42º31'24''W","20º12'8''S","466","466",NA,NA,NA,NA,NA,NA
"119","2020-03-04 11:49:48-03","UFRJ","RFA","25906","Preservedecimen","Plantae",NA,NA,"Moraceae","Sorocea",NA,"Sorocea",NA,"Flávio Britto Pereira",NA,"2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Árvore, 11 m de altura, 46 cm de DAP, frutos verde e rosa, folha verde discolor, comum no local.","RFA41854",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"120","2020-03-04 11:49:41-03","UFRJ","RFA","26124","Preservedecimen","Plantae",NA,NA,"Malvaceae","Sterculia","chicha","Sterculia chicha","A.St.-Hil.","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.525556","-20.209722",NA,NA,"Árvore, 22m de altura, 46cm de DAP, folha verde, fruto verde, comum no local","RFA29749",NA,NA,"42º31'32''W","20º12'35''S","480","480","C. M. Vieira","2001","04","10",NA,NA
"121","2020-03-04 11:49:23-03","UFRJ","RFA","25933","Preservedecimen","Plantae",NA,NA,"Fabaceae","Stryphnodendron",NA,"Stryphnodendron",NA,"Alexandre Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.525278","-20.201111",NA,NA,"Árvore, 6 m de altura, 14 cm de DAP, flores vinho, folha verde discolor, comum no local.","RFA40042",NA,NA,"42º31'31''W","20º12'4''S","508","508",NA,NA,NA,NA,NA,NA
"122","2020-03-04 11:49:23-03","UFRJ","RFA","26091","Preservedecimen","Plantae",NA,NA,"Fabaceae","Stylosanthes",NA,"Stylosanthes",NA,"F. M. B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.522778","-20.196389",NA,NA,"Herbáceo, folha verde, flor amarela, abundante no local","RFA40440",NA,NA,"42º31'22''W","20º11'47''S","467","467",NA,NA,NA,NA,NA,NA
"123","2020-03-04 11:49:29-03","UFRJ","RFA","25914","Preservedecimen","Plantae",NA,NA,"Fabaceae","Swartzia","macrostachya","Swartzia macrostachya macrostachya",NA,"Alexandre Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.519444","-20.201111",NA,NA,"Arbusto, 3 m de altura, 13 cm de DAP, flores verdes, folha verde discolor, comum no local","RFA40659",NA,NA,"42º31'10''W","20º12'4''S","492","492","H. C. de Lima & L. F. G. da Silva","2001","06","11","macrostachya",NA
"124","2019-11-04 10:43:36-03","UFRJ","RFA","26075","Preservedecimen","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522778","-22.193056",NA,NA,"Árvore, 7 metros de altura, 18 centímetros de DAP, folha verde, fruto verde, flor amarela, comum no local.","RFA32321",NA,NA,"42º31'22''W","22º11'35''S","562","562","CMV.","2001","04","10",NA,NA
"125","2019-11-04 10:48:59-03","UFRJ","RFA","26117","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","F.M.B.Pereira","62","2001","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.524722","-20.211111",NA,NA,"Folha verde, fruto verde Habito: Arbusto","RFA29299",NA,NA,"42º31'29''W","20º12'40''S",NA,NA,"M.Gomes","2001","03","16",NA,NA
"126","2020-03-04 11:48:45-03","UFRJ","RFA","26081","Preservedecimen","Plantae",NA,NA,"Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","F. M. de B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522778","-22.193889",NA,NA,"Trepadeira, folha verde, fruto amarelo, comum no local.","RFA34469",NA,NA,"42º31'22''W","22º11'38''S","499","499","M. Gomes","2001","08","01",NA,NA
"127","2020-03-04 11:49:35-03","UFRJ","RFA","26121","Preservedecimen","Plantae",NA,NA,"Lauraceae","Urbanodendron","verrucosum","Urbanodendron verrucosum","(Nees) Mez","F. M. de B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.525556","-20.209722",NA,NA,"Árvore, 6m de altura, 8cm de DAP, folha verde, fruto verde, comum no local.","RFA38881",NA,NA,"42º31'32''W","20º12'35''S","483","483",NA,NA,NA,NA,NA,NA
"128","2020-03-04 11:50:24-03","UFRJ","RFA","26139","Preservedecimen","Plantae",NA,NA,"Valerianaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","17",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.501389","-22.233889",NA,NA,"Trepadeira, folha verde, flor verde, abundante no local","RFA29810",NA,NA,"42º30'5''W","22º14'2''S","445","445",NA,NA,NA,NA,NA,NA
"129","2020-03-04 11:50:24-03","UFRJ","RFA","25918","Preservedecimen","Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.521944","-20.2025",NA,NA,"Flores lilás, folha verde discolor, comum no local","RFA29903",NA,NA,"42º31'19''W","20º12'9''S","492","492",NA,NA,NA,NA,NA,NA
"130","2020-03-04 11:50:24-03","UFRJ","RFA","26112","Preservedecimen","Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.522222","-20.2125",NA,NA,"Herbáceo, flor azul claro, comum no local","RFA29904",NA,NA,"42º31'20''W","20º12'45''S","475","475",NA,NA,NA,NA,NA,NA
"131","2020-03-04 11:48:39-03","UFRJ","RFA","26070","Preservedecimen","Plantae",NA,NA,"Asteraceae","Vernonia","condensata","Vernonia condensata","Baker","F. M. de B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.518056","-22.198611",NA,NA,"Arbusto, 4m de altura, 5cm de DAP, folha verde, flor branca, comum no local","RFA37379",NA,NA,"42º31'5''W","22º11'55''S","442","442","R. Esteves","2001","09","10",NA,NA
"132","2020-03-04 11:49:30-03","UFRJ","RFA","26102","Preservedecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","F.M.B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519444","-20.206667",NA,NA,"Árvore 8 m de altura, 12 cm de DAP, folha verde, fruto verde, comum no local","RFA43671",NA,NA,"42º31'10''W","20º12'24''S","573","573","M. Roschel","2001","08","13",NA,NA
"133","2020-03-04 11:48:45-03","UFRJ","RFA","25908","Preservedecimen","Plantae",NA,NA,"Boraginaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Árvore 13 m de altura, 36 cm de DAP; flores verdes; folhas verdes discolores, comum no local","RFA35732",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-03-04 11:48:32-03","UFRJ","RFA","25943","Preservedecimen","Plantae",NA,NA,"Apocynaceae","Himatanthus",NA,"Himatanthus",NA,"Alexandre Quinet",NA,"2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"árvore,flores brancas,folha verde discolor.","RFA32405",NA,"auto",NA,NA,"550","550",NA,NA,NA,NA,NA,NA
"135","2020-03-04 11:49:23-03","UFRJ","RFA","25920","Preservedecimen","Plantae",NA,NA,"Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Alexandre Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Localidade S. Pedro dos Ferros.","-42.5238990783691","-20.1702995300293","31662",NA,"Árvore, 28m de altura, 120cm de DAP, flor amarela, folha verde discolor, rara no local.","RFA39320",NA,"auto",NA,NA,NA,NA,"H. C. de Lima & L. F. G. da Silva","2001","07","30",NA,NA
"136","2020-03-04 11:49:23-03","UFRJ","RFA","25947","Preservedecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","rugosum","Sclerolobium rugosum","Mart. ex Benth.","Alexandre Quinet",NA,"2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Localidade S. Pedro dos Ferros.","-42.5238990783691","-20.1702995300293","31662",NA,"Árvore, 18m de altura, 25cm de DAP, folha verde discolor, abundante no local.","RFA39325",NA,"auto",NA,NA,NA,NA,"H. C. de Lima & L. F. G. da Silva","2001","08","10",NA,NA
"137","2019-11-06 09:55:59-03","UFOP","OUPR","11241","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Vitex","sellowiana","Vitex sellowiana","Cham.","Pereira, F.M.B.","47/57","2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","-42.519444","-20.206667",NA,NA,"Árvore, 8m de altura, 12cm de DAP. Folha e fruto verdes. Comum no local. Luminositade média. Mata de enconsta sobre solo argiloso.",NA,NA,NA,"-42.519444","-20.206667","573","573","Roschel, M.B.",NA,NA,NA,NA,NA
"138","2019-11-01 15:27:47-03","PUC-RIO","FCAB","6073","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","A. Quinet","20-56","2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Lat.: 20°12'78'' S Long.: 40°31'40'' W.&nf;Coletas organizadas pela Extracta Moléculas Naturas Ltda., Projeto de Bioprospecção.&nf;Herbácea de folhas verde e flores brancas discolor, abundante no local, luminosidade intensa. Pasto sobre solo","006073",NA,"auto",NA,NA,"492","492","J.C. Siqueira","2004",NA,NA,NA,NA
"139","2019-10-02 14:55:03-03","UFMG","BHCB","3023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Pinheiro-Sobrinho, JM","s.n.","1956","05",NA,"Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"mata;arbóreo",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-01-28 18:42:55-03","UFMG","BHCB","3008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Achyranthes","aspera","Achyranthes aspera","L.","Pinheiro-Sobrinho, JM","s.n.","1981","03","22","Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Herbáceo, brácteas c/ ápice endurescido modificado em ponta espinecente.; Ruderal.","BHCB054093","BHCB054093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-10-02 15:03:46-03","UFMG","BHCB","1695","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","nocturnum","Cestrum nocturnum","L.","Pinheiro-Sobrinho, JM","s.n.","1958","05",NA,"Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Cultivado;arbusto;toxico",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-02 15:08:28-03","UFMG","BHCB","80669","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Olyra","latifolia","Olyra latifolia","L.","Magalhães, GM","5497","1951","06","05","Southern America","Brasil","Minas Gerais","São Pedro dos Ferros","Entre São Pedro dos Ferros (20km) e a margem do rio Doce, (20km), baixada próxima a Lagoa novíssima","-42.5238990783691","-20.1702995300293","31662",NA,"Clareira em mata no lugar pantanoso, mata cortada","BHCB039321",NA,"auto",NA,NA,NA,NA,NA,"2005","03",NA,NA,NA
"143","2019-12-17 10:48:16-03","UFPE","UFP","36782","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Quinet, A.","17/56","2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferrões","Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda.","-42.527778","-20.221667",NA,NA,"Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.; Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosi","UFP036782",NA,NA,"-42.527778","-20.221667","492","492","Ferreira, J.M.","2010","03",NA,NA,NA
"144","2019-12-17 10:48:21-03","UFPE","UFP","36783","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","vulpiseta","Setaria vulpiseta","(Lam.) Roem & Schult.","Alexandre, Quinet","UFP05/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferrões","Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda, Projeto de Bioprospecção.","-42.516667","-20.2",NA,NA,"Herbáceo, flores verdes, folha verde discolor, comum no local, pasto sobre solo argiloso, luminosidade média.; Herbáceo, flores verdes, folha verde discolor, comum no local, pasto sobre solo argiloso, luminosidade média.","UFP036783",NA,NA,"-42.516667","-20.2","492","492","Silva; Costa, M.B.","2004","02","05",NA,NA
"145","2019-11-13 11:21:11-03","USP","SPF","201949","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","indecora","Ocotea indecora","(Schott) Mez","Quinet, A","s.n.","2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.202222",NA,NA,"Árvore de 12 m de altura, 18 cm de CAP, folha discolor verde, flores alvas. Heliófila na borda da mata.","SPF00201949",NA,NA,"-42.523333","-20.202222","450","450","Assis, LCS","2009","10",NA,NA,NA
"146","2019-10-07 09:19:34-03","UEFS","HUEFS","90955","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Monstera","adansonii","Monstera adansonii var. klotzschiana","(Schott) Mayo & I.M. Andrade","Pereira, F.M.B.","9/57","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego. Coletas organizadas pela Extracta Moléculas Naturais Ltda., Projeto de Bioprospecção.","-42.513611","-22.2",NA,NA,NA,"HUEFS0090955","HUEFS0090955",NA,"42W30'49''","22S12'0''","376","376",NA,NA,NA,NA,"var. klotzschiana","Lilianae"
"147","2019-11-21 10:09:04-03","IBt","SP","366643","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella",NA,"Niedenzuella",NA,"Quinet, A","60/56","2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5325","-20.206944",NA,NA,NA,"SP022094",NA,NA,"-42.5325","-20.206944","537","537","Mamede, MCH","2012","03",NA,NA,NA
"148","2019-11-21 10:09:04-03","IBt","SP","352179","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","(Cav.) W.R.Anderson","Quinet, A","13/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.516667","-20.216667",NA,NA,NA,"SP020166",NA,NA,"-42.516667","-20.216667","492","492","Mamede, MCH","2006","09","29",NA,NA
"149","2019-11-21 10:16:19-03","IBt","SP","357464","S","Plantae",NA,NA,"Poaceae","Parodiophyllochloa","penicillata","Parodiophyllochloa penicillata","(Nees ex Trin.) Zuloaga & Morrone","Pereira, FB","6/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","São Pedro dos Ferrões.","-42.314","-20.1278",NA,NA,NA,"SP036136","SP036136",NA,"-42.314","-20.1278","490","490","Rodrigues, RS","2012","01","11",NA,NA
"150","2019-11-21 10:08:10-03","IBt","SP","352173","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"Pereira, FMB","19/57","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.521944","-22.192778",NA,NA,NA,"SP015437",NA,NA,"-42.521944","-22.192778","525","525","Mamede, MCH","2010","09","17",NA,NA
"151","2019-11-21 10:08:39-03","IBt","SP","366623","S","Plantae",NA,NA,"Malpighiaceae","Dicella","bracteosa","Dicella bracteosa","(A.Juss.) Griseb.","Quinet, A","48/56","2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.522778","-20.203611",NA,NA,NA,"SP017313",NA,NA,"-42.522778","-20.203611","503","503","Mamede, MCH","2004","02","19",NA,NA
