"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode"
"1","2019-10-02 14:55:11-03","UFMG","BHCB","158568","PreservedSpecimen","Plantae","Dicotyledon","Lamiaceae","Hyptis","suaveolens","Hyptis suaveolens","Poit.","2012","07","02","Rocha, PC","s.n.","2012","05","Southern America","Brasil","Minas Gerais","São José da Safira","Fazenda Papa Capim","-42.090239","-18.329697","-42.090239","-18.329697","250","250","BHCB005903"
