"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks"
"1","2019-11-06 09:56:59-03","UFOP","OUPR","26463","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","niruri","Phyllanthus niruri","L.","Rodrigues, R.S.","2012","05","03","Rodrigues, R.S.","1","2012","04","08","Brasil","Minas Gerais","Taparuba","Córrego do Santana","-41.616667","-19.75","-41.616667","-19.75","230","230","Erva, flores esverdeadas. Frutos imaturos verdes. Planta medicinal. Nome popular: quabra-pedras. Ruderal"
