"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","scientificNameAuthorship","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus"
"387","2019-10-02 14:51:14-03","UFMG","BHCB","165914","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889",NA,"Arbusto no Campo Rupestre Ferruginoso Arbustivo, flores róseas com estames amarelos. Projeto Lacunas do Conhecimento.",NA,NA,"Thunb.",NA,"2014","1934","2013","02","19","Southern America","-43.579722","-20.023889",NA,NA,NA,"1286","1286",NA,"04",NA,NA,NA
"388","2019-10-02 14:49:37-03","UFMG","BHCB","123722","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens","gardneri","Bidens gardneri","Rezende, SG; Pena, FSR; Neves, GS; Mendes, MS","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco., Região da Barragem de Rejeito.","-43.603056","-19.974722",NA,"Plantas do Brasil.; Herbáceo.; Áreas de pastagem formada com Melinis minutiflora P. Beauv.",NA,NA,"Baker",NA,"2008","2613","2008","05","07","Southern America","-43.603056","-19.974722",NA,"BHCB036454",NA,"868","868",NA,NA,NA,NA,NA
"389","2020-01-14 18:07:52-03","UFMG","BHCB","199910","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Bidens","segetum","Bidens segetum","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.389444","-19.848889",NA,"Arbusto; Floresta Estacional Semidecidual em Estágio Médio de Regeneração",NA,NA,"Mart. ex Colla",NA,NA,"7032","2019","03","28","Southern America","-43.389444","-19.848889",NA,"BHCB199910",NA,"770","770",NA,NA,NA,NA,NA
"390","2019-10-02 14:49:37-03","UFMG","BHCB","123731","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Blainvillea","dichotoma","Blainvillea dichotoma","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Mina de Congo Soco, região barragem rejeito.","-43.603056","-19.974722",NA,"Herbácea.&nf;&nf;; Pastagem.",NA,NA,"Casar.",NA,"2016","2622","2008","05","07","Southern America","-43.603056","-19.974722",NA,"BHCB034995",NA,"868","868",NA,"03",NA,NA,NA
"391","2020-01-14 18:08:27-03","UFMG","BHCB","200209","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","capitata","Borreria capitata","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.377778","-19.847778",NA,"Erva; Campo Rupestre sobre Quartzito Arbustivo",NA,NA,"(Ruiz & Pav.) DC.",NA,NA,"7284","2019","04","10","Southern America","-43.377778","-19.847778",NA,"BHCB200209",NA,"890","890",NA,NA,NA,NA,NA
"392","2020-01-14 18:08:27-03","UFMG","BHCB","200210","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","latifolia","Borreria latifolia","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.39","-19.835278",NA,"Subarbusto; Área brejosa",NA,NA,"(Aubl.) K.Schum.",NA,NA,"7285","2019","04","05","Southern America","-43.39","-19.835278",NA,"BHCB200210",NA,"710","710",NA,NA,NA,NA,NA
"393","2020-01-14 18:08:27-03","UFMG","BHCB","200211","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","poaya","Borreria poaya","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.379444","-19.848056",NA,"Erva; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração",NA,NA,"(A.St.-Hil.) DC.",NA,NA,"7287","2019","04","10","Southern America","-43.379444","-19.848056",NA,"BHCB200211",NA,"890","890",NA,NA,NA,NA,NA
"394","2020-01-14 18:08:27-03","UFMG","BHCB","200212","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","poaya","Borreria poaya","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.39","-19.835278",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(A.St.-Hil.) DC.",NA,NA,"7288","2019","04","05","Southern America","-43.39","-19.835278",NA,"BHCB200212",NA,"710","710",NA,NA,NA,NA,NA
"395","2020-01-14 18:08:27-03","UFMG","BHCB","200213","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","tenella","Borreria tenella","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.400556","-19.834167",NA,"Erva; Pastagem",NA,NA,"(Kunth) Cham. & Schltdl.",NA,NA,"7286","2019","04","04","Southern America","-43.400556","-19.834167",NA,"BHCB200213",NA,"720","720",NA,NA,NA,NA,NA
"396","2020-02-07 18:36:31-03","UFMG","BHCB","74804","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","Oliveira, AM; Resck, R","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.368361","-19.853333",NA,"Arbusto com 30cm; flores creme.",NA,NA,"(L.) G.Mey.",NA,NA,"135","2002","08","09","Southern America","-43.368361","-19.853333",NA,NA,NA,"1120","1120",NA,NA,NA,NA,NA
"397","2020-01-14 18:08:27-03","UFMG","BHCB","200202","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.375278","-19.847222",NA,"Arbusto; Campo Rupestre sobre Quartzito Arbustivo",NA,NA,"Willd.",NA,NA,"7277","2019","05","16","Southern America","-43.375278","-19.847222",NA,"BHCB200202",NA,"875","875",NA,NA,NA,NA,NA
"398","2019-10-02 15:03:33-03","UFMG","BHCB","165938","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889",NA,"Projeto Lacunas do Conhecimento.; Herbácea, flores roxas, com fauce alva.; Campo Rupestre Ferruginoso Arbustivo",NA,NA,"(Spreng.) L.B.Sm. & Downs",NA,"2013","1958","2013","02","19","Southern America","-43.579722","-20.023889",NA,"BHCB023335",NA,"1286","1286",NA,"02",NA,NA,NA
"399","2020-01-14 18:08:27-03","UFMG","BHCB","200254","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.377778","-19.847778",NA,"Subarbusto; Campo Rupestre sobre Quartzito Arbustivo",NA,NA,"(Spreng.) L.B.Sm. & Downs",NA,NA,"7323","2019","04","11","Southern America","-43.377778","-19.847778",NA,"BHCB200254",NA,"890","890",NA,NA,NA,NA,NA
"400","2019-10-02 15:03:33-03","UFMG","BHCB","68543","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","Lemos, JP","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.","-43.436111","-19.885556",NA,"Coletado em canga couraçada.",NA,NA,"(Spreng.) L.B.Sm. & Downs",NA,"2002","s.n.","2002","01","10","Southern America","-43.436111","-19.885556",NA,"BHCB022462",NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-10-02 15:03:34-03","UFMG","BHCB","75879","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","Oliveira, AM; Stehmann, JR; Mota, RC da","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CRVD.","-43.383611","-19.853333",NA,"Sub arbusto; flores lilás.; Em canga couraçada",NA,NA,"(Spreng.) L.B.Sm. & Downs",NA,"2002","162","2002","12","16","Southern America","-43.383611","-19.853333",NA,"BHCB023988",NA,"1063","1063",NA,NA,NA,NA,NA
"402","2019-10-02 15:07:15-03","UFMG","BHCB","157460","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bulbophyllum","weddellii","Bulbophyllum weddellii","Souza, FS","Brasil","Minas Gerais","Barão de Cocais","Serra do Garimpo, Morraria do Cambotas, Fazenda Campestre, campo rupestre.","-43.515278","-19.887222",NA,"Rupícola flores amarelas maculadass de vináceo",NA,NA,"(Lindl.) Rchb.f.",NA,NA,"1589","2012","03","27","Southern America","-43.515278","-19.887222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-10-24 17:20:38-03","UFMG","BHCB","165929","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis",NA,"Bulbostylis","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú","-43.579722","-20.023889",NA,"Projeto Lacunas do Conhecimento.; Terrestre no Campo Rupestre Ferruginoso Arbustivo. Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito",NA,NA,"Kunth",NA,"2019","1949","2013","02","19","Southern America","-43.579722","-20.023889",NA,"BHCB052260",NA,"1286","1286",NA,"09","25",NA,NA
"404","2019-10-02 15:06:22-03","UFMG","BHCB","171879","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis",NA,"Bulbostylis","Pivari, MOD; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas","-43.535556","-19.858889",NA,"Erva. Espiguetas creme.; Campo rupestre arbustivo. Campo Rupestre Quartzítico.",NA,NA,"Kunth",NA,NA,"1795","2014","03","20","Southern America","-43.535556","-19.858889",NA,"BHCB037762",NA,"1145","1145",NA,NA,NA,NA,NA
"405","2019-10-02 15:06:22-03","UFMG","BHCB","45746","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis",NA,"Bulbostylis","Marques-Leitão, MRSM; et al.","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu","-43.437778","-19.889722",NA,"Erva.; Canga, área abandonada do depósito em minério de ferro.",NA,NA,"Kunth",NA,NA,"s.n.","1999","11","09","Southern America","-43.437778","-19.889722",NA,"BHCB038271",NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-10-02 15:06:22-03","UFMG","BHCB","68825","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis",NA,"Bulbostylis","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"Erva com 20cm, em canga couraçada.",NA,NA,"Kunth",NA,NA,"30","2002","01","31","Southern America",NA,"-19.885556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2020-01-14 18:08:49-03","UFMG","BHCB","199951","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis","capillaris","Bulbostylis capillaris","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.380278","-19.848333",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(L.) C.B.Clarke",NA,NA,"7070","2019","04","11","Southern America","-43.380278","-19.848333",NA,"BHCB199951",NA,"880","880",NA,NA,NA,NA,NA
"408","2020-01-14 18:08:49-03","UFMG","BHCB","199952","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis","sphaerocephala","Bulbostylis sphaerocephala","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.379722","-19.848333",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(Boeckeler) C.B.Clarke",NA,NA,"7071","2019","04","10","Southern America","-43.379722","-19.848333",NA,"BHCB199952",NA,"890","890",NA,NA,NA,NA,NA
"409","2020-01-14 18:08:49-03","UFMG","BHCB","199953","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Cyperaceae","Bulbostylis","sphaerocephala","Bulbostylis sphaerocephala","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.378333","-19.848056",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(Boeckeler) C.B.Clarke",NA,NA,"7072","2019","04","11","Southern America","-43.378333","-19.848056",NA,"BHCB199953",NA,"910","910",NA,NA,NA,NA,NA
"410","2020-01-14 18:07:54-03","UFMG","BHCB","200058","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.4075","-19.845556",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração",NA,NA,"DC.",NA,NA,"7149","2018","11","13","Southern America","-43.4075","-19.845556",NA,"BHCB200058",NA,"670","670",NA,NA,NA,NA,NA
"411","2020-01-14 18:07:54-03","UFMG","BHCB","200059","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.39","-19.835278",NA,"Árvore; Pastagem",NA,NA,"DC.",NA,NA,"7150","2019","04","05","Southern America","-43.39","-19.835278",NA,"BHCB200059",NA,"710","710",NA,NA,NA,NA,NA
"412","2019-10-02 14:56:02-03","UFMG","BHCB","165962","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito","-43.579722","-20.023889",NA,"Arbusto no Campo Rupestre Ferruginoso arbustivo com flores alvas e com fruto imaturo verde. Projeto Lacunas do Conhecimento.",NA,NA,"A.Juss.",NA,"2014","1982","2013","02","19","Southern America","-43.579722","-20.023889",NA,NA,NA,"1286","1286",NA,"04",NA,NA,NA
"413","2019-10-02 14:56:03-03","UFMG","BHCB","68812","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"Arbóreo, com 2m de altura, em canga couraçada; glândulas brancas, cálice variando do branco ao rosa, corola e estames amarelos.",NA,NA,"A.Juss.",NA,NA,"17","2002","01","31","Southern America",NA,"-19.885556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2020-02-07 18:35:49-03","UFMG","BHCB","74786","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Oliveira, AM; Resck, R","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.368361","-19.853333",NA,"Arbusto com 2m de altura, em canga couraçada; pétalas brancas, anteras amarelas, glândulas brancas.",NA,NA,"A.Juss.",NA,NA,"117","2002","08","09","Southern America","-43.368361","-19.853333",NA,NA,NA,"1120","1120",NA,NA,NA,NA,NA
"415","2020-02-07 18:35:49-03","UFMG","BHCB","75881","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Oliveira, AM; Stehmann, JR; Mota, RC da","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.","-43.436136","-19.885556",NA,"Arbusto em canga couraçada; pétalas variando de branco a rosa, estames amarelos.",NA,NA,"A.Juss.",NA,NA,"164","2002","12","16","Southern America","-43.436136","-19.885556",NA,NA,NA,"845","845",NA,NA,NA,NA,NA
"416","2020-01-14 18:07:54-03","UFMG","BHCB","200067","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Callianthe",NA,"Callianthe","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.396111","-19.827222",NA,"Arbusto; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração",NA,NA,NA,NA,NA,"7158","2019","03","26","Southern America","-43.396111","-19.827222",NA,"BHCB200067",NA,"660","660",NA,NA,NA,NA,NA
"417","2020-01-14 18:07:54-03","UFMG","BHCB","200066","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malvaceae","Callianthe","bedfordiana","Callianthe bedfordiana","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.390556","-19.848889",NA,"Arbusto; Floresta Estacional Semidecidual em Estágio Médio de Regeneração",NA,NA,"(Hook.) Donnell",NA,NA,"7157","2019","03","25","Southern America","-43.390556","-19.848889",NA,"BHCB200066",NA,"760","760",NA,NA,NA,NA,NA
"418","2019-10-02 14:59:53-03","UFMG","BHCB","74792","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Calyptranthes","cordata","Calyptranthes cordata","Oliveira, AM; Resck, R","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.383611","-19.853333",NA,"Arbusto; frutos verdes, amarelos, vermelhos e pretos.",NA,NA,"O.Berg",NA,NA,"123","2002","08","09","Southern America","-43.383611","-19.853333",NA,"BHCB027342",NA,"1120","1120",NA,NA,NA,NA,NA
"419","2019-10-02 14:59:53-03","UFMG","BHCB","68553","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Calyptranthes","ovalifolia","Calyptranthes ovalifolia","Lemos, JP","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.","-43.436361","-19.885556",NA,"Arbusto; Canga couraçada",NA,NA,"Cambess.",NA,"2010","s.n.","2002","01","10","Southern America","-43.436361","-19.885556",NA,"BHCB027341",NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-10-02 14:56:40-03","UFMG","BHCB","165505","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia",NA,"Cambessedesia","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333",NA,"Herbácea em Campo Rupestre Ferruginoso Aberto, flores laranjas. Projeto Lacunas do Conhecimento.",NA,NA,"DC.",NA,NA,"2515","2013","02","07","Southern America","-43.5775","-20.018333",NA,NA,NA,"1134","1134",NA,NA,NA,NA,NA
"421","2019-10-02 14:56:42-03","UFMG","BHCB","167665","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Miranda, E; Tomich, S; Machado, TM; Souza, FS","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga; fragmentos de rocha cimentados por limonita.","-43.5775","-20.018333",NA,"Herbácea em Campo Rupestre Ferruginoso Arbustivo, flor laranja. Projeto Lacunas do Conhecimento.",NA,NA,"(Kunth) DC.",NA,"2014","470","2013","02","07","Southern America","-43.5775","-20.018333",NA,NA,NA,"1134","1134",NA,"04",NA,NA,NA
"422","2020-01-14 18:08:26-03","UFMG","BHCB","200079","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.377778","-19.847778",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(Kunth) DC.",NA,NA,"7169","2019","04","09","Southern America","-43.377778","-19.847778",NA,"BHCB200079",NA,"890","890",NA,NA,NA,NA,NA
"423","2020-01-14 18:08:26-03","UFMG","BHCB","200080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.379167","-19.8475",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo",NA,NA,"(Kunth) DC.",NA,NA,"7170","2019","04","10","Southern America","-43.379167","-19.8475",NA,"BHCB200080",NA,"880","880",NA,NA,NA,NA,NA
"424","2019-10-02 14:56:42-03","UFMG","BHCB","68797","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"Subarbusto, em canga couraçada; flores com pétalas de base amarela e ápice vermelho, anteras amarelas.",NA,NA,"(Kunth) DC.",NA,NA,"2","2002","01","31","Southern America",NA,"-19.885556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2020-01-14 18:08:27-03","UFMG","BHCB","200247","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","Rezende, SG","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.396389","-19.830833",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração",NA,NA,"(Rich.) Urb.",NA,NA,"7317","2018","10","30","Southern America","-43.396389","-19.830833",NA,"BHCB200247",NA,"700","700",NA,NA,NA,NA,NA
"426","2019-10-02 15:02:57-03","UFMG","BHCB","68803","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"Arbusto, com 1m de altura, em canga couraçada; flores verde-amareladas, frutos púrpura-escuro.",NA,NA,"(Rich.) Urb.",NA,NA,"8","2002","01","31","Southern America",NA,"-19.885556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-10-02 15:02:57-03","UFMG","BHCB","68802","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","Oliveira, AM; Stehmann, JR","Brasil","Minas Gerais","Barão de Cocais","Pilha do Cavalo. Mina Brucutu - CVRD.",NA,"-19.885556",NA,"Arbusto, com 1m de altura, em canga couraçada; flores verde-amareladas, frutos púrpura-escuro.",NA,NA,"(Rich.) Urb.",NA,NA,"8","2002","01","31","Southern America",NA,"-19.885556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2020-02-07 18:36:31-03","UFMG","BHCB","75868","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","Oliveira, AM; Stehmann, JR; Mota, RC da","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.376389","-19.85",NA,"Arbórea, em canga couraçada; flores creme, estames amarelos.",NA,NA,"(Rich.) Urb.",NA,NA,"151","2002","12","16","Southern America","-43.376389","-19.85",NA,NA,NA,"1063","1063",NA,NA,NA,NA,NA
"429","2019-10-02 15:07:17-03","UFMG","BHCB","157475","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya",NA,"Cattleya","Souza, FS","Brasil","Minas Gerais","Barão de Cocais","Serra do Garimpo, Morraria do Cambotas, Fazenda Garimpo e Recreio, campo rupestre.","-43.521111","-19.878333",NA,"Flores róseas",NA,NA,NA,NA,NA,"1604","2012","03","28","Southern America","-43.521111","-19.878333",NA,"BHCB029924",NA,NA,NA,NA,NA,NA,NA,NA
"430","2019-10-02 15:07:17-03","UFMG","BHCB","165520","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya",NA,"Cattleya","Souza, FS; Tomich, S; Miranda, E; Machado, TM","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333",NA,"Projeto Lacunas do Conhecimento.; frutos imaturos verdes; Terrestre em Campo Rupestre Ferruginoso Aberto",NA,NA,NA,NA,NA,"2530","2013","02","07","Southern America","-43.5775","-20.018333",NA,"BHCB029929",NA,"1134","1134",NA,NA,NA,NA,NA
"431","2019-10-02 15:07:17-03","UFMG","BHCB","171911","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya",NA,"Cattleya","Pivari, MOD; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas","-43.535556","-19.858889",NA,"Erva rupicola, frutos roxos; Campo rupestre quartzitico aberto",NA,NA,NA,NA,NA,"1827","2014","01","20","Southern America","-43.535556","-19.858889",NA,"BHCB030030",NA,"1145","1145",NA,NA,NA,NA,NA
"432","2019-10-02 15:07:17-03","UFMG","BHCB","157459","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya","fournieri","Cattleya fournieri","Souza, FS","Brasil","Minas Gerais","Barão de Cocais","Serra do Garimpo, Morraria do Cambotas, Fazenda Campestre, campo rupestre.","-43.515278","-19.887222",NA,"Rupícola. Flores brancas com coluna amarela",NA,NA,"(Cogn.) Van den Berg",NA,"2017","1588","2012","03","27","Southern America","-43.515278","-19.887222",NA,"BHCB029915",NA,NA,NA,NA,"06","20",NA,NA
"433","2019-10-02 15:07:17-03","UFMG","BHCB","171907","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya","fournieri","Cattleya fournieri","Pivari, MOD; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas","-43.535556","-19.858889",NA,"Erva rupícola, pétalas brancas, labelo amarelo; Campo rupestre aberto",NA,NA,"(Cogn.) Van den Berg",NA,"2015","1823","2014","03","20","Southern America","-43.535556","-19.858889",NA,"BHCB026913",NA,"1145","1145",NA,NA,NA,NA,NA
"434","2019-10-02 15:07:17-03","UFMG","BHCB","171905","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya","longipes","Cattleya longipes","Pivari, MOD; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas","-43.535556","-19.858889",NA,"Erva rupicola, pétalas rosas, labelo laranja; Campo rupestre quartzitico aberto",NA,NA,"(Rchb) Van den Berg",NA,"2015","1821","2014","03","20","Southern America","-43.535556","-19.858889",NA,"BHCB026078",NA,"1821","1821",NA,NA,NA,NA,NA
"435","2019-10-02 15:07:17-03","UFMG","BHCB","171908","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya","longipes","Cattleya longipes","Pivari, MOD; Miranda, E; Tomich, S","Brasil","Minas Gerais","Barão de Cocais","Serra dos Cambotas","-43.535556","-19.858889",NA,"Erva rupícola, frutos verdes; Campo rupestre quartzitico",NA,NA,"(Rchb) Van den Berg",NA,"2015","1824","2014","03","20","Southern America","-43.535556","-19.858889",NA,"BHCB026077",NA,"1145","1145",NA,NA,NA,NA,NA
