"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","scientificNameAuthorship","identifiedBy","yearIdentified","recordNumber","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus"
"1","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1068","S","Plantae","Magnoliophyta","Equisetopsida","Alismatales","Araceae","Anthurium","sp.","Anthurium sp.","Juliana Ordones Rego;","Brasil","Minas Gerais","Barão de Cocais","Vale do brucutu","-43.4872016906738","-19.94580078125","21378","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","1259","S","Plantae","Magnoliophyta",NA,"Poales","Bromeliaceae","Dyckia","sp.","Dyckia sp.","Paulo Eduardo C. Rocha;","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu","-43.4872016906738","-19.94580078125","21378","254","auto","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:56-03","FZB-BH","CVJBFZB","1070","S","Plantae","Magnoliophyta","Equisetopsida","Alismatales","Araceae","Philodendron","sp.","Philodendron sp.",NA,"Brasil","Minas Gerais","Barão de Cocais","Vale do brucutu","-43.4872016906738","-19.94580078125","21378","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2299","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Phlebodium","pseudoaureum","Phlebodium pseudoaureum","Míriam Pimentel Mendonça;","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu-CVRD ( Companhia Vale do Rio Doce)","-43.4872016906738","-19.94580078125","21378","254","auto","1","(Cav.) Lellinger","Thais Elias Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","2308","S","Plantae","Pteridophyta",NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes",NA,"Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu-CVRD ( Companhia Vale do Rio Doce)","-43.4872016906738","-19.94580078125","21378","254","auto","1","(Langsd. & Fisch.) A.R.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2163","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum","Paulo Eduardo C. Rocha;","Brasil","Minas Gerais","Barão de Cocais","Mina de Brucutu - CVRD","-43.4872016906738","-19.94580078125","21378","254","auto",NA,"(Kunth) Garay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:42:59-03","NYBG","NYBG","1005639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gentianales","Rubiaceae","Psyllocarpus",NA,"Psyllocarpus","M. Marques-Leitão","Brazil","Minas Gerais","Barão de Cocais","Barão de Cocais, Mina de Brucutu-CVRD","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Mart.","P. G. Delprete","2005","s.n.","1999","02","09","South America","-43.4869","-19.9458","sheet","NY01005639","NY01005639",NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 19:07:19-03","NYBG","NYBG","00701374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Solanum","subumbellatum","Solanum subumbellatum","H. S. Irwin","Brazil","Minas Gerais","Barão de Cocais","Lower slopes of Serra da Caraça, ca. 12km W. of Barão de Cocais","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=840375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Vell.","M. D. Whalen","1987","29269","1971","01","27","South America","-43.4869","-19.9458","sheet","NY00701374","NY00701374","1500","1500",NA,NA,NA,NA,NA
"9","2019-12-16 17:03:36-03","NYBG","NYBG","2423272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericales","Ericaceae","Gaylussacia","salicifolia","Gaylussacia salicifolia","G. O. Romão","Brazil","Minas Gerais","Barão de Cocais","Serra do Caraça, trilha da Cascatinha","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"Cham. & Schltdl.",NA,NA,"981","2004","12","07","South America",NA,NA,"sheet","NY02423272","NY02423272",NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 18:42:11-03","NYBG","NYBG","00897846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","flaccidus","Paepalanthus flaccidus","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"(Bong.) Kunth","N. Hensold","1986","781","1982","05","04","South America",NA,NA,"sheet","NY00897846","NY00897846","1200","1300",NA,NA,NA,NA,NA
"11","2019-12-16 17:12:10-03","NYBG","NYBG","968700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericales","Symplocaceae","Symplocos",NA,"Symplocos","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,NA,NA,"776","1982","05","04","South America",NA,NA,"sheet","NY00968700","NY00968700","1200","1300",NA,NA,NA,NA,NA
"12","2019-12-16 18:42:11-03","NYBG","NYBG","00897918","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","dianthoides","Paepalanthus dianthoides","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"Mart. ex Körn.","N. Hensold","1986","789","1982","05","04","South America",NA,NA,"sheet","NY00897918","NY00897918","1200","1300",NA,NA,NA,NA,NA
"13","2019-12-16 18:42:29-03","NYBG","NYBG","00898256","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"(Poir.) Ruhland","A. M. Giulietti","1982","782","1982","05","04","South America",NA,NA,"sheet","NY00898256","NY00898256","1200","1300",NA,NA,NA,NA,NA
"14","2019-12-16 18:41:53-03","NYBG","NYBG","00898279","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Comanthera","elegantula","Comanthera elegantula","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"(Ruhland) L.R.Parra & Giul.","L. Echternacht","2011","780","1982","05","04","South America",NA,NA,"sheet","NY00898279","NY00898279","1200","1300",NA,NA,NA,NA,NA
"15","2019-12-16 18:42:28-03","NYBG","NYBG","00860546","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","scirpeus","Paepalanthus scirpeus","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960639 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"Mart.","M. L. O. Trovó","2015","767","1982","05","04","South America",NA,NA,"sheet","NY00860546","NY00860546","1200","1300",NA,NA,NA,NA,NA
"16","2019-12-16 17:51:53-03","NYBG","NYBG","01090990","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Laurales","Lauraceae",NA,NA,NA,"N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais","-43.517","-19.858",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1228645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"777","1982","05","04","South America","-43.517","-19.858","sheet","NY01090990","NY01090990","1200","1300",NA,NA,NA,NA,NA
"17","2019-12-16 18:38:15-03","NYBG","NYBG","00916576","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","L. P. Roth","Brazil","Minas Gerais","Barão de Cocais","Barão de Cocais.","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Kunth) Benth. ex C.B.Clarke","W. W. Thomas","1997","1326","1953","03","27","South America","-43.4869","-19.9458","sheet","NY00916576","NY00916576",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 19:00:30-03","NYBG","NYBG","910989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Brunfelsia","brasiliensis","Brunfelsia brasiliensis","A. M. V. de Carvalho","Brazil","Minas Gerais","Barão de Cocais","Serra do Caraca. Arredores do Colégio do Caraca.","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Spreng.) L.B.Sm. & Downs",NA,NA,"2137","1986","01","26","South America","-43.4869","-19.9458","sheet","NY00910989","NY00910989",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 18:12:49-03","NYBG","NYBG","00946790","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","E. Pereira","Brazil","Minas Gerais","Barão de Cocais","Serra da Boa Vista.","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"L.","C. L. Cristóbal","1973","2504",NA,NA,NA,"South America","-43.4869","-19.9458","sheet","NY00946790","NY00946790",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 16:49:55-03","NYBG","NYBG","791252","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asterales","Asteraceae","Dasyphyllum","velutinum","Dasyphyllum velutinum","H. S. Irwin","Brazil","Minas Gerais","Barão de Cocais","Ca. 10km W. of Barao de Cocais","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161611 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Baker) Cabrera","G. M. Barroso",NA,"29034","1971","01","24","South America","-43.4869","-19.9458","sheet","NY00791252","NY00791252","1500","1500",NA,NA,NA,NA,NA
"21","2019-12-16 16:39:41-03","NYBG","NYBG","921340","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Lycopodiales","Lycopodiaceae","Huperzia","pungentifolia","Huperzia pungentifolia","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 Km by road NW of Barão de Cocais.","-43.5","-19.85",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Silveira) B.Øllg.","B. Øllgaard","1989","770","1982","05","04","South America","-43.50","-19.85","sheet","NY00921340","NY00921340","1200","1300",NA,NA,NA,NA,NA
"22","2019-12-16 18:41:54-03","NYBG","NYBG","00897756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix",NA,"Leiothrix","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.517","-19.858",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"786","1982","05","04","South America","-43.517","-19.858","sheet","NY00897756","NY00897756","1200","1300",NA,NA,NA,NA,NA
"23","2019-12-16 18:41:54-03","NYBG","NYBG","00860609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","crassifolia","Leiothrix crassifolia","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"Ruhland","A. M. Giulietti","1982","785","1982","05","04","South America",NA,NA,"sheet","NY00860609","NY00860609","1200","1300",NA,NA,NA,NA,NA
"24","2019-12-16 18:41:54-03","NYBG","NYBG","00860515","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Leiothrix","curvifolia","Leiothrix curvifolia mucronata","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"(Bong.) Giul.","A. M. Giulietti","1989","787","1982","05","04","South America",NA,NA,"sheet","NY00860515","NY00860515","1200","1300","mucronata",NA,NA,NA,NA
"25","2019-12-16 16:45:54-03","NYBG","NYBG","679974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Iridaceae","Neomarica","glauca","Neomarica glauca","H. S. Irwin","Brazil","Minas Gerais","Barão de Cocais","Lower slopes of Serra da Caraça, ca. 12km W. of Barão de Cocais","-43.4869","-19.9458",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=854752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"(Seub.) Sprague","L. Capellari Jr.","1999","29280","1971","01","27","South America","-43.4869","-19.9458","sheet","NY00679974","NY00679974","1500","1500",NA,"07","03",NA,NA
"26","2019-12-16 18:42:09-03","NYBG","NYBG","00898419","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus",NA,"Paepalanthus","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.517","-19.858",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"779","1982","05","04","South America","-43.517","-19.858","sheet","NY00898419","NY00898419","1200","1300",NA,NA,NA,NA,NA
"27","2019-12-16 18:42:09-03","NYBG","NYBG","00860377","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","amoenus","Paepalanthus amoenus","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.517","-19.858",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=962638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Körn.","N. Hensold","1986","784","1982","05","04","South America","-43.517","-19.858","sheet","NY00860377","NY00860377","1200","1300",NA,NA,NA,NA,NA
"28","2019-12-16 18:42:11-03","NYBG","NYBG","00897917","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","dianthoides","Paepalanthus dianthoides","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.4872016906738","-19.94580078125","21378","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964321 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto",NA,"Mart. ex Körn.","N. Hensold","1986","419","1982","01","12","South America",NA,NA,"sheet","NY00897917","NY00897917","1200","1300",NA,NA,NA,NA,NA
"29","2019-12-16 18:42:27-03","NYBG","NYBG","00897957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poales","Eriocaulaceae","Paepalanthus","paulinus","Paepalanthus paulinus","N. Hensold","Brazil","Minas Gerais","Barão de Cocais","Serra do Garimpo, 10 km by road NW of Barão de Cocais.","-43.517","-19.858",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Ruhland","N. Hensold","1986","788","1982","05","04","South America","-43.517","-19.858","sheet","NY00897957","NY00897957","1200","1300",NA,NA,NA,NA,NA
"30","2019-11-04 10:46:20-03","UFRJ","RFA","5128","Preservedecimen","Plantae",NA,NA,NA,"Fabaceae","Senna",NA,"Senna","M. Magalhães","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378","Arbusto de 2 - 3 metros de altura em grupos isolados. Frutas","auto",NA,NA,"M.F. Castilhori","2019","9945","1957","10","06",NA,NA,NA,NA,"RFA25512",NA,NA,NA,NA,"04","15",NA,NA
"31","2019-11-04 10:44:17-03","UFRJ","RFA","5148","Preservedecimen","Plantae",NA,NA,NA,"Asteraceae","Isostigma","peucedanifolium","Isostigma peucedanifolium","Mendes Magalhães","Brasil","Minas Gerais","Barão de Cocais","Caete e Barão de Cocais","-43.4872016906738","-19.94580078125","21378","Subarbusto, flor cor de vinho. Frequente. pequenos grupos esparsos Habito: Subarbusto","auto",NA,"(Spreng.) Less.",NA,NA,"9917","1957","09","26",NA,NA,NA,NA,"RFA25533",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-04 10:49:31-03","UFRJ","RFA","6491","Preservedecimen","Plantae",NA,NA,NA,"Velloziaceae","Vellozia","brevifolia","Vellozia brevifolia","Mendes Magalhães","Brasil","Minas Gerais","Barão de Cocais","Serra da Piedade, margem da rodovia entre Caeté e Fazenda Rancho Novo","-43.4872016906738","-19.94580078125","21378","Frequência +++, grupos com frutos, 0,30 - 0,40","auto",NA,"Seub.","L. B. Smith","1975","9975","1957","11","02",NA,NA,NA,NA,"RFA50451",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-07-11 08:50:02-03","ESALQ","ESA","85562","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Dasyphyllum","candolleanum","Dasyphyllum candolleanum","Oliveira, A.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Gardn.) Cabrera","Robinson, H.","2003","59","2002","03","26",NA,NA,NA,NA,"ESA085562","ESA085562",NA,NA,NA,"08",NA,NA,NA
"34","2019-02-22 15:12:43-03","ESALQ","ESA","85563","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","Oliveira, A.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(DC.) R.M. King & H. Rob.","Robinson, H.","2003","70","2002","03","26",NA,NA,NA,NA,"ESA085563","ESA085563",NA,NA,NA,"08",NA,NA,NA
"35","2019-07-11 10:15:05-03","ESALQ","ESA","8243","S","Plantae","Magnoliophyta",NA,NA,"Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais","Serra do Caraça","-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Miers","Souza, V.C.","1993","2075","1992","10","12",NA,NA,NA,NA,"ESA008243","ESA008243",NA,NA,NA,"03","04",NA,NA
"36","2019-02-22 15:12:17-03","ESALQ","ESA","85717","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Lychnophora","pinaster","Lychnophora pinaster","Oliveira, A.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Mart.","Loeuille, B.","2015","47","2002","03","26",NA,NA,NA,NA,"ESA085717","ESA085717",NA,NA,NA,NA,NA,NA,NA
"37","2019-07-11 10:05:30-03","ESALQ","ESA","8262","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae","Eremanthus","crotonoides","Eremanthus crotonoides","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378","Fl","auto",NA,"(DC.) Sch. Bip.","Loeuille, B.","2011","2065","1992","10","12",NA,NA,NA,NA,"ESA008262","ESA008262",NA,NA,NA,NA,NA,NA,NA
"38","2019-07-11 08:51:25-03","ESALQ","ESA","69657","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla","Teixeira, W.A.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Pearson) Sleumer ex Burtt","Romão, G.O.",NA,"BHCB 53913","2000","09","24",NA,NA,NA,NA,"ESA069657","ESA069657",NA,NA,NA,NA,NA,NA,NA
"39","2019-07-11 08:51:29-03","ESALQ","ESA","92097","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaylussacia","chamissonis","Gaylussacia chamissonis","Romão, G.O. et al.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"989","2004","12","07",NA,NA,NA,NA,"ESA092097","ESA092097",NA,NA,NA,NA,NA,NA,NA
"40","2019-07-11 08:51:29-03","ESALQ","ESA","92098","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaylussacia","chamissonis","Gaylussacia chamissonis","Romão, G.O. et al.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"980","2004","12","07",NA,NA,NA,NA,"ESA092098","ESA092098",NA,NA,NA,NA,NA,NA,NA
"41","2019-07-11 08:51:30-03","ESALQ","ESA","52425","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaylussacia","salicifolia","Gaylussacia salicifolia","Romão, G.O. et al.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Cham. & Schltdl.","Romão, G.O.","2005","982","2004","12","07",NA,NA,NA,NA,"ESA052425","ESA052425",NA,NA,NA,"05",NA,NA,NA
"42","2019-07-11 08:51:30-03","ESALQ","ESA","52426","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Gaylussacia","salicifolia","Gaylussacia salicifolia","Romão, G.O. et al.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Cham. & Schltdl.","Romão, G.O.","2005","981","2004","12","07",NA,NA,NA,NA,"ESA052426","ESA052426",NA,NA,NA,"05",NA,NA,NA
"43","2019-07-11 08:53:45-03","ESALQ","ESA","88528","S","Plantae","Magnoliophyta",NA,NA,"Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","Hensold, N.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"A.Juss.","Elias, S.I.","2004","775","1982","05","04",NA,NA,NA,NA,"ESA088528",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-07-11 08:55:57-03","ESALQ","ESA","8242","S","Plantae","Magnoliophyta",NA,NA,"Ochnaceae","Ouratea","floribunda","Ouratea floribunda","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(A.St.-Hil.) Engl.",NA,NA,"2074",NA,NA,NA,NA,NA,NA,NA,"ESA008242","ESA008242",NA,NA,NA,NA,NA,NA,NA
"45","2019-07-11 10:14:49-03","ESALQ","ESA","8261","S","Plantae","Magnoliophyta",NA,NA,"Verbenaceae","Stachytarpheta","glabra","Stachytarpheta glabra","Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais","Serra do Caraça","-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"Cham.","Atkins, S.","1994","2064","1992","10","12",NA,NA,NA,NA,"ESA008261","ESA008261",NA,NA,NA,"01",NA,NA,NA
"46","2019-02-22 15:16:23-03","ESALQ","ESA","8241","S","Plantae","Magnoliophyta",NA,NA,"Euphorbiaceae",NA,NA,NA,"Souza, V.C. ; Sakuragui, C.M.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"2073",NA,NA,NA,NA,NA,NA,NA,"ESA008241","ESA008241",NA,NA,NA,NA,NA,NA,NA
"47","2019-02-22 15:15:47-03","ESALQ","ESA","92099","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Agarista","oleifolia","Agarista oleifolia","Romão, G.O. et al.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"983","2004","12","07",NA,NA,NA,NA,"ESA092099","ESA092099",NA,NA,NA,NA,NA,NA,NA
"48","2019-02-22 15:15:47-03","ESALQ","ESA","70203","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae","Agarista","oleifolia","Agarista oleifolia","Teixeira, W.A.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,"(Cham.) G.Don","Romão, G.O.",NA,NA,"2000","09","24",NA,NA,NA,NA,"ESA070203","ESA070203",NA,NA,NA,NA,NA,NA,NA
"49","2019-07-11 10:14:43-03","ESALQ","ESA","70202","S","Plantae","Magnoliophyta",NA,NA,"Verbenaceae","Aloysia","virgata","Aloysia virgata","Teixeira, W.A.","Brasil","Minas Gerais","Barão de Cocais",NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,NA,NA,"BHBC 53911","2000","09","24",NA,NA,NA,NA,"ESA070202","ESA070202",NA,NA,NA,NA,NA,NA,NA
