"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"41","2019-10-09 11:10:26-03","UFBA","ALCB","133401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish","Lírio, EJ de; Lírio, EJ de; Lírio, VS","1146","2014","07","27","Southern America","Brasil","Espírito Santo","Santa Maria de Jetibá","Fazenda Azaléia fragmento próximo a casa de Daly e Anália.","-40.7461013793945","-20.040599822998","31867",NA,"3 metros.","ALCB053138","ALCB053138","auto","Ribeiro, M","2018",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:11:33-03","UFBA","ALCB","133402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonanthura","polyanthes","Vernonanthura polyanthes","(Spreng.) A.J. Vega & M. Dematteis","Lírio, EJ de; Lírio, EJ de; Lírio, VS","1141","2014","07","27","Southern America","Brasil","Espírito Santo","Santa Maria de Jetibá","Fazenda Azaléia fragmento próximo a casa de Daly e Anália.","-40.7461013793945","-20.040599822998","31867",NA,"1 metro.","ALCB053139","ALCB053139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:10:36-03","UFBA","ALCB","133389","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","argyrotricha","Lepidaploa argyrotricha","(Sch.Bip. ex Baker) H.Rob.","Lírio, EJ de","1133","2014","08","21","Southern America","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Bonito, Fazenda Azaléia.","-40.7461013793945","-20.040599822998","31867",NA,"1 metro.","ALCB053126","ALCB053126","auto","Lírio, EJ de","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-22 15:14:24-03","ESALQ","ESA","131766","S","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,"Pereira, O.J.","6628","2000","11","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA131766",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-22 15:06:44-03","ESALQ","ESA","136937","S","Plantae",NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumor","O.J. Pereira","6652","2000","11","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA136937",NA,"auto","T.B. Flores","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-22 15:23:57-03","ESALQ","ESA","132459","S","Plantae","Magnoliophyta",NA,"Meliaceae","Guarea","pendula","Guarea pendula",NA,"Kohlmann, L. et al.","5758","2002","11","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA132459",NA,"auto","Flores, T.B.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-11 08:53:22-03","ESALQ","ESA","65413","S","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","glaziovii","Ocotea glaziovii","Mez","Kollmann, L. et al.","2461","1999","04","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA065413",NA,"auto","Barbosa, T.D.M.","2008",NA,NA,NA,NA,NA,"10","23",NA,NA,NA,NA,NA
"48","2019-02-22 15:06:30-03","ESALQ","ESA","137459","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,"L. Kollmann","5863","2002","12","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Mariane","-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA137459",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-22 15:08:32-03","ESALQ","ESA","103279","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,"Fontana, A.P.","1240","2005","03","27",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA103279",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-22 15:06:30-03","ESALQ","ESA","136342","S","Plantae",NA,NA,"Lauraceae",NA,NA,NA,NA,"L. Kollmann","6160","2003","04","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA136342",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-07-11 10:14:50-03","ESALQ","ESA","94881","S","Plantae","Magnoliophyta",NA,"Violaceae",NA,NA,NA,NA,"Kollmann, L. ; Berger, M.V.S.","5999","2003","02","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA094881","ESA094881","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-02-22 15:06:43-03","ESALQ","ESA","137373","S","Plantae",NA,NA,"Meliaceae",NA,NA,NA,NA,"O.J. Pereira","6515","2000","10","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Mariane","-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA137373",NA,"auto","O.J. Pereira","2000",NA,NA,NA,NA,NA,"10","30",NA,NA,NA,NA,NA
"53","2019-07-11 10:13:57-03","ESALQ","ESA","132677","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Cupania","paniculata","Cupania paniculata",NA,"Kollmann, L. ; Berger, M.V.S.","6172","2003","05","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA132677","ESA132677_1 ESA132677_2","auto","Coelho, R.L.G.","2011",NA,NA,NA,NA,NA,"08","15",NA,NA,NA,NA,NA
"54","2019-02-22 15:06:46-03","ESALQ","ESA","137014","S","Plantae",NA,NA,"Meliaceae","Trichilia","quadrijuga","Trichilia quadrijuga","Kunth","L. Kollmann","6225","2003","06","17",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Bruna","-40.7461013793945","-20.040599822998","31867",NA,NA,"ESA137014",NA,"auto","T.B. Flores","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-13 14:07:50-03","MN","R","215840","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","glaziovii","Pitcairnia glaziovii","Baker","T.S. Coser; C.M. Zanella & M. Goetze","343","2010","09","30",NA,"Brasil","Espirito Santo","Santa Maria de Jetibá",NA,"-40.923333","-20.176944",NA,NA,NA,"R010007141",NA,NA,NA,NA,NA,"40º55'24''W","20º10'37''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-13 14:07:59-03","MN","R","215841","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","pseudoatra","Vriesea pseudoatra","Leme","Coser, T.S.; Zanella, C.M. & Goetze, M.","364","2010","09","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.923333","-20.176944",NA,NA,NA,"R010018699",NA,NA,"Coser, T.S.","2010",NA,"40°55'24W","20°10'37S",NA,NA,"09","30",NA,NA,NA,NA,NA
"57","2020-02-13 14:07:59-03","MN","R","218921","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","pseudoatra","Vriesea pseudoatra","Leme","Coser, T.S.; Zanella, C.M. & Goetze, M.","363","2010","09","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"R010018692",NA,"auto","Moura, R.","2012",NA,NA,NA,NA,NA,"10","06",NA,NA,NA,NA,NA
"58","2020-02-13 14:08:08-03","MN","R","232424","S","Plantae",NA,NA,"Cactaceae","Epiphyllum","oxypetalum","Epiphyllum oxypetalum","(DC.) Haw.","Cardoso, W.C.; Borges, W.S.","387","2015","11","25",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998","31867",NA,NA,"R010037013",NA,"auto","Cardoso, W.C.","2015",NA,NA,NA,NA,NA,"11","25",NA,NA,NA,NA,NA
"59","2020-03-04 09:18:00-03","MN","R","232419","S","Plantae",NA,NA,"Velloziaceae","Vellozia","plicata","Vellozia plicata","Mart.","Cardoso, W.C. 391; Borges, W.S.",NA,"2015","11","25",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.7461013793945","-20.040599822998","31867",NA,NA,"R010037016",NA,"auto","Cardoso, W.R.","2015",NA,NA,NA,NA,NA,"11","25",NA,NA,NA,NA,NA
"60","2019-02-15 11:36:05-02","IPA","IPA","74035","S","Plantae","Plantae",NA,"Capparaceae","Cleome","rosea","Cleome rosea","Vahl ex DC.","Kollmann, L.; Berger, M.V.S.; Berger, M.V.S.","6135","2003","04","21","Southern America","Brasil","Espirito Santo","Santa Maria de Jetibá","Distrito do Garrafão, Pedra do Garrafão, trilha do Córrego Pastilha.","-40.7461013793945","-20.040599822998","31867",NA,"Erva 30cm, no sol. Flores lilás.","IPA0074035",NA,"auto","Costa; Silva, M.B.","2006",NA,NA,NA,NA,NA,"08","09",NA,NA,NA,NA,NA
"61","2020-03-10 08:26:46-03","UFV","VIC","30911","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,"Teixeira, R.N.C.; et al.","109","2005","07","31",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278",NA,NA,"Árvore com 14 metros de altura, coletada no interior da mata.","VIC030911","VIC030911",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-03-10 08:26:46-03","UFV","VIC","30912","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,"Teixeira, R.N.C.; et al.","108","2005","07","31",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278",NA,NA,"Árvore de 27 metros de altura, coletada no interior da mata.","VIC030912","VIC030912",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-03-10 08:26:49-03","UFV","VIC","30919","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae",NA,NA,NA,NA,"Teixeira, R.N.C.; et al.","94","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278",NA,NA,"Árvore com 15 metros, com látex branco abundante, coleta no interior e borda da mata.","VIC030919","VIC030919",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-03-10 08:26:51-03","UFV","VIC","30918","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","cf. pyrifolium","Aspidosperma cf. pyrifolium","Mart.","Teixeira, R.N.C.; et al.","80","2004","12","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278",NA,NA,"Árvore com 20 metros de altura; látex branco escasso, coletada no interior da mata.","VIC030918","VIC030918",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-03-10 08:27:47-03","UFV","VIC","30980","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Bauhinia",NA,"Bauhinia",NA,"Teixeira, R.N.C.; et al.","179","2005","04","25",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, Fragmento florestal. Floresta Ombrófila Densa Montana; c.a. de 2,0 Km da cidade.","-40.706722","-20.026528",NA,NA,"Árvore, c.a. de 16 metros de altura.","VIC030980","VIC030980",NA,NA,NA,NA,"-40.706722","-20.026528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-03-10 08:30:56-03","UFV","VIC","30908","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Teixeira, R.N.C.; et al.","58",NA,NA,NA,NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5 Km do Município de Santa Maria de Jetibá. Interior e borda de mata. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 17 metros de altura.","VIC030908","VIC030908",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-03-10 08:30:56-03","UFV","VIC","30909","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Teixeira, R.N.C.; et al.","61","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal a 5 Km do Município de Santa Maria de Jetibá. No interior e borda de mata. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 27 metros de altura.","VIC030909","VIC030909",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-03-10 08:30:56-03","UFV","VIC","30910","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Cecropia","pachystachya","Cecropia pachystachya","Trécul","Teixeira, R.N.C.; et al.","60","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Floresta à 5,0 km do município de Santa Maria de Jetibá. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 27 metros de altura, coletada no interior e borda de mata.","VIC030910","VIC030910",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-03-10 08:28:03-03","UFV","VIC","30907","PreservedSpecimen","Plantae",NA,NA,"Cecropiaceae","Coussapoa",NA,"Coussapoa",NA,"Teixeira, R.N.C.; et al.","59",NA,NA,NA,NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 km do Município de Santa Maria. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 27 metros de altura, coletada no interior e borda de mata.","VIC030907","VIC030907",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:28:03-03","UFV","VIC","30906","PreservedSpecimen","Plantae",NA,NA,"Cecropiaceae","Coussapoa","floccosa","Coussapoa floccosa","Akkermans & C.C. Berg","Teixeira, R.N.C.; et al.","78","2005","08","05",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 km do município de Santa Maria de Jetibá. Floresta Ombrófila Densa Montanta.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 24 metros de altura, coletada no interior de mata.","VIC030906","VIC030906",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:29:17-03","UFV","VIC","30983","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga",NA,"Inga","(Vell.) Mart.","Teixeira, R.N.C.; et al.","19","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal a 5 Km do Município de Santa Maria de Jetibá.","-40.696111","-20.045417",NA,NA,"Árvore de 9m, coletada na borda de mata.","VIC030983","VIC030983",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-03-10 08:29:17-03","UFV","VIC","30984","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga",NA,"Inga","(Vell.) Mart.","Teixeira, R.N.C.; et al.","86","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal a 5 Km do Município de Santa Maria de Jetibá.","-40.696111","-20.045417",NA,NA,"Árvore de 8m, coletada na borda de mata.","VIC030984","VIC030984",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-03-10 08:29:17-03","UFV","VIC","30985","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga",NA,"Inga","(Vell.) Mart.","Teixeira, R.N.C.; et al.","176","2005","09","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, 2 Km da Cidade.","-40.707556","-20.026528",NA,NA,"Árvore com 5m.","VIC030985","VIC030985",NA,NA,NA,NA,"-40.707556","-20.026528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-10 08:27:29-03","UFV","VIC","30927","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","puberula","Jacaranda puberula","Cham.","Teixeira, R.N.C.; et al.","88","2005","08","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Floretal à 5,0 km do Município de Santa Maria de Jetibá.","-40.696111","-20.045278",NA,NA,"Árvore com 10 metros de altura, coletada no interior e borda da mata.","VIC030927","VIC030927",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:28:08-03","UFV","VIC","30915","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania",NA,"Licania",NA,"Teixeira, R.N.C.; et al.","116","2004","12","12",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 km do Município de Santa Maria de Jetibá. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 13 metros de altura, coletada no interior e borda de mata.","VIC030915","VIC030915",NA,"Prance, G.T.","2007",NA,"-40.696111","-20.045417",NA,NA,"07","24",NA,NA,NA,NA,NA
"76","2020-03-10 08:28:08-03","UFV","VIC","30914","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","kunthiana","Licania kunthiana","Hook. f.","Teixeira, R.N.C.; et al.","189","2005","09","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, À 2,0 km da cidade. Floresta Ombrófila Densa Montana.","-40.707556","-20.026528",NA,NA,"Árvore, c.a. de 15 metros de altura.","VIC030914","VIC030914",NA,NA,NA,NA,"-40.707556","-20.026528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-03-10 08:28:08-03","UFV","VIC","30913","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","spicata","Licania spicata","Hook. f.","Teixeira, R.N.C.; et al.","56","2004","09","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, Fragmento Florestal à 5,0 Km do Município de Santa Maria de Jetibá. Floresta Ombrófila Densa Montana.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 8,0 metros, com fruto marrom, coletada no interior e orda de mata.","VIC030913","VIC030913",NA,"Prance, G.T.","2007",NA,"-40.696111","-20.045417",NA,NA,"07","24",NA,NA,NA,NA,NA
"78","2020-03-10 08:28:31-03","UFV","VIC","30930","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Teixeira, R.N.C.; et al.","117","2005","07","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 Km do Município de Santa Maria de Jetibá.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 13 metros de altura, com látex branco abundante, coletada no interior e borda de mata.","VIC030930","VIC030930",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-03-10 08:28:03-03","UFV","VIC","30988","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,"Teixeira, R.N.C.; et al.","126","2005","09","09",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, Mata Atlântica. Floresta Ombrófila Densa Montana. À 2,0 Km da cidade.","-40.707556","-20.026542",NA,NA,"Árvore, c.a. de 20 metros de altura; frutos maduros amarelo-esverdeados.","VIC030988","VIC030988",NA,NA,NA,NA,"-40.707556","-20.026542",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-03-10 08:28:03-03","UFV","VIC","30989","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,"Teixeira, R.N.C.; et al.","198","2005","09","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Mata Atlântica. Floresta Ombrófila Densa Montana. À 5,0 Km da cidade.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 5,0 metros de altura.","VIC030989","VIC030989",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-03-10 08:28:03-03","UFV","VIC","30990","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus",NA,"Maytenus",NA,"Teixeira, R.N.C.; et al.","57","2005","03","01",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Mata Atlântica. Floresta Ombrófila Densa Montana. Fragmento florestal à 5,0 Km da cidade.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 8,0 metros de altura, coletada no interior e borda de mata.","VIC030990","VIC030990",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-03-10 08:28:05-03","UFV","VIC","30987","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","communis","Maytenus communis","Reissek","Teixeira, R.N.C.; et al.","192","2005","10","01",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, C.a. de 2,0 Km da cidade.","-40.707556","-20.026528",NA,NA,"Árvore com 8,0 metros de altura.","VIC030987","VIC030987",NA,NA,NA,NA,"-40.707556","-20.026528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-03-10 08:29:02-03","UFV","VIC","29940","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,"Teixera, R N C; et al.","122","2004","07","16",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick","-40.696111","-20.045278",NA,NA,"Árvore de 7m, coletada no interior e borda de mata.","VIC029940","VIC029940",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-03-10 08:29:02-03","UFV","VIC","29944","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,"Teixera, R N C; et al.","95","2004","07","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick","-40.696111","-20.045278",NA,NA,"Árvore de 13m, coletada no interior e borda de mata.","VIC029944","VIC029944",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-03-10 08:29:02-03","UFV","VIC","29948","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,"Teixera, R N C; et al.","112","2005","07","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick","-40.696111","-20.045278",NA,NA,"Árvore de 10m, coletada no interior e borda de mata.","VIC029948","VIC029948",NA,NA,NA,NA,"-40.696111","-20.045278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-03-10 08:30:28-03","UFV","VIC","30951","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Neoblechnum","brasiliense","Neoblechnum brasiliense","(Desv.)","Ricardo, N.C.; et al.","16","2005","09","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","2km da cidade (Propriedade de Helmar Gummes)","-20","-40",NA,NA,"Arvoreta com 1,5m","VIC030951","VIC030951",NA,"Miranda, C.V.","2019",NA,"-20","-40",NA,NA,"04","16",NA,NA,NA,NA,NA
"87","2020-03-10 08:28:31-03","UFV","VIC","30931","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pera","leandri","Pera leandri","Baill.","Teixeira, R.N.C.; et al.","91","2004","12","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Propriedade do Senhor Paulo Sick, Fragmento Florestal à 5,0 Km do Município de Santa Maria de Jetibá.","-40.696111","-20.045417",NA,NA,"Árvore, c.a. de 15 metros de altura, coletada no interior da mata.","VIC030931","VIC030931",NA,NA,NA,NA,"-40.696111","-20.045417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-03-10 08:27:17-03","UFV","VIC","30991","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker","Teixeira, R.N.C.; et al.","167","2005","09","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Prorpiedade do Sr. Helmar Gummes, À 2,0 Km da cidade.","-40.707556","-20.026528",NA,NA,"Árvores com c.a. de 25 metros de altura; flores hermafroditas de cor roxa e flores masculinas amarelo palha.","VIC030991","VIC030991",NA,NA,NA,NA,"-40.707556","-20.026528",NA,NA,NA,NA,NA,NA,NA,NA,NA
