"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"565","2020-03-19 11:41:57-03","UFES","VIES","19023","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","glutiniferum","Cyrtopodium glutiniferum","Raddi","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","110","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019023","VIES019023","auto","Kollmann, L.J.C.","2009",NA,NA,NA,NA,NA,"09","16",NA,NA,NA,NA,NA
"566","2020-03-19 11:42:16-03","UFES","VIES","27866","S","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","293","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027866","VIES027866","auto","Sylvestre, L.","2010",NA,NA,NA,NA,NA,"03","19",NA,NA,NA,NA,NA
"567","2020-03-19 11:41:57-03","UFES","VIES","19148","S","Plantae",NA,NA,"Orchidaceae","Isochilus","linearis","Isochilus linearis","(Jacq.) R.Br.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","263","2009","04","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019148","VIES019148","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","19",NA,NA,NA,NA,NA
"568","2019-06-27 10:24:02-03","UFES","VIES","27850","S","Plantae",NA,NA,"Araceae","Philodendron","edmundoi","Philodendron edmundoi","G.M.Barroso","Lorencini, T.S.; Siqueira, V.B.","343","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027850","VIES027850","auto","Valadares, R.T.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-06-27 10:24:02-03","UFES","VIES","27851","S","Plantae",NA,NA,"Araceae","Philodendron","edmundoi","Philodendron edmundoi","G.M.Barroso","Lorencini, T.S.; Siqueira, V.B.","347","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027851","VIES027851","auto","Valadares, R.T.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2020-03-19 11:40:07-03","UFES","VIES","19114","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","euphemiae","Billbergia euphemiae","E.Morren","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","68","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019114","VIES019114","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","09",NA,NA,NA,NA,NA
"571","2020-03-19 11:39:47-03","UFES","VIES","19051","S","Plantae",NA,NA,"Araceae","Anthurium","scandens","Anthurium scandens scandens","(Aubl.) Engl.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","313","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019051","VIES019051","auto","Valadares, R.T.","2009",NA,NA,NA,NA,NA,"07","14",NA,NA,"scandens",NA,NA
"572","2020-03-19 11:40:13-03","UFES","VIES","19323","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","languida","Vriesea languida","L.B.Sm.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","237","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019323","VIES019323","auto","Coser, T.S.","2011",NA,NA,NA,NA,NA,"06","03",NA,NA,NA,NA,NA
"573","2019-06-27 10:23:44-03","UFES","VIES","27875","S",NA,NA,NA,"Indeterminada",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","52","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027875","VIES027875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2020-03-19 11:40:07-03","UFES","VIES","19113","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","amoena","Billbergia amoena","(Lodd.) Lindl.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","129","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019113","VIES019113","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","09",NA,NA,NA,NA,NA
"575","2020-03-19 11:39:50-03","UFES","VIES","18979","S","Plantae",NA,NA,"Asteraceae","Baccharis","montana","Baccharis montana","DC.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","95","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018979","VIES018979","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2020-03-19 11:39:50-03","UFES","VIES","19165","S","Plantae",NA,NA,"Asteraceae","Baccharis","montana","Baccharis montana","DC.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","75","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019165","VIES019165","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2020-03-19 11:39:50-03","UFES","VIES","18989","S","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","283","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018989","VIES018989","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2020-03-19 11:40:07-03","UFES","VIES","19112","S","Plantae",NA,NA,"Bromeliaceae","Billbergia","amoena","Billbergia amoena","(Lodd.) Lindl.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","85","2008","10","12",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019112","VIES019112","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","09",NA,NA,NA,NA,NA
"579","2020-03-19 11:42:11-03","UFES","VIES","18993","S","Plantae",NA,NA,"Poaceae","Melinis","minutiflora","Melinis minutiflora","P.Beauv.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","279","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018993","VIES018993","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"07","02",NA,NA,NA,NA,NA
"580","2019-06-27 10:25:38-03","UFES","VIES","19081","S","Plantae",NA,NA,"Melastomataceae","Leandra","variabilis","Leandra variabilis","Raddi","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","198","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019081","VIES019081","auto","Goldenberg, R.","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2019-06-27 10:25:40-03","UFES","VIES","19158","S","Plantae",NA,NA,"Melastomataceae","Miconia","prasina","Miconia prasina","(Sw.) DC.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","127","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019158","VIES019158","auto","Goldenberg, R.","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-03-19 11:39:53-03","UFES","VIES","18996","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","278","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018996","VIES018996","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"06","06",NA,NA,NA,NA,NA
"583","2020-03-19 11:42:21-03","UFES","VIES","19151","S","Plantae",NA,NA,"Rubiaceae","Bradea",NA,"Bradea",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","196","2009","02","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019151","VIES019151","auto","A. Nepomuceno","2019",NA,NA,NA,NA,NA,"02","01",NA,NA,NA,NA,NA
"584","2020-03-19 11:41:52-03","UFES","VIES","19324","S","Plantae",NA,NA,"Nyctaginaceae","Guapira",NA,"Guapira",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","203","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019324","VIES019324","auto","Lorencini, T.S.","2010",NA,NA,NA,NA,NA,"06","08",NA,NA,NA,NA,NA
"585","2020-03-19 11:40:13-03","UFES","VIES","19318","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","guttata","Vriesea guttata","Linden & André","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","252","2009","04","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019318","VIES019318","auto","Coser, T.S.","2011",NA,NA,NA,NA,NA,"06","03",NA,NA,NA,NA,NA
"586","2020-03-19 11:39:53-03","UFES","VIES","18983","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","33","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018983","VIES018983","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"01","29",NA,NA,NA,NA,NA
"587","2020-03-19 11:39:53-03","UFES","VIES","18982","S","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","6","2008","01","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018982","VIES018982","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"01","29",NA,NA,NA,NA,NA
"588","2019-06-27 10:24:23-03","UFES","VIES","19131","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","gigantea","Vriesea gigantea","Gaudich.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","82","2008","10","12",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019131","VIES019131","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2020-03-19 11:41:20-03","UFES","VIES","19032","S","Plantae",NA,NA,"Lythraceae","Cuphea","schwackei","Cuphea schwackei","Koehne","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","282","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019032","VIES019032","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"590","2020-03-19 11:42:11-03","UFES","VIES","19170","S","Plantae",NA,NA,"Poaceae","Pseudechinolaena","polystachya","Pseudechinolaena polystachya","(Kunth) Stapf","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","166","2009","02","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019170","VIES019170","auto","Rodrigues, R.S.","2015",NA,NA,NA,NA,NA,"04","22",NA,NA,NA,NA,NA
"591","2019-06-27 10:25:39-03","UFES","VIES","19140","S","Plantae",NA,NA,"Melastomataceae","Miconia","baumgratziana","Miconia baumgratziana","R.Goldenb. & C.V.Martin","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","111","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019140","VIES019140","auto","Goldenberg, R.","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-03-19 11:41:35-03","UFES","VIES","19073","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"Lorencini, T.S.; Siqueira, V.B.","212","2009","03","22",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019073","VIES019073","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","22",NA,NA,NA,NA,NA
"593","2020-03-19 11:42:51-03","UFES","VIES","18939","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","rectiflora","Vochysia rectiflora glabrescens","Warm.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","125","2008","12","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018939","VIES018939","auto","Shimizu, G.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrescens",NA,NA
"594","2019-06-27 10:25:38-03","UFES","VIES","19092","S","Plantae",NA,NA,"Melastomataceae","Leandra","foveolata","Leandra foveolata","(DC.) Cogn.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","41","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019092","VIES019092","auto","Goldenberg, R.","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2019-09-27 18:04:17-03","UFES","VIES","18945","S","Plantae",NA,NA,"Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","73","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018945","VIES018945","auto","Moraes, Q.S.","2017",NA,NA,NA,NA,NA,"10","30",NA,NA,NA,NA,NA
"596","2020-03-19 11:39:52-03","UFES","VIES","18932","S","Plantae",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Lam.) Pers.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","145","2008","12","07",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018932","VIES018932","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","17",NA,NA,NA,NA,NA
"597","2019-09-27 18:04:17-03","UFES","VIES","18943","S","Plantae",NA,NA,"Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","192","2009","02","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018943","VIES018943","auto","Moraes, Q.S.","2017",NA,NA,NA,NA,NA,"10","30",NA,NA,NA,NA,NA
"598","2020-03-19 11:39:52-03","UFES","VIES","19068","S","Plantae",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Lam.) Pers.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","300","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019068","VIES019068","auto","Teles, A.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-06-27 10:24:02-03","UFES","VIES","19332","S","Plantae",NA,NA,"Arecaceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","199","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019332","VIES019332","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-03-19 11:39:52-03","UFES","VIES","19164","S","Plantae",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Lam.) Pers.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","30","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019164","VIES019164","auto","Lorencini, T.S.","2010",NA,NA,NA,NA,NA,"04","30",NA,NA,NA,NA,NA
"601","2020-03-19 11:39:52-03","UFES","VIES","19166","S","Plantae",NA,NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata","(Lam.) Pers.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","102","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019166","VIES019166","auto","Heiden, G.","2016",NA,NA,NA,NA,NA,"04","08",NA,NA,NA,NA,NA
"602","2020-03-19 11:42:43-03","UFES","VIES","19029","S","Plantae",NA,NA,"Smilacaceae","Smilax","campestris","Smilax campestris","Griseb.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","289","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019029","VIES019029","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"603","2020-03-19 11:41:35-03","UFES","VIES","19079","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","207","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019079","VIES019079","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"03","21",NA,NA,NA,NA,NA
"604","2020-03-19 11:42:26-03","UFES","VIES","19327","S","Plantae",NA,NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","202","2009","03","21",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019327","VIES019327","auto","F. Torres-Leite","2019",NA,NA,NA,NA,NA,"05","13",NA,NA,NA,NA,NA
"605","2020-03-19 11:41:31-03","UFES","VIES","19033","S","Plantae",NA,NA,"Melastomataceae","Leandra","foveolata","Leandra foveolata","(DC.) Cogn.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","326","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019033","VIES019033","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"606","2020-03-19 11:39:55-03","UFES","VIES","19004","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","argyrotrichia","Lepidaploa argyrotrichia","(Sch. Bip. ex Baker) H. Rob.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","298","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019004","VIES019004","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,"09","17",NA,NA,NA,NA,NA
"607","2019-06-27 10:26:00-03","UFES","VIES","19070","S","Plantae",NA,NA,"Ochnaceae","Ouratea",NA,"Ouratea",NA,"Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","332","2009","07","04",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019070","VIES019070","auto","Gomes, J.M.L.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-03-19 11:39:55-03","UFES","VIES","19104","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","argyrotrichia","Lepidaploa argyrotrichia","(Sch. Bip. ex Baker) H. Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","284","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019104","VIES019104","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"06","06",NA,NA,NA,NA,NA
"609","2020-03-19 11:39:55-03","UFES","VIES","19161","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","argyrotrichia","Lepidaploa argyrotrichia","(Sch. Bip. ex Baker) H. Rob.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","29","2008","09","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019161","VIES019161","auto","Lorencini, T.S.","2010",NA,NA,NA,NA,NA,"04","30",NA,NA,NA,NA,NA
"610","2019-06-27 10:26:26-03","UFES","VIES","27853","S","Plantae",NA,NA,"Polypodiaceae","Microgramma","vacciniifolia","Microgramma vacciniifolia","(Langsd. & Fisch.) Copel.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","231","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES027853","VIES027853","auto","Lorencini, T.S.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-03-19 11:42:26-03","UFES","VIES","19326","S","Plantae",NA,NA,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","Müll.Arg.","Lorencini, T.S.; Siqueira, V.B.","215","2009","04","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019326","VIES019326","auto","F. Torres-Leite","2019",NA,NA,NA,NA,NA,"05","13",NA,NA,NA,NA,NA
"612","2020-03-19 11:42:26-03","UFES","VIES","19129","S","Plantae",NA,NA,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","Müll.Arg.","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","275","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019129","VIES019129","auto","F. Torres-Leite","2019",NA,NA,NA,NA,NA,"05","13",NA,NA,NA,NA,NA
"613","2019-06-27 10:24:34-03","UFES","VIES","19139","S","Plantae",NA,NA,"Commelinaceae",NA,NA,NA,NA,"Lorencini, T.S.; Siqueira, V.B. & Braun, A.","69","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019139","VIES019139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-03-19 11:42:21-03","UFES","VIES","19036","S","Plantae",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(L.) G.Mey.","Lorencini, T.S.; Siqueira, V.B.","341","2009","08","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019036","VIES019036","auto","A. Nepomuceno","2019",NA,NA,NA,NA,NA,"01","31",NA,NA,NA,NA,NA
"615","2020-03-19 11:41:54-03","UFES","VIES","18976","S","Plantae",NA,NA,"Onagraceae","Fuchsia","regia","Fuchsia regia","(Vell.) Munz","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","100","2008","11","08",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018976","VIES018976","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"01","27",NA,NA,NA,NA,NA
"616","2020-03-19 11:41:54-03","UFES","VIES","18994","S","Plantae",NA,NA,"Onagraceae","Fuchsia","regia","Fuchsia regia","(Vell.) Munz","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","287","2009","06","06",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018994","VIES018994","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"06","06",NA,NA,NA,NA,NA
"617","2020-03-19 11:42:02-03","UFES","VIES","19108","S","Plantae",NA,NA,"Passifloraceae","Passiflora","setacea","Passiflora setacea","DC.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","62","2008","10","11",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES019108","VIES019108","auto","Lorencini, T.S.; Siqueira, V.B.","2009",NA,NA,NA,NA,NA,"04","09",NA,NA,NA,NA,NA
"618","2019-06-27 10:25:06-03","UFES","VIES","18915","S","Plantae",NA,NA,"Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","272","2009","04","19",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998","31867",NA,NA,"VIES018915",NA,"auto","Lima, A.C.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
