"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","relatedCatalogItem","class"
"152","2019-10-02 15:06:27-03","UFMG","BHCB","27845","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","surinamensis","Cyperus surinamensis","Rottb.","1995","09",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Foz do ribeirão Pitangas",NA,"Herbácea, anfíbia, macrófita aquática",NA,"Tameirão Neto, E; França, GS","963","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB040885",NA,NA,NA,"19086","auto",NA,NA,NA
"153","2019-10-02 14:56:26-03","UFMG","BHCB","29752","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pachira",NA,"Pachira",NA,"2017","12",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antônio.",NA,"Arbóreo.; Floresta ciliar, sobre rochas.",NA,"Tameirão Neto, E; França, GS","1797","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB045486",NA,NA,NA,"19086","auto",NA,NA,NA
"154","2019-10-02 14:51:48-03","UFMG","BHCB","29757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","K.Schum.","2015","05","12","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio",NA,"Epífita; Floresta ciliar",NA,"Tameirão Neto, E; França, GS","1802","1993","11","03","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB024506",NA,NA,NA,"19086","auto",NA,NA,NA
"155","2020-01-27 18:59:44-03","UFMG","BHCB","29774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Deguelia","costata","Deguelia costata","(Benth.) A.M.G.Azevedo","2013","05","13","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio",NA,"Arbóreo; Floresta ciliar",NA,"Tameirão Neto, E; França, GS","1819","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB010255",NA,NA,NA,"19086","auto",NA,NA,NA
"156","2019-10-02 15:02:54-03","UFMG","BHCB","69588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","jasminiflora","Galipea jasminiflora","(A.St.-Hil.) Engl.","2010",NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio.",NA,"Arvoreta.; Floresta ciliar.",NA,"Tameirão Neto, E","3148","2001","04","25","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB013304",NA,NA,NA,"19086","auto",NA,NA,NA
"157","2019-10-02 15:00:28-03","UFMG","BHCB","27856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","2013","11",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio.",NA,"Arbóreo.; Mata ciliar.",NA,"Tameirão Neto, E; França, GS","974","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB016639",NA,NA,NA,"19086","auto",NA,NA,NA
"158","2019-10-02 14:52:41-03","UFMG","BHCB","29748","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea",NA,"Sloanea",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio.",NA,"Arbórea.; Floresta Ciliar.",NA,"Tameirão Neto, E; França, GS","1973","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB045702",NA,NA,NA,"19086","auto",NA,NA,NA
"159","2019-10-02 15:07:53-03","UFMG","BHCB","29756","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Maxillaria",NA,"Maxillaria",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta ciliar; herbáceo; epífita.",NA,"Tameirão Neto, E; França, GS","1801","1993","11","03","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"160","2019-10-02 15:07:53-03","UFMG","BHCB","74868","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium",NA,"Oncidium",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"floresta semidecidual, herbáceo, epífita, ilha da guaxo, rio Santo Antonio.",NA,"Tameirão Neto, E","3388",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"161","2019-10-02 15:07:14-03","UFMG","BHCB","69589","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Brasiliorchis","gracilis","Brasiliorchis gracilis","(Lodd.) R.B.Singer, et al.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"floresta ciliar; epífita.",NA,"Tameirão Neto, E","3149","2001","04","25","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"162","2019-10-02 15:07:58-03","UFMG","BHCB","29770","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Prosthechea","fragrans","Prosthechea fragrans","(Sw.) W.E.Higgins",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"epífita; floresta ciliar",NA,"Tameirão Neto, E; França, GS","1815","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB001492","BHCB001492",NA,NA,"19086","auto",NA,NA,NA
"163","2019-10-02 15:07:31-03","UFMG","BHCB","74866","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta ciliar, herbáceo, epífita, ribeirão Pitangas, flores rosas.",NA,"Tameirão Neto, E","3386",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"164","2019-10-02 14:48:32-03","UFMG","BHCB","69622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ebracteatum","Eryngium ebracteatum","Lam.","2015","09","22","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Erva; Leito rochoso do rio",NA,"Tameirão Neto, E","3283","2000","08","20","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB030935",NA,NA,NA,"19086","auto",NA,NA,NA
"165","2019-10-02 15:07:17-03","UFMG","BHCB","69586","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","guttata x schomburckia cr","Cattleya guttata x schomburckia cr","Lindl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta ciliar, herbáceo, híbrido natural.",NA,"Tameirão Neto, E","3146","2001","04","05","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"166","2019-10-02 15:07:45-03","UFMG","BHCB","69585","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","petalodes","Habenaria petalodes","Lindl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"floresta ciliar",NA,"Tameirão Neto, E","3145","2000","09","15","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"167","2019-10-02 15:08:03-03","UFMG","BHCB","69587","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trichocentrum","fuscum","Trichocentrum fuscum","Lindl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"floresta ciliar. Epífita.",NA,"Tameirão Neto, E","3147","2001","04","05","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"168","2019-10-02 15:07:56-03","UFMG","BHCB","29778","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Polystachya",NA,"Polystachya",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"epífita em floresta ciliar.",NA,"Tameirão Neto, E; França, GS","1823","1993","10","25","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"169","2019-10-02 14:53:29-03","UFMG","BHCB","29775","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina peregrina",NA,"2012","11","01","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Arbóreo.; Floresta Ciliar.",NA,"Tameirão Neto, E; França, GS","1820","1993","10","09","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB034530",NA,NA,NA,"19086","auto","peregrina",NA,NA
"170","2019-10-02 14:54:25-03","UFMG","BHCB","29762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","2012","11","01","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Arbóreo.; Floresta Ciliar.",NA,"Tameirão Neto, E; França, GS","1807","1993","11","02","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB034532",NA,NA,NA,"19086","auto",NA,NA,NA
"171","2019-10-02 14:54:15-03","UFMG","BHCB","69614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","stipitatum","Machaerium stipitatum","(DC.) Vogel",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta Ciliar, arbóreo",NA,"Tameirão Neto, E","3279","2000","08","20","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"172","2019-10-02 15:07:28-03","UFMG","BHCB","29777","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","rigidum","Epidendrum rigidum","Jacq.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta ciliar, epífita. Floresceu em Setembro de 1994.",NA,"Tameirão Neto, E; França, GS","1822","1993","10","25","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"173","2019-10-02 15:03:04-03","UFMG","BHCB","28442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.","2014","06","05","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Arbustivo; Mata Ciliar",NA,"Tameirão Neto, E; França, GS","987","1993","11","03","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB020941",NA,NA,NA,"19086","auto",NA,NA,NA
"174","2019-10-02 15:07:28-03","UFMG","BHCB","74867","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","nocturnum","Epidendrum nocturnum","Jacq.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio",NA,"Floresta semidecidual, herbáceo, epífita, ilha do Guaxo, rio Santo Antônio.",NA,"Tameirão Neto, E","3387",NA,NA,NA,"Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"175","2019-10-02 15:00:44-03","UFMG","BHCB","27853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrciaria","cuspidata","Myrciaria cuspidata","O.Berg","1995",NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela. Rio Santo Antônio, Rio Santo Antônio, mata ciliar.",NA,"Arbóreo.",NA,"Tameirão Neto, E; França, GS","971","1993","10","25","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,"BHCB013663","BHCB013663",NA,NA,"19086","auto",NA,NA,NA
"176","2019-10-11 11:14:50-03","UFPR","UPCB","31662","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","Link, Klotzsch & Otto","1997","08","26","Brasil","Minas Gerais","Braúnas",NA,NA,"Epífita. Floresta ciliar..","Tardivo, R.C.","Tameirão Neto, E.","1784","1993","10","09",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"177","2020-03-09 08:19:59-03","UFPR","UPCB","42874","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","urceolata","Clidemia urceolata","DC.","2000","01","01","Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,"Arbusto, floresta semidecidual..","Goldenberg, R.","Tameirão Neto, E.","2587","1997","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"UPCB0012021","UPCB0012021",NA,NA,"19086","auto",NA,NA,NA
"178","2019-07-29 16:22:35-03","UNESP-RC","HRCB","42842","S","Plantae",NA,NA,"Apiaceae","Eryngium",NA,"Eryngium",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE - Porto Estrela",NA,"Herbáceo",NA,"Tameirão Neto, E.","3283","2000","08","20",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"179","2019-11-13 11:22:55-03","USP","SPF","136188","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan","2013","04",NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,"Ribeiro, PG","Tameirão Neto, E","1807","1993","11","03",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SPF00136188",NA,NA,NA,"19086","auto",NA,NA,NA
"180","2019-11-13 11:20:33-03","USP","SPF","163885","PreservedSpecimen","Plantae",NA,NA,"Lacistemataceae","Lacistema","pubescens","Lacistema pubescens","Mart.","2004","02",NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,"Lombardi, JA","Tameirão Neto, E","2584","1997","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SPF00163885",NA,NA,NA,"19086","auto",NA,NA,NA
"181","2019-11-13 11:21:30-03","USP","SPF","136148","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Apuleia","leiocarpa","Apuleia leiocarpa","(Vogel) J.F.Macbr.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas",NA,NA,NA,"Tameirão Neto, E","Tameirão Neto, E","984","1993","10","25",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SPF00136148",NA,NA,NA,"19086","auto",NA,NA,NA
"182","2019-11-13 11:28:07-03","USP","SPF","137993","PreservedSpecimen","Plantae",NA,NA,"Peraceae","Pogonophora","schomburgkiana","Pogonophora schomburgkiana","Miers & Benth.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, Rio Santo Antônio. Floresta ciliar.",NA,"Arbóreo.","Anônimo","Tameirão Neto, E","1800","1993","11","03",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SPF00137993","SPF00137993",NA,NA,"19086","auto",NA,NA,NA
"183","2018-12-03 11:17:11-02","CEPLAC","CEPEC","96825","S","Plantae",NA,NA,"Fabaceae","Machaerium","gracile","Machaerium gracile",NA,NA,NA,NA,"Brasil","Minas Gerais","braúnas","UHE- Porto Estrela, Rio Sto. Antonio, na unidade de conservação.",NA,NA,"F. L. R. Filardi","E. T. Neto","3143","2000","09","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,"30/01/2008",NA
"184","2019-10-16 14:15:07-03","UEL","FUEL","35502","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Acnistus","arborescens","Acnistus arborescens","(L.) Schltdl.",NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,"Arvoreta; floresta ciliar (borda).","Stehmann, JR","Tameirão Neto, E","2562","1997","09","27",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"185","2016-09-19 16:15:52-03","UnB","UB","156620","S","Plantae","Dicotyledoneae",NA,"Piperaceae","Piper","arboreum","Piper arboreum arboreum","Aubl.","2003","04",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,"Arbustivo.; Floresta semidecidual","Carvalho-Silva, M","Tameirão Neto, E","2588","1997","10","15","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto","arboreum",NA,NA
"186","2016-09-19 16:15:58-03","UnB","UB","156701","S","Plantae","Dicotyledoneae",NA,"Piperaceae","Piper","hispidum","Piper hispidum","Sw.","2003","04",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,"Arbustivo.; Floresta ciliar","Carvalho-Silva, M","Tameirão Neto, E","2589","1997","10","15","Southern America","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"187","2019-09-30 11:26:21-03","IF","SPSF","35082","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","2016","06","20","Brasil","MG","Braunas","floresta semidecidual",NA,"COLETA: XLS: SPSFNovo; Árvore;","O.T.Aguiar","E.Tameirão Neto","2574","1997","10","15","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,"Magnoliopsida"
"188","2020-03-06 14:30:09-03","UFRGS","ICN","120810","S","Plantae","Dicotyledon",NA,"Myrtaceae","Calycorectes","aff. psidiiflorus","Calycorectes aff. psidiiflorus","(O. Berg) Sobral",NA,NA,NA,"Brasil","MG","Braúnas",NA,NA,NA,"Sobral, M","Tameirão Neto, E; França, GS","969","1993","10","09","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"189","2020-03-06 14:30:17-03","UFRGS","ICN","121157","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","florida","Eugenia florida","DC.",NA,NA,NA,"Brasil","MG","Braúnas",NA,NA,NA,"Tameirão Neto, E","Tameirão Neto, E; França, GS","970","1993","10","09","América do Sul","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"190","2019-11-21 10:12:15-03","IBt","SP","336867","S","Plantae",NA,NA,"Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","1999",NA,NA,"Brasil","Minas Gerais","Braúnas","Floresta ciliar, UHE Porto Estrela, floresta ciliar.",NA,"Arbustivo.","Kawasaki, ML","Tameirão Neto, E","2559","1997","09","27",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"191","2019-11-21 10:12:04-03","IBt","SP","337727","S","Plantae",NA,NA,"Myrtaceae","Myrcia","fallax","Myrcia fallax","(Rich.) DC.","1999",NA,NA,"Brasil","Minas Gerais","Braúnas","Floresta semidecidual, UHE Porto Estrela.",NA,"Arbóreo.","Kawasaki, ML","Tameirão Neto, E","2574","1997","10","15",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
"192","2019-11-21 10:11:45-03","IBt","SP","336845","S","Plantae",NA,NA,"Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","2010","10",NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela",NA,NA,"Mamede, MCH","Tameirão Neto, E","2558","1997","09","27",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SP029312","SP029312",NA,NA,"19086","auto",NA,NA,NA
"193","2019-11-21 10:08:07-03","IBt","SP","315208","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"2002",NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto Estrela, rio Santo Antonio",NA,NA,"Mamede, MCH","Tameirão Neto, E; França, GS","907","1993","11","03",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,"SP016930",NA,NA,NA,"19086","auto",NA,NA,NA
"194","2019-11-21 10:13:33-03","IBt","SP","320134","S","Plantae",NA,NA,"Orchidaceae","Maxillaria",NA,"Maxillaria",NA,NA,NA,NA,"Brasil","Minas Gerais","Braúnas","UHE Porto estrela, rio Santo Antônio",NA,NA,NA,"Tameirão Neto, E; França, GS","1801","1993","11","03",NA,"-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA
