"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","scientificNameAuthorship","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType"
"3760","2019-10-07 09:22:18-03","UEFS","HUEFS","241868","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha",NA,NA,NA,NA,"Silva, C.","2013","11","17","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Municipal do Tabuleiro, mata associada a campo rupestre próxima à sede do parque.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Lilianae","(Kunth) Davidse & Zuloaga","1047",NA,NA,"HUEFS0241868",NA,NA,NA,NA,NA,NA,NA,NA
"3761","2020-03-19 10:51:28-03","UEFS","HUEFS","234236","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","debilis","Chamaecrista debilis",NA,NA,NA,NA,"Coser, T.S.","2012","01","31","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Municipal Salão de Pedras.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Rosanae","(Vogel) H.S.Irwin & Barneby","552",NA,NA,"HUEFS0234236","HUEFS0234236",NA,NA,NA,NA,NA,NA,NA
"3762","2019-10-07 09:31:34-03","UEFS","HUEFS","83033","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Hypericaceae","Vismia","magnoliifolia","Vismia magnoliifolia",NA,NA,NA,NA,"Hatschbach, G.","1974","10","27","Brasil","Minas Gerais","Conceição do Mato Dentro","Rio Santo Antônio","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Rosanae","Cham. & Schltdl.","35404",NA,NA,"HUEFS0083033","HUEFS0083033",NA,NA,NA,NA,NA,NA,NA
"3763","2020-03-19 10:53:34-03","UEFS","HUEFS","146828","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","P.G.Ribeiro","2011","10",NA,"Hatschbach, G.","1974","10","27","Brasil","Minas Gerais","Conceição do Mato Dentro","Rio Santo Antônio.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Rosanae","(DC.) G.P.Lewis & M.P.Lima","35398",NA,NA,"HUEFS0146828",NA,NA,NA,NA,NA,NA,NA,NA
"3764","2020-03-19 10:55:30-03","UEFS","HUEFS","49217","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Machaerium","brasiliense","Machaerium brasiliense",NA,NA,NA,NA,"Hatschbach, G.","1997","11","23","Brasil","Minas Gerais","Conceição do Mato Dentro","Rod. MG-010, Córrego Passa Sete.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Floresta.","auto","Rosanae","Vogel","67427",NA,NA,"HUEFS0049217",NA,NA,NA,NA,NA,NA,NA,NA
"3765","2019-10-07 09:21:08-03","UEFS","HUEFS","244638","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon",NA,"Eriocaulon",NA,NA,NA,NA,"Meyer, F.S.","2003","05","28","Brasil","Minas Gerais","Conceição do Mato Dentro","RoLagoa do Arame. Capitão Felizardo.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Lilianae",NA,"945CE",NA,NA,"HUEFS0244638","HUEFS0244638",NA,NA,NA,NA,NA,NA,NA
"3766","2019-10-07 09:21:30-03","UEFS","HUEFS","64395","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","vernonioides","Syngonanthus vernonioides",NA,NA,NA,NA,"Scatena, V.L.","1987","09","09","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra das Bandierinhas - Costa.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Solo brejoso.","auto","Lilianae","(Kunth) Ruhland","CFCS10850",NA,NA,"HUEFS0064395","HUEFS0064395",NA,NA,NA,NA,NA,NA,NA
"3767","2019-10-07 09:16:05-03","UEFS","HUEFS","92264","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","hypoleuca","Eriope hypoleuca",NA,NA,NA,NA,"Harley, R.M.","2004","04","07","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre.","auto","Asteranae","(Benth.) Harley","55175",NA,NA,"HUEFS0092264",NA,NA,NA,NA,NA,NA,NA,NA
"3768","2019-10-07 09:16:32-03","UEFS","HUEFS","92267","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Peltodon","radicans","Peltodon radicans",NA,NA,NA,NA,"Harley, R.M.","2004","04","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre.","auto","Asteranae","Pohl","55178",NA,NA,"HUEFS0092267",NA,NA,NA,NA,NA,NA,NA,NA
"3769","2019-10-07 09:16:12-03","UEFS","HUEFS","92265","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptidendron","vauthieri","Hyptidendron vauthieri",NA,NA,NA,NA,"Harley, R.M.","2004","04","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre.","auto","Asteranae","(Briq.) Harley","55176",NA,NA,"HUEFS0092265",NA,NA,NA,NA,NA,NA,NA,NA
"3770","2019-10-07 09:16:18-03","UEFS","HUEFS","93700","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","peduncularis","Hyptis peduncularis","R.M.Harley","2009","05",NA,"Harley, R.M.","2004","04","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre.","auto","Asteranae","Benth.","55174",NA,NA,"HUEFS0093700","HUEFS0093700",NA,NA,NA,NA,NA,NA,NA
"3771","2019-10-07 09:16:12-03","UEFS","HUEFS","92266","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","amaurocaulos","Hyptis amaurocaulos",NA,NA,NA,NA,"Harley, R.M.","2004","04","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Campo rupestre.","auto","Asteranae","Briq.","55177",NA,NA,"HUEFS0092266",NA,NA,NA,NA,NA,NA,NA,NA
"3772","2019-10-07 09:13:57-03","UEFS","HUEFS","117035","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","sellowiana","Spigelia sellowiana","E.B.Miranda","2007","02",NA,"Castro, N.M.","1985","11",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Km 119 estrada de Belo Horizonte.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Asteranae","Cham. & Schltdl.","HUFU546",NA,NA,"HUEFS0117035","HUEFS0117035",NA,NA,NA,NA,NA,NA,NA
"3773","2019-10-07 09:23:02-03","UEFS","HUEFS","118634","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","lancifolia","Ocotea lancifolia","P.Moraes","2010","02",NA,"Mello-Barreto, H.L.","1938","02","06","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, Km 149, estrada de Conceição do Mato Dentro.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Margem de córrego.","auto","Magnolianae","(Schott) Mez","8983",NA,NA,"HUEFS0118634","HUEFS0118634",NA,NA,NA,NA,NA,NA,NA
"3774","2020-03-19 10:52:15-03","UEFS","HUEFS","128155","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","reniformis","Senna reniformis","A.Calvet","2008","07",NA,"Lima, H.C.de","1978","04","28","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó, margens do Rio Santo Antônio, Km 174.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,"auto","Rosanae","(G.Don) H.S.Irwin & Barneby","507",NA,NA,"HUEFS0128155","HUEFS0128155","600","600",NA,NA,NA,NA,NA
"3775","2019-10-07 09:36:08-03","UEFS","HUEFS","118657","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Vochysia","dasyantha","Vochysia dasyantha","F.França","2013","04",NA,"Duarte, A.P.","1969","10","10","Brasil","Minas Gerais","Conceição do Mato Dentro","Vale do rio Santo Antônio.","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,"Mata úmida.","auto","Rosanae","Warm.","11830",NA,NA,"HUEFS0118657","HUEFS0118657",NA,NA,NA,NA,NA,NA,NA
"3776","2016-10-10 10:38:08-03","MOBOT","MOBOT_BR","100290163","S","Plantae",NA,NA,"Selaginellaceae","Selaginella",NA,"Selaginella",NA,NA,NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 190.","-43.69","-18.26","-43.6900000","-18.2600000",NA,NA,NA,NA,NA,"P. Beauv.","Prado 2086","South America",NA,NA,NA,"1440","1440",NA,NA,NA,NA,NA
"3777","2016-10-10 10:38:10-03","MOBOT","MOBOT_BR","100289279","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","marginata","Selaginella marginata",NA,NA,NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 177.","-43.795","-18.2897222","-43.7950000","-18.2897222",NA,NA,NA,NA,NA,"(Humb. & Bonpl. ex Willd.) Spring","Prado 2091","South America",NA,NA,NA,"1290","1290",NA,NA,NA,NA,NA
"3778","2016-10-10 10:13:08-03","MOBOT","MOBOT_BR","100289225","S","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum",NA,NA,NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220, near km 187.","-43.7119444","-18.2744445","-43.7119444","-18.2744445",NA,NA,NA,NA,NA,"Raddi","Prado 2089","South America",NA,NA,NA,"1425","1425",NA,NA,NA,NA,NA
"3779","2016-10-10 09:50:24-03","MOBOT","MOBOT_BR","100289282","S","Plantae",NA,NA,"Anemiaceae","Anemia","ferruginea","Anemia ferruginea ferruginea","J.T. Mickel","2011",NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Diamantina and Couto de Magalhães, BR 367 first bridge after building of the Federal University.","-42.64","-18.11","-42.6400000","-18.1100000",NA,NA,NA,NA,NA,NA,"Prado 2093","South America",NA,NA,NA,"1400","1400","ferruginea",NA,NA,NA,NA
"3780","2016-10-10 09:50:26-03","MOBOT","MOBOT_BR","100290165","S","Plantae",NA,NA,"Anemiaceae","Anemia","rutifolia","Anemia rutifolia","J.T. Mickel","2011",NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 190.","-43.69","-18.26","-43.6900000","-18.2600000",NA,NA,NA,NA,NA,"Mart.","Prado 2087","South America",NA,NA,NA,"1440","1440",NA,NA,NA,NA,NA
"3781","2016-10-10 09:50:26-03","MOBOT","MOBOT_BR","100290169","S","Plantae",NA,NA,"Anemiaceae","Anemia","rutifolia","Anemia rutifolia","J.T. Mickel","2011",NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220, near km 177.","-43.79","-18.28","-43.7900000","-18.2800000",NA,NA,NA,NA,NA,"Mart.","Prado 2092","South America",NA,NA,NA,"1290","1290",NA,NA,NA,NA,NA
"3782","2016-10-10 09:50:26-03","MOBOT","MOBOT_BR","100289284","S","Plantae",NA,NA,"Anemiaceae","Anemia","rutifolia","Anemia rutifolia","J.T. Mickel","2011",NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Diamantina and Couto de Magalhães, BR 367 first bridge after building of the Federal University.","-42.64","-18.11","-42.6400000","-18.1100000",NA,NA,NA,NA,NA,"Mart.","Prado 2094","South America",NA,NA,NA,"1400","1400",NA,NA,NA,NA,NA
"3783","2016-10-10 09:50:26-03","MOBOT","MOBOT_BR","100290167","S","Plantae",NA,NA,"Anemiaceae","Anemia","villosa","Anemia villosa","J.T. Mickel","2011",NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220, near km 187.","-43.7119444","-18.2744445","-43.7119444","-18.2744445",NA,NA,NA,NA,NA,"Humb. & Bonpl. ex Willd.","Prado 2090","South America",NA,NA,NA,"1425","1425",NA,NA,NA,NA,NA
"3784","2016-10-10 09:59:25-03","MOBOT","MOBOT_BR","100289220","S","Plantae",NA,NA,"Blechnaceae","Blechnum","polypodioides","Blechnum polypodioides",NA,NA,NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 190.","-43.6927777","-18.2627778","-43.6927777","-18.2627778",NA,NA,NA,NA,NA,"Raddi","Prado 2085","South America",NA,NA,NA,"1440","1440",NA,NA,NA,NA,NA
"3785","2016-10-10 10:33:26-03","MOBOT","MOBOT_BR","100336000","S","Plantae",NA,NA,"Rubiaceae","Chomelia","estrellana","Chomelia estrellana","Zappi","2009",NA,NA,"R.C. da Mota","2003","03","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.6152778","-19.0738889","-43.6152778","-19.0738889",NA,NA,NA,NA,NA,"Müll. Arg.","Mota 1969","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","2016-10-10 10:33:29-03","MOBOT","MOBOT_BR","100336001","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","erythrocephalum","Coccocypselum erythrocephalum","Zappi","2009",NA,NA,"R.C. da Mota","2002","09","13","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.6152778","-19.0738889","-43.6152778","-19.0738889",NA,NA,NA,NA,NA,"Cham. & Schltdl.","Mota 1961","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","2016-10-10 10:13:52-03","MOBOT","MOBOT_BR","100243937","S","Plantae",NA,NA,"Lamiaceae","Hyptis","suaveolens","Hyptis suaveolens","J.P. Cahill","2007",NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","1989","05","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Ouro Fino.","-43.425","-19.0372",NA,NA,"60318",NA,NA,"auto",NA,"(L.) Poit.","Hatschbach 52908","South America",NA,NA,NA,"700","700",NA,NA,NA,NA,NA
"3788","2016-10-10 10:19:34-03","MOBOT","MOBOT_BR","100499145","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","confertiflora","Lavoisiera confertiflora","F. Almeda","2009",NA,NA,"Frank Almeda|Angela B. Martins|R. Belinello|M.B. Almeda","2005","10","01","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural do Riberão do Campo (Tabuleiro). 22 km from the center of Conceição do Mato Dentro. Upslope from the visitor center.","-43.5477777","-19.075","-43.5477777","-19.0750000",NA,NA,NA,NA,NA,"Naudin","Almeda 9221","South America",NA,NA,NA,"840","950",NA,NA,NA,NA,NA
"3789","2016-10-10 10:19:34-03","MOBOT","MOBOT_BR","100499137","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","F. Almeda","2009",NA,NA,"Frank Almeda|Angela B. Martins|R. Belinello|M.B. Almeda","2005","10","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural do Riberão do Campo (Tabuleiro). 22 km from the center of Conceição do Mato Dentro. Upslope from the visitor center.","-43.5477777","-19.075","-43.5477777","-19.0750000",NA,NA,NA,NA,NA,"DC.","Almeda 9215","South America",NA,NA,NA,"840","950",NA,NA,NA,NA,NA
"3790","2016-10-10 10:16:18-03","MOBOT","MOBOT_BR","100289224","S","Plantae",NA,NA,"Lindsaeaceae","Lindsaea","stricta","Lindsaea stricta",NA,NA,NA,NA,"Jefferson Prado|Pedro B. Schwartsburd|Eric Schuettpelz|George Yatskievych","2010","01","11","Brazil","Minas Gerais","Conceição do Mato Dentro","Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 187.","-43.7119444","-18.2744445","-43.7119444","-18.2744445",NA,NA,NA,NA,NA,"(Sw.) Dryand.","Prado 2088","South America",NA,NA,NA,"1425","1425",NA,NA,NA,NA,NA
"3791","2019-09-13 11:59:54-03","UFVJM","HDJF","5426","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae",NA,NA,NA,NA,NA,NA,NA,"Moreira, SN; Pereira, E","2016","01","18","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.426247","-18.903711","-43.426247","-18.903711",NA,NA,NA,NA,NA,NA,"1932","Southern America",NA,"HDJF005426","HDJF005426_01","795","795",NA,NA,NA,NA,NA
"3792","2019-09-13 11:59:35-03","UFVJM","HDJF","5450","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Abarema","villosa","Abarema villosa","Moreira, SN","2015","10",NA,"Moreira, SN; Pereira, E","2015","09","06","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.42766","-18.904844","-43.42766","-18.904844",NA,NA,NA,NA,NA,"Iganci & M.P. Lima","2022","Southern America",NA,"HDJF005450","HDJF005450_01","851","851",NA,NA,NA,NA,NA
"3793","2019-09-13 12:00:47-03","UFVJM","HDJF","2303","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Acianthera","teres","Acianthera teres",NA,NA,NA,NA,"Pena, FSR","2011","11",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"(Lindl.) Borba","CMD325","Southern America",NA,"HDJF002303","HDJF002303_01",NA,NA,NA,NA,NA,NA,NA
"3794","2019-09-13 12:00:47-03","UFVJM","HDJF","5402","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Acianthera","teres","Acianthera teres","Moreira, SN","2016","01",NA,"Moreira, SN; Pereira, E","2016","01","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Norte - Anglo American","-43.433711","-18.892219","-43.433711","-18.892219",NA,NA,NA,NA,NA,"(Lindl.) Borba","1908","Southern America",NA,"HDJF005402","HDJF005402_01","936","936",NA,NA,NA,NA,NA
"3795","2019-09-13 11:59:07-03","UFVJM","HDJF","4683","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius",NA,NA,NA,NA,"Moreira, SN; Pereira, E","2014","01","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Sapo (Expansão da Mina)","-43.429722","-18.914444","-43.429722","-18.914444",NA,NA,NA,NA,NA,"(Gardner) R.M. King & H. Rob.","600","Southern America",NA,"HDJF004683","HDJF004683_01",NA,NA,NA,NA,NA,NA,NA
"3796","2019-09-13 11:59:07-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius",NA,NA,NA,NA,"Moreira, SN; Pereira, E","2014","01","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Sapo (Expansão da Mina)","-43.429722","-18.914444","-43.429722","-18.914444",NA,NA,NA,NA,NA,"(Gardner) R.M. King & H. Rob.","600","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","2019-09-13 11:59:48-03","UFVJM","HDJF","5417","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","Moreira, SN","2016","03",NA,"Moreira, SN; Pereira, E","2016","01","18","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.425819","-18.904729","-43.425819","-18.904729",NA,NA,NA,NA,NA,"(Jacq.) Moldenke","1923","Southern America",NA,"HDJF005417","HDJF005417_01","838","838",NA,NA,NA,NA,NA
"3798","2019-09-13 11:59:35-03","UFVJM","HDJF","4035","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene",NA,"Aeschynomene",NA,NA,NA,NA,"Faria, JEQ; Batista, DS; Takahashi, RS","2016","06","29","Brasil","Minas Gerais","Conceição do Mato Dentro","Solidão, Fazenda da Boa Esperança, propriedade da Anglo American","-43.477778","-18.924444","-43.477778","-18.924444",NA,NA,NA,NA,NA,NA,"6073","Southern America",NA,"HDJF004035","HDJF004035_01","750","750",NA,NA,NA,NA,NA
"3799","2019-09-13 11:59:35-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene",NA,"Aeschynomene",NA,NA,NA,NA,"Faria, JEQ; Batista, DS; Takahashi, RS","2016","06","29","Brasil","Minas Gerais","Conceição do Mato Dentro","Solidão, Fazenda da Boa Esperança, propriedade da Anglo American","-43.477778","-18.924444","-43.477778","-18.924444",NA,NA,NA,NA,NA,NA,"6073","Southern America",NA,NA,NA,"750","750",NA,NA,NA,NA,NA
"3800","2019-09-13 11:59:35-03","UFVJM","HDJF",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene",NA,"Aeschynomene",NA,NA,NA,NA,"Faria, JEQ; Batista, DS; Takahashi, RS","2016","06","29","Brasil","Minas Gerais","Conceição do Mato Dentro","Solidão, Fazenda da Boa Esperança, propriedade da Anglo American","-43.477778","-18.924444","-43.477778","-18.924444",NA,NA,NA,NA,NA,NA,"6073","Southern America",NA,NA,NA,"750","750",NA,NA,NA,NA,NA
"3801","2019-09-13 11:59:35-03","UFVJM","HDJF","4669","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","falcata","Aeschynomene falcata",NA,NA,NA,NA,"Moreira, SN; Pereira, E","2013","09","26","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Sapo (atrás do Platô 19)","-43.430167","-18.913056","-43.430167","-18.913056",NA,NA,NA,NA,NA,"(Poir.) DC.","531","Southern America",NA,"HDJF004669",NA,NA,NA,NA,NA,NA,NA,NA
"3802","2019-09-13 11:59:35-03","UFVJM","HDJF","5456","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Aeschynomene","histrix","Aeschynomene histrix","Moreira, SN","2015","10",NA,"Moreira, SN; Pereira, E","2015","10","16","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Norte - Anglo American","-43.434192","-18.892539","-43.434192","-18.892539",NA,NA,NA,NA,NA,"Poir.","2028","Southern America",NA,"HDJF005456","HDJF005456_01","932","932",NA,NA,NA,NA,NA
"3803","2019-09-13 12:00:33-03","UFVJM","HDJF","5430","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rutaceae","Alibertia","edulis","Alibertia edulis","Moreira, SN","2015","10",NA,"Moreira, SN; Pereira, E","2015","10","23","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.426422","-18.904282","-43.426422","-18.904282",NA,NA,NA,NA,NA,"(Rich.) A.Rich.","2001","Southern America",NA,"HDJF005430","HDJF005430_01","811","811",NA,NA,NA,NA,NA
"3804","2019-09-13 12:00:30-03","UFVJM","HDJF","2251","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis",NA,NA,NA,NA,"Pena, FSR","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"Aubl.","CMD418","Southern America",NA,"HDJF002251","HDJF002251_01",NA,NA,NA,NA,NA,NA,NA
"3805","2019-09-13 12:00:30-03","UFVJM","HDJF","2253","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis",NA,NA,NA,NA,"Pena, FSR","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"Aubl.","CMD417","Southern America",NA,"HDJF002253","HDJF002253_01",NA,NA,NA,NA,NA,NA,NA
"3806","2019-09-13 12:00:30-03","UFVJM","HDJF","2265","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis",NA,NA,NA,NA,"Pena, FSR","2011","12",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,"Aubl.","CMD416","Southern America",NA,"HDJF002265","HDJF002265_01",NA,NA,NA,NA,NA,NA,NA
"3807","2019-09-13 12:00:30-03","UFVJM","HDJF","2277","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis",NA,NA,NA,NA,"Carvalho, LB","2012","02",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433333","-18.905278","-43.433333","-18.905278",NA,NA,NA,NA,NA,"Aubl.","CMD265","Southern America",NA,"HDJF002277","HDJF002277_01",NA,NA,NA,NA,NA,NA,NA
"3808","2019-09-13 12:00:30-03","UFVJM","HDJF","4793","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Moreira, SN","2016","05","19","Moreira, SN; Pereira, E","2016","04","11","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.426111","-18.903611","-43.426111","-18.903611",NA,NA,NA,NA,NA,"Aubl.","1962","Southern America",NA,"HDJF004793","HDJF004793_01","848","848",NA,NA,NA,NA,NA
