"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","class","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"1200","2018-12-03 11:18:14-02","CEPLAC","CEPEC","76278","S","Plantae",NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata",NA,"A. Chautems",NA,"G. Hatschbach","65216","1991","07","06",NA,"Brasil","Espírito Santo","venda nova do imigrante","Paredões rochosos.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1996"
"1201","2018-12-03 11:17:58-02","CEPLAC","CEPEC","73137","S","Plantae",NA,NA,"Flacourtiaceae","Casearia","sylvestris","Casearia sylvestris",NA,"G. Hatschbach",NA,"G. Hatschbach","65195","1990","09","08",NA,"Brasil","Espírito Santo","venda nova do imigrante","Sem informação.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1996"
"1202","2018-12-03 11:37:21-02","CEPLAC","CEPEC","73055","S","Plantae",NA,NA,"Vochysiaceae","Qualea","gestasiana","Qualea gestasiana",NA,"F. França",NA,"G. Hatschbach","61543","1995","01","15",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre Celest.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1996"
"1203","2018-12-03 11:33:26-02","CEPLAC","CEPEC","68420","S","Plantae",NA,NA,"Rubiaceae","Psychotria","pleiocephala","Psychotria pleiocephala",NA,"S. F. Smith",NA,"G. Hatschbach","61538","1995","01","12",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre Celeste. Alto do morro.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1995"
"1204","2018-12-03 11:07:42-02","CEPLAC","CEPEC","88262","S","Plantae",NA,NA,"Boraginaceae","Cordia","trachyphylla","Cordia trachyphylla",NA,"M. N. S. Stapf",NA,"G. Hatschbach","61540","1995","01","15",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre Celest. Mata do alto do morro.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/09/2007"
"1205","2018-12-03 11:24:02-02","CEPLAC","CEPEC","94656","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","boudetii","Tibouchina boudetii",NA,"G. Hatschbach",NA,"G. Hatschbach","61533","2007","12","05",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre da Telest.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,"Paratipo",NA,"30/12/1995"
"1206","2018-12-03 11:04:02-02","CEPLAC","CEPEC","73101","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium",NA,"A. J. M. Leeuwenberg",NA,"G. Hatschbach","61537","1997","01","02",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre da TELEST.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1996"
"1207","2018-12-03 11:04:06-02","CEPLAC","CEPEC","65844","S","Plantae",NA,NA,"Apocynaceae","Condylocarpon","isthmicum","Condylocarpon isthmicum",NA,"G. Hatschbach",NA,"G. Hatschbach","61539","1995","01","12",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre da TELEST, alto do morro.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1995"
"1208","2018-12-03 11:21:50-02","CEPLAC","CEPEC","78679","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia",NA,"A. M. Amorim",NA,"G. Hatschbach","61532","1995","01","15",NA,"Brasil","Espírito Santo","venda nova do imigrante","Torre Telest.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/2012"
"1209","2018-12-03 11:13:28-02","CEPLAC","CEPEC","88602","S","Plantae",NA,NA,"Dennstaedtiaceae","Saccoloma","elegans","Saccoloma elegans",NA,"A. R. Smith",NA,"G. Hatschbach","69118","1999","05","17",NA,"Brasil","Espírito Santo","venda nova do imigrante","Varzeão.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1999"
"1210","2019-10-21 13:35:38-03","CEPLAC","CEPEC","83818","S","Plantae",NA,NA,"Bignoniaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. Hatschbach",NA,"G. Hatschbach","69114","1988","12","20",NA,"Brasil","Espírito Santo","venda nova do imigrante","Varzeão.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/1999"
"1211","2019-12-13 15:20:43-03","USP","SPFW","5400","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Cratylia","spectabilis","Cratylia spectabilis","Tul.","L.P. Queiroz 2003",NA,"Pirani, J.R. Mello-Silva, R.","2821","1993",NA,NA,NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.134722","-20.339722","41º08'05''W","20º20'23''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","2019-11-07 11:15:52-03","UFMG","BHCB-SL","122916","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Salino, A","2008","Salino, A; Heringer, G; Dittrich, VAO","13758","2008","06","30","América","Brasil","Espírito Santo","Venda Nova do Imigrante","Estrada Forno Grande - Venda Nova do Imigrante","-41.031111","-20.450833","-41.031111","-20.450833","1050","1050",NA,"Terrestre a beira de estrada",NA,NA,NA,NA,NA,"06",NA,"30",NA,NA,NA
"1213","2019-11-07 11:21:13-03","UFMG","BHCB-SL","43951","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida","Paixão, LC","2012","Krieger, L","13391","1974","11","02","América","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Na beira de córrego, na mata, sobre pedras",NA,NA,"15909","auto",NA,"06",NA,NA,NA,NA,NA
"1214","2019-11-07 11:20:09-03","UFMG","BHCB-SL","49150","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","decurrens","Pteris decurrens","C.Presl","Salino, A","1999","Hatschbach, GM","69138","1999","05","17","América","Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da Torre de tv","-41.1347007751465","-20.3397006988525",NA,NA,"1000","1000",NA,"Terrícola. Floresta Atlântica",NA,NA,"15909","auto",NA,"11",NA,NA,NA,NA,NA
"1215","2019-10-16 14:13:48-03","UEL","FUEL","28036","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Mouriri","arborea","Mouriri arborea","Gardner","Wurdack, JJ","1995","Hatschbach, G; Silva, JM","61519","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,"1000","1000",NA,"Árvore 8m; pétalas alvas; anteras amarelas; Mata pluvial da encosta de morro.","FUEL005943",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1216","2019-10-16 14:13:11-03","UEL","FUEL","21528","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Chrysobalanaceae","Licania","spicata","Licania spicata","Hook. f.","Prance, GT","1996","Hatschbach, G","61510","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore 20m alt; flor creme. Mata pluvial. Alt.: 900m",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1217","2019-10-16 14:13:58-03","UEL","FUEL","41591","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.","Sobral, M","2005","Hatschbach, G; Hatschbach, M; Silva, JM","71477","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"900","1000",NA,"Árvore, 20m; flor alva. Floresta Atlântica, encosta do morro.","FUEL007955",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1218","2019-10-16 14:14:38-03","UEL","FUEL","31737","PreservedSpecimen","Plantae","Tracheophyta","Rosales","Moraceae","Dorstenia","elata","Dorstenia elata","Hook.","Carauta, JPP","2001","Hatschbach, G; Hatschbach, M; Silva, JM","71463","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Terrícola; floresta atlântica; encosta do morro; altitude 900-1000m.","FUEL014399",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1219","2019-10-16 14:14:00-03","UEL","FUEL","28038","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","guianensis","Myrcia guianensis","(Aubl.) DC.","Sobral, M","1999","Hatschbach, G; Silva, JM","61594","1995","01","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Arbusto ramoso; 4m; botões avermelhados; flor alva; sobre bloco de rocha nas encostas de morro; alt 1100m.","FUEL011926",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1220","2019-10-16 14:12:21-03","UEL","FUEL","26274","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","olivaceum","Aspidosperma olivaceum","Müll.Arg.","Koch, I","2009","Hatschbach, G; Hatschbach, M; Ribas, OS","69122","1999","05","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore 6m; látex alvo; floresta atlântica do alto do morro; altitude 1000m.",NA,NA,"15909","auto",NA,"05",NA,"13",NA,NA,NA
"1221","2019-10-16 14:13:49-03","UEL","FUEL","47270","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Tibouchina","boudetii","Tibouchina boudetii","P.J.F.Guim. & R.Goldenb.",NA,NA,"Hatschbach, G; Silva, JM","61533","1995","01","15",NA,"Brasil","Espirito Santo","Venda Nova do Imigrante","Torre da Telest, Mata alto do morro","-41.1347007751465","-20.3397006988525",NA,NA,"1200","1200",NA,"Arvoreta copada, 8m, flor lilás-escura.","FUEL047270",NA,"15909","auto",NA,NA,NA,NA,"paratype",NA,NA
"1222","2019-10-16 14:12:46-03","UEL","FUEL","31324","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Bignoniaceae","Schlegelia","parviflora","Schlegelia parviflora","(Oerst.) Monachino","Hatschbach, G","1999","Hatschbach, G; et al.","69114","1999","05","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Varzeão","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Trepadeira lenhosa; flor alva; floresta atlântica, altitude 900m.","FUEL008796",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1223","2016-09-19 16:13:15-03","UnB","UB","168942","S","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","tenuivenosa","Myrcia tenuivenosa","Kiaersk.","Sobral, M","2005","Hatschbach, G; Hatschbach, M; Silva, JM","71470","2000","10","20","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras.","-41.14","-20.34","-41.14","-20.34","900","1000",NA,"Árvore, 5m, botões alvos.; Floresta atlântica degradada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Philodendron","sonderianum","Philodendron sonderianum","Schott","Gonçalves, EG","2002","Krieger, PL","13420","1974","11","03","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Epífita, escandente. Flores em botão; Na mata, sobre rocha","UB0001492","UB0001492","15909","auto",NA,"06",NA,NA,NA,NA,NA
"1225","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Philodendron","sonderianum","Philodendron sonderianum","Schott","Gonçalves, EG","2001","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","563","2000","10","09","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","São João de Viçosa, Faz. Ambrosin","-41.1347007751465","-20.3397006988525",NA,NA,"700","800",NA,"Caule escandente, verde claro brilhante. Folha verde escuro brilhante adaxialmente, mais claro e fosco abaxialmente. Nervuras não visíveis em nenhumas das faces. Espata verde por fora e creme por dentro; Remanescente de floresta","UB0001610","UB0001610","15909","auto",NA,"06",NA,NA,NA,NA,NA
"1226","2017-04-20 17:53:11-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Philodendron","speciosum","Philodendron speciosum","Schott ex Endl.","Gonçalves, EG","2000","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","565","2000","10","09","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","São João de Viçosa. Faz. Ambrosin","-41.1347007751465","-20.3397006988525",NA,NA,"700","800",NA,"Tronco com esquâmulas intraveginais persistentes, cerca de 1 mm de comprimento. Pecíolo até 75 cm de comprimento. Nervuras róseas adaxialmente, levemente proeminentes adaxialmente. Espata rósea internamente, quase vinácea na margem; Re","UB0030015","UB0030015","15909","auto",NA,"10",NA,NA,NA,NA,NA
"1227","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Philodendron","speciosum","Philodendron speciosum","Schott ex Endl.","Gonçalves, EG","2000","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","565","2000","10","09","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","São João de Viçosa. Faz. Ambrosin","-41.1347007751465","-20.3397006988525",NA,NA,"700","800",NA,"Tronco com esquâmulas intraveginais persistentes, cerca de 1 mm de comprimento. Pecíolo até 75 cm de comprimento. Nervuras róseas adaxialmente, levemente proeminentes adaxialmente. Espata rósea internamente, quase vinácea na margem; Re","UB0001613","UB0001613","15909","auto",NA,"10",NA,NA,NA,NA,NA
"1228","2016-09-19 16:21:42-03","UnB","UB","14029","S","Plantae","Dicotyledoneae",NA,"Violaceae","Noisettia","orchidiflora","Noisettia orchidiflora","Ging.","Hatschbach, G",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","61588","1995","01","17","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,".",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1229","2019-09-09 08:11:52-03","UnB","UB","103468","S","Plantae","Pteridophyta",NA,"Blechnaceae","Lomaridium","acutum","Lomaridium acutum","(Desv.) Gasper & V.A.O. Dittrich","Souza, MGM","2019","Krieger, L","13419","1974","11","03","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Escandente. Formando vasta cama de frondes. As férteis ainda em formacao; Na mata.","UB0032767","UB0032767","15909","auto",NA,"07",NA,"05",NA,NA,NA
"1230","2017-01-18 16:20:11-02","UnB","UB",NA,"S","Plantae","Dicotyledoneae",NA,"Combretaceae","Terminalia","mameluco","Terminalia mameluco","Pickel","Stace, CA","2002","Hatschbach, G; Hatschbach, M; Silva, JM","71472","2000","10","20","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore, 8m. Floresta atlântica, alto do morro",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1231","2016-09-19 16:23:51-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Philodendron","vargealtense","Philodendron vargealtense","Sakuragui","Gonçalves, EG","2002","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","564","2000","10","09","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","São João de Viçosa, Faz. Ambrosin","-41.1347007751465","-20.3397006988525",NA,NA,"700","800",NA,"Terrestre, folhas verde brilhante adaxialmente, mais claro e brilhante abaxialmente, nervuras concolores dos dois lados. Pecíolos achatados adaxialmente, levemente acietado nas margens; Remanescente de floresta","UB0001678","UB0001678","15909","auto",NA,"03",NA,NA,NA,NA,NA
"1232","2016-09-19 16:23:37-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Gonçalves, EG","2000","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","566","2000","10","09","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","São João de Viçosa, Faz. Ambrosin","-41.1347007751465","-20.3397006988525",NA,NA,"700","800",NA,"Ocasional, espata esverdeada com máculas avermelhadas e cinzentas. Estames escarlates com tecas amarelas. Estigma verde claro; Remanescente de floresta","UB0000878","UB0000878","15909","auto",NA,"10",NA,NA,NA,NA,NA
"1233","2016-09-19 16:23:37-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E.G.Gonç.","Gonçalves, EG","2001","Hatschbach, G; Hatschbach, M; Silva, JM","71484","2000","10","20","Southern America","Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Ereta, Terrícola, espata verde-pálida, espiga avermelhada; Floresta atlântica","UB0000877","UB0000877 UB0000877_1","15909","auto",NA,"06",NA,NA,NA,NA,NA
"1234","2019-10-03 10:04:15-03","UFSCar","SORO","6079","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.","M. Sobral","2005","Hatschbach, G.; Hatschbach, M.; Silva, J.M.","71477","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras. Elev.: 900-1000 m. Floresta Atlântica, encosta do morro.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore, 20 metros de altura, flor alva.",NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1235","2019-05-06 12:02:33-03","UFU","HUFU","51070","S","Plantae",NA,NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","Stehman, J.R.","2006","Hatschbach, G.; Hatschbach, M. & Deodato, F.","65207","1996","07","06",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante",NA,"-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore, ca. 8 m. Flor alvacenta tendendo ao creme, anteras creme.; Mata fria. Floresta atlântica. Alto do morro.","HUFU00026157",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1236","2019-05-06 11:57:49-03","UFU","HUFU","65794","S","Plantae",NA,NA,"Fabaceae","Machaerium","oblongifolium","Machaerium oblongifolium","Vogel","Mendonça, C.V.","2003","Hatschbach, G.; Silva, J.M.","61514","1995","01","15",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Trepadeira lenhosa. Mata pluvial. 1000 m alt.","HUFU00009475","HUFU00009475","15909","auto",NA,NA,NA,NA,NA,NA,NA
"1237","2019-05-06 12:01:02-03","UFU","HUFU","50998","S","Plantae",NA,NA,"Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.","Sobral, M.","2005","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","71477","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,"900","1000",NA,"Árvore, ca. 20 m. Flor alva.; Floresta Atlântica, encosta do morro.","HUFU00017401",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1238","2019-05-06 11:55:08-03","UFU","HUFU","51022","S","Plantae",NA,NA,"Cyperaceae","Pleurostachys","stricta","Pleurostachys stricta","Kunth","Prata, A.P.","2003","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","71465","2000","10","20",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras, Ao longo do córrego.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Floresta atlântica.","HUFU00028379","HUFU00028379","15909","auto",NA,NA,NA,NA,NA,NA,NA
"1239","2019-05-06 12:00:51-03","UFU","HUFU","51036","S","Plantae",NA,NA,"Myrsinaceae","Cybianthus","fuscus","Cybianthus fuscus","Mart.","Smith, S.F.","2005","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61560","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Arvoreta 4 m. Flor creme.; Mata de encosta do morro.","HUFU00019979",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1240","2019-05-06 12:02:33-03","UFU","HUFU","51068","S","Plantae",NA,NA,"Solanaceae","Solanum","campaniforme","Solanum campaniforme","Roem. & Schult.","Stehman, J.R.","2006","Hatschbach, G.; Silva, J.M. & Ferreira, L.A.","69127","1999","05","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Arbusto, ca. 2 m. Flor alva.; Capoeira.","HUFU00026159",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1241","2019-05-06 12:02:33-03","UFU","HUFU","57261","S","Plantae",NA,NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.",NA,NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","69128","1999","05","17",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"Árvore, ca. 6 m. Pétalas alvas e anteras amarelas.; Floresta Atlântica do alto do morro.","HUFU00026160",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1242","2020-03-02 13:47:57-03","UFSC","FLOR","30070","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","lepidota","Trichilia lepidota richilia","(Harms) T.D. Penn.","Pennington, T.D.",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61547","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1347007751465","-20.3397006988525",NA,NA,"1200","1200",NA,"árvore, 25m altura","FLOR0030070",NA,"15909","auto","richilia",NA,NA,NA,NA,NA,NA
"1243","2020-03-02 13:43:44-03","UFSC","FLOR","29074","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Rohwer, J.G.",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61556","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"árvore, odorífera, flor creme, 6m altura","FLOR0029074",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1244","2020-03-02 13:44:51-03","UFSC","FLOR","34143","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","discolor","Miconia discolor","DC.","Souza, M.L.",NA,"Mello-Silva, R.; Pirani, J.R.","831","1993","05","13",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Ao lado da cidade, às margens da BR-262, Vitória-Belo Horizonte.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"árvore com copa ramosa; folhas discolores, verde-escuras na face abaxial, flor imaturo verde, 5m altura","FLOR0034143",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1245","2020-03-02 13:42:26-03","UFSC","FLOR","30192","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","venosa","Pouteria venosa","T.D.Penn.","Pennington, T.D.",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61565","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"árvore, flor amarelo, 20m altura","FLOR0030192",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1246","2020-03-02 13:43:47-03","UFSC","FLOR","29079","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Rohwer, J.G.",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61571","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"árvore, 20m altura","FLOR0029079",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1247","2020-03-02 13:45:14-03","UFSC","FLOR","28445","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Kawasaki, M.L.",NA,"Hatschbach, G.; Silva, J.M.","61564","1995","01","16",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1347007751465","-20.3397006988525",NA,NA,"1100","1100",NA,"árvore, flor vinoso","FLOR0028445",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"1248","2020-03-02 13:43:27-03","UFSC","FLOR","28444","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","Chautems, A.",NA,"Hatschbach, G.; Silva, J.M. & Deodato, F.","65216","1996","07","06",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1347007751465","-20.3397006988525",NA,NA,"900","900",NA,"arbusto, flor verde, estames com máculas punctiformes vinosas, 2m altura","FLOR0028444",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
