"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","class","dayIdentified","typeStatus","individualCount","relatedCatalogItem"
"1","2019-12-16 17:11:16-03","NYBG","NYBG","375762","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","brachyandra","Pouteria brachyandra","(Aubrév. & Pellegr.) T.D.Penn.","A. Alves-Araújo","2010","G. G. Hatschbach","61565","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00375762","NY00375762",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 17:42:40-03","NYBG","NYBG","1016787","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","pleiocephala","Psychotria pleiocephala","Müll.Arg.","S. F. Smith","1999","G. G. Hatschbach","69130","1999","05","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV.","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01016787","NY01016787",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 17:42:41-03","NYBG","NYBG","1017477","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","rabeniana","Psychotria rabeniana","Müll.Arg.","S. F. Smith","1995","G. G. Hatschbach","61530","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214606 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01017477","NY01017477",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:32:19-03","NYBG","NYBG","424486","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","gestasiana","Qualea gestasiana","A.St.-Hil.","F. França","1996","G. G. Hatschbach","61543","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Torre Telest","-41.1344","-20.3397","-41.1344","-20.3397","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474608 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00424486","NY00424486",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:45:13-03","NYBG","NYBG","492384","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","curviflora","Ruellia curviflora","Nees & Mart.","D. C. Wasshausen","1992","G. G. Hatschbach","55574","1991","06","14","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492384","NY00492384",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 19:16:47-03","NYBG","NYBG","815837","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Saccolomataceae","Saccoloma","elegans","Saccoloma elegans","Kaulf.","A. R. Smith","1999","G. G. Hatschbach","69118","1999","05","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Varzeão.","-41.1344","-20.3397","-41.1344","-20.3397","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00815837","NY00815837",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:50:02-03","NYBG","NYBG","483734","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. G. Hatschbach","1999","G. G. Hatschbach","69114","1999","05","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Varzeao.","-41.1344","-20.3397","-41.1344","-20.3397","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00483734","NY00483734",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 19:01:20-03","NYBG","NYBG","00829145","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum",NA,"Solanum","L.",NA,NA,"G. G. Hatschbach","61541","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Torre da Telest.","-41.1344","-20.3397","-41.1344","-20.3397","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00829145","NY00829145",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 19:01:20-03","NYBG","NYBG","00829146","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum",NA,"Solanum","L.",NA,NA,"G. G. Hatschbach","61541","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Torre da Telest.","-41.1344","-20.3397","-41.1344","-20.3397","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00829146","NY00829146",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 19:01:20-03","NYBG","NYBG","00829148","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum",NA,"Solanum","L.",NA,NA,"G. G. Hatschbach","65200","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00829148","NY00829148",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 19:01:20-03","NYBG","NYBG","00829377","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum",NA,"Solanum","L.",NA,NA,"G. G. Hatschbach","61509","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal.","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00829377","NY00829377",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 19:02:44-03","NYBG","NYBG","00697255","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee","2004","G. G. Hatschbach","65209","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00697255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 19:02:45-03","NYBG","NYBG","00697153","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","campaniforme","Solanum campaniforme","Roem. & Schult.","S. D. Knapp","2004","G. G. Hatschbach","69127","1999","05","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mirante da torre de TV","-41.1344","-20.3397","-41.1344","-20.3397",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=831520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00697153","NY00697153",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 19:03:01-03","NYBG","NYBG","00697298","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Sendtn.","M. H. Nee","2004","G. G. Hatschbach","65207","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00697298","NY00697298",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 19:03:52-03","NYBG","NYBG","669306","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","flaccidum","Solanum flaccidum","Vell.","M. H. Nee","1996","G. G. Hatschbach","61596","1995","01","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00669306","NY00669306",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 19:04:59-03","NYBG","NYBG","00700379","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","M. H. Nee","2004","G. G. Hatschbach","65192","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00700379","NY00700379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 19:04:59-03","NYBG","NYBG","00724379","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","M. H. Nee","2005","G. G. Hatschbach","65192","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00724379","NY00724379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 19:06:26-03","NYBG","NYBG","770741","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","robustum","Solanum robustum","H.L.Wendl.","M. H. Nee","1997","G. G. Hatschbach","65229","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00770741","NY00770741",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 19:06:27-03","NYBG","NYBG","00697395","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","2004","G. G. Hatschbach","65196","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833302 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00697395","NY00697395",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:19:04-03","NYBG","NYBG","2481428","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cratylia","spectabilis","Cratylia spectabilis","Tul.",NA,NA,"J. R. Pirani","2821","1993","05","12","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Br-262 km 99, a 4 km da cidade, no alto da serra","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2739940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02481428","NY02481428","15909","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 18:08:02-03","NYBG","NYBG","537810","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","poeppigiana","Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson","W. R. Anderson","2006","G. G. Hatschbach","61501","1995","01","14","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Sao Bento de Urânia","-40.917605","-20.471909","-40.917605","-20.471909",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00537810","NY00537810",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 19:00:15-03","NYBG","NYBG","1039859","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae",NA,NA,NA,NA,NA,NA,"G. G. Hatschbach","65210","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1498893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039859","NY01039859",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 18:01:47-03","NYBG","NYBG","03754567","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","weddelliana","Acalypha weddelliana","Baill.","G. A. Levin","2015","J. R. Pirani","2830","1993","05","12","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","A ca. 500 m da saída da cidade na rodovia para Domingos Martins (BR 262).","-41.1344","-20.3397","-41.1344","-20.3397","40","40","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4092143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03754567","NY03754567",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 17:33:59-03","NYBG","NYBG","440403","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","A. J. M. Leeuwenberg",NA,"G. G. Hatschbach","61537","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Torre da Telest","-41.1344","-20.3397","-41.1344","-20.3397","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=554964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00440403","NY00440403",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 18:10:51-03","NYBG","NYBG","374784","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.","S. F. Smith","1995","G. G. Hatschbach","61553","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00374784","NY00374784",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-16 18:11:23-03","NYBG","NYBG","375664","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","sylvestris","Casearia sylvestris","Sw.","G. G. Hatschbach","1996","G. G. Hatschbach","65195","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00375664","NY00375664",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 19:08:26-03","NYBG","NYBG","440995","PreservedSpecimen","Plantae","Magnoliophyta","Vitales","Vitaceae","Cissus","verticillata","Cissus verticillata verticillata","(L.) Nicolson & C.E.Jarvis","J. A. Lombardi",NA,"G. G. Hatschbach","61591","1995","01","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=446993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00440995","NY00440995",NA,NA,"verticillata",NA,NA,NA,NA,NA,NA
"28","2019-12-16 16:49:54-03","NYBG","NYBG","00809373","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","H. E. Robinson",NA,"M. M. Arbo","7726","1997","01","27","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia BR-262.","-41.13","-20.3","-41.13","-20.30","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00809373","NY00809373",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 17:52:25-03","NYBG","NYBG","459864","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. G. Rohwer",NA,"G. G. Hatschbach","61556","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00459864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 17:52:25-03","NYBG","NYBG","459865","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. G. Rohwer",NA,"G. G. Hatschbach","61580","1995","01","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00459865","NY00459865",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 18:29:11-03","NYBG","NYBG","1017253","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,"G. G. Hatschbach","61564","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01017253","NY01017253",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-16 17:39:47-03","NYBG","NYBG","502150","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galium","hypocarpium","Galium hypocarpium","(L.) Endl. ex Griseb.","P. G. Delprete","2001","M. M. Arbo","7725","1997","01","27","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia BR-262","-41.13","-20.3","-41.13","-20.30","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00502150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 17:22:19-03","NYBG","NYBG","408820","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","capitata","Inga capitata","Desv.","T. D. Pennington","1996","G. G. Hatschbach","61536","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00408820","NY00408820",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 17:40:19-03","NYBG","NYBG","1032952","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora",NA,"Ixora",NA,NA,NA,"G. G. Hatschbach","61566","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1208805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01032952","NY01032952",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 17:44:41-03","NYBG","NYBG","492057","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia","clausseniana","Justicia clausseniana","(Nees) Profice","D. C. Wasshausen","1997","G. G. Hatschbach","65218","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria.","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492057","NY00492057",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 17:44:56-03","NYBG","NYBG","492181","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia","scheidweileri","Justicia scheidweileri","V.A.W.Graham","D. C. Wasshausen","1994","J. R. Pirani","2828","1993","05","12","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","A ca. 500 m da saída da cidade na rodovia para Domingos Martins (BR 262).","-41.1344","-20.3397","-41.1344","-20.3397","40","40","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492181","NY00492181",NA,NA,NA,"01",NA,NA,NA,NA,NA
"37","2019-12-16 18:19:59-03","NYBG","NYBG","478257","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","bergiana","Leandra bergiana","Cogn.","G. G. Hatschbach","1989","G. G. Hatschbach","52740","1989","02","23","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Venda Nova do Emigrante, arredores","-41.130557","-20.321907","-41.130557","-20.321907",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00478257","NY00478257",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 17:59:27-03","NYBG","NYBG","378695","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","spicata","Licania spicata","Hook.f.","G. T. Prance","1996","G. G. Hatschbach","61510","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","900","900","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00378695","NY00378695",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 18:30:18-03","NYBG","NYBG","615925","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","scutellata","Myrceugenia scutellata","D.Legrand","L. R. Landrum","1995","G. G. Hatschbach","61504","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00615925","NY00615925",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 18:30:53-03","NYBG","NYBG","616157","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","guianensis","Myrcia guianensis","(Aubl.) DC.","M. Sobral","1999","G. G. Hatschbach","61594","1995","01","17","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00616157","NY00616157",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 17:52:57-03","NYBG","NYBG","469339","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","J. G. Rohwer",NA,"G. G. Hatschbach","61571","1995","01","16","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","1100","1100","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00469339","NY00469339",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-16 17:53:13-03","NYBG","NYBG","538042","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","floribunda","Ocotea floribunda","(Sw.) Mez","J. G. Rohwer","1998","G. G. Hatschbach","61531","1995","01","15","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1344","-20.3397","-41.1344","-20.3397","1000","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=266565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00538042","NY00538042",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 17:47:48-03","NYBG","NYBG","442035","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.","A. Chautems",NA,"G. G. Hatschbach","65216","1996","07","06","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1344","-20.3397","-41.1344","-20.3397","900","1000","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621607 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00442035","NY00442035",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 17:41:12-03","NYBG","NYBG","885430","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","longepedunculata","Palicourea longepedunculata","Gardner","C. M. Taylor","1998","G. L. Esteves","2616","1993","06","01","South America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata a margem da BR-262","-41.1344","-20.3397","-41.1344","-20.3397",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00885430","NY00885430",NA,NA,NA,NA,NA,NA,NA,NA,NA
