"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","previousCatalogNumber","relatedCatalogItem","infraspecificEpithet"
"43","2019-12-16 19:13:43-03","NYBG","NYBG","720463","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum","F.B.Matos & R.C.Moran",NA,NA,NA,NA,"A. Salino","2006","05","22","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07031","-20.07186",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11166","South America","-42.07031","-20.07186","1150","1600","sheet","NY00720463","NY00720463",NA,NA,NA,NA
"44","2019-12-16 19:13:43-03","NYBG","NYBG","720606","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum","F.B.Matos & R.C.Moran",NA,NA,NA,NA,"A. Salino","2006","05","20","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07789","-20.06722",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11048","South America","-42.07789","-20.06722","1150","1600","sheet","NY00720606","NY00720606",NA,NA,NA,NA
"45","2019-12-16 19:13:44-03","NYBG","NYBG","720461","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","burchellii","Elaphoglossum burchellii",NA,NA,NA,NA,NA,"A. Salino","2006","05","21","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07386","-20.06536",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11130","South America","-42.07386","-20.06536","1150","1600","sheet","NY00720461","NY00720461",NA,NA,NA,NA
"46","2019-12-16 19:13:45-03","NYBG","NYBG","720458","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","eximium","Elaphoglossum eximium",NA,NA,NA,NA,NA,"A. Salino","2006","05","24","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07031","-20.07186",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505318 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11195","South America","-42.07031","-20.07186","1150","1600","sheet","NY00720458","NY00720458",NA,NA,NA,NA
"47","2019-12-16 19:14:03-03","NYBG","NYBG","720602","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","longifolium","Elaphoglossum longifolium","(Jacq.) Sm.",NA,NA,NA,NA,"A. Salino","2006","05","21","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07386","-20.06536",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11124","South America","-42.07386","-20.06536","1150","1600","sheet","NY00720602","NY00720602",NA,NA,NA,NA
"48","2019-12-16 19:14:03-03","NYBG","NYBG","720609","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macahense","Elaphoglossum macahense","(Fée) Rosenst.",NA,NA,NA,NA,"A. Salino","2006","05","21","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07386","-20.06536",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11129","South America","-42.07386","-20.06536","1150","1600","sheet","NY00720609","NY00720609",NA,NA,NA,NA
"49","2019-12-16 19:14:03-03","NYBG","NYBG","720612","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","macrophyllum","Elaphoglossum macrophyllum","Christ",NA,NA,NA,NA,"A. Salino","2006","05","20","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07789","-20.06722",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11024","South America","-42.07789","-20.06722","1150","1600","sheet","NY00720612","NY00720612",NA,NA,NA,NA
"50","2019-12-16 19:14:22-03","NYBG","NYBG","720449","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","vagans","Elaphoglossum vagans","(Mett.) Hieron.",NA,NA,NA,NA,"A. Salino","2006","05","20","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07789","-20.06722",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11083","South America","-42.07789","-20.06722","1150","1600","sheet","NY00720449","NY00720449",NA,NA,NA,NA
"51","2019-12-16 19:14:22-03","NYBG","NYBG","720608","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","vagans","Elaphoglossum vagans",NA,NA,NA,NA,NA,"A. Salino","2006","05","20","Brazil","Minas Gerais","Simonésia","RPPN Mata do Sossego.","-42.07789","-20.06722",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"11068","South America","-42.07789","-20.06722","1150","1600","sheet","NY00720608","NY00720608",NA,NA,NA,NA
"52","2019-12-16 16:33:01-03","NYBG","NYBG","02280006","PreservedSpecimen","Plantae","Bryophyta",NA,"Fissidentaceae","Fissidens","asplenioides","Fissidens asplenioides","Hedw.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3124","South America","-42.0722","-20.0764","1173","1173","packeted","NY02280006",NA,NA,NA,NA,NA
"53","2019-12-16 16:35:12-03","NYBG","NYBG","02378696","PreservedSpecimen","Plantae","Bryophyta",NA,"Meteoriaceae","Floribundaria","flaccida","Floribundaria flaccida","(Mitt.) Broth.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3110A","South America","-42.0722","-20.0764","1173","1173","packeted","NY02378696",NA,NA,NA,NA,NA
"54","2019-12-16 16:35:12-03","NYBG","NYBG","02280035","PreservedSpecimen","Plantae","Bryophyta",NA,"Meteoriaceae","Floribundaria","flaccida","Floribundaria flaccida","(Mitt.) Broth.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3168","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280035",NA,NA,NA,NA,NA
"55","2019-12-16 16:35:12-03","NYBG","NYBG","02378693","PreservedSpecimen","Plantae","Bryophyta",NA,"Meteoriaceae","Floribundaria","flaccida","Floribundaria flaccida","(Mitt.) Broth.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3106","South America","-42.0722","-20.0764","1173","1173","packeted","NY02378693",NA,NA,NA,NA,NA
"56","2019-12-16 16:35:12-03","NYBG","NYBG","02378694","PreservedSpecimen","Plantae","Bryophyta",NA,"Meteoriaceae","Floribundaria","flaccida","Floribundaria flaccida","(Mitt.) Broth.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615107 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3108","South America","-42.0722","-20.0764","1173","1173","packeted","NY02378694",NA,NA,NA,NA,NA
"57","2019-12-16 18:55:26-03","NYBG","NYBG","01023492","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer",NA,NA,NA,NA,"L. V. Costa","1993","11","28","Brazil","Minas Gerais","Simonésia","Parque Estadual do Rio Doce.","-42.0014","-20.1242",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"s.n.","South America","-42.0014","-20.1242",NA,NA,"sheet","NY01023492","NY01023492",NA,NA,NA,NA
"58","2019-12-16 16:35:13-03","NYBG","NYBG","02378691","PreservedSpecimen","Plantae","Bryophyta",NA,"Myriniaceae","Helicodontium","capillare","Helicodontium capillare",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3104","South America","-42.0722","-20.0764","1173","1173","packeted","NY02378691",NA,NA,NA,NA,NA
"59","2019-12-16 16:35:29-03","NYBG","NYBG","02280012","PreservedSpecimen","Plantae","Bryophyta",NA,"Orthodontiaceae","Hymenodon","aeruginosus","Hymenodon aeruginosus","(Hook.f. & Wilson) Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3131","South America","-42.0722","-20.0764","1173","1173","packeted","NY02280012",NA,NA,NA,NA,NA
"60","2019-12-16 16:36:35-03","NYBG","NYBG","02280049","PreservedSpecimen","Plantae","Bryophyta",NA,"Pilotrichaceae","Hypnella","pilifera","Hypnella pilifera",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3185","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280049",NA,NA,NA,NA,NA
"61","2019-12-16 16:34:40-03","NYBG","NYBG","02280026","PreservedSpecimen","Plantae","Bryophyta",NA,"Hypopterygiaceae","Hypopterygium","tamarisci","Hypopterygium tamarisci","(Sw.) Brid. ex Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3154","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280026",NA,NA,NA,NA,NA
"62","2019-12-16 16:34:40-03","NYBG","NYBG","02280054","PreservedSpecimen","Plantae","Bryophyta",NA,"Hypopterygiaceae","Hypopterygium","tamarisci","Hypopterygium tamarisci","(Sw.) Brid. ex Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0447","-20.0419",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615167 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3191","South America","-42.0447","-20.0419","1262","1262","packeted","NY02280054",NA,NA,NA,NA,NA
"63","2019-12-16 16:36:50-03","NYBG","NYBG","02280010","PreservedSpecimen","Plantae","Bryophyta",NA,"Pilotrichaceae","Lepidopilum","scabrisetum","Lepidopilum scabrisetum",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0722","-20.0764",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3127A","South America","-42.0722","-20.0764","1173","1173","packeted","NY02280010",NA,NA,NA,NA,NA
"64","2019-12-16 16:36:50-03","NYBG","NYBG","02280063","PreservedSpecimen","Plantae","Bryophyta",NA,"Pilotrichaceae","Lepidopilum","scabrisetum","Lepidopilum scabrisetum",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0447","-20.0419",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3201A","South America","-42.0447","-20.0419","1262","1262","packeted","NY02280063",NA,NA,NA,NA,NA
"65","2019-12-16 16:34:57-03","NYBG","NYBG","02280070","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","clavatum","Leucobryum clavatum",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0467","-20.0414",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3211","South America","-42.0467","-20.0414","1327","1327","packeted","NY02280070",NA,NA,NA,NA,NA
"66","2019-12-16 16:34:57-03","NYBG","NYBG","02280066","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0447","-20.0419",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3205","South America","-42.0447","-20.0419","1262","1262","packeted","NY02280066",NA,NA,NA,NA,NA
"67","2019-12-16 16:34:57-03","NYBG","NYBG","02280014","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3138","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280014",NA,NA,NA,NA,NA
"68","2019-12-16 16:34:57-03","NYBG","NYBG","02280017","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615130 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3143","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280017",NA,NA,NA,NA,NA
"69","2019-12-16 16:34:57-03","NYBG","NYBG","02280038","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3171","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280038",NA,NA,NA,NA,NA
"70","2019-12-16 16:34:57-03","NYBG","NYBG","02280048","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3184","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280048",NA,NA,NA,NA,NA
"71","2019-12-16 16:34:57-03","NYBG","NYBG","02280050","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615163 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3186","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280050",NA,NA,NA,NA,NA
"72","2019-12-16 16:34:57-03","NYBG","NYBG","02280051","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","crispum","Leucobryum crispum","Müll.Hal.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3187","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280051",NA,NA,NA,NA,NA
"73","2019-12-16 16:34:57-03","NYBG","NYBG","02280067","PreservedSpecimen","Plantae","Bryophyta",NA,"Leucobryaceae","Leucobryum","giganteum","Leucobryum giganteum",NA,NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0447","-20.0419",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3206","South America","-42.0447","-20.0419","1262","1262","packeted","NY02280067",NA,NA,NA,NA,NA
"74","2019-12-16 16:32:45-03","NYBG","NYBG","02280044","PreservedSpecimen","Plantae","Bryophyta",NA,"Dicranaceae","Leucoloma","serrulatum","Leucoloma serrulatum","Brid.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3180","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280044",NA,NA,NA,NA,NA
"75","2019-12-16 16:34:40-03","NYBG","NYBG","02280021","PreservedSpecimen","Plantae","Bryophyta",NA,"Hypopterygiaceae","Lopidium","concinnum","Lopidium concinnum","(Hook.) Wilson",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Sede da Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0425","-20.0422",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3149","South America","-42.0425","-20.0422","1187","1187","packeted","NY02280021",NA,NA,NA,NA,NA
"76","2019-12-16 16:35:31-03","NYBG","NYBG","02280060","PreservedSpecimen","Plantae","Bryophyta",NA,"Orthotrichaceae","Macromitrium","cirrosum","Macromitrium cirrosum","(Hedw.) Brid.",NA,NA,NA,NA,"P. E. A. S. Câmara","2013","11","17","Brazil","Minas Gerais","Simonésia","Reserva Particuilar de Patrimônio Natural (RPPN) Mata do Sossego","-42.0447","-20.0419",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3197","South America","-42.0447","-20.0419","1262","1262","packeted","NY02280060",NA,NA,NA,NA,NA
