"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"5571","2019-11-13 11:24:08-03","USP","SPF","177549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","Banisteriopsis angustifolia","Fiaschi, P","3114","2006","07","18",NA,"Brasil","Minas Gerais","Itabirito","Estrada de Itabirito para Belo Horizonte, ca. 8.6 km de Itabirito. Campo rupestre.","-43.840972","-20.210194","-43.840972","-20.210194","1215","1215",NA,"Subarbusto ca. 1.5 m alt. Folhas discolores, face abaxial alvo a cinérea. Frutos avermelhados. Amostra de folhas em sílica-gel.","SPF00177549","SPF00177549","angustifolia",NA,"(A.Juss.) B.Gates","Pirani, JR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5572","2019-11-13 11:14:51-03","USP","SPF","121783","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Blepharodon","Blepharodon nitidum","Rapini, A","325","1997","05","27",NA,"Brasil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próximo ao restaurante Caba da Serra.","-43.84","-20.211389","-43.84","-20.211389","1420","1420",NA,"Trepadeira sobre rochas. Frutos verdes.","SPF00121783",NA,"nitidum",NA,"(Vell.) J.F.Macbr.","Rapini, A","1997","08",NA,NA,NA,NA,NA,NA,NA,NA
"5573","2019-11-13 11:18:58-03","USP","SPF","160120","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Davilla","Davilla angustifolia","Lombardi, JA","2762","1999","04","15",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.95","-20.25","-43.95","-20.25",NA,NA,NA,NA,"SPF00160120",NA,"angustifolia",NA,"A.St.-Hil.","Aymard, G","2003","07",NA,NA,NA,NA,NA,NA,NA,NA
"5574","2019-11-13 11:15:36-03","USP","SPF","152779","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Dendropanax","Dendropanax cuneatus","Lombardi, JA","2758","1999","04","15",NA,"Brasil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra.","-43.95","-20.25","-43.95","-20.25",NA,NA,NA,NA,"SPF00152779","SPF00152779","cuneatus",NA,"(DC.) Decne. & Planch.","Fiaschi, P","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5575","2019-11-13 11:14:57-03","USP","SPF","121789","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","Ditassa retusa","Rapini, A","324","1997","05","27",NA,"Brasil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próximo ao restaurante Cabana da Serra.","-43.84","-20.211389","-43.84","-20.211389","1420","1420",NA,"Trepadeira entre rochas e sobre ervas e arbustos. Frutos alvo-esverdeados devido ao indumento, manchas esverdeadas.","SPF00121789",NA,"retusa",NA,"Mart.","Rapini, A","1997","07",NA,NA,NA,NA,NA,NA,NA,NA
"5576","2019-11-13 11:14:57-03","USP","SPF","132918","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","Ditassa retusa","Rapini, A","677","1998","08","17",NA,"Brasil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próximo do restaurante Cabana da Serra.","-43.84","-20.211944","-43.84","-20.211944","1300","1300",NA,"Trepadeira. Frutos verdes.","SPF00132918",NA,"retusa",NA,"Mart.","Rapini, A","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5577","2019-11-13 11:14:43-03","USP","SPF","177266","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","Eryngium juncifolium","Fiaschi, P","3115","2006","07","18",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.840972","-20.210194","-43.840972","-20.210194","1215","1215",NA,NA,"SPF00177266","SPF00177266","juncifolium",NA,"(Urb.) Mathias & Constance","Pirani, JR","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5578","2019-11-13 11:19:34-03","USP","SPF","132938","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum","Rapini, A","678","1998","08","17",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.84","-20.211944","-43.84","-20.211944","1300","1300",NA,NA,"SPF00132938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5579","2020-01-29 10:06:34-03","USP","SPF","137940","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","Euphorbia potentilloides","Oliveira, AV","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito, Km 14 da Rod. BH-Itabirito. Cerrado recentemente queimado.","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Herbáceo.","SPF00137940",NA,"potentilloides",NA,"Boiss.","Silva, OLM","2012","05",NA,NA,NA,NA,NA,NA,NA,NA
"5580","2019-11-13 11:32:43-03","USP","SPF","83276","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lantana","Lantana hypoleuca","Piantino, NA","11684","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,NA,"SPF00083276","SPF00083276","hypoleuca",NA,"Briq.","Silva, TRS","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5581","2019-11-13 11:25:17-03","USP","SPF","133266","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","Lavoisiera alba","Fiaschi, P","10","1998","08","17",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.84","-20.211944","-43.84","-20.211944","1200","1200",NA,NA,"SPF00133266",NA,"alba",NA,"DC.","Pacífico, RB","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5582","2019-11-13 11:32:46-03","USP","SPF","121778","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","Lippia corymbosa","Mello-Silva, R","1387","1997","05","27",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.84","-20.211389","-43.84","-20.211389","1420","1420",NA,NA,"SPF00121778","SPF00121778","corymbosa",NA,"Cham.","Salimena-Pires, FRG","2011","09",NA,NA,NA,NA,NA,NA,NA,NA
"5583","2019-11-13 11:32:46-03","USP","SPF","83277","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","Lippia florida","Piantino, NA","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Herbáceo.","SPF00083277","SPF00083277","florida",NA,"Cham.","Salimena-Pires, FRG","2001","11",NA,NA,NA,NA,NA,NA,NA,NA
"5584","2019-11-13 11:32:50-03","USP","SPF","83268","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","Lippia origanoides","Araujo, GW","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Flor branca.","SPF00083268","SPF00083268","origanoides",NA,"Kunth","Salimena-Pires, FRG","2011","09",NA,NA,NA,NA,NA,NA,NA,NA
"5585","2019-11-13 11:32:50-03","USP","SPF","83282","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","Lippia rotundifolia","Mendes, KVM","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,"Herbáceo.","SPF00083282","SPF00083282","rotundifolia",NA,"Cham.","Salimena-Pires, FRG","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5586","2019-11-13 11:22:41-03","USP","SPF","214351","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","Mimosa debilis","Dutra, VF","622","2008","04","07",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.647917","-20.223111","-43.647917","-20.223111","1143","1143",NA,NA,"SPF00214351",NA,"debilis",NA,"Humb. & Bonpl. ex Willd.","Borges, LM","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5587","2019-11-13 11:22:48-03","USP","SPF","214334","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","Mimosa montis-carasae","Dutra, VF","623","2008","04","17",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.647917","-20.223111","-43.647917","-20.223111","1143","1143",NA,NA,"SPF00214334",NA,"montis-carasae",NA,"Barneby","Dutra, VF","2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"5588","2019-11-13 11:22:52-03","USP","SPF","214337","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","Mimosa sensitiva malitiosa","Dutra, VF","620","2008","04","17",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.665444","-20.224972","-43.665444","-20.224972","1012","1012",NA,NA,"SPF00214337",NA,"sensitiva","malitiosa","(Mart.) Barneby","Borges, LM","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5589","2019-11-13 11:15:13-03","USP","SPF","132917","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","Minaria decussata","Rapini, A","676","1998","08","17",NA,"Brasil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próximo do Restaurante Cabana da Serra.","-43.84","-20.211944","-43.84","-20.211944","1300","1300",NA,"Subarbusto. Flor amarela. Frutos verdes.","SPF00132917",NA,"decussata",NA,"(Mart.) T.U.P.Konno & Rapini","Rapini, A","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5590","2019-11-13 11:27:13-03","USP","SPF","223220","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia splendens","Vieira, S","326","2003","01","11",NA,"Brasil","Minas Gerais","Itabirito","Rod. BR 356, próximo à gruta da santa, a 7 km de Itabirito.","-43.839725","-20.210289","-43.839725","-20.210289","1187","1187",NA,NA,"SPF00223220",NA,"splendens",NA,"(Sw.) DC.","Fernandes, TM","2011","02","26",NA,NA,NA,NA,NA,NA,NA
"5591","2019-11-13 11:15:16-03","USP","SPF","121793","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","Oxypetalum appendiculatum","Rapini, A","326","1997","05","27",NA,"Brasil","Minas Gerais","Itabirito","Rod. dos Inconfidentes (BR 365), km 46, próximo ao restaurante Cabana da Serra.","-43.84","-20.211389","-43.84","-20.211389","1420","1420",NA,"Trepadeira. Flores verde-amareladas, base adaxial vinácea, corona alvo-esverdeada. Estigma vináceo. Frutos verdes.","SPF00121793",NA,"appendiculatum",NA,"Mart.","Rapini, A","1997","07",NA,NA,NA,NA,NA,NA,NA,NA
"5592","2020-03-04 18:51:04-03","USP","SPF","137969","PreservedSpecimen","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","Phyllanthus klotzschianus","Tolentino, LS","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito, Serra de Itabirito. Km 14 da Rod. BH/Itabirito. Campo rupestre.","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Subarbustivo. Flores brancas.","SPF00137969",NA,"klotzschianus",NA,"Müll.Arg.","Tolentino, LS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5593","2019-11-13 11:14:03-03","USP","SPF","121705","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","Ruellia villosa","Mello-Silva, R","1388","1997","05","27",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.84","-20.211389","-43.84","-20.211389","1420","1420",NA,NA,"SPF00121705","SPF00121705","villosa",NA,"(Pohl ex Nees) Lindau","Kameyama, C","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5594","2019-11-13 11:15:41-03","USP","SPF","176373","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","Schefflera lucumoides","Fiaschi, P","3113","2006","07","18",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.840972","-20.210194","-43.840972","-20.210194","1215","1215",NA,NA,"SPF00176373","SPF00176373","lucumoides",NA,"(Decne. & Planch. ex Marchal) Frodin & Fiaschi","Fiaschi, P","2006","07",NA,NA,NA,NA,NA,NA,NA,NA
"5595","2019-11-13 11:32:00-03","USP","SPF","148192","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","Siparuna brasiliensis","Lombardi, JA","2714","1999","04","08",NA,"Brasil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra.","-43.95","-20.25","-43.95","-20.25",NA,NA,NA,NA,"SPF00148192",NA,"brasiliensis",NA,"(Spreng.) A.DC.","Renner, SS","1999","04",NA,NA,NA,NA,NA,NA,NA,NA
"5596","2019-11-13 11:17:34-03","USP","SPF","132928","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","Siphocampylus nitidus","Rapini, A","675","1988","08","17",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.84","-20.211944","-43.84","-20.211944","1300","1300",NA,NA,"SPF00132928","SPF00132928","nitidus",NA,"Pohl","Rapini, A","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5597","2019-11-13 11:32:15-03","USP","SPF","92786","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum lycocarpum","Mendes, KVM","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,NA,"SPF00092786","SPF00092786","lycocarpum",NA,"A.St.-Hil.","Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5598","2019-11-13 11:32:18-03","USP","SPF","92817","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum stenandrum","Santos, MP","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,NA,"SPF00092817","SPF00092817","stenandrum",NA,"Sendtn.","Agra, MF","1996","07",NA,NA,NA,NA,NA,NA,NA,NA
"5599","2019-11-13 11:32:20-03","USP","SPF","92813","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","Solanum subumbellatum","Cherchiglia, MC","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,NA,"SPF00092813","SPF00092813","subumbellatum",NA,"Vell.","Agra, MF","1995","01",NA,NA,NA,NA,NA,NA,NA,NA
"5600","2019-11-13 11:25:56-03","USP","SPF","112235","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","Tibouchina cardinalis","Piantino, NA","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8","-20.233333","-43.8","-20.233333","1300","1350",NA,NA,"SPF00112235",NA,"cardinalis",NA,"Cogn.","Freitas-Oliveira, AL","2010","01",NA,NA,NA,NA,NA,NA,NA,NA
"5601","2019-11-13 11:32:36-03","USP","SPF","228794","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia caruncularis","Pivari, MO","2697","2015","10","07",NA,"Brasil","Minas Gerais","Itabirito","RPPN Capivari II.","-44.0875","-20.256111","-44.0875","-20.256111",NA,NA,NA,NA,"SPF00228794",NA,"caruncularis",NA,"Mart. ex Seub.","Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5602","2019-11-13 11:32:36-03","USP","SPF","228757","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia compacta","Pivari, MO","2632","2015","10","07",NA,"Brasil","Minas Gerais","Itabirito","RPPN Capivari II.","-44.0875","-20.256111","-44.0875","-20.256111",NA,NA,NA,NA,"SPF00228757",NA,"compacta",NA,"Mart. ex Schult. & Schult.f.","Mello-Silva, R","2017","05",NA,NA,NA,NA,NA,NA,NA,NA
"5603","2019-11-13 11:32:36-03","USP","SPF","228793","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","Vellozia echinata","Pivari, MO","2714","2015","10","09",NA,"Brasil","Minas Gerais","Itabirito","RPPN Capivari II.","-44.093889","-20.260278","-44.093889","-20.260278",NA,NA,NA,NA,"SPF00228793",NA,"echinata",NA,"Goethart & Henrard","Mello-Silva, R","2017","05",NA,NA,NA,NA,NA,NA,NA,NA
"5604","2019-11-13 11:31:13-03","USP","SPF","84575","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Zanthoxylum","Zanthoxylum rhoifolium","Araujo, GW","s.n.","1987","11","14",NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito, Serra de Itabirito. Km 14 da rodovia BH-Itabirito.","-43.8","-20.233333","-43.8","-20.233333","1300","1300",NA,"Árvore. Flor branca.","SPF00084575",NA,"rhoifolium",NA,"Lam.","Araujo, GW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5605","2019-11-13 11:28:56-03","USP","SPF","186793","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","Panicum subulatum","Krieger, L","CESJ9676","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00186793","SPF00186793","subulatum",NA,"Spreng.","Pereira, RM","1976","07",NA,"20553","auto",NA,NA,NA,NA,NA
"5606","2019-11-13 11:26:05-03","USP","SPF","144506","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Cabralea","Cabralea canjerana polytricha","Krieger, L","s.n.","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00144506",NA,"canjerana","polytricha","(A.Juss.) T.D.Penn.","Pirani, JR","2001",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5607","2019-11-13 11:25:22-03","USP","SPF","134055","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","Leandra aurea","Teixeira, WA","s.n.","1994","10","24",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00134055",NA,"aurea",NA,"(Cham.) Cogn.","Chiavegatto, B","2004","12",NA,"20553","auto",NA,NA,NA,NA,NA
"5608","2019-11-13 11:27:33-03","USP","SPF","132673","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","Ouratea floribunda","Souza, JP","193","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00132673",NA,"floribunda",NA,"(A.St.-Hil.) Engl.","Souza, VC; Souza, JP","1995","11",NA,"20553","auto",NA,NA,NA,NA,NA
"5609","2019-11-13 11:25:22-03","USP","SPF","134047","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","Leandra cancellata","Teixeira, WA","s.n.","1994","01","11",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00134047",NA,"cancellata",NA,"Cogn.","Reginato, M","2011",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5610","2019-11-13 11:27:10-03","USP","SPF","160336","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia retorta","Souza, JP","182","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00160336",NA,"retorta",NA,"Cambess.","Sobral, M; Mazine, FF","2003","02",NA,"20553","auto",NA,NA,NA,NA,NA
"5611","2019-11-13 11:26:05-03","USP","SPF","159967","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Cabralea","Cabralea canjerana polytricha","Krieger, L","s.n.","1971","06","10",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00159967",NA,"canjerana","polytricha","(A.Juss.) T.D.Penn.","Pirani, JR","2003",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5612","2019-11-13 11:25:17-03","USP","SPF","173509","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Comolia","Comolia sessilis","Souza, JP","206","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00173509",NA,"sessilis",NA,"Triana","Seco, RC","2004","10",NA,"20553","auto",NA,NA,NA,NA,NA
"5613","2019-11-13 11:27:13-03","USP","SPF","132667","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","Myrcia splendens","Souza, JP","246","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00132667",NA,"splendens",NA,"(Sw.) DC.","Santos, MF","2014",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5614","2019-11-13 11:27:33-03","USP","SPF","185212","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","Ouratea semiserrata","Krieger, L","CESJ10653","1971","06","10",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00185212",NA,"semiserrata",NA,"(Mart. & Nees) Engl.","Yamamoto, K",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5615","2019-11-13 11:19:39-03","USP","SPF","186365","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum suberosum","Krieger, L","9663","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00186365",NA,"suberosum",NA,"A.St.-Hil.","Krieger, L",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5616","2019-11-14 14:50:58-03","USP","SPF","228065","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","Mimosa pogocephala","Krieger, L","CESJ9683","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00228065","SPF00228065","pogocephala",NA,"Benth.","Borges, LM","2010",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5617","2019-11-13 11:25:12-03","USP","SPF","130308","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","Cambessedesia fasciculata","Teixeira, WA","s.n.","1994","01","22",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00130308",NA,"fasciculata",NA,"(Spreng.) Fidanza & A.B.Martins","Rodrigues, KF","2011","01",NA,"20553","auto",NA,NA,NA,NA,NA
"5618","2019-11-13 11:15:34-03","USP","SPF","148986","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","Ilex subcordata","Groppo, M","696","2001","03","28",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00148986","SPF00148986","subcordata",NA,"Reissek","Groppo, M","2001",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5619","2019-11-13 11:33:11-03","USP","SPF","130818","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","Vochysia thyrsoidea","Souza, JP","195","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00130818",NA,"thyrsoidea",NA,"Pohl","Barbosa, AR","1998","05",NA,"20553","auto",NA,NA,NA,NA,NA
"5620","2019-11-13 11:31:38-03","USP","SPF","150826","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","Serjania gracilis","Krieger, L","CESJ10677","1971","06","10",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00150826",NA,"gracilis",NA,"Radlk.","Somner, GV","1994",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5621","2019-11-13 11:15:41-03","USP","SPF","145238","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","Schefflera lucumoides","Krieger, L","s.n.","1970","12","12",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"Arbusto, flores, botões e frutos novos.","SPF00145238","SPF00145238","lucumoides",NA,"(Decne. & Planch. ex Marchal) Frodin & Fiaschi","Fiaschi, P","2002",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"5622","2019-11-13 11:21:54-03","USP","SPF","199530","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","Chamaecrista desvauxii","Krieger, L","CESJ9664","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00199530",NA,"desvauxii",NA,"(Collad.) Killip","Hervencio, P","1997","08",NA,"20553","auto",NA,NA,NA,NA,NA
"5623","2019-11-13 11:27:24-03","USP","SPF","160343","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","Siphoneugena densiflora","Souza, JP","203","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00160343",NA,"densiflora",NA,"O.Berg","Faria, JEQ","2012","10",NA,"20553","auto",NA,NA,NA,NA,NA
"5624","2019-11-13 11:31:22-03","USP","SPF","159999","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Phoradendron","Phoradendron coriaceum","Krieger, L","CESJ10643","1971","06","10",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00159999",NA,"coriaceum",NA,"Mart. ex Eichler","Lemonge, MC","1980","02","04","20553","auto",NA,NA,NA,NA,NA
"5625","2019-11-13 11:20:08-03","USP","SPF","164101","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Calolisianthus","Calolisianthus pedunculatus","Krieger, L","9670","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00164101",NA,"pedunculatus",NA,"(Cham. & Schltdl.) Gilg","Calió, MF","2009","10",NA,"20553","auto",NA,NA,NA,NA,NA
"5626","2019-11-13 11:20:21-03","USP","SPF","150617","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","Sinningia rupicola","Krieger, L","9758","1970","12","19",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00150617","SPF00150617","rupicola",NA,"(Mart.) Wiehler","Chautems, A","1986","05",NA,"20553","auto",NA,NA,NA,NA,NA
"5627","2019-11-13 11:27:24-03","USP","SPF","109139","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Siphoneugena","Siphoneugena densiflora","Souza, JP","203","1995","10","14",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"SPF00109139",NA,"densiflora",NA,"O.Berg","Faria, JEQ","2012","10",NA,"20553","auto",NA,NA,NA,NA,NA
