"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount"
"1","2019-12-16 19:15:17-03","NYBG","NYBG","921477","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Pecluma","Pecluma","L. Emygdio de Mello Filho","3225","1972","03","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8014","-20.2533","-43.8014","-20.2533","1500","1500","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00921477","NY00921477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:34:53-03","NYBG","NYBG","00956905","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","Peperomia decora pilosa","L. Emygdio de Mello Filho","3232","1972","07","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533","1500","1500","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00956905","NY00956905","decora","pilosa","Yunck.","R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 17:53:46-03","NYBG","NYBG","00918224","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Phoebe","Phoebe tetragona","J. M. Pires","57929","1964","06","18","South America","Brazil","Minas Gerais","Itabirito","40 km SE de Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00918224","NY00918224","tetragona",NA,NA,"H. H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 19:15:36-03","NYBG","NYBG","921450","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Polypodium","Polypodium hirsutissimum","L. Emygdio de Mello Filho","3217","1972","07","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8014","-20.2533","-43.8014","-20.2533","1600","1600","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00921450","NY00921450","hirsutissimum",NA,"Raddi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:40:29-03","NYBG","NYBG","00938358","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora consanguinea","W. A. Teixeira","23290","1994","01","04","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na Serra dos Inconfidentes em local periodicamente encharcado, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938358","NY00938358","consanguinea",NA,"(Kunth) Boeckeler","A. C. Araújo","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:40:29-03","NYBG","NYBG","00938375","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora consanguinea","J. P. Souza","257","1995","10","14","South America","Brazil","Minas Gerais","Itabirito","ca. 7 km da cidade em direção a Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938375","NY00938375","consanguinea",NA,"(Kunth) Boeckeler","W. W. Thomas","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:40:45-03","NYBG","NYBG","00938680","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora exaltata","W. A. Teixeira","25070","1994","06","10","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada na Serra dos Inconfidentes, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938680","NY00938680","exaltata",NA,"Kunth","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:40:46-03","NYBG","NYBG","00938777","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora globosa","W. A. Teixeira","24073","1994","05","07","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada em locais mais úmidos entre afloramentos de quartzito, M.B.R. Inflorescências amarelo - palha.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927985 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938777","NY00938777","globosa",NA,"(Kunth) Roem. & Schult.","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 18:40:46-03","NYBG","NYBG","00938805","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora globosa","L. O. Williams","7384","1945","06","21","South America","Brazil","Minas Gerais","Itabirito","Pico da Cata Branca.","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938805","NY00938805","globosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 18:41:02-03","NYBG","NYBG","00938922","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora patuligluma","P. L. Krieger","9686","1970","12","19","South America","Brazil","Minas Gerais","Itabirito",NA,"-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938922","NY00938922","patuligluma",NA,"Lindm.","P. J. Silva Filho","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 18:41:03-03","NYBG","NYBG","00938958","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora recurvata","P. L. Krieger","10661","1971","06","10","South America","Brazil","Minas Gerais","Itabirito",NA,"-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00938958","NY00938958","recurvata",NA,"(Nees) Steud.","W. W. Thomas","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:41:04-03","NYBG","NYBG","00939109","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora rugosa","W. A. Teixeira","23961","1994","02","26","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada em ravina mais úmida, entre afloramentos de quartzito, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939109","NY00939109","rugosa",NA,"(Vahl) Gale","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 18:41:04-03","NYBG","NYBG","00939124","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora setigera","J. P. Souza","258","1995","10","14","South America","Brazil","Minas Gerais","Itabirito","ca. 7 km da cidade em direção a Belo Horizonte.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939124","NY00939124","setigera",NA,"(Kunth) Boeckeler","W. W. Thomas","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 18:41:18-03","NYBG","NYBG","00939130","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","Rhynchospora setigera","W. A. Teixeira","25072","1994","05","26","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada em solo arenoso entre afloramentos de quartzito, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939130","NY00939130","setigera",NA,"(Kunth) Boeckeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 19:14:40-03","NYBG","NYBG","908714","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Rumohra","Rumohra adiantiformis","L. Emygdio de Mello Filho","3233","1972","07","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8014","-20.2533","-43.8014","-20.2533","1500","1500","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908714","NY00908714","adiantiformis",NA,"(G.Forst.) Ching","M. A. Sundue","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 18:41:20-03","NYBG","NYBG","00939649","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","Scleria atroglumis","W. A. Teixeira","23953","1993","09","17","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada em região de transição da canga na Serra dos Inconfidentes, M. B. R.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00939649","NY00939649","atroglumis",NA,"D.A.Simpson","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:04:54-03","NYBG","NYBG","1065033","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Sebastiania","Sebastiania glandulosa","E. Pereira","7275","1963","03","21","South America","Brazil","Minas Gerais","Itabirito",NA,"-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01065033","NY01065033","glandulosa",NA,"Pax","A. S. de Oliveira","1978","08","18",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 17:29:28-03","NYBG","NYBG","00980945","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","Senna pendula","W. A. Teixeira","s.n.","1994","04","25","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito, MBR; próxima ao viveiro de produçao de mudas","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980945","NY00980945","pendula",NA,"(Willd.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 17:29:45-03","NYBG","NYBG","00980827","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","Senna reniformis","W. A. Teixeira","s.n.","1994","05","11","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito. MBR, Serra dos Inconfidentes","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980827","NY00980827","reniformis",NA,"(G.Don) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:30:01-03","NYBG","NYBG","00980230","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","Senna rugosa","W. A. Teixeira","s.n.","1994","03","03","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980230","NY00980230","rugosa",NA,"(G.Don) H.S.Irwin & Barneby","R. C. Barneby","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 19:04:41-03","NYBG","NYBG","00700522","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","Solanum leptostachys","G. G. Hatschbach","49837","1985","09","18","South America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=836237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00700522","NY00700522","leptostachys",NA,"Dunal","M. H. Nee","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 17:28:54-03","NYBG","NYBG","1746005","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","Senna macranthera macranthera","W. A. Teixeira","s.n.","1995","02","01","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. Coletada próxima ao viveiro de produçäo de mudas","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01746005","NY01746005","macranthera","macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,"20553","auto",NA,NA,NA,NA,NA
"23","2019-12-16 16:48:50-03","NYBG","NYBG","00855465","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","Baccharis platypoda","L. O. Williams","7362","1945","06","21","South America","Brazil","Minas Gerais","Itabirito","Pico de Cata Branca.","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00855465","NY00855465","platypoda",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 16:48:51-03","NYBG","NYBG","00846935","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","Baccharis serrulata","G. F. J. Pabst","7081","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","Km. 406 da BR-3, entre Viaduto das Almas e Belo Horizonte, Solo de minério de ferro.","-43.8014","-20.2533","-43.8014","-20.2533","1200","1200","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00846935","NY00846935","serrulata",NA,NA,"G. Heiden","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 18:06:02-03","NYBG","NYBG","00858391","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis angustifolia","W. A. Teixeira","24088","1994","02","08","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, coletada em afloramento de quartzito, MBR.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955661 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00858391","NY00858391","angustifolia",NA,"(A.Juss.) B.Gates","M. C. H. Mamede","1996","03","15",NA,NA,NA,NA,NA,NA,NA
"26","2019-12-16 18:06:02-03","NYBG","NYBG","1198402","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis angustifolia","P. Fiaschi","3114","2006","07","18","South America","Brazil","Minas Gerais","Itabirito","Estrada de Itabirito para Belo Horizonte, ca. 8,5 Lm de Itabirito.","-43.84097","-20.21019","-43.84097","-20.21019","1215","1215","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1309245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01198402","NY01198402","angustifolia",NA,"(A.Juss.) B.Gates","W. R. Anderson","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 18:38:16-03","NYBG","NYBG","00916597","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","Bulbostylis capillaris","W. A. Teixeira","25075","1994","05","26","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991287 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00916597","NY00916597","capillaris",NA,"(L.) C.B.Clarke","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-16 18:38:16-03","NYBG","NYBG","00916598","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","Bulbostylis capillaris","W. A. Teixeira","25074","1994","05","26","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00916598","NY00916598","capillaris",NA,"(L.) C.B.Clarke","W. W. Thomas","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 18:38:17-03","NYBG","NYBG","00916691","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","Bulbostylis junciformis","P. L. Krieger","9719","1970","12","19","South America","Brazil","Minas Gerais","Itabirito",NA,"-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00916691","NY00916691","junciformis",NA,"(Kunth) C.B.Clarke","A. P. do N. Prata","2003","09",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 18:07:10-03","NYBG","NYBG","00926497","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima verbascifolia","W. A. Teixeira","24096","1996","03","15","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito.","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003926 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00926497","NY00926497","verbascifolia",NA,NA,"M. C. H. Mamede","1996","03","15",NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 18:28:37-03","NYBG","NYBG","00980688","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes","L. O. Williams","7388","1945","06","21","South America","Brazil","Minas Gerais","Itabirito","Pico de Cata Branca","-43.8014","-20.2533","-43.8014","-20.2533","1300","1300","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980688","NY00980688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-16 17:16:43-03","NYBG","NYBG","00958582","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista cathartica","W. A. Teixeira","s.n.","1993","07","23","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito, MBR, bases do Morro do Galinheiro, Serra dos Inconfidentes","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958582","NY00958582","cathartica",NA,"(Mart.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 17:16:43-03","NYBG","NYBG","00958583","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista cathartica","W. A. Teixeira","s.n.","1994","05","31","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito, MBR; próxima ao viveiro de produçao de mudas","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958583","NY00958583","cathartica",NA,"(Mart.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 17:16:43-03","NYBG","NYBG","00958584","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista cathartica","W. A. Teixeira","s.n.","1993","09","13","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito, MBR","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958584","NY00958584","cathartica",NA,"(Mart.) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 17:16:43-03","NYBG","NYBG","00958545","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista cathartica cathartica","G. F. J. Pabst","7080","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","km 406 da BR-3","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958545","NY00958545","cathartica","cathartica","(Mart.) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 17:16:43-03","NYBG","NYBG","00958546","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista cathartica cathartica","G. F. J. Pabst","7080","1962","10","11","South America","Brazil","Minas Gerais","Itabirito","km 406 da BR-3","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958546",NA,"cathartica","cathartica","(Mart.) H.S.Irwin & Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 17:16:44-03","NYBG","NYBG","00959793","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista ciliolata pulchella","G. G. Hatschbach","49830","1985","09","18","South America","Brazil","Minas Gerais","Itabirito","Serra da Moeda","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00959793","NY00959793","ciliolata","pulchella","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 17:16:44-03","NYBG","NYBG","00959794","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista ciliolata pulchella","W. A. Teixeira","s.n.","1994","07","06","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito. MBR, em área minerada da Serra dos Inconfidentes","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032629 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00959794",NA,"ciliolata","pulchella","(H.S.Irwin & Barneby) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 17:17:02-03","NYBG","NYBG","00935551","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista desvauxii malacophylla","W. A. Teixeira","s.n.","1995","01","21","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00935551","NY00935551","desvauxii","malacophylla","(Vogel) H.S.Irwin & Barneby","B. Baker","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 17:17:54-03","NYBG","NYBG","471606","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista nictitans pilosa","W. A. Teixeira","s.n.","1995","02","07","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito - MG","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582997 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00471606","NY00471606","nictitans","pilosa","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 17:17:54-03","NYBG","NYBG","00978942","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","Chamaecrista ochnacea ochnacea","W. A. Teixeira","s.n.","1994","05","24","South America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito, Itabirito","-43.8014","-20.2533","-43.8014","-20.2533",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00978942","NY00978942","ochnacea","ochnacea","(Vogel) H.S.Irwin & Barneby","R. C. Barneby","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
