"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"635","2019-10-07 09:12:24-03","UEFS","HUEFS","113420","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","DC.","M.N.S.Stapf","2006","12","Tameirão Neto, E.","2001","08","Brasil","Minas Gerais","Governador Valadares","UHE - Baguari, Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","3364","17",NA,NA,NA,NA,"HUEFS0113420",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"636","2019-01-25 15:38:26-02","IAC","IAC","49407","S","Plantae",NA,NA,"Arecaceae","Bactris",NA,"Bactris",NA,"L.C. Bernacci & R. Tsuji","2008","02","L.C. Bernacci & R. Tsuji","2008","02","Brasil","Minas Gerais","Governador Valadares","Beira da rodovia para Ipatinga","-42.131944","-19.006389",NA,NA,"Coordenadas: W42°07`55, S19°00`23",NA,"4448","25",NA,"-42.131944","-19.006389",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA
"637","2018-12-03 11:36:28-02","CEPLAC","CEPEC","43041","S","Plantae",NA,NA,"Tiliaceae","Luehea","divaricata","Luehea divaricata",NA,"A. M. S. da F. Vaz",NA,NA,"P. F. M. Vailant","1981","03","Brasil","Minas Gerais","GOVERNADOR VALADARES","25Km a leste da cidade.","-41.75","-18.833333",NA,NA,"<ll>dwc_commonname:</ll> Acoita-cavalo",NA,"128","11",NA,"41W45'","18S50'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1982"
"638","2018-12-03 11:15:38-02","CEPLAC","CEPEC","77443","S","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera",NA,"C. T. Rizzini",NA,NA,"C. T. Rizzini","1981","04","Brasil","Minas Gerais","GOVERNADOR VALADARES","margem da estrada.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","1128","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1979"
"639","2018-12-03 11:25:49-02","CEPLAC","CEPEC","119148","S","Plantae",NA,NA,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla",NA,"R. M. de Castro",NA,NA,"R. M. de Castro","2004","02","Brasil","Minas Gerais","GOVERNADOR VALADARES","Sem informação.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","917","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2004"
"640","2019-12-20 18:46:38-03","UFSJ","HUFSJ","1468","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,NA,"Tameirão Neto, E","2011","10","Brasil","Minas Gerais","Governador Valadares","UHE - Baguari, Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Floresta semidecidual, arbóreo, ilha da fazenda Bonaparte.","auto","3374","22",NA,NA,NA,NA,"HUFSJ001468",NA,NA,NA,NA,NA,NA,NA,NA
"641","2019-12-13 15:20:50-03","USP","SPFW","4144","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Vataireopsis","araroba","Vataireopsis araroba","(Aguiar) Ducke","Instituto de Pesquisas Tecnológicas",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2019-12-13 15:20:50-03","USP","SPFW","310","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Torresea","cearensis","Torresea cearensis","Allemão",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-12-13 15:20:41-03","USP","SPFW","1349","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana",NA,"Cariniana",NA,"Instituto de Pesquisas Tecnológicas",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2019-12-13 15:20:41-03","USP","SPFW","1756","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana",NA,"Cariniana",NA,"Instituto de Pesquisas Tecnológicas",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Governador Valadares","Vale do Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2019-11-07 11:19:31-03","UFMG","BHCB-SL","51719","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.","Brade, AC","1948",NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-42.5929","-19.419753",NA,NA,"Herbáceo",NA,"909","26","América","-42.5929","-19.419753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2019-11-07 11:20:13-03","UFMG","BHCB-SL","74398","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Brade, AC","1948",NA,"Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-42.5929","-19.419753",NA,NA,"Herbáceo",NA,"821","26","América","-42.5929","-19.419753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2019-11-07 11:14:02-03","UFMG","BHCB-SL","51765","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","abscissum","Asplenium abscissum","Willd.",NA,NA,NA,"Oliveira, JE",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","s.n.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2019-11-07 11:19:28-03","UFMG","BHCB-SL","51637","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","macrophyllum","Adiantum macrophyllum","Sw.",NA,NA,NA,"Oliveira, JE de",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","65",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2019-11-07 11:16:07-03","UFMG","BHCB-SL","69295","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","falciculata","Ctenitis falciculata","(Raddi) Ching","Salino, A","2004","01","Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","825","26","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2019-11-07 11:14:03-03","UFMG","BHCB-SL","74384","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","balansae","Asplenium balansae","(Baker) Sylvestre","Salino, A","2003","07","Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","864","27","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2019-11-07 11:19:28-03","UFMG","BHCB-SL","51637","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","macrophyllum","Adiantum macrophyllum","Sw.","Brade, AC","1948",NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Herbaceae","auto","1080","21","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2019-11-07 11:20:13-03","UFMG","BHCB-SL","41823","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.",NA,NA,NA,"Oliveira, JE de","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea.","auto","1078","21","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2019-11-07 11:15:22-03","UFMG","BHCB-SL","51765","PreservedSpecimen","Plantae",NA,NA,"Athyriaceae","Diplazium","cristatum","Diplazium cristatum","(Desr.) Alston","Salino, A","2001","07","Oliveira, JE","1942","08","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Herbácea em brejo.","auto","5400","21","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2020-03-04 20:43:46-03","UFMG","BHCB-SL","64526","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Goniopteris","lugubris","Goniopteris lugubris","(Mett.) R.M.Tryon & A.F.Tryon","Salino, A","2001","09","Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","825","26","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2019-11-07 11:20:34-03","UFMG","BHCB-SL","45236","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Heringer, G","2010","01","Magalhães, GM","1941",NA,"Brasil","Minas Gerais","Governador Valadares","Fazenda de Altino Soares. Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,NA,"auto","898",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2019-11-07 11:13:58-03","UFMG","BHCB-SL","45232","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tenera","Anemia tenera","Pohl","Mynssen, CM; Jascone, CE","2005","06","Magalhães, GM","1941","11","Brasil","Minas Gerais","Governador Valadares","Serra da Ibituruna.","-41.9494018554688","-18.8511009216309","50833",NA,"herbácea","auto","897","29","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2019-10-16 14:13:01-03","UEL","FUEL","35474","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Nectandra","membranacea","Nectandra membranacea","(Sw.) Griseb.",NA,NA,NA,"Tameirão Neto, E","2001","10","Brasil","Minas Gerais","Governador Valadares","UHE- Baguari, Rio Doce","-41.9494018554688","-18.8511009216309","50833",NA,"Arbóreo;; ilha da Fazenda Bonaparte; Floresta Semidecidual.","auto","3368","22",NA,NA,NA,NA,"FUEL004532",NA,NA,NA,NA,NA,NA,NA,NA
"658","2016-09-19 15:45:17-03","UnB","UB","133302","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Senefeldera","multiflora","Senefeldera multiflora","Mart.",NA,NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 20m.; Mata","auto","817","24","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2016-09-19 15:35:53-03","UnB","UB","146986","S","Plantae","Dicotyledoneae",NA,"Acanthaceae","Schaueria","calichotricha","Schaueria calichotricha","(Link & Otto) Nees","Incógnito",NA,NA,"Mendes, M",NA,NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Subarbusto 0,80cm, flores amarelas.; Mata.","auto","2527",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2016-09-19 16:18:25-03","UnB","UB","176973","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Roem. & Schult.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 8m. Flor alva.; Mata","auto","833","26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2016-09-19 16:03:51-03","UnB","UB","129266","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Rhynchosia","phaseoloides","Rhynchosia phaseoloides","DC.","Grear, JW","1976",NA,"Heringer, EP","1955","08","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Mata","auto","3999","12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2016-09-19 16:07:48-03","UnB","UB","151261","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Heteropterys","nervosa","Heteropterys nervosa","A. Juss.","Pessoa, C","2015","01","Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Base da Serra da Ibituruna","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 3,00 ramos pendulos., flor amarela; Capoeira - Margem do rio Doce","auto","891","29","Southern America",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA
"663","2017-04-20 17:54:04-03","UnB","UB","203147","S","Plantae","Monocotyledonae",NA,"Poaceae","Paspalum","densum","Paspalum densum","Poir.","Oliveira, RC","1999",NA,"Davidse, G; et al.","1976","03","Brasil","Minas Gerais","Governador Valadares","Ca. 10 km of the Rio Doce at Governador Valadares","-41.9494018554688","-18.8511009216309","50833",NA,"Forming tussocks; Typha marsh","auto","11458","28","Southern America",NA,NA,NA,"UB0030494","UB0030494",NA,NA,NA,"200","200",NA,NA
"664","2016-09-19 16:04:38-03","UnB","UB","128495","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Swartzia","myrtifolia","Swartzia myrtifolia elegans","(Schott) Cowan","Cowan, RS","1973",NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Flor amarela.; Árvore 8m.; Mata","auto","819","24","Southern America",NA,NA,NA,NA,NA,NA,"elegans",NA,NA,NA,NA,NA
"665","2017-10-03 16:58:34-03","UnB","UB","133323","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Tragia","sellowiana","Tragia sellowiana","(Baill.) Müll.Arg.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Trepadeira.","auto","899","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2016-09-19 16:03:51-03","UnB","UB","129263","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Rhynchosia","minima","Rhynchosia minima minima","DC.","Grear, JW","1976",NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes","-41.9494018554688","-18.8511009216309","50833",NA,"Trepadeira.; Capoeira","auto","801","24","Southern America",NA,NA,NA,NA,NA,NA,"minima",NA,NA,NA,NA,NA
"667","2016-09-19 16:21:28-03","UnB","UB","158192","S","Plantae","Dicotyledoneae",NA,"Verbenaceae","Lantana","brasiliensis","Lantana brasiliensis","Link","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 3m. Flor alva.; Mata.","auto","905","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2016-09-19 15:48:14-03","UnB","UB","142150","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Machaerium","nigrum","Machaerium nigrum","Vogel","Barreto, M",NA,NA,"Magalhães, M","1942","10","Brasil","Minas Gerais","Governador Valadares","Lagoa do Palmital","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 5m.; Mata","auto","2248","29","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2017-03-27 17:47:36-03","UnB","UB","140480","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Piptadenia",NA,"Piptadenia",NA,NA,NA,NA,"Magalhães, M","1942","10","Brasil","Minas Gerais","Governador Valadares","Lagoa do Palmital","-41.9494018554688","-18.8511009216309","50833",NA,"Flor amarelada.; Mata","auto","43802","29","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2016-09-19 16:16:32-03","UnB","UB","157302","S","Plantae","Dicotyledoneae",NA,"Polygonaceae","Rumex","brasiliensis","Rumex brasiliensis","Link",NA,NA,NA,"Magalhães, M","1943","09","Brasil","Minas Gerais","Governador Valadares","São Raimundo","-41.9494018554688","-18.8511009216309","50833",NA,"Eva 0,5m. Flor amarelada.; Várzea alagada","auto","4521","05","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2017-03-27 17:48:38-03","UnB","UB","151428","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae",NA,NA,NA,NA,NA,NA,NA,"Parada, MM; Arruda, MLR","1972","11","Brasil","Minas Gerais","Governador Valadares","Estação Experimental de Governador Valadares.","-41.9494018554688","-18.8511009216309","50833",NA,"Flores em cachos. Encontrada em posto de Colonião, gordura e em Capoeira. Planta suspeita de tóxica.; Arbustiva 1,5m. Flor amarela","auto","6","13","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2016-09-19 16:19:09-03","UnB","UB","165195","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.","Silva, IM","1989","07","Magalhães, M","1942","10","Brasil","Minas Gerais","Governador Valadares","20km O da cidade. Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 1-3m; Mata.","auto","2647",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"673","2016-09-19 15:35:35-03","UnB","UB","146853","S","Plantae","Dicotyledoneae",NA,"Acanthaceae","Amphiscopia","brasiliensis","Amphiscopia brasiliensis","(Vell.) Rizzini","Rizzini",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Floresta seculares e secundárias da região, nas clareiras e órlas.","-41.9494018554688","-18.8511009216309","50833",NA,"Erva bracteas alvas","auto","839","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2016-09-19 16:21:42-03","UnB","UB","14034","S","Plantae","Dicotyledoneae",NA,"Violaceae","Anchietea","salutaris","Anchietea salutaris","A.St.-Hil. & Benth.","Barreto, HLM",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes","-41.9494018554688","-18.8511009216309","50833",NA,".","auto","808","24","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2016-09-19 16:19:09-03","UnB","UB","165211","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C. Mikan","Pirani, JR","2009","11","Magalhães, M","1942",NA,"Brasil","Minas Gerais","Governador Valadares","20km O da cidade. Rio Doce.","-41.9494018554688","-18.8511009216309","50833",NA,"Arbusto 1-2m; Mata.","auto","2634",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2017-10-03 16:58:21-03","UnB","UB","150611","S","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Croton","exuberans","Croton exuberans","Müll.Arg.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de Sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 4m, flores alvas. Muito frequênte.; Mata.","auto","904","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2016-09-19 16:19:10-03","UnB","UB","165238","S","Plantae","Dicotyledoneae",NA,"Rutaceae","Erythrochiton","brasiliensis","Erythrochiton brasiliensis","Nees & C. Mart.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309","50833",NA,"Flor alva. Arbsuto 3m.; Mata.","auto","844","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2016-09-19 16:17:54-03","UnB","UB","176472","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Genipa","americana","Genipa americana","L.","Barreto, M",NA,NA,"Magalhães, M","1941","11","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309","50833",NA,"Árvore 10m. Flor amarela.","auto","869","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
