"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","individualCount","relatedCatalogItem"
"1250","2020-03-10 08:30:02-03","UFV","VIC","041949","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Ormosia","Ormosia arborea","Siqueira, L.C. de; Batista, M.L.","687","2012","04","19",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada para Ervália.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de 9 m de frutos imaturos.","VIC041949","VIC041949","arborea","(Vell.) Harms",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1251","2020-03-10 08:29:31-03","UFV","VIC","041951","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Stryphnodendron","Stryphnodendron","Siqueira, L.C. de; Batista, M.L.","688","2012","04","19",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada para Ervália.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de 7 m, flores vermelho escuro.","VIC041951","VIC041951",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1252","2020-03-10 08:27:55-03","UFV","VIC","041968","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista rotundifolia","Siqueira, L.C. de","825","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de flores amarelo claro. Presença de poucos frutos imaturos.","VIC041968","VIC041968","rotundifolia","(Pers.) Greene",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1253","2020-03-10 08:30:05-03","UFV","VIC","042088","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Zornia","Zornia leptophylla","Siqueira, L.C. de","770","2012","12","15",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de flores amarelas.","VIC042088","VIC042088","leptophylla","(Benth.) Pier",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1254","2020-03-10 08:29:56-03","UFV","VIC","042071","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia frutescens frutescens","Siqueira, L.C. de","802","2013","04","30",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Liana escandente, aproximadamente 4 m, estrada portaria Araponga.","VIC042071","VIC042071","frutescens",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,"frutescens",NA,NA
"1255","2020-03-10 08:29:53-03","UFV","VIC","041952","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cajanus","Cajanus cajan","Siqueira, L.C. de","624","2011","08","17",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto de 1,5 m, pétalas de estrias purpuras.","VIC041952","VIC041952","cajan","(L.) Huth",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1256","2020-03-10 08:29:55-03","UFV","VIC","042068","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia frutescens","Siqueira, L.C. de","822","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Liana escandente aproximadamente. Frutos verdes imaturos.","VIC042068","VIC042068","frutescens","(Vell.) Britton",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1257","2020-03-10 08:29:51-03","UFV","VIC","041958","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Aeschynomene","Aeschynomene falcata","Siqueira, L.C. de","774","2012","12","15",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácxe a de flores amarelo escuro, presença de frutos. Coletada em barranco na estrada.","VIC041958","VIC041958","falcata","(Poir.) DC.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1258","2020-03-10 08:30:03-03","UFV","VIC","042091","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Stylosanthes","Stylosanthes guianensis","Siqueira, L.C. de","827","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea 10 cm, flores amarelas.","VIC042091","VIC042091","guianensis","(Aubl.) Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1259","2020-03-10 08:27:55-03","UFV","VIC","041970","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans","Siqueira, L.C. de","846","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de 50 cm. Flores amareas. Presença de frutos desenvolvidos. Pico de frutificação.","VIC041970","VIC041970","nictitans","(L.) Moench",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1260","2020-03-10 08:29:55-03","UFV","VIC","042061","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia foliolosa","Siqueira, L.C. de","818","2013","05","02",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada Portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Frutos imaturos avermelhados.","VIC042061","VIC042061","foliolosa","Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1261","2020-03-10 08:29:55-03","UFV","VIC","042063","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia foliolosa","Siqueira, L.C. de","815","2013","05","02",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada Portaria Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 2,5 m.","VIC042063","VIC042063","foliolosa","Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1262","2020-03-10 08:30:05-03","UFV","VIC","042090","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Zornia","Zornia latifolia","Siqueira, L.C. de","668","2012","03","06",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de flores amarelas.","VIC042090","VIC042090","latifolia","Sm.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1263","2020-03-10 08:30:03-03","UFV","VIC","042094","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Stylosanthes","Stylosanthes guianensis","Siqueira, L.C. de","669","2012","03","06",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC042094","VIC042094","guianensis","(Aubl.) Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1264","2020-03-10 08:30:03-03","UFV","VIC","042093","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Stylosanthes","Stylosanthes guianensis","Siqueira, L.C. de","753","2012","10","16",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,NA,"VIC042093","VIC042093","guianensis","(Aubl.) Sw.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1265","2020-03-10 08:30:03-03","UFV","VIC","042084","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Stylosanthes","Stylosanthes","Siqueira, L.C. de","865","2013","07","30",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de flores amarelas,,pico de floração.","VIC042084","VIC042084",NA,NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1266","2020-03-10 08:29:55-03","UFV","VIC","042070","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","Dalbergia frutescens","Siqueira, L.C. de","855","2013","07","22",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Sem folhas. Frutos verdes quase secos.","VIC042070","VIC042070","frutescens","(Vell.) Britton",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1267","2020-03-10 08:29:55-03","UFV","VIC","041940","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","Crotalaria breviflora","Siqueira, L.C. de; Silva, A.A.","631","2012","02","14",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto, presença de fruto e flores amarelas.","VIC041940","VIC041940","breviflora","DC.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1268","2020-03-10 08:29:55-03","UFV","VIC","041939","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Crotalaria","Crotalaria breviflora","Siqueira, L.C. de; Bessa, J.","600","2011","07","27",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de flores amarelas e presença de frutos.","VIC041939","VIC041939","breviflora","DC.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1269","2020-03-10 08:27:55-03","UFV","VIC","041971","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans","Siqueira, L.C. de","756","2012","10","16",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea 40 cm. Flores amarelas. Presença de frutos verdes avermelhados. Coletada na beira de estrada.","VIC041971","VIC041971","nictitans","(L.) Moench",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1270","2020-03-10 08:27:55-03","UFV","VIC","041969","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans","Siqueira, L.C. de","866","2013","07","30",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de caule avermelhado. Flores amarelas. Pico de floração. Presença de frutos imaturos.","VIC041969","VIC041969","nictitans","(L.) Moench",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1271","2020-03-10 08:29:57-03","UFV","VIC","041919","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Desmodium","Desmodium adscendens","Siqueira, L.C. de; Bessa, J.","605","2011","07","22",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada Portaria Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea. Prostrada inflorescência de cor lilás.","VIC041919","VIC041919","adscendens","(Sw.) DC.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1272","2020-03-10 08:29:57-03","UFV","VIC","041920","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Desmodium","Desmodium adscendens","Siqueira, L.C. de; Bessa, J.","606","2011","07","27",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada Portaria Fervedouro.Na área do Sanitário.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea. Prostrada inflorescência de cor lilás.","VIC041920","VIC041920","adscendens","(Sw.) DC.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1273","2020-03-10 08:29:57-03","UFV","VIC","042085","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Desmodium","Desmodium leiocarpum","Siqueira, L.C. de","752","2012","10","16",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada portaria Fervedouro.Sanitário.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto de 1,5 m, frutos desenvolvidos de cor marrom avermelhado.","VIC042085","VIC042085","leiocarpum","(Spreng.) G. Don",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1274","2020-03-10 08:29:53-03","UFV","VIC","041420","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cleobulia","Cleobulia multiflora","Siqueira, L.C. de","813","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal Araponga em direção a Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira de flores rosa escuro.Inico de periodo de frutificação. Estrada principal , portaria Araponga em direção a Araponga.","VIC041420","VIC041420","multiflora","Mart. ex Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1275","2020-03-10 08:29:30-03","UFV","VIC","041821","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Senegalia","Senegalia tenuifolia","Siqueira, L.C. de; Daloz, J.R.","791","2012","12","18",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal da Fazenda do Brigadeiro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira, escandente de flores de cor creme claro,perfumada. Coleta realizada em cerca perto do Mata Burro.","VIC041821","VIC041821","tenuifolia","(L.) Britton & Rose",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1276","2020-03-10 08:29:26-03","UFV","VIC","041891","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Mimosa","Mimosa velloziana","Siqueira, L.C. de","819","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal da portaria Araponga em direção a cidade de Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepdeira escandente,presença de flores rosas,inicio de periodo de floração,muito botões florais,presença de abelhas.","VIC041891","VIC041891","velloziana","Mart.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1277","2020-03-10 08:30:00-03","UFV","VIC","041901","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Machaerium","Machaerium nyctitans","Siqueira, L.C. de; Daloz, J.R.","847","2013","06","05",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal da portaria em direção a Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 7 m, frutos vermelhos imaturos.","VIC041901","VIC041901","nyctitans","(Vell.) Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1278","2020-03-10 08:29:24-03","UFV","VIC","041895","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Mimosa","Mimosa debilis","Siqueira, L.C. de","810","2013","05","02",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal da postaria Araponga em direção a cidade de Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Erva escandente,antera branca.","VIC041895","VIC041895","debilis","Humb. & Bonpl. ex Willd.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1279","2020-03-10 08:29:22-03","UFV","VIC","041828","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga vulpina","Siqueira, L.C. de; Daloz, J.R.","871","2013","07","31",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a Aportaria da Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 3,5 m, flores rosa. Presença de beija flor.","VIC041828","VIC041828","vulpina","Mart. ex Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1280","2020-03-10 08:29:53-03","UFV","VIC","041827","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Cleobulia","Cleobulia multiflora","Siqueira, L.C. de; Daloz, J.R.","842","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira de flores rosa escuro,inicio de periodo de frutificação.","VIC041827","VIC041827","multiflora","Mart. ex Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1281","2020-03-10 08:28:00-03","UFV","VIC","041826","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna pendula","Siqueira, L.C. de; Souza, R.H. de","711","2012","08","27",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção aportaria da Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Arbusto de 1,5 m, flores amarelas,presença de forutos imaturos verdes.","VIC041826","VIC041826","pendula","(Humb. & Bonpl. ex Willd.) H.S. Irwin & Barneby",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1282","2020-03-10 08:27:58-03","UFV","VIC","041811","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna macranthera","Siqueira, L.C. de","708","2012","08","27",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a portaria da pedra do pato, nas descida do lado esquerdo.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 6 m, frutos imaturos verdes e desenvolvidos marrons.","VIC041811","VIC041811","macranthera","(Collad.) H. S. Irwin & Barneby",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1283","2020-03-10 08:29:26-03","UFV","VIC","041905","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Mimosa","Mimosa velloziana","Siqueira, L.C. de; Souza, R.H. de","705","2012","08","27",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a portaria Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira escandente de frutos verdes imaturos e desenvolvidos de cor marrom avermelhado.","VIC041905","VIC041905","velloziana","Mart.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1284","2020-03-10 08:29:22-03","UFV","VIC","041818","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga vulpina","Siqueira, L.C. de","854","2013","07","22",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal em direção a portaria Pedra do pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 3.5 m, botões florais, em inicio de floração.","VIC041818","VIC041818","vulpina","Mart. ex Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1285","2020-03-10 08:28:00-03","UFV","VIC","041863","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna obtusifolia","Siqueira, L.C. de; Daloz, J.R.","850","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Araponga em direção a Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea,presença de frutos imaturos verdes.","VIC041863","VIC041863","obtusifolia","(L.) H.S. Irwin & Barneby",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1286","2020-03-10 08:29:27-03","UFV","VIC","041860","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","Piptadenia paniculata","Siqueira, L.C. de","851","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Araponga em direção a Araponga. Próximo ao cafezal na cerca.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 9 m. Final de periodo de frutificação. Apenas ramos com frutos secos desenvolvidos.","VIC041860","VIC041860","paniculata","Benth.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1287","2020-03-10 08:29:53-03","UFV","VIC","041906","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Calopogonium","Calopogonium mucunoides","Siqueira, L.C. de","828","2013","05","20",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Arapponga em direção Araponga.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira de flor lilás.","VIC041906","VIC041906","mucunoides","Desv.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1288","2020-03-10 08:27:55-03","UFV","VIC","041888","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans","Siqueira, L.C. de","672","2012","03","06",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Pedra do pato em direção a Fervedouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de frutos verdes imaturos e flores amarelas.","VIC041888","VIC041888","nictitans","(L.) Moench",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1289","2020-03-10 08:27:55-03","UFV","VIC","041889","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Chamaecrista","Chamaecrista nictitans","Siqueira, L.C. de; Araújo Silva, A.","637","2012","02","14",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Pedra do pato em direção a Fervedouro.Porteira da fazenda da Pedra do Pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea de frutos verdes imaturos e flores amarelas.","VIC041889","VIC041889","nictitans","(L.) Moench",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1290","2020-03-10 08:28:00-03","UFV","VIC","041884","PreservedSpecimen","Plantae",NA,NA,"Caesalpinioideae","Senna","Senna obtusifolia","Siqueira, L.C. de","869","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrada principal portaria Pedra do Pato . Pasto perto da porteira. Em direção a casa do fabricio Marcolino.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Herbácea defrutos imaturos verdes, flor amarela,danificada pelo gado. Quando cortada libera odor forte fétido.","VIC041884","VIC041884","obtusifolia","(L.) H.S. Irwin & Barneby",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1291","2020-03-10 08:30:00-03","UFV","VIC","041830","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Lonchocarpus","Lonchocarpus muehlbergiana","Siqueira, L.C. de; Daloz, J.R.","845","2013","06","11",NA,"Brasil","Minas Gerais","Araponga","PESB, Estrda principal portaria Araponga em direção a Araponga, em propriedade particular.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Árvore de cerca de 4 m.","VIC041830","VIC041830","muehlbergiana","Hassler",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1292","2020-03-10 08:29:47-03","UFV","VIC","24053","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogme","Aspidogme","Garcia, F.C.P.; Paula C.C de; Basílio, L.A.","803","1999","12","01",NA,"Brasil","Minas Gerais","Araponga","PESB, Faz. Do Brigadeiro. Campo de Altitude.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Hábito terrestre de região periodicamente alagadas. Corola brancas, coluna amarela. Sépalas brancas com mácula marrom na base. Subosque da mata, próximo a lagoa.","VIC024053","VIC024053",NA,NA,"Vieira, T.L.","2014","06","16385","auto","24",NA,NA,NA,NA,NA,NA
"1293","2020-03-10 08:27:44-03","UFV","VIC","015690","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","Tillandsia tenuifolia","de Paula, C.C.","1096","1996","02","28",NA,"Brasil","Minas Gerais","Araponga","PESB, Fazenda Brigadeiro na Araucária próximo a sede a cerca de 1250 m de altitude.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Epífita de colônias abundantes. inflorescências rosas e flores brancas.,","VIC015690","VIC015690","tenuifolia","L.",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"1294","2020-03-10 08:30:06-03","UFV","VIC","026059","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora mediterranea","Cosenza, B.A.P.","s.n.","2001","05","21",NA,"Brasil","Minas Gerais","Araponga","PESB-Fazenda da neblina","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,NA,"Trepadeira de corola branca, androginóforo lingeiramente rosado.","VIC026059","VIC026059","mediterranea","Vell",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
