"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem"
"1554","2020-03-04 20:43:34-03","UFMG","BHCB-SL","195101","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","Salino, A; Salino, A","2019","Paucar, JOA; Siriani-Oliveira, S; Silva, APRO; Moura, IO","Brasil","Minas Gerais","Itabira","-43.470278","-19.490833",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Epifita; Mata ripária",NA,"198","2019","03","27","América","Serra dos Alves, Cachoeira dos Cristais","-43.470278","-19.490833",NA,"BHCB195101",NA,NA,"947","947","03","27",NA,NA
"1555","2020-03-04 20:43:34-03","UFMG","BHCB-SL","197563","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","Salino, A",NA,"Moreira, VA; Araujo, FF; Marques, GM; Ferreira, VL","Brasil","Minas Gerais","Itabira","-43.468333","-19.492222",NA,NA,"Epífita em forófito vivo.; Floresta estacional semidecidual.",NA,"66","2019","03","27","América","Serra dos Alves, Ipoema. Cachoeira dos Cristais.","-43.468333","-19.492222",NA,"BHCB197563",NA,NA,"993","993",NA,NA,NA,NA
"1556","2020-03-04 20:43:34-03","UFMG","BHCB-SL","195110","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Salino, A; Salino, A","2019","Moura, IO; Paucar, JOA; Siriani-Oliveira, S; Silva, APRO","Brasil","Minas Gerais","Itabira","-43.486111","-19.557222",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Terrícola; Cerrado rupestre",NA,"284","2019","03","28","América","Igreja Morro Redondo, Borda da trilha para acesso a Igreja Morro Redondo","-43.486111","-19.557222",NA,"BHCB195110",NA,NA,"1225","1225","03","28",NA,NA
"1557","2019-12-19 16:20:56-03","UFMG","BHCB-SL","196763","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Salino, A",NA,"Vilas Boas, T; Salim, ISH; Magalhães, RA","Brasil","Minas Gerais","Itabira","-43.460222","-19.587806",NA,NA,"Mata Secundária",NA,"40","2019","03","25","América","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.460222","-19.587806",NA,"BHCB196763",NA,NA,"650","650",NA,NA,NA,NA
"1558","2020-02-11 18:26:27-03","UFMG","BHCB-SL","195120","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","vacillans","Serpocaulon vacillans","(Link) A.R.Sm.","Salino, A",NA,"Moura, IO; Siriani-Oliveira, S; Silva, APRO","Brasil","Minas Gerais","Itabira","-43.491667","-19.559444",NA,NA,"Terrícola. Candeial. Prensado em álcool. Disciplina Taxonomia de campo_2019.",NA,"297","2019","03","28","América","Igreja Morro Redondo, Borda da estrada de acesso à Igreja Morro Redondo.","-43.491667","-19.559444",NA,"BHCB195120",NA,NA,"1053","1053",NA,NA,NA,NA
"1559","2019-11-07 11:17:11-03","UFMG","BHCB-SL","101191","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus",NA,"Sticherus",NA,NA,NA,"Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itabira","-43.491583","-19.579083",NA,NA,"Terrestre em barranco à beira de trilha. Interior de mata",NA,"281","2006","08","02","América",NA,"-43.491583","-19.579083",NA,NA,NA,NA,"85","85",NA,NA,NA,NA
"1560","2019-12-19 16:20:48-03","UFMG","BHCB-SL","195022","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus","holttumii","Sticherus holttumii","L.V.Lima & Salino","Salino, A",NA,"Moura, IO; Paucar, JOA; Siriani-Oliveira, S; Silva, APRO","Brasil","Minas Gerais","Itabira","-43.454167","-19.585833",NA,NA,"Arbórea. Zona rupícola. Prensado em álcool. Disciplina Taxonomia de campo_2019.",NA,"277","2019","03","24","América","Parque Estadual da Mata do Limoeiro, Paredão rochoso na beira de rio.","-43.454167","-19.585833",NA,"BHCB195022",NA,NA,"608","608",NA,NA,NA,NA
"1561","2020-02-11 18:25:46-03","UFMG","BHCB-SL","101220","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus","nigropaleaceus","Sticherus nigropaleaceus","(J.W.Sturm) J.Prado & Lellinger","Almeida, TE","2006","Almeida, TE; Souza, DT","Brasil","Minas Gerais","Itabira","-43.492889","-19.578778",NA,NA,"Terrestre em barranco, na borda de mata",NA,"310","2006","08","02","América",NA,"-43.492889","-19.578778",NA,NA,NA,NA,"91","91","08",NA,NA,NA
"1562","2020-03-04 20:43:15-03","UFMG","BHCB-SL","195124","PreservedSpecimen","Plantae",NA,NA,NA,"Gleicheniaceae","Sticherus","nigropaleaceus","Sticherus nigropaleaceus","(J.W.Sturm) J.Prado & Lellinger","Salino, A; Salino, A","2019","Moura, IO; Paucar, JOA; Siriani-Oliveira, S; Silva, APRO","Brasil","Minas Gerais","Itabira","-43.488889","-19.561389",NA,NA,"Prensado em álcool. Disciplina Taxonomia de campo_2019; Terrícola; Candeial",NA,"301","2019","03","28","América","Igreja Morro Redondo, Barda da estrada de acesso a Igreja Morro Redondo","-43.488889","-19.561389",NA,"BHCB195124",NA,NA,"1023","1023","03","28",NA,NA
"1563","2019-12-19 16:21:03-03","UFMG","BHCB-SL","196775","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae",NA,NA,NA,NA,"Salino, A",NA,"Vilas Boas, T; Salim, ISH; Magalhães, RA","Brasil","Minas Gerais","Itabira","-43.460222","-19.587806",NA,NA,"Mata Secundária",NA,"29","2019","03","25","América","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema","-43.460222","-19.587806",NA,"BHCB196775",NA,NA,"650","650",NA,NA,NA,NA
"1564","2019-11-07 11:17:34-03","UFMG","BHCB-SL","126869","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum","Raddi","Almeida, TE","2011","Echternacht, LA; Bastos, TV","Brasil","Minas Gerais","Itabira","-43.458056","-19.505",NA,NA,"Erva rupícola em beira de cascata. Plantas conservados em álcool antes de desidratadas.",NA,"1737","2008","07","06","América","Serra dos Alves, Cascatinha no córrego do campo, ao sul do vilarejo. Mata de Galeria, local constantemente sombreado.","-43.458056","-19.505",NA,NA,NA,NA,NA,NA,"12","16",NA,NA
"1565","2020-02-11 18:26:37-03","UFMG","BHCB-SL","161029","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Tryonia","myriophylla","Tryonia myriophylla","(Sw.) Schuettp., J.Prado & A.T.Cochran","Salino, A","2015","Souza, FS; Miranda, E","Brasil","Minas Gerais","Itabira","43.477778","19.491667",NA,NA,"Terrestre. Diagnóstico ambiental.",NA,"1645","2012","08","31","América","Serra dos Alves, Cânion Boca da Serra. Campo Rupestre Quartizítico.","43.477778","19.491667",NA,NA,NA,NA,"1100","1100","10",NA,NA,NA
"1566","2020-02-11 18:26:37-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Tryonia","myriophylla","Tryonia myriophylla","(Sw.) Schuettp., J.Prado & A.T.Cochran","Salino, A","2015","Souza, FS; Miranda, E","Brasil","Minas Gerais","Itabira","43.477778","19.491667",NA,NA,"Terrestre. Diagnóstico ambiental.",NA,"1645","2012","08","31","América","Serra dos Alves, Cânion Boca da Serra. Campo Rupestre Quartizítico.","43.477778","19.491667",NA,NA,NA,NA,"1100","1100","10",NA,NA,NA
"1567","2019-11-07 11:19:17-03","UFMG","BHCB-SL","51740","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","(L.) Fée","Salino, A","2001","Badini, J","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Terrestre.","auto","214","1935",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA
"1568","2020-03-04 20:43:34-03","UFMG","BHCB-SL","74485","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Salino, A","2010","Sampaio, AJ de","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Herbácea, muito frequente.","auto","6979","1934","02","12","América","Cauê, Margem de capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA
"1569","2019-10-16 14:14:17-03","UEL","FUEL","33790","PreservedSpecimen","Plantae","Tracheophyta",NA,"Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis","(Miq.) C.DC.","Guimarães, EF","2009","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","54","1993","02","02",NA,"Parque Itabiruçu",NA,NA,NA,NA,NA,NA,NA,NA,"08","11",NA,NA
"1570","2017-03-27 17:49:58-03","UnB","UB","170333","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.461944","-19.497778",NA,NA,"Árvore ca. 6 m de altura, caule rugoso, fruto imaturo verde; Mata de galeria",NA,"1339","2011","07","23","Southern America","Parque Nacional da Serra do Cipó, próximo ao povoado de Serra dos Alves, fazenda do Lulu","-43.461944","-19.497778",NA,NA,NA,NA,"787","787",NA,NA,NA,NA
"1571","2017-03-27 17:49:58-03","UnB","UB","170334","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.461944","-19.497778",NA,NA,"Árvore ca. 6 m de altura, caule rugoso, fruto bem jovem verde; Mata de galeria",NA,"1340","2011","07","23","Southern America","Parque Nacional da Serra do Cipó, próximo ao povoado de Serra dos Alves, fazenda do Lulu","-43.461944","-19.497778",NA,NA,NA,NA,"787","787",NA,NA,NA,NA
"1572","2016-09-19 16:12:30-03","UnB","UB","170350","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx","DC.","Faria, JEQ","2011","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.465833","-19.520556",NA,NA,"Arbusto ca. 2,5 m de altura, fruto maduro negro (coletado folhas em sílica gel); Brejo seco",NA,"1356","2011","07","24","Southern America","Serra dos Alves, caminho para canion dos Marques","-43.465833","-19.520556",NA,NA,NA,NA,"757","757","07",NA,NA,NA
"1573","2016-09-19 16:13:26-03","UnB","UB","170355","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrcia","variabilis","Myrcia variabilis","DC.","Rosa, PO","2014","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.464167","-19.51",NA,NA,"Árvore ca. 7 m de altura, frutos imaturos verdes; Vegetação arbórea na margem de córrego",NA,"1361","2011","07","24","Southern America","Serra dos Alves, caminho para canion dos Marques","-43.464167","-19.51",NA,NA,NA,NA,"720","720","06",NA,NA,NA
"1574","2016-09-19 16:13:32-03","UnB","UB","170336","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O. Berg","Faria, JEQ","2011","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.460833","-19.496389",NA,NA,"Arbusto muito ramificado, ca. 2 m de altura, botão floral verde, flor branca e fruto imaturo verde (coletado folhas em sílica gel); Mata de galeria",NA,"1342","2011","07","23","Southern America","Parque Nacional da Serra do Cipó, próximo ao povoado de Serra dos Alves, fazenda do Lulu","-43.460833","-19.496389",NA,NA,NA,NA,"785","785","07",NA,NA,NA
"1575","2016-09-19 16:13:35-03","UnB","UB","161937","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrciaria","glomerata","Myrciaria glomerata","O. Berg","Souza, MC","2012","Faria, JEQ; Proença, CEB; Villarroel, D","Brasil","Minas Gerais","Itabira","-43.191944","-19.695",NA,NA,"Árvore ca. 6 m de altura, tronco liso, frutos imaturos verdes e maduro vermelho alaranjado, sésseis e axilares; Floresta ombrófila antropizada",NA,"951","2010","11","11","Southern America","Margem da estrada entre Itabira e João Monlevade","-43.191944","-19.695",NA,NA,NA,NA,"771","771","12",NA,NA,NA
"1576","2016-09-19 16:13:35-03","UnB","UB","161938","S","Plantae","Dicotyledoneae",NA,NA,"Myrtaceae","Myrciaria","glomerata","Myrciaria glomerata","O. Berg","Faria, JEQ","2011","Faria, JEQ; Proença, CEB; Villarroel, D","Brasil","Minas Gerais","Itabira","-43.191944","-19.695",NA,NA,"Árvore ca. 6 m de altura, tronco liso, frutos imaturos verdes e maduro vermelho alaranjado, sésseis e axilares; Floresta ombrófila antropizada",NA,"952","2010","11","11","Southern America","Margem da estrada entre Itabira e João Monlevade","-43.191944","-19.695",NA,NA,NA,NA,"771","771","10",NA,NA,NA
"1577","2016-09-19 16:06:08-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae",NA,NA,"Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees & Mart.",NA,NA,"Pirani, JR; Devecchi, MF","Brasil","Minas Gerais","Itabira","-43.333333","-17.327778",NA,NA,"Árvore ca. 8 m alt ., na orla da mata. Inflorescência e botões ferrugíneos, pétalas externamente ferrugíneas, internamente alvas, estames alvos; Árvore; Mata semidecidual de planalto",NA,"6533","2015","02","19","Southern America","Estrada vicinal saindo da rodovia para senhora do carmo","-43.333333","-17.327778",NA,NA,NA,NA,"700","700",NA,NA,NA,NA
"1578","2017-03-27 17:41:09-03","UnB","UB","164890","S","Plantae","Bryophyta",NA,NA,"Calymperaceae","Octoblepharum",NA,"Octoblepharum",NA,"Câmara, PEAS",NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","Brasil","Minas Gerais","Itabira","-43.461111","-15.508611",NA,NA,"Barranco",NA,"2573","2011","07","24","Southern America","Serra dos Alves, Distrito Sr. do Carmo","-43.461111","-15.508611",NA,NA,NA,NA,"800","800",NA,NA,NA,NA
"1579","2017-03-27 17:41:43-03","UnB","UB","170327","S","Plantae","Bryophyta",NA,NA,"Orthotrichaceae","Schlotheimia",NA,"Schlotheimia",NA,"Henriques, DK","2013","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Silva, AGD; Martins, DS; Amorim, PR","Brasil","Minas Gerais","Itabira","-43.461944","-19.497778",NA,NA,"Briófita verde coletado em tronco de mangueira; Mata de galeria",NA,"1333","2011","07","23","Southern America","Parque Nacional da Serra do Cipó, próximo ao povoado de Serra dos Alves, fazenda do Lulu","-43.461944","-19.497778",NA,NA,NA,NA,"787","787","04","01",NA,NA
"1580","2017-03-27 17:51:52-03","UnB","UB","169269","S","Plantae","Lichen",NA,NA,"Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Martins, DS","2011","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","Brasil","Minas Gerais","Itabira","-43.46175","-19.499417",NA,NA,"Cerrado rupestre próximo à mata. Sobre rocha.",NA,"176","2011","07","23","Southern America","Fazenda do Lulu, distante 2,1 km da estr. Itabira 068. Serra dos Alves.","-43.46175","-19.499417",NA,NA,NA,NA,"1053","1053","07","23",NA,NA
"1581","2017-03-27 17:51:52-03","UnB","UB","169277","S","Plantae","Lichen",NA,NA,"Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Martins, DS","2011","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","Brasil","Minas Gerais","Itabira","-43.460806","-19.496139",NA,NA,"Mata ciliar. Sobre tronco vivo.",NA,"184","2011","07","23","Southern America","Fazenda do Lulu, distante 2,1 km da estr. Itabira 068. Serra dos Alves.","-43.460806","-19.496139",NA,NA,NA,NA,"1037","1037","07","23",NA,NA
"1582","2017-03-27 17:51:52-03","UnB","UB","169278","S","Plantae","Lichen",NA,NA,"Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Martins, DS","2011","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","Brasil","Minas Gerais","Itabira","-43.460806","-19.496139",NA,NA,"Mata ciliar. Sobre tronco vivo.",NA,"185","2011","07","23","Southern America","Fazenda do Lulu, distante 2,1 km da estr. Itabira 068. Serra dos Alves.","-43.460806","-19.496139",NA,NA,NA,NA,"1037","1037","07","23",NA,NA
"1583","2017-03-27 17:51:52-03","UnB","UB","169298","S","Plantae","Lichen",NA,NA,"Parmeliaceae","Parmotrema",NA,"Parmotrema",NA,"Martins, DS","2011","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","Brasil","Minas Gerais","Itabira","-43.463417","-19.508056",NA,NA,"Rochas na beira do rio, expostas ao sol. Sobre galho de arbusto em cerrado rupestre.",NA,"199","2011","07","24","Southern America","Fazenda do Lulu, distante 2,1 km da estr. Itabira 068. Serra dos Alves.","-43.463417","-19.508056",NA,NA,NA,NA,NA,NA,"07","24",NA,NA
"1584","2017-03-27 17:42:23-03","UnB","UB","164861","S","Plantae","Bryophyta",NA,NA,"Thuidiaceae","Pelekium",NA,"Pelekium",NA,"Soares, AER","2011","Câmara, PEAS; Carvalho-Silva, M; Costa, DP","Brasil","Minas Gerais","Itabira","-43.461944","-19.484722",NA,NA,"Associado a Callicostella merkelli; Pedra",NA,"2544","2011","07","23","Southern America","Serra dos Alves, Fazenda Sr. Lulu","-43.461944","-19.484722",NA,NA,NA,NA,"786","786","08","26",NA,NA
"1585","2017-03-27 17:40:54-03","UnB","UB","164897","S","Plantae","Bryophyta",NA,NA,"Bartramiaceae","Philonotis",NA,"Philonotis",NA,"Câmara, PEAS",NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","Brasil","Minas Gerais","Itabira","-43.451389","-19.520556",NA,NA,"Associado a Sematophyllum; Pedra no rio",NA,"2580","2011","07","24","Southern America","Serra dos Alves, Sr. do Carmo. Beira do córrego do Marques","-43.451389","-19.520556",NA,NA,NA,NA,"800","800",NA,NA,NA,NA
