"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","recordedBy","recordNumber","day","barcode","imagecode","dayIdentified","locality","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","continentOcean","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet"
"102","2019-09-13 12:00:27-03","UFVJM","HDJF","5518","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Plantaginaceae","Plantago","major","Plantago major","2018","07","2018","05","Brasil","Minas Gerais","Poté","-41.697194","-17.779317",NA,NA,NA,NA,"Guarneire, GJ","Guarneire, GJ","42","06","HDJF005518",NA,"20","Sucanga","L.",NA,NA,"Southern America","-41.697194","-17.779317",NA,NA
"103","2019-09-13 11:59:51-03","UFVJM","HDJF","5502","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Lamiaceae","Rosmarinus","officinalis","Rosmarinus officinalis","2018","07","2017","09","Brasil","Minas Gerais","Poté","-41.697869","-17.771161",NA,NA,NA,NA,"Guarneire, GJ","Guarneire, GJ","12","09","HDJF005502","HDJF005502_01","20","Sucanga","L.",NA,NA,"Southern America","-41.697869","-17.771161",NA,NA
"104","2019-09-13 12:00:37-03","UFVJM","HDJF","5522","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Solanaceae","Solanum","americanum","Solanum americanum","2018","07","2018","05","Brasil","Minas Gerais","Poté","-41.706256","-17.755383",NA,NA,NA,NA,"Guarneire, GJ","Guarneire, GJ","35","18","HDJF005522","HDJF005522_01","20","Sucanga","Mill.",NA,NA,"Southern America","-41.706256","-17.755383",NA,NA
"105","2019-09-13 12:00:37-03","UFVJM","HDJF","5556","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Solanaceae","Solanum","paniculatum","Solanum paniculatum","2018","07","2018","01","Brasil","Minas Gerais","Poté","-41.706781","-17.758519",NA,NA,NA,NA,"Guarneire, GJ","Guarneire, GJ","34","09","HDJF005556","HDJF005556_01","20","Sucanga","L.",NA,NA,"Southern America","-41.706781","-17.758519",NA,NA
"106","2019-09-13 11:59:21-03","UFVJM","HDJF","5516","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Solidago",NA,"Solidago",NA,NA,"2018","05","Brasil","Minas Gerais","Poté","-41.607617","-17.790408",NA,NA,NA,NA,NA,"Guarneire, GJ","47","18","HDJF005516","HDJF005516_01",NA,"Sucanga",NA,NA,NA,"Southern America","-41.607617","-17.790408",NA,NA
"107","2018-12-03 11:18:24-02","CEPLAC","CEPEC","120239","S","Plantae",NA,NA,NA,"Hippocrateaceae","Cuervea","crenulata","Cuervea crenulata",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.2375","-17.718611",NA,NA,NA,NA,"J. A. Lombardi","J. A. Lombardi","6077","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares.",NA,NA,NA,NA,"41W14'15","17S43'7","30/08/2004",NA
"108","2018-12-03 11:18:24-02","CEPLAC","CEPEC","119426","S","Plantae",NA,NA,NA,"Hippocrateaceae","Cuervea","crenulata","Cuervea crenulata",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.6875","-17.718611",NA,NA,NA,NA,"J. A. Lombardi","J. A. Lombardi","6077","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares.",NA,NA,NA,NA,"41W41'15","17S43'7","30/12/2004",NA
"109","2019-06-18 16:04:57-03","CEPLAC","CEPEC","120138","S","Plantae",NA,NA,NA,"Annonaceae","Xylopia",NA,"Xylopia",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.705278",NA,NA,NA,NA,"P. J. M. Maas","J. A. Lombardi","6092","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares.",NA,NA,NA,NA,"41W42'12","17S42'19","30/05/2009",NA
"110","2019-11-07 11:19:17-03","UFMG","BHCB-SL","89790","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Rupícola, beira de córrego",NA,"Mota, NFO","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6065","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(L.) Fée",NA,NA,"América","-41.720278","-17.743056",NA,NA
"111","2020-02-11 18:26:28-03","UFMG","BHCB-SL","89762","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","abscissum","Adiantum abscissum","2006","08","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Terrestre.; No interior de mata secundária.",NA,"Prado, J","Lombardi, JA","6037","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Schrad.","370","520","América","-41.720278","-17.743056",NA,NA
"112","2020-02-11 18:26:28-03","UFMG","BHCB-SL","89784","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","abscissum","Adiantum abscissum","2006","08","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Terrestre .; No interior de mata secundária.",NA,"Prado, J","Lombardi, JA","6059","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Schrad.","370","520","América","-41.720278","-17.743056",NA,NA
"113","2020-02-11 18:26:28-03","UFMG","BHCB-SL","89798","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","dolosum","Adiantum dolosum","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Mata secundária, encosta. Terrestre, próximo a trilha, local seco",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6073","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares.","Kunze","435","456","América","-41.703333","-17.715278",NA,NA
"114","2019-11-07 11:19:35-03","UFMG","BHCB-SL","89782","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","subcordatum","Adiantum subcordatum","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.720433","-17.743178",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Terrestre, beira da trilha.",NA,"Mota, NFO","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6057","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Sw.","370","523","América","-41.720433","-17.743178",NA,NA
"115","2019-11-07 11:13:54-03","UFMG","BHCB-SL","89770","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao logo de leito seco de córrego sazonal. Rupícola no interior da mata",NA,"Mota, NFO","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6045","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(L.) Sw.","370","523","América","-41.720278","-17.743056",NA,NA
"116","2019-11-07 11:13:58-03","UFMG","BHCB-SL","89760","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","tenella","Anemia tenella","2005","06","2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Afloramento rochoso. terrestre",NA,"Jacone, CE","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6035","20",NA,NA,"10","Fazenda Nossa Senhora de Fátima.","(Cav.) Sw.","512","512","América","-41.733611","-17.731944",NA,NA
"117","2019-11-07 11:13:58-03","UFMG","BHCB-SL","89773","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","tenella","Anemia tenella","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.727778","-17",NA,NA,"Mata secundária, encosta e ao logo de leito seco de córrego sazonal. Barranco",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6048","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Cav.) Sw.","370","523","América","-41.727778","-17",NA,NA
"118","2019-12-19 16:18:54-03","UFMG","BHCB-SL","89758","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Afloramento rochoso. Terrestre.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6033","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(Sav.) Sw.","512","512","América","-41.733611","-17.731944",NA,NA
"119","2019-12-19 16:18:55-03","UFMG","BHCB-SL","89788","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","auriculatum","Asplenium auriculatum","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.220278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Rupícula, beira de córrego.",NA,"Salino, A; Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6063","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Sw.","370","523","América","-41.220278","-17.743056",NA,NA
"120","2020-03-04 20:43:08-03","UFMG","BHCB-SL","89792","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Ctenitis","distans","Ctenitis distans isabellina","2016","11","2004","08","Brasil","Minas Gerais","Poté","-43.232222","-17.743056",NA,NA,"Terrestre, local brejoso",NA,"Viveros, RS","Mota, NFO; Mota, RC; Stehmann, JR; Lombardi, JA","6067","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima, Mata secundária, encosta e ao longo de leito seco de córrego sazonal","(Fée) R.S.Viveros & Salino","370","523","América","-43.232222","-17.743056",NA,"isabellina"
"121","2019-11-07 11:16:15-03","UFMG","BHCB-SL","89787","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Didymochlaena","truncatula","Didymochlaena truncatula","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.720433","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Terrestre, caule ereto.",NA,"Mota, NFO","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6062","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Sw.) J.Sm.","370","523","América","-41.720433","-17.743056",NA,NA
"122","2019-11-07 11:15:22-03","UFMG","BHCB-SL","89785","PreservedSpecimen","Plantae",NA,NA,NA,"Athyriaceae","Diplazium","cristatum","Diplazium cristatum","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Terrestre, área brejosa.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6060","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Desr.) Alston","370","523","América","-41.720278","-17.743056",NA,NA
"123","2020-02-11 18:25:35-03","UFMG","BHCB-SL","89778","PreservedSpecimen","Plantae",NA,NA,NA,"Athyriaceae","Diplazium","mutilum","Diplazium mutilum","2005","06","2004","08","Brasil","Minas Gerais","Poté","-41.720433","-17.743056",NA,NA,"Terrestre, área brejosa.; Mata secundária, encosta e ao longo do leito seco de córrego sazonal",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6053","20","BHCB001775",NA,NA,"Fazenda Nossa Senhora de Fátima., Mata secundária, encosta e ao longo de leito seco de córrego sazonal.","Kunze","370","523","América","-41.720433","-17.743056",NA,NA
"124","2019-11-07 11:19:47-03","UFMG","BHCB-SL","89761","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Doryopteris","varians","Doryopteris varians","2004","09","2004","08","Brasil","Minas Gerais","Poté","-42.226697","-17.731944",NA,NA,"Afloramento rochoso. Terrestre",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6036","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Raddi) J.Sm.","512","512","América","-42.226697","-17.731944",NA,NA
"125","2020-03-04 20:43:46-03","UFMG","BHCB-SL","89779","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Goniopteris","lugubris","Goniopteris lugubris","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Terrestre, área brejosa, caule 2m, caule ereto 10cm",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6054","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima., Mata secundária, encosta e ao longo de leito seco de córrego sazonal","(Mett.) R.M.Tryon & A.F.Tryon","370","523","América","-41.720278","-17.743056",NA,NA
"126","2019-12-19 16:21:03-03","UFMG","BHCB-SL","89769","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Rupícola no interior da mata",NA,"Mota, NFO","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6044","20","BHCB002229","BHCB002229",NA,"Fazenda Nossa Senhora de Fátima.","(Lam.) Raddi","370","523","América","-41.720278","-17.743056",NA,NA
"127","2019-11-07 11:16:40-03","UFMG","BHCB-SL","89786","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Lastreopsis","amplissima","Lastreopsis amplissima","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Terrestre, reptante. Prensado em álcool.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6061","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(C.Presl) Tindale","370","523","América","-41.720278","-17.743056",NA,NA
"128","2020-03-04 20:43:15-03","UFMG","BHCB-SL","89793","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Megalastrum","grande","Megalastrum grande","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720433","-17.743178",NA,NA,"Terrestre, local brejoso.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6068","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima., Mata secundária, encosta e ao longo do leito seco de córrego sazonal.","(C.Presl) A.R.Sm. & R.C.Moran","370","523","América","-41.720433","-17.743178",NA,NA
"129","2020-03-04 20:43:28-03","UFMG","BHCB-SL","89783","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Moranopteris","achilleifolia","Moranopteris achilleifolia","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720556","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Epífita.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mora, RC; Mota, NFO","6058","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Kaulf.) R.Y.Hirai & J.Prado","370","523","América","-41.720556","-17.743056",NA,NA
"130","2019-11-07 11:20:09-03","UFMG","BHCB-SL","89777","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Pteris","altissima","Pteris altissima","2004","09","2004","08","Brasil","Minas Gerais","Poté","-42.200772","-17.743056",NA,NA,"Terrestre em mata secundária, encosta ao longo de leito seco de córrego sazonal. Área brejosa.",NA,"Salino, A","Lombardi, JA","6052","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Poir.","370","523","América","-42.200772","-17.743056",NA,NA
"131","2019-11-07 11:20:09-03","UFMG","BHCB-SL","89789","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","2004","09","2004","08","Brasil","Minas Gerais","Poté","-42.200772","-17.743056",NA,NA,"Rupícola, beira de córrego. Mata secundária, encosta e ao longo de leito seco de córrego sazonal.",NA,"Salino, A","Lombardi, JA","6064","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Raddi","370","523","América","-42.200772","-17.743056",NA,NA
"132","2019-11-07 11:20:46-03","UFMG","BHCB-SL","89759","PreservedSpecimen","Plantae",NA,NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","2011","02","2004",NA,"Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Afloramento rochoso. Terrestre.",NA,"Heringer, G","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6034",NA,NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Spring","512","512","América","-41.733611","-17.731944",NA,NA
"133","2019-11-07 11:20:46-03","UFMG","BHCB-SL","89775","PreservedSpecimen","Plantae",NA,NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","2005","04","2004",NA,"Brasil","Minas Gerais","Poté","-41.720433","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Barranco.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6050",NA,NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","Spring","370","523","América","-41.720433","-17.743056",NA,NA
"134","2019-11-07 11:21:40-03","UFMG","BHCB-SL","89780","PreservedSpecimen","Plantae",NA,NA,NA,"Thelypteridaceae","Steiropteris","polypodioides","Steiropteris polypodioides","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.720433","-17.743178",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Terrestre, área brejosa.",NA,"Salino, A","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6055","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima.","(Raddi) Salino & T.E.Almeida","370","523","América","-41.720433","-17.743178",NA,NA
"135","2019-10-16 14:11:56-03","UEL","FUEL","23402","PreservedSpecimen","Plantae","Tracheophyta",NA,"Fabales","Leguminosae","Bauhinia","ovata","Bauhinia ovata",NA,NA,"1996","10","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,"Árvore 7m ; flores brancas.","auto","Vaz, AMSF","Marcondes-Ferreira, W; et al.","1289","10",NA,NA,NA,"Malacacheta","(Bonj.) Vogel",NA,NA,NA,NA,NA,NA,NA
"136","2018-03-09 14:28:45-03","UnB","UB","151633","S","Plantae","Dicotyledoneae",NA,NA,"Loranthaceae","Passovia","podoptera","Passovia podoptera","2018","01","2004","07","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Folhas carnosas.; Arbusto. Flores verdes.; Mata secundária",NA,"Caires, CS","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6087","21",NA,NA,"24","Fazenda do Sr. Júlio Tavares.","(Cham. & Schltdl.) Kuijt",NA,NA,"Southern America","-41.703333","-17.715278",NA,NA
"137","2019-10-03 10:03:40-03","UFSCar","SORO","2331","PreserveSpecimen","Plantae",NA,NA,NA,"Fabaceae","Chamaecrista","duartei","Chamaecrista duartei",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7325","-17.731111",NA,NA,NA,NA,NA,"Lombardi, J.A.; Stehmann, J.R.; Mota, R.C.; Mota, N.F.O.","6023","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(H.S. Irwin) H.S. Irwin & Barneby",NA,NA,NA,"41°43'57''W","17°43'52''S",NA,NA
"138","2019-09-30 11:23:58-03","IF","SPSF","21076","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Bignoniaceae","Arrabidaea",NA,"Arrabidaea",NA,NA,"1996","10","Brasil","MG","Poté-Malacacheta",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"W.Marcondes-Ferreira","1288","10",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"139","2019-09-30 11:23:21-03","IF","SPSF","21082","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Bauhinia","ovata","Bauhinia ovata",NA,NA,"1996","10","Brasil","MG","Poté-Malacacheta",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"W.Marcondes-Ferreira","1289","10",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"140","2020-03-06 14:23:38-03","UFRGS","ICN","147990","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima",NA,NA,"2004","08","Brasil","MG","Poté","-41.700278","-17.705278",NA,NA,NA,NA,"Ritter, MR","Lombardi, JA; et al.","6090","21",NA,NA,NA,"Fzenda do Sr. Júlio Tavares 17°42'19 S 41°42'01 W","DC.","456","456","América do Sul","-41.700278","-17.705278",NA,NA
"141","2019-11-21 10:02:44-03","IBt","SP","396081a","Extra","Plantae",NA,NA,NA,"Bromeliaceae","Portea","petropolitana","Portea petropolitana",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-43.866667","-17.743056",NA,NA,NA,NA,NA,"Lombardi, JA; et al.","6032","20","SP052556","SP052556",NA,"Fazenda Nossa Senhora de Fátima.","(Wawra) Mez",NA,NA,NA,"-43.866667","-17.743056",NA,NA
"142","2019-11-21 10:02:44-03","IBt","SP","396081","S","Plantae",NA,NA,NA,"Bromeliaceae","Portea","petropolitana","Portea petropolitana",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-43.866667","-17.743056",NA,NA,NA,NA,NA,"Lombardi, JA; et al.","6032","20","SP052555","SP052555",NA,"Fazenda Nossa Senhora de Fátima.","(Wawra) Mez",NA,NA,NA,"-43.866667","-17.743056",NA,NA
"143","2019-11-21 10:18:15-03","IBt","SP","397206","S","Plantae",NA,NA,NA,"Rubiaceae","Psychotria",NA,"Psychotria",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.083333","-17.721944",NA,NA,NA,NA,NA,"Lombardi, JA; et al.","6075","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares",NA,"385","385",NA,"-41.083333","-17.721944",NA,NA
"144","2019-11-21 10:18:26-03","IBt","SP","397208","S","Plantae",NA,NA,NA,"Rubiaceae","Psychotria","racemosa","Psychotria racemosa","2012","10","2004","08","Brasil","Minas Gerais","Poté","-43.232222","-17.743056",NA,NA,NA,NA,"Zappi, D","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6012","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Rich.","370","523",NA,"-43.232222","-17.743056",NA,NA
"145","2019-11-21 10:02:07-03","IBt","SP","397224","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","florida","Fridericia florida","2016","04","2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,NA,NA,"Mamede, MCH","Lombardi, JA; Stehmann, JR; Mota, RC; Mota, NFO","6018","20","SP058749","SP058749",NA,"Fazenda Nossa Senhora de Fátima","(DC.) L.G.Lohmann","512","512",NA,"-41.733611","-17.731944",NA,NA
"146","2019-11-21 10:19:10-03","IBt","SP","159865","S","Plantae",NA,NA,NA,"Sapindaceae","Serjania","meridionalis","Serjania meridionalis","1993",NA,"1976","03","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","Ferrucci, MS","Davidse, G; D'Arcy, WG","11499","29","SP047346","SP047346",NA,"31 km E of Poté along highway MG-3 to Teofilo Otoni.","Cambess.",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 10:02:15-03","IBt","SP","159863","S","Plantae",NA,NA,NA,"Bignoniaceae","Manaosella","cordifolia","Manaosella cordifolia","1985","01","1976","03","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","Gentry, AH","Davidse, G; D'Arcy, WG","11497","29","SP059323","SP059323",NA,"31 km E of Poté along Highway MG-3 to Teofilo Otoni","(DC.) A.H.Gentry","500","500",NA,NA,NA,NA,NA
