"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","recordedBy","recordNumber","day","barcode","imagecode","dayIdentified","locality","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","continentOcean","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet"
"1","2019-06-10 10:10:52-03","FZB-BH","CVJBFZB","3577","S","Plantae","Magnoliophyta","Equisetopsida","Arecales","Arecaceae","Bactris","sp.","Bactris sp.","2002","12","2002","12","Brasil","Minas Gerais","Pote","-41.7863998413086","-17.8066997528076","22309","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:56-03","FZB-BH","CVJBFZB","1083","S","Plantae","Magnoliophyta","Equisetopsida","Alismatales","Araceae","Xanthosoma","sp.","Xanthosoma sp.",NA,NA,NA,NA,"Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309","2","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-02-22 15:21:20-03","ESALQ","ESA","101701","S","Plantae","Magnoliophyta",NA,NA,"Loranthaceae","Phthirusa","podoptera","Phthirusa podoptera","2009",NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","Caires, C.S.","Lombardi, J.A.","6087","21","ESA101701","ESA101701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-07-11 08:55:24-03","ESALQ","ESA","101715","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto",NA,"Lombardi, J.A.","6083","21","ESA101715","ESA101715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-02-22 15:18:20-03","ESALQ","ESA","57835","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae","Inga",NA,"Inga",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto",NA,"Lombardi, J.A.","6013","20","ESA057835","ESA057835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-02-22 15:17:31-03","ESALQ","ESA","101242","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae","Centrolobium","microchaete","Centrolobium microchaete","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","Lombardi, J.A.","Lombardi,J.A.","6093","21","ESA101242","ESA101242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-07-11 08:52:15-03","ESALQ","ESA","101243","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae","Chamaecrista","duartei","Chamaecrista duartei","2004","09","2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","Lombardi, J.A.","Lombardi,J.A.","6023","20","ESA101243","ESA101243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2015-07-02 14:01:11-03","JBP","HPL","9350","S","Plantae",NA,NA,NA,"Bignoniaceae","Handroanthus",NA,"Handroanthus","2013","05","2007","08","Brasil","MG","Poté","-41.7864","-17.8067","22309",NA,NA,"auto","V.C. Souza","R. Tsuji","2059","25",NA,NA,"14","Coletado nas proximidades da Rodovia MG-217 (km31; Córrego Sucanga), em colina em frente ao sítio São Lázaro.",NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-08-20 10:12:15-03","UNICAMP","UEC","86248","S","Plantae","Magnoliopsida",NA,NA,"Fabaceae","Bauhinia","ovata","Bauhinia ovata","1997","06","1996","10","Brazil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,"flor, Árvore ca. 7m, flores brancas.","auto","Vaz, AMSF","Marcondes-Ferreira, W; Belinello, R; Simões, AO","1289","10","UEC145435",NA,NA,"Malacacheta","(Bong.) Vogel",NA,NA,NA,NA,NA,NA,NA
"10","2019-08-20 10:07:48-03","UNICAMP","UEC","86249","S","Plantae","Magnoliopsida",NA,NA,"Bignoniaceae","Arrabidaea",NA,"Arrabidaea",NA,NA,"1996","10","Brazil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,"Flores, Liana, flores rose-lilás com fauce amarela","auto",NA,"Marcondes-Ferreira, W; Belinello, R; Simões, AO","1288","10","UEC139620","UEC139620",NA,"Malacacheta",NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-10-02 11:34:09-03","UDESC","LUSC","6067","PreservedSpecimen","Plantae",NA,NA,NA,"Fabaceae","Chamaecrista","duartei","Chamaecrista duartei",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,NA,"auto","J.A.Lombardi","J.A.Lombardi; J.R.Stehmann, R.C.Mota & N.F.O.Mota","6023","20","LUSC000537","LUSC000537",NA,"Fazenda Nossa Senhora de Fátima.","(H.S.Irwin) H.S.Irwin & Barneby","523","523",NA,NA,NA,NA,NA
"12","2019-12-06 14:35:53-03","MBM","MBM","329312","S","Plantae",NA,NA,NA,"Bignoniaceae","Mansoa","hirsuta","Mansoa hirsuta","2019",NA,"2004","08","Brazil","Minas Gerais","Poté","41.421201","-17.425519",NA,NA,NA,NA,"Kaehler, M.","Lombardi, J.A.; Stehmann, J.R.; Mota, R.C.; Mota, N.F.O.; Stehmann, J.R.; Mota, R.C.; Mota, N.F.O.","6085","21","MBM329312","MBM329312",NA,"Fazenda do Sr. Júlio Tavares","DC.","435","456","Southern America","41.421201","-17.425519",NA,NA
"13","2019-12-06 15:00:15-03","MBM","MBM","329628","S","Plantae",NA,NA,NA,"Loranthaceae","Phoradendron","crassifolium","Phoradendron crassifolium","2010",NA,"2004","08","Brazil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,"Mata secundária, encosta. Arbusto hermiparasita, folhas coriáceas, frutos imaturos amarelos","auto","Dettke, G.A.","Lombardi, J.A.; et al.; et al.","6091","21","MBM329628","MBM329628",NA,"Fazenda do Sr. Júlio Tavares","(Pohl ex DC.) Eichler","456","456","Southern America",NA,NA,NA,NA
"14","2019-05-24 14:15:17-03","JBB","HEPH","25887","S","Plantae","Magnoliid",NA,"Piperales","Piperaceae","Peperomia","elongata","Peperomia elongata","2006","10","2004","08","Brasil","Minas Gerais","Poté","-41.7863998413086","-17.8066997528076","22309",NA,"Erva, folhas carnoas, inflorescências verdes; Mata secundária, encosta. Sobre pedra a margem de córrego perene.","auto","Carvalho-Silva, M","Lombardi, JA; Stehmann, JR","6028","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Kunth",NA,NA,"Southern America",NA,NA,NA,NA
"15","2019-10-02 15:03:23-03","UFMG","BHCB","89807","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Acnistus","arborescens","Acnistus arborescens","2004","08","2004","08","Brasil","Minas Gerais","Poté","-41.684722","-17.721944",NA,NA,"Mata secundária, encosta. Arbusto ca. 2,5 m, folhas papiráceas, verde-acinzentadas na face abaxial, cálice amarelado, frutos imaturos verdes. Coordenadas originais: 17°43'19S; 41°41'05W; Arbusto ca. 2,5m, folhas papiráceas, verde-ac",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6082","21","BHCB022291",NA,NA,"Fazenda do Sr. Júlio Tavares","(L.) Schltdl.","385","385","Southern America","-41.684722","-17.721944",NA,NA
"16","2019-10-02 14:51:17-03","UFMG","BHCB","89801","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Adenocalymma","tephrinocalyx","Adenocalymma tephrinocalyx",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.684722","-17.721944",NA,NA,"Mata secundária, encosta. Arvoreta, ca. 2 m, folíolos cartáceos, fruto imaturo castanho-claro. Coordenadas originais: 17°43'19S; 41°41'05W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6076","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","Bureau","385","385","Southern America","-41.684722","-17.721944",NA,NA
"17","2019-10-02 15:06:01-03","UFMG","BHCB","89814","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Mata secundária, afloramento rochoso. Erva sobre lajedo, pedúnculo branco, brácteas rosadas, brácteas florais marrom, borda branca, perianto amarelo. Coordenadas originais: 17°42'55-19S; 41°42'12-01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6089","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","Mez","435","456","Southern America","-41.703333","-17.715278",NA,NA
"18","2019-10-02 14:48:22-03","UFMG","BHCB","89817","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Annonaceae",NA,NA,NA,NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Mata secundária, encosta. Árvore ca. 8 m, folhas cartáceas, cálice verde, corola esbranquiçada, androceu vermelho. Coordenadas originais: 17°42'55-19S; 41°42'12-01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6092","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares",NA,"435","456","Southern America","-41.703333","-17.715278",NA,NA
"19","2019-10-02 15:05:52-03","UFMG","BHCB","89736","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","jilekii","Anthurium jilekii","2004","10","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W; folhas coriáceas, pedúnculo verde, espata verde manchada de vinho no ápice, espádice verde-acastanhado.; Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Er",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6011","20","BHCB037063","BHCB037063","22","Fazenda Nossa Senhora de Fátima","Schott","370","523","Southern America","-41.720278","-17.743056",NA,NA
"20","2019-10-02 14:51:21-03","UFMG","BHCB","89743","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Arrabidaea","florida","Arrabidaea florida",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Margem afloramento rochoso em mata secundária. Liana, folhas coriáceas, frutos imaturos verdes. Coordenadas originais: 17°43'55S; 41°44'01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6018","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","DC.","512","512","Southern America","-41.733611","-17.731944",NA,NA
"21","2019-11-14 18:37:07-03","UFMG","BHCB","89804","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Athenaea","fasciculata","Athenaea fasciculata","2019","08","2004","08","Brasil","Minas Gerais","Poté","-41.684722","-17.721944",NA,NA,"Mata secundária, encosta. Arbusto ca. 3m, folhas papiráceas, cálice verde, pétalas verdes, borda branca, estames brancos, anteras verdes",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6079","21","BHCB026640",NA,"02","Fazenda do Sr. Júlio Tavares","(Vell.) I.M.C. Rodrigues & Stehmann","385","385","Southern America","-41.684722","-17.721944",NA,NA
"22","2019-10-02 14:51:14-03","UFMG","BHCB","89744","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Begoniaceae","Begonia","ulmifolia","Begonia ulmifolia",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Afloramento rochoso. Erva carnosa, limbo com nervuras rosadas, base do perianto rosada, ápice branco, alas do ovário rosadas, estigmas e estames amarelos, frutos imaturos verdes. Coordenadas originais: 17°43'55S; 41°44'01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6019","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Willd.","512","512","Southern America","-41.733611","-17.731944",NA,NA
"23","2019-10-02 14:53:38-03","UFMG","BHCB","89818","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Centrolobium","microchaete","Centrolobium microchaete",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Pasto, junto a estrada. Árvore ca. 10 m, folíolos cartáceos, frutos imaturos verde-arroxeados. Coordenadas originais: 17°42'55-19S; 41°42'12-01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6093","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","(Mart. ex Benth.) H.C.Lima","435","456","Southern America","-41.703333","-17.715278",NA,NA
"24","2020-01-21 18:09:56-03","UFMG","BHCB","89806","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Cestrum","strigillatum","Cestrum strigillatum",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.684722","-17.721944",NA,NA,"Mata secundária, encosta. Arbusto ca. 2 m, folhas papiráceas, verde-acinzentadas na face abaxial, cálice verde-acinzentado, frutos imaturos verdes. Coordenadas originais: 17°43'19S; 41°41'05W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6081","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","Ruiz & Pav.","385","385","Southern America","-41.684722","-17.721944",NA,NA
"25","2019-10-02 14:53:45-03","UFMG","BHCB","89748","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Chamaecrista","duartei","Chamaecrista duartei",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.7325","-17.731111",NA,NA,"Mata secundária, encosta. Árvore ca. 5 m, folíolos cartáceos, cálice verde-claro, corola amarela, anteras amareladas, gineceu amarelado. Coordenadas originais: 17°43'52S; 41°43'57W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6023","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(H.S.Irwin) H.S.Irwin & Barneby","523","523","Southern America","-41.7325","-17.731111",NA,NA
"26","2019-10-02 15:03:15-03","UFMG","BHCB","89739","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","2016","09","2004","08","Brasil","Minas Gerais","Poté","-41.732222","-17.731111",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Abiú-do-mato. Árvore ca. 8 m, folhas cartáceas, frutos imaturos verdes. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W; árvore ca. 8m, folhas cartáceas,",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6014","20","BHCB004632",NA,"14","Fazenda Nossa Senhora de Fátima","(Mart. & Eichler ex Miq.) Engl.","370","523","Southern America","-41.732222","-17.731111",NA,NA
"27","2019-10-02 14:53:49-03","UFMG","BHCB","89747","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Cleobulia","multiflora","Cleobulia multiflora",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Liana, folíolos papiráceos, pedúnculo verde, calosidades e cálice avremelhados, corola vermelha. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6022","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Mart. ex Benth.","370","523","Southern America","-41.720278","-17.743056",NA,NA
"28","2019-10-02 14:51:38-03","UFMG","BHCB","89741","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Arbusto ca. 1,7 m, folhas papiráceas, cálice verde-amarelado, corola branca. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6016","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima",NA,"370","523","Southern America","-41.720278","-17.743056",NA,NA
"29","2019-10-02 14:51:38-03","UFMG","BHCB","89745","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Boraginaceae","Cordia","monosperma","Cordia monosperma",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Arbusto, ca. 1,3 m, folhas papiráceas, flores brancas. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6020","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(Jacq.) Roem. & Schult.","370","523","Southern America","-41.720278","-17.743056",NA,NA
"30","2019-10-02 14:52:00-03","UFMG","BHCB","89802","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Celastraceae","Cuervea","crenulata","Cuervea crenulata",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.6875","-17.718611",NA,NA,"Mata secundária, encosta. Liana, folhas cartáceas, frutos imaturos verdes. Coordenadas originais: 17°43'07S; 41°41'15W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6077","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","Mennega","400","400","Southern America","-41.6875","-17.718611",NA,NA
"31","2019-10-02 15:08:18-03","UFMG","BHCB","89763","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Dichanthelium",NA,"Dichanthelium","2016","04","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Inflorescências verdes.; Mata secundária, encosta e ao longo de leito seco de córrego sazonal.",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6038","20","BHCB035460",NA,"26","Fazenda Nossa Senhora de Fátima",NA,"370","523","Southern America","-41.720278","-17.743056",NA,NA
"32","2019-10-02 15:06:39-03","UFMG","BHCB","89742","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Dioscoreaceae","Dioscorea","basiclavicaulis","Dioscorea basiclavicaulis",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.733611","-17.731944",NA,NA,"Afloramento rochoso. Liana, folhas cartáceas, frutos imaturos verdes, maduros marrons. Coordenadas originais: 17°43'55S; 41°44'01W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6017","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Rizzini & N.F.Mattos","512","512","Southern America","-41.733611","-17.731944",NA,NA
"33","2019-10-02 15:07:25-03","UFMG","BHCB","89752","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Eltroplectris","triloba","Eltroplectris triloba",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Erva terrestre, folhas mosqueadas na face adaxial de amarelo-esverdeado, base pedúnculo avermelhada, ápice verde-acastanhado, brácteas verdes, perianto verde, antera amarela. Coord",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6027","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(Lindl.) Pabst","370","523","Southern America","-41.720278","-17.743056",NA,NA
"34","2019-10-02 15:07:25-03","UFMG","BHCB","89752","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Eltroplectris","triloba","Eltroplectris triloba",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Erva terrestre, folhas mosqueadas na face adaxial de amarelo-esverdeado, base pedúnculo avermelhada, ápice verde-acastanhado, brácteas verdes, perianto verde, antera amarela.",NA,NA,"Lombardi, JA; et al.","6027","20",NA,NA,NA,"Fazenda Nossa Srª de Fátima","(Lindl.) Pabst","370","523","Southern America","-41.720278","-17.743056",NA,NA
"35","2019-12-16 17:40:46-03","UFMG","BHCB","89803","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","2005","06","2004","08","Brasil","Minas Gerais","Poté","-41.684722","-17.721944",NA,NA,"Arbusto, ca. 2 m, folhas papiráceas, cálice verde, corola vermelha.; Mata secundária, encosta.",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6078","21","BHCB052876","BHCB052876",NA,"Fazenda do Sr. Júlio Tavares, Coordenadas originais: 17°43'19S; 41°41'05W","Nees","385","385","Southern America","-41.684722","-17.721944",NA,NA
"36","2019-10-02 15:08:21-03","UFMG","BHCB","89771","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Guadua",NA,"Guadua",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Ca. 10 m, colomo com máculas esbranquiçadas, folhas do colmo eretas. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6046","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima",NA,"370","523","Southern America","-41.720278","-17.743056",NA,NA
"37","2019-10-02 15:00:54-03","UFMG","BHCB","89751","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Arvoreta ca. 4 m, folhas cartáceas, flores verde-claras, com odor adocicado. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6026","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","(Vell.) Reitz","370","523","Southern America","-41.720278","-17.743056",NA,NA
"38","2019-10-02 14:59:30-03","UFMG","BHCB","89811","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Pasto, junto a córrego. Árvore ca. 8 m, folíolos cartáceos, frutos imaturos castanhos. Coordenadas originais: 17°42'55S; 41°42'12W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6086","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares","(L.) Sleumer","435","435","Southern America","-41.703333","-17.715278",NA,NA
"39","2019-10-02 14:48:25-03","UFMG","BHCB","89740","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Árvore ca. 5 m, folhas cartáceas, perianto verde, estames arroxeados, gineceu verde. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6015","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Ruiz & Pav.","370","523","Southern America","-41.720278","-17.743056",NA,NA
"40","2019-10-02 15:08:21-03","UFMG","BHCB","89733","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Hildaea",NA,"Hildaea","2019",NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Erva, inflorescências verdes.; Mata secundária, encosta e ao longo de leito seco de córrego sazonal.",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6008","20","BHCB045314",NA,NA,"Fazenda Nossa Senhora de Fátima",NA,"370","523","Southern America","-41.720278","-17.743056",NA,NA
"41","2019-10-02 14:54:05-03","UFMG","BHCB","89738","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Inga",NA,"Inga",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Arvoreta 2 m, folíolos papiráceos, frutos imaturos verdes, tricomas dourados. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6013","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Mill.","370","523","Southern America","-41.720278","-17.743056",NA,NA
"42","2019-10-02 15:08:24-03","UFMG","BHCB","89768","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Lasiacis","ligulata","Lasiacis ligulata",NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Cespitosa, ca. 5 m, folhas do colmo reflexas. Coordenadas originais: 17°44'35-43'52S; 41°43'13-56W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6043","20",NA,NA,NA,"Fazenda Nossa Senhora de Fátima","Hitchc. & Chase","370","523","Southern America","-41.720278","-17.743056",NA,NA
"43","2019-10-02 14:55:37-03","UFMG","BHCB","89812","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Loranthaceae",NA,NA,NA,NA,NA,"2004","08","Brasil","Minas Gerais","Poté","-41.703333","-17.715278",NA,NA,"Mata secundária, encosta. Arbusto hemiparasita em 'Guarea' , folhas carnosas, flores verdes. Coordenadas originais: 17°42'55S; 41°42'12W",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6087","21",NA,NA,NA,"Fazenda do Sr. Júlio Tavares",NA,"435","435","Southern America","-41.703333","-17.715278",NA,NA
"44","2019-10-02 15:02:30-03","UFMG","BHCB","89750","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Manettia","glazioviana","Manettia glazioviana","2012","12","2004","08","Brasil","Minas Gerais","Poté","-41.720278","-17.743056",NA,NA,"Liana, folhas papiráceas, frutos imaturos verdes.; mata secundária, encosta e ao longo de leito seco de córrego sazonal, liana, folhas pairáceas, frutos imaturos verdes",NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Mota, NFO","6025","20","BHCB007649",NA,NA,"Fazenda Nossa Senhora de Fátima., Mata secundária, encosta e ao longo de leito seco de córrego sazonal. Coordenadas: 17 44'35''-43'52''S, 41 43'13-56''","(K.Schum.) Sucre","370","523","Southern America","-41.720278","-17.743056",NA,NA
