"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","relatedCatalogItem"
"1","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1763","S","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","convolvulacea","Begonia convolvulacea"," (Klotzsch) A.DC.","Leandro L. Giacomin","2007","02","Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637","19º45'a19º30'","42º38' a 48º28'","16391","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1762","S","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Juliana Ordones; et al.","2005","07","Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637","19º45'a19º30'","42º38' a 48º28'","16391","3","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:52-03","FZB-BH","CVJBFZB","1764","S","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Maranta","sp.","Maranta sp.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637","19º45'a19º30'","42º38' a 48º28'","16391","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","1767","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Mesadenella","sp.","Mesadenella sp.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637",NA,NA,"16391","1","254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1768","S","Plantae","Magnoliophyta","Alismatales","Araceae","Monstera","sp.","Monstera sp.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637",NA,NA,"16391","1","254","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","1766","S","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Tradescantia","cf. zanonia","Tradescantia cf. zanonia","(L.) Sw.",NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2005","07","07","Brasil","Minas Gerais","Timóteo","Macuco","-42.644401550293","-19.5825004577637",NA,NA,"16391","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:27:46-03","NYBG","NYBG","00934953","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA,NA,NA,"E. P. Heringer","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828","-42.6442","-19.5828",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"18583","South America","sheet","NY00934953","NY00934953",NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:59:44-03","NYBG","NYBG","01090505","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Clusiaceae",NA,NA,NA,NA,NA,NA,NA,"E. P. Heringer","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828","-42.6442","-19.5828",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"18634","South America","sheet","NY01090505","NY01090505",NA,NA,NA,NA,NA,NA
"9","2019-12-16 18:01:47-03","NYBG","NYBG","1065374","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","lundianus","Actinostemon lundianus","(Didr.) Pax","S. F. Smith","1986","05","E. P. Heringer","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828","-42.6442","-19.5828",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"18565","South America","sheet","NY01065374","NY01065374","22",NA,NA,NA,NA,NA
"10","2019-12-16 17:58:02-03","NYBG","NYBG","378099","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","rufa","Couepia rufa","Ducke","G. T. Prance","1985","02","E. P. Heringer","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828","-42.6442","-19.5828",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=676435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"18549","South America","sheet","NY00378099",NA,"01",NA,NA,NA,NA,NA
"11","2019-12-16 18:30:37-03","NYBG","NYBG","00906869","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","Mart. ex DC.","K. M. Gomez-Bezerra","2011",NA,"E. P. Heringer","1982","10","22","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.6442","-19.5828","-42.6442","-19.5828",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"18557","South America","sheet","NY00906869","NY00906869",NA,NA,NA,NA,NA,NA
"12","2019-11-04 10:48:23-03","UFRJ","RFA","29191","Preservedecimen","Plantae",NA,NA,"Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","R.P.Oliveira",NA,NA,"E.P.Heringer","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Planta invasora da capoeira em solos secos e fracos","auto",NA,"18561",NA,NA,"RFA31142",NA,NA,NA,NA,NA,NA,NA
"13","2013-07-03 10:59:33-03","EBDA","BAH","8379","S","Plantae",NA,NA,"Fabaceae","Platyciamus","regnelli","Platyciamus regnelli","Benth","G. M. Barroso","1982","06","Edson de F. Almeida,","1982","05","25","Brasil","Minas Geráis","Timóteo","Brasil, Minas Gerais, Mun. Temóteo","-42.6444","-19.5825",NA,NA,"16391",NA,"Árvore de mais ou menos 8m de altura em floração plena; panículas grandes terminais; flores antes da ântese com corola lilas-róseo e depois da antese alvas; marrom-nigrescente. Flores com perfume adocicado, visitadas por Bombus (manganga).","auto",NA,"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:16:54-03","UFBA","ALCB","024803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Benth.","Barroso, GM","1982","06","Almeida, EF","1982","05","20","Brasil","Minas Gerais","Timóteo",NA,"-42.5","-19.616667","-42.5","-19.616667",NA,NA,"Ca. 8,0m de altura em floração plena; panículas grandes terminais; flores antes da antese com corola lilás-róseo e depois alvas; cálice marrom-nigrescente. Flores com perfume adocicado, visitadas por Bombus (magangá). Única árvore vis",NA,NA,"207","Southern America",NA,"ALCB031990","ALCB031990 ALCB031990_1",NA,NA,NA,NA,NA,NA
"15","2019-02-22 15:22:10-03","ESALQ","ESA","102255","S","Plantae","Magnoliophyta",NA,"Malvaceae","Guazuma",NA,"Guazuma",NA,NA,NA,NA,"Tsuji, R.","2007","01","29","Brasil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"1592",NA,NA,"ESA102255","ESA102255",NA,NA,NA,NA,NA,NA
"16","2019-07-11 08:49:15-03","ESALQ","ESA","102021","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia","tuberosa","Ruellia tuberosa","L.","Azevedo, I.H.F.","2018","08","Tsuji, R.","2007","01","29","Brasil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"1591",NA,NA,"ESA102021","ESA102021","30",NA,NA,NA,NA,NA
"17","2019-02-22 15:20:39-03","ESALQ","ESA","9785","S","Plantae","Magnoliophyta",NA,"Lauraceae",NA,NA,NA,NA,NA,NA,NA,"Stehmann, J.R.","1992","10","30","Brasil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"BHCB 20792",NA,NA,"ESA009785",NA,NA,NA,NA,NA,NA,NA
"18","2019-07-11 08:53:20-03","ESALQ","ESA","56149","S","Plantae","Magnoliophyta",NA,"Lauraceae","Cryptocarya","minima","Cryptocarya minima","Mez","França, G.S.",NA,NA,"França, G.S.","2004","08","06","Brasil","Minas Gerais","Timóteo",NA,"-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"561",NA,NA,"ESA056149",NA,NA,NA,NA,NA,NA,NA
"19","2015-07-02 14:01:12-03","JBP","HPL","7012","S","Plantae",NA,NA,"Bignoniaceae","Paragonia",NA,"Paragonia",NA,NA,NA,NA,"R. Tsuji, H. Lorenzi et al.","2007","01","29","Brasil","MG","Timóteo","Coletado na via de acesso para a estrada do Parque Estadual do Rio Doce, ca. 5km antes.","-42.6444","-19.5825",NA,NA,"16391",NA,NA,"auto",NA,"1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:00:06-03","JBP","HPL","7010","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,NA,NA,"R. Tsuji, H. Lorenzi et al.","2007","01","29","Brasil","MG","Timóteo","Coletado na via de acesso para a estrada do Parque Estadual do Rio Doce, daninha.","-42.6444","-19.5825",NA,NA,"16391",NA,NA,"auto",NA,"1591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:02:42-03","JBP","HPL","7011","S","Plantae",NA,NA,"Malvaceae","Guazuma",NA,"Guazuma",NA,NA,NA,NA,"R. Tsuji, H. Lorenzi et al.","2007","01","29","Brasil","MG","Timóteo","Coletado na via de acesso para a estrada do Parque Estadual do Rio Doce, ca. 5km antes.","-42.6444","-19.5825",NA,NA,"16391",NA,NA,"auto",NA,"1592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-03-10 08:27:20-03","UFV","VIC","11353","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Tridax","procumbens","Tridax procumbens","L.","Brandão, M.","1994","07","Valadares, L.H.","1992","03","07","Brasil","Minas Gerais","Timóteo","Acesita, ao longo da estrada do GPA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva, c.a. de 60 cm de altura; flores amarelas-esbranquiçadas. Trabalho prático de BVE 230.","auto",NA,"s.n.",NA,NA,"VIC011353","VIC011353","01",NA,NA,NA,NA,NA
"23","2020-03-10 08:30:32-03","UFV","VIC","11667","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Borreria","verticillata","Borreria verticillata","(G.R.W.) Mey",NA,NA,NA,"Carvalho, A.F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva de ca 40 cm, flores em glomerulo, amarelo creme.","auto",NA,"75",NA,NA,"VIC011667","VIC011667",NA,NA,NA,NA,NA,NA
"24","2020-03-10 08:30:38-03","UFV","VIC","11669","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","brasiliensis","Richardia brasiliensis","Gomes",NA,NA,NA,"Carvalho, A. .F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva rasteira, flores branco-roseas.","auto",NA,"77",NA,NA,"VIC011669","VIC011669",NA,NA,NA,NA,NA,NA
"25","2020-03-10 08:30:59-03","UFV","VIC","11668","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Priva","lapulacea","Priva lapulacea",NA,"Cardoso, P.H.","2017","10","Carvalho, A.F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva de aprox. 30cm, flores violeta, folhas e talos arroxeados.","auto",NA,"76",NA,NA,"VIC011668","VIC011668","10",NA,NA,NA,NA,NA
"26","2020-03-10 08:28:28-03","UFV","VIC","11664","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Chamaesyce","thymifolia","Chamaesyce thymifolia","(L.) Millsp.","Silva, M.J.","2004","07","Carvalho, A.F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva prostrada, folhas vermelhas viva.","auto",NA,"72",NA,NA,"VIC011664","VIC011664","16",NA,NA,NA,NA,NA
"27","2020-03-10 08:28:29-03","UFV","VIC","11670","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","prostrata","Euphorbia prostrata","Aiton",NA,NA,NA,"Carvalho, A.F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva com cerca de 40 cm de altura, base ierior da folha de cor vermelha.","auto",NA,"78",NA,NA,"VIC011670","VIC011670",NA,NA,NA,NA,NA,NA
"28","2020-03-10 08:27:20-03","UFV","VIC","11665","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Tridax","procumbens","Tridax procumbens","L.","Teles, A.M.","2005","07","Carvalho, A.F.","1992","08","21","Brasil","Minas Gerais","Timóteo","Acesita Rua 102","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva, c.a. de 40 cm de altura; flores amarelo creme.","auto",NA,"73",NA,NA,"VIC011665","VIC011665","15",NA,NA,NA,NA,NA
"29","2020-03-10 08:29:36-03","UFV","VIC","21883F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","29","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Lantana camara L.","auto",NA,"102",NA,NA,"VIC21883F",NA,NA,NA,NA,NA,NA,NA
"30","2020-03-10 08:29:36-03","UFV","VIC","21882F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","29","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Lantana camara L.","auto",NA,"101",NA,NA,"VIC21882F",NA,NA,NA,NA,NA,NA,NA
"31","2020-03-10 08:29:36-03","UFV","VIC","21884F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","29","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Lantana camara L.","auto",NA,"103",NA,NA,"VIC21884F",NA,NA,NA,NA,NA,NA,NA
"32","2020-03-10 08:29:27-03","UFV","VIC","10681","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Piptadenia","contorta","Piptadenia contorta","(DC.) Benth.","Heringer, E.P.","1984","03","Heringer, E.P.","1982","10","22","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Preto (PERP)","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Árvore de capoeira em regeneração após incêndio total da mata primitiva.","auto",NA,"18583",NA,NA,"VIC010681","VIC010681","29",NA,NA,NA,NA,NA
"33","2020-03-10 08:29:36-03","UFV","VIC","21880F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","29","Brasil","Minas Gerais","Timóteo","Saida para Dionisio","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Lantana camara L.","auto",NA,"99",NA,NA,"VIC21880F",NA,NA,NA,NA,NA,NA,NA
"34","2020-03-10 08:29:36-03","UFV","VIC","21881F","PreservedSpecimen","Plantae",NA,NA,"Mycosphaerellaceae","Mycovellosiella","lantanae","Mycovellosiella lantanae","(Chupp) Deighton",NA,NA,NA,"Pereira, Mauricio J","1996","08","29","Brasil","Minas Gerais","Timóteo","Saida para Dionisio","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Lantana camara L.","auto",NA,"100",NA,NA,"VIC21881F",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:44:37-03","UFJF","CESJ","44881","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes",NA,NA,NA,"G.S. França; F. Raggi","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.568611","-19.591111","-42.568611","-19.591111",NA,NA,"Herbáceo, frutos bonina, Floresta Estacional Semidecidual Submontana, Macuco.",NA,NA,"518","América do Sul",NA,"CESJ044881",NA,NA,"248","248",NA,NA,NA
"36","2019-11-21 14:40:10-03","UFJF","CESJ","44875","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","parviflora","Marlierea parviflora","O.Berg","G.S. França",NA,NA,"G.S. França; F.Raggi","2004","05","04","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,NA,"auto",NA,"542","América do Sul",NA,"CESJ044875",NA,NA,"248","248",NA,NA,NA
"37","2019-11-21 14:29:49-03","UFJF","CESJ","25258","PreservedSpecimen","Plantae","Angiosperma",NA,"Acanthaceae",NA,NA,NA,NA,NA,NA,NA,"Fazendeiro","1989","02",NA,"Brasil","Minas Gerais","Timóteo","Acesita","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Suspeita de ser tóxica.","auto",NA,"s.n.","América do Sul",NA,"CESJ025258","CESJ025258",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:32:17-03","UFJF","CESJ","58382","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Vernonia","condensata","Vernonia condensata","Baker","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","09",NA,"Brasil","Minas Gerais","Timóteo","Alphaville, Maria Joaquina","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Necroton. Coletado em horta caseira. Aromática. Usada medicinalmente contra problemas gástricos e hepáticos.","auto",NA,"48","América do Sul",NA,"CESJ058382",NA,"19",NA,NA,NA,NA,NA
"39","2019-11-21 14:32:40-03","UFJF","CESJ","58393","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Varronia","verbenacea","Varronia verbenacea","(DC.) Borhidi","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","09",NA,"Brasil","Minas Gerais","Timóteo","Alphaville, Maria Joaquina","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva baleeira. Coletado em horta caseira. Usada medicinalmente como antiinflamatório.","auto",NA,"59","América do Sul",NA,"CESJ058393",NA,"19",NA,NA,NA,NA,NA
"40","2019-11-21 14:31:14-03","UFJF","CESJ","58308","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Artemisia","absinthium","Artemisia absinthium","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","30","Brasil","Minas Gerais","Timóteo","Alvorada, João Teodomiro","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Losna. Subarbusto de caule piloso, folhas multifendidas de lóbulos finos. Flores em capítulos de cor amarela. Folhas são usadas em maceração no tratamento de má digestão e problemas hepáticos.","auto",NA,"27","América do Sul",NA,"CESJ058308","CESJ058308","01",NA,NA,NA,NA,NA
"41","2019-11-21 14:31:35-03","UFJF","CESJ","58299","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Chamomilla","recutia","Chamomilla recutia","(L.) Rauschert","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","30","Brasil","Minas Gerais","Timóteo","Alvorada, João Teodomiro","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Camomila. Flores reunidas em capítulos, com as flores centrais amarelas e as marginais de corola branca. Folhas são usadas em infusão como calmante.","auto",NA,"18","América do Sul",NA,"CESJ058299","CESJ058299","01",NA,NA,NA,NA,NA
"42","2019-11-21 14:52:38-03","UFJF","CESJ","58285","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Equisetaceae","Equisetum","hyemale","Equisetum hyemale","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","30","Brasil","Minas Gerais","Timóteo","Alvorada, João Teodomiro","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Cavalinha. Hastes ocas, eretas e de textura áspera. Hastes são usadas em infusão como diurético.","auto",NA,"4","América do Sul",NA,"CESJ058285",NA,"29",NA,NA,NA,NA,NA
"43","2019-11-21 14:44:41-03","UFJF","CESJ","58314","PreservedSpecimen","Plantae","Angiosperma",NA,"Rutaceae","Ruta","graveolens","Ruta graveolens","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","30","Brasil","Minas Gerais","Timóteo","Alvorada, João Teodomiro","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Arruda. Subarbusto aromático, folíolos glabros de cor verde-azulada. Flores pequenas de cor amarela. O sumo da folha é usado contra conjutivite.","auto",NA,"33","América do Sul",NA,"CESJ058314",NA,"01",NA,NA,NA,NA,NA
"44","2019-11-21 14:37:49-03","UFJF","CESJ","58307","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Mentha",NA,"Mentha",NA,"I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","30","Brasil","Minas Gerais","Timóteo","Alvorada, João Teodomiro","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Hortelã. Erva aromática, semi-ereta com ramos de cor verde. Folhas são usadas em infusão no tratamento de gripes, resfriados e tosses.","auto",NA,"26","América do Sul",NA,"CESJ058307",NA,"01",NA,NA,NA,NA,NA
"45","2019-11-21 14:42:26-03","UFJF","CESJ","58305","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Coix","lacryma-jobi","Coix lacryma-jobi","L.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Conta de lágrima. Folhas cartáceas, com margens serrado-espinescentes. Fruto globoso, duro, perolado, de cor esbranquiçada meio acinzentados. Folhas são usadas como diurético em infusões.","auto",NA,"24","América do Sul",NA,"CESJ058305",NA,"01",NA,NA,NA,NA,NA
"46","2019-11-21 14:37:49-03","UFJF","CESJ","58289","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Origanum","vulgare","Origanum vulgare","L.","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Orégano. Erva aromática, ereta. Folhas são usadas em infusão contra má digestão.","auto",NA,"8","América do Sul",NA,"CESJ058289",NA,"29",NA,NA,NA,NA,NA
"47","2019-11-21 14:31:32-03","UFJF","CESJ","58293","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Baccharis","trimera","Baccharis trimera","(Less.) DC","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","08","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Carqueja. Folhas dispostas ao longo de caules e ramos como expansões aladas. Inflorescências do tipo capítulo de cor esbranquiçada. Folhas são usadas em maceração no","auto",NA,"12","América do Sul",NA,"CESJ058293","CESJ058293","29",NA,NA,NA,NA,NA
"48","2019-11-21 14:32:40-03","UFJF","CESJ","58304","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Varronia","verbenacea","Varronia verbenacea","(DC.) Borhidi","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva baleeira. Flores pequenas, brancas, dispostas em inflorescências racemosas terminais. Folhas são usadas em infusão no tratamento de gota, artrite reumatóide e reumatismo.","auto",NA,"23","América do Sul",NA,"CESJ058304",NA,"01",NA,NA,NA,NA,NA
"49","2019-11-21 14:37:49-03","UFJF","CESJ","58312","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Ocimum","selloi","Ocimum selloi","Benth.","I.T.S. Rogério","2011","09","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Erva doce. Subarbusto aromático. Flores pequenas de cor branca, dispostas em racemos terminais.Semebtes usadas em infusão no tratamento de cólicas infantis e gases intestinais.","auto",NA,"31","América do Sul",NA,"CESJ058312",NA,"01",NA,NA,NA,NA,NA
"50","2019-11-21 14:31:35-03","UFJF","CESJ","58284","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Chamomilla","recutia","Chamomilla recutia","(L.) Rauschert","I.T.S. Rogério","2011","08","I.T.S. Rogério","2011","07","13","Brasil","Minas Gerais","Timóteo","Ana Rita, Instituto VITTA","-42.644401550293","-19.5825004577637",NA,NA,"16391",NA,"Camomila. Flores reunidas em capítulos, com as flores centrais amarelas e as marginais de corola branca. Folhas são usadas em infusão como calmante.","auto",NA,"3","América do Sul",NA,"CESJ058284","CESJ058284","29",NA,NA,NA,NA,NA
