"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"279","2019-07-02 15:55:08-03","UEM","HUEM","1460","S","Plantae",NA,NA,NA,"Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Hatschbach, G.","1984","12","12","Brasil","Minas Gerais","Muriaé","Rod. BR-116","-42.3664016723633","-21.1305999755859","32715",NA,"Trepadeira lenhosa; flor alvescente; nervuras e ápice corola vermelhos","auto","Mart.","Hatschbach, G.","1985","01",NA,"48791",NA,NA,NA,NA,"HUEM000002287","HUEM000002287",NA,NA,NA,NA,NA,NA
"280","2020-02-11 18:26:32-03","UFMG","BHCB-SL","47231","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","terminatum","Adiantum terminatum","Salino, A","1999","04","18","Brasil","Minas Gerais","Muriaé","Usina Hidrelétrica Cachoeira Encoberta.","-42.617747","-21.218211",NA,NA,"Área do Retiro. Floresta de encosta. Terrícola, no interior da floresta",NA,"Kunze ex Miq.","Prado, J","2000","04",NA,"4617","América","-42.617747","-21.218211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2019-11-07 11:20:09-03","UFMG","BHCB-SL","41184","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","Salino, A","1998","03","21","Brasil","Minas Gerais","Muriaé","Rio Glória.","-42.617747","-21.218211",NA,NA,"Terrestre no interior de floresta ciliar.",NA,"Raddi","Salino, A","1998","03",NA,"4098","América","-42.617747","-21.218211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-12-19 16:21:03-03","UFMG","BHCB-SL","41185","PreservedSpecimen","Plantae",NA,NA,NA,"Tectariaceae","Tectaria","incisa","Tectaria incisa","Salino, A","1998","03","21","Brasil","Minas Gerais","Muriaé","à margens do rio Glória, na Floresta Ciliar da área de captação de água do DEMADE","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre; interior de floresta ciliar","auto","Cav.","Salino, A",NA,NA,NA,"4099","América",NA,NA,NA,"BHCB002503","BHCB002503",NA,NA,NA,NA,NA,NA
"283","2019-12-19 16:19:07-03","UFMG","BHCB-SL","47217","PreservedSpecimen","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","stuebelianum","Asplenium stuebelianum","Salino, A; Morais, PO","1999","04","17","Brasil","Minas Gerais","Muriaé","Área da Usina Hidrelétrica Cachoeira Encoberta.","-42.3664016723633","-21.1305999755859","32715",NA,"Rupícula no inteirior de Floresta Ciliar","auto","Hieron.","Matos, FB",NA,NA,NA,"4603","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-03-04 20:43:08-03","UFMG","BHCB-SL","47221","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","Salino, A; Morais, PO","1999","04","17","Brasil","Minas Gerais","Muriaé","Área da Usina Hidrelétrica Cachoeira Encoberta.","-42.3664016723633","-21.1305999755859","32715",NA,"Terrícola, interior de floresta ciliar.","auto","R.S.Viveros & Salino","Viveros, RS","2015","11",NA,"4607","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-07 11:17:15-03","UFMG","BHCB-SL","47216","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Didymoglossum","krausii","Didymoglossum krausii","Salino, A; Morais, PO","1999","04","17","Brasil","Minas Gerais","Muriaé","Área da Usina Hidrelétrica Cachoeria Encoberta","-42.3664016723633","-21.1305999755859","32715",NA,"Rupícola, no interior de floresta ciliar.","auto","(Hook. & Grev.) C.Presl","Salino, A","2010","09",NA,"4602","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-07 11:19:10-03","UFMG","BHCB-SL","41339","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Serpocaulon","meniscifolium","Serpocaulon meniscifolium","Salino, A; Morais, PO","1998","04","18","Brasil","Minas Gerais","Muriaé","Área de inundação da Usina Hidrelétrica de Cachoeira Encoberta, às margens do Rio Glória.","-42.3664016723633","-21.1305999755859","32715",NA,"Crescendo sobre rocha com humus, em floresta ciliar, na margem do rio.","auto","(Langsd. & Fisch.) A.R.Sm.","Salino, A","2010","08",NA,"4189","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-07 11:19:21-03","UFMG","BHCB-SL","41170","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum",NA,"Adiantum","Salino, A","1998","03","21","Brasil","Minas Gerais","Muriaé","Rio Glória.","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre no interior de floresta ciliar.","auto",NA,NA,NA,NA,NA,"4084","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-07 11:17:15-03","UFMG","BHCB-SL","41204","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Didymoglossum","krausii","Didymoglossum krausii","Salino, A","1998","03","22","Brasil","Minas Gerais","Muriaé","Rio Glória., Floresta Ciliar da área de captação de água do DEMAE","-42.3664016723633","-21.1305999755859","32715",NA,"Crescendo sobre rocha, a margem de rio.","auto","(Hook. & Grev.) C.Presl","Salino, A","2010","09",NA,"4118","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-07 11:13:54-03","UFMG","BHCB-SL","41169","PreservedSpecimen","Plantae",NA,NA,NA,"Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","Salino, A","1998","03","21","Brasil","Minas Gerais","Muriaé","Rio Glória., na Floresta Ciliar da área de captação de água do DEMAE","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre, interior de floresta ciliar","auto","(L.) Sw.","Mynssen, CM; Jascone, CE","2005","06",NA,"4083","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-02-11 18:26:28-03","UFMG","BHCB-SL","47230","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","dolosum","Adiantum dolosum","Salino, A","1999","04","18","Brasil","Minas Gerais","Muriaé","Usina Hidrelétrica Cachoeira Encoberta.","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre no interior de floresta.","auto","Kunze","Salino, A","1999","04",NA,"4616","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-07 11:19:28-03","UFMG","BHCB-SL","41337","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantum","glaucescens","Adiantum glaucescens","Salino, A","1998","04","18","Brasil","Minas Gerais","Muriaé","Usina Hidrelétrica de Cachoeira.","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre no interior de floresta.","auto","Klotzsch","Prado, J","2000","01",NA,"4187","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-07 11:19:17-03","UFMG","BHCB-SL","41336","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","Salino, A","1998","04","18","Brasil","Minas Gerais","Muriaé","Usina Hidrelétrica de Cachoeira.","-42.3664016723633","-21.1305999755859","32715",NA,"Terrestre.","auto","(L.) Fée","Salino, A","1998","04",NA,"4186","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-02-11 18:26:18-03","UFMG","BHCB-SL","47222","PreservedSpecimen","Plantae",NA,NA,NA,"Polypodiaceae","Pecluma","plumula","Pecluma plumula","Salino, A; Morais, PO","1999","04","17","Brasil","Minas Gerais","Muriaé","Usina Hidrelétrica de Cachoeira., Floresta Ciliar.","-42.3664016723633","-21.1305999755859","32715",NA,"Rupícola, interior de floresta.","auto","(Willd.) M.G.Price","Assis, FC; Salino, A","2005","02",NA,"4608","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-05-06 11:54:10-03","UFU","HUFU","61188","S","Plantae",NA,NA,NA,"Asteraceae","Symphyopappus",NA,"Symphyopappus","Guarçoni, E.","2005","02","07","Brasil","Minas Gerais","Muriaé","Belisário, Graminha, Faz. Graminha","-42.3664016723633","-21.1305999755859","32715",NA,"Subarbusto, comum. Folhas verdes, caule verde. Inflrescência lilás, pétalas brancas com estrias lilases.; Mata.","auto",NA,NA,NA,NA,NA,"831",NA,NA,NA,NA,"HUFU00055742","HUFU00055742",NA,NA,NA,NA,NA,NA
"295","2020-03-02 13:44:45-03","UFSC","FLOR","15835","PreservedSpecimen","Plantae",NA,NA,"Myrtales","Melastomataceae","Leandra","sericea","Leandra sericea","Hatschbach, G.; Silva, J.M.","1984","12","12","Brasil","Minas Gerais","Muriaé","Rod. BR-116.","-42.3664016723633","-21.1305999755859","32715",NA,"arbusto, flor alva, anteras rosadas, 2m altura","auto","DC.","Wurdack, J.J.",NA,NA,NA,"48784",NA,NA,NA,NA,"FLOR0015835",NA,NA,NA,NA,NA,NA,NA
"296","2017-09-11 16:26:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","Saint-Hilaire, AFCP",NA,NA,NA,"Brazil","Minas Gerais","Muriaé","Cescit in silvis caeduis et Caa - apoam per prov S. Pauli et Minarum. Prope Itajurú de S. Miguel do Matoi dentro","-42.37","-21.13",NA,NA,NA,NA,"A.St.-Hil.",NA,NA,NA,NA,"s.n.","Southern America","-42.37","-21.13",NA,NA,"P13P1N0010",NA,NA,NA,NA,NA,NA
"297","2017-09-11 16:27:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Bignoniaceae","Lundia","umbrosa","Lundia umbrosa","Saint-Hilaire, AFCP",NA,NA,NA,"Brazil","Minas Gerais","Muriaé","In provincia Minas Geraes ad Itajuru.","-42.37","-21.13",NA,NA,NA,NA,"Bureau",NA,NA,NA,NA,"s.n.","Southern America","-42.37","-21.13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-03-06 14:30:10-03","UFRGS","ICN","096279","S","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","Hatschbach, G; Silva, JM","1984","12","11","Brasil","MG","Muriaé","Rod. BR 116","-42.3664016723633","-21.1305999755859","32715",NA,"Doação do Museu Botânico Municipal","auto","Gardner","Landrum, LR","1988",NA,NA,"48785","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-21 10:02:30-03","IBt","SP","392182","S","Plantae",NA,NA,NA,"Bromeliaceae","Alcantarea","odorata","Alcantarea odorata","Versieux, LM; Calvente, AM","2007","02","12","Brasil","Minas Gerais","Muriaé","Cultivada às margens da BR-116.","-42.456556","-21.333472",NA,NA,NA,NA,"(Leme) J.R.Grant","Versieux, LM",NA,NA,NA,"432",NA,"-42.456556","-21.333472",NA,"SP050801","SP050801",NA,"200","200",NA,NA,NA
"300","2019-11-21 10:09:19-03","IBt","SP","366644","S","Plantae",NA,NA,NA,"Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Leoni, LS","2001","07","11","Brasil","Minas Gerais","Muriaé","Belizário, área perturbada ao lado da estrada","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Cav.","Mamede, MCH","2012",NA,NA,"4686",NA,NA,NA,NA,"SP022073",NA,NA,NA,NA,NA,NA,NA
"301","2019-11-21 09:58:18-03","IBt","SP","335521","S","Plantae",NA,NA,NA,"Annonaceae","Duguetia","chrysocarpa","Duguetia chrysocarpa","Mello-Silva, R; Pirani, JR; Simão Bianchini, R; Fernandes, JB; Ferreira, AG","1989","10","22","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre","-42.3664016723633","-21.1305999755859","32715",NA,"Arvoreta ca. 7 m, no interior da floresta. Flores creme com pétalas pintalgadas de cinza-arroxeado (reação contra mordedura de insetos?). Androceu e base da face interna das pétalas vermelhos. Gineceu creme.","auto","Maas","Maas, PJM","1996",NA,NA,"98",NA,NA,NA,NA,"SP000296","SP000296","Isotype",NA,NA,NA,NA,NA
"302","2019-11-21 10:04:10-03","IBt","SP","247359","S","Plantae",NA,NA,NA,"Euphorbiaceae","Dalechampia","ficifolia","Dalechampia ficifolia","Pirani, JR; et al.","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto de córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116.&nf;Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Lam.","Webster, GL","1998",NA,NA,"2526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-11-21 10:19:45-03","IBt","SP","247361","S","Plantae",NA,NA,NA,"Urticaceae","Pourouma","guianensis","Pourouma guianensis","Pirani, JR; et al.","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do córrego Bairro Alegre, beira da BR 116","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Aubl.","Romaniuc Neto, S","1991","04",NA,"2524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-11-21 10:10:57-03","IBt","SP","247358","S","Plantae",NA,NA,NA,"Moraceae","Sorocea",NA,"Sorocea","Pirani, JR; et al.","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do córrego Bairro Alegre, beira da BR 116","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-11-21 10:04:08-03","IBt","SP","247360","S","Plantae",NA,NA,NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia","Pirani, JR; et al.","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do córrego Bairro Alegre, beira da BR 116","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"2525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-21 10:03:44-03","IBt","SP","247362","S","Plantae",NA,NA,NA,"Euphorbiaceae",NA,NA,NA,"Pirani, JR; et al.","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do córrego Bairro Alegre, beira da BR 116","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"2530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-21 10:11:09-03","IBt","SP","249912","S","Plantae",NA,NA,NA,"Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","Hatschbach, G; Silva, JM","1984","12","11","Brasil","Minas Gerais","Muriaé","Rod. BR-116.","-42.3664016723633","-21.1305999755859","32715",NA,"Pequena árvore de flores alvas. Da mata.","auto","Gardner","Landrum, LR","1988",NA,NA,"48785",NA,NA,NA,NA,"SP056388","SP056388",NA,NA,NA,NA,NA,NA
