"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"226","2019-07-24 16:08:14-03","SMITHSONIAN","US","3177905","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Myrtales","Myrtaceae","Campomanesia","laurifolia","Campomanesia laurifolia","G. Hatschbach & J. M. Silva","1984","12","11","Brazil","Minas Gerais","Muriaé","Rod BR 116","-42.3664016723633","-21.1305999755859","32715",NA,"<a href=http://n2t.net/ark:/65665/39d74e675-6f43-4289-bb80-4fdf01ebf0c1 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Gardner",NA,NA,NA,NA,"48785","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-07-24 16:11:36-03","SMITHSONIAN","US","2121312","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Ranunculales","Ranunculaceae","Clematis","affinis","Clematis affinis","L. S. Netto",NA,NA,NA,"Brazil","Minas Gerais","Muriaé","S. Paulo de Muriahé","-42.3664016723633","-21.1305999755859","32715",NA,"<a href=http://n2t.net/ark:/65665/387f8537c-8c4a-46f4-a191-9902fca1a55c target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","A. St.-Hil.",NA,NA,NA,NA,"s.n.","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-07-24 16:06:16-03","SMITHSONIAN","US","3036826","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Myrtales","Melastomataceae","Leandra","sericea","Leandra sericea","G. Hatschbach & J. M. Silva","1984","12","12","Brazil","Minas Gerais","Muriaé","Rod. BR-116","-42.3664016723633","-21.1305999755859","32715",NA,"<a href=http://n2t.net/ark:/65665/3badfecda-6dfd-4dc8-aa6f-488ca7fc6b37 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","DC.",NA,NA,NA,NA,"48784","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-07-24 16:06:27-03","SMITHSONIAN","US","3210359","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Myrtales","Melastomataceae","Miconia","affinis","Miconia affinis","R. Siamao-Bianchini","1989","10","23","Brazil","Minas Gerais","Muriaé","Fazenda Barra Alegre","-42.3664016723633","-21.1305999755859","32715",NA,"<a href=http://n2t.net/ark:/65665/33558befb-06e1-4a92-829a-a535095e5a53 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","DC.",NA,NA,NA,NA,"200","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-13 11:19:36-03","USP","SPF","68177","PreservedSpecimen","Plantae",NA,NA,NA,"Erythroxylaceae","Erythroxylum","citrifolium","Erythroxylum citrifolium","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","A.St.-Hil.","Jara, A","2012",NA,NA,"201",NA,NA,NA,NA,"SPF00068177",NA,NA,NA,NA,NA,NA,NA
"231","2019-11-13 11:17:31-03","USP","SPF","68164","PreservedSpecimen","Plantae",NA,NA,NA,"Campanulaceae","Centropogon","cornutus","Centropogon cornutus","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(L.) Druce","Godoy, SAP","1992","01","06","215",NA,NA,NA,NA,"SPF00068164","SPF00068164",NA,NA,NA,NA,NA,NA
"232","2019-11-13 11:31:24-03","USP","SPF","67629","PreservedSpecimen","Plantae",NA,NA,NA,"Santalaceae","Phoradendron","piperoides","Phoradendron piperoides","Mello-Silva, R","1989","10","22","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Kunth) Trel.","Kuijt, J","1996","04","10","99",NA,NA,NA,NA,"SPF00067629",NA,NA,NA,NA,NA,NA,NA
"233","2019-11-13 11:26:40-03","USP","SPF","68170","PreservedSpecimen","Plantae",NA,NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"209",NA,NA,NA,NA,"SPF00068170",NA,NA,NA,NA,NA,NA,NA
"234","2019-11-13 11:32:20-03","USP","SPF","68160","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Hiern","Anônimo",NA,NA,NA,"219",NA,NA,NA,NA,"SPF00068160","SPF00068160",NA,NA,NA,NA,NA,NA
"235","2019-11-13 11:32:14-03","USP","SPF","68169","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","graveolens","Solanum graveolens","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Bunbury","Feliciano, EA","2007","10",NA,"210",NA,NA,NA,NA,"SPF00068169","SPF00068169",NA,NA,NA,NA,NA,NA
"236","2019-11-13 11:17:24-03","USP","SPF","68168","PreservedSpecimen","Plantae",NA,NA,NA,"Cactaceae","Rhipsalis","lindbergiana","Rhipsalis lindbergiana","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","K.Schum.","Zappi, DC","2004",NA,NA,"211",NA,NA,NA,NA,"SPF00068168",NA,NA,NA,NA,NA,NA,NA
"237","2019-11-13 11:14:03-03","USP","SPF","147862","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Mello-Silva, R","2001","08","02","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Vell.","Fernandes, UG","2015","05",NA,"1837",NA,NA,NA,NA,"SPF00147862","SPF00147862",NA,NA,NA,NA,NA,NA
"238","2019-11-13 11:31:29-03","USP","SPF","68713","PreservedSpecimen","Plantae",NA,NA,NA,"Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Mart.","Somner, GV","1995","10",NA,"2540",NA,NA,NA,NA,"SPF00068713",NA,NA,NA,NA,NA,NA,NA
"239","2019-11-13 11:13:56-03","USP","SPF","68746","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Mart.","Vitta, FA; Buzato, S","1997",NA,NA,"2528",NA,NA,NA,NA,"SPF00068746",NA,NA,NA,NA,NA,NA,NA
"240","2019-11-13 11:26:12-03","USP","SPF","68744","PreservedSpecimen","Plantae",NA,NA,NA,"Meliaceae","Trichilia","elegans","Trichilia elegans","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","A.Juss.","Pirani, JR","2009",NA,NA,"2532",NA,NA,NA,NA,"SPF00068744",NA,NA,NA,NA,NA,NA,NA
"241","2019-11-13 11:19:46-03","USP","SPF","68166","PreservedSpecimen","Plantae",NA,NA,NA,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,"Fazenda Barra Alegre. Mata atlântica.; Árvore, 10 m alt., no interior da mata. Folhas jovens avermelhadas, inflorescência verde claro.","auto","(A.Juss.) Baill.","Santos, RF","2013","08",NA,"213",NA,NA,NA,NA,"SPF00068166","SPF00068166",NA,NA,NA,NA,NA,NA
"242","2019-11-13 11:17:04-03","USP","SPF","68161","PreservedSpecimen","Plantae",NA,NA,NA,"Boraginaceae","Tournefortia","paniculata","Tournefortia paniculata","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Cham.","Cavalheiro, L","2001","10",NA,"218",NA,NA,NA,NA,"SPF00068161","SPF00068161",NA,NA,NA,NA,NA,NA
"243","2019-11-13 11:13:48-03","USP","SPF","68159","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Justicia",NA,"Justicia","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"220",NA,NA,NA,NA,"SPF00068159","SPF00068159",NA,NA,NA,NA,NA,NA
"244","2019-11-13 11:31:34-03","USP","SPF","68740","PreservedSpecimen","Plantae",NA,NA,NA,"Sapindaceae","Paullinia","meliifolia","Paullinia meliifolia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Juss.","Ferrucci, MS","1993",NA,NA,"2535",NA,NA,NA,NA,"SPF00068740",NA,NA,NA,NA,NA,NA,NA
"245","2019-11-13 11:14:03-03","USP","SPF","68724","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Ruellia","sceptrum-marianum","Ruellia sceptrum-marianum","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Vell.) Stearn","Ezcurra, C","1991",NA,NA,"2527",NA,NA,NA,NA,"SPF00068724","SPF00068724",NA,NA,NA,NA,NA,NA
"246","2019-11-13 11:32:32-03","USP","SPF","68729","PreservedSpecimen","Plantae",NA,NA,NA,"Urticaceae","Pourouma","guianensis","Pourouma guianensis","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Aubl.","Romaniuc Neto, S","1991",NA,NA,"2524",NA,NA,NA,NA,"SPF00068729",NA,NA,NA,NA,NA,NA,NA
"247","2019-11-13 11:25:38-03","USP","SPF","68178","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(DC.) Naudin","Wurdack, JJ","1992",NA,NA,"200",NA,NA,NA,NA,"SPF00068178",NA,NA,NA,NA,NA,NA,NA
"248","2019-11-13 11:27:28-03","USP","SPF","68741","PreservedSpecimen","Plantae",NA,NA,NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Vell.) Reitz","Furlan, A","1995",NA,NA,"2534",NA,NA,NA,NA,"SPF00068741",NA,NA,NA,NA,NA,NA,NA
"249","2019-11-13 11:26:08-03","USP","SPF","68710","PreservedSpecimen","Plantae",NA,NA,NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(L.) Sleumer","Pirani, JR",NA,NA,NA,"2538",NA,NA,NA,NA,"SPF00068710",NA,NA,NA,NA,NA,NA,NA
"250","2019-11-13 11:26:15-03","USP","SPF","68709","PreservedSpecimen","Plantae",NA,NA,NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Sw.","Pirani, JR","1989",NA,NA,"2537",NA,NA,NA,NA,"SPF00068709","SPF00068709",NA,NA,NA,NA,NA,NA
"251","2019-11-13 11:17:58-03","USP","SPF","68167","PreservedSpecimen","Plantae",NA,NA,NA,"Clusiaceae","Tovomita",NA,"Tovomita","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"212",NA,NA,NA,NA,"SPF00068167",NA,NA,NA,NA,NA,NA,NA
"252","2019-11-13 11:26:10-03","USP","SPF","68745","PreservedSpecimen","Plantae",NA,NA,NA,"Meliaceae","Trichilia",NA,"Trichilia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé",NA,"-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,NA,NA,NA,NA,"2529",NA,NA,NA,NA,"SPF00068745","SPF00068745",NA,NA,NA,NA,NA,NA
"253","2019-11-13 11:31:00-03","USP","SPF","139746","PreservedSpecimen","Plantae",NA,NA,NA,"Rutaceae","Pilocarpus","riedelianus","Pilocarpus riedelianus","Salino, A","1999","04","17","Brasil","Minas Gerais","Muriaé","Área da Usina Hidrelétrica Cachoeira Encoberta.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Engl.","Salino, A","1999","04",NA,"4609",NA,NA,NA,NA,"SPF00139746",NA,NA,NA,NA,NA,NA,NA
"254","2019-11-13 11:15:36-03","USP","SPF","139748","PreservedSpecimen","Plantae",NA,NA,NA,"Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","Salino, A","1998","03","21","Brasil","Minas Gerais","Muriaé","Às margens do rio Glória.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(DC.) Decne. & Planch.","Fiaschi, P","2000","02",NA,"4097",NA,NA,NA,NA,"SPF00139748","SPF00139748",NA,NA,NA,NA,NA,NA
"255","2019-11-13 11:14:35-03","USP","SPF","67630","PreservedSpecimen","Plantae",NA,NA,NA,"Annonaceae","Duguetia","chrysocarpa","Duguetia chrysocarpa","Mello-Silva, R","1989","10","22","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre","-42.3664016723633","-21.1305999755859","32715",NA,"Arvoreta ca. 7m alt., no interior da floresta. Flores creme com pétalas pintalgadas de cinza-arroxeado (reação contra mordedura de insetos?). Androceu e base da face interna das pétalas vermelhos. Gineceu creme.","auto","Maas","Maas, PJM","1996",NA,NA,"98",NA,NA,NA,NA,"SPF00067630",NA,"holotype",NA,NA,NA,NA,NA
"256","2019-11-13 11:21:08-03","USP","SPF","68155","PreservedSpecimen","Plantae",NA,NA,NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Meisn.) Mez","Baitello, JB","1992","06",NA,"224",NA,NA,NA,NA,"SPF00068155",NA,NA,NA,NA,NA,NA,NA
"257","2019-11-13 11:28:16-03","USP","SPF","68683","PreservedSpecimen","Plantae",NA,NA,NA,"Piperaceae","Ottonia",NA,"Ottonia","Mello-Silva, R","1989","10","22","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Spreng.",NA,NA,NA,NA,"100",NA,NA,NA,NA,"SPF00068683","SPF00068683",NA,NA,NA,NA,NA,NA
"258","2019-11-13 11:14:33-03","USP","SPF","67632","PreservedSpecimen","Plantae",NA,NA,NA,"Annonaceae","Anaxagorea","dolichocarpa","Anaxagorea dolichocarpa","Mello-Silva, R","1989","10","22","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,"Árvore até 7 m alt., com ramos desde a base. Folhagem verde-escura. Flores verdes com indumento ferrugíneo. Androceu amarelo-claro. Frutos imaturos amarelos.; Interior da floresta.","auto","Sprague & Sandwith","Maas, PJM","1992",NA,NA,"96",NA,NA,NA,NA,"SPF00067632",NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:32:02-03","USP","SPF","68171","PreservedSpecimen","Plantae",NA,NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","(Tul.) A.DC.","Pereira, MVL","1990",NA,NA,"208",NA,NA,NA,NA,"SPF00068171",NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:27:50-03","USP","SPF","68175","PreservedSpecimen","Plantae",NA,NA,NA,"Oxalidaceae","Oxalis","barrelieri","Oxalis barrelieri","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","L.","Abreu, MC","2010","07",NA,"203",NA,NA,NA,NA,"SPF00068175",NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:28:23-03","USP","SPF","68156","PreservedSpecimen","Plantae",NA,NA,NA,"Piperaceae","Piper","amplum","Piper amplum","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Kunth","Monteiro, D","2011","05",NA,"223",NA,NA,NA,NA,"SPF00068156","SPF00068156",NA,NA,NA,NA,NA,NA
"262","2019-11-13 11:28:21-03","USP","SPF","68157","PreservedSpecimen","Plantae",NA,NA,NA,"Piperaceae","Piper","amalago","Piper amalago","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","L.","Carvalho-Silva, M","2001","06",NA,"222",NA,NA,NA,NA,"SPF00068157","SPF00068157",NA,NA,NA,NA,NA,NA
"263","2019-11-13 11:26:23-03","USP","SPF","68174","PreservedSpecimen","Plantae",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Simão-Bianchini, R","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre. Mata Atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Erva no interior da mata, em clareira, flores brancas, fruto castanho-arroxeado e látex alvo.","auto","Lam.","Berg, CC","1995","11","15","204",NA,NA,NA,NA,"SPF00068174",NA,NA,NA,NA,NA,NA,NA
"264","2019-11-13 11:28:14-03","USP","SPF","68743","PreservedSpecimen","Plantae",NA,NA,NA,"Picramniaceae","Picramnia","glazioviana","Picramnia glazioviana","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barro Alegre. Mata perto do Córrego Barro Alegre. Beira da BR 116. Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Arvoreta 3,0 m alt., no interior da mata. Inflorescência pistiladas pêndula, eixo e sépalas verdes, pétalas vermelhas, ovário verde com 3 estigmas creme, estaminódios vermelhos, disco nectarífero avermelhado.","auto","Engl.","Pirani, JR","1989",NA,NA,"2531",NA,NA,NA,NA,"SPF00068743",NA,NA,NA,NA,NA,NA,NA
"265","2020-02-03 14:46:04-03","USP","SPF","68728","PreservedSpecimen","Plantae",NA,NA,NA,"Euphorbiaceae","Micrandra",NA,"Micrandra","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto de Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116. Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Árvore 6 m alt., na orla da mata, folhagem lustrosa. Infrutescências eretas com flores pistiladas e frutos imaturos verdes.","auto",NA,NA,NA,NA,NA,"2530",NA,NA,NA,NA,"SPF00068728",NA,NA,NA,NA,NA,NA,NA
"266","2019-11-13 11:28:06-03","USP","SPF","68715","PreservedSpecimen","Plantae",NA,NA,NA,"Peraceae","Pera",NA,"Pera","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto de Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116. Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Árvore 7 m, na orla da mata. Invólucro amarelo.","auto",NA,NA,NA,NA,NA,"2542",NA,NA,NA,NA,"SPF00068715","SPF00068715",NA,NA,NA,NA,NA,NA
"267","2019-11-13 11:28:06-03","USP","SPF","68711","PreservedSpecimen","Plantae",NA,NA,NA,"Peraceae","Pera",NA,"Pera","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto de Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116. Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Árvore 7 m, na orla da mata. Frutos verde-claros.","auto",NA,NA,NA,NA,NA,"2539",NA,NA,NA,NA,"SPF00068711","SPF00068711",NA,NA,NA,NA,NA,NA
"268","2019-11-13 11:26:23-03","USP","SPF","67742","PreservedSpecimen","Plantae",NA,NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto de Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116. Floresta pluvial tropical atlântica.","-42.3664016723633","-21.1305999755859","32715",NA,"Arvoreta do interior da mata, 5 m alt. Flores pistiladas verdes com estigmas amarelos.","auto","(Spreng.) Lanj. & Rossberg","Berg, CC","1995","11","15","2533",NA,NA,NA,NA,"SPF00067742",NA,NA,NA,NA,NA,NA,NA
"269","2019-11-13 11:20:05-03","USP","SPF","68725","PreservedSpecimen","Plantae",NA,NA,NA,"Euphorbiaceae","Dalechampia","ficifolia","Dalechampia ficifolia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116.","-42.3664016723633","-21.1305999755859","32715",NA,"Trepadeira na orla da mata. Brácteas involucrias alvo-esverdeadas. Sépalas alvo-esverdeadas; filtes verdes, anteras creme; gineceu verde.; Floresta Pluvial Tropical Atlântica.","auto","Lam.","Cordeiro, I","1991",NA,NA,"2526",NA,NA,NA,NA,"SPF00068725","SPF00068725",NA,NA,NA,NA,NA,NA
"270","2019-11-13 11:20:05-03","USP","SPF","68726","PreservedSpecimen","Plantae",NA,NA,NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do Córrego Barro Alegre; Fazenda Barro Alegre, beira da BR 116.","-42.3664016723633","-21.1305999755859","32715",NA,"Trepadeira na orla da mata. Brácteas involucrias alvas; flores creme-esverdeadas.; Floresta Pluvial Tropical Atlântica.","auto",NA,NA,NA,NA,NA,"2525",NA,NA,NA,NA,"SPF00068726","SPF00068726",NA,NA,NA,NA,NA,NA
"271","2020-01-16 17:29:53-03","USP","SPF","68739B","PreservedSpecimen","Plantae",NA,NA,NA,"Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do Córrego Marro AlegreFazenda Barro Alegre, beira da BR-116.","-42.3664016723633","-21.1305999755859","32715",NA,"Floresta pluvial tropical atlântica","auto","(L.) L.G.Lohmann","Lohmann, LG","2006",NA,NA,"2536",NA,NA,NA,NA,"SPF00068739",NA,NA,NA,NA,NA,NA,NA
"272","2020-01-17 11:17:05-03","USP","SPF","68739A","PreservedSpecimen","Plantae",NA,NA,NA,"Bignoniaceae","Bignonia","campanulata","Bignonia campanulata","Pirani, JR","1989","10","23","Brasil","Minas Gerais","Muriaé","Mata perto do Córrego Marro AlegreFazenda Barro Alegre, beira da BR-116.","-42.3664016723633","-21.1305999755859","32715",NA,"Floresta pluvial tropical atlântica","auto","Cham.","Lohmann, LG","2006",NA,NA,"2536",NA,NA,NA,NA,"SPF00068739",NA,NA,NA,NA,NA,NA,NA
"273","2019-10-07 09:27:26-03","UEFS","HUEFS","48241","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema","molle","Centrosema molle","Coradin, L.","1987","08","31","Brasil","Minas Gerais","Muriaé","Rodovia Muriae - Leopoldina (BR - 116) Km 13.","-42.366667","-21.216667",NA,NA,"Área de pastagem; originalmente mata. Latossolo vermelho-amarelo.",NA,"Mart. ex Benth.","L.P.de Queiroz","2000","12",NA,"8374",NA,"42W22'","21S13'",NA,"HUEFS0048241",NA,NA,"390","390",NA,NA,NA
"274","2019-10-07 09:32:29-03","UEFS","HUEFS","50160","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Malpighiales","Passifloraceae","Passiflora","kermesina","Passiflora kermesina","Bianchini, R.S.","1989","10","23","Brasil","Minas Gerais","Muriaé","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto","Link & Otto",NA,NA,NA,NA,"216",NA,NA,NA,NA,"HUEFS0050160","HUEFS0050160",NA,NA,NA,NA,NA,NA
"275","2018-12-03 11:16:34-02","CEPLAC","CEPEC","54262","S","Plantae",NA,NA,NA,"Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","G. Hatschbach","1991","06","13","Brasil","Minas Gerais","MURIAÉ","10-15Km ao S Muriae. BR-116.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"G. Hatschbach",NA,NA,NA,"55418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"276","2018-12-03 11:17:24-02","CEPLAC","CEPEC","56225","S","Plantae",NA,NA,NA,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","G. Hatschbach","1983","05","12","Brasil","Minas Gerais","MURIAÉ","Arredores de Bom Jesus da Cachoeira.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"L. P. de Queiroz",NA,NA,NA,"46297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"277","2018-12-03 11:18:14-02","CEPLAC","CEPEC","33022","S","Plantae",NA,NA,NA,"Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","G. Hatschbach","1983","05","12","Brasil","Minas Gerais","MURIAÉ","Arredores de Muriae.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"A. Chautems",NA,NA,NA,"46299",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1990"
"278","2018-12-03 11:07:52-02","CEPLAC","CEPEC","85160","S","Plantae",NA,NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","R. Simão-Bianchini","1989","10","23","Brasil","Minas Gerais","MURIAÉ","Fazenda Barra Alegre.","-42.3664016723633","-21.1305999755859","32715",NA,NA,"auto",NA,"R. C. Forzza",NA,NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
