"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","dayIdentified","previousCatalogNumber","individualCount","class","infraspecificEpithet","relatedCatalogItem"
"34","2019-12-16 18:20:16-03","NYBG","NYBG","02098904","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","Leandra ionopogon","M. Reginato","1186","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259","-40.46109","-19.48259",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098904","NY02098904","ionopogon","(Mart.) Cogn.","M. Reginato","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 18:20:17-03","NYBG","NYBG","02104730","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","Leandra melastomoides","M. Reginato","1188","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259","-40.46109","-19.48259",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02104730","NY02104730","melastomoides","Raddi","M. Reginato","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 18:20:17-03","NYBG","NYBG","02104563","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","Leandra melastomoides","M. Reginato","1188","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259","-40.46109","-19.48259",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02104563","NY02104563","melastomoides","Raddi","M. Reginato","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 18:21:07-03","NYBG","NYBG","2423201","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Marcetia","Marcetia taxifolia","T. Bochorny","140","2015","05","11","South America","Brazil","Espírito Santo","São Roque de Canaã","Luxemburgo, topo do Alto Misterioso","-40.7719","-19.8028","-40.7719","-19.8028",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423201","NY02423201","taxifolia","(A.St.-Hil.) DC.","T. Bochorny","2016","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 18:21:24-03","NYBG","NYBG","02713316","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Merianthera","Merianthera bullata","F. A. Michelangeli","1598","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Trail to Alto Misterioso, W of Jacutinga; exposed rock near bottom of the creek","-40.77086666666","-19.80255","-40.77086666666","-19.80255","1020","1020","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02713316","NY02713316","bullata","R.Goldenb., Fraga & A.P.Fontana",NA,NA,NA,NA,NA,"paratype",NA,NA,NA,NA,NA,NA
"39","2019-12-16 18:22:37-03","NYBG","NYBG","2530360","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","Miconia budlejoides","R. Goldenberg","2149","2015","04","30","South America","Brazil","Espírito Santo","São Roque do Canaã","Mata na entrada de trilha para o Alto Misterioso.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2767878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02530360","NY02530360","budlejoides","Triana","R. Goldenberg","2016","04","14641","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 18:22:37-03","NYBG","NYBG","2530361","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","Miconia budlejoides","R. Goldenberg","2152","2015","04","30","South America","Brazil","Espírito Santo","São Roque do Canaã","Mata na entrada de trilha para o Alto Misterioso.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2767879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02530361","NY02530361","budlejoides","Triana","R. Goldenberg","2016","04","14641","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 18:22:55-03","NYBG","NYBG","2423182","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","Miconia cubatanensis","R. Goldenberg","2151","2015","04","30","South America","Brazil","Espírito Santo","São Roque do Canaã","Mata na entrada da trilha para o Alto Misterioso.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423182","NY02423182","cubatanensis","Hoehne",NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-12-16 18:24:24-03","NYBG","NYBG","2423203","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","Miconia polyandra","L. F. Bacci","161","2015","05","11","South America","Brazil","Espírito Santo","São Roque do Canaã","Luxemburgo, subida para o Alto Misterioso.","-40.7719","-19.8028","-40.7719","-19.8028","280","280","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02423203","NY02423203","polyandra","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 18:26:19-03","NYBG","NYBG","02098911","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","Ossaea amygdaloides","M. Reginato","1189","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259","-40.46109","-19.48259",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02098911","NY02098911","amygdaloides","(DC.) Triana","M. Reginato","2011","02",NA,NA,NA,"15",NA,NA,NA,NA,NA
"44","2019-12-16 18:26:19-03","NYBG","NYBG","1738506","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","Ossaea amygdaloides","R. Goldenberg","1521","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.46109","-19.48259","-40.46109","-19.48259",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01738506","NY01738506","amygdaloides","(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 18:27:46-03","NYBG","NYBG","1654136","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","Tibouchina radula","F. A. Michelangeli","1597","2011","02","06","South America","Brazil","Espírito Santo","São Roque do Canaã","Trail to Alto Misterioso, W of Jacutinga, exposed rocks below the summit","-40.77098333333","-19.80378333333","-40.77098333333","-19.80378333333","1060","1060","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568294 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01654136","NY01654136","radula","Markgr.","R. Goldenberg","2011","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-04 14:16:58-03","UNESP-IBB","BOTU","27781","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae",NA,NA,"Kollmann, L.","8706","2006","03","04",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,NA,"BOTU027781",NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-02-03 10:31:09-03","UNESP-IBB","BOTU","27268","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum citrifolium","Souza, M.C.","591","2008","01","15",NA,"Brasil","Espírito Santo","São Roque do Canaã",NA,"-40.756111","-19.766944","40°45'22w","19°46'1s",NA,NA,NA,"Árvore de 4 m de altura com flores e frutos verdes","BOTU027268",NA,"citrifolium","A.St.-Hil.","Amaral Jr., A.","2011","04",NA,NA,NA,"26",NA,NA,NA,NA,NA
"48","2020-02-13 14:11:56-03","MN","R","205653","S","Plantae",NA,NA,"Moraceae","Dorstenia","Dorstenia albertorum","Kollmann, L.; Fontana, A. & Britto, R.C.","8324","2005","09","16",NA,"Brasil","Espírito Santo","São Roque do Canaã",NA,"-40.6568984985352","-19.738899230957",NA,NA,"0.4","0.4",NA,NA,NA,NA,"albertorum","Carauta, C. Valente & Sucre","Vianna-Filho, M.D.M.","2010","05","14641","auto",NA,"27",NA,NA,NA,NA,NA
"49","2019-02-15 11:35:56-02","IPA","IPA","74033","S","Plantae","Plantae",NA,"Capparaceae",NA,NA,"Vervloet, R.R.; Fontana, A.P.; Brito, R.C. de; Fontana, A.P.; Brito, R.C. de","2586","2003","12","24","Southern America","Brasil","Espirito Santo","São Roque do Canaã","Alto Misterioso, Pedra dos Três Carneiros.","-40.6568984985352","-19.738899230957",NA,NA,"730","730",NA,"Erva de 40cm, cálice de cor verde, corola branca, anteras de cor amarela, topo da pedra.","IPA0074033",NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-03-10 08:30:21-03","UFV","VIC","51182","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","Setaria","Coelho, P.J.; Filgueiras, T.S.","220","2015","04","30",NA,"Brasil","Espirito Santo","São Roque do Canaã","Beira da estrada, entre são Roque e Sta. Maria de","-39","-17","-39","-17","4975","4975",NA,"Erva decumbente, com colmos flexuosos, inflorescência aderente esverdeada, densiflora.","VIC051182","VIC051182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-03-10 08:29:20-03","UFV","VIC","044782","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","Inga striata","Chagas, A.P.","46","2014","04","25",NA,"Brasil","Espirito Santo","São Roque do Canaã","Santa Júlia","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Arborea de 5 m de altura,frutos verde amarelados.","VIC044782","VIC044782","striata","Benth.",NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"52","2020-02-27 16:44:13-03","UFSC","CTBS","2231","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Caamembeca","Caamembeca oxyphylla","Fontana, A.P.; Fontana, R.P.; Esgario, C. & Pereira, D.","1732","2005","10","02",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto misterioso. Pedra quarta","-40.770556","-19.803333","40°46'14W","19°48'12S","1050","1050",NA,"Arbusto; 1 metro; Meia sombra; Flores amarelas com máculas lilás.",NA,NA,"oxyphylla","(DC.) J.F.B.Pastore","Pastore, J.F.B.","2017","04",NA,NA,NA,NA,"MBML 45352",NA,NA,NA,NA
"53","2020-02-27 16:44:14-03","UFSC","CTBS","2233","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Diclidanthera","Diclidanthera","Vervloet, R.R.; Fontana A.P. & Brito, R.C.","2601","2003","12","24",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto misterioso; Pedra dos três carneiros","-40.6568984985352","-19.738899230957",NA,NA,"650","650",NA,"Liana; Frutos de cor verde; Borda da capoeira; Dossel de 8m.",NA,NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,"MBML 21819",NA,NA,NA,NA
"54","2019-11-21 14:37:38-03","UFJF","CESJ","70165","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae",NA,NA,"L. Kollmann; R. Goldenberg; M.K. Caddah; M. Reginato; F. Michelangeli","12164","2011","02","06","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.7725","-19.803333","-40.7725","-19.803333","1000","1000",NA,"Arbusto 2m, flores roxas","CESJ070165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-12 18:56:21-03","UFJF","CESJ","69871","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","Lippia diversifolia","C. Esgario; R.C. Brito; J. Rossini; L. Rossini","114","2007","01","30","América do Sul","Brasil","Espirito Santo","São Roque do Canaã","Alto Misterioso, pedra 6.","-40.770472","-19.803278","-40.770472","-19.803278","1087","1087",NA,"Arbusto 1,5m, rupícola, heliófila, flores lilás.","CESJ069871",NA,"diversifolia","P.H.Cardoso & Salimena","P.H. Cardoso","2020","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:32:40-03","UFJF","CESJ","53073","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Varronia","Varronia curassavica","R.F. Monteiro; M.C. Souza; M.M. Saavedra; A.P. Fontana; C.N. Fraga","312","2008","01","14","América do Sul","Brasil","Espirito Santo","São Roque do Canaã","Distrito de Santa Julia","-40.756111","-19.766944","-40.756111","-19.766944","812","812",NA,"Planta ca. 2m alt. Folhas verdes discolores, sépalas verdes, pétalas amarelas. Habitat: Afloramento rochoso.","CESJ053073",NA,"curassavica","Jacq.","M. Sobral","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:37:49-03","UFJF","CESJ","70145","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","Vitex","M. Simonelli; R.C. Brito; L.F. Magnago","1369","2007","11","25","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.770833","-19.320833","-40.770833","-19.320833","983","983",NA,"Flores roxas, arbusto com 1m de alt., rupicola","CESJ070145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-02-12 18:56:21-03","UFJF","CESJ","69934","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","Lippia diversifolia","L. Kollmann; R.L. Kollmann; C. Esgario; A.P. Fontana","8723","2006","03","04","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Arbusto. Rupícola no sol. Flores lilás claro.","CESJ069934",NA,"diversifolia","P.H.Cardoso & Salimena","P.H. Cardoso","2020","02","14641","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:29:34-03","UFJF","CESJ","70170","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,"L. Kollmann; A.P. Fontana","10105","2007","11","05","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,"1000","1000",NA,"Arbusto, rupícula no sol. Flores lilás","CESJ070170",NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-02-12 18:56:21-03","UFJF","CESJ","69866","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lippia","Lippia diversifolia","L. Kollmann; A.P. Fontana; R. Goldenerg","8132","2005","07","19","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Arbusto 1,5m, rupestre no sol. Flores lilás.","CESJ069866",NA,"diversifolia","P.H.Cardoso & Salimena","P.H. Cardoso","2020","02","14641","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:37:49-03","UFJF","CESJ","70138","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","Vitex","A.P. Fontana; R.C. Brito; F. Fadini","739","2004","02","23","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso. Divisa com Joacir Demuner, Afloramento rochoso com vegetação rupestre.","-40.6568984985352","-19.738899230957",NA,NA,"1100","1100",NA,"Arbusto 1m, frutos verdes","CESJ070138",NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:37:49-03","UFJF","CESJ","70137","PreservedSpecimen","Plantae","Angiosperma",NA,"Lamiaceae","Vitex","Vitex","A.P. Fontana; R.C. Brito; F. Fadini; L.N. Lima; C. Esgario","1040","2004","11","14","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, Inselberg, Pedra 1","-40.6568984985352","-19.738899230957",NA,NA,"1143","1143",NA,"Rupestre, heliófila, arbusto 1,5m, flores lilás","CESJ070137",NA,NA,NA,NA,NA,NA,"14641","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-03-05 19:42:09-03","UFJF","CESJ","69834","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Lantana","Lantana fucata","A.P. Fontana; L. Kollmann; C. Esgario","955","2004","10","24","América do Sul","Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos Três Carneiros.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,NA,"Inselberg. Arbusto 1,5m, flores lilás, fundo amarelo.","CESJ069834",NA,"fucata","Lindl.","P.H. Cardoso","2020","02","14641","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:11:08-03","UNICAMP","UEC","195207","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Actinostemon","Actinostemon","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4704","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Árvore 3 m. Inflorescência ereta, amarelo-esverdeada.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149258","UEC149258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:25:22-03","UNICAMP","UEC","194718","S","Plantae","Magnoliopsida",NA,"Rutaceae","Almeidea","Almeidea","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4695","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Arbusto, 3 m. Flores vinho, frutos imaturos verdes.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149276","UEC149276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:23:58-03","UNICAMP","UEC","194716","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Alseis","Alseis","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4693","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Árvore, 5 m. Flores branco-esverdeadas, frutos velhos marrons.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149289","UEC149289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:02:35-03","UNICAMP","UEC","194717","S","Plantae","Magnoliopsida",NA,"Annonaceae",NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4694","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Árvore, 6 m. Flores creme.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149277","UEC149277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-12-02 11:47:57-03","UNICAMP","UEC","192857","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","Aspidosperma","Fontana, AP; Morales, F; Esgario, C; Brahim, KA","5720","2008","11","23",NA,"Brazil","Espirito Santo","São Roque do Canaã","Brasil, ES, São Roque do Canaã, Misterioso, beira de estrada para Pedra dos Três Carneiros.","-40.758706","-19.776803","-40.758706","-19.776803","700","700",NA,"Árvore com ca. 7m.Látex branco.Flores brancas.","UEC129375","UEC129375",NA,NA,"Fontana, AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:02:26-03","UNICAMP","UEC","194811","S","Plantae","Magnoliopsida",NA,"Anacardiaceae","Astronium","Astronium concinnum","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4687","2016","10","03",NA,"Brazil","Espírito Santo","São Roque do Canaã","Estrada para a Cachoeira do Strutz","-41.207083","-20.405167","-41.207083","-20.405167","181","181",NA,"Árvore, 15 m. Frutos rosados.","UEC149283","UEC149283","concinnum","Schott ex Spreng.","Shimizu, GH","2016","10",NA,NA,NA,"16",NA,NA,NA,NA,NA
"70","2020-02-14 09:19:35-03","UNICAMP","UEC","203910","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","Cambessedesia eichleri","Bochorny, T; Bacci, LF; Goldenberg, R","140","2015","05","11",NA,"Brazil","Espirito Santo","São Roque do Canaã","Luxemburgo, Municipio de São Roque do Canãa, Topo do Alto Misterioso.","-19.802778","-40.771944","-19.802778","-40.771944",NA,NA,NA,"Arbusto ca. 0,6m alt. Flores com pétalas vermelhas, base amarelada. Próxima ao cruzeiro do topo.","UEC169601","UEC169601","eichleri","Cogn.","Bochorny, T","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:27:56-03","UNICAMP","UEC","194721","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","Casearia","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4697","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Árvore, 7 m. Frutos imaturos esverdeados.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC154290","UEC154290",NA,"Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-03-02 11:04:43-03","UNICAMP","UEC","206582","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","Clusia melchiorii","Esgario, C; Fontana, AP","186","2007","09","30",NA,"Brazil","Espirito Santo","São Roque do Canaã","Brasil, ES, São Roque do Canaã, localidade Alto Misterioso, pedra 4.","-40.770472","-19.803278","-40.770472","-19.803278",NA,NA,NA,"Heliófila, rupícola, frutos maduros.","UEC179533",NA,"melchiorii","Gleason","Alencar, AC","2020","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-03-02 11:04:43-03","UNICAMP","UEC","206583","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","Clusia melchiorii","Esgario, C; Fontana, AP","46","2006","07","16",NA,"Brazil","Espirito Santo","São Roque do Canaã","Brasil, ES, São Roque do Canaã, localidade Alto Misterioso.Pedra 6.","-40.769722","-19.802917","-40.769722","-19.802917","1080","1080",NA,"Arbusto 2 m, heliófila, látex translúcido, flores verdes e frutos esverdeados.","UEC179532",NA,"melchiorii","Gleason","Alencar, AC","2020","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-03-02 11:04:43-03","UNICAMP","UEC","206881","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Clusia","Clusia mexiae","Simonelli, M; Brito, R; Magnago, LFS","1357","2007","11","25",NA,"Brazil","Espirito Santo","São Roque do Canaã","Brasil, ES, Mun. de São Roque do Canaã, Alto Misterioso.","-40.783056","-19.3205","-40.783056","-19.3205","953","953",NA,"5 m de altura, frutos verdes.; Mata.","UEC179512",NA,"mexiae","P.F.Stevens","Alencar, AC","2020","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:25:23-03","UNICAMP","UEC","194719","S","Plantae","Magnoliopsida",NA,"Rutaceae","Conchocarpus","Conchocarpus macrophyllus","Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4696","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Arvoreta, 1,2 m. Flores róseas.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149288","UEC149288","macrophyllus","J.C.Mikan","Shimizu, GH","2016","10",NA,NA,NA,"16",NA,NA,NA,NA,NA
"76","2019-11-08 09:22:00-03","UNICAMP","UEC","194720","S","Plantae","Magnoliopsida",NA,"Convolvulaceae",NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4698","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Trepadeira, frutos com sementes anemocóricas cor de creme; Floresta ombrófila densa Montana adjascente à inselberg.","UEC154291","UEC154291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:11:04-03","UNICAMP","UEC","194815","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae",NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4692","2016","10","04",NA,"Brazil","Espírito Santo","São Roque do Canaã","Bairro Santa Júlia, Corrego Misterioso, Sítio do Sr. Devair de mello, funcionário Seu Assanahado ou Edvaldo. Alto Misterioso","-41.249461","-20.265742","-41.249461","-20.265742","138","138",NA,"Arbusto, 2 m. Frutos imaturos verdes.; Floresta ombrófila densa Montana adjascente à inselberg.","UEC149286","UEC149286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-02-14 09:19:36-03","UNICAMP","UEC","203337","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","Huberia misteriosa","Bochorny, T; Bacci, LF; Brito, VLG","228","2018","01","23",NA,"Brazil","Espírito Santo","São Roque do Canaã, próximo ao",NA,"-41.289444","-20.343056","-41.289444","-20.343056","1074","1074",NA,NA,"UEC190181","UEC190181","misteriosa","Bochorny & R.Goldenb.","Bochorny, T","2018","02",NA,NA,"holotypus","25",NA,NA,NA,NA,NA
