"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relatedCatalogItem"
"50","2019-12-06 15:02:21-03","MBM","MBM","85019","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","Anderson, W.R.","2001","05","Hatschbach, G.; Guimarães, O.; Guimarães, O.","46868","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Volúvel, flor amarela; orla da mata.","auto","W. Anderson & C.C. Davis","1983","10","15","Southern America","Arredores",NA,NA,NA,"MBM085019","MBM085019",NA,NA,"HOLOTYPE",NA,NA,NA,NA
"51","2019-12-06 15:04:57-03","MBM","MBM","101883","S","Plantae",NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","Hatschbach, G.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49394","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(St. Hil.) DC.",NA,NA,NA,"Southern America","Manhuaçu, arredores",NA,NA,NA,"MBM101883","MBM101883",NA,NA,NA,NA,NA,NA,NA
"52","2019-12-06 14:31:44-03","MBM","MBM","101359","S","Plantae",NA,NA,"Asteraceae","Gochnatia","paniculata","Gochnatia paniculata densicephala","Cabrera, A.L.",NA,NA,"Hatschbach, G.","49391","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Cabrera","1985","06","14","Southern America","Manhuaçu, arredores",NA,NA,NA,"MBM101359","MBM101359",NA,NA,NA,NA,NA,"densicephala",NA
"53","2019-12-06 15:09:41-03","MBM","MBM","86795","S","Plantae",NA,NA,"Myrtaceae","Myrcia","perforata","Myrcia perforata","Silveira, N.",NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46867","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","O. Berg","1983","10","15","Southern America","Manhuaçu, arredores",NA,NA,NA,"MBM086795","MBM086795",NA,NA,NA,NA,NA,NA,NA
"54","2019-12-06 14:33:11-03","MBM","MBM","101346","S","Plantae",NA,NA,"Asteraceae","Mikania","sessilifolia","Mikania sessilifolia","Hatschbach, G.",NA,NA,"Hatschbach, G.","49392","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","DC.","1985","06","14","Southern America","Manhuaçu, arredores",NA,NA,NA,"MBM101346","MBM101346",NA,NA,NA,NA,NA,NA,NA
"55","2019-12-06 15:06:14-03","MBM","MBM","103316","S","Plantae",NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora heterostemon","Wurdack, J.J.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49393","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(DC.) Cogn.",NA,NA,NA,"Southern America","Manhuaçu, arredores",NA,NA,NA,"MBM103316","MBM103316",NA,NA,NA,NA,NA,"heterostemon",NA
"56","2019-12-06 14:32:16-03","MBM","MBM","76192","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","cotoneaster","Lepidaploa cotoneaster","Robinson, H.",NA,NA,"Hatschbach, G.; et al.; et al.","45153","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Willd. ex Sprengel) H. Rob.","1982","07","21","Southern America","Realeza",NA,NA,NA,"MBM076192","MBM076192",NA,NA,NA,NA,NA,NA,NA
"57","2019-12-06 15:06:01-03","MBM","MBM","76050","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","grandifolia","Tibouchina grandifolia","Wurdack, J.J.",NA,NA,"Hatschbach, G.; et al.; et al.","45152","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Cogn.",NA,NA,NA,"Southern America","Realeza",NA,NA,NA,"MBM076050","MBM076050",NA,NA,NA,NA,NA,NA,NA
"58","2019-12-06 15:04:54-03","MBM","MBM","97844","S","Plantae",NA,NA,"Melastomataceae","Leandra","xantholasia","Leandra xantholasia","Wurdack, J.J.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48594","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(DC.) Cogn.",NA,NA,NA,"Southern America","Rod. BR-262",NA,NA,NA,"MBM097844","MBM097844",NA,NA,NA,NA,NA,NA,NA
"59","2019-12-06 14:45:06-03","MBM","MBM","117365","S","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Hatschbach, G.",NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","51308","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mart.","1987","08","19","Southern America","Rod. BR-262",NA,NA,NA,"MBM117365","MBM117365",NA,NA,NA,NA,NA,NA,NA
"60","2019-12-06 15:09:41-03","MBM","MBM","99322","S","Plantae",NA,NA,"Myrtaceae","Myrcia","perforata","Myrcia perforata","Kawasaki, M.L.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48596","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","O. Berg","1984","02","04","Southern America","Rod. BR-262",NA,NA,NA,"MBM099322","MBM099322",NA,NA,NA,NA,NA,NA,NA
"61","2019-12-06 15:18:40-03","MBM","MBM","96958","S","Plantae",NA,NA,"Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Smith, S.F.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48591","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Cham. & Schltdl.",NA,NA,NA,"Southern America","Rod. BR-262",NA,NA,NA,"MBM096958","MBM096958",NA,NA,NA,NA,NA,NA,NA
"62","2019-12-06 15:25:13-03","MBM","MBM","104137","S","Plantae",NA,NA,"Violaceae","Hybanthus","setigerus","Hybanthus setigerus","Souza, J.P.",NA,NA,"Hatschbach, G.","48593","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(St. Hil.) Baillon","1984","12","04","Southern America","Rod. BR-262",NA,NA,NA,"MBM104137","MBM104137",NA,NA,NA,NA,NA,NA,NA
"63","2019-12-06 15:15:11-03","MBM","MBM","61774","S","Plantae",NA,NA,"Poaceae","Paspalum","maritimum","Paspalum maritimum","Davidse, G.",NA,NA,"Ramamoorthy, T.P.; et al.; et al.","11451","Brazil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Trin.",NA,NA,NA,"Southern America","São João do Munhuaçu",NA,NA,NA,"MBM061774","MBM061774",NA,NA,NA,NA,NA,NA,NA
"64","2019-12-06 15:14:40-03","MBM","MBM","61939","S","Plantae",NA,NA,"Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia",NA,NA,NA,"Davidse, G.; et al.; et al.","11454","Brazil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Raddi) Chase",NA,NA,NA,"Southern America","São João do Manhuaçu",NA,NA,NA,"MBM061939","MBM061939",NA,NA,NA,NA,NA,NA,NA
"65","2019-12-06 15:05:25-03","MBM","MBM","233870","S","Plantae",NA,NA,"Melastomataceae","Miconia","prasina","Miconia prasina","Goldenberg, R.",NA,NA,"Salino, A.; et al.; et al.","4410","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Sw.) DC.","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade",NA,NA,NA,"MBM233870","MBM233870",NA,NA,NA,NA,NA,NA,NA
"66","2019-12-06 15:06:37-03","MBM","MBM","248514","S","Plantae",NA,NA,"Meliaceae","Trichilia","tetrapetala","Trichilia tetrapetala","Pennington, T.D.",NA,NA,"Salino, A.; et al.; et al.","4413","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","C. DC.",NA,NA,NA,"Southern America","Usina Hidrelétrica de Nova Sinceridade",NA,NA,NA,"MBM248514","MBM248514",NA,NA,NA,NA,NA,NA,NA
"67","2019-12-06 14:39:59-03","MBM","MBM","253821","S","Plantae",NA,NA,"Connaraceae","Bernardinia","fluminensis","Bernardinia fluminensis villosa","Smith, S.F.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49861","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Schellenberg) E. Forero","1985","10","16","Southern America","Realeza",NA,NA,NA,"MBM253821","MBM253821",NA,NA,NA,NA,NA,"villosa",NA
"68","2019-12-06 15:07:01-03","MBM","MBM","96899","S","Plantae",NA,NA,"Moraceae","Cecropia","hololeuca","Cecropia hololeuca","Berg, C.C.",NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","48598","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Miq.","1984","12","04","Southern America","Rod. BR-262",NA,NA,NA,"MBM096899","MBM096899 MBM096899_1",NA,NA,NA,NA,NA,NA,NA
"69","2019-12-06 15:25:16-03","MBM","MBM","170187","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Lombardi, J.A.",NA,NA,"Lombardi, J.A.","515","Brazil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","L.C. Rich.","1994","03","18","Southern America","Rio Manhuaçu",NA,NA,NA,"MBM170187","MBM170187",NA,NA,NA,NA,NA,NA,NA
"70","2018-08-17 11:58:55-03","JBB","HEPH","22668","S","Plantae","Dicotyledon","Solanales","Solanaceae","Solanum",NA,"Solanum","Paiva, VF","2006",NA,"Salles, AEH; Oliveira, MS","4189","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva escandente; flor muito perfumada de cor branca, estames amarelos;","auto",NA,"2006","04","18","Southern America","Mata do Sossego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-05-24 14:15:00-03","JBB","HEPH","5150","S","Plantae","Dicotyledon","Santalales","Olacaceae","Tetrastylidium",NA,"Tetrastylidium","Heringer, EP","1971",NA,"Heringer, EP","11983","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore; Solo de lugares altos e secos","auto",NA,"1971","07","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-08-17 11:58:48-03","JBB","HEPH","22647","S","Plantae","Dicotyledon","Solanales","Solanaceae","Brunfelsia",NA,"Brunfelsia","Bijos, NR","2006",NA,"Salles, AEH; Oliveira, MS","4169","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto; flor lilás, frutos imaturos;; Campo rupestre","auto",NA,"2006","04","17","Southern America","BR 259 Próximo a Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-08-17 11:59:43-03","JBB","HEPH","22649","S","Plantae","Monocotyledon","Pandanales","Velloziaceae","Vellozia",NA,"Vellozia","Salles, AEH; et al.","2006",NA,"Salles, AEH","4171","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva; flor creme com estames amarelos;; Campo rupestre","auto",NA,"2006","04","17","Southern America","BR 259 Próximo a Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2018-08-17 11:51:21-03","JBB","HEPH","22648","S","Plantae","Dicotyledon","Asterales","Asteraceae","Lychnophora",NA,"Lychnophora","Salles, AEH",NA,NA,"Salles, AEH","4170","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Subarbusto; Com flor lilas;; Campo rupestre; Relevo mais ou menos plano","auto",NA,"2006","04","17","Southern America","BR 259 Próximo a Manhuaçu MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-05-24 14:14:15-03","JBB","HEPH","22666","S","Plantae",NA,"Polytrichales","Polytrichaceae","Polytrichum","juniperinum","Polytrichum juniperinum","Câmara, PEAS","2009","04","Salles, AEH","4187","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Fruto cor de palha","auto","Willd. ex Hedw.","2006","04","18","Southern America","Mata Do Sossego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-08-17 11:55:41-03","JBB","HEPH","22669","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","Silvestre Silva, J","2012",NA,"Salles, AEH","4190","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore; flor rosa, quando velha fica amarelada;","auto","(A.Juss.) B.Gates","2006","04","18","Southern America","Mata do Sossego - MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-08-17 11:59:36-03","JBB","HEPH","22667","S","Plantae","Monocotyledon","Commelinales","Commelinaceae","Tinantia",NA,"Tinantia","Chacon, RG","2014","05","Salles, AEH; et al.","4188","Brasil","Minas Gerais","Manhuacu",NA,NA,NA,NA,"Erva com flor lilás; Mata",NA,NA,"2006","04","18","Southern America","Mata do Sóssego",NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"78","2018-08-17 11:59:38-03","JBB","HEPH","22651","S","Plantae","Monocotyledon","Pandanales","Velloziaceae",NA,NA,NA,"Salles, AEH; et al.","2006",NA,"Salles, AEH","4173","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva; flor amarela, pétalas e sépalas creme com borda rosada, estames creme, haste floral pegajosa;; Campo rupestre","auto",NA,"2006","04","17","Southern America","BR 259 Próximo a Manhuaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2018-08-17 11:59:04-03","JBB","HEPH","21322","S","Plantae","Monocotyledon","Asparagales","Amaryllidaceae",NA,NA,NA,"Salles, AEH",NA,NA,"Salles, AEH","3523","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva; Petalas e sepalas brancas, com uma listra central vinho, ateras cremes, estigma com parte apical vinho;","auto",NA,"2004","11","27","Southern America","MG 111 de Manhumirim para Manhuaçu-MG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2018-08-17 11:59:36-03","JBB","HEPH","22660","S","Plantae","Monocotyledon","Liliales","Alstroemeriaceae",NA,NA,NA,"Salles, AEH",NA,NA,"Salles, AEH","4182","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva","auto",NA,"2006","04","18","Southern America","Nascente do Rio Jequitinhonha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2018-08-17 11:59:36-03","JBB","HEPH","22655","S","Plantae","Monocotyledon","Liliales","Alstroemeriaceae","Alstroemeria",NA,"Alstroemeria","Salles, AEH",NA,NA,"Salles, AEH","4177","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Petalas rosa; Erva","auto",NA,"2006","04","18","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2018-09-21 14:27:30-03","JBB","HEPH","22663","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","aff. flavum","Cyrtopodium aff. flavum","Bianchetti, LB","2018","08","Salles, AEH; et al.","4184","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva. Pétalas amarela esverdeada com flor levemente perfumada; Campo rupestre","auto","Link & Otto ex Rchb.f.","2006","04","18","Southern America","A 5 KM de Manhuacu- Usina da Felicidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-08-17 11:59:17-03","JBB","HEPH","22665","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","Meneguzzo, TEC","2014",NA,"Salles, AEH; et al.","4186","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Muito frequente sobre pés de café; Erva epífita. Flores amarelas; Campo rupestre","auto","(Lindl.) M.W.Chase & N.H.Williams","2006","04","18","Southern America","Mata do Sossego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2018-08-17 11:59:17-03","JBB","HEPH","22654","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","Meneguzzo, TEC","2014",NA,"Salles, AEH","4176","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Muito frequente sobre pés de café; Erva epífita. Flores amarelas","auto","(Lindl.) M.W.Chase & N.H.Williams","2006","04","18","Southern America","Zona da mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-02 15:01:38-03","UFMG","BHCB","77819","PreservedSpecimen","Plantae","Dicotyledon",NA,"Podostemaceae","Apinagia",NA,"Apinagia",NA,"2001","07","Philbrick, CT; Novelo, AR; Irgang, BE; Senna Gastal Jr, CV","5657","Brasil","Minas Gerais","Manhuaçu","-42.324722","-20.312242",NA,NA,NA,NA,NA,"2001","07","12","Southern America","Rio Matipó, Along BR 262, ca. 35 km W of Matipó","-42.324722","-20.312242",NA,"BHCB016307",NA,"12",NA,NA,"638","638",NA,NA
"86","2020-02-18 22:20:31-03","UFMG","BHCB","56414","PreservedSpecimen","Plantae","Dicotyledon",NA,"Podostemaceae","Cipoia","inserta","Cipoia inserta",NA,NA,NA,"Philbrick, CT; Novelo, AR; Senna Gastal Jr, CV","5659","Brasil","Minas Gerais","Manhuaçu","-42.096944","-20.261389",NA,NA,"Abundant; Attached to rock in river",NA,"C.T.Philbrick, Novelo & Irgang","2001","07","13","Southern America","Rio Manhuaçu, Ca. 10km W of Manhuaçu. Along BR-262. 10 km W of Manhuaçu.","-42.096944","-20.261389",NA,"BHCB000394","BHCB000394",NA,NA,"Holotypus","683","683",NA,NA
"87","2019-10-02 14:54:22-03","UFMG","BHCB","23774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","sensitiva","Mimosa sensitiva",NA,NA,NA,"Lombardi, JA","516","Brasil","Minas Gerais","Manhuaçu","-42.013611","-20.261389",NA,NA,"Folhas herbáceas irritáveis botões e flores brancas",NA,"L.","1994","03","18","Southern America","Rio Manhuaçu., Estrada Ipanema-Manhuaçu, ao longo do Rio Manhuaçu","-42.013611","-20.261389",NA,"BHCB005023",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-02 14:54:05-03","UFMG","BHCB","23765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","edulis","Inga edulis",NA,NA,NA,NA,"s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mart.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-02 14:54:05-03","UFMG","BHCB","23765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","edulis","Inga edulis",NA,NA,NA,NA,"s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Mart.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-02 14:54:37-03","UFMG","BHCB","23763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","macranthera","Senna macranthera",NA,NA,NA,NA,"s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(DC. ex Collad.) H.S.Irwin & Barneby",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-02-18 22:20:56-03","UFMG","BHCB","71127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Hybanthus","setigerus","Hybanthus setigerus",NA,NA,NA,"Hatschbach, G","48593","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(A.St.-Hil.) Baill.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-02-18 22:19:56-03","UFMG","BHCB","59647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Bernardinia","fluminensis","Bernardinia fluminensis",NA,"2010","03","Hatschbach, G; et al.","49861","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"arbusto apoiante, base dos paredões rochosos, pétalas rosadas","auto","(Gardner) Planch.","1985","10","16","Southern America",NA,NA,NA,NA,"BHCB007712",NA,"12",NA,NA,NA,NA,NA,NA
"93","2019-10-02 14:54:37-03","UFMG","BHCB","23763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Senna","macranthera","Senna macranthera",NA,NA,NA,NA,"s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(DC. ex Collad.) H.S.Irwin & Barneby",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-02-18 22:20:10-03","UFMG","BHCB","71124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda",NA,NA,NA,"Hatschbach, G; Guimarães, O","46868","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Volúvel, flor amarela.; Orla da mata.","auto","W.R.Anderson & C.C.Davis","1983","10","15","Southern America","arredores",NA,NA,NA,"BHCB000204","BHCB000204 BHCB000204_01",NA,NA,"Isotypus",NA,NA,NA,NA
"95","2020-02-18 22:20:30-03","UFMG","BHCB","39727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","perforata","Myrcia perforata",NA,"1997",NA,"Hatschbach, G; Silva, JM","48596","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arvoreta, flor alva.; Mata da encosta de morro","auto","O.Berg","1984","12","04","Southern America","Rodovia BR-262, Mata da encosta de morro.",NA,NA,NA,"BHCB013114","BHCB013114",NA,NA,NA,NA,NA,NA,NA
"96","2019-10-02 14:57:15-03","UFMG","BHCB","43769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","prasina","Miconia prasina",NA,"2011","02","Salino, A; Morais, PO","4410","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore de 8 me de altura, folhas herbáceas; frutos imaturos verdes","auto","(Sw.) DC.","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade.",NA,NA,NA,"BHCB003081",NA,"22",NA,NA,NA,NA,NA,NA
"97","2019-10-02 14:56:45-03","UFMG","BHCB","43768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","hirta","Clidemia hirta",NA,"2018","05","Salino, A; Morais, PO","4409","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto de 1,5 m. de altura. Folhas herbáceas, flores brancas, frutos imaturos verdes.","auto","(L.) D.Don","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade.",NA,NA,NA,"BHCB046283",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-02 14:55:23-03","UFMG","BHCB","43766","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya",NA,NA,NA,"Salino, A; Morais, PO","s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore de 5m de altura, folahs cartáceas; flores creme a amarelo claro.","auto","(Meisn.) Mez","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-10-02 15:01:13-03","UFMG","BHCB","43765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Passifloraceae","Passiflora","kermesina","Passiflora kermesina",NA,"2000","10","Salino, A; Morais, PO","4406","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira com pétalas bonina, corona roxa e folhas cartáceas.","auto","Link & Otto","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade.",NA,NA,NA,"BHCB008630",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-10-02 14:52:59-03","UFMG","BHCB","43767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Acalypha","brasiliensis","Acalypha brasiliensis",NA,"2016","12","Salino, A; Morais, PO","4408","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto, 2 metros de altura, folhas herbáceas, frutos imaturos verdes","auto","Müll.Arg.","1998","11","21","Southern America","Usina Hidrelétrica de Nova Sinceridade., Área da usina",NA,NA,NA,"BHCB039756",NA,"01",NA,NA,NA,NA,NA,NA
"101","2019-10-02 15:00:25-03","UFMG","BHCB","75906","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","eriocalyx","Myrcia eriocalyx",NA,"2014","09","Leoni, LS","3782","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,"Árvore ca. 3-4 m de altura. Corola brancacenta.","auto","DC.","1997","11",NA,"Southern America","Serra da Sericita.",NA,NA,NA,"BHCB017984",NA,NA,NA,NA,"1200","1200",NA,NA
"102","2019-05-02 10:53:48-03","IBt","SP-BRYOPHYTA","180989","S","Plantae",NA,NA,"Lejeuneaceae",NA,NA,NA,NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4963","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"Sobre tronco de Lygustrum sp.",NA,NA,"1982","11","24","Southern America",NA,"-42.033611","-20.258056",NA,"SP082371",NA,NA,NA,NA,"640","640",NA,NA
"103","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","172463","S","Plantae",NA,NA,"Bryaceae","Bryum","argenteum","Bryum argenteum",NA,NA,NA,"Yano, O.; Santos, D.P.; Pirani, J.R.","4964","BRASIL","Minas Gerais","Manhuaçu","-42.033611","-20.258056",NA,NA,"sobre tronco de Lygustrum",NA,"Hedw.","1982","11","24","Southern America",NA,"-42.033611","-20.258056",NA,"SP080070",NA,NA,NA,NA,"640","640",NA,NA
