"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relatedCatalogItem"
"158","2016-09-19 15:43:41-03","UnB","UB","154315","S","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Odonellia","eriocephala","Odonellia eriocephala","Bianchini, RS; Pastore, JF","2002","09","Heringer, EP; Filgueira, TS; Mendonça, RC; Pereira, BAS","18171","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira sobre arbusto, flores alvas abundantes.","auto","(Moric.) K.R. Robertson","1981","04","27","Southern America",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA
"159","2015-12-02 09:45:56-02","UnB","UB","140412","S","Plantae","Dicotyledoneae",NA,"Fabaceae","Piptadenia","micracantha","Piptadenia micracantha","Ribeiro, PG","2013","05","Heringer, EP","3422","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Benth.","1954","06","02","Southern America",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA
"160","2016-09-19 16:22:31-03","UnB","UB","142257","S","Plantae","Lichen",NA,"Parmeliaceae","Rimelia","cetrata","Rimelia cetrata","Marcelli, MP","1996","04","Oliveira, CRB","s.n.H","Brasil","Minas Gerais","Manhuaçu","-42.03","-20.26",NA,NA,"Líquen crescendo sobre árvore.",NA,"(Ach.) Hale & A. Fletcher","1979","09","21","Southern America",NA,"-42.03","-20.26",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"161","2016-09-19 16:22:31-03","UnB","UB","142259","S","Plantae","Lichen",NA,"Parmeliaceae","Rimelia","cetrata","Rimelia cetrata","Marcelli, MP","1996","04","Oliveira, CRB","2A","Brasil","Minas Gerais","Manhuaçu","-42.03","-20.26",NA,NA,"Sobre árvore.",NA,"(Ach.) Hale & A. Fletcher","1979","09","21","Southern America",NA,"-42.03","-20.26",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"162","2017-03-27 17:50:19-03","UnB","UB","185195","S","Plantae","Dicotyledoneae",NA,"Olacaceae","Tetrastylidium",NA,"Tetrastylidium",NA,NA,NA,"Heringer, EP","11983","Brasil","Minas Gerais","Manhuaçu","-42.03","-20.26",NA,NA,"Árvore de 20m de alt., tronco de 40cm de diâmetro. Madeira utilizada em esteios, postes, etc.; Em solo de lugares altos e secos. Com Apuleia, Stryphynodendrom, Piptadenia, Plathymenia, Copaifera e Melanoxylon.",NA,NA,"1971","07","07","Southern America",NA,"-42.03","-20.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2016-09-19 15:41:26-03","UnB","UB","118712","S","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta",NA,NA,NA,"Heringer, EP","11982","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Flor cor de labareda.; Trepadeira.; Mata secundária","auto","(Ker Gawl.) Miers","1971","07","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2016-09-19 15:41:26-03","UnB","UB","118727","S","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta",NA,NA,NA,"Heringer, EP","11982","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Flor cor de labareda.; Trepadeira.; Mata secundária","auto","(Ker Gawl.) Miers","1971","07","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2016-09-19 16:18:15-03","UnB","UB","176800","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii","Steyermark, JA","1969",NA,"Heringer, EP","10306A","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Planta 2m. Flores com face roxa.","auto","A.St.-Hil.","1965","01","29","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2016-09-19 16:06:15-03","UnB","UB","132801","S","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Lecythis","pisonis","Lecythis pisonis","Mori, S","1984",NA,"Heringer, EP","15513","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Fruto pixidio grande.; Mata virgem","auto","Cambess.","1976","05","05","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2016-09-19 16:15:58-03","UnB","UB","156694","S","Plantae","Dicotyledoneae",NA,"Piperaceae","Piper","gigantifolium","Piper gigantifolium",NA,NA,NA,"Heringer, EP","11985","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore 3m.; Subosque da mata virgem","auto","C.DC.","1971","07","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2017-03-27 17:45:54-03","UnB","UB","118870","S","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Xylophragma","heringerii","Xylophragma heringerii",NA,NA,NA,"Heringer, EP","11908","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Flores róseas.; Trepadeira.","auto",NA,"1969","10","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-04-20 17:53:44-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","gustavo-edwallii","Habenaria gustavo-edwallii","Batista, JAN","2003","01","Heringer, EP","10068","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Planta de pedreira, úmida 0,8m. Flores","auto","Hoehne","1965","02","15","Southern America",NA,NA,NA,NA,"UB0030394","UB0030394",NA,NA,NA,NA,NA,NA,NA
"170","2017-05-05 15:06:57-03","UnB","UB","103316","S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Sehnem, A","1976",NA,"Heringer, EP","10235","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Humb. & Bonpl. ex Willd.","1965","01","29","Southern America",NA,NA,NA,NA,"UB0032417","UB0032417",NA,NA,NA,NA,NA,NA,NA
"171","2017-10-03 16:56:55-03","UnB","UB","126533","S","Plantae","Dicotyledoneae",NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides",NA,NA,NA,"Heringer, EP","18169","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Erva.; Pasto","auto","(Lam.) H.Rob.","1981","04","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2017-03-27 17:51:25-03","UnB","UB","172881","S","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum",NA,"Solanum",NA,NA,NA,"Taxonomy Class of Universidade de Brasília","604","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Prickly herb 8 dm tall.","auto",NA,"1979","09","21","Southern America","8km E of Manhuaçu along Belo Horizonte - Vitória highway.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2016-09-19 16:06:15-03","UnB","UB","132796","S","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Lecythis","pisonis","Lecythis pisonis","Mori, S","1984",NA,"Heringer, EP","11893","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore 15m.","auto","Cambess.","1969","10","26","Southern America","Arredores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2017-08-25 17:06:58-03","UnB","UB","146969","S","Plantae","Dicotyledoneae",NA,"Acanthaceae","Ruellia","villosa","Ruellia villosa","Fernandes, UG","2017","07","Heringer, EP","11986","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"50cm de altura, flores","auto","(Nees) Lindau","1971","07","27","Southern America","Habita o subosque da mata virgem.",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"175","2016-09-19 15:31:52-03","UnB","UB","119845","S","Plantae","Bryophyta",NA,"Calymperaceae","Octoblepharum","albidum","Octoblepharum albidum",NA,NA,NA,"Machado, NM","00649s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Na sombra sobre tronco de árvore.","auto","Hedw.","1979","09","21","Southern America","Município de Manhuaçu, mata secundária ca de 8km da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2016-09-19 16:06:08-03","UnB","UB","150121","S","Plantae","Dicotyledoneae",NA,"Lauraceae","Nectandra","reticulata","Nectandra reticulata","Silva, S","1979",NA,"Heringer, EP","11895","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Encontrada atualmente nas pastagens e margem de rodovias; Árvore grande na mata, com 15m, flores alvas perfumadas. Madeira boa","auto","(Ruiz & Pav.) Mez","1969","10","26","Southern America","Proximidades de Manhuaçú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2016-09-19 16:23:25-03","UnB","UB","202018","S","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","glaucescens","Hippeastrum glaucescens","Oliveira, RS",NA,NA,"Hatschbach, G; Silva, JM","49860","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Flor verde, para o ápice vermelho pálido. Estilete vermelho; Paredões rochosos","auto","(Mart.) Herb.","1985","10","16","Southern America","Realeza",NA,NA,NA,"UB0000352","UB0000352",NA,NA,NA,NA,NA,NA,NA
"178","2017-03-27 17:46:44-03","UnB","UB","129715","S","Plantae","Dicotyledoneae",NA,"Fabaceae",NA,NA,NA,NA,NA,NA,"Heringer, EP","10239","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira.","auto",NA,"1965","01","29","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2017-03-27 17:42:31-03","UnB","UB","147147","S","Plantae","Dicotyledoneae",NA,"Amaranthaceae",NA,NA,NA,NA,NA,NA,"Heringer, EP","10173","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Planta de 20cm; flores cremes","auto",NA,"1965","01","28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2017-05-05 15:06:57-03","UnB","UB",NA,"S","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","villosa","Anemia villosa","Sehnem, A","1976",NA,"Heringer, EP","10235","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Humb. & Bonpl. ex Willd.","1965","01","29","Southern America",NA,NA,NA,NA,"UB0032418","UB0032418",NA,NA,NA,NA,NA,NA,NA
"181","2018-03-09 14:28:42-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Anemopaegma","hilarianum","Anemopaegma hilarianum","Silva-Castro, MM","2011","11","Heringer, EP","10238","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Trepadeira","auto","Bureau & K.Schum.","1965","01","29","Southern America",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"182","2016-09-19 16:17:03-03","UnB","UB","166547","S","Plantae","Dicotyledoneae",NA,"Rubiaceae","Bathysa","nicholsonii","Bathysa nicholsonii","Kirkbride Junior, JH","1982",NA,"Heringer, EP","18160","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore 10m. Folhas palmadas.; Mata","auto","K. Schum.","1981","05","08","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2016-09-19 15:32:59-03","UnB","UB","117029","S","Plantae","Bryophyta",NA,"Leucobryaceae","Campylopus","occultus","Campylopus occultus","Yano, O",NA,NA,"Machado, NM","013772","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Na sombra, sobre solo.","auto","Mitt.","1979","09","21","Southern America","Município de Manhuaçu, Mata secundária ca. de 8km E da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2017-03-27 17:52:49-03","UnB","UB","137016","S","Plantae","Monocotyledonae",NA,"Cyperaceae","Eleocharis",NA,"Eleocharis","Pereira, JB","2011","12","Machado, NM","4","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Na sombra, sobre solo, às margens de um riacho.; Às margens de um riacho.","auto",NA,"1979","09","21","Southern America","Cerca de 8 km da cidade.",NA,NA,NA,"UB0008039","UB0008039","12",NA,NA,NA,NA,NA,NA
"185","2016-09-19 15:34:08-03","UnB","UB","116556","S","Plantae","Bryophyta",NA,"Pylaisiadelphaceae","Isopterygium","subbrevisetum","Isopterygium subbrevisetum","Soares, AER","2010","08","Oliveira, CRB","01355s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Briófita encontrada sobre tronco de árvore em decomposição.","auto","(Hampe) Broth.","1979","09","21","Southern America","Nas proximidades de Manhuaçu - MG.",NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA
"186","2019-05-06 11:59:49-03","UFU","HUFU","19197","S","Plantae",NA,NA,"Melastomataceae","Miconia","prasina","Miconia prasina","Goldenberg, R.","2005","02","Salino, A.; Morais, P.O.","4410","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore, ca. 8 m. Folhas herbáceas e frutos imaturos verdes.","auto","(Sw.) DC.","1998","11","21",NA,"Área de Inundação da Usina de Nova Sinceridade",NA,NA,NA,"HUFU00063759","HUFU00063759",NA,NA,NA,NA,NA,NA,NA
"187","2019-08-08 10:00:24-03","UFU","HUFU","24736","S","Plantae",NA,NA,"Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Smith, S.F.","1990",NA,"Hatschbach, G.; Silva, J.M.","48591","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto, ca. 3 m. Flores alvescentes.; Mata pluvial.","auto","Cham. & Schltdl.","1984","12","04",NA,"BR 262",NA,NA,NA,"HUFU00020832","HUFU00020832",NA,NA,NA,NA,NA,NA,NA
"188","2019-05-06 11:58:51-03","UFU","HUFU","71857","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda",NA,NA,NA,"Hatschbach, G.; Guimarães, O.","46868","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Volúvel, flor amarela; Orla da mata","auto","W.R.Anderson & C.C.Davis","1983","10","15",NA,NA,NA,NA,NA,"HUFU00070265",NA,NA,NA,"Isotype",NA,NA,NA,NA
"189","2019-02-07 09:49:45-02","MN","R-TIPOS","210682","S","Plantae",NA,NA,"Podostemaceae","Cipoia","inserta","Cipoia inserta",NA,NA,NA,"Philbrick, C.T.; Novelo, A.; Irgang, B.E. & de Senna Gastral Jr., C.V.","5659","Brasil","Minas Gerais","Manhuaçu","-42.096944","-20.261389",NA,NA,NA,NA,"C. Philbrick, Novelo & Irgang","2001","07","13",NA,"Rio Manhuaçu","42°05'49''W","20°15'41''S",NA,"R000210682","R000210682_001",NA,NA,"Isotypus","683","683",NA,NA
"190","2020-03-02 13:44:46-03","UFSC","FLOR","9247","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","Hatschbach, G.",NA,NA,"Hatschbach, G.; Silva, J.M.","49394","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"arbusto, pétalas alvas, anteras amarelas, 1m altura","auto","(A.St.-Hil.) DC.","1985","06","14",NA,"Arredores.",NA,NA,NA,"FLOR0009247",NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-03-02 13:41:42-03","UFSC","FLOR","8355","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","sessilifolia","Mikania sessilifolia","Hatschbach, G.",NA,NA,"Hatschbach, G.","49392","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"ereto, flor capítulos alvacentos","auto","DC.","1985","06","14",NA,"Arredores.",NA,NA,NA,"FLOR0008355",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-03-02 13:45:26-03","UFSC","FLOR","28446","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","perforata","Myrcia perforata","Kawasaki, M.L.",NA,NA,"Hatschbach, G.; Silva, J.M.","48596","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"arvoreta, flor alva","auto","O.Berg","1984","12","04",NA,"Rodovia BR 262.",NA,NA,NA,"FLOR0028446",NA,NA,NA,NA,NA,NA,NA,NA
"193","2018-07-17 19:03:34-03","UFMT","UFMT","2758","S","Plantae",NA,NA,"Asteraceae","Vernonia","lanuginosa","Vernonia lanuginosa","Rivera, V.L.; Fonsêca, L.","2005","08","Cézio","717","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Arbusto com 2m, flores alvas.","auto","Gardner","1977","07","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2018-07-17 19:03:34-03","UFMT","UFMT","2757","S","Plantae",NA,NA,"Asteraceae","Vernonia","scorpioides","Vernonia scorpioides","Rivera, V.L.; Fônsêca, L.","2003","05","Cezio","723","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Árvore de 4-5 metros..","auto","(Lam.) Pers.","1977","07","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-09-30 11:26:56-03","IF","SPSF","15214","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides",NA,NA,NA,"G. Hatschbach & J.M.Silva","48591","Brasil","MG","Manhuacu",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1984","12","04","América do Sul",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"196","2020-03-06 14:31:11-03","UFRGS","ICN","132488","S","Plantae","Dicotyledon",NA,"Podostemaceae","Cipoia","inserta","Cipoia inserta",NA,NA,NA,"Thomas Philbrick, C; et al.","5659","Brasil","MG","Manhuaçú","-42.096944","-20.261389",NA,NA,"Doação de Western Connecticut State University.",NA,"C.T. Philbrick, Novelo & Irgang","2001","07","13","América do Sul","ca. 10 Km W of Manhuaçu, along BR 262 Rio Manhuaçu attached to rocks in river lat. 20°15'41 0 S long. 42°05'49 0 W","-42.096944","-20.261389",NA,"ICN00000555","ICN00000555",NA,NA,"Isotypus","683","683",NA,NA
"197","2019-11-21 10:17:29-03","IBt","SP","347611","S","Plantae",NA,NA,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","Costa, CB","2001","04","Costa, CB; Fiaschi, P","393","Brasil","Minas Gerais","Manhuaçu","-43.0743","-18.0599",NA,NA,NA,NA,"Mart.","2000","08","01",NA,"Estrada de Caratinga a Manhuaçu, mata","-43.0743","-18.0599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-21 10:17:44-03","IBt","SP","347610","S","Plantae",NA,NA,"Rubiaceae","Cordiera","elliptica","Cordiera elliptica","Zappi, D","2012","10","Costa, CB; Fiaschi, P","394","Brasil","Minas Gerais","Manhuaçu","-43.0743","-18.0599",NA,NA,NA,NA,"(Cham.) Kuntze","2000","08","01",NA,"Estrada de Caratinga a Munhuaçu, mata","-43.0743","-18.0599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-21 10:07:11-03","IBt","SP","347609","S","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,NA,"Costa, CB; Fiaschi, P","395","Brasil","Minas Gerais","Manhuaçu","-43.0743","-18.0599",NA,NA,NA,NA,NA,"2000","08","01",NA,"Estrada de caratinga a Manhuaçu","-43.0743","-18.0599",NA,NA,NA,NA,NA,NA,"1180","1180",NA,NA
"200","2019-11-21 10:13:30-03","IBt","SP","25225","S","Plantae",NA,NA,"Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","Mamede, MCH","2011","03","Gloeden, N","s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Sw.) Lindl.","1930","03","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 10:02:01-03","IBt","SP","38993","S","Plantae",NA,NA,"Bignoniaceae","Anemopaegma","hilarianum","Anemopaegma hilarianum",NA,NA,NA,"Heringer, EP","16","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Bureau & K.Schum.","1937","01",NA,NA,NA,NA,NA,NA,"SP058205","SP058205",NA,NA,NA,NA,NA,NA,NA
"202","2019-11-21 10:13:07-03","IBt","SP","45626","S","Plantae",NA,NA,"Orchidaceae","Encyclia","oncidioides","Encyclia oncidioides","Barros, F","2009",NA,"Heringer, EP","582","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Lindl.) Schltr.","1941","05","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-21 10:17:23-03","IBt","SP","39022","S","Plantae",NA,NA,"Pteridaceae","Adiantum","papillosum","Adiantum papillosum","Prado, J","2017",NA,"Heringer, EP","s.n.","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Handro","1937","10",NA,NA,NA,NA,NA,NA,"SP003745","SP003745",NA,NA,"Holotype",NA,NA,NA,NA
"204","2019-11-21 10:13:17-03","IBt","SP","46497","S","Plantae",NA,NA,"Orchidaceae","Gomesa","ciliata","Gomesa ciliata","Meneguzzo, TEC","2017",NA,"Heringer, EP","947","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Lindl.) M.W.Chase & N.H.Williams","1942","03","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-21 10:01:22-03","IBt","SP","38995","S","Plantae",NA,NA,"Asteraceae","Solidago","microglossa","Solidago microglossa","Kuhlmann, M",NA,NA,"Heringer, EP","18","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","DC.","1937","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-21 10:04:45-03","IBt","SP","39001","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","sensitiva","Aeschynomene sensitiva hispidula","Antunes, LLC","2017","03","Heringer, EP","24","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Kunth) Rudd","1937","01",NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,"hispidula",NA
"207","2019-11-21 10:13:20-03","IBt","SP","46495","S","Plantae",NA,NA,"Orchidaceae","Gomesa","varicosa","Gomesa varicosa","Mamede, MCH","2011","03","Heringer, EP","947","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Lindl.) M.W.Chase & N.H.Williams","1947","02","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 10:02:18-03","IBt","SP","38978","S","Plantae",NA,NA,"Bignoniaceae","Tanaecium","selloi","Tanaecium selloi","Mamede, MCH","2016","04","Heringer, EP","1","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","(Spreng.) L.G.Lohmann","1937","01",NA,NA,NA,NA,NA,NA,"SP059591","SP059591",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-21 10:08:14-03","IBt","SP","38990","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","chrysophylla","Byrsonima chrysophylla","Mamede, MCH","2010","07","Heringer, EP","13","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Kunth","1937","10",NA,NA,NA,NA,NA,NA,"SP016001",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-02-06 10:42:17-03","IBt","SP","39006","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Morton, CV","1942",NA,"Heringer, EP","30","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto","Hiern","1937","01",NA,NA,NA,NA,NA,NA,"SP117421","SP117421",NA,NA,NA,NA,NA,NA,NA
"211","2019-11-21 10:13:34-03","IBt","SP","47004","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","rupestris","Maxillaria rupestris minor","Hoehne, FC","1950","09","Heringer, EP","1072","Brasil","Minas Gerais","Manhuaçu","-42.0335998535156","-20.2581005096436","32626",NA,"Epífita, flores amarelas, pintadas","auto","Hoehne","1942","06","11",NA,NA,NA,NA,NA,"SP002258","SP002258","19",NA,"Syntype",NA,NA,"minor",NA
"212","2019-11-21 10:06:15-03","IBt","SP","38979","S","Plantae",NA,NA,"Fabaceae","Mimosa","velloziana","Mimosa velloziana",NA,NA,NA,"Heringer, EP","2","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Mart.","1937","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-11-21 10:15:30-03","IBt","SP","161190","S","Plantae",NA,NA,"Poaceae","Eragrostis","rufescens","Eragrostis rufescens","Boechat, SC","1997","04","Davidse, G; D'Arcy, WG","11446","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","Schrad. ex Schult.","1976","03","27",NA,"Ca. 18 S of the intersection highway BR-116 & BR-262, just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,"11",NA,NA,"800","800",NA,NA
"214","2019-11-21 10:15:42-03","IBt","SP","159873","S","Plantae",NA,NA,"Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","Rodrigues, RS",NA,NA,"Davidse, G; D'Arcy, WG","11435","Brasil","Minas Gerais","São João do Manhuaçu","-42.1514015197754","-20.3936004638672","12399",NA,NA,"auto","(Spreng.) Zuloaga","1976","03","27",NA,"Ca. 19 km of the intersection of highway BR-116 & BR-262 just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,"800","800",NA,NA
