"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","individualCount","occurrenceRemarks","year","month","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","day","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","dayIdentified","class","typeStatus","relatedCatalogItem","sex"
"94","2019-12-06 15:02:31-03","MBM","MBM","201080","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","saxicola",NA,"Stigmaphyllon saxicola","C.E. Anderson","Anderson, C.",NA,NA,"Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65276","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Fazenda Guandu","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM201080","MBM201080",NA,NA,NA,NA,NA
"95","2019-12-06 15:09:32-03","MBM","MBM","251617","S","Plantae",NA,NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana","Cambess.","Kawasaki, M.L.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71517","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"2000","10","Rio do Peixe","-41.1239013671875","-20.0741996765137","25110","auto","22","Southern America",NA,NA,NA,NA,NA,"MBM251617","MBM251617",NA,NA,NA,NA,NA
"96","2019-12-06 15:12:01-03","MBM","MBM","347362","S","Plantae",NA,NA,"Orchidaceae","Sacoila","lanceolata",NA,"Sacoila lanceolata","(Aubl.) Garay",NA,NA,NA,"Saavedra, M.M.; et al.; et al.","516","Brazil","Espírito Santo","Afonso Cláudio",NA,"Erva terrestre, áfila, heliófila, com brácteas foliáceas verdes, flores com tépalas coral, tricomas brancos nas flores e no ápice da inflorescência. Inselberg em Floresta Estacional semidecidual","2007","09","Três Port]ões.","-41.1239013671875","-20.0741996765137","25110","auto","06","Southern America",NA,NA,"1018","1018",NA,"MBM347362","MBM347362",NA,NA,NA,NA,NA
"97","2019-12-06 14:22:51-03","MBM","MBM","146814","S","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55589","Brazil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m, flores amarelo pálido. Capoeira, encosta de morro","1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,"600","600",NA,"MBM146814","MBM146814",NA,NA,NA,NA,NA
"98","2019-12-06 15:17:11-03","MBM","MBM","144858","S","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum",NA,"Adiantum pulverulentum","L.","Smith, A.R.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55587","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM144858","MBM144858",NA,NA,NA,NA,NA
"99","2019-12-06 14:37:04-03","MBM","MBM","167511","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","ramosa","ramosa","Aechmea ramosa ramosa","Mart. ex Schult. f.","Leme, E.M.C.",NA,NA,"Hatschbach, G.","60525","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1994","03","Afonso Cláudio","-41.1239013671875","-20.0741996765137","25110","auto","05","Southern America",NA,NA,NA,NA,NA,"MBM167511","MBM167511 MBM167511_1",NA,NA,NA,NA,NA
"100","2019-12-06 14:44:11-03","MBM","MBM","144263","S","Plantae",NA,NA,"Euphorbiaceae","Alchornea","iricurana",NA,"Alchornea iricurana","Casar.","Hatschbach, G.",NA,NA,"G.; Guimarães, M Hatschba; Guimarães, M Hatschba","55582","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Barra do Infância","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM144263",NA,NA,NA,NA,NA,NA
"101","2019-12-06 14:23:34-03","MBM","MBM","144488","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","schottiana",NA,"Aphelandra schottiana","(Nees) Profice","Wasshausen, D.C.","1992",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55592","Brazil","Espirito Santo","Afonso Claudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM144488","MBM144488",NA,NA,NA,NA,NA
"102","2019-12-06 15:02:57-03","MBM","MBM","201005","S","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos",NA,"Ceiba erianthos","(Cav.) K. Schum.","Gibbs, P.E.",NA,NA,"Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","65281","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1966","08","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","08","Southern America",NA,NA,NA,NA,NA,"MBM201005","MBM201005",NA,NA,NA,NA,NA
"103","2019-12-06 14:47:40-03","MBM","MBM","143673","S","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra",NA,"Dalbergia nigra","(Vel.) Allem. ex Benth.","Carvalho, A.M. de",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55583","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Barra do Infância","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,"MBM143673","MBM143673",NA,NA,NA,NA,NA
"104","2019-12-06 15:07:04-03","MBM","MBM","144289","S","Plantae",NA,NA,"Moraceae","Dorstenia","bahiensis",NA,"Dorstenia bahiensis","Klotsch ex Fischer & Meyer","Castro, R.M.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55586","Brazil","Espírito Santo","Afonso Cláudio",NA,NA,"1991","06","Empossado","-41.1239013671875","-20.0741996765137","25110","auto","17","Southern America",NA,NA,NA,NA,NA,"MBM144289","MBM144289",NA,NA,NA,NA,NA
"105","2019-10-02 14:50:48-03","UFMG","BHCB","32089","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","brasiliensis",NA,"Senecio brasiliensis","(Spreng.) Less.",NA,NA,NA,"Boudet Fernandes, HQ; et al.","3008","Brasil","Espírito Santo","Afonso Cláudio",NA,"Vegetação rupestre altimontana; capoeira baixa. Arbustivo, 1m. Capítulos amarelos.; Arbusto, 1m, capítulos amarelos, capoeira baixa","1990","08","Alto Três Pontões, Pico da antena de rádio amador.","-41.033333","-20.066667",NA,NA,"16","Southern America","-41.033333","-20.066667","1050","1050",NA,"BHCB006638",NA,NA,NA,NA,NA,NA
"106","2019-10-02 15:00:29-03","UFMG","BHCB","61458","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","laruotteana",NA,"Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"s.n.","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,NA,"-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-02 14:50:17-03","UFMG","BHCB","150484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa",NA,NA,"Lepidaploa",NA,NA,NA,NA,"Boudet Fernandes, HQ; et al.","3001","Brasil","Espírito Santo","Afonso Cláudio",NA,"Subarbusto, 50cm de alt.Capítulo lilás. Frutos alvos. Campo. Vegetação rupestre. Alti montana","1990","08","Alto Três Pontões, (Pico da antena de rádio amador)","-41.1239013671875","-20.0741996765137","25110","auto","16","Southern America",NA,NA,"1050","1050",NA,"BHCB003195",NA,NA,NA,NA,NA,NA
"108","2019-10-02 15:03:46-03","UFMG","BHCB","61784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","montanum",NA,"Cestrum montanum","Miers",NA,NA,NA,"Folli, DA","1760","Brasil","Espírito Santo","Afonso Cláudio",NA,NA,NA,NA,"Na estrada de Laranja da Terra à Afonso Caudio - Afonso Clau","-41.1239013671875","-20.0741996765137","25110","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-10-02 14:49:23-03","UFMG","BHCB","172838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","crispa",NA,"Baccharis crispa","Spreng.",NA,"2010","09","Kollmann, L; Fontana, AP; Labiak, P; Matos, FB","9913","Brasil","Espírito Santo","Afonso Cláudio",NA,"Erva do barranco no sol. Flores brancas.","2007","07","Três Pontões","-41.1239013671875","-20.0741996765137","25110","auto","16","Southern America",NA,NA,NA,NA,NA,"BHCB017583",NA,NA,NA,NA,NA,NA
"110","2020-03-16 20:32:59-03","UFMG","BHCB","198275","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Davilla","latifolia",NA,"Davilla latifolia","Casar.",NA,"2012",NA,"Saavedra, MM; Fraga, CN de; Fontana, AP","515","Brasil","Espírito Santo","Afonso Cláudio",NA,"Trepadeira. Folhas coriáceas verde escuras com nervura principal verde clara na face abaxial. Flores com sépalas verdes, as internas quando maduras castanhas; A meia sombra. Floresta Estacional Semidecidual","2007","09","Três Pontões","-41.1239013671875","-20.0741996765137","25110","auto","09","Southern America",NA,NA,"1018","1018",NA,"BHCB198275",NA,NA,NA,NA,NA,NA
"111","2019-10-11 11:20:29-03","UFPR","UPCB","57532","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","imbricata",NA,"Anemia imbricata","Sturm","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4150","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0000696","UPCB0000696",NA,NA,NA,NA,NA
"112","2019-10-11 11:20:31-03","UFPR","UPCB","57525","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","retroflexa",NA,"Anemia retroflexa","Brade","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4139","Brasil","Espírito Santo","Afonso Cláudio",NA,"Terrestre, próximo àss torres. (Sílica) Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0000940","UPCB0000940",NA,NA,NA,NA,NA
"113","2019-10-11 11:20:31-03","UFPR","UPCB","57526","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","villosa",NA,"Anemia villosa","Humb. & Bonpl. ex Willd.","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4140","Brasil","Espírito Santo","Afonso Cláudio",NA,"Terrestre, em local exposto. (Sílica) Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-10-11 11:13:51-03","UFPR","UPCB","63444","PreservedSpecimen","Plantae",NA,NA,"Annonaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Labiak, P.H.","4143","Brasil","Espírito Santo","Afonso Cláudio",NA,"Árvore ca. 5m, frutos verdes. Afloramentos rochosos, com pequenas matas úmidas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-11 11:20:31-03","UFPR","UPCB","57530","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Aspleniaceae","Asplenium","auritum",NA,"Asplenium auritum","Sw.","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4147","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola no interior da mata. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0001151","UPCB0001151",NA,NA,NA,NA,NA
"116","2019-10-11 11:21:06-03","UFPR","UPCB","57523","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Campyloneurum","fallax",NA,"Campyloneurum fallax","Fée","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4137","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita, em mata na base dos paredões. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0006577","UPCB0006577",NA,NA,NA,NA,NA
"117","2019-10-11 11:21:20-03","UFPR","UPCB","57528","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Cheilanthes","goyazensis",NA,"Cheilanthes goyazensis","(Taub.) Domin.","Yatskievych, G.","2013",NA,"Labiak, P.H.","4145","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto ao sol. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0008265","UPCB0008265",NA,NA,NA,NA,NA
"118","2019-10-11 11:16:00-03","UFPR","UPCB","43044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dalbergia","nigra",NA,"Dalbergia nigra","(Vell.) Allem. ex Benth.","Carvalho, A.M. de","1998","01","Hatschbach, G.","55583","Brasil","Espírito Santo","Afonso Cláudio",NA,"Árvore 6m, mata das margens do Rio Guandu e afluentes. Alt. 500m..","1991","06","BLOQUEADO",NA,NA,NA,NA,"17",NA,"9999","9999",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA
"119","2019-10-11 11:21:20-03","UFPR","UPCB","57531","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","collina",NA,"Doryopteris collina","(Raddi) J.Sm.","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4149","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0008319","UPCB0008319",NA,NA,NA,NA,NA
"120","2019-10-11 11:21:20-03","UFPR","UPCB","57534","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Doryopteris","collina",NA,"Doryopteris collina","(Raddi) J.Sm.","Labiak, P.H. & Matos, F.B.",NA,NA,"Labiak, P.H.","4152","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola de local exposto. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0008318","UPCB0008318",NA,NA,NA,NA,NA
"121","2020-03-09 08:20:01-03","UFPR","UPCB","63981","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","espiritosantensis",NA,"Huberia espiritosantensis","Baumgratz","Goldenberg, R.","2009","01","Kollmann, L.","9907","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arvoreto 2,5m no sol. Frutos secos..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999",NA,NA,NA,"UPCB0012528","UPCB0012528","01",NA,NA,NA,NA
"122","2020-03-09 08:20:03-03","UFPR","UPCB","64016","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","aurea",NA,"Leandra aurea","(Cham.) Cogn.","Goldenberg, R.","2009","01","Kollmann, L.","9810","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto 2m no sol. Frutos verdes..","2007","05","BLOQUEADO",NA,NA,NA,NA,"23",NA,"9999","9999",NA,NA,NA,"UPCB0012879","UPCB0012879","01",NA,NA,NA,NA
"123","2019-10-11 11:21:09-03","UFPR","UPCB","57524","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Microgramma","squamulosa",NA,"Microgramma squamulosa","(Kaulf.) de la Sota","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4138","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita, na mata à beira dos paredões. (Sílica) Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0009220","UPCB0009220",NA,NA,NA,NA,NA
"124","2019-10-11 11:21:09-03","UFPR","UPCB","57522","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Microgramma","vacciniifolia",NA,"Microgramma vacciniifolia","(Langsd. & Fisch.) Copel.","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4136","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita, em árvore isolada. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0009303","UPCB0009303",NA,NA,NA,NA,NA
"125","2019-10-11 11:21:11-03","UFPR","UPCB","57529","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pecluma","camptophyllaria","var. camptophyllaria","Pecluma camptophyllaria var. camptophyllaria","(Fée) Price","Assis, F.C.","2012","11","Labiak, P.H.","4146","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,NA,NA,"21",NA,NA,NA,NA
"126","2019-10-11 11:21:14-03","UFPR","UPCB","57533","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides",NA,"Pleopeltis monoides","(Weath.) A.R.Sm.","Labiak, P.H. & Matos, F.B.","2007","07","Labiak, P.H.","4151","Brasil","Espírito Santo","Afonso Cláudio",NA,"Epífita. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0007794","UPCB0007794",NA,NA,NA,NA,NA
"127","2020-03-09 08:20:37-03","UFPR","UPCB","56490","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","subsessilis",NA,"Pleroma subsessilis","F.S.Mey. & L.Kollmann","Meyer, F.S.","2016",NA,"Fernandes, H.Q.B.","2999","Brasil","Espírito Santo","Afonso Cláudio",NA,"Arbusto ca. 1,8m, ramos com alas ferrugíneas, flor roxa com base alvo-esverdeada. Vegetação altomontana, campo. Mudas para cultivo no Jardim Rupestre - MBML..","1990","08","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0007399","UPCB0007399",NA,NA,"Isotype",NA,NA
"128","2019-10-11 11:21:14-03","UFPR","UPCB","57527","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Polypodium","alborufulum",NA,"Polypodium alborufulum","Brade","Labiak, P.H.","2007","07","Labiak, P.H.","4144","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto ao sol. Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0007455","UPCB0007455",NA,NA,NA,NA,NA
"129","2019-10-11 11:19:57-03","UFPR","UPCB","77313","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta",NA,"Selaginella convoluta","(Arn.) Spring.","Labiak, P.H.","2013","03","Labiak, P.H. | Matos, F.B. | Fontana, A.P. | Kollmann, L.","4148","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola em local exposto..","2007","07","Serra Pelada. Pedra dos Três Pontões. Afloramentos rochosos, com pequenas matas secas nos vales.","-41.039167","-20.076667",NA,NA,"16",NA,"-41.039167","-20.076667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-10-11 11:19:57-03","UFPR","UPCB","77317","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","sellowii",NA,"Selaginella sellowii","Hieron","Labiak, P.H.","2007","07","Labiak, P.H. | Matos, F.B. | Fontana, A.P. | Kollmann, L.","4135","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola, associada a vegetação rupestre..","2007","07","Serra Pelada. Pedra dos Três Pontões. Afloramentos rochosos, com pequenas matas secas nos vales.","-41.039167","-20.076667",NA,NA,"16",NA,"-41.039167","-20.076667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-10-11 11:21:17-03","UFPR","UPCB","58271","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Serpocaulon","latipes",NA,"Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Labiak, P.H.","2007","12","Labiak, P.H.","4134","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola, em local exposto. (Sílica) Afloramentos rochosos, com pequenas matas secas nos vales..","2007","07","BLOQUEADO",NA,NA,NA,NA,"16",NA,"9999","9999","1050","1050",NA,"UPCB0008088","UPCB0008088",NA,NA,NA,NA,NA
"132","2019-10-11 11:21:17-03","UFPR","UPCB","77326","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Serpocaulon","latipes",NA,"Serpocaulon latipes","(Langsd. & Fisch) A.R.Sm.","Labiak, P.H.","2013","03","Labiak, P.H. | Matos, F.B. | Fontana, A.P. | Kollmann, L.","4134","Brasil","Espírito Santo","Afonso Cláudio",NA,"Rupícola, em local exposto. (Sílica).","2007","07","Serra Pelada. Pedra dos Três Pontões. Afloramentos rochosos, com pequenas matas secas nos vales.","-41.039167","-20.076667",NA,NA,"16",NA,"-41.039167","-20.076667","855","855",NA,"UPCB0008107","UPCB0008107",NA,NA,NA,NA,NA
