"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class"
"216","2019-10-02 14:50:39-03","UFMG","BHCB","22287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker","Costa, LV; Atalla, NC","s.n.","1992","08","18","Southern America","Brasil","Minas Gerais","Ferros","Cenibra.","-43.0233001708984","-19.2318992614746","31564",NA,"Mata de candeia. Arbóreo, 5m.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-02 15:02:25-03","UFMG","BHCB","5176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Galianthe","brasiliensis","Galianthe brasiliensis","(Spreng.) E.L.Cabral & Bacigalupo","Oliveira, JA de","s.n.","1984","01","10","Southern America","Brasil","Minas Gerais","Ferros","Distrito de Borba Gato.","-43.0233001708984","-19.2318992614746","31564",NA,"campo sujo;sub-arbusto;",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-02 14:59:37-03","UFMG","BHCB","15","PreservedSpecimen","Plantae","Dicotyledon",NA,"Molluginaceae","Mollugo","verticillata","Mollugo verticillata","L.","Barreto, HLM","s.n.","1942","10","23","Southern America","Brasil","Minas Gerais","Ferros","Ipaba.","-43.0233001708984","-19.2318992614746","31564",NA,"Habitat: Ruderal - Habitus: Herbáceo&nf;Habitus:Herbácea",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-01-09 18:28:41-03","UFMG","BHCB","46867","PreservedSpecimen","Plantae","Dicotyledon",NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) Endl.","Tameirão Neto, E","2733","1998","09","30","Southern America","Brasil","Minas Gerais","Ferros","PCH Monjolos. Rio do Peixe.","-43.0233001708984","-19.2318992614746","31564",NA,"Fruto na carpoteca.; Arbóreo.; Floresta Semidecidual.","BHCB053700","BHCB053700","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-10-02 15:02:57-03","UFMG","BHCB","46862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.","Tameirão Neto, E","s.n.","1998","09","30","Southern America","Brasil","Minas Gerais","Ferros","PCH Monjolos. Rio do Peixe.","-43.0233001708984","-19.2318992614746","31564",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-10-02 15:03:13-03","UFMG","BHCB","46873","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Toulicia","laevigata","Toulicia laevigata","Radlk.","Tameirão Neto, E","2739",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ferros","PCH Monjolos. Rio do Peixe.","-43.0233001708984","-19.2318992614746","31564",NA,"Arbóreo.; Floresta Semidecidual.","BHCB002403",NA,"auto",NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA
"222","2019-10-02 15:03:08-03","UFMG","BHCB","46858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.","Tameirão Neto, E","2724","1998","09","30","Southern America","Brasil","Minas Gerais","Ferros","PCH Monjolos. Rio do Peixe., Floresta semidecidual.","-43.0233001708984","-19.2318992614746","31564",NA,"Arbóreo.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-02 15:00:39-03","UFMG","BHCB","63431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Duarte, AP","3101","1950","09","17","Southern America","Brasil","Minas Gerais","Ferros","Zona da Mata, entre Viamão e Ferros","-43.0233001708984","-19.2318992614746","31564",NA,"Formação riparia. Bastante frequente. Pequena árvore de ca. 3m",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-10-02 14:55:03-03","UFMG","BHCB","3023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke","Pinheiro-Sobrinho, JM","s.n.","1956","05",NA,"Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"mata;arbóreo",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-01-28 18:42:55-03","UFMG","BHCB","3008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Amaranthaceae","Achyranthes","aspera","Achyranthes aspera","L.","Pinheiro-Sobrinho, JM","s.n.","1981","03","22","Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Herbáceo, brácteas c/ ápice endurescido modificado em ponta espinecente.; Ruderal.","BHCB054093","BHCB054093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-10-02 15:03:46-03","UFMG","BHCB","1695","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","nocturnum","Cestrum nocturnum","L.","Pinheiro-Sobrinho, JM","s.n.","1958","05",NA,"Southern America","Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5238990783691","-20.1702995300293","31662",NA,"Cultivado;arbusto;toxico",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-10-02 15:08:28-03","UFMG","BHCB","80669","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Olyra","latifolia","Olyra latifolia","L.","Magalhães, GM","5497","1951","06","05","Southern America","Brasil","Minas Gerais","São Pedro dos Ferros","Entre São Pedro dos Ferros (20km) e a margem do rio Doce, (20km), baixada próxima a Lagoa novíssima","-42.5238990783691","-20.1702995300293","31662",NA,"Clareira em mata no lugar pantanoso, mata cortada","BHCB039321",NA,"auto",NA,NA,NA,NA,NA,"2005","03",NA,NA,NA
"228","2019-10-11 11:15:54-03","UFPR","UPCB","71282","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Calliandra","fasciculata","Calliandra fasciculata","Benth.","Krieger, P.L.","10205","1971","02","19",NA,"Brasil","Minas Gerais","Ferros","Serra do Cipó.","-43.0233001708984","-19.2318992614746","31564",NA,"Arbusto baixo (1 a 2m), à beira d'água, com frutos verdes e maduros..",NA,NA,"auto",NA,NA,NA,NA,"Fernandes, J.M.","2010","04","29",NA,NA
"229","2019-12-15 13:41:02-03","UNESP-RC","HRCB","41395","S","Plantae",NA,NA,"Celastraceae","Maytenus","floribunda","Maytenus floribunda","Reissek","Tameirão Neto, E.","2740","1998","09","30",NA,"Brasil","Minas Gerais","Ferros","PHC Monjolos","-43.0233001708984","-19.2318992614746","31564",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"Lombardi, J.A.","2007","05",NA,NA,NA
"230","2019-12-17 10:48:16-03","UFPE","UFP","36782","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Quinet, A.","17/56","2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferrões","Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda.","-42.527778","-20.221667",NA,NA,"Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.; Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosi","UFP036782",NA,NA,"-42.527778","-20.221667","492","492","Ferreira, J.M.","2010","03",NA,NA,NA
"231","2019-12-17 10:48:21-03","UFPE","UFP","36783","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","vulpiseta","Setaria vulpiseta","(Lam.) Roem & Schult.","Alexandre, Quinet","UFP05/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferrões","Coletas organizadas pela EXTRACTA MOLÉCULAS NATURAIS Ltda, Projeto de Bioprospecção.","-42.516667","-20.2",NA,NA,"Herbáceo, flores verdes, folha verde discolor, comum no local, pasto sobre solo argiloso, luminosidade média.; Herbáceo, flores verdes, folha verde discolor, comum no local, pasto sobre solo argiloso, luminosidade média.","UFP036783",NA,NA,"-42.516667","-20.2","492","492","Silva; Costa, M.B.","2004","02","05",NA,NA
"232","2019-11-13 11:21:11-03","USP","SPF","201949","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","indecora","Ocotea indecora","(Schott) Mez","Quinet, A","s.n.","2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.202222",NA,NA,"Árvore de 12 m de altura, 18 cm de CAP, folha discolor verde, flores alvas. Heliófila na borda da mata.","SPF00201949",NA,NA,"-42.523333","-20.202222","450","450","Assis, LCS","2009","10",NA,NA,NA
"233","2019-11-13 11:26:23-03","USP","SPF","145874","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Brosimum","glaziovii","Brosimum glaziovii","Taub.","Tameirão Neto, E","2731","1998","09","30",NA,"Brasil","Minas Gerais","Ferros","Floresta semidecidual. PCH Monjolos, Rio do Peixe.","-43.0233001708984","-19.2318992614746","31564",NA,"Arbóreo.","SPF00145874",NA,"auto",NA,NA,NA,NA,"Berg, CC","2001","03",NA,NA,NA
"234","2019-11-13 11:21:39-03","USP","SPF","197063","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Calliandra","fasciculata","Calliandra fasciculata","Benth.","Krieger, L","CESJ10205","1971","02","19",NA,"Brasil","Minas Gerais","Ferros","Serra do Cipó","-43.0233001708984","-19.2318992614746","31564",NA,NA,"SPF00197063",NA,"auto",NA,NA,NA,NA,"Fernandes, JM","2010","04",NA,NA,NA
"235","2020-03-19 10:54:02-03","UEFS","HUEFS","155934","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Detarioideae","Copaifera","langsdorffii","Copaifera langsdorffii","Desf.","Souza, V.C.","5091","1994","01","15",NA,"Brasil","Minas Gerais","Morro do Ferro","a 5Km da cidade na estrada para passatempo.","-44.548056","-20.745833",NA,NA,"Cerrado.","HUEFS0155934","HUEFS0155934",NA,"44W32'53''","20S44'45''","1212","1212",NA,NA,NA,NA,NA,"Rosanae"
"236","2019-10-07 09:10:53-03","UEFS","HUEFS","203599","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Leitão f., H.F.","1159","1981","09","22",NA,"Brasil","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889",NA,NA,NA,"HUEFS0203599","HUEFS0203599",NA,"46W33'53''","21S50'20''",NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"237","2020-03-19 10:55:29-03","UEFS","HUEFS","32373","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Machaerium","angustifolium","Machaerium angustifolium","Vogel","Souza, V.C.","5105","1994","01","15",NA,"Brasil","Minas Gerais","Morro do Ferro","A 7km da cidade na estrada para Santiago.","-44.567778","-20.811944",NA,NA,NA,"HUEFS0032373",NA,NA,"44W34'4''","20S48'43''","878","878",NA,NA,NA,NA,NA,"Rosanae"
"238","2019-10-07 09:19:34-03","UEFS","HUEFS","90955","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Araceae","Monstera","adansonii","Monstera adansonii var. klotzschiana","(Schott) Mayo & I.M. Andrade","Pereira, F.M.B.","9/57","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego. Coletas organizadas pela Extracta Moléculas Naturais Ltda., Projeto de Bioprospecção.","-42.513611","-22.2",NA,NA,NA,"HUEFS0090955","HUEFS0090955",NA,"42W30'49''","22S12'0''","376","376",NA,NA,NA,NA,"var. klotzschiana","Lilianae"
"239","2019-10-07 09:12:50-03","UEFS","HUEFS","65079","PreservedSpecimen","Plantae","Angiospermae","Ericales","Primulaceae","Myrsine","monticola","Myrsine monticola","Mart.","Souza, V.C.","5074","1994","01","15",NA,"Brasil","Minas Gerais","Morro do Ferro","Ca. 6 Km da cidade em direção ao observatório.","-44.558611","-20.733333",NA,NA,NA,"HUEFS0065079","HUEFS0065079",NA,"44W33'31''","20S44'0''","1162","1162","M.F.Freitas","2009","07",NA,NA,"Asteranae"
"240","2020-03-19 10:55:47-03","UEFS","HUEFS","32378","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Poiretia","coriifolia","Poiretia coriifolia","Vogel","Souza, V.C.","5096","1994","01","15",NA,"Brasil","Minas Gerais","Morro do Ferro","A 7km da cidade na estrada para Santiago.","-44.567778","-20.811944",NA,NA,NA,"HUEFS0032378",NA,NA,"44W34'4''","20S48'43''","878","878","A.P.Fortuna-Perez","2008","11",NA,NA,"Rosanae"
"241","2019-10-07 09:19:30-03","UEFS","HUEFS","29669","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Alismataceae","Sagittaria","rhombifolia","Sagittaria rhombifolia","Cham.","Souza, V.C.","CFCR5093","1994","01","15",NA,"Brasil","Minas Gerais","Morro do Ferro","a 7 km da cidade na estrada para Santiago.","-44.567778","-20.811944",NA,NA,NA,"HUEFS0029669","HUEFS0029669",NA,"44W34'4''","20S48'43''","878","878","A.Oliveira","1998","04",NA,NA,"Lilianae"
"242","2019-11-07 11:13:45-03","UFMG","BHCB-SL","94748","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","collina","Anemia collina","Raddi","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","149","2005","09","28","América","Brasil","Minas Gerais","Ferros","Rio do Peixe.","-43.122828","-19.195575",NA,NA,"Terrestre, no interior de fragmento de mata, próximo a pasto",NA,NA,NA,"-43.122828","-19.195575",NA,NA,"Almeida, TE; Salino, A","2005","10",NA,NA,NA
"243","2019-11-07 11:13:58-03","UFMG","BHCB-SL","94747","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tenella","Anemia tenella","(Cav.) Sw.","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","148","2005","09","28","América","Brasil","Minas Gerais","Ferros","Rio do Peixe., Área degradada com pasto, pequenos fragmentos de Floresta Estacional Semidecidual","-43.122828","-19.195575",NA,NA,"Terrestre em barranco. Beira de estrada, no pasto",NA,NA,NA,"-43.122828","-19.195575",NA,NA,"Almeida, TE; Salino, A","2005","10",NA,NA,NA
"244","2020-02-11 18:26:18-03","UFMG","BHCB-SL","94749","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pecluma","plumula","Pecluma plumula","(Willd.) M.G.Price","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","150","2005","09","28","América","Brasil","Minas Gerais","Ferros","Rio do Peixe., Área degradada com pasto, próximo ao rio do Peixe. Pequenos fragmentos de Floresta Estacional Semidecidual.","-43.122828","-19.195575",NA,NA,"Terrestre, no interior de fragmento de mata, próximo a pasto",NA,NA,NA,"-43.122828","-19.195575",NA,NA,"Almeida, TE; Salino, A","2005","10",NA,NA,NA
"245","2020-02-11 18:26:32-03","UFMG","BHCB-SL","94745","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","146","2005","09","28","América","Brasil","Minas Gerais","Ferros","Rio do Peixe.","-43.122828","-19.195575",NA,NA,"Terrestre em barranco, no pasto. Margem de rio",NA,NA,NA,"-43.122828","-19.195575",NA,NA,"Almeida, TE","2005","10",NA,NA,NA
"246","2019-11-07 11:20:16-03","UFMG","BHCB-SL","1508","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Pinheiro, JM","s.n.","1939",NA,NA,"América","Brasil","Minas Gerais","Ferros",NA,"-43.042592","-19.388733",NA,NA,"Herbáceo",NA,NA,NA,"-43.042592","-19.388733",NA,NA,"Prado, J","1992","07","21",NA,NA
"247","2019-11-07 11:21:28-03","UFMG","BHCB-SL","1452","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","patens","Christella patens","(Sw.) Pic.Serm.","JMPS","s.n.","1938",NA,NA,"América","Brasil","Minas Gerais","Ferros",NA,"-43.0233001708984","-19.2318992614746","31564",NA,"Herbáceo",NA,NA,"auto",NA,NA,NA,NA,"Salino, A","1998","08",NA,NA,NA
"248","2019-11-07 11:17:26-03","UFMG","BHCB-SL","69217","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Polyphlebium","diaphanum","Polyphlebium diaphanum","(Kunth) Ebihara & Dubuisson","Duarte, AP","3266","1950","09","17","América","Brasil","Minas Gerais","Ferros",NA,"-43.0233001708984","-19.2318992614746","31564",NA,"Planta rupestre, em pedra dentro do rio sujeita ao regime de umidade, formando lapete nas pedras.",NA,NA,"auto",NA,NA,NA,NA,"Salino, A","2010","09",NA,NA,NA
"249","2020-02-11 18:25:46-03","UFMG","BHCB-SL","69219","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Stigmatopteris","prionites","Stigmatopteris prionites","(Kunze) C.Chr.","Duarte, AP; et al.;","3224","1950","09","17","América","Brasil","Minas Gerais","Ferros",NA,"-43.0233001708984","-19.2318992614746","31564",NA,"Planta de formação primária, frequencia regurlar em grotas presas.",NA,NA,"auto",NA,NA,NA,NA,"Brade, AC","1950",NA,NA,NA,NA
"250","2019-11-07 11:13:58-03","UFMG","BHCB-SL","94746","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Almeida, TE; Souza, DT; Mota, NFO; Viana, PL","147","2005","09","28","América","Brasil","Minas Gerais","Ferros","Rio do Peixe.","-43.0233001708984","-19.2318992614746","31564",NA,"Terrestre em barranco. Beira de estrada, no pasto",NA,NA,"auto",NA,NA,NA,NA,"Almeida, TE; Salino, A","2005","10",NA,NA,NA
"251","2019-05-06 11:57:26-03","UFU","HUFU","57368","S","Plantae",NA,NA,"Fabaceae","Calliandra","harrisii","Calliandra harrisii","(Lindl.) Benth.","Viana, P.L.; Mota, N.F.O.; Almeida, T.E. & Souza, D.","1875","2005","09","25",NA,"Brasil","Minas Gerais","Ferros","Área de influência da PCH Monjolos, Área de influência da PHCmonjolos, à beira do Rio do Peixe","-43.0233001708984","-19.2318992614746","31564",NA,"Arbusto. Flores com estames vermelhos","HUFU00007720","HUFU00007720","auto",NA,NA,NA,NA,"Fernandes, J.M.","2010","04","29",NA,NA
"252","2019-05-06 11:57:26-03","UFU","HUFU","57373","S","Plantae",NA,NA,"Fabaceae","Calliandra","fasciculata","Calliandra fasciculata","Benth.","Krieger, P.L.","10205","1971","02","19",NA,"Brasil","Minas Gerais","Ferros","Serra do Cipó, Beira d'água","-43.0233001708984","-19.2318992614746","31564",NA,"Arbusto baixo de 1 a 2 metros de altura com frutos verdes e maduros","HUFU00007712","HUFU00007712","auto",NA,NA,NA,NA,"Fernandes, J.M.","2010","04","29",NA,NA
"253","2020-03-16 13:44:55-03","UFU","HUFU","12229","S","Plantae",NA,NA,"Verbenaceae","Lantana","glaziovii","Lantana glaziovii","Moldenke","Castro, N.M.","449","1994","11","18",NA,"Brasil","Minas Gerais","Ferros","Serra do Cipó, Estrada Serro-Diamantina km 468, terreno pedegroso.","-43.0233001708984","-19.2318992614746","31564",NA,"Herbácea. Flores rosa forte com base interna das pétalas amarela.; Substrato terrâneo desenvolvido.","HUFU00076944",NA,"auto",NA,NA,NA,NA,"Salimena, F.","2018","12",NA,NA,NA
"254","2019-11-21 10:09:04-03","IBt","SP","366643","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella",NA,"Niedenzuella",NA,"Quinet, A","60/56","2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.5325","-20.206944",NA,NA,NA,"SP022094",NA,NA,"-42.5325","-20.206944","537","537","Mamede, MCH","2012","03",NA,NA,NA
"255","2019-11-21 10:09:04-03","IBt","SP","352179","S","Plantae",NA,NA,"Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","(Cav.) W.R.Anderson","Quinet, A","13/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.516667","-20.216667",NA,NA,NA,"SP020166",NA,NA,"-42.516667","-20.216667","492","492","Mamede, MCH","2006","09","29",NA,NA
"256","2019-11-21 10:16:19-03","IBt","SP","357464","S","Plantae",NA,NA,"Poaceae","Parodiophyllochloa","penicillata","Parodiophyllochloa penicillata","(Nees ex Trin.) Zuloaga & Morrone","Pereira, FB","6/56","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","São Pedro dos Ferrões.","-42.314","-20.1278",NA,NA,NA,"SP036136","SP036136",NA,"-42.314","-20.1278","490","490","Rodrigues, RS","2012","01","11",NA,NA
"257","2019-11-21 10:08:10-03","IBt","SP","352173","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"Pereira, FMB","19/57","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.521944","-22.192778",NA,NA,NA,"SP015437",NA,NA,"-42.521944","-22.192778","525","525","Mamede, MCH","2010","09","17",NA,NA
"258","2019-11-21 10:08:39-03","IBt","SP","366623","S","Plantae",NA,NA,"Malpighiaceae","Dicella","bracteosa","Dicella bracteosa","(A.Juss.) Griseb.","Quinet, A","48/56","2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.522778","-20.203611",NA,NA,NA,"SP017313",NA,NA,"-42.522778","-20.203611","503","503","Mamede, MCH","2004","02","19",NA,NA
