"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class"
"1","2019-12-16 18:48:21-03","NYBG","NYBG","02239521","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Chondodendron","platiphyllum","Chondodendron platiphyllum","(A.St.-Hil.) Miers","G. M. Magalhaes","4564","1951","06","05","South America","Brazil","Minas Gerais","São Pedro dos Ferros","50 km N São Pedro dos Ferros","-42.5238990783691","-20.1702995300293","31662","wood sample","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3093998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02239521","NY02239521","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG4542","S","Plantae",NA,NA,"Araceae","Philodendron",NA,"Philodendron",NA,"R.A.Magalhães",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ferros","Fazenda Retiro das Pedras","-43.0233001708984","-19.2318992614746","31564",NA,"Inflorescência madura. Cheiro forte. Fruto na carpoteca.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","CARP184","S","Plantae",NA,NA,"Malvaceae","Theobroma",NA,"Theobroma",NA,"M.F.V.Starling",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ferros",NA,"-43.019167","-19.228056",NA,NA,NA,NA,NA,NA,"43° 01' 09'' W","19° 13' 41'' S","454","454",NA,NA,NA,NA,NA,NA
"4","2020-03-04 11:47:51-03","UFRJ","RFA","26073","Preservedecimen",NA,NA,NA,"Indeterminada",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.521944","-22.192778",NA,NA,"Arbusto, 3m de altura, 12cm de DAP, folha verde, flor verde, comum no local","RFA30064",NA,NA,"42º31'19''W","22º11'34''S","425","425",NA,NA,NA,NA,NA,NA
"5","2020-03-04 11:47:51-03","UFRJ","RFA","26067","Preservedecimen",NA,NA,NA,"Indeterminada",NA,NA,NA,NA,"F. M. B. Pereira","21155","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.515556","-22.199167",NA,NA,"Árvore, 4m de atura, 8cm de DAP, folha verde, fruto vermelho, rara no local","RFA30060",NA,NA,"42º30'56''W","22º11'57''S","396","396",NA,NA,NA,NA,NA,NA
"6","2020-03-04 11:50:01-03","UFRJ","RFA","25895","Preservedecimen","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,"Alexandre Quinet","20576","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Herbáceo, flores verdes, folha verde discolor, comum no local, pasto sobre solo argiloso, luminosidade média.","RFA38182",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"7","2020-03-04 11:50:01-03","UFRJ","RFA","25907","Preservedecimen","Plantae",NA,NA,"Poaceae",NA,NA,NA,NA,"Alexandre Quinet",NA,"2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.","RFA38183",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"8","2020-03-04 11:48:21-03","UFRJ","RFA","26056","Preservedecimen","Plantae",NA,NA,"Acanthaceae",NA,NA,NA,"Christenh. & H.Schneid","F. M. B. Pereira","20821","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.513056","-22.201389",NA,NA,"Harbáceo,folha verde,comum no local.","RFA32268",NA,NA,"42º30'47''W","22º12'5''S","361","361",NA,NA,NA,NA,NA,NA
"9","2020-03-04 11:48:21-03","UFRJ","RFA","26129","Preservedecimen","Plantae",NA,NA,"Acanthaceae",NA,NA,NA,"Christenh. & H.Schneid","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.524722","-20.209722",NA,NA,"Herbáceo,flor vermelha,comum no local","RFA32264",NA,NA,"42º31'29''W","20º12'35''S","491","491",NA,NA,NA,NA,NA,NA
"10","2020-03-04 11:49:04-03","UFRJ","RFA","25932","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae","Alchornea",NA,"Alchornea",NA,"Alexandre Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.201944",NA,NA,"Arbusto, 4m de altura, 11cm de DAP, flores vermelhas, folha verde discolor, rara no local, mata ciliar sobre solo hidromórfico, luminosidade média.","RFA37722",NA,NA,"42º31'24''W","20º12'7''S","468","468",NA,NA,NA,NA,NA,NA
"11","2020-03-04 11:48:25-03","UFRJ","RFA","25910","Preservedecimen","Plantae",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","Alexandre Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Herbáceo, flores brancas, folha verde discolor, abundante no loca.","RFA32263",NA,NA,"42º31'40''W","20º12'78''S","492","492","Josafá C. de Siqueira","2005",NA,NA,NA,NA
"12","2020-03-04 11:48:26-03","UFRJ","RFA","26088","Preservedecimen","Plantae",NA,NA,"Anemiaceae","Anemia","hirsuta","Anemia hirsuta","(L.) Sw.","F. M. B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.525278","-22.205278",NA,NA,"Herbáceo, folha verde, flor verde, comum no local","RFA30017",NA,NA,"42º31'31''W","22º12'19''S","466","466","C. M. Mynssen","2001","05","02",NA,NA
"13","2020-03-04 11:48:32-03","UFRJ","RFA","25929","Preservedecimen","Plantae",NA,NA,"Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don","Alexandre Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.202222",NA,NA,"Herbáceo, flores castanhas, folha verde discolor","RFA32438",NA,NA,"42º31'24''W","20º12'8''S","460","460","M. Nadruz","2001","12","05",NA,NA
"14","2020-03-04 11:48:26-03","UFRJ","RFA","26128","Preservedecimen","Plantae",NA,NA,"Apocynaceae",NA,NA,NA,NA,"F.M.B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.524722","-20.209722",NA,NA,"Árvore, 10m de altura, 15cm de DAP, folha verde, flor branca, rara no local.","RFA32433",NA,NA,"42º31'29''W","20º12'35''S","480","480",NA,NA,NA,NA,NA,NA
"15","2020-03-04 11:48:44-03","UFRJ","RFA","26093","Preservedecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","chica","Arrabidaea chica","(Bonpl.) B. Verl.","F.M.B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.524167","-20.194167",NA,NA,"Trepadeira, folha verde, flor verde, fruto verde, comum no local.","RFA34162",NA,NA,"42º31'27''W","20º11'39''S","483","483","C.M. Vieira","2000","05","10",NA,NA
"16","2020-03-04 11:48:33-03","UFRJ","RFA","25919","Preservedecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,"Alexandre Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.522222","-20.2025",NA,NA,"Herbáceo, flores lilás, folha verde discolor, abundante no local","RFA37471",NA,NA,"42º31'20''W","20º12'9''S","492","492",NA,NA,NA,NA,NA,NA
"17","2020-03-04 11:48:33-03","UFRJ","RFA","26094","Preservedecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,"F. M. de B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.523611","-20.195278",NA,NA,"Herbáceo, flor branca, abundante no local","RFA37476",NA,NA,"42º31'25''W","20º11'43''S","464","464",NA,NA,NA,NA,NA,NA
"18","2020-03-04 11:48:33-03","UFRJ","RFA","26080","Preservedecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.521111","-22.1925",NA,NA,"Herbáceo, folha verde, flor azul, abundante no local","RFA37464",NA,NA,"42º31'16''W","22º11'33''S","500","500",NA,NA,NA,NA,NA,NA
"19","2020-03-04 11:49:08-03","UFRJ","RFA","26113","Preservedecimen","Plantae",NA,NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,"F. M. de B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522222","-20.2125",NA,NA,"Árvore, 9m de altura, 12cm de DAP, folha verde, flor marrom, rara no local.","RFA38931",NA,NA,"42º31'20''W","20º12'45''S","475","475",NA,NA,NA,NA,NA,NA
"20","2020-03-04 11:48:38-03","UFRJ","RFA","26068","Preservedecimen","Plantae",NA,NA,"Asteraceae","Blainvillea","biaristata","Blainvillea biaristata","Chodat","F.M de B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda sossego","-42.516389","-22.199167",NA,NA,"Herbáceo, flor branca, abundante no local","RFA37252",NA,NA,"42º30'59''W","22º11'57''S","444","444","R. L. Esteves","2001","09","05",NA,NA
"21","2020-03-04 11:48:45-03","UFRJ","RFA","26072","Preservedecimen","Plantae",NA,NA,"Bixaceae","Bixa","orellana","Bixa orellana","L.","F.M.B.Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.521944","-22.192778",NA,NA,"Árvore, 7m de altura, 12cm de DAP, folha verde, fruto marrom, rara no local. Habito: Árvore","RFA29870",NA,NA,"42º31'19''W","22º11'34''S","525","525","M.Gomes","2001","08","01",NA,NA
"22","2020-03-04 11:48:45-03","UFRJ","RFA","26085","Preservedecimen","Plantae",NA,NA,"Boraginaceae",NA,NA,NA,NA,"F.M.B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.5275","-22.2025",NA,NA,"Árvore 6 m de altura, 18 cm DAP; folha verde; flor branca; fruto verde comum no local","RFA35721",NA,NA,"42º31'39''W","22º12'9''S","484","484",NA,NA,NA,NA,NA,NA
"23","2020-03-04 11:49:47-03","UFRJ","RFA","25897","Preservedecimen","Plantae",NA,NA,"Moraceae","Brosimum","guianense","Brosimum guianense","(Aubl.) Huber","Alexandre Quinet","20637","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Arbusto, 5 m de altura, 13 cm de DAP, flores verdes, folha verde discolor, comum no local.","RFA41740",NA,NA,"42º31'40''W","20º12'78''S","493","493","C. M. Vieira","2001","04","10",NA,NA
"24","2020-03-04 11:50:18-03","UFRJ","RFA","26127","Preservedecimen","Plantae",NA,NA,"Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.524722","-20.209722",NA,NA,"Arbusto, 6m de altura, 11cm de DAP, folha verde, fruto verde, comum no local","RFA29599",NA,NA,"42º31'29''W","20º12'35''S","485","485","M. Bovini","2001","09","27",NA,NA
"25","2020-03-04 11:49:36-03","UFRJ","RFA","26074","Preservedecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima",NA,"Byrsonima",NA,"F. M. B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.521944","-22.192778",NA,NA,"Árvore, 5m de altura, 16cm de DAP, folha verde, flor rosa, comum no local.","RFA40989",NA,NA,"42º31'19''W","22º11'34''S","525","525",NA,NA,NA,NA,NA,NA
"26","2020-03-04 11:49:08-03","UFRJ","RFA","26136","Preservedecimen","Plantae",NA,NA,"Fabaceae","Calliandra",NA,"Calliandra",NA,"F. M. B. Pereira",NA,"2000","12","17",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.506389","-20.233333",NA,NA,"Arbusto, 3m de altura, 10cm de DAP, folha verde, flor verde, comum no local.","RFA39505",NA,NA,"42º30'23''W","20º14'0''S","519","519",NA,NA,NA,NA,NA,NA
"27","2020-03-04 11:48:21-03","UFRJ","RFA","26077","Preservedecimen","Plantae",NA,NA,"Achariaceae","Carpotroche","brasiliensis","Carpotroche brasiliensis","(Raddi) A Gray","F. M. de B. Pereira",NA,"2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522778","-22.193889",NA,NA,"Árvore, 6m de altura, 16cm de DAP, folha verde, fruto verde, flor branca, planta feminina, abundante no local.","RFA38021",NA,NA,"42º31'22''W","22º11'38''S","560","560","M. gomes","2001","03","09",NA,NA
"28","2020-03-04 11:50:13-03","UFRJ","RFA","25900","Preservedecimen","Plantae",NA,NA,"Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.","Flávio Britto Pereira","20729","2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.525278","-20.206944",NA,NA,"Árvore, flores cinza, folha verde discolor, rara no local","RFA38048",NA,NA,"42º31'31''W","20º12'25''S","482","482","Mário Gomes","2001","12","20",NA,NA
"29","2020-03-04 11:50:13-03","UFRJ","RFA","26122","Preservedecimen","Plantae",NA,NA,"Salicaceae","Casearia","pauciflora","Casearia pauciflora","Cambess.","F.M.B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.525556","-20.209722",NA,NA,"Arbusto, 4m de altura, 4cm de DAP, folha verde, fruto amarelo, comum no local","RFA19665",NA,NA,"42º31'32''W","20º12'35''S","480","480","M. Gomes","2001","08","01",NA,NA
"30","2020-03-04 11:49:09-03","UFRJ","RFA","25891","Preservedecimen","Plantae",NA,NA,"Fabaceae","Cassia","ferruginea","Cassia ferruginea","(Schrad.) Schrad. ex DC.","F. Pereira","20455","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Árvore, 9m de altura, 23cm de DAP, flores amarelas, folha verde, comum no local.","RFA38944",NA,NA,"42º31'40''W","20º12'78''S","492","492","H. C. de Lima & L. F. G. da Silva","2001","05","30",NA,NA
"31","2020-03-04 11:48:51-03","UFRJ","RFA","26137","Preservedecimen","Plantae",NA,NA,"Celastraceae",NA,NA,NA,NA,"F. M. B. Pereira",NA,"2000","12","17",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.506667","-20.233056",NA,NA,"Trepadeira, folha verde, flor amarela, comum no local.","RFA38149",NA,NA,"42º30'24''W","20º13'59''S","519","519",NA,NA,NA,NA,NA,NA
"32","2020-03-04 11:49:09-03","UFRJ","RFA","26111","Preservedecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522222","-20.2125",NA,NA,"Árvore, 40m de altura, 45cm de DAP, folha verde, flor marrom, comum no local.","RFA40305",NA,NA,"42º31'20''W","20º12'45''S","475","475","H. C. de Lima & L. F. G. da Silva","2002","02","20",NA,NA
"33","2020-03-04 11:50:07-03","UFRJ","RFA","26066","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","F.M.B.Pereira","21125","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.513889","-22.216111",NA,NA,"Trepadeira, fruto verde, abundante no local","RFA29040",NA,NA,"42º30'50''W","22º12'58''S","385","385","M.Gomes","2001","03","09",NA,NA
"34","2020-03-04 11:50:07-03","UFRJ","RFA","26062","Preservedecimen","Plantae",NA,NA,"Rubiaceae","Chomelia",NA,"Chomelia",NA,"F.B.Pereira","21002","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.513889","-22.200278",NA,NA,"Arbusto, 2m de altura, 3cm de DAP, folha verde, fruto verde, abundante no local.","RFA29334",NA,NA,"42º30'50''W","22º12'1''S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-03-04 11:48:51-03","UFRJ","RFA","25902","Preservedecimen","Plantae",NA,NA,"Chrysobalanaceae",NA,NA,NA,NA,"F. B. Pereira","20790","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Arbusto, 5m de altura, 11cm de DAP, flores roxa, folha verde discolor, comum no local.","RFA35599",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"36","2020-03-04 11:48:51-03","UFRJ","RFA","25945","Preservedecimen","Plantae",NA,NA,"Chrysobalanaceae",NA,NA,NA,NA,"Alexandre Quinet",NA,"2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.532778","-20.2075",NA,NA,"Arbusto, 4m de altura, 11cm de DAP, folha verde discolor, comum no local.","RFA35604",NA,NA,"42º31'58''W","20º12'27''S","546","546",NA,NA,NA,NA,NA,NA
"37","2020-03-04 11:50:14-03","UFRJ","RFA","26125","Preservedecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","F. M. B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.525556","-20.209722",NA,NA,"Árvore, 15m de altura, 22cm de DAP, folha verde, fruto verde","RFA29526",NA,NA,"42º31'32''W","20º12'35''S","480","480","C. M. Vieira","2001","04","10",NA,NA
"38","2020-03-04 11:50:24-03","UFRJ","RFA","25940","Preservedecimen","Plantae",NA,NA,"Vitaceae","Cissus",NA,"Cissus",NA,"A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.530556","-20.209167",NA,NA,"Árvore, 15m de altura, 25cm de DAP, flores verdes, folha verde discolor, comum no local","RFA29915",NA,NA,"42º31'50''W","20º12'33''S","505","505",NA,NA,NA,NA,NA,NA
"39","2020-03-04 11:50:24-03","UFRJ","RFA","25917","Preservedecimen","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","A. Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.521944","-20.2025",NA,NA,"Trepadeira, flores vermelhas, folha verde discolor, comum no local","RFA29908",NA,NA,"42º31'19''W","20º12'9''S","492","492","D. Medina & R. C. Lopes","2002","04","24",NA,NA
"40","2020-03-04 11:49:48-03","UFRJ","RFA","26057","Preservedecimen","Plantae",NA,NA,"Moraceae","Clarisia",NA,"Clarisia",NA,"F. M. de B. Pereira","20852","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.514722","-22.201111",NA,NA,"Árvore, 5m de altura, 7cm de DAP, folha verde, fruto vermelho, comum no local","RFA41833",NA,NA,"42º30'53''W","22º12'4''S","424","424","M. D. M. Viana F.","2018","05","22",NA,NA
"41","2020-03-04 11:48:57-03","UFRJ","RFA","25927","Preservedecimen","Plantae",NA,NA,"Combretaceae",NA,NA,NA,NA,"Alexandre Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.523333","-20.202222",NA,NA,"Árvore, 17m de altura, 28cm de DAP, flores verdes, folha verde discolor, rara no local.","RFA35682",NA,NA,"42º31'24''W","20º12'8''S","462","462",NA,NA,NA,NA,NA,NA
"42","2020-03-04 11:48:58-03","UFRJ","RFA","26116","Preservedecimen","Plantae",NA,NA,"Connaraceae",NA,NA,NA,NA,"F.M.B. Pereira",NA,"2000","12","16",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.524722","-20.211111",NA,NA,"Arbusto 5 m de altura, 7 cm de DAP; folha verde, fruto verde, comum no local","RFA43880",NA,NA,"42º31'29''W","20º12'40''S","460","460",NA,NA,NA,NA,NA,NA
"43","2020-03-04 11:49:14-03","UFRJ","RFA","25905","Preservedecimen","Plantae",NA,NA,"Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","Desf.","A. Quinet",NA,"2000","12","08",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Árvore, 36m de altura, 86cm de DAP, flores verdes, folha verde discolor.","RFA38962",NA,NA,"42º31'40''W","20º12'78''S","492","492","L. F. G. da Silva & H. C. de Lima","2002","06","03",NA,NA
"44","2020-03-04 11:49:14-03","UFRJ","RFA","25939","Preservedecimen","Plantae",NA,NA,"Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii","Desf.","A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.522778","-20.203611",NA,NA,"Árvore, 20m de altura, 20cm de DAP.","RFA38963",NA,NA,"42º31'22''W","20º12'13''S","503","503","H. C. de Lima & L. F. G. da Silva","2001","10","08",NA,NA
"45","2020-03-04 11:48:58-03","UFRJ","RFA","25935","Preservedecimen","Plantae",NA,NA,"Costaceae","Costus","spiralis","Costus spiralis spiralis",NA,"A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.526111","-20.200833",NA,NA,"Sub- arbusto, flores vermelhas, folha verde discolor, abundante no local.","RFA37571",NA,NA,"42º31'34''W","20º12'3''S","500","500","J. M. A. Braga","2006","04","19","spiralis",NA
"46","2020-03-04 11:49:42-03","UFRJ","RFA","26058","Preservedecimen","Plantae",NA,NA,"Marantaceae","Ctenanthe","pilosa","Ctenanthe pilosa","(Schauer) Eichl.","F. M. B. Pereira","20880","2000","12","13",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.514722","-22.201111",NA,NA,"Herbáceo, folha verde, flor branca, abundante no local","RFA45192",NA,NA,"42º30'53''W","22º12'4''S","424","424","J. M. A. Braga","2001","08","13",NA,NA
"47","2020-03-04 11:49:42-03","UFRJ","RFA","26107","Preservedecimen","Plantae",NA,NA,"Marantaceae","Ctenanthe","setosa","Ctenanthe setosa","(Roscoe) Eichler","F. M. B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego","-42.519722","-20.208056",NA,NA,"Herbáceo, folha bicolor, flor verde, comum no local","RFA45198",NA,NA,"42º31'11''W","20º12'29''S","570","570","J. M. A. Braga","2002","02","20",NA,NA
"48","2020-03-04 11:48:58-03","UFRJ","RFA","25926","Preservedecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis","Cyperus surinamensis","Rottb.","Flavio Brito Pereira",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.531944","-20.194444",NA,NA,"Herbáceo, flores brancas, folha verde discolor, abundante no local.","RFA37129",NA,NA,"42º31'55''W","20º11'40''S","492","492","M. Alves","2002","04","22",NA,NA
"49","2020-03-04 11:48:57-03","UFRJ","RFA","26132","Preservedecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra",NA,"Dichorisandra",NA,"F.M.B. Pereira",NA,"2001","04","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.504444","-20.233611",NA,NA,"Sub-arbusto, folha verde, flor azul, comum no local.","RFA35695",NA,NA,"42º30'16''W","20º14'1''S","489","489","M.O.O.Pellegrini","2011","11","10",NA,NA
"50","2020-03-04 11:49:36-03","UFRJ","RFA","25938","Preservedecimen","Plantae",NA,NA,"Malpighiaceae","Dicella","bracteosa","Dicella bracteosa","(A.Juss.) Griseb.","A. Quinet",NA,"2000","12","10",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.522778","-20.203611",NA,NA,"Trepadeira, flores amarelas, folha verde, discolor. Comum no local","RFA44761",NA,NA,"42º31'22''W","20º12'13''S","503","503","A.M. Amorim","2001","05","12",NA,NA
"51","2020-03-04 11:48:38-03","UFRJ","RFA","26087","Preservedecimen","Plantae",NA,NA,"Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","F. M. de B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.527222","-22.207778",NA,NA,"Herbáceo, folha verde, flor verde amarelada, comum no local.","RFA37314",NA,NA,"42º31'38''W","22º12'28''S","473","473","R. L. Esteves","2001","08","28",NA,NA
"52","2020-03-04 11:49:04-03","UFRJ","RFA","25893","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"A. Quinet","20515","2000","12","07",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.527778",NA,NA,NA,"Trepadeira, flores brancas, folha verde discolor, abundante no local.","RFA37850",NA,NA,"42º31'40''W","20º12'78''S","492","492",NA,NA,NA,NA,NA,NA
"53","2020-03-04 11:49:04-03","UFRJ","RFA","25913","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","09",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.519444","-20.201111",NA,NA,"Trepadeira, flores lilás, folha verde discolor, rara no local.","RFA37851",NA,NA,"42º31'10''W","20º12'4''S","492","492",NA,NA,NA,NA,NA,NA
"54","2020-03-04 11:49:04-03","UFRJ","RFA","25946","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"A. Quinet",NA,"2000","12","11",NA,"Brasil","Minas Gerais","São Pedro dos Ferros",NA,"-42.532778","-20.2075",NA,NA,"Árvore, 23m de altura, 28cm de DAP, folha verde discolor, comum no local.","RFA37849",NA,NA,"42º31'58''W","20º12'27''S","560","560",NA,NA,NA,NA,NA,NA
"55","2020-03-04 11:49:04-03","UFRJ","RFA","26090","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"F. B. Pereira",NA,"2000","12","14",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.522778","-20.196389",NA,NA,"Herbáceo, folha verde, flor branca, abundante no local.","RFA37848",NA,NA,"42º31'22''W","20º11'47''S","467","467",NA,NA,NA,NA,NA,NA
"56","2020-03-04 11:49:04-03","UFRJ","RFA","26108","Preservedecimen","Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"F. B. Pereira",NA,"2000","12","15",NA,"Brasil","Minas Gerais","São Pedro dos Ferros","Fazenda Sossego.","-42.519722","-20.208056",NA,NA,"Sub- arbusto, folha verde, fruto verde, abundante no local.","RFA37846",NA,NA,"42º31'11''W","20º12'29''S","603","603",NA,NA,NA,NA,NA,NA
