"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag"
"1","2020-03-10 08:27:23-03","UFV","VIC","18704","PreservedSpecimen","Plantae","Balanophoraceae","Lophophytum","mirabile","mirabile","Lophophytum mirabile mirabile","Cardoso, L.","2007","08","15","Moreira, M.A.C.","s.n.","2006","11","08","Brasil","Minas Gerais","Imbé de Minas","Córrego dos Amaros, Em local com umidade no solo.","-41.9706001281738","-19.5972003936768","15617","VIC018704","VIC018704","auto"
