"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","infraspecificEpithet","relatedCatalogItem"
"168","2019-12-23 17:49:09-03","UFMG","BHCB","40603","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,"Lindl.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"169","2019-10-02 15:01:48-03","UFMG","BHCB","40664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygonaceae","Coccoloba",NA,"Coccoloba","P. Browne",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"170","2019-12-23 17:49:09-03","UFMG","BHCB","40615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,"Lindl.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"171","2019-10-02 14:53:56-03","UFMG","BHCB","40616","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Deguelia","hatschbachii","Deguelia hatschbachii","A.M.G.Azevedo",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"172","2019-10-02 14:56:58-03","UFMG","BHCB","40586","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","reversa","Leandra reversa","(DC.) Cogn.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"173","2019-10-02 15:06:26-03","UFMG","BHCB","40598","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","luzulae","Cyperus luzulae","(L.) Retz.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"174","2019-12-23 17:49:09-03","UFMG","BHCB","40672","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,"Lindl.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"175","2019-10-02 15:00:59-03","UFMG","BHCB","40597","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Sauvagesia",NA,"Sauvagesia",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"176","2019-10-02 14:55:03-03","UFMG","BHCB","40610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila",NA,"Aegiphila",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"177","2019-12-23 17:49:09-03","UFMG","BHCB","40675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,"Lindl.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"178","2019-10-02 14:54:13-03","UFMG","BHCB","40614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"179","2019-10-02 15:02:27-03","UFMG","BHCB","40668","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Geophila","repens","Geophila repens","(L.) I.M.Johnst.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"180","2019-10-02 14:59:30-03","UFMG","BHCB","40585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"181","2019-10-02 15:06:27-03","UFMG","BHCB","40599","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Eleocharis","montana","Eleocharis montana","(Kunth) Roem. & Schult.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"182","2019-10-02 14:53:14-03","UFMG","BHCB","40619","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"183","2019-10-02 14:55:04-03","UFMG","BHCB","40617","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"184","2019-10-02 15:02:39-03","UFMG","BHCB","40669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","deflexa","Psychotria deflexa","DC.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"185","2019-10-02 15:03:13-03","UFMG","BHCB","40607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Thinouia","scandens","Thinouia scandens","Triana & Planch.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"186","2019-10-02 14:59:40-03","UFMG","BHCB","40596","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"187","2019-10-02 14:53:38-03","UFMG","BHCB","40671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"188","2019-10-02 15:08:30-03","UFMG","BHCB","40595","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","pilosum","Panicum pilosum","Sw.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"189","2019-10-02 15:01:18-03","UFMG","BHCB","40670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Peraceae","Pera","leandri","Pera leandri","Baill.",NA,"1998","02","Salino, A","4072","1998","02","28","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., Áre de inundação da hidrelétrica","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Arvoreta, 6 metros de altura, folhas cartáceas, flores femininas (3) reunidas em uma bráctea esverdeada; Floresta Ciliar","BHCB046918",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"190","2019-10-02 14:55:50-03","UFMG","BHCB","40609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Amorimia","rigida","Amorimia rigida","(A.Juss.) W.R.Anderson",NA,"2016",NA,"Salino, A","3953","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., Às margens do rio Casca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira com flores amarelas e glândulas amarelas, frutos imaturos verdes.","BHCB008315",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"191","2019-10-02 15:03:04-03","UFMG","BHCB","40608","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","racemosus","Allophylus racemosus","Sw.",NA,"2014","06","Salino, A","3952","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., Às margens do Rio Casca","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore de 5m de altura, com folhas cartáceas e frutos bege; Floresta ciliar","BHCB020954",NA,"26598","auto",NA,NA,"05",NA,NA,NA
"192","2019-10-02 15:03:08-03","UFMG","BHCB","40673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.",NA,NA,NA,"Salino, A","4075","1998","02",NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., Às margens do Rio casca. Floresta ciliar.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore com 9m de altura, folhas coriáceas e frutos maduros castanhos.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"193","2019-10-02 15:03:08-03","UFMG","BHCB","40602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Matayba","juglandifolia","Matayba juglandifolia","(Cambess.) Radlk.",NA,NA,NA,"Salino, A","3946","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., Às margens do Rio Casca. Floresta ciliar.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore de 8m de altura, com folhas subcoriáceas e frutos maduros secos e castanhos.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"194","2019-10-02 15:06:17-03","UFMG","BHCB","40594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","tejucensis","Dichorisandra tejucensis","Martens ex Schult.",NA,"2013","03","Salino, A","3938.","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim., floresta ciliar","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Erva terrestre, com flores azuis escuro e frutos imaturos verdes","BHCB005636",NA,"26598","auto",NA,NA,"01",NA,NA,NA
"195","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182357","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe",NA,NA,NA,"Yano, O.; Pirani, J.R.","7284","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça Furriel Angelo Vieira","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Ligustrum","SP084430",NA,NA,NA,"330","330",NA,NA,NA,NA
"196","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182357","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe",NA,NA,NA,"Yano, O.; Pirani, J.R.","7284","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça Furriel Angelo Vieira","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Ligustrum","SP084430",NA,NA,NA,"330","330",NA,NA,NA,NA
"197","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182362","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe",NA,NA,NA,"Yano, O.; Pirani, J.R.","7291","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084435",NA,NA,NA,"330","330",NA,NA,NA,NA
"198","2019-05-02 10:53:06-03","IBt","SP-BRYOPHYTA","182362","S","Plantae",NA,NA,"Erpodiaceae","Erpodium","glazioui","Erpodium glazioui","Hampe",NA,NA,NA,"Yano, O.; Pirani, J.R.","7291","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084435",NA,NA,NA,"330","330",NA,NA,NA,NA
"199","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182356","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7283","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça Furriel Angelo Vieira","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Ligustrum","SP084429",NA,NA,NA,"330","330",NA,NA,NA,NA
"200","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182356","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7283","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça Furriel Angelo Vieira","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Ligustrum","SP084429",NA,NA,NA,"330","330",NA,NA,NA,NA
"201","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182360","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7288","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084433",NA,NA,NA,"330","330",NA,NA,NA,NA
"202","2019-05-02 10:53:11-03","IBt","SP-BRYOPHYTA","182360","S","Plantae",NA,NA,"Fabroniaceae","Fabronia","sp.","Fabronia sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7288","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084433",NA,NA,NA,"330","330",NA,NA,NA,NA
"203","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182358","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7258","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Caesalpinea","SP084431",NA,NA,NA,"330","330",NA,NA,NA,NA
"204","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182358","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7258","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Caesalpinea","SP084431",NA,NA,NA,"330","330",NA,NA,NA,NA
"205","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182359","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7286","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084432",NA,NA,NA,"330","330",NA,NA,NA,NA
"206","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182359","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7286","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084432",NA,NA,NA,"330","330",NA,NA,NA,NA
"207","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182361","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7289","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084434",NA,NA,NA,"330","330",NA,NA,NA,NA
"208","2019-05-02 10:53:30-03","IBt","SP-BRYOPHYTA","182361","S","Plantae",NA,NA,"Frullaniaceae","Frullania","sp.","Frullania sp.",NA,NA,NA,NA,"Yano, O.; Pirani, J.R.","7289","1983","05","27","Southern America","BRASIL","Minas Gerais","Rio Casca","praça José R da Costa","-42.650833","-20.226111","-42.650833","-20.226111",NA,"sobre tronco vivo de Tipuana tipu","SP084434",NA,NA,NA,"330","330",NA,NA,NA,NA
"209","2015-10-22 10:03:21-02","UNIOESTE","UNOP","7440","S","Plantae",NA,NA,"Rubiaceae","Alseis","floribunda","Alseis floribunda","Schott","Alvim, P.",NA,NA,"Kuhlmann, J.G.","s.n.","1935","06","02",NA,"Brasil","Minas Gerais","Rio Casca.",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"210","2017-09-14 11:20:11-03","MBML","MBML-HERBARIO","50506",NA,"Plantae",NA,NA,"Euphorbiaceae","Manihot","odorata","Manihot odorata",NA,"M. Mendoza/24-IX-2015",NA,NA,"R.M. Brozek","13","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Mata Atlântica de Interior - Serra da Mantiqueira","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Planta de 3,5m. Frutos imaturos cor verde. Semente cor acinzentada","MBML050506","MBML050506","26598","auto",NA,NA,NA,NA,NA,NA
"211","2019-12-15 13:42:17-03","UNESP-RC","HRCB","50992","S","Plantae",NA,NA,"Lauraceae","Ocotea","sp.","Ocotea sp.",NA,NA,NA,NA,"Brozek, R.M.","189","1989","03","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, frutos imaturos verde-amarelados.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"212","2019-12-15 13:42:17-03","UNESP-RC","HRCB","51000","S","Plantae",NA,NA,"Lauraceae","Ocotea","sp.","Ocotea sp.",NA,NA,NA,NA,"Brozek, R.M.","118","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (5m), frutos imaturos verdes.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"213","2019-07-29 16:23:13-03","UNESP-RC","HRCB","50781","S","Plantae",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) K.Schum.","Lombardi, J.A.","2009","03","Brozek, R.M.","198","1989","03","03",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, flores brancas com riscos róseo-violeta.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"214","2019-07-29 16:22:32-03","UNESP-RC","HRCB","50782","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aublet","Leitão-Filho, H.F.","1990","04","Brozek, R.M.","178","1989","03","03",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore; botões florais amarelados. <ll>dwc_commonname:</ll> cedrinho",NA,NA,"26598","auto",NA,NA,"24",NA,NA,NA
"215","2019-07-29 16:22:32-03","UNESP-RC","HRCB","51007","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","(Benth.) J.D.Mitch","Silva-Luz, C.L.","2010","12","Brozek, R.M.","104","1989","02","26",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (8m); frutos imaturos cor verde; frutos maduros cor violeta.",NA,NA,"26598","auto",NA,NA,"22",NA,NA,NA
"216","2019-07-29 16:22:32-03","UNESP-RC","HRCB","51006","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","(Benth.) J.D.Mitch","Silva-Luz, C.L.","2010","12","Brozek, R.M.","35","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore (10m); fruto imaturo cor verde (quando maturo cor violeta).",NA,NA,"26598","auto",NA,NA,"22",NA,NA,NA
"217","2019-12-15 13:41:13-03","UNESP-RC","HRCB","10294","S","Plantae",NA,NA,"Connaraceae","Rourea",NA,"Rourea",NA,"Toledo, C.A.P.","2016","07","Brozek, R.M.","150","1989","03","04",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Cipó; frutos cor vermelha; semente cor preta com arilo cor amarelada",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"218","2019-12-15 13:41:48-03","UNESP-RC","HRCB","10310","S","Plantae",NA,NA,"Fabaceae","Bauhinia",NA,"Bauhinia",NA,NA,NA,NA,"Brozek, R.M.","36","1989","12","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 3,5m alt., flores cor branca, frutos imaturos verddes",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"219","2019-12-15 13:41:28-03","UNESP-RC","HRCB","10350","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea",NA,"Sloanea",NA,NA,NA,NA,"Brozek, R.M.","138","1989","03","01",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore, 4,5 m de altura. Flores cor violeta, avermelhada, frutos imaturos",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"220","2019-12-15 13:40:41-03","UNESP-RC","HRCB","10268","S","Plantae",NA,NA,"Boraginaceae","Tournefortia",NA,"Tournefortia",NA,NA,NA,NA,"Brozek, R.M.","8","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Trepadeira, frutos maturos cor amarela.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"221","2019-12-15 13:42:19-03","UNESP-RC","HRCB","10319","S","Plantae",NA,NA,"Lauraceae","Urbanodendron","sp.","Urbanodendron sp.",NA,NA,NA,NA,"Brozek, R.M.","119","1989","02","27",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 4,5m de altura. Frutos imaturos cor verde com manchas pequenas cor branca.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"222","2019-07-29 16:22:33-03","UNESP-RC","HRCB","10269","S","Plantae",NA,NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,NA,NA,NA,"Brozek, R.M.","10","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 4,5 m alt. - flores cor creme-amarelada",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"223","2019-12-15 13:41:38-03","UNESP-RC","HRCB","10282","S","Plantae",NA,NA,"Euphorbiaceae","Croton","floribundus","Croton floribundus","Spreng.","Santos, L.B.","2009","03","Brozek, R.M.","30","1989","01","31",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 4m alt. Frutos cápsula explosiva",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"224","2019-12-15 13:42:13-03","UNESP-RC","HRCB","10311","S","Plantae",NA,NA,"Lauraceae","Ocotea","brachybotrya","Ocotea brachybotrya","(Meisn.) Mez","Vergne, M.C.","2016","02","Brozek, R.M.","40","1989","02","02",NA,"Brasil","Minas Gerais","Rio Casca","Fazenda Esmeralda","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore 3,5m de altura. Frutos imaturos cor verde com pedúnculo vermelho-violeta.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
