"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","infraspecificEpithet","relatedCatalogItem"
"110","2019-12-06 15:22:46-03","MBM","MBM","418744","S","Plantae",NA,NA,"Solanaceae","Solanum","scuticum","Solanum scuticum","Nee","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1004","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418744",NA,NA,NA,"279","279","21",NA,NA,NA
"111","2019-12-06 14:40:15-03","MBM","MBM","420870","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cairica","Ipomoea cairica","(L.) Sweet","Marinero, F.","2019","05","Pujals, A.; Molina, J.M.P.; Molina, J.M.P.","s.n.","2019","01","10","Southern America","Brazil","Minas Gerais","Rio Casca",NA,"-42.755278","-20.111389","-42.755278","-20.111389",NA,NA,"MBM420870",NA,NA,NA,"281","281","09",NA,NA,NA
"112","2019-12-06 15:24:49-03","MBM","MBM","418751","S","Plantae",NA,NA,"Verbenaceae","Lantana","trifolia","Lantana trifolia","L.","Marinero, F.","2019","02","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1011","2018","11","16","Southern America","Brazil","Minas Gerais","Rio Casca","Rodovia BR-262, Rio Doce","-42.742778","-20.026944","-42.742778","-20.026944",NA,NA,"MBM418751",NA,NA,NA,"279","279","05",NA,NA,NA
"113","2019-12-06 15:14:48-03","MBM","MBM","418701","S","Plantae",NA,NA,"Poaceae","Megathyrsus","maximus","Megathyrsus maximus","(Jacq.) B.K. Simon & S.W.L. Jacobs","Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","959","2018","10","17","Southern America","Brazil","Minas Gerais","Rio Casca","Beira do Rio Doce","-42.760278","-20.12","-42.760278","-20.12",NA,NA,"MBM418701",NA,NA,NA,"277","277","10",NA,NA,NA
"114","2019-12-06 14:32:37-03","MBM","MBM","418700","S","Plantae",NA,NA,"Asteraceae","Melampodium","paniculatum","Melampodium paniculatum","Gardn.","Barboza, E.","2018","11","Marinero, F.; Nardin, E.C.; Nardin, E.C.","958","2018","10","17","Southern America","Brazil","Minas Gerais","Rio Casca","Beira do Rio Doce","-42.760278","-20.12","-42.760278","-20.12",NA,NA,"MBM418700",NA,NA,NA,"277","277","06",NA,NA,NA
"115","2019-12-06 15:15:05-03","MBM","MBM","418747","S","Plantae",NA,NA,"Poaceae","Paspalum","conjugatum","Paspalum conjugatum","P.J. Bergius","Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1007","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418747",NA,NA,NA,"279","279","10",NA,NA,NA
"116","2019-12-06 15:15:08-03","MBM","MBM","418723","S","Plantae",NA,NA,"Poaceae","Paspalum","intermedium","Paspalum intermedium","Munro","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","983","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.753056","-20.103056","-42.753056","-20.103056",NA,NA,"MBM418723",NA,NA,NA,"322","322","28",NA,NA,NA
"117","2019-12-06 15:15:08-03","MBM","MBM","418749","S","Plantae",NA,NA,"Poaceae","Paspalum","intermedium","Paspalum intermedium","Munro","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1009","2018","11","16","Southern America","Brazil","Minas Gerais","Rio Casca","Rodovia BR-262, Rio Doce","-42.742778","-20.026944","-42.742778","-20.026944",NA,NA,"MBM418749",NA,NA,NA,"279","279","28",NA,NA,NA
"118","2019-12-06 15:13:25-03","MBM","MBM","418738","S","Plantae",NA,NA,"Piperaceae","Piper","aduncum","Piper aduncum","L.","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","998","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418738",NA,NA,NA,"279","279","25",NA,NA,NA
"119","2019-12-06 15:13:34-03","MBM","MBM","418740","S","Plantae",NA,NA,"Piperaceae","Piper","hispidum","Piper hispidum","Sw.","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1000","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418740",NA,NA,NA,"279","279","25",NA,NA,NA
"120","2019-12-06 15:16:06-03","MBM","MBM","418741","S","Plantae",NA,NA,"Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1001","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418741",NA,NA,NA,"279","279","05",NA,NA,NA
"121","2019-12-06 14:50:18-03","MBM","MBM","418721","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","minima","Rhynchosia minima","(L.) DC.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","981","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.753056","-20.103056","-42.753056","-20.103056",NA,NA,"MBM418721",NA,NA,NA,"322","322","14",NA,NA,NA
"122","2019-12-06 14:41:50-03","MBM","MBM","418743","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","asperula","Rhynchospora asperula","(Nees) Steud.","Weber, P.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1003","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418743",NA,NA,NA,"279","279","02",NA,NA,NA
"123","2019-12-06 14:41:50-03","MBM","MBM","418736","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","ciliata","Rhynchospora ciliata","Kukenth.","Weber, P.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","996","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418736",NA,NA,NA,"279","279","02",NA,NA,NA
"124","2019-12-06 15:15:31-03","MBM","MBM","418727","S","Plantae",NA,NA,"Poaceae","Sporobolus","indicus","Sporobolus indicus","(L.) R. Br.","Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","987","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.760278","-20.068889","-42.760278","-20.068889",NA,NA,"MBM418727",NA,NA,NA,"286","286","10",NA,NA,NA
"125","2019-12-06 15:15:31-03","MBM","MBM","418726","S","Plantae",NA,NA,"Poaceae","Steinchisma","laxum","Steinchisma laxum","(Sw.) Zuloaga","Cordeiro, J.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","986","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.760278","-20.068889","-42.760278","-20.068889",NA,NA,"MBM418726",NA,NA,NA,"286","286","11",NA,NA,NA
"126","2019-12-06 15:15:31-03","MBM","MBM","418753","S","Plantae",NA,NA,"Poaceae","Steinchisma","laxum","Steinchisma laxum","(Sw.) Zuloaga","Cordeiro, J.; Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1013","2018","11","16","Southern America","Brazil","Minas Gerais","Rio Casca","Rodovia BR-262, Rio Doce","-42.742778","-20.026944","-42.742778","-20.026944",NA,NA,"MBM418753",NA,NA,NA,"279","279","10",NA,NA,NA
"127","2019-12-06 15:15:31-03","MBM","MBM","421159","S","Plantae",NA,NA,"Poaceae","Streptochaeta","spicata","Streptochaeta spicata","Schrad. & Nees","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4131","2019","01","20","Southern America","Brazil","Minas Gerais","Rio Casca",NA,"-42.763611","-20.069444","-42.763611","-20.069444",NA,NA,"MBM421159",NA,NA,NA,"287","287","01",NA,NA,NA
"128","2019-12-06 15:03:49-03","MBM","MBM","418733","S","Plantae",NA,NA,"Malvaceae","Triumfetta","rhomboidea","Triumfetta rhomboidea","Jacq.","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","993","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418733",NA,NA,NA,"279","279","30",NA,NA,NA
"129","2019-12-06 15:03:49-03","MBM","MBM","418739","S","Plantae",NA,NA,"Malvaceae","Urena","lobata","Urena lobata","L.","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","999","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418739",NA,NA,NA,"279","279","30",NA,NA,NA
"130","2019-12-06 15:03:56-03","MBM","MBM","418719","S","Plantae",NA,NA,"Malvaceae","Wissadula","contracta","Wissadula contracta","(Link) R.E. Fries","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","979","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.753056","-20.103056","-42.753056","-20.103056",NA,NA,"MBM418719",NA,NA,NA,"322","322","29",NA,NA,NA
"131","2019-12-06 15:13:46-03","MBM","MBM","418729","S","Plantae",NA,NA,"Plantaginaceae","Scoparia","dulcis","Scoparia dulcis","L.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","989","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.760278","-20.068889","-42.760278","-20.068889",NA,NA,"MBM418729",NA,NA,NA,"286","286","26",NA,NA,NA
"132","2019-12-06 15:03:45-03","MBM","MBM","418748","S","Plantae",NA,NA,"Malvaceae","Sida","rhombifolia","Sida rhombifolia","L.","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1008","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418748",NA,NA,NA,"279","279","29",NA,NA,NA
"133","2019-12-06 15:22:23-03","MBM","MBM","418732","S","Plantae",NA,NA,"Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","Marinero, F.","2019","01","Marinero, F.; Nardin, E.C.; Nardin, E.C.","992","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418732",NA,NA,NA,"279","279","22",NA,NA,NA
"134","2019-12-06 15:20:47-03","MBM","MBM","248256","S","Plantae",NA,NA,"Sapindaceae","Thinouia","scandens","Thinouia scandens","(Cambess.) Triana & Planch.","Somner, G.V.",NA,NA,"Salino, A.","3951",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,"MBM248256","MBM248256","26598","auto",NA,NA,NA,NA,NA,NA
"135","2019-12-06 15:17:08-03","MBM","MBM","420973","S","Plantae",NA,NA,"Pteridaceae","Adiantum","latifolium","Adiantum latifolium","Lam.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4128","2019","01","20","Southern America","Brazil","Minas Gerais","Rio Casca",NA,"-42.763056","-20.069444","-42.763056","-20.069444",NA,NA,"MBM420973",NA,NA,NA,"276","276","01",NA,NA,NA
"136","2019-12-06 15:17:11-03","MBM","MBM","420975","S","Plantae",NA,NA,"Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4130","2019","01","20","Southern America","Brazil","Minas Gerais","Rio Casca",NA,"-42.762778","-20.069444","-42.762778","-20.069444",NA,NA,"MBM420975",NA,NA,NA,"286","286","01",NA,NA,NA
"137","2019-12-06 14:24:21-03","MBM","MBM","418722","S","Plantae",NA,NA,"Amaranthaceae","Alternanthera","tenella","Alternanthera tenella","Colla","Marinero, F.","2019","05","Marinero, F.; Nardin, E.C.; Nardin, E.C.","982","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.753056","-20.103056","-42.753056","-20.103056",NA,NA,"MBM418722",NA,NA,NA,"322","322","14",NA,NA,NA
"138","2019-12-06 15:14:10-03","MBM","MBM","418724","S","Plantae",NA,NA,"Poaceae","Axonopus","compressus","Axonopus compressus","(Sw.) Beauv.","Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","984","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.753056","-20.103056","-42.753056","-20.103056",NA,NA,"MBM418724",NA,NA,NA,"322","322","10",NA,NA,NA
"139","2019-12-06 15:24:11-03","MBM","MBM","418745","S","Plantae",NA,NA,"Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1005","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418745",NA,NA,NA,"279","279","25",NA,NA,NA
"140","2019-12-06 14:46:44-03","MBM","MBM","418735","S","Plantae",NA,NA,"Fabaceae","Calopogonium","mucunoides","Calopogonium mucunoides","Desv.","Marinero, F.","2019","02","Marinero, F.; Nardin, E.C.; Nardin, E.C.","995","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418735",NA,NA,NA,"279","279","13",NA,NA,NA
"141","2019-12-06 15:24:11-03","MBM","MBM","418728","S","Plantae",NA,NA,"Urticaceae","Cecropia","hololeuca","Cecropia hololeuca","Miq.","Marinero, F.; Nardin, E.C.","2018","11","Marinero, F.; Nardin, E.C.; Nardin, E.C.","988","2018","11","14","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada, Rio Doce","-42.760278","-20.068889","-42.760278","-20.068889",NA,NA,"MBM418728",NA,NA,NA,"286","286","14",NA,NA,NA
"142","2019-12-06 14:46:50-03","MBM","MBM","418737","S","Plantae",NA,NA,"Fabaceae","Centrosema","virginianum","Centrosema virginianum","(L.) Benth.","Marinero, F.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","997","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418737",NA,NA,NA,"279","279","03",NA,NA,NA
"143","2019-12-06 14:30:55-03","MBM","MBM","418734","S","Plantae",NA,NA,"Asteraceae","Chromolaena","maximilianii","Chromolaena maximilianii","(Schrad. ex DC.) R.M. King & H. Rob.","Marinero, F.","2018","11","Marinero, F.; Nardin, E.C.; Nardin, E.C.","994","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418734",NA,NA,NA,"279","279","06",NA,NA,NA
"144","2019-12-06 14:42:39-03","MBM","MBM","420974","S","Plantae",NA,NA,"Dryopteridaceae","Ctenitis","submarginalis","Ctenitis submarginalis","(Langsd. & Fisch.) Ching","Mazziero, F.F.F.","2019","02","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4129","2019","01","20","Southern America","Brazil","Minas Gerais","Rio Casca",NA,"-42.763056","-20.069444","-42.763056","-20.069444",NA,NA,"MBM420974",NA,NA,NA,"280","280","01",NA,NA,NA
"145","2019-12-06 14:41:28-03","MBM","MBM","418746","S","Plantae",NA,NA,"Cyperaceae","Cyperus","sesquiflorus","Cyperus sesquiflorus","(Torr.) Mattf. & Kük.","Marinero, F.","2019","03","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1006","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Rio Doce","-42.741944","-20.0525","-42.741944","-20.0525",NA,NA,"MBM418746",NA,NA,NA,"279","279","19",NA,NA,NA
"146","2019-12-06 14:35:42-03","MBM","MBM","418730","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera","Fridericia caudigera","(S.Moore) L.G. Lohmann","Kaehler, M.","2019","04","Marinero, F.; Nardin, E.C.; Nardin, E.C.","990","2018","11","15","Southern America","Brazil","Minas Gerais","Rio Casca","Beira de Estrada","-42.741667","-20.047778","-42.741667","-20.047778",NA,NA,"MBM418730",NA,NA,NA,"830","830","05",NA,NA,NA
"147","2019-12-06 15:14:40-03","MBM","MBM","418752","S","Plantae",NA,NA,"Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Marinero, F.","2018","12","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1012","2018","11","16","Southern America","Brazil","Minas Gerais","Rio Casca","Rodovia BR-262, Rio Doce","-42.742778","-20.026944","-42.742778","-20.026944",NA,NA,"MBM418752",NA,NA,NA,"279","279","10",NA,NA,NA
"148","2019-10-02 15:05:10-03","UFMG","BHCB","40589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"149","2019-10-02 15:08:43-03","UFMG","BHCB","3061","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Urochloa","arrecta","Urochloa arrecta","(Hack. ex T.Durand & Schinz) Morrone & Zuloaga",NA,NA,NA,"Pinheiro, JM","s.n.","1981","07","07","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"terrestre-campo;herbáceo;colmo estriado;espigas em panículas;",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"150","2019-10-02 14:53:14-03","UFMG","BHCB","612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,NA,NA,NA,"s.n.","1944",NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"cultivado;arvore;medicinal-drástico",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"151","2019-10-02 14:51:53-03","UFMG","BHCB","3086","PreservedSpecimen","Plantae","Dicotyledon",NA,"Campanulaceae","Lobelia","fistulosa","Lobelia fistulosa","Vell.",NA,NA,NA,"Pinheiro, JM","s.n.","1981","07","07","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Paludoso;herbáceo;corola 4 cm;purpúrea;fundida;semente alada;",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"152","2020-01-27 19:00:27-03","UFMG","BHCB","170556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae",NA,NA,NA,"A.Juss.",NA,NA,NA,"Krieger, L","19922","1983","11","20","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Arbusto, flores amarelo-esverdeada.","BHCB015225",NA,"26598","auto",NA,NA,NA,NA,NA,NA
"153","2019-10-02 14:57:07-03","UFMG","BHCB","73327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,NA,"Badini, J","2922",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Data: 1936. Terreno úmido.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"154","2019-10-02 15:08:38-03","UFMG","BHCB","3062","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Sorghastrum",NA,"Sorghastrum",NA,NA,NA,NA,"Pinheiro, JM","s.n.","1981","07","07","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"terrestre;campo;herbáceo;sorgo do campo;espículas alternas;folhas serrilhadas",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"155","2019-10-02 14:51:52-03","UFMG","BHCB","3085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Campanulaceae","Centropogon","cornutus","Centropogon cornutus","(L.) Druce",NA,NA,NA,"Pinheiro, JM","s.n.","1981","07","07","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"Arenoso;herbáceo;flores purpúreas;anteras pilosas;",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"156","2019-10-02 15:08:36-03","UFMG","BHCB","3087","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Pennisetum",NA,"Pennisetum",NA,NA,NA,NA,"Pinheiro, JM","s.n.","1981","07","07","Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"campo;herbáceo;lígulas longamente pilosas;flores em cachos espiciformes;",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"157","2019-10-02 15:02:12-03","UFMG","BHCB","1574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson",NA,NA,NA,NA,"s.n.","1948",NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,NA,"sub-arbusto;medicinal-expectorante,diaforético,anti-desintérico,emético;parte usada:raiz",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"158","2019-10-02 15:07:53-03","UFMG","BHCB","40590","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Oeceoclades","maculata","Oeceoclades maculata","(Lindl.) Lindl.",NA,NA,NA,"Salino, A","3934","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Área de inundação da Usina Hidrelétrica de Jurumir","-42.6507987976074","-20.2261009216309",NA,NA,NA,"floresta ciliar. Erva terrestre com flores brancas a creme, com guia de néctar rosada.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"159","2019-12-23 17:48:51-03","UFMG","BHCB","40588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","brevifolia","Ruellia brevifolia","(Pohl) C.Ezcurra",NA,"2012","09","Salino, A","3932","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Área de inundação da Usina Hidrelétrica de Jurumirim, às margens do Rio Casca.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Erva com flores vermelhas.; Floresta ciliar.","BHCB006246","BHCB006246","26598","auto",NA,NA,"26",NA,NA,NA
"160","2019-10-02 14:56:34-03","UFMG","BHCB","40665","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Urena","auratiaca","Urena auratiaca",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"161","2019-10-02 14:48:55-03","UFMG","BHCB","40611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana",NA,"Tabernaemontana",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"162","2019-10-02 15:03:46-03","UFMG","BHCB","40618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,NA,NA,"Salino, A","s.n.","1998","02","04","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"163","2019-10-02 14:55:22-03","UFMG","BHCB","40613","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Nectandra","oppositifolia","Nectandra oppositifolia","Nees",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"164","2019-10-02 14:55:01-03","UFMG","BHCB","40591","PreservedSpecimen","Plantae","Dicotyledon",NA,"Icacinaceae","Leretia","cordata","Leretia cordata","Vell.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"165","2019-10-02 14:56:24-03","UFMG","BHCB","40612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Luehea","divaricata","Luehea divaricata","Mart. & Zucc.",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"166","2019-10-02 14:55:37-03","UFMG","BHCB","40674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,NA,NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
"167","2019-12-23 17:49:09-03","UFMG","BHCB","40592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae",NA,NA,NA,"Lindl.",NA,NA,NA,"Salino, A","3936","1998","02","03","Southern America","Brasil","Minas Gerais","Rio Casca","Usina Hidrelétrica de Jurumim.","-42.6507987976074","-20.2261009216309",NA,NA,NA,"Árvore com 5m de altura, folhas cartáceas e frutos imaturos verdes; Árvore com 5 m de altura, folhas cartáceas e frutos imaturos verdes.",NA,NA,"26598","auto",NA,NA,NA,NA,NA,NA
