"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","typeStatus"
"244","2018-03-14 14:29:27-03","MBML","MBML-HERBARIO","23678",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvata","Tillandsia recurvata",NA,"A. P. Fontana; et al","903","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos","-41.063611","-19.495833","41W3'49","19S29'45",NA,"Epifita, frutos ócre, folhas verdes com pelos brancos.","MBML023678","MBML023678",NA,NA,"L. O. F. de Sousa/29-06-2005",NA,NA,NA,NA,NA,NA,NA,NA
"245","2018-03-14 14:30:48-03","MBML","MBML-HERBARIO","23671",NA,"Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,"A. P. Fontana; et al","914","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Propriedade de Fabiano Ramos","-41.063611","-19.495833","41W3'49","19S29'45",NA,"Arbusto 1m. Flores brancas.","MBML023671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","47721",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Amburana","cearensis","Amburana cearensis",NA,"H. C. de Lima; L.Kollmann, C.N. Fraga, M. Lemes, R. Gribel & A.P. Fontana","7620","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim. Estrada de Babilonia. Sítio Rio Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore com 16m de altura. Tronco com casca esfoliante, castanho-avermelhada, DAP ca 70cm. Flores perfumadas, cálice verde acastanhada, corola alvo-amarelada com tons avermelhados na base, ovário vinoso. Frequente na floresta degradada","MBML047721","MBML047721","54161","auto","Haroldo C. de Lima/12-04-2013",NA,NA,NA,"150","150",NA,NA,NA
"247","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","45747",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium",NA,"Centrolobium",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12634","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, rio Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore 10m, flores laranjas","MBML045747","MBML045747","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","45750",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Mimosa","velloziana","Mimosa velloziana",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12631","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, rio Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Erva ao sol, flores rosas","MBML045750","MBML045750","54161","auto","L.A. Silva/02-10-2014",NA,NA,NA,NA,NA,NA,NA,NA
"249","2017-09-14 11:50:04-03","MBML","MBML-HERBARIO","45713",NA,"Plantae",NA,NA,"Phytolaccaceae","Seguieria",NA,"Seguieria",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12633","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, rio Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arvoreto 6m, frutos verdes","MBML045713",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2017-09-14 11:45:15-03","MBML","MBML-HERBARIO","45712",NA,"Plantae",NA,NA,"Euphorbiaceae","Dalechampia",NA,"Dalechampia",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12632","2013","04","12",NA,"Brasil","Minas Gerais","Aimorés","Conceição do Capim, rio Capim","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Liana ao sol, frutos verdes, bracteas brancas.","MBML045712",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2017-09-21 14:53:48-03","MBML","MBML-HERBARIO","52029",NA,"Plantae",NA,NA,"Portulacaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2692","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Flor de cor amarela","MBML052029",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2017-09-21 14:52:57-03","MBML","MBML-HERBARIO","52047",NA,"Plantae",NA,NA,"Bromeliaceae","Tillandsia",NA,"Tillandsia",NA,"R.R. Vervloet; A.P. Fontana","2686","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Epífita, frutos de cor marrom, topo de pedra","MBML052047","MBML052047","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2017-09-21 14:53:49-03","MBML","MBML-HERBARIO","52028",NA,"Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2689","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Erva. Flores de cor branca","MBML052028",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2017-09-21 14:52:57-03","MBML","MBML-HERBARIO","52049",NA,"Plantae",NA,NA,"Bromeliaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2697","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Terrestre, flores de cor laranja, frutos imaturos de cor marrom","MBML052049","MBML052049","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2017-09-21 14:52:57-03","MBML","MBML-HERBARIO","52050",NA,"Plantae",NA,NA,"Bromeliaceae","Aechmea",NA,"Aechmea",NA,"R.R. Vervloet; A.P. Fontana","2696","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Terrestre, flores e botões de cor amarelo.","MBML052050","MBML052050","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2017-09-21 14:52:56-03","MBML","MBML-HERBARIO","52048",NA,"Plantae",NA,NA,"Apocynaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2687","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Erva de 1m, flores de cor roxa e avermelhada externamente, frutos imaturos de cor verde","MBML052048","MBML052048","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2017-09-21 14:52:58-03","MBML","MBML-HERBARIO","52039",NA,"Plantae",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2693","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Látex branco, flores e frutos de cor amarelo avermelhado","MBML052039","MBML052039","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2018-03-14 14:30:44-03","MBML","MBML-HERBARIO","47937",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","venosa","Pouteria venosa",NA,"D. A. Folli","3793","2001","01","02",NA,"Brasil","Minas Gerais","Aimorés","Instituto Terra","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Nome vulgar: Bapeba manteiga. Capoeira. Estrada das Aroeiras. Arbóreo, terrestre, botão marrom e flor verde claro, cor exsudação branco e descamação ausente. 2300m. Fuste cilíndrico. Superfície da casca lisa. Altura total 8m, fuste 3m,","MBML047937",NA,"54161","auto","T.D. Pennington/01-12-2010",NA,NA,NA,NA,NA,NA,NA,NA
"259","2017-09-21 14:52:58-03","MBML","MBML-HERBARIO","52042",NA,"Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2688","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Frutos de cor marrom","MBML052042","MBML052042","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-06-13 08:40:34-03","MBML","MBML-HERBARIO","52051",NA,"Plantae",NA,NA,"Bignoniaceae","Handroanthus",NA,"Handroanthus",NA,"R.R. Vervloet; A.P. Fontana","2694","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Árvore de 6m, com folhas e flores de cor vinho, fruto imaturo de cor vinho enegrecido. Flores com duas listras amarelas internamente","MBML052051","MBML052051","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2017-09-21 14:53:48-03","MBML","MBML-HERBARIO","52040",NA,"Plantae",NA,NA,"Orchidaceae","Pseudolaelia",NA,"Pseudolaelia",NA,"R.R. Vervloet; A.P. Fontana","2691","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Epífita em Vellozia, frutos imaturos de cor verde avermelhados","MBML052040",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2017-09-21 14:52:57-03","MBML","MBML-HERBARIO","52041",NA,"Plantae",NA,NA,"Asclepiadaceae",NA,NA,NA,NA,"R.R. Vervloet; A.P. Fontana","2690","2004","08","06",NA,"Brasil","Minas Gerais","Aimorés","Divisa de Aimorés/Baixo Guandu","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Liana, latescente, sem folhas, frutos imaturos de cor verde","MBML052041","MBML052041","54161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-12-15 13:42:13-03","UNESP-RC","HRCB","57738","S","Plantae",NA,NA,"Lauraceae","Ocotea","cf.velutina","Ocotea cf.velutina","(Nees) Rohwer","Luz, A.A.","201","2004","06","14",NA,"Brasil","Minas Gerais","Aimorés","Estrada da mata para o mirante","-41.0638999938965","-19.4958000183105",NA,NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 9m, fuste 2m, cap fuste 40cm, diâmetro copa 4m. Fruto maduro preto, fruto imaturo verde, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela mirante",NA,NA,"54161","auto","van der Werff, H.","2009","12","04",NA,NA,NA,NA,NA
"264","2020-03-09 10:32:30-03","CVRD","CVRD","10242","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Barnebydendron","riedelii","Barnebydendron riedelii","(Tul.) J.H. Kirkbride","Luz, A.A. da","423","2007","05","16","América do Sul","BRASIL","MG","Aimorés",NA,"-41.287075","-19.494729","-41.287075","-19.494729",NA,"<ll>dwc_commonname:</ll> Guaribú sabão","CVRD010242",NA,NA,NA,"H. C. de Lima & R. D. Ribeiro","2009","08","21","141","141",NA,"Magnoliopsida",NA
"265","2020-03-09 10:32:57-03","CVRD","CVRD","10819","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","Luz, A.A. da","489","2008","03","12","América do Sul","BRASIL","MG","Aimorés",NA,"-41.157786","-19.640767","-41.157786","-19.640767",NA,"<ll>dwc_commonname:</ll> Murici do brejo","CVRD010819",NA,NA,NA,"Domingos A. Folli","2008","03","12","360","360",NA,"Magnoliopsida",NA
"266","2020-01-31 11:23:56-03","CVRD","CVRD","8946","PreservedSpecimen","Plantae","Magnoliophyta","Brassicales","Capparaceae","Crateva","tapia","Crateva tapia","L.","Luz, A.A. da","243","2004","10","06","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau cebola","CVRD008946",NA,"54161","auto","Domingos A. Folli","2004","10","06",NA,NA,NA,"Magnoliopsida",NA
"267","2020-03-09 10:32:40-03","CVRD","CVRD","9726","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","fusca","Cordia fusca","M. Stapf","Luz, A.A. da","346","2006","08","15","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Manemenem","CVRD009726",NA,"54161","auto","Domingos A. Folli","2006","08","15",NA,NA,NA,"Magnoliopsida",NA
"268","2020-01-31 11:25:37-03","CVRD","CVRD","8618","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Sapindus","saponaria","Sapindus saponaria","L.","Luz, A.A. da","161","2004","03","01","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Bolebeira","CVRD008618",NA,"54161","auto","Domingos A. Folli","2004","03","01",NA,NA,NA,"Magnoliopsida",NA
"269","2020-01-31 11:24:07-03","CVRD","CVRD","8943","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Lecythis","pisonis","Lecythis pisonis","Cambess.","Luz, A.A. da","231","2004","10","05","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Sapucaia vermelha","CVRD008943",NA,"54161","auto","Domingos A. Folli","2004","10","05",NA,NA,NA,"Magnoliopsida",NA
"270","2020-02-14 15:53:37-03","CVRD","CVRD","7315","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","schomburgkii","Mimosa schomburgkii","Benth.","Luz, A.A. da","51","2002","03","22","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico cangalha","CVRD007315",NA,"54161","auto","Geovane S. Siqueira","2020","02","05",NA,NA,NA,"Magnoliopsida",NA
"271","2020-01-31 11:24:22-03","CVRD","CVRD","12141","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Glycine","max","Glycine max","(L.) Merr.","Reis, R.","136","2005","11","10","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Pátio de Aymores linha 3 Km 180+000 <ll>dwc_commonname:</ll> Sojá","CVRD012141",NA,"54161","auto","Gwilym P. Lewis","2014","03","17",NA,NA,NA,"Magnoliopsida",NA
"272","2020-01-31 11:24:37-03","CVRD","CVRD","6933","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Randia","sp.","Randia sp.",NA,"Luz, A.A. da","15","2001","07","12","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Ponteiro peludo","CVRD006933",NA,"54161","auto","Daniela Zappi","2008","08","24",NA,NA,NA,"Magnoliopsida",NA
"273","2020-01-31 11:24:05-03","CVRD","CVRD","10043","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Luz, A.A. da","375","2007","03","20","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Caquí roxo","CVRD010043",NA,"54161","auto","Bruno Wallnöfer","2010","03","05",NA,NA,NA,"Magnoliopsida",NA
"274","2020-01-31 11:24:09-03","CVRD","CVRD","11671","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Luz, A.A. da","496","2008","01","21","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Instituto Terra <ll>dwc_commonname:</ll> Bapeba manteiga","CVRD011671",NA,"54161","auto","Terry D. Pennington","2010","12","01",NA,NA,NA,"Magnoliopsida",NA
"275","2020-01-31 11:24:09-03","CVRD","CVRD","6728","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Folli, D.A.","3793","2001","01","02","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Inst. Terra Aimorés - MG <ll>dwc_commonname:</ll> Bapeba manteiga","CVRD006728",NA,"54161","auto","Terry D. Pennington","2010","12","01",NA,NA,NA,"Magnoliopsida",NA
"276","2020-01-31 11:24:30-03","CVRD","CVRD","8583","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","illustre","Aspidosperma illustre","(Vell.) Kuhlm. & Pirajá","Luz, A.A. da","150","2004","01","26","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Tambú pequiá","CVRD008583",NA,"54161","auto","Washington Marcondes Ferreira-Neto","2006","01","27",NA,NA,NA,"Magnoliopsida",NA
"277","2020-01-31 11:24:09-03","CVRD","CVRD","9826","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Luz, A.A. da","362","2006","11","15","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Instituto Terra <ll>dwc_commonname:</ll> Bapeba manteiga","CVRD009826",NA,"54161","auto","Terry D. Pennington","2010","12","01",NA,NA,NA,"Magnoliopsida",NA
"278","2020-01-31 11:25:28-03","CVRD","CVRD","10618","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Maclura","tinctoria","Maclura tinctoria","(L.) D. Don ex Stevd.","Folli, D.A.","5787","2007","12","05","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"Flores Feminina <ll>dwc_commonname:</ll> Moreira","CVRD010618",NA,"54161","auto","Domingos A. Folli","2007","12","05",NA,NA,NA,"Magnoliopsida",NA
"279","2020-01-31 11:25:33-03","CVRD","CVRD","8766","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.","Luz, A.A. da","202","2004","06","14","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cedro cascudo","CVRD008766",NA,"54161","auto","T.B. Flores","2015","08","11",NA,NA,NA,"Magnoliopsida",NA
"280","2020-01-31 11:24:22-03","CVRD","CVRD","8980","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Grazielodendron","rio-docensis","Grazielodendron rio-docensis","H.C.Lima","Luz, A.A. da","258","2004","11","17","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Peroba candeia","CVRD008980",NA,"54161","auto","Domingos A. Folli","2004","11","17",NA,NA,NA,"Magnoliopsida",NA
"281","2020-01-31 11:25:32-03","CVRD","CVRD","15622","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","kunthiana","Guarea kunthiana","A. Juss.","Folli, D.A.","7476","2016","07","23","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Cangerana vermelha","CVRD015622",NA,"54161","auto","Domingos A. Folli","2016","07","23","123","123",NA,"Magnoliopsida",NA
"282","2020-01-31 11:25:37-03","CVRD","CVRD","8824","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Melicoccus","oliviformis","Melicoccus oliviformis subsp. intermedius","(Radlk.) Acev.-Rodr.","Luz, A.A. da","214","2004","08","04","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Pitomba amarela","CVRD008824",NA,"54161","auto","Pedro Acevedo Rodriguez","2009","03","11",NA,NA,"subsp. intermedius","Magnoliopsida",NA
"283","2020-01-31 11:25:32-03","CVRD","CVRD","8562","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer","Luz, A.A. da","141","2004","01","21","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Peloteira","CVRD008562",NA,"54161","auto","Domingos A. Folli","2004","01","21",NA,NA,NA,"Magnoliopsida",NA
"284","2020-01-31 13:35:23-03","CVRD","CVRD","8775","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","sp.","Luehea sp.",NA,"Luz, A.A. da","203","2004","06","15","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Açoita gigante","CVRD008775",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"285","2020-01-31 13:35:23-03","CVRD","CVRD","8581","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","sp.","Luehea sp.",NA,"Luz, A.A. da","153","2004","01","29","América do Sul","BRASIL","MG","Aimorés",NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,"<ll>dwc_commonname:</ll> Açoita purunga","CVRD008581",NA,"54161","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
