"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","monthIdentified","dayIdentified","individualCount","infraspecificEpithet","class","relatedCatalogItem"
"61","2019-05-02 10:53:20-03","IBt","SP-BRYOPHYTA","132057","S","Plantae",NA,NA,"Frullaniaceae","Frullania","brasiliensis","Frullania brasiliensis",NA,NA,"Vital, D.M.","6515","1976","Southern America","BRASIL","Minas Gerais","Capelinha","Along the road","-42.515833","-17.691389","-42.515833","-17.691389",NA,"On base of a thin tree trunk","SP068686",NA,"Raddi","08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"62","2019-05-02 10:54:01-03","IBt","SP-BRYOPHYTA","132056","S","Plantae",NA,NA,"Lejeuneaceae","Indeterminado",NA,"Indeterminado",NA,NA,"Vital, D.M.","6513","1976","Southern America","BRASIL","Minas Gerais","Capelinha","Along the road Capelinha - Malacacheta","-42.515833","-17.691389","-42.515833","-17.691389",NA,"On base of a thin tre trunk in a low secondary forest","SP068685",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"63","2019-05-02 10:54:14-03","IBt","SP-BRYOPHYTA","132058","S","Plantae",NA,NA,"Lejeuneaceae","Lejeunea","sp.","Lejeunea sp.",NA,NA,"Vital, D.M.","6516","1976","Southern America","BRASIL","Minas Gerais","Capelinha","ca 10km E of the town","-42.515833","-17.691389","-42.515833","-17.691389",NA,"On base of a thin tree trunk in a low secondary forest","SP068687",NA,NA,"08","15",NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"64","2019-10-11 11:13:48-03","UFPR","UPCB","31229","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Lithraea","aroeirinha","Lithraea aroeirinha",NA,NA,"Pedralli, G.","355","1989",NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"Área 5. Córrego Fanado..",NA,NA,"March. ex Warm.","06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"65","2019-07-11 08:30:51-03","ICAUFMG","MCCA","1837","S","Plantae",NA,NA,"Asteraceae","Tanacetum","parthenium","Tanacetum parthenium",NA,NA,"RODRIGUES, M.E.",NA,"2017",NA,"Brasil","Minas Gerais","Capelinha","Comunidade de São Lourenço","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MCCA01896","MCCA01896","(L.) Sch.Bip.","09","09","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"66","2019-12-23 08:17:43-03","ICAUFMG","MCCA","1839","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,NA,"RODRIGUES, M.E.",NA,"2017",NA,"Brasil","Minas Gerais","Capelinha","Comunidade de São Lourenço","-42.5158004760742","-17.6914005279541",NA,NA,NA,NA,"MCCA01898","MCCA01898",NA,"12","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"67","2017-11-24 14:10:59-02","UFLA","ESAL","1962","S","Plantae",NA,NA,"Fabaceae","Zornia",NA,"Zornia","Carvalho, DA",NA,"Carvalho, WAC","92",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"erva; 0,30-0,50 m; ;; formação antrópica",NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"68","2017-11-24 14:11:58-02","UFLA","ESAL","1976","S","Plantae",NA,NA,"Plantaginaceae","Scoparia","dulcis","Scoparia dulcis","D. A. C.",NA,"Carvalho, DA","106",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"erva; 0,35; ;; formação antrópica",NA,NA,"L.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"69","2019-05-09 11:05:26-03","UFLA","ESAL","23017","S","Plantae",NA,NA,"Euphorbiaceae","Manihot",NA,"Manihot","Caruzo, MBR","2019","Rodrigo G.","s.n.",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"arbusto; 1,7 m; ;",NA,NA,NA,NA,NA,"26339",NA,NA,"auto","04",NA,NA,NA,NA,NA
"70","2017-11-24 14:12:23-02","UFLA","ESAL","27998","S","Plantae",NA,NA,"Rubiaceae","Simira",NA,"Simira",NA,NA,"Rodrigo Gaudra","s.n.",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"71","2017-11-24 14:11:41-02","UFLA","ESAL","24987","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","M.F. Santos",NA,"Willian Pereira","s.n.",NA,NA,"Brasil","Minas Gerais","Capelinha","Faz. Moinho- próximo à entrada","-42.5158004760742","-17.6914005279541",NA,NA,NA,"arbusto; 2,0m; branca; pequeno e amarelo; cerrado",NA,NA,"(Cambess.) O.Ber",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"72","2017-11-24 14:10:43-02","UFLA","ESAL","25131","S","Plantae",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Rodrigo G.","s.n.",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"arvoreta; 2 m; ;",NA,NA,NA,NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"73","2017-11-24 14:10:39-02","UFLA","ESAL","1978","S","Plantae",NA,NA,"Euphorbiaceae","Croton","lundianus","Croton lundianus","D. A. C.",NA,"Carvalho, DA","108",NA,NA,"Brasil","Minas Gerais","Capelinha",NA,"-42.5158004760742","-17.6914005279541",NA,NA,NA,"erva; 0.50; ;; formação antrópica",NA,NA,"(Didr.) Müll.Arg.",NA,NA,"26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"74","2014-07-30 10:40:54-03","CITSF","HXBH","008920","S","Plantae",NA,NA,"Cyperaceae","Cyperus",NA,"Cyperus",NA,NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"75","2014-07-30 10:40:58-03","CITSF","HXBH","008902","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","04","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"76","2014-07-30 10:40:58-03","CITSF","HXBH","008899","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"77","2014-07-30 10:40:45-03","CITSF","HXBH","008787","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"78","2014-07-30 10:40:45-03","CITSF","HXBH","008791","S","Plantae",NA,NA,"Asteraceae","Gnaphalium","spicatum lam.","Gnaphalium spicatum lam.",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"79","2014-07-30 10:40:38-03","CITSF","HXBH","003086","S","Plantae",NA,NA,"Anacardiaceae","Lithraea",NA,"Lithraea",NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 5, Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"80","2014-07-30 10:40:48-03","CITSF","HXBH","003101","S","Plantae",NA,NA,"Bignoniaceae",NA,NA,NA,NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,"Área 4",NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"81","2014-07-30 10:40:41-03","CITSF","HXBH","003115","S","Plantae",NA,NA,"Asteraceae","Acanthospermum","australe (loef.) o . kuntze","Acanthospermum australe (loef.) o . kuntze",NA,NA,"Pedralli; Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 4. Córrego Setubinha.","-42.5158","-17.6914",NA,NA,NA,"Nome vulgar: carrapicho",NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"82","2014-07-30 10:40:42-03","CITSF","HXBH","003118","S","Plantae",NA,NA,"Asteraceae","Ageratum",NA,"Ageratum",NA,NA,"Pedralli & Oliveira",NA,"1989",NA,"Brasil","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"83","2014-07-30 10:40:42-03","CITSF","HXBH","008776","S","Plantae",NA,NA,"Asteraceae","Alomia",NA,"Alomia",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"84","2014-07-30 10:40:42-03","CITSF","HXBH","008775","S","Plantae",NA,NA,"Asteraceae","Alomia",NA,"Alomia",NA,NA,"F.S. Lima",NA,"2000",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"85","2014-07-30 10:40:42-03","CITSF","HXBH","008777","S","Plantae",NA,NA,"Asteraceae","Alomia",NA,"Alomia",NA,NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"86","2014-07-30 10:40:42-03","CITSF","HXBH","003140","S","Plantae",NA,NA,"Asteraceae","Aspilia",NA,"Aspilia",NA,NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"87","2014-07-30 10:40:42-03","CITSF","HXBH","003133","S","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis","Nakajina, J.N.","2000","Pedralli; Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 4. Córrego Setubinha.","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto","10","01",NA,NA,NA,NA
"88","2014-07-30 10:40:42-03","CITSF","HXBH","003134","S","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis","Nakajina, J.N.","2000","Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 4. Córrego Setubinha.","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto","10","01",NA,NA,NA,NA
"89","2014-07-30 10:40:44-03","CITSF","HXBH","003139","S","Plantae",NA,NA,"Asteraceae","Blainvillea",NA,"Blainvillea",NA,NA,"Pedralli; Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"90","2014-07-30 10:40:53-03","CITSF","HXBH","008896","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","hirtella (schrad.) urban.","Bulbostylis hirtella (schrad.) urban.","F.S. Lima",NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"91","2014-07-30 10:40:53-03","CITSF","HXBH","008897","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","hirtella (schrad.) urban.","Bulbostylis hirtella (schrad.) urban.","F.S. Lima",NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"92","2014-07-30 10:40:53-03","CITSF","HXBH","008898","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","hirtella (schrad.) urban.","Bulbostylis hirtella (schrad.) urban.","F.S. Lima",NA,"F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"93","2014-07-30 10:40:45-03","CITSF","HXBH","008778","S","Plantae",NA,NA,"Asteraceae","Centrantherum","punctatum cassini.","Centrantherum punctatum cassini.",NA,NA,"F.S. Lima",NA,"1980",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"94","2014-07-30 10:40:55-03","CITSF","HXBH","008905","S","Plantae",NA,NA,"Cyperaceae","Cyperus","cf. esculentus l.","Cyperus cf. esculentus l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"95","2014-07-30 10:40:55-03","CITSF","HXBH","008905","S","Plantae",NA,NA,"Cyperaceae","Cyperus","cf. esculentus l.","Cyperus cf. esculentus l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"96","2014-07-30 10:40:55-03","CITSF","HXBH","008917","S","Plantae",NA,NA,"Cyperaceae","Cyperus","cf. surinamensis rottb.","Cyperus cf. surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","14","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"97","2014-07-30 10:40:55-03","CITSF","HXBH","008918","S","Plantae",NA,NA,"Cyperaceae","Cyperus","cf. surinamensis rottb.","Cyperus cf. surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","14","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"98","2014-07-30 10:40:55-03","CITSF","HXBH","008919","S","Plantae",NA,NA,"Cyperaceae","Cyperus","cf. surinamensis rottb.","Cyperus cf. surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"99","2014-07-30 10:40:55-03","CITSF","HXBH","003156","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.","Carvalho","1989","Pedralli, Oliveira & Carvalho",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto","03","01",NA,NA,NA,NA
"100","2014-07-30 10:40:55-03","CITSF","HXBH","003158","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.","V.L. Oliveira","1989","Pedralli & Oliveira",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,"tiririca",NA,NA,NA,"05","27","26339",NA,NA,"auto","08","01",NA,NA,NA,NA
"101","2014-07-30 10:40:55-03","CITSF","HXBH","003156","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.","Carvalho.",NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"BR","MG","Capelinha","Área 5 Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"102","2014-07-30 10:40:55-03","CITSF","HXBH","003158","S","Plantae",NA,NA,"Cyperaceae","Cyperus","diffusus vahl.","Cyperus diffusus vahl.","V. L. Oliveira",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 5. Córrego Fanada","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"103","2014-07-30 10:40:58-03","CITSF","HXBH","008899","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"104","2014-07-30 10:40:58-03","CITSF","HXBH","008903","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"105","2014-07-30 10:40:56-03","CITSF","HXBH","003159","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","V. L. Oliveira",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"106","2014-07-30 10:40:58-03","CITSF","HXBH","008900","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"107","2014-07-30 10:40:58-03","CITSF","HXBH","008901","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"108","2014-07-30 10:40:58-03","CITSF","HXBH","008901","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"109","2014-07-30 10:40:58-03","CITSF","HXBH","008902","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","04","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"110","2014-07-30 10:40:58-03","CITSF","HXBH","008903","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","05","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"111","2014-07-30 10:40:58-03","CITSF","HXBH","008904","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","13","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"112","2014-07-30 10:40:58-03","CITSF","HXBH","008904","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","13","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"113","2014-07-30 10:40:58-03","CITSF","HXBH","008900","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","F.S. Lima","1990","F.S. Lima",NA,"1990",NA,"Brasil","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto","01","01",NA,NA,NA,NA
"114","2014-07-30 10:40:56-03","CITSF","HXBH","003159","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan l.","Cyperus haspan l.","V.L. Oliveira","1989","Pedralli & Oliveira",NA,"1989",NA,"Brasil","MG","Capelinha","Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,"tiririca",NA,NA,NA,"06","27","26339",NA,NA,"auto","08","01",NA,NA,NA,NA
"115","2014-07-30 10:40:59-03","CITSF","HXBH","008908","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","05","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"116","2014-07-30 10:40:59-03","CITSF","HXBH","008907","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"08","03","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"117","2014-07-30 10:40:59-03","CITSF","HXBH","008909","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","13","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"118","2014-07-30 10:40:59-03","CITSF","HXBH","008910","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"12","14","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"119","2014-07-30 10:40:58-03","CITSF","HXBH","003172","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","V. L. Oliveira",NA,"Pedralli, Oliveira & Carvalho",NA,"1989",NA,"BR","MG","Capelinha","Área 4. Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,"Tiririca",NA,NA,NA,"02","15","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"120","2014-07-30 10:40:59-03","CITSF","HXBH","008906","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulae (l.) retz.","Cyperus luzulae (l.) retz.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"121","2014-07-30 10:40:59-03","CITSF","HXBH","003169","S","Plantae",NA,NA,"Cyperaceae","Cyperus","luzulea (l.) reitz.","Cyperus luzulea (l.) reitz.","S. T. Meyer",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 4. Córrego Setubinha","-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"05","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"122","2014-07-30 10:40:59-03","CITSF","HXBH","008913","S","Plantae",NA,NA,"Cyperaceae","Cyperus","sesquiflorus (torr.) matff. et. kiikenth","Cyperus sesquiflorus (torr.) matff. et. kiikenth","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"123","2014-07-30 10:40:59-03","CITSF","HXBH","008912","S","Plantae",NA,NA,"Cyperaceae","Cyperus","sesquiflorus (torr.) mattf. et kiikenth.","Cyperus sesquiflorus (torr.) mattf. et kiikenth.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","29","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"124","2014-07-30 10:40:59-03","CITSF","HXBH","008911","S","Plantae",NA,NA,"Cyperaceae","Cyperus","sesquiflorus (torr.) mattf. et. kiikenth","Cyperus sesquiflorus (torr.) mattf. et. kiikenth","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"125","2014-07-30 10:40:59-03","CITSF","HXBH","008914","S","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis rottb.","Cyperus surinamensis rottb.","F. S. Lima",NA,"F. S. Lima",NA,"1990",NA,"BR","MG","Capelinha",NA,"-42.5158","-17.6914",NA,NA,NA,NA,NA,NA,NA,"09","28","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
"126","2014-07-30 10:40:59-03","CITSF","HXBH","003182","S","Plantae",NA,NA,"Cyperaceae","Cyperus","surinamensis rottb.","Cyperus surinamensis rottb.","S. T. Meyer",NA,"Pedralli & Oliveira",NA,"1989",NA,"BR","MG","Capelinha","Área 5. Córrego Fanado","-42.5158","-17.6914",NA,NA,NA,"Tiririca",NA,NA,NA,"06","27","26339",NA,NA,"auto",NA,NA,NA,NA,NA,NA
