"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","typeStatus"
"484","2019-10-02 14:52:29-03","UFMG","BHCB","93133","PreservedSpecimen","Plantae","Convolvulaceae","Merremia",NA,"Merremia",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Liana. Cálice verde com manchas vermelhas, corola branca. Frutos imaturos verdes","Dicotyledon",NA,"97","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"485","2019-10-02 14:57:05-03","UFMG","BHCB","93131","PreservedSpecimen","Plantae","Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto de 2m de altura. Frutos maduros azulados e frutos imaturos verdes","Dicotyledon",NA,"95","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"486","2019-10-02 14:55:16-03","UFMG","BHCB","93167","PreservedSpecimen","Plantae","Lauraceae",NA,NA,NA,NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BHCB045573",NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore, 8m de altura. Botões florais e flores verdes; em interior de mata semidecídua","Dicotyledon",NA,"131","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"487","2019-10-02 14:54:01-03","UFMG","BHCB","93339","PreservedSpecimen","Plantae","Fabaceae","Erythrina",NA,"Erythrina",NA,"Mota, NFO; Viana, PL","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore de 10 m. de altura em interior de mata, flores vermelhas púrpuras","Dicotyledon",NA,"303","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"488","2019-10-02 14:59:37-03","UFMG","BHCB","93323","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia",NA,"Mollinedia",NA,"Mota, NFO; Viana, PL","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto de 3m. de altura","Dicotyledon",NA,"287","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"489","2019-10-02 15:08:31-03","UFMG","BHCB","93246","PreservedSpecimen","Plantae","Poaceae","Paspalum",NA,"Paspalum",NA,"Mota, NFO; Viana, PL","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva terrestre em interior de mata semidecídua, área brejosa","Monocotyledon",NA,"210","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"490","2019-10-02 14:56:55-03","UFMG","BHCB","93229","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto em borda de mata, 3m de altura. Frutos atroporpureos, raque rosa","Dicotyledon",NA,"193","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"491","2019-10-02 15:02:44-03","UFMG","BHCB","93228","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em borda de mata, 5m de altura. Frutos atroporpureos","Dicotyledon",NA,"192","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"492","2019-10-02 15:06:01-03","UFMG","BHCB","93754","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","Mota, NFO; Viana, PL","2005","08","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Planta terrestre no interior de mata, flores amarelas e brácteas vermelhas","Monocotyledon",NA,"359","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"493","2019-10-02 15:02:44-03","UFMG","BHCB","93157","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","vellosiana","Psychotria vellosiana","Benth.","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em interior de mata semidecídua, variando de 2-10m de altura. Frutos imaturos verdes e maduro","Dicotyledon",NA,"121","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"494","2019-10-02 15:02:15-03","UFMG","BHCB","93225","PreservedSpecimen","Plantae","Rubiaceae","Coccocypselum",NA,"Coccocypselum",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva estolonífera em interior de mata semidecídua. Frutos roxos, face abaxial da folha roxa","Dicotyledon",NA,"189","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"495","2019-10-02 14:48:35-03","UFMG","BHCB","93194","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma",NA,"Aspidosperma","Mart. & Zucc.","Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore no campo, 10m de altura. Lárex branco, frutos imaturos verdes","Dicotyledon",NA,"158","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"496","2019-10-02 14:59:37-03","UFMG","BHCB","93352","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia",NA,"Mollinedia",NA,"Mota, NFO; Viana, PL","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto de 2 m. de altura no interior de mata, próximo a nascente de córrego, cálice verde e corola","Dicotyledon",NA,"316","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"497","2019-10-02 14:56:24-03","UFMG","BHCB","93313","PreservedSpecimen","Plantae","Malvaceae","Luehea","grandiflora","Luehea grandiflora","Mart. & Zucc.","Mota, NFO; Viana, PL","2005","07","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore de 15 m. de altura no interior de mata, cálice dourado e corola creme","Dicotyledon",NA,"277","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"498","2019-10-02 14:54:39-03","UFMG","BHCB","93127","PreservedSpecimen","Plantae","Fabaceae","Senna","pendula","Senna pendula","(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BHCB046214",NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em borda de mata, próximo a lagoa, 2m de altura. Flores amarelas","Dicotyledon",NA,"91","Southern America",NA,"2007",NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"499","2019-10-02 14:55:15-03","UFMG","BHCB","93162","PreservedSpecimen","Plantae","Lamiaceae","Vitex",NA,"Vitex",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em interior de mata semidecídua, variando de 8-10m de altura. Frutos roxos","Dicotyledon",NA,"126","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"500","2019-10-02 15:01:25-03","UFMG","BHCB","93173","PreservedSpecimen","Plantae","Piperaceae","Ottonia",NA,"Ottonia","Spreng.","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva em interior de mata semidecídua. Frutos verdes","Dicotyledon",NA,"137","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"501","2019-10-02 15:06:02-03","UFMG","BHCB","93744","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia",NA,"Billbergia",NA,"Mota, NFO; Viana, PL","2005","08","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Epífita em interior de mata. Brácteas vermelhas, cálice verde com deposição de cera glauca. Pétalas","Monocotyledon",NA,"349","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"502","2019-10-02 14:52:39-03","UFMG","BHCB","93159","PreservedSpecimen","Plantae","Dilleniaceae","Davilla","rugosa","Davilla rugosa","Poir.","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Apoiante em borda de mata semidecídua. Frutos imaturos verdes avermelhados","Dicotyledon",NA,"123","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"503","2019-10-02 15:08:18-03","UFMG","BHCB","93333","PreservedSpecimen","Plantae","Poaceae","Echinochloa",NA,"Echinochloa",NA,"Mota, NFO; Viana, PL","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva escandente com aspecto bambusoide, borda de mata","Monocotyledon",NA,"297","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"504","2019-10-02 15:04:29-03","UFMG","BHCB","93257","PreservedSpecimen","Plantae","Solanaceae","Solanum","pseudoquina","Solanum pseudoquina","A.St.-Hil.","Mota, NFO; Viana, PL",NA,NA,NA,"Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em interior de mata, 10-12m de altura. Frutos imaturos verdes","Dicotyledon",NA,"221","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"505","2019-10-02 14:53:28-03","UFMG","BHCB","93164","PreservedSpecimen","Plantae","Fabaceae","Anadenanthera","macrocarpa","Anadenanthera macrocarpa","(Benth.) Brenan","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore próximo a casa azul, variando de 10-12m de altura","Dicotyledon",NA,"128","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"506","2019-10-02 15:01:03-03","UFMG","BHCB","93337","PreservedSpecimen","Plantae","Onagraceae","Ludwigia",NA,"Ludwigia","L.","Mota, NFO; Viana, PL","2005","07","15","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva ruderal em borda de mata, flores com corola amarela e cálice verde avermelhado","Dicotyledon",NA,"301","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"507","2019-10-02 14:51:12-03","UFMG","BHCB","93281","PreservedSpecimen","Plantae","Begoniaceae","Begonia",NA,"Begonia","L.","Mota, NFO; Stehmann, JR","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto de 3-5 m. de altura no interior de mata. Pedicelos rosados, flores masculinas com estames am","Dicotyledon",NA,"245","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"508","2019-10-02 14:56:55-03","UFMG","BHCB","93282","PreservedSpecimen","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,"Mota, NFO; Stehmann, JR","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Subarbusto de 1 m. de altura em interior de mata. Frutos atroporpúreos","Dicotyledon",NA,"246","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"509","2019-10-02 15:08:28-03","UFMG","BHCB","93245","PreservedSpecimen","Plantae","Poaceae","Oplismenus","hirtellus","Oplismenus hirtellus","(L.) P.Beauv.","Mota, NFO; Viana, PL","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva terrestre em interior de mata semidecídua, área brejosa","Monocotyledon",NA,"209","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"510","2019-10-02 14:53:38-03","UFMG","BHCB","93355","PreservedSpecimen","Plantae","Fabaceae","Cassia",NA,"Cassia",NA,"Mota, NFO; Viana, PL","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore de 12-13 m. de altura em borda de mata","Dicotyledon",NA,"319","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"511","2019-10-02 14:48:11-03","UFMG","BHCB","93262","PreservedSpecimen","Plantae","Altingiaceae","Liquidambar","styraciflua","Liquidambar styraciflua","L.","Mota, NFO; Viana, PL","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Próximo a lagoa, árvore de 12m de altura. Frutos imaturos verdes","Dicotyledon",NA,"226","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"512","2019-10-02 14:55:37-03","UFMG","BHCB","93156","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus",NA,"Struthanthus",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva parasita em borda de mata. Frutos maduros laranjas e imaturos verdes","Dicotyledon",NA,"120","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"513","2019-10-02 15:08:21-03","UFMG","BHCB","93260","PreservedSpecimen","Plantae","Poaceae","Homolepis","glutinosa","Homolepis glutinosa","(Sw.) Zuloaga & Soderstr.","Mota, NFO; Viana, PL","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","erva terrestre em interior de mata","Monocotyledon",NA,"224","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"514","2019-10-02 15:02:07-03","UFMG","BHCB","93258","PreservedSpecimen","Plantae","Rubiaceae","Borreria",NA,"Borreria","G. Mey.","Mota, NFO; Viana, PL","2005","05","01","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto em trilha. Flores brancas","Dicotyledon",NA,"222","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"515","2019-10-02 15:02:15-03","UFMG","BHCB","93161","PreservedSpecimen","Plantae","Rubiaceae","Coccocypselum",NA,"Coccocypselum",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva em subbosque de mata semidecídua. Frutos roxos e frutos imaturos verdes","Dicotyledon",NA,"125","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"516","2019-10-02 15:00:46-03","UFMG","BHCB","93753","PreservedSpecimen","Plantae","Myrtaceae","Pimenta","pseudocaryophyllus","Pimenta pseudocaryophyllus","(Gomes) Landrum","Mota, NFO; Viana, PL","2005","08","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore de 6-8m de altura em campo, próximo a mata. Botões florais verdes","Dicotyledon",NA,"358","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"517","2019-10-02 15:03:08-03","UFMG","BHCB","93364","PreservedSpecimen","Plantae","Sapindaceae","Paullinia",NA,"Paullinia",NA,"Mota, NFO; Viana, PL","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Liana em borda de mata, flores cremes","Dicotyledon",NA,"328","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"518","2019-10-02 14:54:35-03","UFMG","BHCB","93200","PreservedSpecimen","Plantae","Fabaceae","Senna",NA,"Senna",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore no campo, 8m de altura","Dicotyledon",NA,"164","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"519","2019-10-31 18:27:38-03","UFMG","BHCB","93742","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,"Mota, NFO; Viana, PL","2005","08","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto pendente de 3m. De altura em borda de trilha. Frutos imaturos verdes","Angiosperma",NA,"347","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"520","2019-10-02 15:02:15-03","UFMG","BHCB","93152","PreservedSpecimen","Plantae","Rubiaceae","Coccocypselum",NA,"Coccocypselum",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Planta estolonífera em interior de mata semidecídua. Frutos roxos visostosos","Dicotyledon",NA,"116","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"521","2019-10-02 14:53:09-03","UFMG","BHCB","93205","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","medusae","Croton medusae","Müll.Arg.","Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BHCB050091",NA,NA,"Pedra do Sino Hotel Fazenda.","Arvoreta em borda de mata, 2m de altura. Frutos imaturos verdes","Dicotyledon",NA,"169","Southern America",NA,"2019",NA,"23079","auto","05",NA,"1050","1050",NA,NA,NA,NA
"522","2019-10-31 18:27:38-03","UFMG","BHCB","93741","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,"Mota, NFO; Viana, PL","2005","08","27","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva terrestre. Frutos imaturos verdes","Angiosperma",NA,"346","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"523","2019-10-02 14:54:35-03","UFMG","BHCB","93132","PreservedSpecimen","Plantae","Fabaceae","Senna",NA,"Senna",NA,"Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto apoiante na vegetação. Flores amarelas","Dicotyledon",NA,"96","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"524","2019-10-02 15:01:57-03","UFMG","BHCB","93277","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Mota, NFO; Stehmann, JR","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Botões florais verdes","Dicotyledon",NA,"241","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"525","2019-10-02 15:08:43-03","UFMG","BHCB","93320","PreservedSpecimen","Plantae","Smilacaceae","Smilax",NA,"Smilax","L.","Mota, NFO; Viana, PL","2005","07","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva trepadeira no interior de mata, flores vináceas","Monocotyledon",NA,"284","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"526","2019-10-02 15:03:10-03","UFMG","BHCB","93310","PreservedSpecimen","Plantae","Sapindaceae","Serjania",NA,"Serjania","Mill.","Mota, NFO; Viana, PL","2005","07","14","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","erva trepadeira em borda de mata. Cálice verde e corola creme","Dicotyledon",NA,"274","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"527","2019-10-02 15:03:10-03","UFMG","BHCB","93266","PreservedSpecimen","Plantae","Sapindaceae","Serjania",NA,"Serjania","Mill.","Mota, NFO; Stehmann, JR","2005","06","04","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Erva trepadeira na borda de mata. Corola creme e cálice verde","Dicotyledon",NA,"230","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"528","2019-10-02 14:59:28-03","UFMG","BHCB","93204","PreservedSpecimen","Plantae","Meliaceae","Cabralea",NA,"Cabralea",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em mata, 4-6m de altura. Frutos vermelhos, infrutescência pendente","Dicotyledon",NA,"168","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"529","2019-10-02 14:54:12-03","UFMG","BHCB","93217","PreservedSpecimen","Plantae","Fabaceae","Machaerium","brasiliense","Machaerium brasiliense","Vogel","Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BHCB046691",NA,NA,"Pedra do Sino Hotel Fazenda.","Frutos imaturos verdes","Dicotyledon",NA,"181","Southern America",NA,"2006",NA,"23079","auto","09",NA,"1050","1050",NA,NA,NA,NA
"530","2019-10-02 15:03:17-03","UFMG","BHCB","93362","PreservedSpecimen","Plantae","Sapotaceae","Pouteria",NA,"Pouteria",NA,"Mota, NFO; Viana, PL","2005","07","13","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore de 8 m. de altura em borda de mata, látex branco, frutos imaturos verdes","Dicotyledon",NA,"326","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1200","1200",NA,NA,NA,NA
"531","2019-10-02 14:51:48-03","UFMG","BHCB","93193","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore no campo, 6m de altura. Látex amarelo","Dicotyledon",NA,"157","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"532","2019-10-31 18:27:38-03","UFMG","BHCB","93196","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore em interior de mata, 10-12m de altura. Frutos imaturos verdes","Angiosperma",NA,"160","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"533","2019-10-02 15:00:26-03","UFMG","BHCB","93165","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","eriopus","Myrcia eriopus","DC.","Mota, NFO; Viana, PL","2005","04","29","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Arvoreta de 2m de altura. Botões florais verdes","Dicotyledon",NA,"129","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"534","2019-10-31 18:27:38-03","UFMG","BHCB","93195","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,NA,NA,NA,"Pedra do Sino Hotel Fazenda.","Árvore próximo a trilha no interior de mata, 8m de altura. Frutos vermelhos","Angiosperma",NA,"159","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
"535","2019-10-02 14:53:01-03","UFMG","BHCB","93203","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea",NA,"Astraea",NA,"Mota, NFO; Viana, PL","2005","04","30","Brasil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"BHCB039224",NA,NA,"Pedra do Sino Hotel Fazenda.","Arbusto de 1m de altura. Frutos imaturos verdes","Dicotyledon",NA,"167","Southern America",NA,NA,NA,"23079","auto",NA,NA,"1050","1050",NA,NA,NA,NA
