"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","locality","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","yearIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","typeStatus"
"1","2020-03-04 15:25:13-03","UNESC","CRI","2954","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","canescens","Tibouchina canescens","(D.Don) Cogn.","A. P. Duarte","1952","10","24","Brasil","Minas Gerais","Carandaí","-43.806667","-20.954167","43º48'24''W","20º57'15''S","CRI004462","CRI004462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-03-04 15:25:33-03","UNESC","CRI","2795","PreservedSpecimen","Plantae","Onagraceae","Oenothera","longiflora","Oenothera longiflora","L.","A. P. Duarte","1946","11","16","Brasil","Minas Gerais","Carandaí","-56.004167","-20.941111","56º0'15''W","20º56'28''S","CRI013771","CRI013771","Brade","Crespo.","Flor amarelo Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 17:53:46-03","NYBG","NYBG","00918568","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","A. P. Duarte","1952","10","24","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00918568",NA,"L. E. Kopp","Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 17:53:46-03","NYBG","NYBG","00918567","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","A. P. Duarte","1946","11","18","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00918567","NY00918567","L. E. Kopp","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Laurales","557","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:27:12-03","NYBG","NYBG","00934827","PreservedSpecimen","Plantae","Fabaceae","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","A. F. M. Glaziou","1882","06","22","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00934827","NY00934827",NA,"Carandahy, [illegible]","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","12646","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 16:39:42-03","NYBG","NYBG","921298","PreservedSpecimen","Plantae","Lycopodiaceae","Pseudolycopodiella","meridionalis","Pseudolycopodiella meridionalis","(Underw. & F.E.Lloyd) Holub","A. P. Duarte","1962","02","04","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00921298",NA,"K. Cook","Hermilo Alves","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992635 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Lycopodiophyta","Lycopodiales","6353","South America","sheet","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:32:19-03","NYBG","NYBG","00923028","PreservedSpecimen","Plantae","Vochysiaceae","Qualea","dichotoma","Qualea dichotoma elongata","(Warm.) Stafleu","A. P. Duarte","1946","11","28","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00923028","NY00923028","F. A. Stafleu","Brejão","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","690","South America","sheet",NA,"elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:35:43-03","NYBG","NYBG","971248","PreservedSpecimen","Plantae","Apocynaceae","Rhabdadenia","pohlii","Rhabdadenia pohlii","Müll.Arg.","A. P. Duarte","1946","02","19","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00971248","NY00971248","F. Markgraf","Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","569","South America","sheet","1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 16:53:52-03","NYBG","NYBG","1006478","PreservedSpecimen","Plantae","Campanulaceae","Siphocampylus","sulfureus","Siphocampylus sulfureus","E.Wimm.","A. P. Duarte","1946","11","27","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01006478","NY01006478","A. C. Brade","Carandai","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","662","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 16:50:12-03","NYBG","NYBG","880109","PreservedSpecimen","Plantae","Asteraceae","Erigeron","tweediei","Erigeron tweediei","Hook. & Arn.","A. F. M. Glaziou","1884","03","03","Brazil","Minas Gerais","Carandaí","-43.8064002990723","-20.9535999298096",NA,NA,"NY00880109","NY00880109",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2529352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","15084","South America","sheet",NA,NA,"23079","auto",NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 19:11:42-03","NYBG","NYBG","920462","PreservedSpecimen","Plantae","Gleicheniaceae","Sticherus","rubiginosus","Sticherus rubiginosus","(Mett.) Nakai","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00920462","NY00920462","J. Gonzales R.","Quilometro 416","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteridophyta","Gleicheniales","628","South America","sheet","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:12:32-03","NYBG","NYBG","00942125","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","A. P. Duarte","1962","02","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00942125","NY00942125",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malvales","6345","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 17:13:00-03","NYBG","NYBG","451823","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","elegans","Aeschynomene elegans","Schltdl. & Cham.","A. P. Duarte","1962","02","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00451823","NY00451823",NA,"Carandaí, Km. 418 da Estrada de F. C. do Brasil","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","6320","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 19:17:06-03","NYBG","NYBG","875439","PreservedSpecimen","Plantae","Anemiaceae","Anemia","hirsuta","Anemia hirsuta","Sw.","A. P. Duarte","1946","11","27","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00875439","NY00875439","I. C. L. Barros","Quebra Cambão","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Pteridophyta","Schizaeales","674","South America","sheet","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 18:34:36-03","NYBG","NYBG","1040053","PreservedSpecimen","Plantae","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","A. P. Duarte","1946","02","19","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01040053","NY01040053","F. A. González","Carandaí - Fumaça.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Piperales","569","South America","sheet","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 18:38:15-03","NYBG","NYBG","00916585","PreservedSpecimen","Plantae","Cyperaceae","Ascolepis","brasiliensis","Ascolepis brasiliensis","(Kunth) Benth. ex C.B.Clarke","A. P. Duarte","1946","11","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00916585","NY00916585","Liene","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","504","South America","sheet","1960",NA,NA,NA,"01","11",NA,NA,NA,NA,NA,NA
"17","2019-12-16 16:48:35-03","NYBG","NYBG","00847078","PreservedSpecimen","Plantae","Asteraceae","Baccharis","dracunculifolia","Baccharis dracunculifolia","DC.","A. P. Duarte","1946","11","28","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00847078","NY00847078","G. M. Barroso","Brejão","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","714","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 16:48:36-03","NYBG","NYBG","00854974","PreservedSpecimen","Plantae","Asteraceae","Baccharis","megapotamica","Baccharis megapotamica","Spreng.","A. P. Duarte","1946","11","18","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00854974","NY00854974","G. M. Barroso","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","531","South America","sheet","1947",NA,NA,NA,"09","05",NA,NA,NA,NA,NA,NA
"19","2019-12-16 16:53:37-03","NYBG","NYBG","1006363","PreservedSpecimen","Plantae","Campanulaceae","Centropogon","cornutus","Centropogon cornutus","(L.) Druce","A. P. Duarte","1952","11","04","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01006363","NY01006363","B. A. Stein","Carandai","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110637 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asterales","4275","South America","sheet","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:16:25-03","NYBG","NYBG","1522878","PreservedSpecimen","Plantae","Fabaceae","Chaetocalyx","longiflora","Chaetocalyx longiflora","A.Gray","A. P. Duarte","1965","01","06","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01522878","NY01522878","M. Lavin","Estrada da Capela Nova.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","8707","South America","sheet","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 18:48:22-03","NYBG","NYBG","00897527","PreservedSpecimen","Plantae","Menispermaceae","Cissampelos","glaberrima","Cissampelos glaberrima","A.St.-Hil.","A. P. Duarte","1946","11","18","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00897527","NY00897527","D. G. Rhodes","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978001 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Ranunculales","553","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 17:38:52-03","NYBG","NYBG","396983","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A. P. Duarte","1962","02","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00396983","NY00396983","H. Ochoterena-Booth","Carandaí","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","6347","South America","sheet","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 17:38:53-03","NYBG","NYBG","949706","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A. P. Duarte","1962","02","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00949706","NY00949706","E. Pereira","Carandaí.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","6347","South America","sheet","1976",NA,NA,NA,"07","24",NA,NA,NA,NA,NA,NA
"24","2019-12-16 17:19:19-03","NYBG","NYBG","00983578","PreservedSpecimen","Plantae","Fabaceae","Crotalaria","micans","Crotalaria micans",NA,"A. P. Duarte","1965","01","08","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00983578","NY00983578",NA,"Corte de Pedra, Carandai","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","8717","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 17:38:53-03","NYBG","NYBG","949674","PreservedSpecimen","Plantae","Rubiaceae","Declieuxia","cordigera","Declieuxia cordigera cordigera","Mart. & Zucc. ex Schult. & Schult.f.","A. P. Duarte","1946","11","14","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00949674","NY00949674","J. H. Kirkbride Jr.","Carandai","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales","466","South America","sheet","1975","cordigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-16 16:55:15-03","NYBG","NYBG","1145753","PreservedSpecimen","Plantae","Winteraceae","Drimys","brasiliensis","Drimys brasiliensis brasiliensis","Miers","A. P. Duarte","1946","11","18","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY01145753","NY01145753","X. Marquínez Casas","Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Canellales","s.n.","South America","sheet","2008","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 16:41:25-03","NYBG","NYBG","00877710","PreservedSpecimen","Plantae","Apiaceae","Eryngium","hemisphaericum","Eryngium hemisphaericum","Urb.","A. P. Duarte","1952","11","05","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00877710","NY00877710","P. B. Cavalcante","Santa Cecília.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales","4309","South America","sheet","1963",NA,NA,NA,"12","10",NA,NA,NA,NA,NA,NA
"28","2019-12-16 16:41:25-03","NYBG","NYBG","00877709","PreservedSpecimen","Plantae","Apiaceae","Eryngium","hemisphaericum","Eryngium hemisphaericum","Urb.","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00877709","NY00877709","A. C. Brade","Km 416","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales","649","South America","sheet","1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 16:41:25-03","NYBG","NYBG","00877711","PreservedSpecimen","Plantae","Apiaceae","Eryngium","hemisphaericum","Eryngium hemisphaericum","Urb.","A. P. Duarte","1952","11","05","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00877711","NY00877711",NA,"Santa Cecília.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=941273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales","4309","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 16:41:25-03","NYBG","NYBG","00877806","PreservedSpecimen","Plantae","Apiaceae","Eryngium","lacustre","Eryngium lacustre","Pohl ex Urb.","A. P. Duarte","1962","02","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00877806","NY00877806","M. E. Mathias; L. Constance","Carandai, km 418 da E.F.C. do Brasil","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Apiales","6306","South America","sheet","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 17:46:20-03","NYBG","NYBG","931145","PreservedSpecimen","Plantae","Bignoniaceae","Fridericia","speciosa","Fridericia speciosa","Mart.","A. P. Duarte","1946","12","03","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00931145","NY00931145","J. C. Gomes","Carandaí, Fazenda Villa Izabel","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","761","South America","sheet","1949",NA,NA,NA,"12","02",NA,NA,NA,NA,NA,NA
"32","2019-12-16 17:55:28-03","NYBG","NYBG","00836884","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","A. P. Duarte","1952","11","05","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00836884","NY00836884","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","Carandai, Margens do Rio Jaborandy, Santa Cecilia","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Magnoliales","4307","South America","sheet","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 16:46:59-03","NYBG","NYBG","547652","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","fastor","Habenaria fastor","(Warm.) Hoehne","A. P. Duarte","1962","02","15","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00547652","NY00547652","G. F. J. Pabst","Carandai, km 418 da E.F.C. do Brasil","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=164595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Asparagales","6330","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 16:39:41-03","NYBG","NYBG","921342","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","reflexa","Huperzia reflexa","(Lam.) Trevis.","A. P. Duarte","1962","02","16","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00921342","NY00921342","B. Øllgaard; P. G. Windisch",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Lycopodiophyta","Lycopodiales","6346","South America","sheet","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 17:57:29-03","NYBG","NYBG","2693076","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","coriacea","Kielmeyera coriacea coriacea","Mart.","A. P. Duarte","1946","11","28","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY02693076","NY02693076",NA,"Brejão","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","711","South America","sheet",NA,"coriacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 17:57:44-03","NYBG","NYBG","02497082","PreservedSpecimen","Plantae","Calophyllaceae","Kielmeyera","pumila","Kielmeyera pumila wawrana","Saddi","A. P. Duarte","1946","11","14","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY02497082","NY02497082",NA,"Crespo.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2748853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","433","South America","sheet",NA,"wawrana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 18:39:55-03","NYBG","NYBG","00926414","PreservedSpecimen","Plantae","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","A. P. Duarte","1952","11","19","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00926414","NY00926414","T. M. Koyama","Hermilo Alves.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","3476","South America","sheet","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 18:39:55-03","NYBG","NYBG","00926428","PreservedSpecimen","Plantae","Cyperaceae","Lagenocarpus","rigidus","Lagenocarpus rigidus","(Kunth) Nees","A. P. Duarte","1952","11","19","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00926428","NY00926428","T. M. Koyama","Hermilo Alves.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","3476","South America","sheet","1970",NA,NA,NA,"01","29",NA,NA,NA,NA,NA,NA
"39","2019-12-16 18:20:16-03","NYBG","NYBG","478389","PreservedSpecimen","Plantae","Melastomataceae","Leandra","gardneriana","Leandra gardneriana","Cogn.","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00478389","NY00478389","A. C. Brade","Km 416","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=29548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","629","South America","sheet","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 18:20:17-03","NYBG","NYBG","00908974","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00908974","NY00908974","M. Reginato",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","628","South America","sheet","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 18:20:17-03","NYBG","NYBG","02104589","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY02104589","NY02104589","M. Reginato",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","628","South America","sheet","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-16 18:20:33-03","NYBG","NYBG","00909021","PreservedSpecimen","Plantae","Melastomataceae","Leandra","purpurascens","Leandra purpurascens","(DC.) Cogn.","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00909021","NY00909021","A. C. Brade","Quilometro 416.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","642","South America","sheet","1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 16:39:42-03","NYBG","NYBG","921317","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","clavatum","Lycopodium clavatum","L.","A. P. Duarte","1946","11","25","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00921317","NY00921317","A. C. Brade","Quilometro 416","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Lycopodiophyta","Lycopodiales","627","South America","sheet","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 18:24:23-03","NYBG","NYBG","00924958","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pepericarpa","Miconia pepericarpa","DC.","A. P. Duarte","1940","11","20","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00924958","NY00924958","A. C. Brade","Quilometro 416.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","580","South America","sheet","1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 18:25:17-03","NYBG","NYBG","00925392","PreservedSpecimen","Plantae","Melastomataceae","Miconia","trianaei","Miconia trianaei","Cogn.","A. P. Duarte","1946","11","27","Brazil","Minas Gerais","Carandaí","-43.8064","-20.9536","-43.8064","-20.9536","NY00925392","NY00925392","R. Goldenberg","Quebra-Cambão.","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","671","South America","sheet","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
