"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","monthIdentified","dayIdentified","previousCatalogNumber","infraspecificEpithet","individualCount"
"260","2020-01-31 11:24:09-03","CVRD","CVRD","13407","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Domingos A. Folli","2011","Folli, D.A.","6775","2011","04","16","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Massaranduba branca","CVRD013407",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","04","16",NA,NA,NA
"261","2020-01-31 11:25:05-03","CVRD","CVRD","16667","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","(Cav.) W. R. Anderson",NA,NA,"Felitto, G.","1299","2020","01","09","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Col. Adic.: F.Calheiros, A. Hartuique <ll>dwc_commonname:</ll> Cipó malpigui","CVRD016667",NA,"355","355","22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"262","2020-01-31 11:25:39-03","CVRD","CVRD","16668","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Jacquemontia","glaucescens","Jacquemontia glaucescens","Choisy",NA,NA,"Felitto, G.","1300","2020","01","09","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"Col. Adic.: F.Calheiros, A. Hartuique <ll>dwc_commonname:</ll> Batata prata","CVRD016668",NA,"302","302","22148","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"263","2020-01-31 11:24:10-03","CVRD","CVRD","13875","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Actinostemon","klotzschii","Actinostemon klotzschii","(Didr.) Pax","Geovane S. Siqueira","2013","Folli, D.A.","6906","2012","09","05","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Capitão","CVRD013875",NA,"139","139","22148","auto",NA,"Magnoliopsida","06","14",NA,NA,NA
"264","2020-01-31 13:35:01-03","CVRD","CVRD","10647","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","forficata","Bauhinia forficata subsp. forficata","Link","Domingos A. Folli","2008","Folli, D.A.","5826","2008","01","06","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Unha de vaca","CVRD010647",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","01","06",NA,"subsp. forficata",NA
"265","2020-01-31 11:25:24-03","CVRD","CVRD","14190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","cauliflorum","Psidium cauliflorum","Landrum & Sobral","Tuler, A.C.","2013","J.E.Q. Faria","2535","2012","04","01","América do Sul","BRASIL","ES","Rio Bananal","Entre Rio Bananal e Governador Lindemberg, proximo a São Jorge de Tiradentes. Mata de porte baixo. Duplicatas : CVRD, R, UB","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Árvore de ca. 5 m de altura,caule liso esbranquiçado soltando placas castanhas, inflorescências caulifloras pelo tronco principal botão floral verde claro e flores velhas9 Coletado material em silica gel) <ll>dwc_commonname:</ll> Batinga jabuti","CVRD014190",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","10","14",NA,NA,NA
"266","2020-01-31 11:24:12-03","CVRD","CVRD","3066","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Aleurites","moluccana","Aleurites moluccana","(L. ) Willd.","Marcos Sobral","2007","Souza, V.D.","23","1991","02","18","América do Sul","BRASIL","ES","Rio Bananal","Localizada no Terreiro da Fazenda. 4 km antes de Rio Bananal, 6m da estrada e 20m do Pantano. Região ondulada, solo argilo arenoso.","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Castanha de bananal","CVRD003066",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","02","10",NA,NA,NA
"267","2020-03-09 10:32:39-03","CVRD","CVRD","12928","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","aberrans","Cordia aberrans","I.M.Johnston","Geovane S. Siqueira","2010","Siqueira, G.S.","527","2010","03","08","América do Sul","BRASIL","ES","Rio Bananal","Proximo a porteira Recanto da capivara","-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Piabanha","CVRD012928",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","03","09",NA,NA,NA
"268","2020-01-31 11:25:37-03","CVRD","CVRD","12927","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Vouarana","guianensis","Vouarana guianensis","Aubl.","Geovane S. Siqueira","2015","Siqueira, G.S.","526","2010","03","08","América do Sul","BRASIL","ES","Rio Bananal","Proximo a porteira Recanto da capivara","-40.3333015441895","-19.2649993896484",NA,NA,NA,"<ll>dwc_commonname:</ll> Vuarana","CVRD012927",NA,NA,NA,"22148","auto",NA,"Magnoliopsida","03","26",NA,NA,NA
"269","2020-01-31 11:25:45-03","CVRD","CVRD","16669","PreservedSpecimen","Plantae","Pteridophyta",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","B.K. Canestraro","2020","Felitto, G.","1301","2020","01","09","América do Sul","BRASIL","ES","Rio Bananal","Rupícola","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Col. Adic.: F.Calheiros, A. Hartuique <ll>dwc_commonname:</ll> Samambaia micro","CVRD016669",NA,"302","302","22148","auto",NA,NA,"01","09",NA,NA,NA
"270","2020-01-31 13:35:29-03","CVRD","CVRD","16670","PreservedSpecimen","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","tomentosa","Anemia tomentosa","(Sav.) Sw.","Alexandre Salino","2020","Felitto, G.","1302","2020","01","09","América do Sul","BRASIL","ES","Rio Bananal","Rupícola","-40.3333015441895","-19.2649993896484",NA,NA,NA,"Col. Adic.: F.Calheiros, A. Hartuique <ll>dwc_commonname:</ll> Samambaia espiga","CVRD016670",NA,"302","302","22148","auto",NA,NA,"01","10",NA,NA,NA
"271","2018-10-26 11:46:07-03","Cenargen","CEN","11509","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","mollis","Dioscorea mollis","Kunth","M. Kirizawa","1999","Gilberto Pedralli","2646","1986","07","21",NA,"Brasil","ES","RIO BANANAL","49 km apos Linhares em direção a São Rafael a direita beira de riacho.","-40.51667","-19.21667","-40.51667","-19.21667","Exsicatas","Planta espinhosa; tubérculos amarelados pequenos muitas raízes; caules avermelhados (córtex); restos de inflorescência; folhas cordiformes.","CEN00011509","CEN00011509","100","100",NA,NA,NA,NA,NA,NA,NA,NA,"6"
"272","2018-10-26 11:39:02-03","Cenargen","CEN","11504","S","Plantae",NA,NA,"Alismataceae","Echinodorus",NA,"Echinodorus",NA,NA,NA,"Gilberto Pedralli","2648","1986","07","21",NA,"Brasil","ES","RIO BANANAL","Riacho a direita na estrada para São Rafael 59 km após Rio Bananal.","-40.3333015441895","-19.2649993896484",NA,NA,"Exsicatas","Folhas grandes inflorescências jovens; com frutos;caules com ate 1m altura; população misturada com Typha.","CEN00011504","CEN00011504 CEN00011504_1","100","100","22148","auto",NA,NA,NA,NA,NA,NA,"5"
"273","2019-11-13 11:27:24-03","USP","SPF","104500","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Andradea","floribunda","Andradea floribunda","Allemão","Fiaschi, P","2010","Kallunki, JA","701","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-13 11:31:15-03","USP","SPF","89821","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","acuminata","Casearia acuminata","DC.","Liesner, RL","2004","Kallunki, JA","586","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-13 11:31:17-03","USP","SPF","89800","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","melliodora","Casearia melliodora","Eichler","Liesner, RL","2000","Kallunki, JA","591","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-11-13 11:30:42-03","USP","SPF","104456","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki",NA,NA,"Kallunki, JA; Pirani, JR; Fernandes, JB","711","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda São Jorge, 18 Km from church in Bananal on paved road from Bananal to Novo Brazia, behind house. Disturbed forest.","-40","-19.2","-40","-19.2",NA,"Unbranched or few-branche (6) treelets, wood hard. Leaves clustered at apex of stem, litter-collecting. Inflorescence lateral but not axillary. Corolla cream, fifth petal +/- abortive. Older inflorescence with scaly short-shoots. Cal","SPF00104456","SPF00104456",NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"277","2019-11-13 11:30:42-03","USP","SPF","225993","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki","Groppo, M","2009","Groppo, M","1824","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil. Estrada de terra da propriedade Fazenda Biubertii, próximo à rodovia, proipridade de Paulo Roberto, ca. 14 km da Igreja de Rio Bananal.","-40.357797","-19.1428","-40.357797","-19.1428",NA,NA,"SPF00225993",NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"278","2019-11-13 11:30:42-03","USP","SPF","134088","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","cauliflorus","Conchocarpus cauliflorus","Pirani",NA,NA,"Kallunki, JA; Pirani, JR; Fernandes, JB","690","1995","04","19",NA,"Brasil","Espírito Santo","Rio Bananal","Forest behind Fazenda Lagoa Nova, rarched by dirt road turning left (+/- S) at 24 Km from bridge at W edge of Linhares on road to Bananal. Very disturbed forest.","-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00134088","SPF00134088",NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"279","2019-11-13 11:30:42-03","USP","SPF","89810","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","cauliflorus","Conchocarpus cauliflorus","Pirani","Pirani, JR","1998","Kallunki, JA","590","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal","Forest behind Faz. Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal.","-40.2","-19.283333","-40.2","-19.283333",NA,"Treelets to 4m tall, few branched. Leaves dark green above, paler green below with darker green veins. Inflorescences cauline, at the base of stem, perennating. Few buds seen, corolla white with roserate tinge at apex. Most infloresc","SPF00089810",NA,NA,NA,NA,NA,"paratype",NA,NA,NA,NA,NA,NA
"280","2019-11-13 11:30:42-03","USP","SPF","222021","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Groppo, M; Bruniera, CP","2009","Groppo, M","1838","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18 km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347517","-19.151414","-40.347517","-19.151414",NA,NA,"SPF00222021",NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"281","2019-11-13 11:30:42-03","USP","SPF","222022","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Groppo, M; Bruniera, CP","2009","Groppo, M","1837","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18 km da Igreja Matriz de Rio Bananal, aí estrada de terra do lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347517","-19.151414","-40.347517","-19.151414",NA,NA,"SPF00222022",NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"282","2019-11-13 11:30:42-03","USP","SPF","226004","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrocarpus","Conchocarpus macrocarpus","(Engl.) Kallunki & Pirani","Groppo, M","2009","Groppo, M","1829","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil. Estrada de terra da propriedade Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto, ca. 14 km da igreja de Rio Bananal.","-40.357797","-19.143633","-40.357797","-19.143633",NA,NA,"SPF00226004",NA,"81","81",NA,NA,NA,NA,"01",NA,NA,NA,NA
"283","2019-11-13 11:20:05-03","USP","SPF","89824","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Dalechampia","ficifolia","Dalechampia ficifolia","Lam.","Pereira-Silva, RA","2016","Kallunki, JA","584A","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal","Forest behind Faz. Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal.","-40.2","-19.283333","-40.2","-19.283333",NA,"Vine, bracts and inflorescences green.","SPF00089824","SPF00089824",NA,NA,NA,NA,NA,NA,"05","24",NA,NA,NA
"284","2019-11-13 11:22:15-03","USP","SPF","226073","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Deguelia","costata","Deguelia costata","(Benth.) A.M.G.Azevedo & R.A.Camargo","Siqueira, GS","2015","Folli, DA","6551","2010","03","03",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.600217","-19.387539","-40.600217","-19.387539",NA,NA,"SPF00226073",NA,NA,NA,NA,NA,NA,NA,"03","04",NA,NA,NA
"285","2019-11-13 11:14:59-03","USP","SPF","104497","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Forsteronia","pilosa","Forsteronia pilosa","(Vell.) Müll.Arg.","Kinoshita-Gouveia, LS","1996","Kallunki, JA","705","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda Santa Angelica, gated dirt road to right at 9 km from church in Bananal on paved road from Bananal to Nova Brasil. Very disturbed forest surrounded by pasture.","-40.383333","-19.15","-40.383333","-19.15",NA,"Liana, latex white. Inflorescence green, corolla creamy-white, faintly sweet-scented. Edge of forest.","SPF00104497","SPF00104497",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"286","2019-11-13 11:26:06-03","USP","SPF","89822","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,"Kallunki, JA","585","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal","Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal.","-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-13 11:24:51-03","USP","SPF","89820","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hydrogaster","trinervis","Hydrogaster trinervis","Kuhlm.","Fiaschi, P","2004","Kallunki, JA","587","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089820",NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA
"288","2019-11-13 11:30:59-03","USP","SPF","104493","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Neoraputia","magnifica","Neoraputia magnifica","(Engl.) Emmerich ex Kallunki","Kallunki, JA",NA,"Kallunki, JA","692","1995","04","19",NA,"Brasil","Espírito Santo","Rio Bananal","Rio Bananal: forest behind Fazenda Lagoa Nova, reached by dirt road turning left (+/- S) at 24 km from bridge at W edge of Linhares on road to Bananal. Very diturbed forest.","-40.2","-19.283333","-40.2","-19.283333",NA,"Tree 3m tall. many small trees seen, 1-5 m tall, but only this one found with buds. These with garlicky scent. Corolla pale green in bud, whitish at base. Unicate.","SPF00104493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-11-13 11:27:50-03","USP","SPF","191475","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","colatinensis","Oxalis colatinensis","Fiaschi","Fiaschi, P","2011","Demuner, V; Cruz, T; Vervloet, RR; Bausen, E","3821","2007","04","25",NA,"Brasil","Espírito Santo","Rio Bananal","Alto Bananal, prop.: Jonas Graci.","-40.416389","-19.248889","-40.416389","-19.248889",NA,"Erva botões florais, corola branca.; Interior de mata.","SPF00191475",NA,"300","600",NA,NA,"holotype",NA,NA,NA,NA,NA,NA
"290","2019-11-13 11:27:54-03","USP","SPF","203564","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","polymorpha","Oxalis polymorpha","Mart. ex Zucc.","Fiaschi, P","2013","Bruniera, CP","145","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.347667","-19.151639","-40.347667","-19.151639",NA,NA,"SPF00203564",NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-11-13 11:24:58-03","USP","SPF","104480","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","Anônimo",NA,"Kallunki, JA","691","1995","04","19",NA,"Brasil","Espírito Santo","Rio Bananal","Forest behind Faz. Lagoa Nova, reached by dirt road turning left (+- S)at 24 km from bridge at W edge of Linhares on road to Bananal.","-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00104480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-11-13 11:24:58-03","USP","SPF","89819","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","Esteves, GL","1994","Kallunki, JA","588","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal","Forest behind Faz. Lagoa Nova, reached by 2 km of dirt rd. turning left at 23 km from bridge at W edge of Linhares on rd. to Bananal.","-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089819",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"293","2019-11-13 11:28:14-03","USP","SPF","104454","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Planch.","Pirani, JR","1995","Kallunki, JA","709","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda São Jorge, 18 km from church in Bananal on paved road from Banananl to Novo Brazil, behinde house. Disturbed forest.","-40.416667","-19.2","-40.416667","-19.2",NA,"Tree 7 m tall. Inflorescence pendent, on brahces below leaves. Fruit golden yellow. Undestory.","SPF00104454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-11-13 11:31:00-03","USP","SPF","226003","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","pauciflorus","Pilocarpus pauciflorus","A.St.-Hil.","Groppo, M","2009","Groppo, M","1835","2009","01","26",NA,"Brasil","Espírito Santo","Rio Bananal","Estrada Rio Bananal - Novo Brasil, ca. 18 km da Igreja Matriz de Rio Banana; estrada de terra ao lado esquerdo sentido Novo Brasil, Fazenda Giubertii, próximo à rodovia, propriedade de Paulo Roberto.","-40.347517","-19.151414","-40.347517","-19.151414",NA,NA,"SPF00226003",NA,"96","96",NA,NA,NA,NA,"01",NA,NA,NA,NA
"295","2019-11-13 11:29:24-03","USP","SPF","104501","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Ruprechtia","latifunda","Ruprechtia latifunda","Pendry","Sanchez, A","2009","Kallunki, JA","700","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda Angelica.","-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-11-13 11:31:15-03","USP","SPF","89799","PreservedSpecimen","Plantae",NA,NA,"Salicaceae",NA,NA,NA,NA,NA,NA,"Kallunki, JA","592","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-11-13 11:32:00-03","USP","SPF","104499","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna",NA,"Siparuna",NA,NA,NA,"Kallunki, JA","703","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal","Fazenda Santa Angélica. Gated dirt road to right at 9 km from church in Bananal on paved road from Bananal to Novo Brasil.","-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2019-11-13 11:32:11-03","USP","SPF","104452","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","caavurana","Solanum caavurana","Vell.","Nee, M","1996","Kallunki, JA","706","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104452","SPF00104452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-13 11:32:13-03","USP","SPF","104496","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","evonymoides","Solanum evonymoides","Sendtn.","Stehmann, JR","2016","Kallunki, JA","706A","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104496","SPF00104496",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"300","2019-11-13 11:32:14-03","USP","SPF","104453","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendtn.","Feliciano, EA","2007","Kallunki, JA","702","1995","04","21",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.383333","-19.15","-40.383333","-19.15",NA,NA,"SPF00104453","SPF00104453",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"301","2019-11-13 11:20:22-03","USP","SPF","89823","PreservedSpecimen","Plantae",NA,NA,"Hernandiaceae","Sparattanthelium","botocudorum","Sparattanthelium botocudorum","Mart.","Anônimo",NA,"Kallunki, JA","584","1994","02","20",NA,"Brasil","Espírito Santo","Rio Bananal",NA,"-40.2","-19.283333","-40.2","-19.283333",NA,NA,"SPF00089823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
