"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag"
"1","2020-03-10 08:30:12-03","UFV","VIC","30238","PreservedSpecimen","Plantae","Poaceae","Brachiaria","Brachiaria","Moura, J.A. de","s.n.","2006","02","08","Brasil","Minas Gerais","Divinésia","Fazenda das Posses (EMATER)","-43.0038986206055","-20.9902992248535","8526","Planta rasteira nos morros.","VIC030238","VIC030238","auto"
