"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem"
"71","2019-02-15 11:40:52-02","IPA","IPA","50532","S","Plantae","Plantae",NA,"Lauraceae","Nectandra","reticulata",NA,"Nectandra reticulata","(Ruiz & Pav.) Mez","Pinto, G.C.P.","67","1982","05","19","Southern America","Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"Árvore ca. 5m de altura, flores alvas muito perfumadas; perfume agradável, doce. Frutos imaturos de cor verde. Árvore única vista.; Floresta Estacional Semidecidual. Solo argiloso.","IPA0050532",NA,"22502","auto",NA,NA,"Teixeira, B.C.","1982","06","29",NA,NA
"72","2020-03-10 08:29:10-03","UFV","VIC","37800","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Abarema",NA,NA,"Abarema",NA,"Batista, M.L.; Amado, J.C.L.","s.n.","2011","12","16",NA,"Brasil","Minas Gerais","Santa Maria de Itabira","Estrada de terra.","-43.0675","-19.574167","-43.0675","-19.574167",NA,"Árvore 5,5m alt., com frutos.","VIC037800",NA,NA,NA,NA,NA,"Batista, M.L.","2012","04","19",NA,NA
"73","2020-03-10 08:29:17-03","UFV","VIC","37811","PreservedSpecimen","Plantae",NA,NA,"Mimosoideae","Inga","flagelliformis",NA,"Inga flagelliformis","(Vell.) Mart.","Batista, M.L.","s.n.","2012","10","12",NA,"Brasil","Minas Gerais","Santa Maria de Itabira","Estrada de terra para o Morro Escuro","-43.137222","-19.412778","-43.137222","-19.412778",NA,"Árvore 6,5m alt., com flores, frutos.","VIC037811",NA,NA,NA,NA,NA,"Batista, M.L.","2012","10","12",NA,NA
"74","2020-03-10 08:29:07-03","UFV","VIC","34107","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","stenocarpa",NA,"Tibouchina stenocarpa","Cogn.","Guarconi, E.; Sartori, M.A.","1431",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"Árvore em borda de mata. Pétala roxa.","VIC034107","VIC034107","22502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:29:07-03","UFV","VIC","34108","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","stenocarpa",NA,"Tibouchina stenocarpa","Cogn.","Guarconi, E.; Sartori, M.A.","1432",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"Árvore em borda de mata. Pétala roxa.","VIC034108","VIC034108","22502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-12-06 14:57:54-03","MBM","MBM","116718","S","Plantae",NA,NA,"Lauraceae","Nectandra","reticulata",NA,"Nectandra reticulata","Mez","Pinto, G.C.P.","6782",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santa Maria de Itabira","Santa Maria de Itabira","-43.1124992370605","-19.4493999481201",NA,NA,NA,"Árvore de mais ou menos 5m de altura, flores alvas muito perfumadas; perfume agradável, doce. Frutos imaturos de cor verde. Árvore única vista. Vegetação Floresta Estacional Semidecidual. Solo argiloso","MBM116718","MBM116718","22502","auto",NA,NA,"Moraes, P.","2009","05","06",NA,NA
"77","2019-05-23 11:07:28-03","UFLA","ESAL","14875","S","Plantae",NA,NA,"Anacardiaceae","Astronium","fraxinifolium",NA,"Astronium fraxinifolium","Schott","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Maria de Itabira","Mata Camarinha","-43.1124992370605","-19.4493999481201",NA,NA,NA,"; ; ;; floresta",NA,NA,"22502","auto","5","5",NA,NA,NA,NA,NA,NA
"78","2020-01-31 11:25:32-03","CVRD","CVRD","8189","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","kunthiana",NA,"Guarea kunthiana","A. Juss.","Luz, A.A. da","125","2003","06","12","América do Sul","BRASIL","MG","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"<ll>dwc_commonname:</ll> Cangerana vermelha","CVRD008189",NA,"22502","auto",NA,NA,"Terry D. Pennington","2009","12","09","Magnoliopsida",NA
"79","2020-01-31 11:25:24-03","CVRD","CVRD","8190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","sartorianum",NA,"Psidium sartorianum","(O.Berg) Nied.","Luz, A.A. da","126","2003","06","11","América do Sul","BRASIL","MG","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá gigante","CVRD008190",NA,"22502","auto",NA,NA,"M. Sobral","2013","01","29","Magnoliopsida",NA
"80","2020-01-31 11:25:24-03","CVRD","CVRD","8076","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Connaraceae","Connarus","detersus",NA,"Connarus detersus","Planch.","Luz, A.A. da","106","2003","02","08","América do Sul","BRASIL","MG","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"<ll>dwc_commonname:</ll> Conarácia","CVRD008076","CVRD008076","22502","auto",NA,NA,"Cassio A. P. Toledo","2018","10","19","Magnoliopsida",NA
"81","2020-01-31 11:24:19-03","CVRD","CVRD","8188","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","americana",NA,"Aeschynomene americana","L.","Luz, A.A. da","124","2003","06","08","América do Sul","BRASIL","MG","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"<ll>dwc_commonname:</ll> Barba de bode","CVRD008188",NA,"22502","auto",NA,NA,"Gwilym P. Lewis","2005","10","21","Magnoliopsida",NA
"82","2019-10-07 09:22:59-03","UEFS","HUEFS","7202","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","reticulata",NA,"Nectandra reticulata","(Ruiz & Pav.) Mez","Pinto, G.C.P.","6782","1982","05","19",NA,"Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.066667","-19.35","43W4'","19S21'",NA,NA,"HUEFS0007202","HUEFS0007202",NA,NA,NA,NA,NA,NA,NA,NA,"Magnolianae",NA
"83","2020-03-19 10:52:12-03","UEFS","HUEFS","15235","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","multijuga",NA,"Senna multijuga","(Rich.) H.S.Irwin & Barneby","Bautista, H.P.","584","1982","05","20",NA,"Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.066667","-19.35","43W4'","19S21'",NA,NA,"HUEFS0015235","HUEFS0015235",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"84","2018-12-03 11:19:16-02","CEPLAC","CEPEC","42216","S","Plantae",NA,NA,"Lauraceae","Nectandra","reticulata",NA,"Nectandra reticulata",NA,"G. C. P. Pinto","67","1982","05","19",NA,"Brasil","Minas Gerais","SANTA MARIA DE ITABIRA",NA,"-43.066667","-19.35","43W4'","19S21'",NA,NA,NA,NA,NA,NA,NA,NA,"B. C. Teixeira",NA,NA,NA,NA,"29/06/1982"
"85","2018-12-03 11:10:09-02","CEPLAC","CEPEC","60002","S","Plantae",NA,NA,"Caesalpiniaceae","Senna","multijuga",NA,"Senna multijuga",NA,"H. P. Bautista","584","1982","05","20",NA,"Brasil","Minas Gerais","SANTA MARIA DE ITABIRA",NA,"-43.066667","-19.35","43W4'0","19S21'0",NA,NA,NA,NA,NA,NA,NA,NA,"J. Arouck",NA,NA,NA,NA,"30/12/1982"
"86","2019-12-20 18:46:48-03","UFSJ","HUFSJ","3798","S","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum",NA,"Psidium sartorianum","(O.Berg) Nied.","Da Luz, AA","126","2003","06","11",NA,"Brasil","Minas Gerais","Santa Maria de Itabira",NA,"-43.1124992370605","-19.4493999481201",NA,NA,NA,"Porte arbóreo, fruto maduro amarelo, fruto imaturo verde, fuste cilindrica, superficie da casca áspera, altura total 6m, altura da fuste 1m, diâmetro da copa 2m.","HUFSJ003798",NA,"22502","auto",NA,NA,"Sobral, M","2013","01","29",NA,NA
"87","2018-03-09 14:28:43-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae",NA,"Connaraceae","Connarus","detersus",NA,"Connarus detersus","Planch.","Luz, AA","106","2006","02","08","Southern America","Brasil","Minas Gerais","Santa Maria de Itabira","Estrada Sta Maria do Itabira à Hematita","-43.1124992370605","-19.4493999481201",NA,NA,NA,"Porte Arbóreo. Forma vida: terrestre. Forma fuste: cilíndrico. Superfície casca: Áspera. Altura total (m): 6. Altura fuste (m): 1. Cap Fuste (cm): 30. Diâmetro Copa (m): 2. Exsudação: seiva. Cor exsudação: incolor. Descamação: ausente; Mata Ciliar",NA,NA,"22502","auto",NA,NA,"Toledo, CAP","2017","10",NA,NA,NA
