"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount"
"5951","2020-03-06 14:39:15-03","UFRGS","ICN","190388","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","brasiliensis","Axonopus brasiliensis","(Spreng.) Kuhlm.",NA,NA,"Borges, RAX","58","2004","03","20","América do Sul","Brasil","MG","Ouro Branco","-43.643056","-20.505833","-43.643056","-20.505833",NA,NA,NA,NA,"Serra do Ouro Branco 20°30'21 8S 43°38'35W",NA,"1236","1236",NA,NA,NA,NA,NA,NA,NA,NA
"5952","2020-03-06 14:39:16-03","UFRGS","ICN","161070","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","cf. marginatus","Axonopus cf. marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10337","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","-43.633056","-20.506111","-43.633056","-20.506111",NA,NA,NA,NA,"Serra do Ouro Branco área 1 campo graminoso quartzítico 20°30'22 S 43°37'59 3 W",NA,"1275","1275",NA,NA,NA,NA,NA,NA,NA,NA
"5953","2019-10-14 18:35:22-03","UFRGS","ICN","161065","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10328","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","-43.633056","-20.506111","-43.633056","-20.506111",NA,NA,NA,NA,"Serra do Ouro Branco área 1 campo graminoso quartzítico 20°30'22 S 43°37'59 3 W",NA,"1275","1275",NA,NA,NA,NA,NA,NA,NA,NA
"5954","2019-10-14 18:35:22-03","UFRGS","ICN","161075","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10345","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","-43.633056","-20.506111","-43.633056","-20.506111",NA,NA,NA,NA,"Serra do Ouro Branco área 1 campo graminoso quartzítico 20°30'22 S 43°37'59 3 W",NA,"1275","1275",NA,NA,NA,NA,NA,NA,NA,NA
"5955","2020-03-06 14:39:19-03","UFRGS","ICN","161079","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10349","2007","12","02","América do Sul","Brasil","MG","Ouro Branco","-43.633056","-20.506111","-43.633056","-20.506111",NA,NA,NA,NA,"Serra do Ouro Branco área 1 campo graminoso quartzítico 20°30'22 S 43°37'59 3 W",NA,"1275","1275",NA,NA,NA,NA,NA,NA,NA,NA
"5956","2020-03-06 14:39:19-03","UFRGS","ICN","161094","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10375","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","-43.639167","-20.505","-43.639167","-20.505",NA,NA,NA,NA,"Serra do Ouro Branco área 2 campo graminoso quartzítico 20°30'18 8 S 43°38'21 W",NA,"1323","1323",NA,NA,NA,NA,NA,NA,NA,NA
"5957","2019-10-14 18:35:22-03","UFRGS","ICN","161102","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10385","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","-43.668056","-20.505278","-43.668056","-20.505278",NA,NA,NA,NA,"Serra do Ouro Branco área 3 campo graminoso quartzítico 20°30'19 2 S 43°40'05 2 W",NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA,NA
"5958","2020-03-06 14:39:19-03","UFRGS","ICN","161109","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10396","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","-43.686944","-20.487222","-43.686944","-20.487222",NA,NA,NA,NA,"Serra do Ouro Branco área 3 na encosta do afloramento Itabirito solo canga 20°29'14 5 S 43°41'13 9 W",NA,"1447","1447",NA,NA,NA,NA,NA,NA,NA,NA
"5959","2020-03-06 14:39:19-03","UFRGS","ICN","161126","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10430","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","-43.690556","-20.488889","-43.690556","-20.488889",NA,NA,NA,NA,"Serra do Ouro Branco área 3 campo arenoso quartzoso após o brejo 20°29'20 S 43°41'26 7 W",NA,"1365","1365",NA,NA,NA,NA,NA,NA,NA,NA
"5960","2020-03-06 14:39:19-03","UFRGS","ICN","161134","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10437","2007","12","03","América do Sul","Brasil","MG","Ouro Branco","-43.661944","-20.500833","-43.661944","-20.500833",NA,NA,NA,NA,"Serra do Ouro Branco área 2 campo graminoso argiloso 20°30'3 5 S 43°39'43 W",NA,"1375","1375",NA,NA,NA,NA,NA,NA,NA,NA
"5961","2020-03-06 14:39:19-03","UFRGS","ICN","161143","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10447","2007","12","04","América do Sul","Brasil","MG","Ouro Branco","-43.72","-20.488333","-43.72","-20.488333",NA,NA,NA,NA,"Serra do Ouro Branco área 3 no sentido da extremidade da Serra campo graminoso quartzítico 20°29'18 1 S 43°43'12 8 W",NA,"1482","1482",NA,NA,NA,NA,NA,NA,NA,NA
"5962","2020-03-06 14:39:19-03","UFRGS","ICN","161152","S","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","marginatus","Axonopus marginatus","(Trin.) Chase ex Hitchc.",NA,NA,"Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10464","2007","12","04","América do Sul","Brasil","MG","Ouro Branco","-43.734167","-20.478056","-43.734167","-20.478056",NA,NA,NA,NA,"Serra do Ouro Branco área 3 na encosta rochosa sul descendo para o latossolo 20°28'41 3 S 43°44'3 W",NA,"1421","1421",NA,NA,NA,NA,NA,NA,NA,NA
