"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","relatedCatalogItem"
"211","2017-09-14 11:51:25-03","MBML","MBML-HERBARIO","42488",NA,"Plantae",NA,NA,NA,"Sapindaceae","Cupania","crassifolia","Cupania crassifolia",NA,NA,"A. M. Assis; V. G. Demuner","1657","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.63675","-19.204944",NA,NA,"Arbusto 4 m. Botões esverdeados. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)","244","244",NA,"MBML042488","40W38'12,3","19S12'17,8",NA,NA,NA,NA,NA,NA
"212","2017-09-14 11:46:06-03","MBML","MBML-HERBARIO","41795",NA,"Plantae",NA,NA,NA,"Hernandiaceae","Sparattanthelium","botocudorum","Sparattanthelium botocudorum",NA,NA,"A. M. Assis; V. G. Demuner","1658","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.63675","-19.204944",NA,NA,"Escandente. Botões amarelados. Frutos verdes. Floresta Ombrofila Densa #?# estagio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona)","244","244",NA,"MBML041795","40W38'12,3","19S12'17,8","MBML041795",NA,NA,NA,NA,NA
"213","2017-10-18 15:52:47-02","MBML","MBML-HERBARIO","52217",NA,"Plantae",NA,NA,NA,"Lecythidaceae","Eschweilera","ovata","Eschweilera ovata",NA,"A.M. Assis/Out.2008","A. M. Assis; K.F.O. Faria","1659","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.594583","-19.097722",NA,NA,"Arvoreta 7m. Frutos marrons. Floresta Ombrofila Densa #?# estagio médio de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML052217","40W35'40,5","19S5'51,8","MBML052217",NA,NA,NA,NA,NA
"214","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","41457",NA,"Plantae",NA,NA,NA,"Leguminosae Faboideae","Clitoria",NA,"Clitoria",NA,NA,"A. M. Assis; K.F.O. Faria","1595","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.594583","-19.097722",NA,NA,"Escandente. Corola vinácea. Aroma agradável. Borda. Floresta Ombrofila Densa #?# estagio médio de regeneração.",NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona)","192","192",NA,"MBML041457","40W35'40,5","19S5'51,8","MBML041457",NA,NA,NA,NA,NA
"215","2019-12-15 13:41:34-03","UNESP-RC","HRCB","49178","S","Plantae",NA,NA,NA,"Erythroxylaceae","Erythroxylum",NA,"Erythroxylum",NA,NA,"Lombardi","7135","2008","01","24","Brasil","Espírito Santo","São Gabriel da Palha","-40.533333","-19.016667",NA,NA,"Arbusto ca. 2,1m, folhas cartáceas, lustrosas, flores brancas",NA,NA,NA,"Sítio Lorenzoni","140","140",NA,NA,"40º32'W","19º01'S",NA,NA,NA,NA,NA,NA
"216","2020-01-31 11:25:17-03","CVRD","CVRD","14717","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","candolleana","Eugenia candolleana","DC.","M.C. Souza & A. Giaretta","J.E.Q. Faria","2537","2012","04","01","BRASIL","ES","São Gabriel da Palha","-40.661389","-18.85",NA,NA,"Duplicatas: CVRD, HUEG, K, HUFSJ, UB <ll>dwc_commonname:</ll> Cereja roxa",NA,NA,"América do Sul","Fazenda do Ciro ferreira, proximo a cachoeira Arco-Iris","192","192",NA,"CVRD014717","40°39'41W","18°51'00S","CVRD014717","2015","06","30",NA,NA
"217","2020-01-31 11:25:19-03","CVRD","CVRD","14719","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","sp.","Eugenia sp.",NA,NA,"J.E.Q. Faria","2539","2012","04","01","BRASIL","ES","São Gabriel da Palha","-40.661389","-18.85",NA,NA,"Duplicatas: CVRD, HUEG, K, HUFSJ, UB <ll>dwc_commonname:</ll> Batinga pelota",NA,NA,"América do Sul","Fazenda do Ciro ferreira, proximo a cachoeira Arco-Iris","192","192",NA,"CVRD014719","40°39'41W","18°51'00S","CVRD014719",NA,NA,NA,NA,NA
"218","2020-03-09 10:32:31-03","CVRD","CVRD","11665","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Alessandro Rapini","Folli, D.A.","6199","2008","09","01","BRASIL","ES","São Gabriel da Palha","-40.527775","-19.002416",NA,NA,"<ll>dwc_commonname:</ll> Peroba de leite",NA,NA,"América do Sul",NA,"150","150",NA,"CVRD011665","-40.527775","-19.002416",NA,"2012","02","18",NA,NA
"219","2020-01-31 13:35:01-03","CVRD","CVRD","3409","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","(Vogel) J.F. Macbr.","Haroldo C. de Lima","Folli, D.A.","1406","1991","09","11","BRASIL","ES","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Garapa","auto",NA,"América do Sul","Árvore em uma lavoura velha de café, propriedade de Antônio Amaro Gava. Córrego da Lapa, Próx. ao asfalto para Nova Venécia - S. G. da Palha - ES.",NA,NA,NA,"CVRD003409",NA,NA,NA,"2003","03","08",NA,NA
"220","2019-11-13 11:28:14-03","USP","SPF","188496","PreservedSpecimen","Plantae",NA,NA,NA,"Picramniaceae","Picramnia","ramiflora","Picramnia ramiflora","Planch.","Pirani, JR","Lombardi, JA","7133","2008","01","24","Brasil","Espírito Santo","São Gabriel da Palha","-40.533333","-19.016667",NA,NA,"Arvoreta ca. 5 m, folíolos cartáceos, frutos imaturos laranja.",NA,NA,NA,"Córrego Bley, divisa Vila Valério/São Gabriel da Palha. Mata atlântica degradada, bordo de trilha.","140","140",NA,"SPF00188496","-40.533333","-19.016667",NA,"2009","02",NA,NA,NA
"221","2020-01-22 14:50:14-03","USP","SPF","209552","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Syagrus","lorenzoniorum","Syagrus lorenzoniorum","Noblick & Lorenzi","Medeiros, BAS","Medeiros, BAS; Fonseca, LHM","38","2013","11","05","Brasil","Espírito Santo","São Gabriel da Palha","-40.491553","-19.031972",NA,NA,NA,NA,NA,NA,"Sítio Pedro Castelã. Acesso por estrada vicinal ao leste da cidade.","183","183",NA,"SPF00209552","-40.491553","-19.031972",NA,"2013","11","05",NA,NA
"222","2020-01-22 14:50:14-03","USP","SPF","209553","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Syagrus","lorenzoniorum","Syagrus lorenzoniorum","Noblick & Lorenzi","Medeiros, BAS","Medeiros, BAS; Fonseca, LHM","39","2013","11","05","Brasil","Espírito Santo","São Gabriel da Palha","-40.492503","-19.03975",NA,NA,NA,NA,NA,NA,"Sítio Pedro Castelã. Acesso por estrada vicinal ao leste da cidade.","183","183",NA,"SPF00209553","-40.492503","-19.03975",NA,"2013","11","05",NA,NA
"223","2019-11-13 11:32:36-03","USP","SPF","228834","PreservedSpecimen","Plantae",NA,NA,NA,"Velloziaceae","Vellozia","candida","Vellozia candida","J.C.Mikan","Paula, LFA","Paula, LFA","963","2016","03","17","Brasil","Espírito Santo","São Gabriel da Palha","-40.468889","-18.803889",NA,NA,NA,NA,NA,NA,NA,"289","289",NA,"SPF00228834","-40.468889","-18.803889",NA,"2016","03","13",NA,NA
"224","2019-11-13 11:14:20-03","USP","SPF","200871","PreservedSpecimen","Plantae",NA,NA,NA,"Anacardiaceae","Astronium","concinnum","Astronium concinnum","Schott ex Spreng.","Silva-Luz, CL","Boudet-Fernandes, HQ; Lorenzi, H; Lorenzoni, LL","3189","1996","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Árvore 10 m de alt., caule com 30 cm de diam. Flores amarelas.","auto",NA,NA,"Arredores de Vila Valério.",NA,NA,NA,"SPF00200871",NA,NA,NA,"2011","06","29",NA,NA
"225","2020-03-19 10:54:38-03","UEFS","HUEFS","203840","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Papilionoideae","Centrosema",NA,"Centrosema",NA,NA,"Assis, A.M.","1539","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555278","-31.323333",NA,NA,"Floresta Ombrófila Densa -estágio avançado de regeneração.",NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre(Torre 72/1 - LT 230 Kv Mascarenhas x Verona).",NA,NA,NA,"HUEFS0203840","40W33'19''","31S19'24''",NA,NA,NA,NA,NA,NA
"226","2020-03-19 10:52:28-03","UEFS","HUEFS","198638","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Anadenanthera","colubrina","Anadenanthera colubrina","(Vell.) Brenan",NA,"Assis, A.M.","1577","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.556111","-31.319722",NA,NA,NA,NA,NA,NA,"Fazenda Rondeli, próximo Clube Campestre (Torre 72/1 - Lt Mascarenhas x Verona).",NA,NA,NA,"HUEFS0198638","40W33'22''","31S19'11''",NA,NA,NA,NA,NA,NA
"227","2020-03-19 10:54:48-03","UEFS","HUEFS","198605","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Papilionoideae","Cratylia","hypargyrea","Cratylia hypargyrea","Mart. ex Benth.","L.P.Queiroz","Assis, A.M.","1595","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.594444",NA,NA,NA,NA,NA,NA,NA,"Bairro Jardim Vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona).","192","192",NA,"HUEFS0198605","40W35'40''",NA,NA,"2016","10",NA,NA,NA
"228","2020-03-19 10:54:12-03","UEFS","HUEFS","211484","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Dialioideae","Dialium","guianensis","Dialium guianensis","(Aubl.) Sandwith",NA,"Assis, A.M.","1541","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555278","-31.323333",NA,NA,NA,NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1 - LT 230 Kv Mascarenhas x Verona).",NA,NA,NA,"HUEFS0211484","40W33'19''","31S19'24''","HUEFS0211484",NA,NA,NA,NA,NA
"229","2019-10-07 09:24:10-03","UEFS","HUEFS","201625","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae",NA,NA,NA,NA,NA,"Assis, A.M.","1571","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-31.323611",NA,NA,NA,NA,NA,NA,"Faz. Rondeli. Próx. Clube Campestre (Torre 72/1- LT 230 Kv Mascarenhas x Verona).",NA,NA,NA,"HUEFS0201625","40W33'20''","31S19'25''",NA,NA,NA,NA,NA,NA
"230","2019-10-07 09:23:31-03","UEFS","HUEFS","202731","PreservedSpecimen","Plantae","Angiospermae","Nymphaeanae","Nymphaeales","Nymphaeaceae","Nymphaea","caerulea","Nymphaea caerulea","Savigny",NA,"Lima, C.T.","331","2010","04","30","Brasil","Espírito Santo","São Gabriel da Palha","-39.965","-18.917222",NA,NA,NA,NA,NA,NA,"Br 101.",NA,NA,NA,"HUEFS0202731","39W57'54''","18S55'2''","HUEFS0202731",NA,NA,NA,NA,NA
"231","2020-03-19 10:53:25-03","UEFS","HUEFS","211507","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","gonoacantha","Piptadenia gonoacantha","(Mart.) J.F.Macbr.",NA,"Assis, A.M.","1594","2008","05","02","Brasil","Espírito Santo","São Gabriel da Palha","-40.548333","-19.701667",NA,NA,NA,NA,NA,NA,"Bairro Jardim vitória (Torre 73/3 - LT 230 Kv Mascarenhas x Verona).","192","192",NA,"HUEFS0211507","40W32'54''","19S42'6''",NA,NA,NA,NA,NA,NA
"232","2020-03-19 10:53:45-03","UEFS","HUEFS","204598","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Stryphnodendron","pulcherrimum","Stryphnodendron pulcherrimum","(Willd.) Hochr.",NA,"Assis, A.M.","1557","2008","04","26","Brasil","Espírito Santo","São Gabriel da Palha","-40.555556","-31.323611",NA,NA,NA,NA,NA,NA,"Fazenda Rondeli, próximo Clube Campestre (Torre 72/1 - Lt Mascarenhas x Verona).",NA,NA,NA,"HUEFS0204598","40W33'20''","31S19'25''",NA,NA,NA,NA,NA,NA
"233","2019-10-07 09:30:28-03","UEFS","HUEFS","110826","PreservedSpecimen","Plantae","Angiospermae","Rosanae","Malpighiales","Euphorbiaceae","Brasiliocroton","mamoninha","Brasiliocroton mamoninha","P.E.Berry & Cordeiro",NA,"Árbocz, G.F.","1390","1995","04","27","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Mata atlântica alterada.","auto",NA,NA,"Estrada vicinal.",NA,NA,NA,"HUEFS0110826",NA,NA,"HUEFS0110826",NA,NA,NA,NA,NA
"234","2019-11-22 16:07:26-03","UEFS","HUEFS","164332","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Gentianales","Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","A.DC.","A.Rapini",NA,"6199A","2008","09","01","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Macega","auto",NA,NA,"Estrada Vila Valério a São Gabriel da Palha",NA,NA,NA,"HUEFS0164332",NA,NA,"HUEFS0164332","2012","02",NA,NA,NA
"235","2019-11-22 16:07:26-03","UEFS","HUEFS","202202","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","A.Rapini",NA,"6199B","2008","09","01","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,NA,"Estrada Vila Valério - São Gabriel da Palha.",NA,NA,NA,"HUEFS0202202",NA,NA,"HUEFS0202202","2014","01",NA,NA,NA
"236","2020-01-27 18:24:14-03","IAC","IAC","31663","S","Plantae",NA,NA,NA,"Apocynaceae-1.Rauvolfioideae","Himatanthus",NA,"Himatanthus",NA,"s/det.","?","385","1994","05","18","Brasil","Espírito Santo","São Gabriel da Palha","-40.5356","-19.0175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.5356","-19.0175",NA,"1994","05","18",NA,NA
"237","2019-01-25 15:40:58-02","IAC","IAC","36318","S","Plantae",NA,NA,NA,"Fabaceae","Machaerium","salzmannii","Machaerium salzmannii","Benth.","F.L.R. Filardi","G.F. Árbocz","1368","1995","04","27","Brasil","Espírito Santo","São Gabriel da Palha","-40.5356","-19.0175",NA,NA,NA,NA,NA,NA,"Estrada para Sítio dos Lorenzoni",NA,NA,NA,NA,"-40.5356","-19.0175",NA,"2011","06","27",NA,NA
"238","2019-01-25 15:37:02-02","IAC","IAC","35974","S","Plantae",NA,NA,NA,"Salicaceae",NA,NA,NA,NA,"G.F. Árbocz","G.F. Árbocz","2337","1996","01","27","Brasil","Espírito Santo","São Gabriel da Palha","-40.5356","-19.0175",NA,NA,NA,NA,NA,NA,"estrada para Córrego Bley",NA,NA,NA,NA,"-40.5356","-19.0175",NA,"1996","01","27",NA,NA
"239","2019-12-04 16:39:49-03","FFCLRP","SPFR","10324","PreservedSpecimen","Plantae",NA,NA,NA,"Rutaceae","Conchocarpus","bellus","Conchocarpus bellus","Kallunki","Groppo, M.","Arbocz, G.F.","2354","1996","01","28","Brasil","Espírito Santo","São Gabriel da Palha","-40.539247","-19.015786",NA,NA,"Proximidades do córrego Bley.",NA,NA,NA,"Fazenda Lorenzoni",NA,NA,NA,NA,"40o32'21.29W","19o00'56.83S",NA,"2008",NA,NA,NA,NA
"240","2018-12-03 11:15:30-02","CEPLAC","CEPEC","101660","S","Plantae",NA,NA,NA,"Euphorbiaceae","Glycydendron","espiritosantense","Glycydendron espiritosantense",NA,"I. Cordeiro","G. F. Arbocz","1386","1995","04","27","Brasil","Espírito Santo","são gaBRIEL DA palha","-40.5355987548828","-19.0174999237061","24907",NA,"<ll>dwc_commonname:</ll> Maria-preta","auto",NA,NA,"Sítio dos Lorenzoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2003"
"241","2019-12-13 15:20:23-03","USP","SPFW","4493","PreservedSpecimen","Plantae",NA,NA,NA,"Anacardiaceae","Astronium","macrocalyx","Astronium macrocalyx","Engl.",NA,"Lorenzi, H.",NA,"1997",NA,NA,"Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2016-09-19 16:23:49-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","ornatum","Philodendron ornatum","Schott","Gonçalves, EG","Gonçalves, EG; et al.","584","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Terrestre ou hemiepífita. Caule coberto de fibras originárias de profilos decompostos; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0001130",NA,NA,"UB0001130","2000","10",NA,NA,NA
"243","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","scandens","Philodendron scandens","K.Koch & Sello","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","578","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Escandente, até 6 m na árvore hospedeira. Caule sulcado e levemente achatado lateralmente. Folhas verde fosco nas duas faces. Nervuras laterais primários muito pouco proeminentes; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0001458",NA,NA,"UB0001458","2000","10",NA,NA,NA
"244","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","stenolobum","Philodendron stenolobum","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","574","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Tronco robusto. Nervuras concolores abaxialmente, discolores adaxialmente; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0001618",NA,NA,"UB0001618","2000","10",NA,NA,NA
"245","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","tenuispadix","Philodendron tenuispadix","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","576","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Hemiepífita, profilos decíduos, entrenós 2-3 x 2-3 cm tornando-se ocres. Pecíolo cerca de 60 cm, levemente achatado adaxialmente, com nectários abundantes. Inflorescência 1-3 por axila. Espata verde por fora, branca por dentro, carmina","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0001623",NA,NA,"UB0001623","2002","03",NA,NA,NA
"246","2018-07-13 14:12:56-03","UnB","UB","11716","S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","tenuispadix","Philodendron tenuispadix","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","577","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Profilos decíduos, 26cm de comprimento com muitos nectários. Espádice termogênico, principalmente no apêndice apical. Pecíolo cerca de 40-60cm, levemente achatado adaxialmente.; Hemiepífita; Floresta de cipó.","auto","holotype","Southern America","Córrego Fortaleza",NA,NA,NA,"UB0036667",NA,NA,"UB0036667",NA,NA,NA,NA,NA
"247","2018-07-13 14:12:56-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","tenuispadix","Philodendron tenuispadix","E.G. Gonç.","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","577","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Profilos decíduos, 26cm de comprimento com muitos nectários. Espádice termogênico, principalmente no apêndice apical. Pecíolo cerca de 40-60cm, levemente achatado adaxialmente.; Hemiepífita; Floresta de cipó.","auto","holotype","Southern America","Córrego Fortaleza",NA,NA,NA,"UB0036668",NA,NA,"UB0036668",NA,NA,NA,NA,NA
"248","2016-09-19 16:23:49-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","pedatum","Philodendron pedatum","(Hook.) Kunth","Gonçalves, EG","Gonçalves, EG; et al.","570","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Hemiepífita. Pecíolo áspero, cilíndrico, ca. 40cm de comprimento. Espata verde por fora, branca por dentro. Flores femininas verdes; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0001139",NA,NA,"UB0001139","2000","10",NA,NA,NA
"249","2016-09-19 16:23:43-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","blanchetianum","Philodendron blanchetianum","Schott","Gonçalves, EG","Gonçalves, EG; et al.","575","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Escandente, caule levemente ferrugíneo, costado. Pecíolo achatado adaxialmente. Folha verde escuro brilhante adaxialmente, mais claro e fosca adaxialmente, nervuras laterais primárias levemente proeminentes; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0001308",NA,NA,"UB0001308","2000","10",NA,NA,NA
"250","2017-03-27 17:52:22-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Asterostigma",NA,"Asterostigma",NA,NA,"Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","569","2000","10","10","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Terrestre; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0000908",NA,NA,"UB0000908",NA,NA,NA,NA,NA
"251","2016-09-19 16:23:38-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Heteropsis","flexuosa","Heteropsis flexuosa","(Kunth) G.S.Bunting","Gonçalves, EG","Gonçalves, EG; et al.","573","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Ramos lenhosos escandentes. Nervuras não aparentes em material fresco; Floresta de cipó","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0001037",NA,NA,"UB0001037","2001","03",NA,NA,NA
"252","2016-09-19 16:23:58-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","maximilianii","Xanthosoma maximilianii","Schott","Gonçalves, EG","Gonçalves, EG; et al.","582","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Terrestre. Só plantas jovens vistas em áreas fortemente antropizadas. Folhas verde escuro brilhante adaxialmente, mais claro e fosco abaxialmente. Látex incolor no corte, tornando-se branco com o tempo; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0002542",NA,NA,"UB0002542","2000","10",NA,NA,NA
"253","2017-03-27 17:52:23-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Rhodospatha",NA,"Rhodospatha",NA,"Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","586","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Terrestre em pequenas ravinas ou margens de córregos. Entrenós regularmente dispostos. Folhas jovens róseas; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0001907",NA,NA,"UB0001907","2000","12",NA,NA,NA
"254","2016-09-19 16:23:48-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","ochrostemon","Philodendron ochrostemon","Schott","Gonçalves, EG","Gonçalves, EG; et al.","579","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Escandente. Espata verde por fora, branca por dentro. Caule verde escuro, estriado; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0001122",NA,NA,"UB0001122","2000","10",NA,NA,NA
"255","2016-09-19 16:23:50-03","UnB","UB",NA,"S","Plantae","Monocotyledonae",NA,NA,"Araceae","Philodendron","scandens","Philodendron scandens","K.Koch & Sello","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","583","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Comum na parte externa da mata. Nervuras proeminentes, concolores; Floresta de cipó","auto",NA,"Southern America","Córrego Fortaleza",NA,NA,NA,"UB0001456",NA,NA,"UB0001456","2000","10",NA,NA,NA
"256","2016-09-19 16:23:32-03","UnB","UB","13453","S","Plantae","Monocotyledonae",NA,NA,"Araceae","Anthurium","longifolium","Anthurium longifolium","G.Don","Gonçalves, EG","Gonçalves, EG; Lorenzi, H; Salviani, ER; Lorenzoni, L","585","2000","10","11","Brasil","Espírito Santo","São Gabriel da Palha","-40.5355987548828","-19.0174999237061","24907",NA,"Raízes densas, brancas. Profilos deliquescendo-se em fibras, depois decíduos. Pecíolo levemente canaliculado adaxialmente. Espádice vináceo.; .","auto",NA,"Southern America","Córrego Castelã",NA,NA,NA,"UB0000541",NA,NA,"UB0000541","2000","11",NA,NA,NA
