"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","locality","imagecode","infraspecificEpithet","continentOcean","order","class"
"126","2019-11-07 11:21:28-03","UFMG","BHCB-SL","130536","PreservedSpecimen","Plantae","Thelypteridaceae","Christella","patens","Christella patens","(Sw.) Pic.Serm.","Salino, A","2009","11",NA,"Almeida, TE; Souza, DT; Cota, MMT","1957","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","185","185","Erva terrestre a beira de estrada em borda de floresta","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"127","2020-02-11 18:26:12-03","UFMG","BHCB-SL","98680","PreservedSpecimen","Plantae","Polypodiaceae","Cochlidium","serrulatum","Cochlidium serrulatum","(Sw.) L.E.Bishop.","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10996","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Rupícola em rocha de rio, mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir de fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"128","2019-11-07 11:15:46-03","UFMG","BHCB-SL","98647","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","axillaris","Cyathea axillaris","(Fée) Lellinger","Salino, A","2010","10",NA,"Salino, A; Almeida, TE; Heringer, G","10963","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,NA,NA,NA,"-41.340167","-19.366611","250","250",NA,"Fazenda Três Pedras",NA,NA,"América",NA,NA
"129","2019-11-07 11:15:53-03","UFMG","BHCB-SL","98683","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10999","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770",NA,"Parque Estadual de Sete Salões",NA,NA,"América",NA,NA
"130","2020-03-04 20:43:45-03","UFMG","BHCB-SL","98698","PreservedSpecimen","Plantae","Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","11014","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374889","-19.285333",NA,NA,NA,NA,"-41.374889","-19.285333","590","590","Terrestre, em brejo, na fazenda dos Correa","Parque Estadual de Sete Salões, trilha para a Grut, Floresta Estacional Semidecidual e Campo Rupestre",NA,NA,"América",NA,NA
"131","2019-11-07 11:17:08-03","UFMG","BHCB-SL","130518","PreservedSpecimen","Plantae","Gleicheniaceae","Dicranopteris","flexuosa","Dicranopteris flexuosa","(Schrad.) Underw.","Almeida, TE","2009","05","23","Almeida, TE; Souza, DT; Cota, MMT","1939","2009","05","23","Brasil","Minas Gerais","Santa Rita do Itueto","-41.437917","-19.525028",NA,NA,NA,NA,"-41.437917","-19.525028","68","68","Terrestre em barranco na beira de estrada","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"132","2019-11-07 11:19:47-03","UFMG","BHCB-SL","98662","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","rediviva","Doryopteris rediviva","Fée","Salino, A","2006","05",NA,"Salino, A","10978","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.624844","-19.278333",NA,NA,NA,NA,"-41.624844","-19.278333","820","820","Rupícola no interior de mata.","Gruta de Sete Salões.",NA,NA,"América",NA,NA
"133","2019-11-07 11:19:47-03","UFMG","BHCB-SL","98659","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","varians","Doryopteris varians","(Raddi) J.Sm.","Salino, A","2006","05",NA,"Salino, A","10975","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.624844","-19.278333",NA,NA,NA,NA,"-41.624844","-19.278333","770","770","Rupícola no interior de mata.","Gruta de Sete Salões e Pico do Garra.",NA,NA,"América",NA,NA
"134","2019-11-07 11:16:36-03","UFMG","BHCB-SL","98640","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","pteropus","Elaphoglossum pteropus","C.Chr.","Melo, LCN","2009","11",NA,"Salino, A; Almeida, TE; Heringer, G","10956","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-0.688958","-19.366611",NA,NA,NA,NA,"-0.688958","-19.366611","250","250","Rupícola em rocha de rio, mata.","Fazenda Três Pedras., Floresta Estacional Semidecidual as margens do córrego Querozena (afluente do córrego Itueto) e junto a grandes afloramentos rochosos do tipo Pão de Açucar. Floresta com as palmeiras Astrocarium aculeatissimum e Attalea sp.",NA,NA,"América",NA,NA
"135","2019-11-07 11:21:33-03","UFMG","BHCB-SL","130525","PreservedSpecimen","Plantae","Thelypteridaceae","Goniopteris","vivipara","Goniopteris vivipara","(Raddi) Brade","Almeida, TE","2009","05","25","Almeida, TE; Souza, DT; Cota, MMT","1946","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,NA,NA,NA,"-41.425667","-19.529528","185","185","Erva terrestre no interior de floresta","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"136","2019-11-07 11:19:50-03","UFMG","BHCB-SL","130521","PreservedSpecimen","Plantae","Pteridaceae","Hemionitis","tomentosa","Hemionitis tomentosa","(Lam.) Raddi","Almeida, TE","2009","05","23","Almeida, TE; Souza, DT; Cota, MMT","1942","2009","05","23","Brasil","Minas Gerais","Santa Rita do Itueto","-41.437917","-19.525028",NA,NA,NA,NA,"-41.437917","-19.525028","68","68","Terrestre no interior de mata ciliar","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"137","2019-11-07 11:17:26-03","UFMG","BHCB-SL","98679","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos","(Sw.) Sw.","Salino, A","2006","11",NA,"Salino, A; Almeida, TE; Heringer, G","10995","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Rupícola em rocha de rio, mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"138","2019-11-07 11:16:40-03","UFMG","BHCB-SL","130524","PreservedSpecimen","Plantae","Dryopteridaceae","Lastreopsis","amplissima","Lastreopsis amplissima","(C.Presl) Tindale","Almeida, TE","2009","05","25","Almeida, TE; Souza, DT; Cota, MMT","1945","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,NA,NA,NA,"-41.425667","-19.529528","185","185","Erva terrestre no interior de floresta.","Floresta Estacional Semidecidual. Margens do rio Manhuaçu.",NA,NA,"América",NA,NA
"139","2020-03-04 20:43:48-03","UFMG","BHCB-SL","98694","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","longifolium","Meniscium longifolium","Desv.","Fernandes, RS","2014","04","03","Salino, A; Almeida, TE; Heringer, G","11010","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Terrestre no interior de mata","Parque Estadual de Sete Salões, trilha para Gruta, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"140","2020-03-04 20:43:48-03","UFMG","BHCB-SL","98696","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","longifolium","Meniscium longifolium","Desv.","Fernandes, RS","2014","04","03","Salino, A; Almeida, TE; Heringer, G","11012","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374889","-19.285333",NA,NA,NA,NA,"-41.374889","-19.285333","590","590","Terrestre a margem de rio, na borda de mata","Parque Estadual de Sete Salões, trilha para Gruta, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"141","2020-03-04 20:43:49-03","UFMG","BHCB-SL","130540","PreservedSpecimen","Plantae","Thelypteridaceae","Meniscium","serratum","Meniscium serratum","Cav.","Fernandes, RS","2014","04","15","Almeida, TE; Souza, DT; Cota, MMT","1961","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","185","185","Terrestre em barranco na beira da represa. Área aberta","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"142","2019-11-07 11:17:51-03","UFMG","BHCB-SL","130519","PreservedSpecimen","Plantae","Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua","(L.) Franco & Vasc.","Almeida, TE","2009","05","23","Almeida, TE; Souza, DT; Cota, MMT","1940","2009",NA,NA,"Brasil","Minas Gerais","Santa Rita do Itueto","-41.437917","-19.525028",NA,NA,NA,NA,"-41.437917","-19.525028","68","68","Terrestre em barranco na beira de estrada","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"143","2019-12-19 16:19:22-03","UFMG","BHCB-SL","98633","PreservedSpecimen","Plantae","Lycopodiaceae","Palhinhaea","cernua","Palhinhaea cernua","(L.) Franco & Vasc.","Salino, A",NA,NA,NA,"Salino, A; Almeida, TE; Heringer, G","10949","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,NA,NA,NA,"-41.340167","-19.366611","240","240","Terrestre em barranco úmido. Prensado em álcool.","Estrada entre Quatituba e Santa Rita do Itueto.",NA,NA,"América",NA,NA
"144","2020-02-11 18:26:18-03","UFMG","BHCB-SL","98665","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","pectinatiformis","Pecluma pectinatiformis","(Lindm.) M.G.Price","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10981","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Rupícola no interior da mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir de fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"145","2020-02-11 18:26:21-03","UFMG","BHCB-SL","98657","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","recurvata","Pecluma recurvata","(Kaulf.) M.G.Price","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10973","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"-41.372944","-19.278333","820","820","Rupícola no interior da mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir de fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"146","2020-02-11 18:26:32-03","UFMG","BHCB-SL","130535","PreservedSpecimen","Plantae","Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Almeida, TE","2009","05","27","Almeida, TE; Souza, DT; Cota, MMT","1956","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","281","281","Terrestre em barranco a beira de estrada","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"147","2019-11-07 11:18:59-03","UFMG","BHCB-SL","98668","PreservedSpecimen","Plantae","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","(Raddi) de la Sota","Salino, A","2010","08",NA,"Salino, A; Almeida, TE; Heringer, G","10984","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Epífita a 2m de altura, na mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir de fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"148","2019-11-07 11:17:03-03","UFMG","BHCB-SL","98687","PreservedSpecimen","Plantae","Dryopteridaceae","Polybotrya","osmundacea","Polybotrya osmundacea","Willd.","Canestraro, BK","2014","01","15","Salino, A; Almeida, TE; Heringer, G","11003","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Hemiepífita no interior de mata, folhas férteis a 2,5m de altura.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da Fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"149","2020-02-11 18:26:08-03","UFMG","BHCB-SL","98693","PreservedSpecimen","Plantae","Lycopodiaceae","Pseudolycopodiella","caroliniana","Pseudolycopodiella caroliniana","(L.) Holub","Salino, A",NA,NA,NA,"Salino, A; Almeida, TE; Heringer, G","11009","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.376556","-19.271806",NA,NA,NA,NA,"-41.376556","-19.271806","1100","1100","Terrestre em campo rupestre.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"150","2019-11-07 11:20:09-03","UFMG","BHCB-SL","130526","PreservedSpecimen","Plantae","Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","Raddi","Almeida, TE","2009","05","25","Almeida, TE; Souza, DT; Cota, MMT","1947","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,NA,NA,NA,"-41.425667","-19.529528","185","185","Erva terrestre no interior de floresta","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"151","2019-11-07 11:20:09-03","UFMG","BHCB-SL","98651","PreservedSpecimen","Plantae","Pteridaceae","Pteris","brasiliensis","Pteris brasiliensis","Raddi","Salino, A","2006","05",NA,"Salino, A","10967","2006","05","08","Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,NA,NA,NA,"-41.340167","-19.366611","250","250","Terrestre na mata.","Fazenda Três Pedras.",NA,NA,"América",NA,NA
"152","2019-11-07 11:20:30-03","UFMG","BHCB-SL","130537","PreservedSpecimen","Plantae","Salviniaceae","Salvinia","auriculata","Salvinia auriculata","Aubl.","Miranda, CV","2017","04","26","Almeida, TE; Souza, DT; Cota, MMT","1958","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","185","185","Erva aquática flutuante em represa artificial","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"153","2019-11-07 11:20:30-03","UFMG","BHCB-SL","130539","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella",NA,"Selaginella","L.A.Góes",NA,NA,NA,NA,"Almeida, TE; Souza, DT; Cota, MMT","1960","2009",NA,NA,"Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","185","185","Erva rupícola a beira de córrego, no interior de floresta","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"154","2019-11-07 11:20:34-03","UFMG","BHCB-SL","98645","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10961","2006",NA,NA,"Brasil","Minas Gerais","Santa Rita do Itueto","-41.340167","-19.366611",NA,NA,NA,NA,"-41.340167","-19.366611","250","250","Rupícola em rocha de rio, mata. Prensada em","Fazenda Três Pedras., Floresta Estacional Semidecidual as margens do córrego Querozena (afluente do córrego Itueto) e junto a grandes afloramentos rochosos do tipo Pão de Açúcar. Floresta com as palmeiras Astrocarium aculeatissimum e Attalea sp.",NA,NA,"América",NA,NA
"155","2019-12-19 16:19:38-03","UFMG","BHCB-SL","98673","PreservedSpecimen","Plantae","Selaginellaceae","Selaginella","flexuosa","Selaginella flexuosa","Spring","Salino, A",NA,NA,NA,"Salino, A; Almeida, TE; Heringer, G","10989","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"-41.372944","-19.278333","820","820","Rupícola em rocha de rio, mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"156","2019-11-07 11:19:14-03","UFMG","BHCB-SL","98691","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","(Sw.) A.R.Sm.","Salino, A","2008","10",NA,"Salino, A; Almeida, TE; Heringer, G","11007","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.374139","-19.278389",NA,NA,NA,NA,"-41.374139","-19.278389","770","770","Terrestre no interior da mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir de fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"157","2019-11-07 11:20:54-03","UFMG","BHCB-SL","130528","PreservedSpecimen","Plantae","Tectariaceae","Tectaria","incisa","Tectaria incisa","Cav.","Almeida, TE","2009","05","25","Almeida, TE; Souza, DT; Cota, MMT","1949","2009","05","25","Brasil","Minas Gerais","Santa Rita do Itueto","-41.425667","-19.529528",NA,NA,NA,NA,"-41.425667","-19.529528","185","185","Erva terrestre no interior de floresta","Rio Manhuaçu., Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"158","2019-11-07 11:17:31-03","UFMG","BHCB-SL","98677","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","elegans","Trichomanes elegans","Rich.","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10993","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"-41.372944","-19.278333","820","820","Terrestre em margem de rio, na mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"159","2019-11-07 11:17:34-03","UFMG","BHCB-SL","98678","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","pilosum","Trichomanes pilosum","Raddi","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10994","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"-41.372944","-19.278333","820","820","Rupícola ao lado da entrada da Gruta de Sete Salões.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre.",NA,NA,"América",NA,NA
"160","2019-11-07 11:17:35-03","UFMG","BHCB-SL","130538","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","pinnatum","Trichomanes pinnatum","Hedw.","Almeida, TE","2009","05","27","Almeida, TE; Souza, DT; Cota, MMT","1959","2009","05","27","Brasil","Minas Gerais","Santa Rita do Itueto","-41.379111","-19.414389",NA,NA,NA,NA,"-41.379111","-19.414389","185","185","Erva terrestre a beira de córrego, no interior de floresta","Região da Cachoeira do Pontão, Floresta Estacional Semidecidual",NA,NA,"América",NA,NA
"161","2019-11-07 11:17:38-03","UFMG","BHCB-SL","98675","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","polypodioides","Trichomanes polypodioides","L.","Salino, A","2006","05",NA,"Salino, A; Almeida, TE; Heringer, G","10991","2006","05","09","Brasil","Minas Gerais","Santa Rita do Itueto","-41.372944","-19.278333",NA,NA,NA,NA,"-41.372944","-19.278333","820","820","Epífita no interior de mata.","Parque Estadual de Sete Salões, Trilha para a Gruta de Sete Salões e Pico do Garrafão a partir da fazenda dos Correa. Área com Floresta Estacional Semidecidual e Campo Rupestre",NA,NA,"América",NA,NA
"162","2019-10-16 14:11:35-03","UEL","FUEL","56004","PreservedSpecimen","Plantae","Nyctaginaceae","Leucaster","caniflorus","Leucaster caniflorus","(Mart.) Choisy","Fiaschi, P","2010","04","13","Luz, AA","450","2007","06","19","Brasil","Minas Gerais","Santa Rita do Itueto","-41.308611","-19.390278",NA,"FUEL056004",NA,"Tracheophyta","-41.308611","-19.390278",NA,NA,"Herbáceo, trepadeira. Flor verde-clara; Capoeirão.","Estrada Quatituba a Santa Rita do Itueto 16000",NA,NA,NA,"Caryophyllales",NA
"163","2019-10-03 10:04:12-03","UFSCar","SORO","7425","PreserveSpecimen","Plantae","Myrtaceae","Eugenia","magnifica","Eugenia magnifica","Spring ex Mart.","M.C.Souza","2005","11","22",NA,"261","2004","11","17","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto",NA,NA,NA,NA,NA,"Nome vulgar: Jambo selvagem; Altura: 9,0m; Porte: Arbóreo; Forma de vida: terrestre; Cor/Flor: Branco; Botão: Branco.","Estrada: Quatituba à Sta Rita do Itueto. Mata Ciliar.",NA,NA,NA,NA,NA
"164","2020-03-02 13:45:47-03","UFSC","FLOR","63445","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","T.S. Costa","2017","02",NA,"Costa, T.S.; Fiaschi, P.; Vaio, M.","116","2017","02","13","Brasil","Minas Gerais","Santa Rita do Itueto","-41.435","-19.346111",NA,"FLOR0063445",NA,NA,"41º26'6''W","19º20'46''S","716","716","Subarbusto ereto com até 50 cm de altura. Folhas discolores. Flores rosáceas com fauce da corola amarela. Frutos globosos. Material tratado com álcool 90%","Estrada de terra de São José do Itueto para Santa Rita do Itueto.",NA,NA,NA,"Oxalidales",NA
"165","2019-09-30 11:23:10-03","IF","SPSF","48164","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","butyrocarpa","Pouteria butyrocarpa","(Kuhlm.) T.D.Peen.","T.D.Pennington","2010","12","01","A.A.Luz","225","2004","09","01","Brasil","MG","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto","Magnoliophyta",NA,NA,NA,NA,"COLETA: Porte arbóreo; fruto imaturo verde e maduro amarelo; exsudação Latex incolor; casca áspera; altura 15m; fuste cilíndrico com 7m de altura e CAP 60cm; diâmetro da copa 7m. &nf;Nome Popular - Mantegueira; GEOGRAFIA: Estrada Quatituba - C.Queijada.&nf;C",NA,NA,NA,"América do Sul","Ericales","Magnoliopsida"
"166","2019-11-21 10:07:57-03","IBt","SP","445374A","S","Plantae","Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","(A.Juss.) B.Gates","Almeida, RF","2012","10",NA,"Luz, AA","421","2007","05","15","Brasil","Minas Gerais","Santa Rita do Itueto","-41.3800010681152","-19.3596992492676","22522",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
