"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class"
"1","2019-12-16 17:42:04-03","NYBG","NYBG","1019456","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","M. da C. Souza","522","2007","06","05","South America","Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Estrada que vai para a sede da Reserva, passando da sede na primeira bifurcação vire a direita. Nesta estrada passa por uma porteira e depois vire numa estrada lateral à direita com uma.","-40.0978","-19.1969","-40.0978","-19.1969","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01019456","NY01019456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 17:29:11-03","NYBG","NYBG","515461","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","multijuga","Senna multijuga lindleyana","(Gardner) H.S.Irwin & Barneby","R. P. Belém","1498","1965","08","09","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama","-40.10894","-18.996963","-40.10894","-18.996963","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00515461","NY00515461","lindleyana","H. S. Irwin; R. C. Barneby","1979",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 17:29:11-03","NYBG","NYBG","515469","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","multijuga","Senna multijuga lindleyana","(Gardner) H.S.Irwin & Barneby","R. P. Belém","1498","1965","08","08","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama","-40.10894","-18.996963","-40.10894","-18.996963","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00515469","NY00515469","lindleyana","H. S. Irwin; R. C. Barneby","1979",NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 17:45:48-03","NYBG","NYBG","1039524","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Callichlamys","latifolia","Callichlamys latifolia","(Rich.) K.Schum.","A. R. Zuntini","175","2007","12","17","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares)Estrada Flamengo, km 1.5 , lado direito.","-39.99939","-19.15586","-39.99939","-19.15586","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039524","NY01039524",NA,"A. R. Zuntini","2007","37","37",NA,NA,NA,NA,NA,NA
"5","2019-12-16 17:46:20-03","NYBG","NYBG","1039522","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","subincana","Fridericia subincana","(Mart.) L.G.Lohmann","A. R. Zuntini","173","2007","12","17","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Proximo à saída da Estrada Guaribú-Sabão.","-39.99406","-19.14994","-39.99406","-19.14994","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039522","NY01039522",NA,"A. R. Zuntini","2007","33","33",NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:07:28-03","NYBG","NYBG","475825","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","coleoptera","Heteropterys coleoptera","A.Juss.","A. M. Amorim","3096","1999","08","12","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal do Vale do Rio Doce. BR 101 no trecho Linhares-Sao Mateus. Caminho do Rouxinho","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85514 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00475825","NY00475825",NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 17:46:21-03","NYBG","NYBG","1039517","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","arianeae","Handroanthus arianeae","(A.H.Gentry) S.O.Grose","A. R. Zuntini","114","2007","09","18","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Estrada do Refúgio Cupido, lado direito.","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039517","NY01039517_01 NY01039517_02",NA,"A. R. Zuntini","2007",NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:07:28-03","NYBG","NYBG","475799","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","chrysophylla","Heteropterys chrysophylla","(Lam.) Kunth","A. M. Amorim","3097","1999","08","12","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal do Vale do Rio Doce. BR 101 no trecho Linhares-Sao Mateus. Caminho do Rouxinho","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=274402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00475799","NY00475799",NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 17:45:48-03","NYBG","NYBG","1039523","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Bignonia","sciuripabula","Bignonia sciuripabula","(Bureau & K.Schum.) L.G.Lohmann","A. R. Zuntini","174","2007","12","17","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Final da estrada Oiticica.","-40.00242","-19.13231","-40.00242","-19.13231","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039523","NY01039523",NA,"A. R. Zuntini","2014","51","51",NA,NA,NA,NA,NA,NA
"10","2019-12-16 17:46:38-03","NYBG","NYBG","1039525","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Lundia","glazioviana","Lundia glazioviana","Kraenzl.","A. R. Zuntini","181","2007","12","18","South America","Brazil","Espírito Santo","Sooretama","Estrada Municipal Caliman.","-40.02831","-19.07506","-40.02831","-19.07506","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039525","NY01039525",NA,"A. R. Zuntini","2007","43","43",NA,NA,NA,NA,NA,NA
"11","2019-12-16 19:15:55-03","NYBG","NYBG","1184036","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Acrostichum","danaeifolium","Acrostichum danaeifolium","Langsd. & Fisch.","P. H. Labiak E.","5055","2009","01","12","South America","Brazil","Espírito Santo","Sooretama","Próximo à Reserva da Vale, estrada vinical à direita da BR-101.","-43.3","-16.42","-43.30","-16.42","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01184036","NY01184036",NA,"R. C. Moran; J. Prado","2011","1000","1000",NA,NA,NA,NA,NA,NA
"12","2019-12-16 17:14:39-03","NYBG","NYBG","595068","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","rufa","Bauhinia rufa",NA,"R. P. Belém","1551","1965","08","09","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama","-40.10894","-18.996963","-40.10894","-18.996963","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00595068","NY00595068",NA,"R. P. Wunderlin","1982",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 17:45:48-03","NYBG","NYBG","1039520","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Bignonia","sciuripabula","Bignonia sciuripabula","(Bureau & K.Schum.) L.G.Lohmann","A. R. Zuntini","119","2007","09","18","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Estrada do Refúgio Cupido, lado direito.","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039520","NY01039520",NA,"A. R. Zuntini","2007",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 18:07:10-03","NYBG","NYBG","566261","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","stipulacea","Byrsonima stipulacea","A.Juss.","A. M. Amorim","3355","2000","02","23","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal da Companhia Vale do Rio Doce, CVRD","-40.0978","-19.1969","-40.0978","-19.1969","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00566261","NY00566261",NA,"A. M. Amorim","2000",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 17:45:48-03","NYBG","NYBG","1039521","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Callichlamys","latifolia","Callichlamys latifolia","(Rich.) K.Schum.","A. R. Zuntini","171","2007","12","17","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Aceiro Bico da Bota.","-39.96011","-19.16106","-39.96011","-19.16106","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039521","NY01039521",NA,"A. R. Zuntini","2007","23","23",NA,NA,NA,NA,NA,NA
"16","2019-12-16 19:13:27-03","NYBG","NYBG","03231102","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Ctenitis","christensenii","Ctenitis christensenii","R.S.Viveros & Salino","A. Salino","13408","2008","05","15","South America","Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Região da lagoa do Macuco. Floresta de Tabuleiro.","-39.9361","-19.0267","-39.9361","-19.0267","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3540704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03231102",NA,NA,"R. S. Viveros","2015","38","38","isotype",NA,NA,NA,NA,NA
"17","2019-12-16 18:56:34-03","NYBG","NYBG","1039332","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","N. L. de A. Nunes","20","2007","04","05","South America","Brazil","Espírito Santo","Sooretama","Resevra Biológica de Sooretama.","-40.10894","-18.996963","-40.10894","-18.996963","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039332","NY01039332",NA,"J. R. Pirani","2010",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 17:46:20-03","NYBG","NYBG","1039537","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","rego","Fridericia rego","(Vell.) L.G.Lohmann","A. R. Zuntini","268","2008","05","05","South America","Brazil","Espírito Santo","Sooretama","Estrada para Juncado, 20 m à direita, sainda da BR-101.","-40.06353","-19.11736","-40.06353","-19.11736","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487911 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039537","NY01039537",NA,"A. R. Zuntini","2008","60","60",NA,NA,NA,NA,NA,NA
"19","2019-12-16 17:46:20-03","NYBG","NYBG","1039497","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","subincana","Fridericia subincana","(Mart.) L.G.Lohmann","W. Pires","135","2007","12","12","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Companhia Vale do Rio Doce (Reserva de Linhares). Aceiro Bobbil.","-40.07133","-19.13125","-40.07133","-19.13125","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039497","NY01039497",NA,NA,NA,"54","54",NA,NA,NA,NA,NA,NA
"20","2019-12-16 17:46:21-03","NYBG","NYBG","1039518","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","A. R. Zuntini","115","2007","09","18","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Estrada da Gávea, km 14.5, lado esquerdo, 200 m antes da estrada do Parajú.","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039518","NY01039518",NA,"A. R. Zuntini","2007",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 18:07:43-03","NYBG","NYBG","566253","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","leschenaultiana","Heteropterys leschenaultiana","A.Juss.","A. M. Amorim","3352","2000","02","22","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal da Companhia Vale do Rio Doce, CVRD","-40.0978","-19.1969","-40.0978","-19.1969","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00566253","NY00566253",NA,"A. M. Amorim","2002",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 17:46:38-03","NYBG","NYBG","01132288","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Lundia","virginalis","Lundia virginalis","DC.","M. Kaehler","404","2009","01","12","South America","Brazil","Espírito Santo","Sooretama","Margem da BR 101.","-40.0636","-19.1247","-40.0636","-19.1247","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01132288","NY01132288",NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA
"23","2019-12-16 17:46:38-03","NYBG","NYBG","01132295","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Lundia","virginalis","Lundia virginalis","DC.","P. H. Labiak E.","5052","2009","01","12","South America","Brazil","Espírito Santo","Sooretama","Próximo à Reserva da Vale, estrada vinical à direita da BR-101.","-43.3","-16.42","-43.30","-16.42","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01132295","NY01132295",NA,"M. Kaehler","2015","1000","1000",NA,NA,NA,NA,NA,NA
"24","2019-12-16 16:58:01-03","NYBG","NYBG","02474157","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","schumanniana","Maytenus schumanniana","Loes.","L. Biral","803","2012","12","06","South America","Brazil","Espírito Santo","Sooretama","Reserva Vale MME-Ministério das Minas e Energia.","-40.2","-19.02","-40.20","-19.02","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02474157","NY02474157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 18:30:36-03","NYBG","NYBG","02578962","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cerqueiria","Myrcia cerqueiria","(Nied.) E.Lucas & Sobral","P. Fiaschi","3458","2011","01","17","South America","Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Barra Seca, Estrada para a Lagoa do Macucom ca. 10 km da BR-101.","-39.94839","-19.03497","-39.94839","-19.03497","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2846531 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02578962","NY02578962",NA,"B. S. Amorim","2014","47","47",NA,"12",NA,NA,NA,NA
"26","2019-12-16 18:08:01-03","NYBG","NYBG","778723","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Niedenzuella","acutifolia","Niedenzuella acutifolia","(Cav.) W.R.Anderson","A. M. Amorim","3353","2000","02","23","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal da Companhia Vale do Rio Doce, CVRD.","-40.0978","-19.1969","-40.0978","-19.1969","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00778723","NY00778723",NA,"W. R. Anderson","2010",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 17:46:55-03","NYBG","NYBG","1039519","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H.Gentry","A. R. Zuntini","116","2007","09","18","South America","Brazil","Espírito Santo","Sooretama","Reserva Natural da Comhania Vale do Rio Doce (Reserva de Linhares). Estrada Ipê amarelo, km 0.46, lado direito.","-39.961174","-19.138199","-39.961174","-19.138199","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01039519","NY01039519",NA,"A. R. Zuntini","2007",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-16 16:53:06-03","NYBG","NYBG","779594","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonanthura","phosphorica","Vernonanthura phosphorica","(Vell.) H.Rob.","R. P. Belém","1529","1965","08","09","South America","Brazil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama.","-40.10894","-18.996963","-40.10894","-18.996963","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00779594","NY00779594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 18:05:43-03","NYBG","NYBG","1019455","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","ferruginea","Vismia ferruginea","Kunth","M. da C. Souza","521","2007","06","05","South America","Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama. Estrada que vai para a sede da Reserva, passando da sede na primeira bifurcação vire a direita. Nesta estrada passa por uma porteira e depois vire numa estrada lateral à direita com uma.","-40.0978","-19.1969","-40.0978","-19.1969","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01019455","NY01019455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-17 15:16:28-03","UTFPR","DVPR","3989","S","Plantae","Magnoliophyta",NA,"Sapindaceae","Allophylus","petiolulatus","Allophylus petiolulatus","Radlk.","Caxambu, M.G.; et al.; et al.","4530","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03519","-19.08288","-40.03519","-19.08288",NA,NA,"DVPR003989",NA,NA,"Siqueira, G.S.","2013","58","58",NA,"02","04",NA,NA,NA
"31","2019-12-17 15:16:09-03","UTFPR","DVPR","4171","S","Plantae","Magnoliophyta",NA,"Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","Caxambu, M.G.; et al.; et al.","4544","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03521","-19.0848","-40.03521","-19.0848",NA,NA,"DVPR004171",NA,NA,"Siqueira, G.S.","2013","69","69",NA,"02","04",NA,NA,NA
"32","2019-12-17 15:16:01-03","UTFPR","DVPR","4393","S","Plantae","Magnoliophyta",NA,"Bixaceae","Bixa","arborea","Bixa arborea","Huber","Caxambu, M.G.; et al.; et al.","4556","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.0406","-19.0829","-40.0406","-19.0829",NA,NA,"DVPR004393",NA,NA,"Siqueira, G.S.","2013","36","36",NA,"02","04",NA,NA,NA
"33","2019-12-17 15:16:15-03","UTFPR","DVPR","4334","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","stipulacea","Byrsonima stipulacea","A. Juss.","Caxambu, M.G.; et al.; et al.","4553","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03581","-19.08321","-40.03581","-19.08321",NA,NA,"DVPR004334",NA,NA,"Siqueira, G.S.","2013","38","38",NA,"02","04",NA,NA,NA
"34","2019-12-17 15:16:27-03","UTFPR","DVPR","4096","S","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia",NA,"Casearia",NA,"Caxambu, M.G.; et al.; et al.","4531","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.0352","-19.08452","-40.0352","-19.08452",NA,NA,"DVPR004096",NA,NA,"Siqueira, G.S.","2013","59","59",NA,"02","04",NA,NA,NA
"35","2019-12-17 15:16:27-03","UTFPR","DVPR","4084","S","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","ulmifolia","Casearia ulmifolia","Vahl ex Vent.","Caxambu, M.G.; et al.; et al.","4547","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03317","-19.08427","-40.03317","-19.08427",NA,NA,"DVPR004084",NA,NA,"Siqueira, G.S.","2013","60","60",NA,"02","04",NA,NA,NA
"36","2019-12-17 15:16:24-03","UTFPR","DVPR","3682","S","Plantae","Magnoliophyta",NA,"Polygonaceae","Coccoloba","declinata","Coccoloba declinata","(Vell.) Mart.","Caxambu, M.G.; et al.; et al.","4532","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03532","-19.08464","-40.03532","-19.08464",NA,NA,"DVPR003682",NA,NA,"Siqueira, G.S.","2013","57","57",NA,"02","04",NA,NA,NA
"37","2019-12-17 15:16:21-03","UTFPR","DVPR","3841","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","vittoriana","Myrcia vittoriana","Kiaersk.","Caxambu, M.G.; et al.; et al.","4540","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03528","-19.09008","-40.03528","-19.09008",NA,NA,"DVPR003841",NA,NA,"Siqueira, G.S.","2013","50","50",NA,"02","04",NA,NA,NA
"38","2019-12-17 15:16:27-03","UTFPR","DVPR","4568","S","Plantae","Magnoliophyta",NA,"Rutaceae","Neoraputia","alba","Neoraputia alba","(Nees & C.Mart.) Emmerich.","Caxambu, M.G.; et al.; et al.","4528","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03478","-19.08288","-40.03478","-19.08288",NA,NA,"DVPR004568",NA,NA,"Siqueira, G.S.","2013","56","56",NA,"02","04",NA,NA,NA
"39","2019-12-17 15:16:22-03","UTFPR","DVPR","4978","S","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","barrelieri","Oxalis barrelieri","L.","Caxambu, M.G.; et al.; et al.","4564","2013","02","03",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.04151","-19.09034","-40.04151","-19.09034",NA,NA,"DVPR004978",NA,NA,"Siqueira, G.S.","2013","59","59",NA,"02","04",NA,NA,NA
"40","2019-12-17 15:16:15-03","UTFPR","DVPR","4324","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Stigmaphyllon","blanchetti","Stigmaphyllon blanchetti","C.E. Anderson","Caxambu, M.G.; et al.; et al.","4546","2013","02","02",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.03517","-19.08472","-40.03517","-19.08472",NA,NA,"DVPR004324",NA,NA,"Siqueira, G.S.","2013","69","69",NA,"02","04",NA,NA,NA
"41","2019-12-17 15:16:15-03","UTFPR","DVPR","4641","S","Plantae","Magnoliophyta",NA,"Malvaceae","Theobroma","grandiflorum","Theobroma grandiflorum","(Willd. ex Spreng.) K.Schum.","Caxambu, M.G.; et al.; et al.","4562","2013","02","03",NA,"Brasil","Espirito Santo","Sooretama",NA,"-40.04102","-19.08352","-40.04102","-19.08352",NA,NA,"DVPR004641",NA,NA,"Caxambu, M.G.","2013","48","48",NA,"02","03",NA,NA,NA
"42","2019-09-24 10:57:06-03","EAO","IAN","119827","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","fruticosum","Machaerium fruticosum","Hoehne","Belém, RP","1512","1965","08","09","Southern America","Brasil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama, mata virgem.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Árvore de 12 m x 13 cm diâm.; frutos com manchas verde-escuro.","IAN119827",NA,NA,"Rudd, VE","1972",NA,NA,NA,"10",NA,"33715","auto",NA
"43","2019-09-24 10:57:06-03","EAO","IAN","119860","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","legale","Machaerium legale","(Vell.) Benth.","Belém, RP","1552","1965","08","09","Southern America","Brasil","Espírito Santo","Sooretama","Reserva Florestal de Sooretama. Mata virgem.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Cipó robusto; frutos amarelo-claros.","IAN119860",NA,NA,"Rudd, VE","1972",NA,NA,NA,"05",NA,"33715","auto",NA
"44","2019-09-24 10:57:30-03","EAO","IAN","119833","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Vigna",NA,"Vigna",NA,"Belém, RP","1523","1965","08","09","Southern America","Brasil","Espírito Santo","Sooretama","Mata virgem.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Cipó sobre as árvores de 10m de altura. Flores brancas com listras azuis no centro, cálice verde azulado, estames brancos","IAN119833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"45","2019-11-25 16:50:14-03","UFBA","ALCB","127286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Caxambu, MG; et al.","4555","2013","02","02","Southern America","Brasil","Espírito Santo","Sooretama","Reserva Natural da Vale -RNV","-40.068333","-19.141389","-40.068333","-19.141389",NA,"CA. 3m&nf;heliófito&nf;; Relevo: suave-ondulado","ALCB045533","ALCB045533",NA,"Caxambu, MG","2013",NA,NA,NA,"02",NA,NA,NA,NA
