"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class"
"681","2019-06-27 10:24:30-03","UFES","VIES","23521","S","Plantae",NA,NA,"Celastraceae",NA,NA,NA,NA,"Lobão, A.Q.; Lopes, L.C.M.; Oliveira, A.G.; Ribeiro, M.; Gusson, M.F.; Cruz, F.M. & Borges, K.F.","1553","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023521",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"682","2019-06-27 10:25:13-03","UFES","VIES","40180","S","Plantae",NA,NA,"Fabaceae","Senna","multijuga","Senna multijuga","(Rich.) H.S.Irwin & Barneby","Silva, L.A.; Freitas, J. & Ribeiro, M.","467","2014","07","10",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES040180","VIES040180",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"683","2020-03-19 11:41:40-03","UFES","VIES","26650","S","Plantae",NA,NA,"Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gaudich.","Flores, T.B.; Romão, G.O.","1135","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026650","VIES026650",NA,"Siqueira, G.S.","2013",NA,NA,NA,"09","23","33715","auto",NA
"684","2019-06-27 10:27:00-03","UFES","VIES","23311","S","Plantae",NA,NA,"Verbenaceae",NA,NA,NA,NA,"Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M. & Gusson, M.F.","744","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023311","VIES023311",NA,NA,"2018",NA,NA,NA,NA,NA,"33715","auto",NA
"685","2020-03-19 11:41:12-03","UFES","VIES","22232","S","Plantae",NA,NA,"Hypericaceae","Vismia","guianensis","Vismia guianensis","(Aubl.) Choisy","Souza, M.C.; Morim, M.P.; Menezes, L.F.T.; Iganci, J. & Nunes, N.L.","521","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES022232","VIES022232",NA,"Marinho, L.C.","2014",NA,NA,NA,"02","26","33715","auto",NA
"686","2019-06-27 10:23:50-03","UFES","VIES","29827","S","Plantae",NA,NA,"Anacardiaceae","Astronium","concinnum","Astronium concinnum","Schott","Costa, M.B.","34","2012","10","10",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029827",NA,NA,"Costa, M.B.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"687","2019-06-27 10:24:22-03","UFES","VIES","11802","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia",NA,"Tillandsia",NA,"Flores, T.B.; Romão, G.O.","1141","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES011802","VIES011802",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"688","2020-03-19 11:41:43-03","UFES","VIES","38375","S","Plantae",NA,NA,"Myrtaceae","Eugenia","brevistyla","Eugenia brevistyla","D.Legrand","Flores, T.B.; Romão, G.O.","1148","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES038375","VIES038375",NA,"A. Giaretta",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"689","2020-03-19 11:41:11-03","UFES","VIES","11974","S","Plantae",NA,NA,"Heliconiaceae","Heliconia","augusta","Heliconia augusta","Vell.","Ribeiro, M.; Lobão, A.Q.; Oliveira, A.G.; Gusson, M.F.; Lopes.L.C.M.; Cruz, F.M. & Borges, K.F.","72","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES011974","VIES011974",NA,"Mascarenhas, A.A.S.","2016",NA,NA,NA,"09","27","33715","auto",NA
"690","2019-06-27 10:24:16-03","UFES","VIES","28249","S","Plantae",NA,NA,"Boraginaceae",NA,NA,NA,NA,"Menezes, L.F.T.","1995","2012","05","28",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES028249","VIES028249",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"691","2019-06-27 10:26:37-03","UFES","VIES","9920","S","Plantae",NA,NA,"Rubiaceae","Palicourea","blanchetiana","Palicourea blanchetiana","Schltdl.","Thomaz, L.D.; Negrelle, R.R.","1870","2009","08","29",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES009920","VIES009920",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"692","2019-06-27 10:23:44-03","UFES","VIES","26654","S",NA,NA,NA,"Indeterminada",NA,NA,NA,NA,"Flores, T.B.; Romão, G.O.","1138","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026654","VIES026654",NA,NA,"2018",NA,NA,NA,NA,NA,"33715","auto",NA
"693","2019-06-27 10:25:21-03","UFES","VIES","23312","S","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,"Ribeiro, M.; Lobão, A.Q.; Oliveira, A.G.; Gusson, M.F. & Lopes, L.C.M.","79","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023312","VIES023312",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"694","2019-06-27 10:25:27-03","UFES","VIES","24130","S","Plantae",NA,NA,"Loranthaceae","Struthanthus",NA,"Struthanthus",NA,"Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M. & Gusson, M.F.","745","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024130","VIES024130",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"695","2019-06-27 10:26:59-03","UFES","VIES","29597","S","Plantae",NA,NA,"Tectariaceae",NA,NA,NA,NA,"Lobão, A.Q.; Lopes, L.C.M.; Giaretta, A.; Ribeiro, M.; Gusson, M. & Cruz, F.","1555","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029597",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"696","2019-09-27 18:06:22-03","UFES","VIES","12040","S","Plantae",NA,NA,"Sapindaceae","Cupania","racemosa","Cupania racemosa","(Vell.) Radlk.","Nunes, N.L.; Morim, M.P.; Souza, M.C.; Ignaci, J.R.V. & Tavares, L.F.M.","24","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES012040","VIES012040",NA,"Somner, G.V.","2007",NA,NA,NA,"11","23","33715","auto",NA
"697","2020-03-19 11:40:40-03","UFES","VIES","26667","S","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","mucronatum","Erythroxylum mucronatum","Benth.","Flores, T.B.; Romão, G.O.","1167","2012","08","26",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026667","VIES026667",NA,"Costa-Lima, J.L.","2014",NA,NA,NA,"05","26","33715","auto",NA
"698","2019-06-27 10:24:02-03","UFES","VIES","10351","S","Plantae",NA,NA,"Arecaceae",NA,NA,NA,NA,"Thomaz, L.D.; Negrelle, R.R.","1850","2009","08","31",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES010351","VIES010351",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"699","2019-06-27 10:25:13-03","UFES","VIES","40179","S","Plantae",NA,NA,"Fabaceae","Senna",NA,"Senna",NA,"Silva, L.A.; Freitas, J. & Ribeiro, M.","465","2014","07","10",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES040179","VIES040179",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"700","2019-09-27 18:03:56-03","UFES","VIES","25258","S","Plantae",NA,NA,"Bignoniaceae","Lundia",NA,"Lundia",NA,"Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M.; Gusson, M.F.; Mendoça, F. & Borges, K.R.","711","2010","01","18",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES025258","VIES025258",NA,NA,"2019",NA,NA,NA,NA,NA,"33715","auto",NA
"701","2019-06-27 10:24:55-03","UFES","VIES","27342","S","Plantae",NA,NA,"Fabaceae",NA,NA,NA,NA,"Lobão, A.Q.; Lopes, L.C.M.; Giaretta, A.O.; Ribeiro, M.; Gusson, M.; et al.","1561","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027342","VIES027342",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"702","2020-03-19 11:41:22-03","UFES","VIES","25305","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","nitida","Heteropterys nitida","(Lam.) DC.","Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M. & Gusson, M.F.","734","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES025305","VIES025305",NA,"P.H.D. Barros","2019",NA,NA,NA,"03","21","33715","auto",NA
"703","2020-03-19 11:41:14-03","UFES","VIES","12012","S","Plantae",NA,NA,"Lauraceae","Aniba","firmula","Aniba firmula","(Nees & Mart.) Mez","Giaretta, A.O.; Lobão, A.Q.; Gusson, M.F.; Ribeiro, M.; Lopes.L.C.M.; Cruz, F.M. & Borges, K.F.","704","2010","01","18",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES012012","VIES012012",NA,"Oliveira, A.G.","2011",NA,NA,NA,"01","17","33715","auto",NA
"704","2019-06-27 10:26:38-03","UFES","VIES","22221","S","Plantae",NA,NA,"Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.","Souza, M.C.; Morim, M.P.; Menezes, L.F.T.; Iganci, J. & Nunes, N.L.","522","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES022221","VIES022221",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"705","2020-03-19 11:40:54-03","UFES","VIES","27801","S","Plantae",NA,NA,"Fabaceae","Dialium","guianense","Dialium guianense","(Aubl.) Sandwith","Iganci, J.; Souza, M.C.; Nunes, N.L.; Morim, M.P. & Menezes, L.F.T.","246","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027801","VIES027801",NA,"M.J. Falcão",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"706","2019-06-27 10:25:34-03","UFES","VIES","26661","S","Plantae",NA,NA,"Malvaceae","Theobroma",NA,"Theobroma",NA,"Flores, T.B.; Romão, G.O.","1116","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026661","VIES026661",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"707","2020-03-19 11:41:20-03","UFES","VIES","25239","S","Plantae",NA,NA,"Malpighiaceae","Dicella",NA,"Dicella",NA,"Gusson, M.F.; Lobão, A.Q.; Oliveira, A.G.; Ribeiro, M. & Lopes, L.C.M.","33","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES025239","VIES025239",NA,"P.H.D. Barros","2019",NA,NA,NA,"03","21","33715","auto",NA
"708","2020-03-19 11:40:58-03","UFES","VIES","24006","S","Plantae",NA,NA,"Fabaceae","Inga","subnuda","Inga subnuda","Salzm. ex Benth.","Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M. & Gusson, M.F.","722","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024006","VIES024006",NA,"Rossini, J.","2011",NA,NA,NA,"01","20","33715","auto",NA
"709","2019-09-27 18:03:30-03","UFES","VIES","24740","S","Plantae",NA,NA,"Annonaceae","Hornschuchia","bryotrophe","Hornschuchia bryotrophe","Nees","Lobão, A.Q.","1532","2010","03","02",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024740","VIES024740",NA,"Lobão, A.Q.","2011",NA,NA,NA,"12","16","33715","auto",NA
"710","2020-03-19 11:41:40-03","UFES","VIES","26663","S","Plantae",NA,NA,"Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","Flores, T.B.; Romão, G.O.","1128","2012","08","24",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES026663","VIES026663",NA,"Siqueira, G.S.","2013",NA,NA,NA,"09","23","33715","auto",NA
"711","2020-03-19 11:39:44-03","UFES","VIES","23201","S","Plantae",NA,NA,"Araceae","Anthurium","ianthinopodum","Anthurium ianthinopodum","(Schott ex Engl.) Nadruz & Mayo","Giaretta, A.O.; Lobão, A.Q.; Lopes, L.C.M.; Ribeiro, M. & Gusson, M.F.","743","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023201","VIES023201",NA,"R.T. Valadares","2018",NA,NA,NA,"02","09","33715","auto",NA
"712","2019-06-27 10:25:13-03","UFES","VIES","29825","S","Plantae",NA,NA,"Fabaceae","Senna","multijuga","Senna multijuga verrucosa","(Vogel) H.S. Irwin & Barneby","Costa, M.B.","32","2012","10","09",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029825","VIES029825","verrucosa","Ribeiro, P.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"713","2019-09-27 18:04:56-03","UFES","VIES","23929","S","Plantae",NA,NA,"Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","(Mart. ex Hayne) Benth.","Ribeiro, M.; Lobão, A.Q.; Oliveira, A.G.; Gusson, M.F.; Lopes.L.C.M.; Cruz, F.M. & Borges, K.F.","73","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023929","VIES023929",NA,"Pinto, R.B.","2014",NA,NA,NA,"10","14","33715","auto",NA
"714","2020-03-19 11:39:35-03","UFES","VIES","12042","S","Plantae",NA,NA,"Anemiaceae","Anemia","hirta","Anemia hirta","(L.) Sw.","Nunes, N.L.; Morim, M.P.; Souza, M.C.; Ignaci, J.R.V. & Tavares, L.F.M.","21","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES012042","VIES012042",NA,"Condack, J.P.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"715","2019-09-27 18:03:30-03","UFES","VIES","24742","S","Plantae",NA,NA,"Annonaceae","Hornschuchia","citriodora","Hornschuchia citriodora","D.M.Johnson","Lobão, A.Q.","1533","2010","03","02",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024742","VIES024742",NA,"Lobão, A.Q.","2011",NA,NA,NA,"12","16","33715","auto",NA
"716","2019-09-27 18:03:53-03","UFES","VIES","24775","S","Plantae",NA,NA,"Bignoniaceae","Adenocalymma",NA,"Adenocalymma",NA,"Menezes, L.F.T.","1979","2011","09","14",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024775","VIES024775",NA,NA,"2019",NA,NA,NA,NA,NA,"33715","auto",NA
"717","2019-06-27 10:26:05-03","UFES","VIES","10356","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","holstii","Cyrtopodium holstii","L.C.Menezes","Thomaz, L.D.; Negrelle, R.R.","1847","2009","08","30",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES010356","VIES010356",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"718","2020-03-19 11:40:22-03","UFES","VIES","23503","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.","Giaretta, A.O.; Lobão, A.Q.; Gusson, M.F.; Ribeiro, M.; Lopes.L.C.M.; Cruz, F.M. & Borges, K.F.","716","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023503","VIES023503",NA,"R.G. Barbosa-Silva","2018",NA,NA,NA,"09","17","33715","auto",NA
"719","2019-06-27 10:25:08-03","UFES","VIES","40181","S","Plantae",NA,NA,"Fabaceae","Machaerium",NA,"Machaerium",NA,"Silva, L.A.; Ribeiro, M.; Freitas, J. & Iglesias, D.T.","468","2014","07","10",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES040181","VIES040181",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"720","2019-06-27 10:25:46-03","UFES","VIES","11933","S","Plantae",NA,NA,"Moraceae","Sorocea",NA,"Sorocea",NA,"Flores, T.B.; Romão, G.O.","1149","2012","08","25",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES011933","VIES011933",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"721","2019-06-27 10:23:48-03","UFES","VIES","27799","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,"Iganci, J.; Souza, M.C.; Nunes, N.L.; Morim, M.P. & Menezes, L.F.T.","249","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027799","VIES027799",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"722","2020-03-19 11:42:29-03","UFES","VIES","12044","S","Plantae",NA,NA,"Rutaceae","Rauia","resinosa","Rauia resinosa","Nees & Mart.","Nunes, N.L.; Morim, M.P.; Souza, M.C.; Ignaci, J.R.V. & Tavares, L.F.M.","23","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES012044","VIES012044",NA,"Nunes, N.L.; Morim, M.P.","2007",NA,NA,NA,"09","18","33715","auto",NA
"723","2019-06-27 10:23:47-03","UFES","VIES","25235","S","Plantae",NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,"Gusson, M.F.; Lobão, A.Q.; Oliveira, A.G.; Ribeiro, M. & Lopes, L.C.M.","14","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES025235","VIES025235",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"724","2019-06-27 10:26:49-03","UFES","VIES","27526","S","Plantae",NA,NA,"Sapotaceae",NA,NA,NA,NA,"Thomaz, L.D.","1867","2009","09","04",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027526","VIES027526",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"725","2020-03-19 11:41:20-03","UFES","VIES","24145","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","acuminata","Bunchosia acuminata","Dobson","Ribeiro, M.; Lobão, A.Q.; Oliveira, A.G.; Gusson, M.F.; Lopes.L.C.M. & Cruz, F.M.","74","2010","01","19",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES024145","VIES024145",NA,"P.H.D. Barros","2019",NA,NA,NA,"04","08","33715","auto",NA
"726","2020-03-19 11:41:17-03","UFES","VIES","23890","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lobão, A.Q.; Costa, L.; Oliveira, A.; Ribeiro, M.; Gusson, M.F.; Cruz, F.M. & Borges, K.F.","1564","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023890","VIES023890",NA,"F.M. Guedes","2016",NA,NA,NA,"09","28","33715","auto",NA
"727","2020-03-13 17:59:14-03","UFES","VIES","10350","S","Plantae",NA,NA,"Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Thomaz, L.D.; Negrelle, R.R.",NA,"2009","08","30",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES010350","VIES010350",NA,"Cardoso, W.C.","2012",NA,NA,NA,NA,NA,"33715","auto",NA
"728","2019-06-27 10:24:12-03","UFES","VIES","27794","S","Plantae",NA,NA,"Begoniaceae","Begonia","obscura","Begonia obscura","Brade","Iganci, J.; Souza, M.C.; Nunes, N.L.; Morim, M.P. & Menezes, L.F.T.","244","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027794","VIES027794",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"729","2019-06-27 10:23:53-03","UFES","VIES","27793","S","Plantae",NA,NA,"Annonaceae","Ephedranthus",NA,"Ephedranthus",NA,"Thomaz, L.D.","1874","2009","08","29",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES027793","VIES027793",NA,"Thomaz, L.D.","2009",NA,NA,NA,NA,NA,"33715","auto",NA
"730","2019-06-27 10:24:16-03","UFES","VIES","23390","S","Plantae",NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Ribeiro, M.; Lobão, A.Q.; Oliveira, A.G.; Gusson, M.F. & Lopes, L.C.M.","82","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES023390","VIES023390",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"731","2019-06-27 10:24:16-03","UFES","VIES","25219","S","Plantae",NA,NA,"Boraginaceae","Cordia",NA,"Cordia",NA,"Gusson, M.F.; Lobão, A.Q.; Oliveira, A.G.; Ribeiro, M. & Lopes, L.C.M.","38","2010","01","20",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES025219","VIES025219",NA,NA,NA,NA,NA,NA,NA,NA,"33715","auto",NA
"732","2019-06-27 10:25:12-03","UFES","VIES","29426","S","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima","Costa, M.B.","27","2012","10","17",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029426",NA,NA,"Ribeiro, P.G.","2013",NA,NA,NA,NA,NA,"33715","auto",NA
"733","2019-06-27 10:24:17-03","UFES","VIES","29795","S","Plantae",NA,NA,"Boraginaceae","Cordia","trichotoma","Cordia trichotoma","(Vell.) Arráb. ex Steud.","Costa, M.B.","47","2012","10","09",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029795","VIES029795",NA,"Siqueira, G.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"734","2020-03-19 11:40:04-03","UFES","VIES","28532","S","Plantae",NA,NA,"Bixaceae","Bixa","arborea","Bixa arborea","Huber","Costa, M.B.","18","2012","10","09",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES028532","VIES028532",NA,"Costa, M.B.","2012",NA,NA,NA,"10","09","33715","auto",NA
"735","2019-06-27 10:24:17-03","UFES","VIES","29828","S","Plantae",NA,NA,"Boraginaceae","Cordia","trichoclada","Cordia trichoclada","DC.","Costa, M.B.","35","2012","10","09",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES029828","VIES029828",NA,"Folli, D.A.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
"736","2020-03-19 11:40:40-03","UFES","VIES","10430","S","Plantae",NA,NA,"Euphorbiaceae","Brasiliocroton","mamoninha","Brasiliocroton mamoninha","P.E.Berry & Cordeiro","Nunes, N.L.; Amorim, M.P.; Souza, J. & Iguanci","25","2007","06","05",NA,"Brasil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"VIES010430","VIES010430",NA,"Alves, M.",NA,NA,NA,NA,NA,NA,"33715","auto",NA
