"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","individualCount","class","relatedCatalogItem"
"148","2019-10-02 15:07:42-03","UFMG","BHCB","119614","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","omissa","Habenaria omissa","J.A.N.Bat. & Bianch.",NA,"2018","11","12","Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1936","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 3.7 km do entrocamento para Presidente Kubitschek na BR-259.","-43.601056","-18.574611","-43.601056","-18.574611","1145","1145",NA,"Erva terrestre. sépalas verdes; pétalas e labelo brancos.; Em campo limpo estacionalmente úmido. Área queimada durante a seca.","BHCB033032",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-02 15:07:44-03","UFMG","BHCB","119604","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","pansarinii","Habenaria pansarinii","J.A.N.Bat. & Bianch.",NA,"2017","04","28","Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1926","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594111","-18.569917","-43.594111","-18.569917","1175","1175",NA,"Erva terrestre. Flores verdes.; Em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca.","BHCB043579","BHCB043579",NA,NA,NA,"Holotypus",NA,NA,NA
"150","2019-10-02 15:07:45-03","UFMG","BHCB","119607","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","petalodes","Habenaria petalodes","Lindl.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1929","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594528","-18.571583","-43.594528","-18.571583","1164","1164",NA,"Erva terrestre, em local ligeiramente sombreado e úmido a margem de grota de escoamento de água. Área queimada durante a seca. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-02 15:07:45-03","UFMG","BHCB","119599","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","pubidactyla","Habenaria pubidactyla","J.A.N.Bat. & Bianch.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1921","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594972","-18.571111","-43.594972","-18.571111","1170","1170",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-10-02 15:07:47-03","UFMG","BHCB","119602","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","secundiflora","Habenaria secundiflora","Barb.Rodr.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1924","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594972","-18.571111","-43.594972","-18.571111","1170","1170",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado a campo rupestre. Solo arenoso, raso. Área queimada durante a seca. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-10-02 15:07:47-03","UFMG","BHCB","119611","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","secundiflora","Habenaria secundiflora","Barb.Rodr.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1933","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594528","-18.571583","-43.594528","-18.571583","1164","1164",NA,"Erva terrestre, em campo limpo estacionalmente úmido. Área queimada durante a seca. Flores verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-03-16 20:34:11-03","UFMG","BHCB","168740","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","cipoanum","Hippeastrum cipoanum","(Ravenna) Meerow",NA,"2019","02","25","Ramalho, AJ; Fernandes, AC; Vale, AA; Batista, JAN","104","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR-259, entre Presid. Kubitschek e Datas","-43.594925","-18.571025","-43.594925","-18.571025","1084","1084",NA,"Plantas do Brasil.; Flor vermelha.; Campo sujo, solo arenoso.","BHCB025504","BHCB025504",NA,NA,NA,NA,NA,NA,NA
"155","2019-10-02 15:07:50-03","UFMG","BHCB","119617","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Liparis","vexillifera","Liparis vexillifera","(La Llave & Lex.) Cogn.",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1939","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 3.7 km do entrocamento para Presidente Kubitschek na BR-259.","-43.601056","-18.574611","-43.601056","-18.574611","1145","1145",NA,"Erva terrestre, em campo limpo estacionalmente úmido. Área queimada durante a seca. Flores verde-amareladas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-10-02 14:50:26-03","UFMG","BHCB","174658","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","pohlii","Lychnophora pohlii","Sch.Bip.",NA,"2015","06",NA,"Vale, AA; Dittrich, VAO; Vale, JA","232","2013","02","11","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada entre Datas e Presidente Kubitschek.","-43.595","-18.571389","-43.595","-18.571389","1145","1145",NA,NA,"BHCB025561",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-10-02 14:57:02-03","UFMG","BHCB","119610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Merianthera","sipolisii","Merianthera sipolisii","(Glaz. & Cogn.) Wurdack",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWF; Bizri, H R E","1932","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2,8 km do entroncamento para Presidente Kubitschek, na altur do km 442 da Br 259","-43.594528","-18.571583","-43.594528","-18.571583","1164","1164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-10-02 14:50:32-03","UFMG","BHCB","83973","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","nummularia","Mikania nummularia","DC.",NA,NA,NA,NA,"Fiaschi, P; Lobão, AQ; Costa, FN","899","2001","07","10","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Limite de município entre Datas e Presidente Kubitschek, na altura do km 438. Lado esquerdo da estrada.","-43.565278","-18.571389","-43.565278","-18.571389","1270","1270",NA,"Campo rupestre com mata ciliar. Frequentes. Herbáceo ereto. Inflorescências alvo-esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-10-02 14:50:34-03","UFMG","BHCB","152854","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","reticulata","Mikania reticulata","Gardner",NA,"2015","09",NA,"Fernandes, AC; Batista, JAN; Vale, AA; Ramalho, AJ","360","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Margem da BR 259","-43.595","-18.571111","-43.595","-18.571111","1084","1084",NA,"Subarbusto com 30cm de altura.; Campo","BHCB031835",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-10-02 14:50:45-03","UFMG","BHCB","119927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","arenaria","Richterago arenaria","(Baker) Roque",NA,NA,NA,NA,"Batista, JAN; Martins, CAN","2246","2007","11","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","BR-259, cerca de 20 km S de Datas, 5 km após a entrada para Pres. Kubitschek, em direção a Serro.","-43.594556","-18.570528","-43.594556","-18.570528","1168","1168",NA,"Erva terrestre, em campo rupestre sobre areia branca. Solo arenoso, seco.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-10-02 15:07:59-03","UFMG","BHCB","119608","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Sacoila","hassleri","Sacoila hassleri","(Cogn.) Garay",NA,NA,NA,NA,"Batista, JAN; Mota, RC da; Faria, MWFde; Bizri, HR El","1930","2007","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.594528","-18.571583","-43.594528","-18.571583","1164","1164",NA,"Erva terrestre, em campo limpo estacionalmente úmido. Área queimada durante a seca. Flores alaranjadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-10-02 14:54:42-03","UFMG","BHCB","48399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Stylosanthes","tomentosa","Stylosanthes tomentosa","M.B.Ferreira & Sousa Costa",NA,"1999","03","18","Souza, VC de; Miyagi, PH; Souza, JP","8458","1995","03","13","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","ca. 20 km de Datas em direção a Serro, km 44.","-43.593081","-18.571689","-43.593081","-18.571689","1200","1200",NA,"Arbusto até 1 m alt; flores amarelas.; Entre rochas. Campo rupestre","BHCB010070",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-10-02 14:50:53-03","UFMG","BHCB","162681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Symphyopappus",NA,"Symphyopappus","Turcz.",NA,NA,NA,NA,"Fernandes, AC; Batista, JAN; Vale, AA; Ramalho, AJ","377","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Borda da estrada, BR 259.","-43.611","-18.571389","-43.611","-18.571389","1092","1092",NA,"Subarbusto, flores rosadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-10-02 15:06:59-03","UFMG","BHCB","136691","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","flaviceps","Syngonanthus flaviceps","Silveira",NA,NA,NA,NA,"Souza, VC de; Miyagi, PH; Souza, JP","8474","1995","03","13","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","20 Km de Datas em direção a Serro, Km 444.","-43.593306","-18.571889","-43.593306","-18.571889","1200","1200",NA,"Erva; capítulos creme. Campo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-02-18 22:21:07-03","UFMG","BHCB","76273","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","fuscescens","Syngonanthus fuscescens","Ruhland",NA,NA,NA,NA,"Hatschbach, G","68226","1998","07","25","Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"166","2019-10-02 14:55:41-03","UFMG","BHCB","19913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","ericoides","Cuphea ericoides","Cham. & Schltdl.",NA,NA,NA,NA,"Cavalcanti, TB; et al.","179","1989","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"167","2019-10-02 15:07:19-03","UFMG","BHCB","161796","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cattleya","presidentensis","Cattleya presidentensis","(Campacci) Van den Berg",NA,"2015",NA,NA,NA,"s.n.","2004","10",NA,"Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Coletada sobre rocha quartzítica","BHCB5270",NA,"13347","auto",NA,NA,NA,NA,NA
"168","2020-02-18 22:21:07-03","UFMG","BHCB","59556","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","ithyphyllus","Paepalanthus ithyphyllus","(Mart.) Walp.",NA,NA,NA,NA,"Hatschbach, G; et al.","27377",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"169","2019-10-02 14:55:46-03","UFMG","BHCB","10802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Diplusodon","glaucescens","Diplusodon glaucescens","DC.",NA,NA,NA,NA,"Cavalcanti, TB; et al.","180","1989","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"170","2019-10-02 14:55:41-03","UFMG","BHCB","19897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","diosmifolia","Cuphea diosmifolia","A.St.-Hil.",NA,NA,NA,NA,"Cavalcanti, TB","178","1989","02","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"171","2019-10-02 15:08:53-03","UFMG","BHCB","61061","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","geotegens","Vellozia geotegens","L.B.Sm. & Ayensu",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA
"172","2019-10-02 15:07:36-03","UFMG","BHCB","119597","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","ayangannensis","Habenaria ayangannensis","Renz",NA,"2007","02","14","Batista, JAN; Mota, RC da; Faria, MWF; El Bizri, HR","1919","2007","02","14","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Campos a direita da pista, no sentido para datas, cerca de 2.8 km do entrocamento para Presidente Kubitschek, na altura do km 442 da BR-259.","-43.562198638916","-18.6144008636475",NA,NA,"1170","1170",NA,"Erva terrestre. Flores verdes.; em campo limpo estacionalmente úmido associado a campo rupestre. Solo areno-argiloso, raso. Área queimada durante a seca","BHCB001317","BHCB001317","13347","auto",NA,NA,NA,NA,NA
"173","2020-01-21 18:09:57-03","UFMG","BHCB","83879","PreservedSpecimen","Plantae","Monocotyledon",NA,"Alstroemeriaceae","Alstroemeria","rupestris","Alstroemeria rupestris","M. C. Assis",NA,"2000",NA,NA,"Simão, R; Souza, VC de; Menezes, NL de","CFCR8728","1985","12","15","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada Conceição do Mato Dentro - Diamantina. Km 433.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Erva, 80cm, folhas torcidas, flores alaranjadas com pintas vermelhas.","BHCB053966","BHCB053966","13347","auto",NA,NA,NA,NA,NA
"174","2019-10-02 14:49:18-03","UFMG","BHCB","180633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","foliacea","Aspilia foliacea","(Spreng.) Less.",NA,"2018","08","22","Fernandes, A; Batista, JAN; Vale, AA; Ramalho, AJ","359","2010","12","08","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada entre Pres. Kubitschek e Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Subarbusto, flores do raio amarelas.; Campo na beira da estrada.","BHCB032862",NA,"13347","auto",NA,NA,NA,NA,NA
"175","2020-02-20 17:33:39-03","UFMG","BHCB","156848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","confertiflora","Microlicia confertiflora","Naudin",NA,"2020","02",NA,"Hattori, EKO; Massensini Júnior, A; Lau, BL; Barbosa, AR","1383","2011","09","01","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Estrada Presidente Kubitschek a Gouveia","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, ca. 1,2m de altura, corola rósea, frutos marrons; Campo rupestre, solo arenoso","BHCB055337",NA,"13347","auto",NA,NA,NA,NA,NA
"176","2020-02-18 22:20:30-03","UFMG","BHCB","91434","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine",NA,"2019","05",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","67258","1997","11","21","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3,5Km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Pequena árvore, com frutos nigrescentes; Campo rupestre, mata de galeria","BHCB050683",NA,"13347","auto",NA,NA,NA,NA,NA
"177","2020-02-18 22:19:43-03","UFMG","BHCB","44669","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","alpestris","Minasia alpestris","(Gardner) H.Rob.",NA,"1998",NA,NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","68220","1998","07","25","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Rodovia BR-259, próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Ereta, 1m. Capítulo lilás.; Campo rupestre; solo rochoso.","BHCB009370",NA,"13347","auto",NA,NA,NA,NA,NA
"178","2020-02-18 22:19:32-03","UFMG","BHCB","76157","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker",NA,NA,NA,NA,"Hatschbach, G; Hatschbach, M; E. Barbosa","67372","1997","11","21","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Rodovia MG 259, 3-5km L da divisa com Datas.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Campo rupestre, solo arenoso, junto a córrego. Arbusto, 1m. Capítulo amarelo.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"179","2020-03-09 08:20:14-03","UFPR","UPCB","92823","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","alborufescens","Miconia alborufescens","Naudim","Meirelles, J.","2014","11",NA,"Lima, D.F.|Trad, R.J.","529","2014","11","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, entre Sêrro e Dantas, entre km 443 e 444.","-43.599444","-18.574167","-43.599444","-18.574167","1035","1035",NA,"Cerrado. Arbusto 1m. Frutos imaturos verdes e maduros róseos.","UPCB0036747","UPCB0036747",NA,NA,NA,NA,NA,NA,NA
"180","2020-03-09 08:20:33-03","UFPR","UPCB","84002","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","graveolens","Microlicia graveolens","DC.","Versiane, A.F.A.","2017","04","17","Verdi, M.","7042","2014","02","14",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Viveiro de mudas em Andrequicé","-43.66","-18.635","-43.660","-18.635","1006","1006",NA,"Folhas verdes; flor rosa pink; cultivada em solo arenoso. Altura: 50cm. Habitat: Campo Rupestre. Hábito/Forma de vida: arbusto.","UPCB0019178","UPCB0019178",NA,NA,NA,NA,NA,NA,NA
"181","2020-03-09 08:20:33-03","UFPR","UPCB","82745","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","tomentella","Microlicia tomentella","Naudin","Versiane, A.F.A.","2016","05","09","Souza, V.C.","11813","1996","07","05",NA,"Brasil","Minas Gerais","Presidente Kubitschek","6 km de Presidente Kubitschek em direção a Serro.","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, até 1m alt.; flores róseas..","UPCB0019407","UPCB0019407","13347","auto",NA,NA,NA,NA,NA
"182","2019-07-29 16:22:49-03","UNESP-RC","HRCB","38203","S","Plantae",NA,NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker","Robinson, H.","2002",NA,NA,"Hatschbach, G.","67372","1997","11","21",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. MG-259, 3-5km L da divisa com Datas","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,NA,"Arbusto, 1m, capítulo amarelo.",NA,NA,"13347","auto",NA,NA,NA,NA,NA
"183","2019-07-29 16:22:30-03","UNESP-RC","HRCB","39373","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","scapigera","Gomphrena scapigera","Mart.","Costa, F.N. & Pirani, J.R.","2002","02",NA,"Costa, F.N.","318","2001","07","10",NA,"Brasil","Minas Gerais","Presidente Kubitschek",NA,"-43.565278","-18.571389","43º33'55W","18º34'17S","1270","1270",NA,"Arbusto em solo areno-pedregoso. Tricomas ferrugíneos nas folhas e pedúnculo. Brácteas alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-12-19 11:19:26-03","UFG","UFG","19486","S","Plantae",NA,NA,"Lythraceae","Cuphea","diosmifolia","Cuphea diosmifolia","A.St. Hil.","Cavalcanti, T.B.","1989","02","15","Cavalcanti, T.B.; Roath, W.; Kirkbride, J.; Scariot, A. & Silva, G.P.","178","1989","02","15",NA,"Brasil","Minas Gerais","Presidente Kubitschek","BR-269 - Serro - Datas, 35 Km. Campo rochoso, solo areno-pedregoso e relevo montanhoso.","-43.65","-18.466667","-43.65","-18.466667","1200","1200",NA,"Arbustivo. Flor liás-claro. Fruto pardacento. Hipanto vináceo no dorso. Frequente. Interesse econômico: óleos láuricos.","UFG0019486",NA,NA,NA,NA,NA,NA,NA,NA
