"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","imagecode"
"94","2019-06-27 10:24:11-03","UFES","VIES","21267","S","Plantae","Asteraceae","Vernonanthura","phosphorica","Vernonanthura phosphorica","(Vell.) H.Rob.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","161","2010","10","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021267","auto",NA,NA,NA,NA
"95","2019-06-27 10:26:15-03","UFES","VIES","21084","S","Plantae","Phytolaccaceae","Petiveria","alliacea","Petiveria alliacea","L.",NA,NA,NA,NA,"Tuler, A.C.","63","2010","01","21","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021084","auto",NA,NA,NA,NA
"96","2019-06-27 10:25:22-03","UFES","VIES","21109","S","Plantae","Lamiaceae","Mentha","piperita","Mentha piperita citrata","(Ehrh.) Briq.",NA,NA,NA,NA,"Tuler, A.C.","47","2010","02","02","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021109","auto",NA,NA,"citrata",NA
"97","2019-06-27 10:24:06-03","UFES","VIES","21024","S","Plantae","Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.",NA,NA,NA,NA,"Tuler, A.C.","54","2010","01","11","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021024","auto",NA,NA,NA,NA
"98","2019-06-27 10:25:46-03","UFES","VIES","21095","S","Plantae","Moraceae","Morus","alba","Morus alba","L.",NA,NA,NA,NA,"Tuler, A.C.","80","2010","02","26","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021095","auto",NA,NA,NA,NA
"99","2019-06-27 10:25:22-03","UFES","VIES","21108","S","Plantae","Lamiaceae","Mentha","spicata","Mentha spicata","L.",NA,NA,NA,NA,"Tuler, A.C.","39","2009","02","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021108","auto",NA,NA,NA,NA
"100","2019-06-27 10:25:30-03","UFES","VIES","21103","S","Plantae","Malpighiaceae","Malpighia","glabra","Malpighia glabra","L.",NA,NA,NA,NA,"Tuler, A.C.","11","2009","12","27","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021103","auto",NA,NA,NA,NA
"101","2019-06-27 10:26:32-03","UFES","VIES","21053","S","Plantae","Rosaceae","Rosa","gallica","Rosa gallica","L.",NA,NA,NA,NA,"Tuler, A.C.","68","2010","01","25","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021053","auto",NA,NA,NA,NA
"102","2019-09-27 18:05:41-03","UFES","VIES","21195","S","Plantae","Nyctaginaceae","Mirabilis","jalapa","Mirabilis jalapa","L.","Farney, C.","2011","02",NA,"Tuler, A.C.","101","2010","02","27","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021195","auto",NA,NA,NA,NA
"103","2019-06-27 10:23:54-03","UFES","VIES","21188","S","Plantae","Apiaceae","Petroselinum","crispum","Petroselinum crispum","(Mill.) Fuss",NA,NA,NA,NA,"Tuler, A.C.","49","2010","01","20","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021188","auto",NA,NA,NA,NA
"104","2019-06-27 10:25:22-03","UFES","VIES","21274","S","Plantae","Lamiaceae","Plectranthus","barbatus","Plectranthus barbatus","Andr.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","50","2010","10","02","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021274","auto",NA,NA,NA,NA
"105","2019-06-27 10:25:22-03","UFES","VIES","21111","S","Plantae","Lamiaceae","Rosmarinus","officinalis","Rosmarinus officinalis","L.",NA,NA,NA,NA,"Tuler, A.C.","12","2010","01","02","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021111","auto",NA,NA,NA,NA
"106","2019-06-27 10:24:08-03","UFES","VIES","21185","S","Plantae","Asteraceae","Lactuca","sativa","Lactuca sativa","Hadidi",NA,NA,NA,NA,"Tuler, A.C.","114","2010","02","22","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021185","auto",NA,NA,NA,NA
"107","2019-06-27 10:26:31-03","UFES","VIES","21054","S","Plantae","Pteridaceae","Adiantum","raddianum","Adiantum raddianum","C.Presl",NA,NA,NA,NA,"Tuler, A.C.","22","2010","01","17","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021054","auto",NA,NA,NA,NA
"108","2019-06-27 10:24:11-03","UFES","VIES","21173","S","Plantae","Balsaminaceae","Impatiens","balsamina","Impatiens balsamina","L.",NA,NA,NA,NA,"Tuler, A.C.","23","2010","01","17","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021173","auto",NA,NA,NA,NA
"109","2019-06-27 10:25:26-03","UFES","VIES","21278","S","Plantae","Loranthaceae","Struthanthus",NA,"Struthanthus",NA,"Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","109","2010","10","04","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021278","auto",NA,NA,NA,NA
"110","2019-06-27 10:26:19-03","UFES","VIES","21071","S","Plantae","Plantaginaceae","Plantago","major","Plantago major","L.",NA,NA,NA,NA,"Tuler, A.C.","13","2010","01","05","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021071","auto",NA,NA,NA,NA
"111","2019-06-27 10:25:22-03","UFES","VIES","21107","S","Plantae","Lamiaceae","Leonurus","sibiricus","Leonurus sibiricus","L.",NA,NA,NA,NA,"Tuler, A.C.","2","2009","12","19","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021107","auto",NA,NA,NA,NA
"112","2019-06-27 10:25:22-03","UFES","VIES","21106","S","Plantae","Lamiaceae","Leonotis","nepetifolia","Leonotis nepetifolia","(L.) R.Br.",NA,NA,NA,NA,"Tuler, A.C.","9","2009","12","21","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021106","auto",NA,NA,NA,NA
"113","2019-06-27 10:24:15-03","UFES","VIES","21265","S","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","162","2010","10","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021265","auto",NA,NA,NA,NA
"114","2019-06-27 10:24:46-03","UFES","VIES","21117","S","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"Tuler, A.C.","32","2010","01","17","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021117","auto",NA,NA,NA,NA
"115","2019-06-27 10:24:05-03","UFES","VIES","21268","S","Plantae","Asteraceae","Achyrocline","satureioides","Achyrocline satureioides","(Lam.) DC.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","136","2010","10","10","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021268","auto",NA,NA,NA,NA
"116","2019-06-27 10:25:28-03","UFES","VIES","21279","S","Plantae","Lythraceae","Cuphea",NA,"Cuphea",NA,"Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","122","2010","10","04","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021279","auto",NA,NA,NA,NA
"117","2019-06-27 10:25:13-03","UFES","VIES","21261","S","Plantae","Fabaceae","Senegalia","etilis","Senegalia etilis","(Speg.) Seigler & Ebinger.",NA,NA,NA,NA,"Tuler, A.C.","200","2010","10","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021261","auto",NA,NA,NA,NA
"118","2019-06-27 10:24:38-03","UFES","VIES","21129","S","Plantae","Cucurbitaceae","Sechium","edule","Sechium edule","(Jacq.) Sw.",NA,NA,NA,NA,"Tuler, A.C.","3","2009","12","19","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021129","auto",NA,NA,NA,NA
"119","2019-06-27 10:26:34-03","UFES","VIES","21051","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Tuler, A.C.","1","2009","12","19","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021051","auto",NA,NA,NA,NA
"120","2019-06-27 10:26:55-03","UFES","VIES","21046","S","Plantae","Solanaceae","Capsicum","annuum","Capsicum annuum","L.",NA,NA,NA,NA,"Tuler, A.C.","91","2010","02","25","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021046","auto",NA,NA,NA,NA
"121","2019-06-27 10:24:06-03","UFES","VIES","21177","S","Plantae","Asteraceae","Bidens","pilosa","Bidens pilosa","L.",NA,NA,NA,NA,"Tuler, A.C.","10","2009","12","21","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021177","auto",NA,NA,NA,NA
"122","2019-06-27 10:26:58-03","UFES","VIES","21041","S","Plantae","Solanaceae","Solanum","melongena","Solanum melongena","L.",NA,NA,NA,NA,"Tuler, A.C.","90","2010","02","25","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021041","auto",NA,NA,NA,NA
"123","2019-06-27 10:26:58-03","UFES","VIES","21043","S","Plantae","Solanaceae","Solanum","pimpinellifolium","Solanum pimpinellifolium","L.",NA,NA,NA,NA,"Tuler, A.C.","45","2010","01","20","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021043","auto",NA,NA,NA,NA
"124","2019-06-27 10:24:11-03","UFES","VIES","21182","S","Plantae","Asteraceae","Tagetes","erecta","Tagetes erecta","L.",NA,NA,NA,NA,"Tuler, A.C.","108","2010","02","27","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021182","auto",NA,NA,NA,NA
"125","2019-06-27 10:24:11-03","UFES","VIES","21257","S","Plantae","Asteraceae","Tanacetum","parthenifolium","Tanacetum parthenifolium","(Willd.) Sch.Bip.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","28","2010","09","15","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021257","auto",NA,NA,NA,NA
"126","2019-06-27 10:26:21-03","UFES","VIES","21067","S","Plantae","Poaceae","Cymbopogon","citratus","Cymbopogon citratus","(DC.) Stapf",NA,NA,NA,NA,"Tuler, A.C.","66","2010","01","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021067","auto",NA,NA,NA,NA
"127","2019-09-27 18:06:32-03","UFES","VIES","21042","S","Plantae","Solanaceae","Solanum","scuticum","Solanum scuticum","M.Nee","Giacomin, L.; Bohs, L.","2012","06",NA,"Tuler, A.C.","51","2010","01","20","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021042","auto",NA,NA,NA,NA
"128","2019-06-27 10:24:08-03","UFES","VIES","21178","S","Plantae","Asteraceae","Chrysanthemum","paludosum","Chrysanthemum paludosum","Poir.",NA,NA,NA,NA,"Tuler, A.C.","42","2010","01","15","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021178","auto",NA,NA,NA,"VIES021178"
"129","2020-03-09 17:50:06-03","UFES","VIES","42029","S","Plantae","Poaceae","Coix","lacryma-jobi","Coix lacryma-jobi","L.","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","156b","2010","10","12","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES042029","auto",NA,NA,NA,NA
"130","2019-06-27 10:26:21-03","UFES","VIES","21066","S","Plantae","Poaceae","Cenchrus","echinatus","Cenchrus echinatus","L.",NA,NA,NA,NA,"Tuler, A.C.","106","2010","01","06","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021066","auto",NA,NA,NA,NA
"131","2019-06-27 10:26:57-03","UFES","VIES","21038","S","Plantae","Solanaceae","Solanum","americanum","Solanum americanum","Mill.",NA,NA,NA,NA,"Tuler, A.C.","112","2010","02","11","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021038","auto",NA,NA,NA,NA
"132","2019-06-27 10:24:08-03","UFES","VIES","21269","S","Plantae","Asteraceae","Emilia","fosbergii","Emilia fosbergii","Nicolson","Tuler, A.C.",NA,NA,NA,"Tuler, A.C.","70","2010","10","02","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021269","auto",NA,NA,NA,NA
"133","2019-06-27 10:26:57-03","UFES","VIES","21040","S","Plantae","Solanaceae","Solanum","aethiopicum","Solanum aethiopicum","L.",NA,NA,NA,NA,"Tuler, A.C.","113","2010","02","22","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021040","auto",NA,NA,NA,NA
"134","2019-06-27 10:23:49-03","UFES","VIES","21028","S","Plantae","Amaranthaceae","Alternanthera","brasiliana","Alternanthera brasiliana","(L.) Kuntze",NA,NA,NA,NA,"Tuler, A.C.","43","2010","01","17","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021028","auto",NA,NA,NA,NA
"135","2019-09-27 18:03:51-03","UFES","VIES","21589","S","Plantae","Asteraceae","Pterocaulon","alopecuroides","Pterocaulon alopecuroides","(Lam.) DC.","Tuler, A.C.","2012","05","24","Tuler, A.C.","392","2012","05","01","Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021589","auto",NA,NA,NA,NA
"136","2019-06-27 10:25:22-03","UFES","VIES","21110","S","Plantae","Lamiaceae","Ocimum","basilicum","Ocimum basilicum","L.",NA,NA,NA,NA,"Tuler, A.C.","119",NA,NA,NA,"Brasil","Minas Gerais","Durandé","São José da Figueira.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021110","auto",NA,NA,NA,NA
"137","2020-02-07 19:49:05-03","UFES","VIES","21073","S","Plantae","Piperaceae","Piper","mollicomum","Piper mollicomum","Kunth","Guimarães, E.F.","2011",NA,NA,"Tuler, A.C.","72","2009","12","23","Brasil","Minas Gerais","Durandé","São José da Figueira. Córrego Tuler, Casa de Ana Tuler.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021073","auto",NA,NA,NA,NA
"138","2020-03-05 18:19:15-03","UFES","VIES","21259","S","Plantae","Fabaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Tuler, A.C.","83","2010","10","07","Brasil","Minas Gerais","Durandé","São José da Figueira. Córrego Tuler, casa de Dona Erci Tuelher.","-41.7977981567383","-20.2033004760742","17816",NA,"VIES021259","auto",NA,NA,NA,NA
