"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude"
"1","2019-01-25 15:45:38-02","IAC","IAC","44637","S","Plantae","Rubiaceae","L.S. Leoni","2004","05","29","L.S. Leoni","5749","2004","05","29","Brasil","Minas Gerais","Orizânia","Nascente do rio Carangola","-42.21","-20.5064","-42.2100","-20.5064"
